# File: LDS_ag_prod_t.csv
# Title: Initialization of production (t) by country/GLU/crop
# Units: tons
# Author: moirai
# Description: Initialization of production (t) by country/GLU/crop
# Original source: many, including HYDE and SAGE
# Source: https://github.com/JGCRI/moirai
# Column types: cici 
# ----------
ctry_iso,glu_code,SAGE_crop,value
alb,55,Vetches,1582
alb,55,Potatoes,148294
alb,55,SugarBeets,38993
alb,55,Chestnuts,403
alb,55,Nutsnes,2516
alb,55,BeanGreen,3297
alb,55,BrdBeanGreen,123
alb,55,Tomatoes,155887
alb,55,VgtbFrshNES,217391
are,94,Wheat,139
are,94,Alff4FrgSlg,234197
are,94,GrsNESFrgSlg,1725011
are,94,Bananas,19
are,94,CitrusFrtNES,6222
are,94,Dates,763256
are,94,Figs,477
are,94,FrtFrshNES,5571
are,94,Grapes,179
are,94,Lmn_Lme,15960
are,94,Mangoes,8180
are,94,TbccLeaves,759
are,94,Potatoes,8530
are,94,Almonds,384
are,94,BeanGreen,1662
are,94,Cabbages,58231
are,94,Cntlp_othMln,50917
are,94,Carrots,1873
are,94,Cauliflower,15605
are,94,Chll_PpprGrn,7490
are,94,Ccmbr_Ghrkn,22961
are,94,Eggplants,13830
are,94,Lettuce,1397
are,94,OnionShlltGn,27983
are,94,PmpknSqshGrd,34638
are,94,Spinach,55871
are,94,Tomatoes,544451
are,94,VgtbFrshNES,115486
are,94,Watermelons,8328
arg,169,Barley,34
arg,169,Maize,10
arg,169,Millet,1
arg,169,Oats,16
arg,169,PaddyRice,1
arg,169,Rye,2
arg,169,Wheat,369
arg,169,Alff4FrgSlg,2242
arg,169,Clovr4FrgSlg,83
arg,169,GrsNESFrgSlg,5103
arg,169,Maize4FrgSlg,30
arg,169,Apples,241
arg,169,Apricots,1
arg,169,Cherries,28
arg,169,Grapes,47
arg,169,Peach_Nctrn,16
arg,169,Pears,47
arg,169,Plums,16
arg,169,Quinces,7
arg,169,Linseed,1
arg,169,Olives,3
arg,169,TungNuts,1
arg,169,BeansDry,1
arg,169,Potatoes,449
arg,169,Artichokes,2
arg,169,Cntlp_othMln,5
arg,169,Carrots,76
arg,169,Chll_PpprGrn,4
arg,169,Garlic,112
arg,169,OnionDry,68
arg,169,PeasGreen,1
arg,169,PmpknSqshGrd,9
arg,169,StringBeans,1
arg,169,Tomatoes,83
arg,169,VgtbFrshNES,184
arg,169,Watermelons,4
arg,200,Oats,3
arg,200,Alff4FrgSlg,17
arg,200,Clovr4FrgSlg,16
arg,200,GrsNESFrgSlg,1689
arg,200,Olives,1
arg,200,PeasDry,1
arg,200,Potatoes,5
arg,200,SweetPotato,3
arg,200,Carrots,76
arg,200,Garlic,13
arg,200,PmpknSqshGrd,2
arg,203,Barley,782
arg,203,CanarySeed,1615
arg,203,Cerealsnes,862
arg,203,Maize,1044045
arg,203,Millet,3339
arg,203,Oats,48489
arg,203,PaddyRice,252
arg,203,Rye,6574
arg,203,Sorghum,444967
arg,203,Wheat,978914
arg,203,FibreCropNES,125
arg,203,FlaxFibr_Tow,160
arg,203,SeedCotton,19117
arg,203,Alff4FrgSlg,3513938
arg,203,Clovr4FrgSlg,233168
arg,203,GrsNESFrgSlg,3022772
arg,203,Maize4FrgSlg,1555944
arg,203,Srgm4FrgSlg,2323839
arg,203,Apples,700
arg,203,Apricots,2208
arg,203,Avocados,270
arg,203,Bananas,378
arg,203,Cherries,18
arg,203,Figs,73
arg,203,Grpfrt_Pmlos,17184
arg,203,Grapes,15073
arg,203,Lmn_Lme,459532
arg,203,Mangoes,546
arg,203,Oranges,19093
arg,203,Papayas,39
arg,203,Peach_Nctrn,12846
arg,203,Pears,1820
arg,203,Plums,1781
arg,203,Quinces,4272
arg,203,Strawberries,716
arg,203,TngMndClmnt,9536
arg,203,GrndntWShll,13169
arg,203,Linseed,3921
arg,203,Olives,7900
arg,203,SfflwrSeed,2
arg,203,Soybeans,2336960
arg,203,SnflwrSeed,14050
arg,203,TungNuts,2802
arg,203,Ans_bdn_fnnl,218
arg,203,Hops,25
arg,203,Pimento,261
arg,203,spicesnes,124
arg,203,TbccLeaves,11123
arg,203,BeansDry,29213
arg,203,BrdBeansDry,1139
arg,203,ChickPeas,5
arg,203,Lentils,551
arg,203,Lupins,9
arg,203,PeasDry,794
arg,203,Potatoes,623576
arg,203,SweetPotato,49244
arg,203,SugarCane,10230134
arg,203,Almonds,38
arg,203,Walnuts,736
arg,203,Artichokes,6910
arg,203,Asparagus,548
arg,203,BeanGreen,324
arg,203,Cntlp_othMln,9556
arg,203,Carrots,38846
arg,203,Chll_PpprGrn,10115
arg,203,Garlic,384
arg,203,OnionDry,58776
arg,203,PeasGreen,2071
arg,203,PmpknSqshGrd,24945
arg,203,StringBeans,3679
arg,203,Tomatoes,38213
arg,203,VgtbFrshNES,73423
arg,203,Watermelons,13862
arg,205,Barley,84
arg,205,Cerealsnes,100
arg,205,Maize,149786
arg,205,Millet,417
arg,205,Oats,6162
arg,205,PaddyRice,80
arg,205,Rye,819
arg,205,Sorghum,18508
arg,205,Wheat,14394
arg,205,FibreCropNES,16
arg,205,FlaxFibr_Tow,20
arg,205,SeedCotton,862
arg,205,Alff4FrgSlg,137876
arg,205,Clovr4FrgSlg,29010
arg,205,GrsNESFrgSlg,1810140
arg,205,Maize4FrgSlg,384119
arg,205,Srgm4FrgSlg,428604
arg,205,Apples,833
arg,205,Apricots,275
arg,205,Avocados,34
arg,205,Bananas,176
arg,205,Figs,9
arg,205,Grpfrt_Pmlos,5406
arg,205,Grapes,70250
arg,205,Lmn_Lme,5301
arg,205,Mangoes,25
arg,205,Oranges,6303
arg,205,Papayas,46
arg,205,Peach_Nctrn,1190
arg,205,Pears,479
arg,205,Plums,416
arg,205,Quinces,669
arg,205,Strawberries,89
arg,205,TngMndClmnt,9840
arg,205,GrndntWShll,9480
arg,205,Linseed,488
arg,205,Olives,983
arg,205,Soybeans,51085
arg,205,SnflwrSeed,14904
arg,205,TungNuts,349
arg,205,Ans_bdn_fnnl,27
arg,205,Hops,3
arg,205,Pimento,32
arg,205,spicesnes,15
arg,205,TbccLeaves,172
arg,205,BeansDry,2863
arg,205,BrdBeansDry,142
arg,205,ChickPeas,7
arg,205,Lentils,69
arg,205,PeasDry,6
arg,205,Potatoes,337880
arg,205,SweetPotato,4703
arg,205,SugarCane,15301
arg,205,Almonds,5
arg,205,Walnuts,92
arg,205,Artichokes,860
arg,205,Asparagus,12
arg,205,BeanGreen,40
arg,205,Cntlp_othMln,2891
arg,205,Carrots,5423
arg,205,Chll_PpprGrn,1258
arg,205,Garlic,2201
arg,205,OnionDry,9659
arg,205,PeasGreen,258
arg,205,PmpknSqshGrd,3104
arg,205,StringBeans,458
arg,205,Tomatoes,26454
arg,205,VgtbFrshNES,19197
arg,205,Watermelons,2043
arg,206,Barley,63566
arg,206,CanarySeed,4342
arg,206,Cerealsnes,6546
arg,206,Maize,7411612
arg,206,Millet,16004
arg,206,Oats,207081
arg,206,PaddyRice,935087
arg,206,Rye,32214
arg,206,Sorghum,2158148
arg,206,Wheat,5169735
arg,206,FibreCropNES,612
arg,206,FlaxFibr_Tow,779
arg,206,SeedCotton,511290
arg,206,Alff4FrgSlg,13417214
arg,206,Clovr4FrgSlg,1138489
arg,206,GrsNESFrgSlg,11947113
arg,206,Maize4FrgSlg,4685615
arg,206,Srgm4FrgSlg,5682104
arg,206,Apples,18495
arg,206,Apricots,10780
arg,206,Avocados,1326
arg,206,Bananas,114205
arg,206,Cherries,254
arg,206,Figs,367
arg,206,Grpfrt_Pmlos,154320
arg,206,Grapes,69042
arg,206,Lmn_Lme,501820
arg,206,Mangoes,978
arg,206,Oranges,632830
arg,206,Papayas,1584
arg,206,Peach_Nctrn,80821
arg,206,Pears,5302
arg,206,Pineapples,2297
arg,206,Plums,4465
arg,206,Quinces,1403
arg,206,Strawberries,3498
arg,206,TngMndClmnt,352988
arg,206,GrndntWShll,319765
arg,206,Linseed,19637
arg,206,Olives,38572
arg,206,Rapeseed,248
arg,206,SfflwrSeed,18127
arg,206,Soybeans,14059032
arg,206,SnflwrSeed,889802
arg,206,TungNuts,13681
arg,206,Ans_bdn_fnnl,1065
arg,206,Hops,124
arg,206,Mate,266468
arg,206,Pimento,1274
arg,206,spicesnes,604
arg,206,Tea,55274
arg,206,TbccLeaves,92567
arg,206,BeansDry,163447
arg,206,BrdBeansDry,5530
arg,206,ChickPeas,1057
arg,206,Lentils,2690
arg,206,Lupins,42
arg,206,PeasDry,19622
arg,206,Cassava,149450
arg,206,Potatoes,136977
arg,206,SweetPotato,171988
arg,206,SugarCane,5514571
arg,206,Almonds,187
arg,206,Walnuts,3600
arg,206,Artichokes,33741
arg,206,Asparagus,2512
arg,206,BeanGreen,1580
arg,206,Cntlp_othMln,25665
arg,206,Carrots,66749
arg,206,Chll_PpprGrn,49388
arg,206,Garlic,2247
arg,206,OnionDry,71997
arg,206,PeasGreen,10111
arg,206,PmpknSqshGrd,121800
arg,206,StringBeans,17965
arg,206,Tomatoes,114888
arg,206,VgtbFrshNES,326347
arg,206,Watermelons,79510
arg,207,Alff4FrgSlg,131
arg,207,Apples,1940
arg,207,Grapes,890
arg,207,Garlic,90
arg,209,Barley,156841
arg,209,CanarySeed,3660
arg,209,Cerealsnes,2411
arg,209,Maize,3174875
arg,209,Millet,9795
arg,209,Oats,115408
arg,209,PaddyRice,3106
arg,209,Rye,17644
arg,209,Sorghum,233494
arg,209,Wheat,2634058
arg,209,FibreCropNES,335
arg,209,FlaxFibr_Tow,426
arg,209,Alff4FrgSlg,16081435
arg,209,Clovr4FrgSlg,622239
arg,209,GrsNESFrgSlg,11893742
arg,209,Maize4FrgSlg,8777436
arg,209,Srgm4FrgSlg,2161471
arg,209,Apples,1564
arg,209,Apricots,5892
arg,209,Avocados,720
arg,209,Cherries,47
arg,209,Figs,195
arg,209,Grpfrt_Pmlos,239
arg,209,Grapes,161
arg,209,Lmn_Lme,67
arg,209,Oranges,105
arg,209,Peach_Nctrn,1476
arg,209,Pears,518
arg,209,Plums,164
arg,209,Quinces,62
arg,209,Strawberries,1912
arg,209,TngMndClmnt,18
arg,209,GrndntWShll,199252
arg,209,Linseed,10465
arg,209,Olives,21081
arg,209,Rapeseed,2067
arg,209,Soybeans,2332444
arg,209,SnflwrSeed,2010325
arg,209,TungNuts,7477
arg,209,Ans_bdn_fnnl,582
arg,209,Hops,68
arg,209,Pimento,696
arg,209,spicesnes,330
arg,209,BeansDry,19
arg,209,BrdBeansDry,3038
arg,209,ChickPeas,59
arg,209,Lentils,1470
arg,209,Lupins,23
arg,209,PeasDry,1235
arg,209,Potatoes,34093
arg,209,SweetPotato,571
arg,209,Almonds,102
arg,209,Walnuts,1963
arg,209,Artichokes,18441
arg,209,Asparagus,27
arg,209,BeanGreen,863
arg,209,Cntlp_othMln,159
arg,209,Carrots,1280
arg,209,Chll_PpprGrn,26993
arg,209,Garlic,1103
arg,209,OnionDry,2048
arg,209,PeasGreen,5526
arg,209,PmpknSqshGrd,66570
arg,209,StringBeans,9819
arg,209,Tomatoes,1303
arg,209,VgtbFrshNES,2552
arg,209,Watermelons,112
arg,210,Barley,370858
arg,210,CanarySeed,9737
arg,210,Cerealsnes,2560
arg,210,Maize,3709449
arg,210,Millet,9968
arg,210,Oats,100652
arg,210,PaddyRice,357
arg,210,Rye,17085
arg,210,Sorghum,81826
arg,210,Wheat,4800750
arg,210,FibreCropNES,324
arg,210,FlaxFibr_Tow,412
arg,210,Alff4FrgSlg,4209666
arg,210,Clovr4FrgSlg,602384
arg,210,GrsNESFrgSlg,19169978
arg,210,Maize4FrgSlg,1639520
arg,210,Srgm4FrgSlg,1291204
arg,210,Apples,23395
arg,210,Apricots,5704
arg,210,Avocados,697
arg,210,Cherries,1043
arg,210,Figs,189
arg,210,Grpfrt_Pmlos,3061
arg,210,Grapes,3405
arg,210,Lmn_Lme,4768
arg,210,Oranges,20056
arg,210,Peach_Nctrn,13106
arg,210,Pears,7061
arg,210,Plums,2508
arg,210,Quinces,154
arg,210,Strawberries,1851
arg,210,TngMndClmnt,6096
arg,210,GrndntWShll,2037
arg,210,Linseed,10131
arg,210,Olives,20409
arg,210,Rapeseed,2920
arg,210,Soybeans,3126684
arg,210,SnflwrSeed,1752732
arg,210,TungNuts,7239
arg,210,Ans_bdn_fnnl,563
arg,210,Hops,66
arg,210,Pimento,674
arg,210,spicesnes,320
arg,210,BeansDry,6
arg,210,BrdBeansDry,2941
arg,210,ChickPeas,77
arg,210,Lentils,1423
arg,210,Lupins,22
arg,210,PeasDry,2127
arg,210,Potatoes,767980
arg,210,SweetPotato,13056
arg,210,Almonds,99
arg,210,Walnuts,1900
arg,210,Artichokes,17853
arg,210,Asparagus,1929
arg,210,BeanGreen,836
arg,210,Cntlp_othMln,1067
arg,210,Carrots,37741
arg,210,Chll_PpprGrn,26132
arg,210,Garlic,2897
arg,210,OnionDry,103845
arg,210,PeasGreen,5350
arg,210,PmpknSqshGrd,64446
arg,210,StringBeans,9505
arg,210,Tomatoes,13404
arg,210,VgtbFrshNES,37255
arg,210,Watermelons,6229
arg,212,Barley,243
arg,212,CanarySeed,2
arg,212,Cerealsnes,140
arg,212,Maize,21812
arg,212,Millet,491
arg,212,Oats,4461
arg,212,PaddyRice,18
arg,212,Rye,679
arg,212,Sorghum,2979
arg,212,Wheat,64008
arg,212,FibreCropNES,17
arg,212,FlaxFibr_Tow,22
arg,212,Alff4FrgSlg,213005
arg,212,Clovr4FrgSlg,32466
arg,212,GrsNESFrgSlg,570091
arg,212,Maize4FrgSlg,98428
arg,212,Srgm4FrgSlg,56354
arg,212,Apples,231132
arg,212,Apricots,307
arg,212,Avocados,38
arg,212,Cherries,2458
arg,212,Figs,10
arg,212,Grpfrt_Pmlos,243
arg,212,Grapes,1762681
arg,212,Lmn_Lme,21
arg,212,Oranges,28
arg,212,Peach_Nctrn,89237
arg,212,Pears,156815
arg,212,Plums,64106
arg,212,Quinces,11955
arg,212,Strawberries,100
arg,212,GrndntWShll,28
arg,212,Linseed,546
arg,212,Olives,1100
arg,212,Rapeseed,3
arg,212,Soybeans,2642
arg,212,SnflwrSeed,6129
arg,212,TungNuts,390
arg,212,Ans_bdn_fnnl,30
arg,212,Hops,4
arg,212,Pimento,36
arg,212,spicesnes,17
arg,212,BeansDry,337
arg,212,BrdBeansDry,159
arg,212,Lentils,50
arg,212,PeasDry,5
arg,212,Potatoes,56116
arg,212,SweetPotato,6683
arg,212,Almonds,5
arg,212,Walnuts,102
arg,212,Artichokes,962
arg,212,Asparagus,1470
arg,212,BeanGreen,45
arg,212,Cntlp_othMln,21885
arg,212,Carrots,60828
arg,212,Chll_PpprGrn,1408
arg,212,Garlic,86833
arg,212,OnionDry,191888
arg,212,PeasGreen,288
arg,212,PmpknSqshGrd,3473
arg,212,StringBeans,512
arg,212,Tomatoes,235101
arg,212,VgtbFrshNES,62282
arg,212,Watermelons,3303
arg,213,Barley,83
arg,213,Cerealsnes,98
arg,213,Maize,3741
arg,213,Millet,384
arg,213,Oats,3923
arg,213,PaddyRice,18
arg,213,Rye,663
arg,213,Sorghum,582
arg,213,Wheat,210679
arg,213,FibreCropNES,13
arg,213,FlaxFibr_Tow,16
arg,213,Alff4FrgSlg,163984
arg,213,Clovr4FrgSlg,23340
arg,213,GrsNESFrgSlg,338809
arg,213,Maize4FrgSlg,7429
arg,213,Srgm4FrgSlg,29050
arg,213,Apples,621178
arg,213,Apricots,221
arg,213,Avocados,27
arg,213,Cherries,628
arg,213,Figs,7
arg,213,Grapes,20799
arg,213,Peach_Nctrn,11475
arg,213,Pears,295907
arg,213,Plums,4107
arg,213,Quinces,420
arg,213,Strawberries,72
arg,213,Linseed,393
arg,213,Olives,791
arg,213,Rapeseed,5
arg,213,Soybeans,74
arg,213,SnflwrSeed,4777
arg,213,TungNuts,280
arg,213,Ans_bdn_fnnl,22
arg,213,Hops,3
arg,213,Pimento,26
arg,213,spicesnes,12
arg,213,BeansDry,3
arg,213,BrdBeansDry,114
arg,213,Lentils,55
arg,213,Potatoes,16315
arg,213,SweetPotato,12
arg,213,Almonds,4
arg,213,Walnuts,74
arg,213,Artichokes,692
arg,213,Asparagus,10
arg,213,BeanGreen,32
arg,213,Cntlp_othMln,1593
arg,213,Carrots,2606
arg,213,Chll_PpprGrn,1013
arg,213,Garlic,486
arg,213,OnionDry,78002
arg,213,PeasGreen,207
arg,213,PmpknSqshGrd,2497
arg,213,StringBeans,368
arg,213,Tomatoes,33711
arg,213,VgtbFrshNES,13901
arg,213,Watermelons,234
arg,214,Millet,2
arg,214,Oats,29
arg,214,Rye,4
arg,214,Alff4FrgSlg,5295
arg,214,Clovr4FrgSlg,159
arg,214,GrsNESFrgSlg,3016
arg,214,Apples,16833
arg,214,Grapes,672
arg,214,Peach_Nctrn,491
arg,214,Pears,6263
arg,214,Plums,158
arg,214,Quinces,26
arg,214,Linseed,3
arg,214,Olives,5
arg,214,TungNuts,2
arg,214,OnionDry,1911
arg,214,Tomatoes,3551
arg,214,VgtbFrshNES,369
arg,215,Barley,87
arg,215,Cerealsnes,9
arg,215,Maize,240
arg,215,Millet,34
arg,215,Oats,378
arg,215,Rye,67
arg,215,Sorghum,66
arg,215,Wheat,5970
arg,215,FibreCropNES,1
arg,215,FlaxFibr_Tow,1
arg,215,Alff4FrgSlg,70655
arg,215,Clovr4FrgSlg,2163
arg,215,GrsNESFrgSlg,154319
arg,215,Maize4FrgSlg,2179
arg,215,Srgm4FrgSlg,346
arg,215,Apples,4175
arg,215,Apricots,20
arg,215,Cherries,254
arg,215,Grapes,298
arg,215,Peach_Nctrn,213
arg,215,Pears,628
arg,215,Plums,71
arg,215,Quinces,24
arg,215,Strawberries,7
arg,215,Linseed,36
arg,215,Olives,73
arg,215,Rapeseed,1
arg,215,Soybeans,2
arg,215,SnflwrSeed,148
arg,215,TungNuts,26
arg,215,Ans_bdn_fnnl,2
arg,215,Pimento,2
arg,215,spicesnes,1
arg,215,BrdBeansDry,11
arg,215,Lentils,5
arg,215,Potatoes,25220
arg,215,Walnuts,7
arg,215,Artichokes,64
arg,215,Cntlp_othMln,614
arg,215,Carrots,2138
arg,215,Chll_PpprGrn,94
arg,215,Garlic,704
arg,215,OnionDry,4685
arg,215,PeasGreen,19
arg,215,PmpknSqshGrd,231
arg,215,StringBeans,34
arg,215,Tomatoes,4645
arg,215,VgtbFrshNES,4877
arg,215,Watermelons,49
arm,72,Barley,73394
arm,72,Cerealsnes,5155
arm,72,Maize,7494
arm,72,Oats,968
arm,72,PaddyRice,3
arm,72,Rye,199
arm,72,Wheat,219624
arm,72,SeedCotton,24
arm,72,FrgProdNES,2550272
arm,72,Maize4FrgSlg,3784
arm,72,MxGrss_Lgm,492
arm,72,Vgt_RootFddr,6112
arm,72,Apples,33816
arm,72,Apricots,15054
arm,72,Berriesnes,393
arm,72,Cherries,3569
arm,72,FrtFrshNES,1342
arm,72,FrtTrpFrNES,1403
arm,72,Grapes,99701
arm,72,Oranges,7
arm,72,Peach_Nctrn,14027
arm,72,Pears,15914
arm,72,Plums,8994
arm,72,StnFrtNESFrh,9523
arm,72,TngMndClmnt,1
arm,72,Oilseedsnes,1
arm,72,SnflwrSeed,1
arm,72,TbccLeaves,1763
arm,72,BeansDry,3582
arm,72,BrdBeansDry,1
arm,72,Lentils,11
arm,72,PeasDry,50
arm,72,Pulsesnes,51
