# File: MIRCA_rfdHA_ha.csv
# Title: MIRCA rainfed havested area
# Units: ha
# Author: moirai
# Description: mirca rainfed havested area (ha) for sage land cells in country X glu
# Original source: MIRCA2000; country raster; new glu raster
# Source: https://github.com/JGCRI/moirai
# ----------
iso,glu_code,mirca_crop,value
arg,210,9,1029802
arg,210,10,16796
arg,210,15,2261
arg,210,16,994
arg,210,17,2204
arg,210,18,1885
arg,210,20,321
arg,210,24,17313
arg,210,25,1186875
arg,210,26,104050
arg,212,1,30787
arg,212,2,12926
arg,212,3,118
arg,212,4,228
arg,212,5,1058
arg,212,6,449
arg,212,7,5946
arg,212,8,1323
arg,212,9,7266
arg,212,10,1796
arg,212,15,63
arg,212,16,46
arg,212,17,658
arg,212,18,18
arg,212,20,270
arg,212,24,3587
arg,212,25,80062
arg,212,26,3143
arg,213,1,104458
arg,213,2,456
arg,213,3,9
arg,213,4,141
arg,213,5,691
arg,213,6,291
arg,213,7,1912
arg,213,8,37
arg,213,9,3620
arg,213,10,355
arg,213,15,6
arg,213,17,67
arg,213,18,1
arg,213,20,22
arg,213,24,3272
arg,213,25,24058
arg,213,26,6070
arg,214,2,3
arg,214,5,5
arg,214,6,2
arg,214,7,2
arg,214,10,95
arg,214,20,3
arg,214,24,242
arg,214,25,182
arg,215,1,2875
arg,215,2,44
arg,215,4,79
arg,215,5,63
arg,215,6,26
arg,215,8,1
arg,215,9,96
arg,215,10,855
arg,215,15,1
arg,215,17,1
arg,215,20,12
arg,215,24,36
arg,215,25,1490
arg,215,26,133
arm,72,1,84118
arm,72,2,2343
arm,72,4,36707
arm,72,5,143
arm,72,9,1
arm,72,10,987
arm,72,13,9
arm,72,17,1988
arm,72,18,1
arm,72,20,22
arm,72,21,24
arm,72,24,114
arm,72,25,97865
arm,72,26,102977
aus,184,1,93
aus,184,2,1837
aus,184,4,26
aus,184,5,256
aus,184,6,97
aus,184,7,1524
aus,184,8,11
aus,184,9,46
aus,184,10,61
aus,184,12,38302
aus,184,16,1775
aus,184,17,4204
aus,184,18,12
aus,184,24,1177
aus,184,25,724
aus,184,26,12219
aus,189,1,1300597
aus,189,2,4237
aus,189,3,64
aus,189,4,648566
aus,189,5,5795
aus,189,6,10793
aus,189,7,290839
aus,189,8,17445
aus,189,9,68706
aus,189,10,3113
aus,189,12,166256
aus,189,15,269990
aus,189,16,8924
aus,189,17,333414
aus,189,18,144
aus,189,24,6376
aus,189,25,46110
aus,189,26,256478
aus,191,1,4007115
aus,191,2,107
aus,191,4,606759
aus,191,5,8161
aus,191,6,580
aus,191,7,308
aus,191,9,10
aus,191,10,614
aus,191,15,235724
aus,191,17,1060204
aus,191,18,43
aus,191,25,105610
aus,191,26,242269
aus,193,1,496145
aus,193,2,12
aus,193,4,215629
aus,193,5,1300
aus,193,6,33
aus,193,7,1410
aus,193,8,29
aus,193,9,452
aus,193,10,155
aus,193,12,777
aus,193,15,37545
aus,193,16,16
aus,193,17,127248
aus,193,18,20
aus,193,24,22
aus,193,25,16959
aus,193,26,42234
aus,202,1,1385490
aus,202,2,2
aus,202,4,836806
aus,202,5,4061
aus,202,6,92
aus,202,7,161
aus,202,9,8
aus,202,10,1071
aus,202,15,135493
aus,202,17,210709
aus,202,18,262
aus,202,25,59617
aus,202,26,182181
aus,208,1,4499267
aus,208,2,9970
aus,208,3,7559
aus,208,4,1206645
aus,208,5,13260
aus,208,6,22482
aus,208,7,305767
aus,208,8,18271
aus,208,9,39743
aus,208,10,2939
aus,208,12,3458
aus,208,15,634097
aus,208,16,1413
aus,208,17,386469
aus,208,18,127
aus,208,20,2
aus,208,21,17
aus,208,24,1669
aus,208,25,26891
aus,208,26,425560
aus,211,1,1036
aus,211,4,14121
aus,211,5,114
aus,211,7,30
aus,211,10,1148
aus,211,15,75
aus,211,17,1414
aus,211,18,3
aus,211,20,535
aus,211,24,1147
aus,211,25,39857
aut,31,1,2067
aut,31,2,1151
aut,31,4,1580
aut,31,5,364
aut,31,6,9
aut,31,8,78
aut,31,9,176
aut,31,10,182
aut,31,13,334
aut,31,15,448
aut,31,17,212
aut,31,20,337
aut,31,24,233
aut,31,25,665
aut,31,26,959
aut,32,1,453
aut,32,2,525
aut,32,4,401
aut,32,5,65
aut,32,6,3
aut,32,8,38
aut,32,9,2
aut,32,10,25
aut,32,13,55
aut,32,15,71
aut,32,17,70
aut,32,24,77
aut,32,25,219
aut,32,26,326
aut,50,1,56
aut,50,2,480
aut,50,4,152
aut,50,5,20
aut,50,6,1
aut,50,8,25
aut,50,9,2
aut,50,10,7
aut,50,13,2
aut,50,15,5
aut,50,17,32
aut,50,20,19
aut,50,24,35
aut,50,25,99
aut,50,26,147
aut,54,1,271487
aut,54,2,253455
aut,54,4,229552
aut,54,5,51386
aut,54,6,1521
aut,54,8,16122
aut,54,9,21964
aut,54,10,15628
aut,54,13,35809
aut,54,15,53438
aut,54,17,35455
aut,54,20,42400
aut,54,24,32244
aut,54,25,111349
aut,54,26,147249
aut,57,1,38
aut,57,2,44
aut,57,4,33
aut,57,5,5
aut,57,8,3
aut,57,10,1
aut,57,13,3
aut,57,15,6
aut,57,17,6
aut,57,24,5
aut,57,25,18
aut,57,26,23
aze,45,1,319
aze,45,4,65
aze,45,9,7
aze,45,13,1
aze,45,17,9
aze,45,18,1
aze,45,20,21
aze,45,21,23
aze,45,24,101
aze,45,25,427
aze,45,26,82
aze,72,1,209051
aze,72,2,116
aze,72,3,1
aze,72,4,42935
aze,72,5,257
aze,72,6,29
aze,72,7,24
aze,72,8,108
aze,72,9,5370
aze,72,10,17
aze,72,13,663
aze,72,17,7162
aze,72,18,284
aze,72,20,11565
aze,72,21,15195
aze,72,24,63462
aze,72,25,332044
aze,72,26,44842
bdi,87,1,6565
bdi,87,2,67160
bdi,87,6,5604
bdi,87,7,32645
bdi,87,8,185
bdi,87,10,6014
bdi,87,11,45134
bdi,87,12,885
bdi,87,14,666
bdi,87,16,7047
bdi,87,17,190620
bdi,87,21,1955
bdi,87,23,19684
bdi,87,24,207046
bdi,87,26,98323
bdi,183,1,3857
bdi,183,2,44635
bdi,183,6,3720
bdi,183,7,21217
bdi,183,8,65
bdi,183,10,3889
bdi,183,11,25032
bdi,183,12,342
bdi,183,14,377
bdi,183,16,4625
bdi,183,17,111880
bdi,183,21,1107
bdi,183,23,10813
bdi,183,24,116550
bdi,183,26,56902
bel,32,1,45492
bel,32,2,36503
bel,32,4,14013
bel,32,5,155
bel,32,10,5257
bel,32,13,19018
bel,32,15,2292
bel,32,17,263
bel,32,20,6
bel,32,24,3489
bel,32,25,173
bel,32,26,18285
bel,36,1,66765
bel,36,2,84449
bel,36,4,12334
bel,36,5,289
bel,36,10,29567
bel,36,13,34058
bel,36,15,389
bel,36,17,497
bel,36,24,6404
bel,36,25,327
bel,36,26,30370
bel,41,1,332
bel,41,2,506
bel,41,4,21
bel,41,10,280
bel,41,13,173
bel,41,17,3
bel,41,24,40
bel,41,25,2
bel,41,26,224
bel,46,1,42
bel,46,2,25
bel,46,4,7
bel,46,10,12
bel,46,13,20
bel,46,24,3
bel,46,26,14
ben,142,2,377918
ben,142,3,5121
ben,142,6,11617
ben,142,7,59730
ben,142,8,2028
ben,142,11,137094
ben,142,12,323
ben,142,14,13248
ben,142,16,76776
ben,142,17,76184
ben,142,18,1187
ben,142,19,171
ben,142,21,170632
ben,142,23,265
ben,142,24,171069
ben,142,26,166440
ben,149,2,34005
ben,149,3,4787
ben,149,6,13569
ben,149,7,59644
ben,149,8,351
ben,149,11,10728
ben,149,12,79
ben,149,14,3219
ben,149,16,17316
ben,149,17,18784
ben,149,18,311
ben,149,19,47
ben,149,21,130591
ben,149,23,64
ben,149,24,42354
ben,149,26,31918
ben,160,2,11437
ben,160,3,8974
ben,160,6,10628
ben,160,7,31845
ben,160,8,115
ben,160,11,4118
ben,160,12,29
ben,160,14,1239
ben,160,16,9990
ben,160,17,11483
ben,160,18,187
ben,160,19,27
ben,160,21,11705
ben,160,23,25
ben,160,24,16893
ben,160,26,16782
bfa,142,2,44622
bfa,142,3,2832
bfa,142,6,14343
bfa,142,7,21421
bfa,142,8,74
bfa,142,10,7
bfa,142,11,18
bfa,142,16,22023
bfa,142,17,16478
bfa,142,18,5
bfa,142,21,9681
bfa,142,24,1075
bfa,142,26,3871
bfa,149,2,38477
bfa,149,3,6261
bfa,149,6,332926
bfa,149,7,248947
bfa,149,8,1324
bfa,149,10,89
bfa,149,11,319
bfa,149,16,51891
bfa,149,17,248756
bfa,149,18,32
bfa,149,21,20175
bfa,149,24,16684
bfa,149,26,22946
bfa,160,2,140483
bfa,160,3,17334
bfa,160,6,687374
bfa,160,7,822099
bfa,160,8,1703
bfa,160,10,107
bfa,160,11,411
bfa,160,16,154895
bfa,160,17,335867
bfa,160,18,94
bfa,160,21,139028
bfa,160,24,23861
bfa,160,26,32209
bgd,110,1,445498
bgd,110,2,3374
bgd,110,3,4871801
bgd,110,4,6518
bgd,110,6,50831
bgd,110,7,745
bgd,110,10,127413
bgd,110,12,4087
bgd,110,15,267517
bgd,110,16,26329
bgd,110,17,495378
bgd,110,18,12922
bgd,110,21,17873
bgd,110,24,493863
bgd,110,25,1737
bgd,110,26,809345
bgd,116,1,11840
bgd,116,2,166
bgd,116,3,310557
bgd,116,4,220
bgd,116,6,1737
bgd,116,7,25
bgd,116,10,5160
bgd,116,12,354
bgd,116,15,9850
bgd,116,16,3543
bgd,116,17,17364
bgd,116,18,509
bgd,116,21,599
bgd,116,24,16273
bgd,116,25,58
bgd,116,26,29792
bgr,54,1,567262
bgr,54,2,312908
bgr,54,3,153
bgr,54,4,114942
bgr,54,5,2897
bgr,54,6,1986
bgr,54,7,2193
bgr,54,8,3501
bgr,54,9,297174
bgr,54,10,15697
bgr,54,13,1593
bgr,54,15,5581
bgr,54,16,5371
bgr,54,17,18326
bgr,54,20,41372
bgr,54,21,149
bgr,54,24,39021
bgr,54,25,99598
bgr,54,26,112312
bgr,55,1,550079
bgr,55,2,146115
bgr,55,3,897
bgr,55,4,176609
bgr,55,5,14544
bgr,55,6,1855
bgr,55,7,2048
bgr,55,8,823
bgr,55,9,215269
bgr,55,10,29379
bgr,55,13,916
bgr,55,15,4826
bgr,55,16,5018
bgr,55,17,17120
bgr,55,20,81829
bgr,55,21,7487
bgr,55,24,36365
bgr,55,25,93019
bgr,55,26,129220
bhr,94,19,72
bhr,94,24,415
bih,54,1,60300
bih,54,2,133148
bih,54,4,14464
bih,54,5,2536
bih,54,8,2125
bih,54,9,27
bih,54,10,28235
bih,54,15,506
bih,54,17,9669
bih,54,20,1936
bih,54,24,25195
bih,54,25,24296
bih,54,26,103497
bih,55,1,34559
bih,55,2,75936
bih,55,4,8289
bih,55,5,1453
bih,55,8,1218
bih,55,9,16
bih,55,10,15475
bih,55,15,290
bih,55,17,5542
bih,55,20,1110
bih,55,24,14443
bih,55,25,13929
bih,55,26,58154
blr,17,1,183
blr,17,2,162
blr,17,4,369
blr,17,5,349
blr,17,9,5
blr,17,10,199
blr,17,15,43
blr,17,17,103
blr,17,24,49
blr,17,25,949
blr,17,26,407
blr,25,1,58096
blr,25,2,55497
blr,25,4,117337
blr,25,5,110910
blr,25,9,1505
blr,25,10,67287
blr,25,13,357
blr,25,15,13748
blr,25,17,32587
blr,25,24,15693
blr,25,25,309891
blr,25,26,129515
blr,30,1,18733
blr,30,2,16111
blr,30,4,37385
blr,30,5,35405
blr,30,9,485
blr,30,10,31145
blr,30,13,7413
blr,30,15,4440
blr,30,17,10450
blr,30,24,5058
blr,30,25,96365
blr,30,26,39336
blr,35,1,93082
blr,35,2,86676
blr,35,4,187341
blr,35,5,177270
blr,35,9,2410
blr,35,10,148402
blr,35,13,25948
blr,35,15,22016
blr,35,17,52107
blr,35,24,25126
blr,35,25,491867
blr,35,26,203322
blr,39,1,204837
blr,39,2,180731
blr,39,4,411089
blr,39,5,388836
blr,39,9,5297
blr,39,10,375465
blr,39,13,20654
blr,39,15,48630
blr,39,17,114477
blr,39,24,55294
blr,39,25,1063102
blr,39,26,440906
blz,111,2,13220
blz,111,3,4125
blz,111,7,2576
blz,111,8,529
blz,111,10,73
blz,111,11,106
blz,111,12,25292
blz,111,16,95
blz,111,17,6431
blz,111,18,22945
blz,111,22,236
blz,111,23,24
blz,111,24,4620
blz,111,26,1083
bol,168,1,83060
bol,168,2,141682
bol,168,3,87067
bol,168,4,44788
bol,168,5,164
bol,168,7,29424
bol,168,8,332027
bol,168,9,79555
bol,168,10,49078
bol,168,11,26699
bol,168,12,43591
bol,168,16,6478
bol,168,17,18395
bol,168,18,14240
bol,168,20,1434
bol,168,21,39159
bol,168,22,3254
bol,168,23,13452
bol,168,24,82728
bol,168,25,69784
bol,168,26,86242
bol,200,1,15941
bol,200,2,16005
bol,200,3,5139
bol,200,4,6166
bol,200,5,24
bol,200,7,1
bol,200,8,32
bol,200,9,5
bol,200,10,24848
bol,200,11,2094
bol,200,12,120
bol,200,16,935
bol,200,17,2619
bol,200,18,1493
bol,200,20,602
bol,200,21,1510
bol,200,22,470
bol,200,23,10621
bol,200,24,7331
bol,200,25,10077
bol,200,26,20761
bol,206,1,43705
bol,206,2,105079
bol,206,3,45830
bol,206,4,29617
bol,206,5,109
bol,206,7,21102
bol,206,8,266456
bol,206,9,56747
bol,206,10,19641
bol,206,11,8604
bol,206,12,42758
bol,206,16,4280
bol,206,17,12031
bol,206,18,9826
bol,206,20,2278
bol,206,21,28333
bol,206,22,2153
bol,206,23,1039
bol,206,24,24142
bol,206,25,46170
bol,206,26,52067
bol,207,1,7
bol,207,2,5
bol,207,4,1
bol,207,10,5
bol,207,24,1
bol,207,25,2
bol,207,26,4
bra,161,2,763
bra,161,3,973
bra,161,9,11
bra,161,11,3402
bra,161,12,24
bra,161,15,4
bra,161,17,338
bra,161,18,498
bra,161,24,462
bra,161,26,39
bra,168,1,300
bra,168,2,584990
bra,168,3,480469
bra,168,4,888
bra,168,5,2
bra,168,7,36973
bra,168,8,1620021
bra,168,9,4415
bra,168,10,16
bra,168,11,249355
bra,168,12,47887
bra,168,14,42
bra,168,15,1561
bra,168,16,2431
bra,168,17,97054
bra,168,18,9029
bra,168,20,203
bra,168,21,69076
bra,168,22,56034
bra,168,23,199707
bra,168,24,155041
bra,168,25,22
bra,168,26,32463
bra,172,2,235388
bra,172,3,332566
bra,172,8,12971
bra,172,9,1946
bra,172,11,159135
bra,172,12,6130
bra,172,14,1786
bra,172,15,689
bra,172,16,35
bra,172,17,70293
bra,172,18,3038
bra,172,21,390
bra,172,22,327
bra,172,23,74
bra,172,24,46170
bra,172,26,10960
bra,174,1,3786
bra,174,2,461459
bra,174,3,340504
bra,174,4,2
bra,174,7,24622
bra,174,8,942373
bra,174,9,3858
bra,174,10,128
bra,174,11,176212
bra,174,12,58891
bra,174,14,12244
bra,174,15,1365
bra,174,16,906
bra,174,17,103185
bra,174,18,12991
bra,174,20,75
bra,174,21,130862
bra,174,22,17317
bra,174,23,5438
bra,174,24,96652
bra,174,26,29105
bra,186,2,762755
bra,186,3,57456
bra,186,7,21590
bra,186,8,13772
bra,186,9,6362
bra,186,10,713
bra,186,11,168125
bra,186,12,691174
bra,186,15,2251
bra,186,16,2584
bra,186,17,775352
bra,186,18,21519
bra,186,20,982
bra,186,21,40928
bra,186,23,23257
bra,186,24,643618
bra,186,26,69925
bra,187,2,323574
bra,187,3,193928
bra,187,7,152
bra,187,8,274479
bra,187,9,2471
bra,187,11,52495
bra,187,12,24612
bra,187,15,874
bra,187,16,92
bra,187,17,232730
bra,187,18,1548
bra,187,20,102
bra,187,21,12407
bra,187,23,2197
bra,187,24,145422
bra,187,26,11631
bra,192,1,6350
bra,192,2,729672
bra,192,3,76740
bra,192,4,182
bra,192,7,42709
bra,192,8,904094
bra,192,9,6222
bra,192,10,16693
bra,192,11,155350
bra,192,12,148827
bra,192,15,2202
bra,192,16,10365
bra,192,17,552123
bra,192,18,11904
bra,192,20,3766
bra,192,21,91073
bra,192,22,1804
bra,192,23,74991
bra,192,24,97040
bra,192,26,199544
bra,195,1,182420
bra,195,2,1310253
bra,195,3,227188
bra,195,4,35811
bra,195,5,1223
bra,195,7,10606
bra,195,8,781530
bra,195,9,11759
bra,195,10,53810
bra,195,11,365751
bra,195,12,312312
bra,195,14,28046
bra,195,15,4161
bra,195,16,8591
bra,195,17,598080
bra,195,18,177395
bra,195,20,28603
bra,195,21,10427
bra,195,22,586693
bra,195,23,844705
bra,195,24,394541
bra,195,26,365595
bra,206,1,1455194
bra,206,2,6818968
bra,206,3,354907
bra,206,4,100385
bra,206,5,5376
bra,206,7,291454
bra,206,8,8978568
bra,206,9,29486
bra,206,10,48351
bra,206,11,261779
bra,206,12,3331037
bra,206,14,659
bra,206,15,10439
bra,206,16,71847
bra,206,17,1179681
bra,206,18,749405
bra,206,20,15656
bra,206,21,363943
bra,206,22,89
bra,206,23,968727
bra,206,24,348042
bra,206,26,437188
brn,159,3,50
brn,159,11,144
brn,159,18,70
brn,159,24,3987
brn,159,26,10956
btn,110,1,6120
btn,110,2,38699
btn,110,4,1095
btn,110,6,6284
btn,110,8,1154
btn,110,10,2393
btn,110,12,411
btn,110,17,1984
btn,110,18,6953
btn,110,24,12396
btn,110,26,258
bwa,188,1,4
bwa,188,2,1294
bwa,188,6,212
bwa,188,7,272
bwa,188,9,61
bwa,188,16,52
bwa,188,17,413
bwa,188,21,12
bwa,188,24,24
bwa,188,26,219
bwa,194,1,115
bwa,194,2,15903
bwa,194,6,1
bwa,194,7,10743
bwa,194,9,2715
bwa,194,16,624
bwa,194,17,13329
bwa,194,21,415
bwa,194,24,786
bwa,194,26,7174
bwa,197,1,74
bwa,197,2,13115
bwa,197,6,3098
bwa,197,7,10360
bwa,197,9,1219
bwa,197,16,611
bwa,197,17,8695
bwa,197,21,268
bwa,197,24,513
bwa,197,26,4680
bwa,199,1,92
bwa,199,2,13441
bwa,199,6,2711
bwa,199,7,34189
bwa,199,9,577
bwa,199,16,1249
bwa,199,17,10707
bwa,199,21,330
bwa,199,24,629
bwa,199,26,5485
caf,87,2,28
caf,87,3,16
caf,87,6,14
caf,87,7,72
caf,87,10,1
caf,87,11,37
caf,87,12,23
caf,87,14,7
caf,87,16,120
caf,87,17,43
caf,87,18,3
caf,87,21,6
caf,87,24,90
caf,87,26,328
caf,151,2,17809
caf,151,3,1207
caf,151,6,9296
caf,151,7,23295
caf,151,10,173
caf,151,11,59839
caf,151,12,5811
caf,151,14,1758
caf,151,16,51765
caf,151,17,28290
caf,151,18,1752
caf,151,21,30380
caf,151,22,6
caf,151,23,181
caf,151,24,23911
caf,151,26,72773
caf,162,2,151
caf,162,3,7
caf,162,6,20
caf,162,7,111
caf,162,10,1
caf,162,11,328
caf,162,12,24
caf,162,14,7
caf,162,16,178
caf,162,17,28
caf,162,18,15
caf,162,21,26
caf,162,23,6
caf,162,24,122
caf,162,26,520
caf,183,2,76675
caf,183,3,11873
caf,183,6,1448
caf,183,7,20039
caf,183,10,187
caf,183,11,121537
caf,183,12,6381
caf,183,14,1926
caf,183,16,52460
caf,183,17,2471
caf,183,18,4604
caf,183,21,8725
caf,183,22,603
caf,183,23,20203
caf,183,24,29028
caf,183,26,87857
can,2,1,82850
can,2,2,16
can,2,4,62599
can,2,5,1427
can,2,8,1
can,2,10,74
can,2,13,40
can,2,15,74964
can,2,17,18501
can,2,25,143985
can,2,26,32421
can,7,2,565
can,7,4,351
can,7,5,64
can,7,10,742
can,7,17,2
can,7,20,33
can,7,25,14061
can,7,26,910
can,10,1,479204
can,10,2,121
can,10,4,260711
can,10,5,4587
can,10,8,7
can,10,10,513
can,10,13,549
can,10,15,435093
can,10,17,46275
can,10,25,959781
can,10,26,145378
can,15,1,331
can,15,2,168
can,15,4,4561
can,15,8,26
can,15,9,1
can,15,10,110
can,15,15,30
can,15,17,191
can,15,25,58570
can,15,26,3189
can,19,1,3232
can,19,2,5337
can,19,4,14194
can,19,5,497
can,19,8,778
can,19,9,19
can,19,10,4954
can,19,15,191
can,19,17,235
can,19,20,39
can,19,25,130120
can,19,26,21041
can,23,1,9189281
can,23,2,62619
can,23,4,3471442
can,23,5,100009
can,23,8,28025
can,23,9,20491
can,23,10,71214
can,23,13,11422
can,23,15,4148952
can,23,17,1720314
can,23,20,1
can,23,25,3783430
can,23,26,2370195
can,27,1,1389
can,27,2,7386
can,27,4,4006
can,27,5,473
can,27,9,1
can,27,10,1505
can,27,17,19
can,27,20,39
can,27,25,128732
can,27,26,8395
can,40,1,6057
can,40,2,7407
can,40,4,47175
can,40,5,54
can,40,8,1346
can,40,9,6
can,40,10,5542
can,40,15,2033
can,40,17,1139
can,40,25,158783
can,40,26,32348
can,223,1,417943
can,223,2,1543
can,223,4,83443
can,223,5,3910
can,223,8,1
can,223,9,129
can,223,10,3053
can,223,13,75
can,223,15,27420
can,223,17,75308
can,223,25,99321
can,223,26,59287
can,227,1,290640
can,227,2,1275507
can,227,4,195416
can,227,5,30976
can,227,8,1028022
can,227,9,268
can,227,10,46103
can,227,13,2317
can,227,15,24418
can,227,17,53819
can,227,20,6144
can,227,25,1498381
can,227,26,234829
can,229,1,1962
can,229,2,2036
can,229,4,2215
can,229,5,202
can,229,10,1714
can,229,15,919
can,229,17,17
can,229,20,1668
can,229,25,35232
can,229,26,6548
can,232,1,4271
can,232,2,2602
can,232,4,16897
can,232,5,486
can,232,8,702
can,232,9,1
can,232,10,26467
can,232,15,300
can,232,17,184
can,232,20,6
can,232,25,68959
can,232,26,9067
che,32,1,76166
che,32,2,49790
che,32,4,36928
che,32,5,2798
che,32,8,1480
che,32,9,2562
che,32,10,10731
che,32,13,13927
che,32,15,11904
che,32,17,2699
che,32,20,12088
che,32,24,13934
che,32,25,84197
che,32,26,18014
che,54,1,595
che,54,2,705
che,54,4,434
che,54,5,25
che,54,8,13
che,54,9,21
che,54,10,65
che,54,13,55
che,54,15,152
che,54,17,25
che,54,20,165
che,54,24,143
che,54,25,782
che,54,26,184
che,57,1,2016
che,57,2,1262
che,57,4,956
che,57,5,71
che,57,8,37
che,57,9,68
che,57,10,276
che,57,13,360
che,57,15,311
che,57,17,71
che,57,20,320
che,57,24,355
che,57,25,2185
che,57,26,411
che,62,1,15019
che,62,2,9351
che,62,4,7155
che,62,5,518
che,62,8,292
che,62,9,531
che,62,10,2052
che,62,13,2665
che,62,15,2363
che,62,17,528
che,62,20,2366
che,62,24,2696
che,62,25,16359
che,62,26,3436
chl,169,1,140309
chl,169,2,16766
chl,169,4,1608
chl,169,5,471
chl,169,9,2160
chl,169,10,15622
