Emissions coefficients by region,,,,,,,,,,,,,
INPUT_TABLE,,,,Indicates reference to another worksheet,,,,Generic input parameters,,,,,
Variable ID,,,,Do not adjust parameters of this color in this worksheet,,,,Affected tables have this color,,,,,
1,,,,,,,,adjust parameters here or below (and unhighlight),,,,,
,name=limestone,,,,,,,-20,cement subsector logit exponent,,,,
region,PrimaryFuelCO2Coef,,,CCS calculations,,,,-6,process heating tech logit exponent,,,,
USA,79.802,,,50,2000$/t CO2,total CCS cost,,5,cement mfg process non-energy cost,,,,
Canada,82.760,,,0.38007,2000 to 1975$,,,0,process heating non-energy cost,,,,
Western Europe,80.173,,,0.272727273,CO2 to C,,,108%,carbon capture penalty (%),,,78.5306,
Japan,79.470,,,69.6795,1975$/t C,total CCS cost,,90%,fraction of CO2 removed,,,,
Australia_NZ,78.782,,,42,1990$/t C,storage cost only,,,,,,,
Former Soviet Union,81.699,,,0.46569,1990 to 1975$,,,Set names here,,,,,
China,79.919,,,19.55898,1975$/t C,storage cost only,,sectors,subsectors,technologies,,,
Middle East,80.199,,,50.12052,1975$/t C,tech cost only,,cement,cement (conv),cement (conv),,,
Africa,80.555,,,0.119383825,t C / t cement,total C emissions,,,cement_CCS,cement_CCS,,,
Latin America,80.064,,,0.107445443,t C / t cement,C getting captured,,process heat cement,biomass,biomass,,,
Southeast Asia,80.024,,,5.385221469,1975$ / t cement,ne cost adder,,process heat cement,gas,gas,,,
Eastern Europe,80.644,,,108%,non-energy penalty,,,process heat cement,coal,coal,,,
Korea,79.562,,,,,,,process heat cement,refined liquids,refined liquids,,,
India,80.499,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
Delete old cement sectors,,,,,,,,,,,,,
INPUT_TABLE,,,,,,,,,,,,,
Variable ID,,,,,,,,,,,,,
9,,,,,,,,,,,,,
,,,,,,,,,,,,,
region,supplysector,energy-final-demand,,,,,,,,,,,
all,Cement,Cement,,,,,,,,,,,
,,,,,,,,,,,,,
input units and output units for all regions,,,,,,,,,,,,,
INPUT_TABLE,,,,,,,,,,,,,
Variable ID,,,,,,,,,,,,,
10,,,,,,,,,,,,,
,other tables link here,,,,,,,,,,,,
region,supplysector,output-unit,input-unit,price-unit,1975 price,keyword,,,,,,,
all,cement,Gt,EJ,1975$/t,14.46,industry,,,,,,,
all,process heat cement,EJ,EJ,1975$/GJ,0.98,industry,,,,,,,
,,,,,,,,,,,,,
Subsector logit exponent,,,,,,,,,,,,,
INPUT_TABLE,,,,,,,,,,,,,
Variable ID,,,,,,,,,,,,,
11,,,,,,,,,,,,,
,other tables link here,1975 fillout,,,,,,,,,,,
region,supplysector,logit-exponent,,,,,,,,,,,
all,cement,-20,,,,,,,,,,,
all,process heat cement,-6,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
energy-final-demand attributes,,,,,,,,,,,,,
INPUT_TABLE,,,,,,,,,,,,,
Variable ID,,,,,,,,,,,,,
20,,,,,,,,,,,,,
,,,base-service,,,,,,,,,,
region,energy-final-demand,perCapitaBased,1990,2005,final-energy-consumer (empty node),,,,,,,,
USA,cement,1,0.081334301,0.114596763,,,,,,,,,
Canada,cement,1,0.012850385,0.015225,,,,,,,,,
Western Europe,cement,1,0.276642615,0.31072158,,,,,,,,,
Japan,cement,1,0.106200485,0.084780889,,,,,,,,,
Australia_NZ,cement,1,0.009457778,0.011013333,,,,,,,,,
Former Soviet Union,cement,1,0.167688,0.08982,,,,,,,,,
China,cement,1,0.276111698,1.207261509,,,,,,,,,
Middle East,cement,1,0.055326029,0.101457913,,,,,,,,,
Africa,cement,1,0.056998367,0.101671633,,,,,,,,,
Latin America,cement,1,0.098861,0.144186786,,,,,,,,,
Southeast Asia,cement,1,0.082881268,0.158852392,,,,,,,,,
Eastern Europe,cement,1,0.048180984,0.047439344,,,,,,,,,
Korea,cement,1,0.035195821,0.056906328,,,,,,,,,
India,cement,1,0.054714947,0.145162105,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
energy-final-demand income-elasticity,,,,,,,,,,,,,
INPUT_TABLE,,,,,,,,,,,,,
Variable ID,,,,,,,,,,,,,
21,,,,,,,,,,,,,
,,2020,2035,2050,2065,2080,2095,,,,,,
region,energy-final-demand,income-elasticity,income-elasticity,income-elasticity,income-elasticity,income-elasticity,income-elasticity,,,,,,
USA,cement,-0.07,-0.12,-0.25,-0.17,-0.06,-0.02,,,,,,
Canada,cement,0.35,-0.29,0.41,-0.14,-0.08,-0.10,,,,,,
Western Europe,cement,-0.20,-0.14,-0.10,-0.14,-0.10,-0.02,,,,,,
Japan,cement,-0.17,-0.26,-0.32,-0.18,-0.05,-0.19,,,,,,
Australia_NZ,cement,-0.15,-0.06,-0.30,-0.09,0.15,0.23,,,,,,
Former Soviet Union,cement,0.43,0.61,0.10,-0.03,-0.03,-0.02,,,,,,
China,cement,0.60,0.35,0.03,-0.08,-0.13,-0.04,,,,,,
Middle East,cement,0.44,0.69,0.21,-0.12,0.04,0.05,,,,,,
Africa,cement,1.70,2.56,1.77,0.05,-0.31,-0.53,,,,,,
Latin America,cement,1.22,1.82,0.36,0.02,-0.02,-0.01,,,,,,
Southeast Asia,cement,0.86,0.81,0.56,0.25,0.20,0.17,,,,,,
Eastern Europe,cement,0.83,0.44,-0.08,0.02,0.06,0.08,,,,,,
Korea,cement,-0.41,0.09,0.09,-0.19,0.14,0.11,,,,,,
India,cement,0.61,0.97,0.73,0.20,-0.13,-0.41,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
energy-final-demand price elasticity,,,,,,,,,,,,,
INPUT_TABLE,,"Note that in CCSP, cement was assumed to have 0 price elasticity",,,,,,,,,,,
Variable ID,,,,,,,,,,,,,
22,,,,,,,,,,,,,
,,2020,2035,2050,2065,2080,2095,,,,,,
region,energy-final-demand,price-elasticity,price-elasticity,price-elasticity,price-elasticity,price-elasticity,price-elasticity,,,,,,
USA,cement,-0.4,-0.4,-0.4,-0.4,-0.4,-0.4,,,,,,
Canada,cement,-0.4,-0.4,-0.4,-0.4,-0.4,-0.4,,,,,,
Western Europe,cement,-0.4,-0.4,-0.4,-0.4,-0.4,-0.4,,,,,,
Japan,cement,-0.4,-0.4,-0.4,-0.4,-0.4,-0.4,,,,,,
Australia_NZ,cement,-0.4,-0.4,-0.4,-0.4,-0.4,-0.4,,,,,,
Former Soviet Union,cement,-0.4,-0.4,-0.4,-0.4,-0.4,-0.4,,,,,,
China,cement,-0.4,-0.4,-0.4,-0.4,-0.4,-0.4,,,,,,
Middle East,cement,-0.4,-0.4,-0.4,-0.4,-0.4,-0.4,,,,,,
Africa,cement,-0.4,-0.4,-0.4,-0.4,-0.4,-0.4,,,,,,
Latin America,cement,-0.4,-0.4,-0.4,-0.4,-0.4,-0.4,,,,,,
Southeast Asia,cement,-0.4,-0.4,-0.4,-0.4,-0.4,-0.4,,,,,,
Eastern Europe,cement,-0.4,-0.4,-0.4,-0.4,-0.4,-0.4,,,,,,
Korea,cement,-0.4,-0.4,-0.4,-0.4,-0.4,-0.4,,,,,,
India,cement,-0.4,-0.4,-0.4,-0.4,-0.4,-0.4,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
subsector shareweight scaling and shareweight path,,,,,,,,,,,,,
INPUT_TABLE,,,,,,,,,,,,,
Variable ID,,,,,,,,,,,,,
100,,,,,,,,,,,,,
,,,share-weight,,,interpolation-rule,,,,,,,
region,supplysector,subsector,1975,1990,2005,apply-to,from-year,to-year,interpolation-function,,,,
all,cement,cement (conv),1,1,1,share-weight,2005,2095,fixed,,,,
all,cement,cement_CCS,1,1,1,share-weight,2035,2095,fixed,,,,
all,process heat cement,biomass,1,1,1,share-weight,2005,2095,linear,,,,
all,process heat cement,gas,1,1,1,share-weight,2005,2095,linear,,,,
all,process heat cement,coal,1,1,1,share-weight,2005,2095,linear,,,,
all,process heat cement,refined liquids,1,1,1,share-weight,2005,2095,linear,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
set 0 subsector shareweights for region/subsector combinations with 0 calinput,,,,,,,,,,,,,
INPUT_TABLE,,,,,,,,,,,,,
Variable ID,,,,,,,,,,,,,
102,,,,,only value equal to scaleYear in above table will be used by minicam. All others will be over-written.,,,,,,,,
,,,sharewt,,,,,,,,,,
region,supplysector,subsector,1990,2005,2020,2035,2050,2065,2080,2095,,,
USA,cement,cement_CCS,0,0,0.333,1,1,1,1,1,,,
Canada,cement,cement_CCS,0,0,0.333,1,1,1,1,1,,,
Western Europe,cement,cement_CCS,0,0,0.333,1,1,1,1,1,,,
Japan,cement,cement_CCS,0,0,0.333,1,1,1,1,1,,,
Australia_NZ,cement,cement_CCS,0,0,0.333,1,1,1,1,1,,,
Former Soviet Union,cement,cement_CCS,0,0,0.333,1,1,1,1,1,,,
China,cement,cement_CCS,0,0,0.333,1,1,1,1,1,,,
Middle East,cement,cement_CCS,0,0,0.333,1,1,1,1,1,,,
Africa,cement,cement_CCS,0,0,0.333,1,1,1,1,1,,,
Latin America,cement,cement_CCS,0,0,0.333,1,1,1,1,1,,,
Southeast Asia,cement,cement_CCS,0,0,0.333,1,1,1,1,1,,,
Eastern Europe,cement,cement_CCS,0,0,0.333,1,1,1,1,1,,,
Korea,cement,cement_CCS,0,0,0.333,1,1,1,1,1,,,
India,cement,cement_CCS,0,0,0.333,1,1,1,1,1,,,
Japan,process heat cement,gas,0,0,0.1,0.1,0.1,0.1,0.1,0.1,,,
Australia_NZ,process heat cement,refined liquids,0,0,0.1,0.1,0.1,0.1,0.1,0.1,,,
China,process heat cement,gas,0,0,0.1,0.1,0.1,0.1,0.1,0.1,,,
China,process heat cement,biomass,0,0,0.1,0.1,0.1,0.1,0.1,0.1,,,
Middle East,process heat cement,coal,0,0,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,,,
Korea,process heat cement,gas,0,0,0.1,0.1,0.1,0.1,0.1,0.1,,,
USA,process heat cement,biomass,1,1,1,1,1,1,1,1,,,
Canada,process heat cement,biomass,1,1,1,1,1,1,1,1,,,
Western Europe,process heat cement,biomass,1,1,1,1,1,1,1,1,,,
Japan,process heat cement,biomass,1,1,1,1,1,1,1,1,,,
Australia_NZ,process heat cement,biomass,1,1,1,1,1,1,1,1,,,
Former Soviet Union,process heat cement,biomass,1,1,1,1,1,1,1,1,,,
Middle East,process heat cement,biomass,1,1,1,1,1,1,1,1,,,
Africa,process heat cement,biomass,1,1,1,1,1,1,1,1,,,
Latin America,process heat cement,biomass,1,1,1,1,1,1,1,1,,,
Southeast Asia,process heat cement,biomass,1,1,1,1,1,1,1,1,,,
Eastern Europe,process heat cement,biomass,1,1,1,1,1,1,1,1,,,
Korea,process heat cement,biomass,1,1,1,1,1,1,1,1,,,
India,process heat cement,biomass,1,1,1,1,1,1,1,1,,,
USA,process heat cement,gas,1,1,1,1,1,1,1,1,,,
Canada,process heat cement,gas,1,1,1,1,1,1,1,1,,,
Western Europe,process heat cement,gas,1,1,1,1,1,1,1,1,,,
Australia_NZ,process heat cement,gas,1,1,1,1,1,1,1,1,,,
Former Soviet Union,process heat cement,gas,1,1,1,1,1,1,1,1,,,
Middle East,process heat cement,gas,1,1,1,1,1,1,1,1,,,
Africa,process heat cement,gas,1,1,1,1,1,1,1,1,,,
Latin America,process heat cement,gas,1,1,1,1,1,1,1,1,,,
Southeast Asia,process heat cement,gas,1,1,1,1,1,1,1,1,,,
Eastern Europe,process heat cement,gas,1,1,1,1,1,1,1,1,,,
India,process heat cement,gas,1,1,1,1,1,1,1,1,,,
