Input drivers: SO2 regions,,,,,,,,,
INPUT_TABLE,,,,,,,,,
Variable ID,,,,,,,,,
100001,,,,,,,,,
,,,,,,,,,
region,supplysector,subsector,technology,period,generic-ghg,input-driver,,,
SO2 region 1,regional crude oil,regional crude oil,regional crude oil,ALL,SO2_1,,,,
SO2 region 1,refined liquids industrial,biomass liquids,biomass liquids-ethanol,ALL,SO2_1,,,,
SO2 region 1,refined liquids industrial,biomass liquids,biomass liquids-FT,ALL,SO2_1,,,,
SO2 region 1,refined liquids industrial,biomass liquids,biomass liquids-biodiesel (conv),ALL,SO2_1,,,,
SO2 region 1,refined liquids industrial,biomass liquids,biomass liquids-ethanol (conv),ALL,SO2_1,,,,
SO2 region 1,refined liquids industrial,unconventional oil refining,unconventional oil refining,ALL,SO2_1,,,,
SO2 region 1,refined liquids industrial,coal to liquids,coal to liquids,ALL,SO2_1,,,,
SO2 region 1,refined liquids industrial,gas to liquids,gas to liquids,ALL,SO2_1,,,,
SO2 region 1,refined liquids enduse,biomass liquids,biomass liquids-ethanol,ALL,SO2_1,,,,
SO2 region 1,refined liquids enduse,biomass liquids,biomass liquids-FT,ALL,SO2_1,,,,
SO2 region 1,refined liquids enduse,biomass liquids,biomass liquids-biodiesel (conv),ALL,SO2_1,,,,
SO2 region 1,refined liquids enduse,biomass liquids,biomass liquids-ethanol (conv),ALL,SO2_1,,,,
SO2 region 1,refined liquids enduse,unconventional oil refining,unconventional oil refining,ALL,SO2_1,,,,
SO2 region 1,refined liquids enduse,coal to liquids,coal to liquids,ALL,SO2_1,,,,
SO2 region 1,refined liquids enduse,gas to liquids,gas to liquids,ALL,SO2_1,,,,
SO2 region 1,electricity,coal,Coal (existing),ALL,SO2_1,,,,
SO2 region 1,electricity,coal,Coal (conv pul),ALL,SO2_1,,,,
SO2 region 1,electricity,coal,Coal (IGCC),ALL,SO2_1,,,,
SO2 region 1,electricity,coal,Coal (IGCC)_CCS,ALL,SO2_1,,,,
SO2 region 1,electricity,gas,Gas (existing),ALL,SO2_1,,,,
SO2 region 1,electricity,gas,Gas (peak load conv),ALL,SO2_1,,,,
SO2 region 1,electricity,gas,Gas (CC),ALL,SO2_1,,,,
SO2 region 1,electricity,gas,Gas (CC)_CCS,ALL,SO2_1,,,,
SO2 region 1,electricity,oil,Oil (existing),ALL,SO2_1,,,,
SO2 region 1,electricity,oil,Oil (peak load conv),ALL,SO2_1,,,,
SO2 region 1,electricity,oil,Oil (IGCC),ALL,SO2_1,,,,
SO2 region 1,electricity,oil,Oil (IGCC)_CCS,ALL,SO2_1,,,,
SO2 region 1,electricity,biomass,Biomass (existing),ALL,SO2_1,,,,
SO2 region 1,electricity,biomass,Biomass (conv),ALL,SO2_1,,,,
SO2 region 1,electricity,biomass,Biomass (IGCC),ALL,SO2_1,,,,
SO2 region 1,electricity,biomass,Biomass (IGCC)_CCS,ALL,SO2_1,,,,
SO2 region 1,H2 Central Production,coal chemical,coal chemical,ALL,SO2_1,,,,
SO2 region 1,H2 Central Production,coal chemical,coal chemical CCS,ALL,SO2_1,,,,
SO2 region 1,H2 Central Production,biomass to H2,biomass to H2,ALL,SO2_1,,,,
SO2 region 1,H2 Central Production,biomass to H2,biomass to H2 CCS,ALL,SO2_1,,,,
SO2 region 1,industrial energy use,biomass,biomass,ALL,SO2_1,,,,
SO2 region 1,industrial energy use,gas,gas,ALL,SO2_1,,,,
SO2 region 1,industrial energy use,coal,coal,ALL,SO2_1,,,,
SO2 region 1,industrial energy use,refined liquids,refined liquids,ALL,SO2_1,,,,
SO2 region 1,industrial energy use,biomass,biomass cogen,ALL,SO2_1,,,,
SO2 region 1,industrial energy use,gas,gas cogen,ALL,SO2_1,,,,
SO2 region 1,industrial energy use,coal,coal cogen,ALL,SO2_1,,,,
SO2 region 1,industrial energy use,refined liquids,refined liquids cogen,ALL,SO2_1,,,,
SO2 region 1,process heat cement,biomass,biomass,ALL,SO2_1,,,,
SO2 region 1,process heat cement,gas,gas,ALL,SO2_1,,,,
SO2 region 1,process heat cement,coal,coal,ALL,SO2_1,,,,
SO2 region 1,process heat cement,refined liquids,refined liquids,ALL,SO2_1,,,,
,,,,,,,,,
INPUT_TABLE,,,,,,,,,
Variable ID,,,,,,,,,
100002,,,,,,,,,
,,,,,,,,,
region,supplysector,subsector,technology,period,generic-ghg,input-driver,,,
SO2 region 2,regional crude oil,regional crude oil,regional crude oil,ALL,SO2_2,,,,
SO2 region 2,refined liquids industrial,biomass liquids,biomass liquids-ethanol,ALL,SO2_2,,,,
SO2 region 2,refined liquids industrial,biomass liquids,biomass liquids-FT,ALL,SO2_2,,,,
SO2 region 2,refined liquids industrial,biomass liquids,biomass liquids-biodiesel (conv),ALL,SO2_2,,,,
SO2 region 2,refined liquids industrial,biomass liquids,biomass liquids-ethanol (conv),ALL,SO2_2,,,,
SO2 region 2,refined liquids industrial,unconventional oil refining,unconventional oil refining,ALL,SO2_2,,,,
SO2 region 2,refined liquids industrial,coal to liquids,coal to liquids,ALL,SO2_2,,,,
SO2 region 2,refined liquids industrial,gas to liquids,gas to liquids,ALL,SO2_2,,,,
SO2 region 2,refined liquids enduse,biomass liquids,biomass liquids-ethanol,ALL,SO2_2,,,,
SO2 region 2,refined liquids enduse,biomass liquids,biomass liquids-FT,ALL,SO2_2,,,,
SO2 region 2,refined liquids enduse,biomass liquids,biomass liquids-biodiesel (conv),ALL,SO2_2,,,,
SO2 region 2,refined liquids enduse,biomass liquids,biomass liquids-ethanol (conv),ALL,SO2_2,,,,
SO2 region 2,refined liquids enduse,unconventional oil refining,unconventional oil refining,ALL,SO2_2,,,,
SO2 region 2,refined liquids enduse,coal to liquids,coal to liquids,ALL,SO2_2,,,,
SO2 region 2,refined liquids enduse,gas to liquids,gas to liquids,ALL,SO2_2,,,,
SO2 region 2,electricity,coal,Coal (existing),ALL,SO2_2,,,,
SO2 region 2,electricity,coal,Coal (conv pul),ALL,SO2_2,,,,
SO2 region 2,electricity,coal,Coal (IGCC),ALL,SO2_2,,,,
SO2 region 2,electricity,coal,Coal (IGCC)_CCS,ALL,SO2_2,,,,
SO2 region 2,electricity,gas,Gas (existing),ALL,SO2_2,,,,
SO2 region 2,electricity,gas,Gas (peak load conv),ALL,SO2_2,,,,
SO2 region 2,electricity,gas,Gas (CC),ALL,SO2_2,,,,
SO2 region 2,electricity,gas,Gas (CC)_CCS,ALL,SO2_2,,,,
SO2 region 2,electricity,oil,Oil (existing),ALL,SO2_2,,,,
SO2 region 2,electricity,oil,Oil (peak load conv),ALL,SO2_2,,,,
SO2 region 2,electricity,oil,Oil (IGCC),ALL,SO2_2,,,,
SO2 region 2,electricity,oil,Oil (IGCC)_CCS,ALL,SO2_2,,,,
SO2 region 2,electricity,biomass,Biomass (existing),ALL,SO2_2,,,,
SO2 region 2,electricity,biomass,Biomass (conv),ALL,SO2_2,,,,
SO2 region 2,electricity,biomass,Biomass (IGCC),ALL,SO2_2,,,,
SO2 region 2,electricity,biomass,Biomass (IGCC)_CCS,ALL,SO2_2,,,,
SO2 region 2,H2 Central Production,coal chemical,coal chemical,ALL,SO2_2,,,,
SO2 region 2,H2 Central Production,coal chemical,coal chemical CCS,ALL,SO2_2,,,,
SO2 region 2,H2 Central Production,biomass to H2,biomass to H2,ALL,SO2_2,,,,
SO2 region 2,H2 Central Production,biomass to H2,biomass to H2 CCS,ALL,SO2_2,,,,
SO2 region 2,industrial energy use,biomass,biomass,ALL,SO2_2,,,,
SO2 region 2,industrial energy use,gas,gas,ALL,SO2_2,,,,
SO2 region 2,industrial energy use,coal,coal,ALL,SO2_2,,,,
SO2 region 2,industrial energy use,refined liquids,refined liquids,ALL,SO2_2,,,,
SO2 region 2,industrial energy use,biomass,biomass cogen,ALL,SO2_2,,,,
SO2 region 2,industrial energy use,gas,gas cogen,ALL,SO2_2,,,,
SO2 region 2,industrial energy use,coal,coal cogen,ALL,SO2_2,,,,
SO2 region 2,industrial energy use,refined liquids,refined liquids cogen,ALL,SO2_2,,,,
SO2 region 2,process heat cement,biomass,biomass,ALL,SO2_2,,,,
SO2 region 2,process heat cement,gas,gas,ALL,SO2_2,,,,
SO2 region 2,process heat cement,coal,coal,ALL,SO2_2,,,,
SO2 region 2,process heat cement,refined liquids,refined liquids,ALL,SO2_2,,,,
,,,,,,,,,
INPUT_TABLE,,,,,,,,,
Variable ID,,,,,,,,,
100003,,,,,,,,,
,,,,,,,,,
region,supplysector,subsector,technology,period,generic-ghg,input-driver,,,
SO2 region 3,regional crude oil,regional crude oil,regional crude oil,ALL,SO2_3,,,,
SO2 region 3,refined liquids industrial,biomass liquids,biomass liquids-ethanol,ALL,SO2_3,,,,
SO2 region 3,refined liquids industrial,biomass liquids,biomass liquids-FT,ALL,SO2_3,,,,
SO2 region 3,refined liquids industrial,biomass liquids,biomass liquids-biodiesel (conv),ALL,SO2_3,,,,
SO2 region 3,refined liquids industrial,biomass liquids,biomass liquids-ethanol (conv),ALL,SO2_3,,,,
SO2 region 3,refined liquids industrial,unconventional oil refining,unconventional oil refining,ALL,SO2_3,,,,
SO2 region 3,refined liquids industrial,coal to liquids,coal to liquids,ALL,SO2_3,,,,
SO2 region 3,refined liquids industrial,gas to liquids,gas to liquids,ALL,SO2_3,,,,
SO2 region 3,refined liquids enduse,biomass liquids,biomass liquids-ethanol,ALL,SO2_3,,,,
SO2 region 3,refined liquids enduse,biomass liquids,biomass liquids-FT,ALL,SO2_3,,,,
SO2 region 3,refined liquids enduse,biomass liquids,biomass liquids-biodiesel (conv),ALL,SO2_3,,,,
SO2 region 3,refined liquids enduse,biomass liquids,biomass liquids-ethanol (conv),ALL,SO2_3,,,,
SO2 region 3,refined liquids enduse,unconventional oil refining,unconventional oil refining,ALL,SO2_3,,,,
SO2 region 3,refined liquids enduse,coal to liquids,coal to liquids,ALL,SO2_3,,,,
SO2 region 3,refined liquids enduse,gas to liquids,gas to liquids,ALL,SO2_3,,,,
SO2 region 3,electricity,coal,Coal (existing),ALL,SO2_3,,,,
SO2 region 3,electricity,coal,Coal (conv pul),ALL,SO2_3,,,,
SO2 region 3,electricity,coal,Coal (IGCC),ALL,SO2_3,,,,
SO2 region 3,electricity,coal,Coal (IGCC)_CCS,ALL,SO2_3,,,,
SO2 region 3,electricity,gas,Gas (existing),ALL,SO2_3,,,,
SO2 region 3,electricity,gas,Gas (peak load conv),ALL,SO2_3,,,,
SO2 region 3,electricity,gas,Gas (CC),ALL,SO2_3,,,,
SO2 region 3,electricity,gas,Gas (CC)_CCS,ALL,SO2_3,,,,
SO2 region 3,electricity,oil,Oil (existing),ALL,SO2_3,,,,
SO2 region 3,electricity,oil,Oil (peak load conv),ALL,SO2_3,,,,
SO2 region 3,electricity,oil,Oil (IGCC),ALL,SO2_3,,,,
SO2 region 3,electricity,oil,Oil (IGCC)_CCS,ALL,SO2_3,,,,
SO2 region 3,electricity,biomass,Biomass (existing),ALL,SO2_3,,,,
SO2 region 3,electricity,biomass,Biomass (conv),ALL,SO2_3,,,,
SO2 region 3,electricity,biomass,Biomass (IGCC),ALL,SO2_3,,,,
SO2 region 3,electricity,biomass,Biomass (IGCC)_CCS,ALL,SO2_3,,,,
SO2 region 3,H2 Central Production,coal chemical,coal chemical,ALL,SO2_3,,,,
SO2 region 3,H2 Central Production,coal chemical,coal chemical CCS,ALL,SO2_3,,,,
SO2 region 3,H2 Central Production,biomass to H2,biomass to H2,ALL,SO2_3,,,,
SO2 region 3,H2 Central Production,biomass to H2,biomass to H2 CCS,ALL,SO2_3,,,,
SO2 region 3,industrial energy use,biomass,biomass,ALL,SO2_3,,,,
SO2 region 3,industrial energy use,gas,gas,ALL,SO2_3,,,,
SO2 region 3,industrial energy use,coal,coal,ALL,SO2_3,,,,
SO2 region 3,industrial energy use,refined liquids,refined liquids,ALL,SO2_3,,,,
SO2 region 3,industrial energy use,biomass,biomass cogen,ALL,SO2_3,,,,
SO2 region 3,industrial energy use,gas,gas cogen,ALL,SO2_3,,,,
SO2 region 3,industrial energy use,coal,coal cogen,ALL,SO2_3,,,,
SO2 region 3,industrial energy use,refined liquids,refined liquids cogen,ALL,SO2_3,,,,
SO2 region 3,process heat cement,biomass,biomass,ALL,SO2_3,,,,
SO2 region 3,process heat cement,gas,gas,ALL,SO2_3,,,,
SO2 region 3,process heat cement,coal,coal,ALL,SO2_3,,,,
SO2 region 3,process heat cement,refined liquids,refined liquids,ALL,SO2_3,,,,
,,,,,,,,,
INPUT_TABLE,,,,,,,,,
Variable ID,,,,,,,,,
100004,,,,,,,,,
,,,,,,,,,
region,supplysector,subsector,technology,period,generic-ghg,input-driver,,,
SO2 region 4,regional crude oil,regional crude oil,regional crude oil,ALL,SO2_4,,,,
SO2 region 4,refined liquids industrial,biomass liquids,biomass liquids-ethanol,ALL,SO2_4,,,,
SO2 region 4,refined liquids industrial,biomass liquids,biomass liquids-FT,ALL,SO2_4,,,,
SO2 region 4,refined liquids industrial,biomass liquids,biomass liquids-biodiesel (conv),ALL,SO2_4,,,,
SO2 region 4,refined liquids industrial,biomass liquids,biomass liquids-ethanol (conv),ALL,SO2_4,,,,
