BLDGID6  ,REGION6  ,CENDIV6  ,SQFT6    ,SQFTC6   ,YRCONC6  ,PBA6     ,ELUSED6  ,NGUSED6  ,FKUSED6  ,STUSED6  ,HWUSED6  ,ADJWT6   ,PAIR6    ,STRATUM6 ,ELHTBTU6 ,ELCLBTU6 ,ELVNBTU6 ,ELWTBTU6 ,ELLTBTU6 ,ELCKBTU6 ,ELRFBTU6 ,ELOFBTU6 ,ELMSBTU6
00674,1,1,    90000,06,06,14,1,2,1,2,2,   31.14,2,42,             0,        429178,         95550,             0,       1291830,         33418,         59615,         80449,         93235
00675,2,4,     3000,02,04,23,1,1,2,2,2,  530.18,2,24,             0,         11179,         34828,             0,         84338,             0,          4403,         15810,          4500
00676,1,2,    32500,05,05,18,1,2,2,1,2,  151.31,2,37,             0,             0,             0,             0,        683141,             0,        111638,        327681,        130338
00677,4,9,    21250,04,04,08,1,2,2,1,2,  156.92,2,40,             0,         39122,         15419,             0,        159454,             0,          1999,         71126,         17492
00678,1,1,    27500,05,04,18,1,2,2,1,2,  151.31,1,20,             0,             0,             0,             0,       1529431,             0,        101194,        310041,        105129
00680,3,6,    27500,05,07,25,1,1,2,2,2,  474.50,2,06,        259875,        266846,         70674,         24315,        869816,             0,         30535,        131581,         35025
00681,4,9,   150000,07,05,14,1,1,1,2,2,   88.46,1,29,             0,        330207,        146321,        607516,       1663590,         56466,        149963,        216267,        112264
00682,3,5,     9000,03,07,02,1,1,2,2,2,  370.61,2,14,          2957,         21568,          5957,             0,         64355,             0,          1249,         43461,          9755
00684,4,9,     5500,03,06,91,1,1,2,2,2,  488.82,2,34,          5497,             0,          1020,             0,         55999,             0,          2718,          6972,         16987
00685,4,9,     4500,02,02,15,1,1,2,2,2, 3003.97,2,11,         29631,             0,         28321,         54098,        334959,             0,        226812,         16483,         98608
00686,3,5,     7500,03,04,05,1,2,1,2,2,  189.21,1,19,         21029,           154,           343,          2669,         43805,             0,          1291,          8762,          6675
00688,1,2,   180000,07,07,05,1,1,2,2,2,  100.52,1,37,         87868,         41848,         18675,          2828,         86365,             0,         19234,        130505,         99433
00689,3,5,   225000,08,05,02,1,1,1,2,2,   92.00,1,26,         97728,       1068178,        966651,             0,       4689064,             0,         54736,       1667958,        648900
00690,3,5,    16250,04,07,02,1,1,1,2,2,  370.61,2,43,             0,        154114,         40725,             0,        353312,          3725,          6325,        231188,         36519
00691,3,6,     6000,03,05,13,1,2,2,2,2,  431.20,1,12,             0,          4257,          1755,             0,         18090,             0,           398,           308,          1511
00692,3,7,    16250,04,06,05,1,1,2,2,2,  532.18,1,27,             0,         13733,          3428,          4671,        126218,             0,          8586,         78772,         29658
00693,4,9,   170000,07,06,05,1,2,2,2,2,   19.15,2,36,        148909,        141471,             0,         18091,        906549,             0,         65864,        510763,        312249
00694,2,4,  1200000,10,07,05,1,1,2,2,2,    4.89,2,33,             0,        414434,         98449,        122409,      20961050,             0,        559479,       5202404,       3786507
00695,1,1,     9000,03,03,02,1,2,1,2,2,  156.92,2,36,             0,         12340,           258,             0,         33260,             0,           803,         25684,          7714
00696,3,5,  1600000,10,07,13,1,1,1,2,2,    4.89,2,28,         10132,        586033,        474833,             0,       2203932,        137497,        124581,        177803,        447954
00698,2,3,   180000,07,05,13,1,1,2,1,2,   19.15,1,34,             0,        605264,        742596,             0,       3357719,             0,        291659,        524968,        607136
00699,2,3,     6500,03,04,12,1,1,2,2,2,  189.21,2,26,             0,         10439,         13377,         11377,         26255,          1059,          5166,           994,          4871
00704,3,5,   550000,09,08,24,1,1,1,2,2,    4.15,1,38,             0,      12039400,       7110458,       1002967,      42159808,        605318,       1710177,       4154894,       4954744
00705,2,3,    16250,04,06,05,1,1,2,2,2,  530.18,2,26,             0,         22236,          7985,          6139,        104734,             0,         10237,         73979,         49097
00706,3,6,    16250,04,04,23,1,1,2,2,2, 6308.52,1,39,         47593,         13489,          6522,             0,         58318,             0,          3102,         11024,          4409
00707,1,1,    40000,05,04,18,1,2,2,1,2,  156.92,2,09,             0,             0,             0,        700938,       1013618,             0,        143587,        396923,        192174
00708,3,5,    22500,04,06,05,1,1,1,2,2,  159.06,1,44,         45142,          9323,          9181,         14904,        350314,             0,         16530,        145165,         63591
00709,4,9,   100001,07,03,02,1,1,2,1,2,   31.54,1,18,             0,             0,        334797,             0,       1236122,             0,         19336,        543407,        338032
00710,4,9,    27500,05,06,02,1,1,2,2,2,  107.81,2,03,         18296,         63863,          8046,             0,        147328,             0,          4265,        147072,         34674
00711,3,7,    20000,04,06,02,1,1,2,2,2,  159.06,2,04,         27266,         34356,          4097,             0,         47169,             0,          1357,         42833,         13628
00713,2,3,     3500,02,02,15,1,1,2,2,2, 3204.89,2,02,             0,         18786,         10509,             0,         85864,             0,         34523,          1453,         16262
00714,3,5,    32500,05,04,26,1,1,2,2,2,  105.20,2,44,             0,        154965,         38686,         10484,        652668,             0,         16106,         22481,         73516
00717,2,3,     8000,03,07,02,1,1,2,2,2,  370.61,2,34,             0,         18106,          5830,             0,         40885,             0,          1167,         42794,          6588
00719,3,5,     7000,03,03,14,1,2,2,2,2, 3003.97,1,38,         69154,         99690,         23706,         32080,        117935,             0,          6991,         10911,          7251
00720,4,9,     3250,02,05,17,1,1,2,2,2, 3003.97,1,16,             0,         10893,          3183,             0,         37431,             0,          2435,          1080,          8909
00721,2,4,    50001,06,08,02,1,1,2,2,2,  384.03,1,18,             0,        140402,         67768,          9407,        386189,             0,          7587,        177910,        146482
00722,2,3,     3250,02,03,01,2,2,2,2,2,  546.18,2,32,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999
00723,3,7,     3500,02,06,01,1,1,2,2,2, 5849.83,1,04,             0,         32150,          5085,             0,         62633,             0,          3210,          4043,         23501
00726,1,1,   180000,07,03,14,1,1,1,2,2,   88.46,1,20,             0,             0,             0,             0,       1525378,             0,        151213,        101514,        201758
00727,2,3,   150000,07,05,02,1,1,2,2,2,  189.21,1,07,        137970,        289102,        578841,         69778,        513822,             0,         15688,        409911,        518721
00728,4,9,    35000,05,05,18,1,1,2,2,2,  114.76,2,28,         54594,        394625,         76268,             0,       1237353,             0,        164811,        154667,        521508
00730,3,6,    80000,06,06,25,1,1,2,2,2,  130.39,2,01,             0,        295213,         90509,         33273,        617651,             0,         38093,         97291,         82771
00731,2,3,    20000,04,06,26,1,1,2,2,2,  159.06,1,07,             0,         61187,         18483,             0,        328010,             0,         12065,         45269,         16626
00732,2,4,   400000,08,06,16,1,1,1,1,2,   13.84,2,08,       1265110,       4013245,       5427378,             0,      15453255,        132169,       2416757,       7112316,       4546209
00733,3,5,    15000,04,07,18,1,1,2,2,2,  130.59,2,11,         29051,        630457,         55747,        215914,        591463,             0,         33130,         40699,         95226
00734,2,3,    27500,05,03,02,1,1,2,2,2,  127.85,1,23,         11423,         57050,          8577,             0,        161340,          2258,          1916,         61902,         19210
