BLDGID5,REGION5,CENDIV5,SQFT5,SQFTC5,YRCONC5,PBA5,ADJWT5,PAIR5,STRATUM5,ELSUPL5,NGSUPL5,FKSUPL5,STSUPL5,HWSUPL5,ELHTBTU5,ELCLBTU5,ELVNBTU5,ELWTBTU5,ELLTBTU5,ELCKBTU5,ELRFBTU5,ELOFBTU5,ELMSBTU5
883,3,5,20000,4,5,5,489.1,1,6,1,2,2,2,2,0,0,0,0,29041,0,596,4156,3166
884,3,5,1500000,10,6,2,5.06,2,6,1,2,2,1,2,0,16202376,1166610,0,43878841,0,888236,32076206,10175814
885,3,5,2500,2,6,3,2306.03,2,3,1,1,2,2,2,0,4962,2951,0,12273,0,563,1901,760
886,1,1,80000,6,5,5,224.33,1,21,1,2,1,2,2,0,75597,0,182041,790817,0,8104,62650,488119
887,4,9,200001,8,2,1,207.73,2,1,2,2,2,2,2,              ,              ,              ,              ,              ,              ,              ,              ,
888,2,3,2000,2,6,15,1446.02,2,21,1,1,2,2,2,0,50226,9818,51115,102324,0,48459,564,6312
889,3,6,15000,4,5,15,566.76,1,11,1,1,2,2,2,22650,577441,51141,0,111062,0,58988,831,6832
890,1,2,140000,7,4,7,424.75,1,14,1,1,2,2,2,0,158575,6637,0,926784,0,1120,10375,60305
891,3,5,1001,2,4,2,1511.3,1,6,1,1,2,2,2,25323,83704,20657,0,204434,0,1019,44858,15435
892,3,5,3500,2,4,18,1423.83,2,6,1,1,2,2,2,223,33785,2411,0,3358,0,293,130,1072
893,3,5,70000,6,7,5,153.93,2,4,1,1,2,2,2,0,102881,5611,500254,1380979,0,27169,200537,133484
894,3,5,80000,6,6,2,10.69,2,17,1,2,1,2,1,162524,160595,2399118,663068,8242250,0,48513,2374283,705243
895,2,3,25001,5,4,5,450.2,2,21,1,1,2,2,2,0,29351,5314,61680,283902,0,3116,21443,16337
896,3,5,40000,5,5,2,10.87,2,1,1,2,2,2,2,133402,164499,30972,155648,266928,0,4183,114973,70423
897,2,4,160000,7,3,18,1.86,2,12,1,1,2,2,2,0,1238918,9684,0,1214070,0,83431,60238,282057
898,3,5,1600000,10,3,2,5.06,2,16,1,2,2,1,2,0,0,20917448,0,50057860,0,771703,31613700,8770170
899,3,5,5000,2,3,3,1880.68,1,3,1,2,2,2,2,0,0,664,0,8706,0,378,1214,486
900,3,7,1500,2,4,18,567.69,1,5,1,1,2,2,2,0,74886,8487,0,18895,0,1285,570,4703
901,2,3,50001,6,3,18,8.99,2,21,1,2,2,1,2,0,0,0,0,600938,0,39180,47116,113631
902,2,3,1500,2,6,3,415.45,2,17,1,1,2,2,2,0,6354,8737,0,41457,0,2328,10277,992
903,1,2,140000,7,7,2,12.03,1,15,1,1,2,2,2,0,2009551,1519586,0,2155965,0,68931,2043018,1031663
904,3,5,100000,6,5,5,150.01,1,1,1,2,2,2,2,0,0,0,0,9933045,0,35045,319585,243494
905,3,7,5000,2,3,5,1543.02,1,12,1,2,2,2,2,0,0,0,0,6370,0,106,643,490
906,4,9,20000,4,5,13,1.03,0,0,1,1,2,2,2,0,0,5868,0,1385441,0,34452,18576,86622
907,3,5,9000,3,6,3,218.62,1,6,1,2,2,2,2,88509,33103,22035,99222,163962,0,5816,21586,8634
908,3,7,40000,5,7,2,11,1,15,1,1,2,2,2,0,161022,34238,0,117125,0,2030,85322,31193
909,3,6,2500,2,5,3,2014.77,1,17,1,2,2,2,2,0,0,1377,0,16489,0,987,3397,1359
910,3,6,30000,5,9,5,276.76,1,7,1,1,2,2,2,0,12116,546,0,529733,0,10211,78785,46754
911,3,5,2500,2,8,3,1914.28,1,3,1,2,2,2,2,6527,11462,4339,11361,20140,0,1411,5530,1076
912,2,3,40000,5,6,3,280.12,1,16,1,1,2,2,2,66044,43889,39029,153390,294144,0,8672,7405,38412
913,4,9,5000,2,4,15,1338.72,2,11,1,1,2,2,2,0,378841,48045,0,186312,0,137812,7475,54595
914,2,3,70000,6,3,1,150.1,1,21,4,2,2,2,2,              ,              ,              ,              ,              ,              ,              ,              ,
915,3,7,4000,2,4,13,1851.62,2,19,1,1,2,2,2,0,34516,8928,0,27427,0,1412,495,2426
916,1,2,1500000,10,5,4,6.92,2,10,1,1,1,2,2,0,1137819,1053463,0,10160085,989,12829,450932,2621042
917,1,2,8000,3,1,18,423.48,1,4,1,2,2,1,1,0,0,0,0,2185,0,152,159,463
918,1,2,1000000,9,9,20,5.34,2,5,1,2,2,2,2,0,6252789,110439,0,24916807,0,51437,83307,484222
919,3,5,4000,2,7,17,1724.46,1,3,1,2,2,2,2,49,0,2,85481,23110,0,1642,728,6008
920,3,7,2000,2,4,6,1423.83,1,12,1,2,2,2,2,1399,92371,22488,54757,98791,0,285901,1856,17277
921,3,5,70000,6,2,1,295.28,2,13,1,1,2,2,2,0,17530,245,68684,36880,25,316,512,2978
922,1,1,180000,7,2,14,292.29,1,14,1,1,1,2,2,0,816955,0,0,1320864,0,72824,29793,131644
923,1,2,140000,7,7,2,12.03,2,8,1,2,1,2,2,9489735,3187609,3171448,1020369,4517022,232091,192470,6498644,2291229
924,2,3,3000,2,9,5,436.79,1,18,1,2,2,2,2,0,0,0,0,26258,0,160,1462,1114
925,3,5,600000,9,5,4,10.17,1,5,1,1,2,1,2,0,10325685,9548055,0,45563003,0,69289,4058010,23587182
926,3,5,12500,4,3,4,415.95,1,1,1,1,2,1,2,0,147832,128761,0,83777,0,351,57003,331333
927,3,6,5000,2,6,2,640.23,1,11,1,1,2,2,2,72119,38590,14213,59822,115092,0,1458,53583,12271
928,3,7,15000,4,4,5,150.01,2,10,1,1,2,2,2,0,229644,11208,0,198045,0,3725,26699,289499
929,3,5,180000,7,6,13,278.71,2,13,1,2,1,2,2,184654,6234379,1160432,455433,14937594,0,177124,169476,720203
930,3,7,8000,3,3,5,553.72,2,19,1,1,2,2,2,0,0,0,0,7497,0,17,101,77
931,3,5,5000,2,1,3,1813.56,2,11,1,1,1,2,2,12127,0,671,2265,3133,0,167,576,230
932,2,3,3000,2,4,2,1499.83,2,21,1,1,2,2,2,0,25787,7682,29955,51883,0,678,24869,5190
933,3,6,3000,2,2,1,1882.46,1,5,2,2,2,2,2,              ,              ,              ,              ,              ,              ,              ,              ,
934,3,5,45000,5,6,14,278.71,2,8,1,1,2,2,2,1296266,216925,83569,180395,134905,0,57681,11270,48693
935,4,9,30000,5,5,14,277.26,1,22,1,1,2,2,2,0,338243,100442,0,731297,0,37481,18131,79244
936,4,9,350000,8,5,5,21.39,2,19,1,1,2,2,2,0,1369698,82309,0,3635266,0,24883,203764,2583496
937,2,3,35000,5,5,3,392.26,1,13,1,1,2,2,2,763982,14931,35748,331136,400875,0,39268,29326,117259
938,2,4,250000,8,6,14,20.39,1,19,1,1,1,2,2,0,0,17686,0,4172699,93803,258292,104210,448091
939,1,2,15000,4,3,14,275.92,2,17,1,2,1,2,2,0,0,0,0,322642,0,20860,8909,37334
940,4,9,20000,4,7,5,222.14,2,1,1,1,2,2,2,0,13941,848,0,94791,0,1926,14521,9482
941,3,6,1500,2,5,3,1426.16,2,7,1,1,2,2,2,275,628,286,881,1319,0,68,231,92
942,3,7,1600000,10,4,16,10.24,1,20,1,1,1,2,2,4182654,47855172,15176230,0,68300516,5955658,7260105,16121579,18901424
943,3,5,200000,7,9,2,1.42,1,3,1,1,1,2,2,513576,1749136,2692903,0,3770064,120514,88757,3481458,1073449
944,3,6,60000,6,7,16,138.47,2,17,1,1,1,2,2,0,3057189,928618,0,3234003,0,428024,662989,1401816
945,1,1,25001,5,6,5,299.07,1,21,1,2,1,2,2,257513,8730,3792,27296,49541,0,803,5948,56867
946,3,6,2500,2,5,12,2015.22,1,11,1,2,2,2,2,19771,1349,1266,0,1384,0,340,78,381
947,3,5,10001,4,4,16,1422.04,1,17,1,1,2,2,2,0,1580760,440090,0,1284403,0,109043,138085,387943
948,3,6,180000,7,6,16,312.8,2,9,1,1,2,2,2,0,3021766,1189523,0,4464246,0,580400,838556,1961320
949,1,2,20000,4,7,18,460.39,1,10,1,2,2,2,2,363833,0,9768,851721,190416,0,14894,6606,54502
950,3,7,8000,3,4,5,1678.97,2,12,1,2,2,2,2,6233,8825,768,4932,14818,0,141,1020,777
951,4,9,900000,9,5,2,1.29,2,22,1,1,1,2,2,0,18480676,19789224,0,43913417,0,515705,21584184,6480884
952,4,9,2000,2,6,2,1496.57,1,9,1,2,2,2,2,1351,13457,3260,0,19849,0,333,11473,2867
953,1,1,1500,2,5,1,1580.41,1,20,1,2,1,2,2,0,0,6043,0,330,0,93,124,722
954,2,3,8000,3,4,3,372.73,1,16,1,2,1,2,2,0,0,1753,27633,50839,0,1503,5995,2398
955,4,9,20000,4,2,12,435.97,1,4,1,1,2,2,2,5329,0,0,14971,27277,0,3621,2647,12338
956,3,7,500001,9,2,1,419.05,1,15,1,1,2,2,2,0,18790,6287,0,133850,0,1135,1446,8406
957,1,2,500001,9,4,1,12.03,2,4,1,1,2,2,2,0,1052275,572502,0,18426936,0,38272,53128,308807
958,3,6,80000,6,7,14,2.53,1,7,1,2,2,2,2,1284317,552318,165110,671271,1307131,72016,80301,36920,161666
959,1,2,1001,2,2,1,1566.97,1,18,1,1,2,2,2,0,0,0,0,18672,0,47,60,349
960,4,8,250000,8,5,13,3.38,1,19,1,1,2,2,1,0,0,44371,0,9879115,332352,214188,151846,651342
961,1,2,2500,2,7,15,1550.55,1,18,1,1,2,2,2,0,96440,15224,0,115208,0,73787,732,8190
962,4,9,5001,3,3,2,1680.67,1,17,1,2,2,2,2,24562,15041,0,221091,82105,0,1255,44385,13164
963,2,4,1500,2,4,3,1826.41,1,12,1,1,2,2,2,0,2666,4649,0,16079,0,979,3304,1322
964,2,4,4000,2,1,12,2043.89,1,16,1,2,1,2,2,0,0,2764,2902,2581,1226,2643,545,2673
965,3,5,35000,5,4,3,204,1,13,1,2,2,2,2,0,0,0,0,603610,0,53225,40527,230170
966,3,6,400000,8,5,13,21.01,2,11,1,2,2,2,2,1148200,777369,172813,266299,1384580,0,44539,18381,87039
967,3,7,250000,8,3,1,150.01,1,15,2,2,2,2,2,              ,              ,              ,              ,              ,              ,              ,              ,
968,3,5,80000,6,5,14,97.04,2,3,1,1,1,2,2,0,166008,189442,0,540552,13749,43549,15008,69994
969,2,3,22500,4,2,11,415.45,1,15,1,1,2,2,2,234925,43618,7943,0,144426,0,621659,15915,12125
970,4,9,450000,8,9,20,1.42,1,18,1,2,2,2,2,0,2096854,40382,0,3797201,0,14176,19265,111975
971,4,9,400000,8,6,5,148.07,1,19,1,1,2,2,2,64599,404776,24958,0,1751943,0,21007,154396,103863
972,1,1,9000,3,3,2,1520.22,1,11,1,1,2,2,2,0,60771,1530,114413,109589,0,1822,60816,16320
973,3,7,2500,2,4,1,2257.27,1,5,1,2,2,2,2,0,0,0,0,2294,0,2197,2923,16992
974,2,3,4500,2,1,21,611.14,2,14,1,1,2,2,2,18162,7888,8253,0,56810,0,208,268,1555
975,4,9,25001,5,5,2,296.15,2,22,1,1,2,2,2,0,195968,45819,0,361315,0,4572,210495,23480
976,1,2,1500,2,1,5,2243.82,2,8,1,2,2,2,2,0,0,0,0,11025,0,68,623,475
977,2,4,30000,5,2,14,524.85,2,2,1,1,1,2,2,0,86382,2155,0,142112,0,9916,4418,17564
978,3,7,2500,2,3,3,1711.39,2,16,1,1,2,2,2,8142,5210,3382,0,15491,0,690,2870,547
979,3,5,450000,8,8,2,1.07,0,0,1,1,1,2,2,801325,4355128,6273081,1257611,8801763,0,248459,9637655,2934324
980,3,6,3000,2,5,2,1684.34,2,11,1,1,2,2,2,0,19140,4643,0,36896,0,360,12689,4366
981,2,4,9000,3,3,2,2710.49,2,8,1,2,1,2,2,0,3607,2621,51439,15660,0,266,8724,2711
982,1,2,250000,8,9,2,1.99,2,4,1,1,2,2,2,1310260,3541250,2160261,0,3382379,66750,105881,2741051,1966949
983,2,3,120000,7,9,14,369.63,1,2,1,1,2,2,2,0,226989,13403,0,2514145,65427,173761,73853,306815
984,2,3,12500,4,1,3,728.99,2,2,1,1,2,2,2,0,2371,0,94100,36822,0,1327,4672,1869
985,4,9,4000,2,6,3,1.42,2,13,1,1,2,2,2,0,26080,14328,31556,18346,0,2512,7436,2974
986,2,3,3500,2,4,5,1837.42,2,21,1,2,2,2,2,0,0,0,0,1679,0,46,346,263
987,3,5,40000,5,6,5,225.04,2,11,1,2,2,2,2,8624,14914,944,46668,133103,0,1557,11817,7591
988,3,6,8000,3,6,5,489.1,2,17,1,1,2,2,2,117,52283,2998,35513,179257,0,1189,9119,5501
989,3,5,60000,6,4,21,402.71,2,13,1,2,2,2,2,0,862781,15340,444220,15925,0,3261,3817,22186
990,3,5,12500,4,3,1,225.04,1,6,1,2,2,2,2,10450,16260,4333,37376,411,0,158,210,1222
991,4,9,8000,3,2,14,1.06,0,0,1,1,2,2,2,0,0,3550,0,64880,0,4156,4710,4502
992,2,4,2500,2,7,2,2043.89,2,16,1,1,2,2,2,0,7251,3645,11987,25943,0,441,16249,2724
993,4,9,100001,7,8,8,327.27,2,20,1,1,1,2,2,1185,333231,320021,46185,385800,0,9088,265429,188464
994,2,3,9000,3,3,4,10.56,2,16,1,2,2,1,1,0,34251,33031,0,32409,0,89,14533,84474
995,2,4,450000,8,6,16,10.56,1,8,1,1,2,1,2,0,0,4440157,0,20203276,2103965,2564787,3553863,8818760
996,4,9,25001,5,6,12,1525.12,2,20,1,1,2,2,2,0,33426,9877,0,56776,0,1310,785,3683
997,1,2,5000,2,6,8,1421.18,2,18,1,1,2,2,2,0,0,3189,0,30572,0,541,18254,5051
998,1,1,1001,2,6,15,1824.26,2,8,1,2,2,2,2,83992,31830,73168,51242,161874,463308,95513,1901,10193
999,4,9,5000,2,5,6,2149.24,2,13,1,1,2,2,2,0,8623,2855,10159,14014,0,60286,379,3529
1000,2,3,100000,6,8,3,20.76,2,21,1,1,2,2,2,0,210572,210488,2020057,2582224,0,162864,136942,734125
1001,1,1,15000,4,4,2,436.79,2,21,1,2,1,2,2,0,96540,2771,0,222807,0,3927,137409,28822
1002,1,2,70000,6,4,2,206.97,2,19,1,2,1,2,2,0,1770434,113167,0,3810490,0,34624,1383662,495527
1003,4,8,450000,8,9,20,1.04,0,0,1,2,1,2,2,201949,306609,94672,1728894,999208,0,4352,5911,34355
1004,3,5,45000,5,4,11,225.04,2,11,1,2,2,2,2,15137,46872,2962,95038,320378,0,323680,16718,11402
1005,4,9,1500,2,4,14,222.14,1,20,1,1,2,2,2,0,0,709,0,21681,0,971,448,2194
1006,1,2,250000,8,1,5,26.27,1,4,1,2,1,2,2,321496,153490,13757,0,2538685,0,32340,226468,171179
1007,2,3,22500,4,6,13,444.28,1,18,1,1,2,2,2,0,0,21601,0,349080,19359,19061,7237,35461
1008,2,3,8000,3,5,3,528.42,2,2,1,3,2,2,2,0,25511,23687,0,150416,0,4999,20039,4720
1009,4,9,5000,2,4,5,1813.56,2,4,1,2,2,2,2,913,4119,270,0,22043,0,222,1586,1208
1010,1,2,15000,4,3,13,537.09,2,4,1,1,2,2,2,0,14746,6067,0,33941,0,910,394,1929
1011,1,2,600000,9,3,16,21.29,2,4,1,2,1,1,2,223575,12829321,498665,0,17069283,2241200,2732087,5939273,7240401
1012,1,1,140000,7,6,2,12.03,1,11,1,2,2,2,2,1003077,1349871,825073,546321,3071647,62835,48784,1863791,599172
1013,4,8,4000,2,7,13,1543.02,1,12,1,1,2,2,2,32831,542005,108168,0,489918,0,21612,9000,40421
1014,2,3,2000,2,6,15,1349.78,1,10,1,1,2,2,2,0,275144,44122,0,277335,0,182694,3135,19049
1015,3,5,1600000,10,6,2,10.87,2,7,1,1,1,2,2,0,18192018,18721983,0,67789358,0,530617,22698835,7274192
1016,3,5,1600000,10,5,3,5.02,2,6,1,1,2,2,2,13044,12659974,4396408,20230239,41925820,0,1427252,1218557,6353062
1017,4,9,15000,4,7,2,465.87,2,4,1,1,2,2,2,10255,12602,7440,33667,56457,0,1099,40314,8571
1018,4,8,10001,4,4,2,1995.56,2,20,1,1,2,2,2,103741,154133,41313,149751,220667,0,3741,167503,16877
1019,1,2,2000,2,5,3,1824.26,1,16,1,1,2,2,2,0,3378,217,0,16108,0,570,2285,409
1020,2,4,2500,2,7,13,1407.92,1,2,1,2,2,2,2,0,0,0,0,66762,0,2396,896,4389
1021,2,3,160000,7,3,8,187.55,2,22,1,1,1,2,2,0,2005702,448086,0,8213689,0,87077,2332571,1805147
1022,4,8,2500,2,5,16,1890.17,1,20,1,1,2,2,2,38209,1549,18483,0,20845,0,4082,3856,15838
1023,1,2,900000,9,6,5,21.29,1,5,1,1,2,2,2,0,157296,504,707923,351558,0,10879,87046,63645
1024,2,3,140000,7,4,3,21.23,1,10,1,1,2,2,2,0,836696,506263,3533222,9414357,0,215690,219668,1065925
1025,4,9,5001,3,4,14,1322.29,1,3,1,1,2,2,2,0,0,1253,0,20731,0,1683,595,65354
1026,1,1,400000,8,2,2,12.03,2,3,1,1,1,2,2,3212145,4495548,420588,715396,13171698,0,144332,6293120,1865760
1027,3,5,7000,3,7,12,2015.22,1,3,1,2,2,2,2,288,50486,9399,6123,6342,0,1394,1079,5286
1028,2,3,3500,2,4,12,1796.87,2,21,1,2,2,2,2,0,13199,8423,5968,17105,599,1814,424,2077
1029,4,8,1500,2,7,2,423.48,1,9,1,1,2,2,2,3427,11919,2791,10477,14626,0,321,11114,2714
1030,3,6,22500,4,7,5,548.97,1,11,1,1,2,2,2,0,1725,3858,76282,164176,0,3173,23535,15470
1031,3,6,10001,4,6,5,21.73,2,9,1,1,2,2,2,0,101889,9880,0,69717,0,3481,23956,18252
1032,4,9,8000,3,4,18,444.28,1,4,1,1,2,2,2,112554,0,1095,0,124692,47725,7895,9722,22669
1033,2,3,50001,6,6,2,21.23,1,18,1,1,2,2,2,0,249194,236749,69428,635212,15002,12734,460368,142778
1034,1,1,60000,6,4,2,421.1,1,21,1,2,1,2,2,0,321860,45798,201000,1526129,0,15771,689192,216902
1035,1,1,10001,4,2,3,1299.89,1,20,1,1,2,2,2,0,2096,9316,65116,42160,0,1566,6387,2555
1036,2,3,70000,6,6,3,12,1,16,1,1,2,2,2,0,7851,8580,0,82068,0,3659,3080,15041
1037,3,6,2500,2,7,15,1423.83,1,9,1,1,2,2,2,0,174713,173413,77684,186128,515705,99216,3638,40718
1038,1,2,40000,5,4,14,1.09,0,0,1,1,2,2,2,0,281755,7786,0,589961,0,30067,15535,73485
1039,3,6,2500,2,6,3,3867.6,2,7,1,1,2,2,2,0,0,62,0,7207,0,120,619,247
1040,1,1,3000,2,4,11,162.22,1,17,1,2,1,2,2,0,0,20965,534013,1546918,0,1093131,81094,552631
1041,2,3,100001,7,6,13,146.51,2,20,1,2,2,1,2,0,451497,162330,0,2749786,0,35544,31358,147179
1042,1,2,6000,3,5,2,1445.54,2,4,1,1,2,2,2,13854,27813,7788,40187,58616,0,998,34900,8075
1043,3,5,50001,6,6,3,150.01,1,12,1,1,2,2,2,0,747111,26562,0,1811110,0,85622,68963,355073
1044,2,4,5000,2,7,5,1120.47,1,2,1,2,2,2,2,0,0,0,0,35429,0,1389,8455,6442
1045,1,1,160000,7,5,14,292.29,1,21,1,2,1,2,2,0,572905,14935,0,1997960,0,87169,48200,203684
1046,4,9,20000,4,8,3,10.69,1,14,1,1,2,2,2,0,97492,89359,0,1112906,0,34838,198058,54347
1047,1,1,90000,6,8,14,317.91,2,21,1,2,1,2,2,76242,178428,6510,344526,701118,37856,31419,17903,78801
1048,3,5,50000,5,4,2,10.69,2,17,1,2,1,2,1,0,87693,55923,0,5805709,0,29387,1086900,652700
1049,1,2,3500,2,3,21,1566.97,1,18,1,1,1,2,2,0,49265,1139,0,131476,0,262,365,2120
1050,3,7,8000,3,6,2,425.71,1,16,1,2,2,2,2,34965,166883,35927,134427,211310,0,4266,152009,28551
1051,2,3,20000,4,4,2,138.47,1,18,1,1,2,1,2,198501,188065,51316,0,353519,0,5361,197321,37283
1052,2,3,250000,8,5,18,20.22,1,18,1,1,2,1,2,0,1956929,31682,0,3860441,0,268279,243187,857491
1053,3,5,5000,2,6,2,300.02,2,12,1,2,2,2,2,5896,94379,18865,55373,109509,0,1517,54942,12496
1054,1,1,45000,5,6,2,12.03,1,6,1,1,2,2,2,0,312384,0,0,829493,0,14079,344903,261133
1055,3,5,2000,2,7,5,1880.68,2,3,1,2,2,2,2,0,0,0,0,117072,0,866,6448,4913
1056,4,9,2000,2,3,2,938.81,1,9,1,1,2,2,2,0,0,54,0,4285,0,57,1933,665
1057,3,6,20000,4,9,5,210.05,1,11,1,1,2,2,2,0,39356,2925,123116,161402,0,3503,25175,19181
1058,2,4,4000,2,6,3,1923.38,2,16,1,2,2,2,2,0,0,1996,9715,19547,0,881,3031,1212
1059,2,3,2500,2,5,13,1279.77,1,21,1,1,2,2,2,0,0,0,0,53951,0,1071,602,2950
1060,1,2,1001,2,7,3,1605.92,1,18,1,1,2,2,2,0,3464,3102,0,12516,0,931,3899,586
1061,2,4,9000,3,3,5,2300.89,2,16,1,2,2,2,2,4894,0,269,0,1440,0,22,149,114
1062,2,3,250000,8,6,2,176.89,1,19,1,2,2,2,2,864858,509951,243242,135038,249253,0,5854,310694,125207
1063,3,7,3000,2,2,6,1262.19,2,16,1,1,2,2,2,0,42286,10943,0,30748,0,169216,3100,28858
1064,2,3,8000,3,6,3,608.66,1,20,1,1,2,2,2,0,18990,11882,0,91136,749,1889,7564,3026
1065,3,6,3000,2,4,3,1711.39,2,9,1,1,2,2,2,0,10991,6125,0,27687,0,1221,4319,1728
1066,3,5,5000,2,5,13,1880.68,1,3,1,2,2,2,1,0,0,1374,1577,20698,0,895,347,1699
1067,1,2,17500,4,2,12,456.47,2,17,1,1,1,2,2,0,0,0,1880,16254,288,261,232,1079
1068,2,4,2000,2,7,5,4601.77,1,2,1,2,2,2,2,0,0,423,0,24057,0,121,734,559
1069,3,5,3000,2,2,12,1426.16,1,6,1,2,2,2,2,4469,10554,4679,4377,5273,1694,3928,841,4122
1070,4,9,1500,2,4,15,1368.23,1,22,1,1,2,2,2,0,65637,8146,0,19616,0,11192,113,1266
1071,4,9,1500,2,6,12,1525.12,2,4,1,1,2,2,2,0,8431,3458,0,11077,0,1482,372,1582
1072,4,9,140000,7,4,5,148.07,2,1,1,2,2,2,2,197926,282532,15702,879240,2579495,0,31320,222028,163023
1073,2,3,160000,7,7,14,92.63,1,2,1,1,2,2,2,0,761047,15452,0,2497861,0,117101,67073,293353
1074,2,4,8000,3,7,3,517.24,2,12,1,1,2,2,2,0,230123,55805,0,814706,0,38814,192677,21589
1075,4,9,350000,8,4,16,20.39,2,13,1,1,2,1,2,0,20010454,670354,0,34316951,7270532,4431479,7132017,14245614
1076,3,5,70000,6,5,14,293.72,1,9,1,2,2,2,2,679083,267390,201349,607334,1149786,55058,57325,27899,121028
1077,3,5,450000,8,5,2,10.12,2,16,1,2,2,1,2,0,3910418,384192,0,12561381,0,181268,6845348,2302692
1078,2,3,4000,2,5,4,423.48,2,17,1,1,2,2,2,8620,5002,5344,3182,6458,0,28,2065,12006
1079,2,3,50000,5,5,5,138.47,2,10,1,1,2,2,2,0,28412,3703,61990,41945,0,2125,14978,10786
1080,2,4,1000000,9,7,5,19.48,1,16,1,1,2,2,2,3608557,618640,54846,0,31969231,7119,233976,1953946,1431070
1081,1,2,600000,9,2,2,238.55,2,19,1,1,1,2,2,0,6528510,302871,0,7457575,0,58316,2719849,911758
1082,3,5,4000,2,6,15,1485.95,1,9,1,2,2,2,2,44242,602048,45536,226342,192804,585217,129588,1312,14685
1083,2,4,17500,4,1,5,415.45,1,12,1,1,1,2,2,0,185870,63849,195049,434033,0,9582,73743,44060
1084,3,7,25001,5,4,18,291.23,2,16,1,1,2,2,2,7390,946992,42802,0,91237,0,5889,3544,20617
1085,4,8,4000,2,6,8,1307.26,2,19,1,1,2,2,2,0,25345,7389,0,58451,0,1114,37134,10032
1086,3,7,1500,2,6,5,1882.46,2,19,2,2,2,2,2,              ,              ,              ,              ,              ,              ,              ,              ,
1087,3,7,10000,3,6,3,1711.39,2,12,1,1,2,2,2,0,39781,27489,50673,151109,0,4574,18585,4576
1088,4,9,90000,6,5,2,76.36,2,22,1,1,2,2,2,0,1044252,908608,0,1735182,11793,15474,410710,382602
1089,3,5,500001,9,8,3,10.69,1,13,1,1,2,2,2,942381,7763665,3612578,11459023,28377178,439448,1253207,1280542,5367756
1090,4,9,3500,2,5,18,290.6,1,20,1,1,2,2,2,0,261773,25912,0,87430,0,5857,2598,21431
1091,2,4,2500,2,3,3,2151.55,2,20,1,1,2,2,2,0,5281,7217,0,26156,0,1200,4052,1621
1092,3,6,3000,2,6,3,583.71,1,11,1,2,1,2,2,0,2082,1855,17560,15803,0,14527,15706,6282
1093,2,4,200000,7,9,3,10.17,2,8,1,1,2,2,2,1399353,818672,438930,907835,4310891,0,161152,210739,759713
1094,1,2,4000,2,3,3,1580.41,2,4,1,1,1,2,2,0,3529,2571,0,26859,0,681,2780,1112
1095,3,7,2500,2,6,15,1485.95,2,12,1,2,2,2,2,12335,96732,10272,37340,52556,143837,29348,509,3221
1096,4,9,500001,9,7,1,222.14,1,1,1,2,2,2,2,0,12379175,465634,0,74033,0,230546,306815,1783360
1097,1,2,15000,4,6,5,426.96,1,18,1,1,2,2,2,0,12779,1612,0,144053,0,1100,7878,5464
1098,2,3,1200000,10,9,13,5.19,1,17,1,1,2,1,2,0,1961949,73322,0,43458094,1169480,2930838,1167194,5534678
1099,3,6,3000,2,3,2,96.3,2,11,1,2,2,2,2,12416,10428,2638,9991,15565,0,232,8397,1752
1100,2,3,90000,6,4,1,389.35,2,21,1,1,1,2,2,0,42001,96962,0,1501722,0,7811,10285,59784
1101,4,9,100000,6,7,2,10.29,2,22,1,1,2,2,2,0,2462885,1399044,0,1074537,0,34504,1435160,257671
1102,3,5,6000,3,8,2,1496.57,1,9,1,1,2,2,2,0,28036,4870,20786,33129,0,569,20864,4854
1103,3,7,3500,2,8,3,1543.02,1,14,1,1,2,2,2,0,49891,19097,0,128005,0,6148,27564,5850
1104,4,9,25000,4,6,4,321.96,1,22,1,1,2,2,2,1275,48799,38408,24644,116423,0,238,15944,92675
1105,3,7,6000,3,4,3,489.1,2,16,1,2,2,2,2,48093,62644,26365,0,97496,0,4643,15976,6391
1106,2,3,80000,6,6,14,293.72,1,6,1,1,2,2,2,955959,339614,136808,518909,1031887,41200,53761,22086,97093
1107,4,9,3500,2,6,21,1400.56,1,17,1,2,2,2,2,0,216,0,0,4030,0,21,34,199
1108,4,9,30000,5,6,13,1.02,0,0,1,1,2,2,2,0,490294,201012,0,1350339,55470,127067,38043,179034
1109,1,1,35000,5,1,13,215.79,1,11,1,1,1,2,2,0,60118,0,0,340938,0,9974,6138,26938
1110,3,7,200001,8,8,5,10.43,2,8,1,1,2,2,2,693567,8390851,449283,5865211,22177658,0,92483,854673,7454406
1111,3,7,2000,2,5,3,1711.39,2,12,1,1,2,2,2,0,7397,3819,0,19116,0,748,2647,1059
1112,4,9,6000,3,6,3,563.47,1,22,1,2,2,2,2,19965,47067,25204,104514,200144,0,5397,25738,5761
1113,2,4,8000,3,3,3,652.22,2,16,1,1,2,2,2,54970,5095,18288,0,60492,0,2640,9464,3785
1114,4,9,10001,4,6,12,432.15,2,14,1,2,2,2,2,12440,10155,0,20939,352585,0,12545,5902,27069
1115,2,3,300000,8,8,2,11.47,1,10,1,2,1,2,2,12800355,1880469,3643088,1136896,5240256,0,141484,5738555,1616434
1116,3,5,450000,8,7,2,10.87,1,2,1,2,1,2,2,3191683,7476957,5993282,1943527,6896873,286517,232286,9323481,2434652
1117,2,3,4500,2,2,1,1740.98,2,2,1,1,2,2,2,0,0,1506,0,32658,0,110,145,843
