BLDGID5,REGION5,CENDIV5,MSA5,CLIMATE5,SQFT5,SQFTC5,NFLOOR5,PORBLG5,NUMBLG5,YRCON5,MONCON5,YRCONC5,EXPRED5,AMTDIF5,PBA5,HT15,HT25,COOL5,WATR5,COOK5,MANU5,GENR5,HEATP5,COOLP5,WKHRS5,WKHRSC5,TOTWK5,TOTWKC5,NWKER5,NWKERC5,WLCNS5,RFCNS5,BLDSHP5,BLDLEN5,BLDWID5,ATTWLL5,GLSSPC5,LTOHRP5,ADJWT5,PAIR5,STRATUM5,ELSUPL5,NGSUPL5,FKSUPL5,STSUPL5,HWSUPL5,ELBTU5,NGBTU5,FKBTU5,STBTU5,HWBTU5,MFBTU5
5388,4,9,2,4,17500,4,2, ,0,1970,  ,6,3,         ,2,1,2,1,1,2,2,2,100,100,64,4,20,4,20,4,5,3,3,     ,     , ,1,100,483.01,2,22,1,1,2,2,2,445856,36015,              ,              ,              ,481871
5389,1,2,2,2,8000,3,4, ,1,1920,  ,3,3,         ,3,1,1,1,1,2,1,2,100,50,60,3,5,2,3,1,6,3,2,100,25,0,2,75,1896.5,2,4,1,1,2,2,2,68301,296352,              ,              ,              ,364653
5390,4,9,2,4,900000,9,3, ,1,1967,  ,5,3,         ,3,1,2,1,1,1,2,2,98,98,73,4,3000,9,1200,9,5,6,3,     ,     , ,1,100,10.29,1,18,1,1,2,2,2,60221326,7592271,              ,              ,              ,67813597
5391,3,5,1,3,1500,2,1,2,   ,1985,  ,7,3,         ,3,1,2,2,2,2,2,2,100,   ,45,2,2,1,2,1,5,3,2,50,33,0,1,90,1880.68,1,3,1,2,1,2,2,14637,              ,76557,              ,              ,91194
5392,4,8,2,5,10000,3,1,2,   ,1982,  ,7,3,         ,5,1,2,1,1,2,1,2,25,25,50,3,8,2,8,2,5,4,2,150,50,0,1,80,415.45,2,8,1,2,2,2,2,270053,              ,              ,              ,              ,270053
5393,1,2,2,2,2000,2,2, ,0,1986,  ,7,3,         ,21,1,2,1,1,2,2,1,100,98,4,1,3,1,1,1,5,6,1,50,50,0,1,100,1605.92,1,4,1,2,1,2,2,606981,              ,15117,              ,              ,622098
5394,1,2,2,3,5001,3,1,2,   ,1955,  ,4,3,         ,7,1,2,1,1,2,2,2,100,2,168,6,1,1,1,1,5,6,2,100,50,0,2,80,6.67,2,17,1,2,2,1,2,39368,              ,              ,1050000,              ,1089368
5395,3,7,2,5,70000,6,1,2,   ,1989,  ,8, ,         ,2,1,2,1,1,2,2,2,100,100,70,4,40,4,40,4,4,4,2,225,85,2,1,100,1.04,0,0,1,1,2,2,2,863721,3847637,              ,              ,              ,4711358
5396,3,7,2,4,12500,4,2, ,1,1988,  ,8, ,         ,2,1,2,1,1,2,2,2,100,100,40,2,25,4,25,4,5,4,3,     ,     , ,2,75,1496.57,2,15,1,1,2,2,2,861158,355314,              ,              ,              ,1216472
5397,3,5,2,4,17500,4,2, ,0,1981,  ,7,3,         ,2,1,2,1,1,2,2,2,100,100,55,3,45,4,45,4,5,4,2,150,120,0,3,90,439.81,1,13,1,2,2,2,2,819453,              ,              ,              ,              ,819453
5398,3,7,2,4,250000,8,9, ,1,1966,  ,5,3,         ,14,1,2,1,1,2,2,1,100,100,81,4,140,6,140,6,5,4,2,260,220,0,3,100,5.12,1,15,1,1,1,2,2,14670914,4994149,7425,              ,              ,19672488
5399,3,7,1,5,4000,2,1,2,   ,1981,  ,7,3,         ,14,1,1,1,1,2,2,2,100,100,45,2,1,1,1,1,3,5,3,     ,     , ,1,100,1851.62,2,19,1,1,2,2,2,122825,85613,              ,              ,              ,208438
5400,3,6,1,3,40000,5,1,2,   ,1970,  ,6,3,         ,3,1,2,1,1,2,2,2,100,100,70,4,25,4,25,4,5,4,2,220,85,0,1,100,96.77,1,11,1,1,2,2,2,334055,176988,              ,              ,              ,511043
5401,3,6,1,5,45000,5,1,2,   ,1965,  ,5,3,         ,5,2,2,2,2,2,2,2,   ,   ,45,2,5,2,5,2,3,5,2,240,180,0,1,50,274.41,2,5,1,2,2,2,2,71065,              ,              ,              ,              ,71065
5402,3,7,1,5,3500,2,2, ,0,1915,  ,2,3,         ,2,1,2,1,1,2,2,2,100,100,40,2,6,2,6,2,5,4,2,45,23,1,1,75,391.65,1,5,1,1,2,2,2,239945,61020,              ,              ,              ,300965
5403,4,8,2,2,22500,4,2, ,0,1978,  ,6,3,         ,14,1,1,1,1,2,2,2,100,75,55,3,40,4,27,4,5,4,2,200,300,0,2,60,286.64,2,19,1,1,2,2,2,267364,410056,              ,              ,              ,677420
5404,4,9,2,4,400000,8,994, ,1,1990,  ,9, ,         ,2,1,2,1,1,2,2,2,100,100,61,4,1200,9,1200,9,1,4,1,75,75,0,5,100,1.07,0,0,1,2,2,2,2,7135516,              ,              ,              ,              ,7135516
5405,3,5,2,3,160000,7,2, ,0,1963,  ,5,3,         ,2,1,2,1,1,2,2,2,25,100,50,3,4,1,4,1,3,5,3,     ,     , ,1,20,1426.16,2,11,1,1,2,2,2,146426,200449,              ,              ,              ,346875
5406,2,3,2,2,5000,2,3, ,1,1899,  ,1,3,         ,3,1,2,1,1,2,2,2,100,10,42,2,1,1,1,1,6,3,2,65,30,0,1,100,1826.41,2,20,1,1,2,2,2,39067,322900,              ,              ,              ,361967
5407,3,5,2,5,120000,7,2, ,0,1960,  ,5,3,         ,5,1,2,1,1,2,2,2,100,30,45,2,12,3,12,3,5,4,2,448,278,0,1,100,21.73,1,6,1,1,2,2,2,672512,382582,              ,              ,              ,1055094
5408,3,6,2,4,1500,2,1,2,   ,1966,  ,5,3,         ,2,1,2,1,1,2,2,2,100,100,168,6,6,2,2,1,5,5,2,50,30,0,3,100,1426.16,2,9,1,2,2,2,2,228079,              ,              ,              ,              ,228079
5409,1,2,1,2,1001,2,1,2,   ,1987,  ,8, ,         ,3,1,2,1,1,2,2,2,100,100,50,3,10,3,9,2,6,6,2,30,40,0,3,100,2139.22,1,8,1,2,2,2,2,146344,              ,              ,              ,              ,146344
5410,2,4,2,3,2000,2,1,2,   ,1988,  ,8, ,         ,15,1,2,1,1,1,2,2,100,100,67,4,13,3,5,2,5,3,2,55,36,0,2,100,1345.78,1,8,1,1,2,2,2,299888,312301,              ,              ,              ,612189
5411,3,7,2,5,350000,8,8, ,1,1991,  ,9, ,         ,2,1,2,1,1,2,2,1,100,100,168,6,700,8,700,8,5,7,1,210,210,0,3,100,1.39,2,7,1,2,1,2,2,36175948,              ,20804,              ,              ,36196752
5412,3,7,2,5,4000,2,1,2,   ,1954,  ,4,3,         ,3,1,2,1,1,2,2,2,100,100,84,4,10,3,5,2,6,4,3,     ,     , ,2,90,2030.18,1,12,1,2,2,2,2,380264,              ,              ,              ,              ,380264
5413,4,9,2,3,4000,2,2, ,0,1974,  ,6,1,90,13,1,2,1,1,2,2,2,100,100,59,3,5,2,5,2,6,5,2,95,45,0,4,100,1438.51,1,14,1,2,2,2,2,21707,              ,              ,              ,              ,21707
5414,4,9,2,3,40000,5,4, ,1,1986,  ,7,3,         ,2,1,1,1,1,2,2,2,100,100,45,2,163,6,163,6,4,2,3,     ,     , ,2,100,12,1,14,1,1,2,2,2,2555479,1148467,              ,              ,              ,3703946
5415,2,4,1,2,140000,7,2, ,1,1958,  ,4,1,3488,4,1,2,1,1,2,2,2,100,100,45,2,60,5,60,5,5,4,3,     ,     , ,1,100,95.11,2,2,1,2,2,1,2,45993961,              ,              ,7147000,              ,53140961
5416,3,7,1,5,1001,2,1,2,   ,1986,  ,7,3,         ,3,1,2,1,1,1,2,2,100,100,126,5,5,2,2,1,5,4,2,40,22,0,1,100,1923.12,1,5,1,2,2,2,2,624232,              ,              ,              ,              ,624232
5417,4,9,2,4,7000,3,1,2,   ,1963,  ,5,3,         ,13,1,2,1,1,1,2,2,60,10,38,1,2,1,2,1,5,4,3,     ,     , ,1,100,274.88,2,4,1,1,2,2,2,43315,82732,              ,              ,              ,126047
5418,3,5,1,4,70000,6,1,2,   ,1972,  ,6,3,         ,3,1,1,1,1,2,1,2,100,75,168,6,260,7,130,6,5,4,2,244,221,0,1,100,29.08,2,3,1,1,2,2,2,4624625,1014388,              ,              ,              ,5639013
5419,1,2,2,3,3000,2,1,2,   ,1959,  ,4,3,         ,3,1,1,1,1,2,2,2,70,30,48,2,3,1,3,1,5,3,3,     ,     , ,2,100,1896.5,1,10,1,1,1,2,2,12819,86024,0,              ,              ,98843
5420,3,5,2,4,250000,8,5, ,1,1989,  ,8, ,         ,2,1,1,1,1,1,2,1,100,93,168,6,400,7,250,7,5,6,3,     ,     , ,2,100,21.37,1,9,1,1,1,2,2,22535550,1586306,0,              ,              ,24121856
5421,3,6,2,4,1500,2,1,2,   ,1987,  ,8, ,         ,15,1,2,1,1,1,2,2,100,100,90,5,20,4,10,3,6,1,3,     ,     , ,1,100,435.97,1,7,1,1,2,2,2,1040097,1945736,              ,              ,              ,2985833
5422,3,5,2,5,3500,2,1,2,   ,1983,  ,7,3,         ,2,1,2,1,1,2,2,2,100,100,47,2,15,3,15,3,5,4,2,70,50,0,2,100,314.65,2,6,1,2,2,2,2,373692,              ,              ,              ,              ,373692
5423,3,5,2,3,300000,8,4, ,1,1977,  ,6,3,         ,3,1,2,1,1,1,2,1,66,66,124,5,255,7,255,7,5,5,2,250,100,2,1,100,21.73,2,7,1,1,1,2,2,267479202,9412572,222736,              ,              ,277114510
5424,3,5,2,5,1001,2,1,2,   ,1964,  ,5,3,         ,3,1,2,2,1,2,2,2,100,   ,94,5,2,1,2,1,5,5,2,50,25,0,3,100,1337.55,1,6,1,1,2,2,2,87999,990310,              ,              ,              ,1078309
5425,4,9,2,4,700000,9,13, ,1,1971,  ,6,3,         ,18,1,1,1,1,1,2,1,100,85,168,6,420,7,200,6,5,4,3,     ,     , ,3,100,20.82,1,7,1,1,1,2,2,35396446,34633465,120383,              ,              ,70150294
5426,4,9,2,4,40000,5,2, ,0,1960,  ,5,3,         ,18,1,2,2,1,2,2,2,100,   ,168,6,3,1,3,1,5,4,3,     ,     , ,2,75,1.06,0,0,1,1,2,2,2,42715,796137,              ,              ,              ,838852
5427,3,5,2,4,600000,9,11, ,0,1966,  ,5,1,104760,16,1,1,1,1,1,2,1,100,90,168,6,2750,10,1000,9,5,11,2,150,190,0,2,100,20.78,2,9,1,1,1,2,2,52712428,129159051,2672565,              ,              ,184544044
5428,1,1,1,1,30000,5,2, ,1,1975,  ,6,3,         ,6,1,1,1,1,1,2,1,85,100,106,5,140,6,120,6,5,2,2,180,150,1,3,100,688.73,2,8,1,2,2,2,2,5373648,              ,              ,              ,              ,5373648
5429,3,7,2,5,70000,6,1,2,   ,1980,  ,7,3,         ,3,1,1,1,1,1,2,2,100,100,91,5,260,6,100,6,5,4,3,     ,     , ,2,100,276.93,1,12,1,1,2,2,2,6472134,384023,              ,              ,              ,6856157
5430,4,9,2,4,8000,3,1,2,   ,1982,  ,7,3,         ,3,1,2,1,1,2,2,2,100,100,51,3,8,2,8,2,6,4,1,75,75,0,3,100,1525.12,1,22,1,2,2,2,2,612788,              ,              ,              ,              ,612788
5431,1,1,2,2,7000,3,1,2,   ,1957,  ,4,3,         ,2,1,2,1,1,2,2,2,100,100,52,3,30,4,30,4,5,4,2,150,50,0,1,100,1520.22,2,1,1,2,1,2,2,154127,              ,323841,              ,              ,477968
5432,2,3,1,1,2000,2,1,2,   ,1960,  ,5,3,         ,15,1,2,1,2,1,2,2,100,100,84,4,3,1,2,1,5,3,2,52,40,0,2,100,728.99,1,16,1,1,2,2,2,342517,143031,              ,              ,              ,485548
5433,1,2,2,3,5001,3,2, ,1,1969,  ,5,3,         ,2,1,2,1,1,2,2,2,100,100,45,2,9,2,9,2,5,1,2,78,30,0,3,100,1684.43,2,17,1,1,2,2,2,75156,191703,              ,              ,              ,266859
5434,2,3,2,2,140000,7,2, ,0,1976,  ,6,3,         ,14,1,2,1,1,1,2,1,90,70,40,2,47,4,36,4,4,6,2,412,320,0,1,100,8.48,2,21,1,1,1,2,2,3865018,2220994,0,              ,              ,6086012
5435,1,2,2,3,3000,2,2, ,1,1942,  ,3,1,850,2,1,2,1,1,2,2,2,100,100,62,4,16,3,6,2,5,6,3,     ,     , ,1,100,1367.05,1,17,1,2,2,2,2,191304,              ,              ,              ,              ,191304
5436,1,2,2,2,35000,5,2, ,0,1970,  ,6,3,         ,3,1,2,1,1,2,1,2,100,25,65,4,40,4,40,4,5,4,3,200,60,0,2,100,571.13,1,18,1,1,2,2,2,1696614,2707608,              ,              ,              ,4404222
5437,2,4,2,1,5000,2,2, ,0,1932,  ,3,3,         ,3,1,1,2,1,2,1,1,100,   ,168,6,4,1,4,1,5,7,2,90,50,0,2,50,415.45,2,18,1,1,1,2,2,86463,487746,4438,              ,              ,578647
5438,3,5,1,3,250000,8,2, ,1,1986,  ,7,3,         ,2,1,2,1,1,2,2,2,100,100,45,2,1140,9,1140,9,5,11,3,     ,     , ,1,100,96.3,1,3,1,2,2,2,2,27524867,              ,              ,              ,              ,27524867
5439,3,5,2,5,25000,4,3, ,0,1980,  ,7,3,         ,8,1,2,1,1,2,2,2,100,100,50,3,40,4,40,4,5,4,3,     ,     , ,1,80,460.67,2,12,1,2,2,2,2,1881718,              ,              ,              ,              ,1881718
5440,3,7,2,5,17500,4,2, ,0,1962,  ,5,3,         ,12,1,2,1,2,2,2,2,100,100,12,1,27,4,27,4,5,3,2,54,275,0,1,100,439.81,1,12,1,1,2,2,2,55755,143031,              ,              ,              ,198786
5441,4,9,2,4,3000,2,1,2,   ,1959,  ,4,3,         ,14,1,2,1,2,2,2,2,100,100,35,1,3,1,3,1,6,3,2,40,100,0,1,100,1322.29,1,5,1,2,2,2,2,5759,              ,              ,              ,              ,5759
5442,3,5,2,5,5000,2,1,2,   ,1985,  ,7,3,         ,15,1,2,1,1,1,2,2,100,100,112,5,15,3,15,3,4,4,3,     ,     , ,1,100,1446.7,1,1,1,1,2,2,2,946574,586942,              ,              ,              ,1533516
5443,3,7,2,5,12500,4,1,2,   ,1985,  ,7,3,         ,3,1,2,1,1,2,2,2,100,100,45,2,23,4,23,4,4,4,2,165,120,0,1,100,489.1,2,14,1,2,2,2,2,654899,              ,              ,              ,              ,654899
5444,2,3,2,2,6000,3,1,2,   ,1948,  ,4,1,1800,15,1,2,1,1,1,2,2,100,90,99,5,8,2,3,1,5,4,2,90,60,0,2,100,437.26,1,20,1,1,2,2,2,470532,821554,              ,              ,              ,1292086
5445,1,2,2,2,100001,7,2, ,0,1991,  ,9, ,         ,13,1,1,1,1,1,2,1,100,100,126,5,114,6,114,6,5,11,3,     ,     , ,2,90,165.17,1,18,1,1,1,2,2,11439958,5279284,0,              ,              ,16719242
5446,3,6,2,3,4000,2,1,2,   ,1947,  ,4,3,         ,1,2,2,2,2,2,2,2,   ,   ,   , ,     ,  ,     ,  ,5,4,2,125,24,1,1,991,1485.95,1,9,2,2,2,2,2,              ,              ,              ,              ,              ,0
5447,2,3,2,2,12500,4,3, ,1,1925,  ,3,3,         ,3,1,2,1,1,1,2,2,100,40,94,5,16,3,6,2,6,4,2,110,80,0,1,90,437.26,1,21,1,1,2,2,2,1416843,406558,              ,              ,              ,1823401
5448,4,9,2,4,1300000,10,995, ,5,1985,  ,7,3,         ,2,1,1,1,1,1,2,1,75,75,65,4,2000,9,2000,9,5,4,3,     ,     , ,3,100,5.14,2,8,1,1,1,2,2,76415152,1294996,490824,              ,              ,78200972
5449,2,3,1,3,25000,4,2, ,1,1894,  ,1,3,         ,12,1,2,2,1,2,2,2,100,   ,12,1,7,2,6,2,6,3,2,125,50,0,2,100,567.89,2,2,1,1,2,2,2,23676,428887,              ,              ,              ,452563
5450,1,2,2,3,4500,2,1,2,   ,1960,  ,5,3,         ,3,1,2,1,1,2,2,2,100,85,64,4,5,2,5,2,5,4,2,120,35,1,2,100,1896.5,2,17,1,1,2,2,2,227707,179663,              ,              ,              ,407370
5451,3,7,2,5,8000,3,1,2,   ,1983,  ,7,3,         ,14,1,2,1,1,1,2,2,100,100,52,3,15,3,15,3,5,3,3,     ,     , ,3,95,4.41,1,16,1,2,2,2,2,540307,              ,              ,              ,              ,540307
5452,1,2,2,3,10001,4,1,2,   ,1915,  ,2,3,         ,2,1,1,1,1,2,2,2,100,85,43,2,10,3,10,3,5,3,2,200,150,0,1,100,1.04,0,0,1,2,1,2,2,211414,              ,486802,              ,              ,698216
5453,2,3,2,2,100000,6,3, ,1,1962,  ,5,3,         ,12,1,2,1,1,1,2,2,100,50,32,1,20,4,3,1,5,2,3,     ,     , ,4,100,450.35,2,20,1,1,2,2,2,165386,1457064,              ,              ,              ,1622450
5454,4,9,2,3,30000,5,3, ,2,1962,  ,5,3,         ,13,1,2,1,1,2,2,2,45,45,60,3,32,4,30,4,4,4,3,     ,     , ,1,100,150.1,1,14,1,1,2,2,2,1286826,915810,              ,              ,              ,2202636
5455,2,4,2,3,7000,3,2, ,1,1953,  ,4,1,1500,14,1,2,1,1,1,2,2,50,50,58,3,22,4,22,4,5,3,2,140,80,0,2,50,291.47,1,8,1,1,2,2,2,196112,208270,              ,              ,              ,404382
5456,4,8,2,2,80000,6,2, ,0,1992,3,9, ,         ,3,1,1,1,1,2,2,2,100,40,87,5,120,6,80,5,5,6,3,     ,     , ,4,90,247.76,2,18,1,1,2,2,2,1081481,1238710,              ,              ,              ,2320191
5457,2,4,2,1,12500,4,3, ,1,1947,  ,4,3,         ,7,1,2,1,1,2,2,2,100,60,168,6,60,4,19,3,6,2,2,100,25,0,1,100,1525.12,2,5,1,2,2,1,2,52695,              ,              ,2238000,              ,2290695
5458,4,9,2,4,100001,7,3, ,0,1963,  ,5,3,         ,14,1,2,2,1,2,2,2,100,   ,96,5,65,5,60,5,4,4,3,     ,     , ,3,80,293.72,2,3,1,2,2,1,2,3364966,              ,              ,6548000,              ,9912966
5459,3,6,2,4,4000,2,1,2,   ,1961,  ,5,3,         ,2,1,1,1,1,2,2,2,100,100,50,3,25,3,15,3,5,3,2,125,40,0,2,100,415.45,2,9,1,1,2,2,2,367442,590852,              ,              ,              ,958294
5460,3,5,2,3,400000,8,12, ,5,1990,  ,9, ,         ,1,1,2,1,1,2,2,1,90,80,   , ,     ,  ,     ,  ,5,4,2,300,200,0,4,991,1.07,0,0,1,2,1,2,2,16054692,              ,0,              ,              ,16054692
5461,1,2,2,2,8000,3,4, ,1,1942,  ,3,3,         ,3,1,2,1,1,1,2,2,80,70,84,4,1,1,1,1,6,2,2,60,40,0,1,100,1421.18,2,4,1,1,2,2,2,187056,294397,              ,              ,              ,481453
5462,1,2,2,2,4000,2,1,2,   ,1982,  ,7,3,         ,3,1,2,1,2,2,2,2,100,100,66,4,1,1,1,1,5,3,2,50,80,0,1,100,2021.32,1,18,1,1,2,2,2,92864,99710,              ,              ,              ,192574
5463,2,3,2,1,17500,4,2, ,1,1990,  ,9, ,         ,2,1,2,1,1,2,2,1,100,95,168,6,35,4,15,3,5,4,1,98,98,0,1,100,436.79,2,18,1,1,1,2,2,588024,1042994,13869,              ,              ,1644887
5464,1,1,2,1,2500,2,2, ,0,1982,  ,7,1,200,3,1,2,1,1,2,2,2,100,8,45,2,4,1,4,1,6,3,1,50,50,0,1,100,460.39,1,17,1,2,2,2,2,88367,              ,              ,              ,              ,88367
5465,2,3,2,2,12500,4,2, ,1,1911,  ,2,3,         ,12,1,2,2,1,2,2,2,100,   ,7,1,5,2,5,2,5,3,2,125,50,0,3,70,1545.96,2,10,1,1,2,2,2,58987,2193211,              ,              ,              ,2252198
5466,3,5,2,3,15000,4,3, ,1,1964,  ,5,3,         ,14,1,2,1,1,1,2,2,50,23,70,4,4,1,4,1,5,2,2,160,50,0,2,20,225.04,1,8,1,1,2,2,2,151005,1123771,              ,              ,              ,1274776
5467,3,7,2,5,1500,2,1,2,   ,1960,  ,5,3,         ,13,1,2,1,1,2,2,2,100,100,20,1,1,1,1,1,5,2,2,80,60,0,1,100,415.45,2,19,1,1,2,2,2,42459,8541,              ,              ,              ,51000
5468,1,2,2,2,5000,2,1,2,   ,1976,  ,6,3,         ,3,1,2,2,1,2,2,2,100,   ,84,4,6,2,2,1,5,3,2,100,50,0,2,100,1605.92,1,4,1,2,1,2,2,70431,              ,83214,              ,              ,153645
5469,3,5,2,5,6000,3,1,2,   ,1950,  ,4,3,         ,15,1,1,1,1,1,2,2,100,100,30,1,10,3,10,3,5,4,2,83,60,1,2,100,1311.11,1,6,1,2,1,2,2,732805,              ,81272,              ,              ,814077
5470,1,2,2,2,20000,4,1,2,   ,1939,  ,3,3,         ,5,2,2,2,2,2,2,2,   ,   ,45,2,2,1,2,1,5,3,3,     ,     , ,1,33,1684.43,2,18,1,2,2,2,2,30575,              ,              ,              ,              ,30575
5471,2,3,2,2,5000,2,1,2,   ,1929,  ,3,3,         ,12,1,2,2,1,1,2,2,100,   ,16,1,1,1,1,1,6,3,2,50,100,0,2,100,415.45,1,20,1,1,2,2,2,23799,446277,              ,              ,              ,470076
5472,2,3,2,1,60000,6,5, ,1,1966,  ,5,3,         ,18,1,2,1,1,1,2,2,100,1,168,6,4,1,4,1,5,6,3,     ,     , ,3,40,16.09,2,18,1,2,2,1,2,1876566,              ,              ,2706000,              ,4582566
5473,3,5,2,4,60000,6,3, ,0,1974,  ,6,3,         ,14,1,2,1,1,2,2,2,100,100,75,4,76,5,76,5,5,4,1,140,140,0,1,100,20.78,2,9,1,2,2,2,2,8012209,              ,              ,              ,              ,8012209
5474,2,3,2,2,7000,3,2, ,0,1986,  ,7,3,         ,5,1,2,1,1,2,2,2,25,25,54,3,3,1,3,1,6,5,2,125,60,0,1,25,444.28,2,21,1,1,2,2,2,92486,111132,              ,              ,              ,203618
5475,4,8,2,5,2000,2,1,2,   ,1986,  ,7,3,         ,2,1,2,1,1,2,2,2,100,100,40,2,4,1,4,1,5,4,2,80,30,1,1,100,1349.78,1,12,1,2,2,2,2,53780,              ,              ,              ,              ,53780
5476,2,3,2,2,2500,2,1,2,   ,1979,  ,6,1,1200,3,1,2,1,1,2,2,2,100,100,50,3,3,1,3,1,5,3,1,70,70,0,1,100,408.89,2,21,1,1,2,2,2,60386,77072,              ,              ,              ,137458
5477,3,7,2,5,30000,5,2, ,0,1983,  ,7,3,         ,3,1,2,1,1,2,2,2,65,25,80,4,21,4,17,3,3,5,2,542,61,0,1,80,425.71,1,12,1,1,2,2,2,1136401,2000582,              ,              ,              ,3136983
5478,3,5,1,4,1500,2,1,2,   ,1985,  ,7,3,         ,5,2,2,2,2,1,2,2,   ,   ,8,1,4,1,4,1,5,3,2,42,35,0,1,60,1953.54,2,3,1,2,2,2,2,28067,              ,              ,              ,              ,28067
5479,1,2,1,2,100000,6,2, ,1,1958,  ,4,3,         ,12,1,2,1,1,1,2,2,100,1,55,3,25,4,10,3,5,3,3,     ,     , ,2,25,287.68,1,8,1,1,2,2,2,162548,1413434,              ,              ,              ,1575982
5480,2,3,1,2,160000,7,5, ,0,1971,  ,6,1,1153,16,1,1,1,1,1,2,1,100,100,168,6,450,7,230,6,5,4,3,     ,     , ,1,95,92.63,1,21,1,1,1,2,2,14128464,33745438,0,              ,              ,47873902
5481,4,9,2,4,120000,7,11, ,1,1985,  ,7,3,         ,18,1,2,1,1,1,2,1,100,100,168,6,155,6,80,5,5,4,3,     ,     , ,3,100,291.47,2,13,1,1,1,2,2,10754191,9184237,19971,              ,              ,19958399
5482,3,7,2,5,3000,2,1,2,   ,1956,  ,4,3,         ,7,1,2,1,1,2,2,2,100,100,168,6,3,3,2,1,5,4,2,62,34,0,1,100,1485.95,1,12,1,2,2,1,2,137237,              ,              ,618000,              ,755237
5483,3,7,2,5,12500,4,2, ,0,1957,  ,4,3,         ,12,1,2,1,1,2,2,2,100,100,8,1,0,0,0,0,5,4,2,100,60,0,1,100,225.04,2,21,1,1,2,2,2,66452,137166,              ,              ,              ,203618
5484,2,3,1,3,5000,2,2, ,0,1983,  ,7,3,         ,3,1,2,2,1,2,2,2,100,   ,53,3,2,1,2,1,5,6,1,70,70,0,1,100,92.63,2,2,1,1,2,2,2,124030,168653,              ,              ,              ,292683
5485,3,5,2,5,6000,3,1,2,   ,1978,  ,6,3,         ,15,1,2,1,1,1,2,2,90,90,121,5,55,5,10,3,5,3,2,140,55,0,2,100,1530.27,2,6,1,2,2,2,2,2335323,              ,              ,              ,              ,2335323
5486,2,3,2,2,5000,2,1,2,   ,1973,  ,6,3,         ,3,1,2,1,1,2,2,2,100,100,40,2,12,3,12,3,5,1,2,105,46,0,2,100,296.15,2,21,1,2,2,2,2,721556,              ,              ,              ,              ,721556
5487,3,5,2,5,5001,3,1,2,   ,1985,  ,7,3,         ,2,1,2,1,1,2,2,2,100,100,45,2,10,3,10,3,5,1,3,     ,     , ,2,100,1543.02,1,1,1,2,2,2,2,92939,              ,              ,              ,              ,92939
5488,4,9,2,4,6000,3,1,2,   ,1975,  ,6,3,         ,14,1,2,1,2,2,2,2,90,5,38,1,1,1,1,1,4,4,2,120,60,1,1,50,1.3,2,22,1,1,2,2,2,87467,48569,              ,              ,              ,136036
5489,4,9,2,3,80000,6,2, ,0,1976,  ,6,3,         ,14,1,2,1,1,2,2,2,100,100,80,4,90,5,41,4,5,20,2,360,140,0,1,100,290.6,2,14,1,2,2,2,2,4569610,              ,              ,              ,              ,4569610
5490,3,6,2,4,90000,6,1,2,   ,1970,  ,6,3,         ,1,2,2,2,2,2,2,2,   ,   ,   , ,     ,  ,     ,  ,4,4,2,50,225,3,1,991,21.73,2,9,2,2,2,2,2,              ,              ,              ,              ,              ,0
5491,3,7,1,5,15000,4,1,2,   ,1956,  ,4,3,         ,13,1,2,2,1,2,2,2,100,   ,45,2,2,1,2,1,5,4,2,200,100,0,1,100,582.99,2,19,1,1,2,2,2,185896,138092,              ,              ,              ,323988
5492,2,3,2,1,50001,6,1,2,   ,1978,  ,6,1,18000,3,1,1,2,1,2,2,2,55,   ,60,3,50,5,50,5,5,4,2,360,140,0,1,100,517.24,2,18,1,2,2,2,2,514277,              ,              ,              ,              ,514277
5493,1,2,2,3,7000,3,1,2,   ,1965,  ,5,3,         ,8,1,2,1,1,2,2,2,95,100,168,6,27,4,18,3,5,3,2,100,36,0,2,95,460.39,2,10,1,1,2,2,2,412275,433826,              ,              ,              ,846101
5494,1,2,1,2,1500,2,1,2,   ,1945,  ,3,3,         ,5,2,2,2,2,2,2,2,   ,   ,995,0,0,0,0,0,6,3,2,35,48,0,1,991,2139.22,1,8,2,2,2,2,2,              ,              ,              ,              ,              ,0
5495,1,1,2,2,2500,2,1,2,   ,1920,  ,3,3,         ,13,1,2,2,2,2,2,2,100,   ,49,3,0,0,0,0,5,4,2,130,54,0,1,5,421.1,1,14,1,1,2,2,2,29596,345229,              ,              ,              ,374825
5496,3,5,2,3,700000,9,995, ,1,1991,  ,9, ,         ,2,1,1,1,1,1,2,1,100,90,71,4,1500,9,1500,9,4,8,2,318,156,2,4,100,1.07,0,0,1,1,1,1,2,35755395,247886,236605,11077000,              ,47316886
5497,3,6,2,4,200001,8,1,2,   ,1974,  ,6,3,         ,1,1,1,2,2,2,2,2,100,   ,   , ,     ,  ,     ,  ,5,4,2,800,200,0,1,991,10.03,2,7,1,1,2,2,2,6751113,1785521,              ,              ,              ,8536634
5498,3,5,1,4,1500,2,1,2,   ,1965,  ,5,3,         ,14,1,2,1,1,2,2,2,100,100,60,3,4,1,2,1,3,3,3,     ,     , ,1,100,1684.34,2,3,1,2,2,2,2,133068,              ,              ,              ,              ,133068
5499,2,3,2,1,2000,2,2, ,1,1941,  ,3,3,         ,15,1,2,1,1,1,2,2,100,66,112,5,8,2,3,1,6,1,3,     ,     , ,1,100,1349.78,1,18,1,2,2,2,2,230419,              ,              ,              ,              ,230419
