BLDGID4,REGION4,CENDIV4,MSA4,CLIMATE4,SQFT4,SQFTC4,PBA4,HT14,HT24,COOL4,WATR4,COOK4,MANU4,GENR4,HEATP4,COOLP4,WKHRS4,WKHRSC4,NWKER4,NWKERC4,YRCON4,YRCONC4,NFLOOR4,LTOHRP4,ADJWT4,STRATUM4,PAIR4,ELSUPL4,NGSUPL4,FKSUPL4,STSUPL4,HWSUPL4,ELBTU4,NGBTU4,FKBTU4,STBTU4,HWBTU4,MFBTU4
157,2,3,1,1,1001,2,3,1,1,1,2,2,2,2,100,50,46,2,2,1,1926,3,3,30,584.61,6,1,1,1,2,2,2,16917,159289,0,0,0,176206
158,1,2,2,3,70000,6,13,1,2,1,1,1,2,1,100,20,45,2,85,5,1955,4,3,100,1.04,,0,1,1,1,2,2,1060310,230056,8710876,0,0,10001242
159,4,9,2,3,2500,2,2,1,1,2,1,2,2,2,100,0,58,3,10,3,1918,2,3,70,1509.24,16,1,1,1,2,2,2,44298,128117,0,0,0,172415
160,1,2,2,3,140000,7,2,1,2,1,1,2,2,2,100,90,50,3,499,7,1968,5,1,100,20,1,2,1,1,2,2,2,8375983,7198102,0,0,0,15574085
161,3,5,2,3,12500,4,2,1,1,1,1,2,2,1,100,100,48,2,45,4,1975,6,1,100,5.74,20,2,1,1,1,2,2,132354,19992553,789969,0,0,20914876
162,4,8,1,4,5000,2,3,1,2,1,2,2,2,2,100,33,50,3,4,1,1983,7,1,100,2806.34,2,2,1,1,2,2,2,41378,57930,0,0,0,99308
163,3,7,2,5,4000,2,2,1,2,1,1,2,2,2,100,100,54,3,11,3,1983,7,1,100,1859.44,10,1,1,2,2,2,2,243975,0,0,0,0,243975
164,3,5,1,4,60000,6,12,2,2,2,2,2,2,2,0,0,56,3,10,3,1937,3,2,100,208.64,6,2,1,2,2,2,2,48103,0,0,0,0,48103
165,3,6,2,4,200000,7,12,1,2,2,1,2,1,2,25,0,168,7,280,7,1981,7,1,100,120.48,10,2,1,1,2,2,2,35482216,8570028,0,0,0,44052244
166,4,9,2,4,120000,7,3,1,2,1,1,2,1,2,50,5,45,2,80,5,1956,4,1,100,163.32,13,1,1,1,2,2,2,1594151,1470006,0,0,0,3064157
167,1,1,2,1,200000,7,13,1,1,1,1,1,2,2,100,2,60,3,100,6,1957,4,1,100,8.39,12,2,1,2,1,2,2,1581456,0,3524113,0,0,5105569
168,3,6,2,5,1001,2,3,1,2,1,1,2,2,2,100,100,66,4,3,1,1973,6,1,75,1616.48,3,2,1,1,2,2,2,590454,332141,0,0,0,922595
169,4,9,2,3,9000,3,2,1,2,1,1,2,2,2,100,100,48,2,16,3,1985,8,1,95,1735.25,7,2,1,2,2,2,2,192437,0,0,0,0,192437
170,2,3,2,2,6000,3,3,1,2,1,1,2,2,2,100,25,168,7,6,2,1969,5,1,85,1636.49,14,2,1,1,2,2,2,531375,265222,0,0,0,796597
171,3,7,2,5,30000,5,12,1,2,1,1,2,1,2,100,16,45,2,14,3,1985,8,1,100,235.53,8,2,1,1,2,2,2,523624,839041,0,0,0,1362665
172,1,1,2,2,10001,4,4,1,2,2,1,1,2,2,50,0,30,1,4,1,1923,3,2,20,490.89,11,1,1,1,1,2,2,15741,20155,436319,0,0,472215
173,3,5,2,5,60000,6,12,1,2,1,1,2,2,2,5,5,53,3,2,1,1986,8,1,20,1595.2,15,2,1,2,2,2,2,181329,0,0,0,0,181329
174,3,7,2,4,120000,7,6,1,2,1,1,1,2,2,100,100,168,7,150,6,1968,5,4,80,347.16,3,1,1,1,2,2,1,14701024,666706,0,0,17686542,33054272
175,3,7,2,4,250000,8,2,1,2,1,1,1,2,2,100,100,43,2,550,8,1954,4,13,75,22.3,3,1,1,1,2,2,2,21264817,9833498,0,0,0,31098315
176,2,3,1,1,8000,3,1,1,2,1,1,1,2,2,50,25,112,5,5,2,1890,1,4,25,682.05,6,2,1,1,2,2,2,307642,250995,0,0,0,558637
177,4,9,2,4,1000000,9,15,1,1,1,1,1,2,2,85,85,168,7,7750,11,1969,5,12,87,10.04,3,1,1,1,1,3,2,152962941,10410295,1764217,0,0,165137453
178,3,7,2,5,9000,3,4,1,2,1,1,1,2,2,90,15,45,2,10,3,1950,4,1,100,496.13,13,1,1,1,2,2,2,632182,372281,0,0,0,1004463
179,1,2,2,2,1500000,10,2,1,2,1,1,1,2,2,100,100,60,3,1100,9,1978,6,994,85,2.56,1,2,1,2,2,1,2,95011088,0,0,163893744,0,258904832
180,1,1,2,2,4000,2,4,1,2,1,1,1,2,2,100,100,123,5,2,1,1927,3,2,100,490.89,17,1,1,1,2,2,2,106746,293450,0,0,0,400196
181,2,4,1,1,1500,2,4,1,2,1,1,2,2,2,100,85,38,1,3,1,1973,6,1,100,682.05,12,2,1,1,2,2,2,64373,404911,0,0,0,469284
182,3,6,1,3,3500,2,4,1,2,1,1,2,2,2,100,100,21,1,9,2,1925,3,2,100,2124.65,11,1,1,2,2,2,2,47615,0,0,0,0,47615
183,3,5,2,3,10000,3,12,1,2,1,1,2,2,2,25,25,48,2,11,3,1959,4,3,100,1895.05,20,1,1,1,2,2,2,102659,172161,0,0,0,274820
184,3,5,1,4,22500,4,1,2,2,2,2,2,2,2,0,0,0,,0,,1954,4,1,997,652.28,6,2,2,2,2,2,2,0,0,0,0,0,0
185,3,5,2,5,200001,8,2,2,2,1,2,2,2,1,0,88,86,5,600,8,1977,6,994,88,22.3,4,2,1,2,1,2,2,16125112,0,276364,0,0,16401476
186,3,5,2,5,6000,3,3,2,2,1,2,2,2,2,0,100,86,5,6,2,1945,3,1,100,597.74,6,1,1,2,2,2,2,275151,0,0,0,0,275151
187,3,7,2,5,4000,2,1,2,2,2,2,2,2,2,0,0,0,,0,,1920,3,1,997,1595.2,10,1,2,2,2,2,2,0,0,0,0,0,0
188,4,9,2,3,15000,4,4,1,1,2,1,2,2,2,100,0,60,3,2,1,1939,3,2,25,1654.84,7,2,1,2,2,1,2,2097,0,0,452240,0,454337
189,1,2,2,3,10000,3,3,1,2,2,2,2,2,2,100,0,112,5,23,4,1975,6,1,100,1638.2,10,2,1,2,1,2,2,3283953,0,3046492,0,0,6330445
190,3,7,1,5,70000,6,13,1,2,1,1,1,1,1,97,97,45,2,60,5,1974,6,2,75,408.36,20,2,1,1,2,2,2,2370411,3311487,0,0,0,5681898
191,2,3,2,2,4500,2,3,1,2,1,1,1,2,2,100,100,40,2,6,2,1958,4,1,100,1904.68,5,2,1,1,2,2,2,136093,237517,0,0,0,373610
192,1,2,2,3,15000,4,2,1,2,2,1,2,2,2,100,0,50,3,200,6,1955,4,3,100,1468.67,19,1,1,1,2,2,2,1803517,702201,0,0,0,2505718
193,1,2,2,3,2000,2,3,1,2,2,2,2,2,2,100,0,84,4,4,1,1976,6,1,100,2039.07,5,2,1,2,1,2,2,199183,0,129699,0,0,328882
194,4,9,2,4,700000,9,2,1,1,1,1,2,2,2,95,95,55,3,2300,9,1968,5,994,95,10.27,7,2,1,1,1,2,2,34679841,20888369,1012437,0,0,56580647
195,2,3,2,2,10000,3,3,1,2,1,1,2,2,2,100,30,48,2,13,3,1973,6,2,100,1904.68,14,2,1,1,2,2,2,281999,1060910,0,0,0,1342909
196,1,2,1,2,17500,4,3,1,2,1,1,2,2,2,100,100,87,5,20,4,1975,6,1,100,423.05,16,2,1,1,2,2,2,2308819,555596,0,0,0,2864415
197,3,7,2,4,70000,6,17,1,2,1,1,2,2,2,100,100,168,7,8,2,1971,6,8,100,306.28,3,2,1,2,2,1,2,2336701,0,0,6784081,0,9120782
198,3,5,2,3,350000,8,2,1,2,1,1,1,2,2,100,75,55,3,2300,9,1969,5,14,100,20,15,1,1,1,1,2,2,27789358,136106,8198478,0,0,36123942
199,1,2,2,2,5000,2,19,1,2,1,1,2,1,1,20,5,43,2,2,1,1970,6,1,15,1468.67,1,2,1,2,2,2,2,134838,0,0,0,0,134838
200,4,9,2,3,4500,2,3,1,2,1,1,2,2,2,100,75,48,2,5,2,1890,1,4,100,2004.53,10,2,1,2,2,2,2,269679,0,0,0,0,269679
201,4,8,1,1,3500,2,12,2,2,2,2,2,2,2,0,0,168,7,0,0,1985,8,1,0,2316.77,13,2,2,2,2,2,2,0,0,0,0,0,0
202,3,7,2,5,15000,4,3,1,1,1,1,2,2,2,30,30,53,3,12,3,1960,5,1,30,1895.05,10,1,1,1,1,2,2,194432,82952,7528,0,0,284912
203,1,2,2,3,9000,3,2,1,2,1,1,2,2,2,100,90,50,3,40,4,1987,9,1,90,421.59,5,1,1,1,2,2,2,475351,184620,0,0,0,659971
204,3,5,2,5,20000,4,3,1,2,1,1,2,2,2,33,20,45,2,8,2,1973,6,2,80,597.74,8,1,1,1,2,2,2,273540,241562,0,0,0,515102
205,3,6,1,5,20000,4,13,1,2,1,2,2,2,2,100,10,40,2,5,2,1952,4,1,100,612.45,2,1,1,1,2,2,2,470317,736109,0,0,0,1206426
206,2,4,2,2,8000,3,2,1,2,1,1,2,2,2,100,95,43,2,15,3,1974,6,3,95,1636.1,6,2,1,1,2,2,2,3636147,906609,0,0,0,4542756
207,3,7,2,5,350000,8,17,1,2,1,1,1,2,2,100,100,168,7,350,7,1980,7,994,50,22.3,4,2,1,1,2,1,1,39512183,5828002,0,44496309,0,89836494
208,1,2,2,3,80000,6,11,1,2,1,1,2,2,2,10,10,68,4,30,4,1988,9,2,80,165.55,2,1,1,1,2,2,2,31651077,1126933,0,0,0,32778010
209,4,8,1,2,5000,2,2,1,2,1,1,2,2,2,100,60,88,5,8,2,1980,7,2,60,2429.36,2,1,1,2,2,2,2,284056,0,0,0,0,284056
210,2,3,2,1,2500,2,2,1,2,1,1,2,2,2,100,100,45,2,10,3,1935,3,1,100,1636.1,17,1,1,1,2,2,2,120827,643340,0,0,0,764167
211,4,9,2,4,60000,6,12,1,2,1,1,2,1,2,5,5,45,2,80,5,1962,5,2,100,163.32,2,2,1,1,2,2,2,1109620,2320709,0,0,0,3430329
212,2,3,2,2,45000,5,13,1,2,2,1,2,2,2,100,0,54,3,5,2,1920,3,1,50,229.73,14,1,1,1,2,1,2,1161677,229421,0,1838762,0,3229860
213,3,5,2,5,2000,2,2,1,2,1,2,2,2,2,100,100,48,2,4,1,1969,5,2,100,1597.65,4,2,1,2,2,2,2,26189,0,0,0,0,26189
214,1,2,2,3,15000,4,17,1,2,1,1,2,2,2,100,100,168,7,6,2,1951,4,2,100,476.91,5,2,1,1,2,2,2,464780,2087780,0,0,0,2552560
215,3,5,1,3,5000,2,2,1,2,1,1,2,2,2,100,100,48,2,2,1,1984,8,1,25,1836.5,6,1,1,2,2,2,2,39053,0,0,0,0,39053
216,4,9,2,4,12500,4,14,1,2,1,1,1,2,2,100,100,38,1,8,2,1970,6,1,100,460.95,15,1,1,2,2,2,2,534062,0,0,0,0,534062
217,4,9,2,4,20000,4,15,1,2,1,1,2,2,2,96,96,168,7,14,3,1953,4,2,80,460.95,7,1,1,2,2,1,2,784313,0,0,2407075,0,3191388
218,3,6,1,3,6000,3,3,1,1,2,2,2,2,2,100,0,49,3,1,1,1985,8,2,33,626.97,11,1,1,2,2,2,2,22952,0,0,0,0,22952
219,1,2,2,2,600000,9,2,1,2,1,1,1,2,2,100,95,50,3,2000,9,1938,3,995,95,10.28,1,2,1,2,2,1,2,59235046,0,0,78044640,0,137279686
220,2,3,2,2,1500,2,1,2,2,2,2,2,2,2,0,0,0,,0,,1905,2,1,997,509.17,19,2,1,2,2,2,2,161452,0,0,0,0,161452
221,4,8,2,5,20000,4,2,1,2,1,1,2,1,2,90,90,80,4,70,5,1976,6,1,90,1790.57,3,2,1,2,2,2,2,3568438,0,0,0,0,3568438
222,3,5,2,5,6000,3,4,1,2,1,2,2,2,2,100,100,78,4,1,1,1972,6,1,100,496.13,4,2,1,2,2,2,1,83492,0,0,0,360342,443834
223,3,6,1,5,1500,2,1,2,2,2,2,2,2,2,0,0,0,,0,,1920,3,1,997,2124.65,2,1,2,2,2,2,2,0,0,0,0,0,0
224,4,8,2,2,30000,5,13,1,2,2,1,2,2,2,100,0,45,2,4,1,1967,5,1,100,5.2,19,2,1,1,2,2,2,114940,1581578,0,0,0,1696518
225,1,2,2,2,700000,9,15,1,1,1,1,1,2,1,100,25,168,7,1800,9,1949,4,14,100,10.04,20,1,1,1,1,1,3,40601458,126972384,10536935,95176446,0,273287223
226,4,9,2,4,140000,7,12,1,1,1,1,2,2,2,27,27,50,3,200,6,1974,6,2,100,163.32,1,1,1,1,2,2,2,6034463,2241365,0,0,0,8275828
227,4,8,2,2,15000,4,2,1,2,2,1,2,2,2,100,0,53,3,13,3,1901,2,3,80,497.58,19,1,1,2,2,1,3,32037,0,0,615000,0,647037
228,3,5,2,5,4500,2,6,1,2,1,1,2,2,2,100,100,80,4,15,3,1985,8,1,100,10,4,2,1,2,2,2,2,346396,0,0,0,0,346396
229,4,9,2,4,17500,4,3,1,2,1,1,1,2,2,60,60,73,4,30,4,1988,9,1,60,657.7,15,2,1,1,2,2,2,1124430,1562587,0,0,0,2687017
230,2,3,1,1,6000,3,1,2,2,2,2,2,2,2,0,0,0,,0,,1898,1,3,997,682.05,13,2,2,2,2,2,2,0,0,0,0,0,0
231,1,1,1,1,60000,6,12,1,1,1,1,2,2,2,100,5,140,5,30,4,1988,9,2,100,9.91,12,1,1,2,1,2,2,585339,0,3180994,0,0,3766333
232,3,5,2,3,25001,5,12,1,2,1,2,2,2,2,100,20,51,3,12,3,1974,6,2,100,239.78,6,1,1,1,2,2,2,222791,921529,0,0,0,1144320
233,4,9,2,4,17500,4,12,2,2,1,1,2,2,2,0,25,50,3,10,3,1985,8,1,100,268.52,7,1,1,2,2,2,2,250012,0,0,0,0,250012
234,4,9,2,4,7000,3,12,1,2,1,1,2,2,2,100,100,54,3,2,1,1981,7,2,100,502.74,7,1,1,1,2,2,2,61534,150255,0,0,0,211789
235,4,9,2,4,8000,3,6,1,1,1,1,1,2,1,100,5,168,7,5,2,1965,5,1,100,1654.84,7,2,1,1,1,2,2,297192,365806,42764,0,0,705762
236,1,2,2,2,1500,2,14,1,2,2,1,1,2,2,100,0,86,5,7,2,1945,3,2,100,1468.67,20,2,1,1,2,2,2,161090,725767,0,0,0,886857
237,4,8,1,2,60000,6,13,1,2,1,1,1,2,2,100,100,45,2,40,4,1989,9,1,95,463.53,2,1,1,1,2,2,2,63786,2650141,0,0,0,2713927
238,1,1,2,2,140000,7,2,1,1,1,1,1,2,1,100,95,43,2,110,6,1970,6,3,100,10.28,12,1,1,2,1,2,2,7520546,0,4853395,0,0,12373941
239,1,2,2,2,15000,4,3,1,2,1,1,2,2,2,100,100,84,4,18,3,1984,8,2,100,2039.07,20,2,1,1,2,2,2,717478,378093,0,0,0,1095571
240,4,9,2,5,300000,8,19,2,2,2,2,2,2,2,0,0,168,7,0,0,1987,9,3,100,1.07,,0,1,2,2,2,2,1459267,0,0,0,0,1459267
241,4,9,2,4,22500,4,2,1,2,1,1,2,2,2,75,75,45,2,20,4,1982,7,2,99,256.39,18,1,1,2,2,2,2,360621,0,0,0,0,360621
242,2,3,2,2,10000,3,4,1,2,1,1,2,2,2,100,100,56,3,2,1,1960,5,1,20,1636.49,2,1,1,1,2,2,2,115119,1325370,0,0,0,1440489
243,4,9,2,4,6000,3,3,1,2,1,1,2,1,2,100,100,45,2,10,3,1956,4,1,100,418.26,19,2,1,1,2,2,2,173812,57472,0,0,0,231284
244,3,7,2,4,6000,3,13,1,2,2,1,2,2,2,100,0,35,1,1,1,1986,8,1,100,10.73,3,2,1,1,2,2,2,68483,508299,0,0,0,576782
245,1,2,2,3,1500000,10,2,1,2,1,1,1,2,2,100,100,50,3,7750,11,1964,5,995,100,7.37,5,1,1,2,2,1,2,253058452,0,0,110179349,0,363237801
246,2,3,1,1,10000,3,3,1,2,2,2,2,2,2,100,0,47,2,2,1,1972,6,1,10,1991.37,3,1,1,1,2,2,2,55315,1128534,0,0,0,1183849
247,3,7,2,5,2000,2,2,1,2,1,1,2,2,2,100,100,49,3,3,1,1952,4,1,50,1616.48,11,2,1,1,2,2,2,21980,45237,0,0,0,67217
248,1,2,1,2,2000,2,19,2,2,2,2,2,2,2,0,0,35,1,1,1,1965,5,1,100,2184.21,16,2,1,2,2,2,2,29368,0,0,0,0,29368
249,3,7,1,5,6000,3,12,2,2,2,2,2,2,2,0,0,168,7,0,0,1958,4,1,100,2170.72,20,1,1,2,2,2,2,38541,0,0,0,0,38541
250,3,7,2,5,40000,5,12,1,2,2,2,2,2,2,1,0,43,2,1,1,1963,5,1,1,22.3,10,1,1,2,2,2,2,19371,0,0,0,0,19371
251,1,2,2,2,8000,3,3,1,2,1,1,2,2,2,80,2,52,3,9,2,1948,4,2,80,597.34,1,1,1,2,1,2,2,201172,0,181961,0,0,383133
252,3,5,2,4,600000,9,15,1,1,1,1,1,2,2,100,100,168,7,1375,9,1967,5,12,100,20.54,16,2,1,1,1,2,2,80705686,89466947,4174292,0,0,174346925
253,3,7,1,5,1001,2,3,1,1,1,1,2,2,2,100,100,21,1,3,1,1971,6,1,25,2650.99,9,2,1,1,2,2,2,172428,26285,0,0,0,198713
254,3,7,2,5,800000,9,2,1,2,1,1,1,2,2,100,100,65,4,800,8,1978,6,995,100,10.39,6,2,1,2,2,1,2,37870210,0,0,37292280,0,75162490
255,3,5,2,5,5000,2,2,1,2,1,1,2,2,2,100,100,40,2,7,2,1986,8,2,100,1597.65,4,2,1,2,2,2,2,127124,0,0,0,0,127124
256,1,2,2,2,8000,3,12,1,2,2,1,2,2,2,1,0,56,3,0,0,1861,1,1,100,1849.99,1,1,1,2,2,2,2,51948,0,0,0,0,51948
257,1,2,2,2,350000,8,15,1,2,1,1,1,2,2,100,70,168,7,1500,9,1972,6,8,90,20.84,20,1,1,1,2,2,2,28326028,51977236,0,0,0,80303264
258,1,1,2,1,9000,3,2,1,2,1,1,2,2,2,100,90,96,5,13,3,1980,7,2,100,20.83,12,2,1,2,1,2,2,411359,0,923046,0,0,1334405
259,3,5,2,3,140000,7,13,1,2,1,1,1,2,2,100,4,50,3,150,6,1915,2,3,98,22.94,4,2,1,1,2,1,2,3396610,9875450,0,14023906,0,27295966
260,2,3,1,2,2500,2,12,2,2,2,2,2,2,2,0,0,45,2,0,0,1955,4,1,33,1991.37,8,1,1,2,2,2,2,17651,0,0,0,0,17651
261,3,7,2,5,180000,7,4,1,2,1,1,2,2,2,100,99,93,5,50,5,1968,5,4,99,306.28,13,2,1,2,2,1,2,4062373,0,0,16751518,0,20813891
262,2,4,1,3,3000,2,12,2,2,2,2,2,2,2,0,0,0,0,0,0,1965,5,1,0,1991.37,18,1,1,2,2,2,2,356398,0,0,0,0,356398
263,2,3,2,2,40000,5,3,1,1,1,1,1,2,2,100,80,84,4,50,5,1962,5,1,90,610.82,4,1,1,1,2,2,2,2232649,1465913,0,0,0,3698562
264,3,5,2,4,22500,4,2,1,2,1,1,2,2,2,100,100,48,2,35,4,1953,4,3,100,459.35,16,1,1,2,2,1,2,1033820,0,0,2600900,0,3634720
265,4,9,2,4,180000,7,19,2,2,2,2,2,2,2,0,0,168,7,10,3,1989,9,4,75,10.09,13,2,1,2,2,2,2,2223547,0,0,0,0,2223547
266,3,5,2,5,2000,2,14,2,2,1,1,1,2,2,0,90,126,5,20,4,1926,3,1,100,3.13,8,2,1,1,2,2,2,35874,2027196,0,0,0,2063070
267,1,2,2,2,6000,3,16,1,2,1,1,1,2,2,100,50,168,7,4,1,1964,5,3,50,1468.67,1,1,1,2,1,2,2,182447,0,387084,0,0,569531
268,4,9,2,4,35000,5,12,1,2,2,1,2,2,2,25,0,63,4,45,4,1862,1,3,80,268.52,7,1,1,2,2,2,2,957284,0,0,0,0,957284
269,1,2,2,3,250000,8,13,1,2,1,1,1,2,1,100,95,93,5,330,7,1975,6,11,100,10.05,20,2,1,1,1,1,2,1638862,496593,588502,23052117,0,25776074
270,3,7,2,5,10001,4,4,1,2,1,1,2,2,2,100,85,55,3,10,3,1933,3,2,100,496.13,13,1,1,1,2,2,1,269480,693285,0,0,510011,1472776
271,2,3,2,2,120000,7,15,1,1,1,1,1,2,1,100,90,168,7,350,7,1984,8,4,95,306.28,5,1,1,1,1,2,2,16818071,20098514,0,0,0,36916585
272,3,5,2,5,17500,4,3,1,2,1,2,2,2,2,60,60,46,2,30,4,1926,3,3,60,358.11,4,2,1,2,2,2,2,37996,0,0,0,0,37996
273,4,8,2,2,25000,4,17,1,2,1,1,1,2,2,100,100,168,7,20,4,1973,6,2,75,497.58,19,2,1,1,2,2,2,914725,1551883,0,0,0,2466608
274,4,9,2,4,12500,4,2,1,2,1,1,2,2,2,100,100,39,1,20,4,1961,5,2,70,1735.25,13,2,1,1,2,2,2,733398,139481,0,0,0,872879
275,4,9,2,4,250000,8,12,1,2,1,1,2,2,2,100,25,70,4,255,7,1957,4,1,100,163.32,2,2,1,1,2,2,2,2799001,936324,0,0,0,3735325
276,3,6,2,5,30000,5,2,1,2,1,2,2,2,2,100,100,45,2,13,3,1906,2,2,100,1597.65,3,2,1,1,2,2,2,205388,126803,0,0,0,332191
277,1,2,2,3,1500000,10,15,1,1,1,1,2,2,1,100,95,168,7,550,8,1974,6,8,100,10.04,14,1,1,1,1,2,2,32238066,36225912,423837,0,0,68887815
278,4,9,2,4,2000,2,2,1,2,2,1,2,2,2,90,0,43,2,3,1,1964,5,1,85,1.44,7,2,1,1,2,2,2,37588,89281,0,0,0,126869
279,4,9,2,3,25000,4,12,1,1,1,1,2,1,2,25,20,64,4,23,4,1981,7,4,100,657.7,7,1,1,1,2,2,2,1052352,175975,0,0,0,1228327
280,3,7,2,5,50001,6,13,1,2,1,1,1,2,2,35,35,58,3,40,4,1980,7,2,100,1.13,,0,1,1,2,2,2,1833983,1726812,0,0,0,3560795
281,3,7,2,5,12500,4,12,2,2,2,2,2,2,2,0,0,43,2,0,0,1985,8,1,50,235.53,9,2,1,2,2,2,2,192462,0,0,0,0,192462
282,2,3,2,2,350000,8,12,1,2,1,1,2,1,2,100,1,59,3,43,4,1980,7,1,50,10.74,12,1,1,1,2,2,2,1815620,13885599,0,0,0,15701219
283,2,3,2,2,9000,3,12,1,2,2,2,2,2,2,995,0,50,3,0,0,1963,5,1,100,6.25,5,2,1,2,2,2,2,323907,0,0,0,0,323907
284,2,4,2,1,30000,5,12,1,2,1,2,2,2,2,50,50,73,4,5,2,1972,6,1,100,1904.68,6,1,1,1,2,2,2,198543,514554,0,0,0,713097
285,4,9,2,4,30000,5,12,1,2,1,1,2,2,2,10,10,48,2,14,3,1968,5,1,100,673.4,11,2,1,1,2,2,2,416267,33773,0,0,0,450040
286,2,4,2,1,45000,5,12,1,2,1,1,2,1,2,100,17,120,5,26,4,1968,5,1,100,306.28,6,1,1,1,2,2,2,3565835,11348532,0,0,0,14914367
287,3,5,2,4,1500,2,13,1,2,1,2,2,2,2,100,100,64,4,5,2,1969,5,1,100,1472.34,4,2,1,1,2,2,2,18389,176118,0,0,0,194507
288,2,3,2,3,17500,4,13,1,2,1,1,2,2,2,100,98,50,3,10,3,1978,6,3,85,306.28,13,2,1,2,2,2,2,2325731,0,0,0,0,2325731
289,1,2,1,2,12500,4,4,1,2,2,1,1,2,2,50,0,45,2,2,1,1982,7,2,5,654.5,16,2,1,2,1,2,2,44835,0,351024,0,0,395859
290,2,4,2,1,600000,9,2,1,2,1,1,1,2,1,100,90,78,4,550,8,1978,6,994,100,10.06,17,1,1,3,1,1,2,55176775,0,712692,144944787,0,200834254
291,2,3,1,1,80000,6,13,1,2,2,1,1,2,2,98,0,96,5,72,5,1955,4,2,98,389.8,6,2,1,1,2,2,2,3249346,14206072,0,0,0,17455418
292,2,3,2,2,400000,8,13,1,2,1,1,2,2,2,100,100,79,4,214,6,1982,7,13,80,10.06,4,1,1,1,2,2,2,20711642,4008,0,0,0,20715650
293,3,6,1,4,2000,2,12,1,2,1,1,2,2,2,100,100,30,1,4,1,1980,7,1,100,2774.63,11,2,1,2,2,2,2,63511,0,0,0,0,63511
294,3,5,1,3,2500,2,2,1,2,1,1,2,2,2,100,100,45,2,5,2,1952,4,1,80,98.36,6,1,1,2,2,2,2,8782,0,0,0,0,8782
295,3,5,2,3,80000,6,3,1,2,1,2,2,2,2,10,5,68,4,5,2,1972,6,1,30,470.24,6,1,1,1,2,2,2,221287,1085368,0,0,0,1306655
296,1,2,2,2,10001,4,14,1,1,1,1,1,2,2,100,80,168,7,10,3,1768,1,4,60,1468.67,1,1,1,2,2,2,2,493926,0,0,0,0,493926
297,3,7,2,5,500001,9,2,1,1,1,1,1,1,2,100,100,60,3,600,8,1987,9,2,100,21.38,7,2,1,1,1,2,2,44759186,11852420,388930,0,0,57000536
298,1,1,2,2,120000,7,7,1,2,1,1,2,2,2,25,75,49,3,100,6,1969,5,4,70,317.29,9,1,1,1,2,2,2,2877485,3271607,0,0,0,6149092
299,3,6,2,4,70000,6,13,1,2,1,1,1,2,2,100,12,43,2,55,5,1958,4,3,100,320.86,10,1,1,2,1,2,2,1924104,0,5106714,0,0,7030818
300,3,5,2,5,60000,6,3,1,2,1,1,1,2,2,100,100,83,4,99,5,1960,5,1,75,358.11,4,1,1,3,2,2,2,4958680,0,0,0,0,4958680
301,1,2,2,3,1500000,10,2,1,1,1,1,1,2,2,100,100,72,4,1400,9,1975,6,995,100,5.02,2,2,1,1,1,2,2,144847862,527219556,205420,0,0,672272838
302,3,7,2,5,100001,7,3,1,2,1,1,1,2,2,100,100,80,4,25,4,1965,5,1,100,358.11,8,1,1,1,2,2,2,8621271,1040260,0,0,0,9661531
303,2,4,2,3,22500,4,13,1,2,1,1,2,2,2,74,74,75,4,15,3,1982,7,3,74,282.68,17,1,1,1,2,2,2,316037,841585,0,0,0,1157622
304,3,5,2,3,2000,2,2,1,2,1,1,2,2,2,100,100,55,3,8,2,1983,7,1,100,1597.65,20,2,1,2,2,2,2,384242,0,0,0,0,384242
305,2,3,2,2,8000,3,3,1,2,1,1,2,2,2,50,20,58,3,5,2,1975,6,2,100,610.82,19,1,1,2,2,2,2,483274,0,0,0,0,483274
306,2,4,1,1,120000,7,17,1,2,1,1,1,2,2,100,100,168,7,4,1,1989,9,4,100,12.8,12,1,1,2,2,1,2,4564423,0,0,9039181,0,13603604
307,1,2,2,3,600000,9,6,1,2,1,1,1,2,2,100,78,80,4,3500,10,1933,3,994,100,10.28,20,1,1,1,1,2,2,16487466,17474,9630634,0,0,26135574
308,2,3,2,1,12500,4,3,1,1,1,1,2,1,1,100,15,57,3,10,3,1976,6,1,100,487.36,17,1,1,1,1,2,2,284712,2770738,43965,0,0,3099415
309,2,3,2,2,500001,9,3,1,2,1,1,1,2,2,100,100,168,7,1800,9,1974,6,2,100,10,11,2,1,1,2,2,2,77848236,20991692,0,0,0,98839928
310,2,4,2,1,1500,2,3,1,2,2,1,2,2,2,100,0,58,3,2,1,1950,4,1,70,1636.49,18,2,1,1,2,2,2,36389,268380,0,0,0,304769
311,2,4,1,1,35000,5,12,1,2,1,1,2,2,2,100,10,53,3,11,3,1982,7,1,100,98.23,12,1,1,1,2,2,2,4808886,3692748,0,0,0,8501634
312,3,5,2,4,15000,4,17,1,2,1,1,2,2,2,100,100,168,7,15,3,1983,7,2,75,496.13,4,1,1,1,2,2,2,836251,674469,0,0,0,1510720
313,4,9,2,3,1500,2,3,1,1,1,1,1,2,2,100,25,49,3,2,1,1942,3,2,50,2004.53,7,1,1,1,2,2,2,59383,47194,0,0,0,106577
314,4,8,2,2,2000,2,3,1,2,1,1,2,2,2,100,100,46,2,2,1,1956,4,1,100,657.7,15,2,1,1,2,2,2,21056,674008,0,0,0,695064
315,1,2,2,3,500000,8,4,1,1,1,1,1,2,1,97,95,168,7,150,6,1973,6,2,75,10.28,14,1,1,1,1,2,2,35275028,7305163,452823,0,0,43033014
