PUBID7   ,REGION7  ,CENDIV7  ,SQFT7    ,SQFTC7   ,YRCONC7  ,PBA7     ,ELUSED7  ,NGUSED7  ,FKUSED7  ,PRUSED7  ,STUSED7  ,HWUSED7  ,CLIMATE7 ,NFLOOR7  ,YRCON7   ,MONCON7  ,GOVOWN7  ,GOVTYP7  ,NOCC7    ,NOCCAT7  ,OWNOCC7  ,OWNREP7  ,MONUSE7  ,PORVAC7  ,OPEN247  ,OPNMF7   ,OPNWE7   ,WKHRS7   ,WKHRSC7  ,NWKER7   ,NWKERC7  ,HT17     ,HT27     ,COOL7    ,WATR7    ,COOK7    ,MANU7    ,GENR7    ,HEATP7   ,HTLS507  ,COOLP7   ,LTOHRP7  ,ADJWT7   ,PAIR7    ,STRATUM7
00708,4,8,   2000.00,02,03,25,1,1,2,2,2,2,4,  1,1957,  ,2, ,    1,02,1, ,12,2,2,1,2, 35,2,     1,02,1,2,1,2,2,2,2,100, ,100,100,  597.64,2,30
00709,2,4, 100001.00,07,06,02,1,1,2,2,2,2,2,  4,1986,  ,2, ,   14,05,2,2,10,1,2,1,1, 60,4,   225,07,1,1,1,1,2,2,2, 85, , 85,100,  166.52,2,36
00710,4,9,   2500.00,02,05,04,1,2,2,2,2,2,4,  1,1970,  ,1,1,    1,02,2,2,12,2,2,1,2, 50,4,     1,02,1,2,1,1,2,2,2, 95, , 95,100, 3437.24,1,39
00711,4,9, 500000.00,08,06,18,1,1,1,1,2,1,4, 13,1981,  ,2, ,    1,02,1, ,12,2,1, , ,168,7,   350,08,1,2,1,1,1,2,1, 75, ,100, 50,   18.51,2,21
00712,2,3,1500000.00,10,03,04,1,1,1,2,2,2,2, 12,1950,  ,2, ,    1,02,1, ,12,2,1, , ,168,7,  2500,11,1,1,1,1,1,2,1,100, , 90,100,   14.37,2,32
00713,1,2,  37500.00,05,07,14,1,2,2,2,1,2,3,  2,1994,  ,1,2,    1,02,2,1,12,2,2,1,1,119,6,    45,05,1,2,1,1,2,2,2, 67, , 67, 67,  157.06,1,05
00714,3,6,   7500.00,03,04,13,1,2,2,1,2,2,4,  1,1963,  ,1,3,    1,02,1, ,12,2,2,2,1, 40,3,     9,03,1,2,1,1,1,2,2,100, ,100, 80,  464.40,2,39
00715,3,7, 110000.00,07,07,25,1,1,2,2,2,2,5,  1,1995,  ,2, ,    1,02,2,2,12,2,2,1,1,110,6,   120,07,1,1,1,2,2,2,2, 98, , 98,100,   41.84,1,39
00716,3,7,   6500.00,03,05,12,1,1,2,2,2,2,5,  1,1972,  ,2, ,    1,02,1, ,12,2,2,3,1,  3,2,     5,03,1,2,1,1,2,2,2,100, ,100,100,  709.42,2,25
00717,2,3,  50000.00,05,03,26,1,1,2,2,2,2,3,  2,1958,  ,1,3,    1,02,1, ,12,2,2,1,1,121,6,    38,05,1,1,1,1,2,2,2,100, ,100,100,  225.55,2,22
00718,3,5,  37500.00,05,07,05,1,2,2,2,2,2,5,  1,1991,  ,2, ,    1,02,1, ,12,2,2,1,1, 66,5,     0,01,1,2,1,2,2,2,2, 50, , 50,  0,  296.23,1,38
00719,2,4, 160000.00,07,07,14,1,2,2,2,1,2,3,  4,1993,  ,2, ,    1,02,1, ,12,2,2,1,2, 70,5,   200,07,1,2,1,1,2,2,2,100, ,100,100,   30.81,2,08
00720,4,9, 350000.00,08,08,11,1,1,2,2,2,2,3,  1,1999,02,2, ,    2,03,2,2, 9,2,2,1,2, 80,5,   100,07,1,1,1,1,2,2,2,100, , 15,100,   21.41,2,33
00721,3,5, 150000.00,07,07,23,1,2,2,1,2,2,3,  1,1990,  ,2, ,   13,05,2,2,12,1,2,9,9, 80,5,   200,07,1,2,1,1,1,2,2,100, ,100,100,  116.06,1,14
00722,4,9,  40000.00,05,04,23,1,1,2,2,2,2,4,  1,1966,  ,2, ,    9,04,2,2,12,2,2,1,1, 98,6,    35,05,1,1,1,1,1,2,2,100, ,100, 90,  113.76,2,10
00723,2,3,  10001.00,04,04,07,1,1,2,2,2,2,2,  1,1964,  ,1,3,    1,02,2,1,12,2,1, , ,168,7,    15,04,1,1,1,1,2,2,1,100, , 60, 60,  648.98,2,21
00724,1,1, 170000.00,07,01,14,1,2,1,1,2,2,1,  4,1915,  ,1,3,    1,02,1, ,12,2,1, , ,168,7,   150,07,1,2,1,1,1,2,2,100, , 10,100,  145.77,2,25
00725,3,5,  20000.00,04,03,05,1,2,2,2,2,2,4,  1,1951,  ,2, ,    1,02,1, ,12,1,2,2,2,  8,2,    54,06,2,2,2,2,2,2,2,   , ,   ,100,  493.51,2,43
00726,3,5,   2500.00,02,02,13,1,2,2,2,2,2,5,  2,1930,  ,2, ,    6,04,2,1,12,2,2,1,1, 66,5,    40,05,1,2,1,1,1,2,2, 40, , 85, 70,  485.29,2,38
00727,3,6, 140000.00,07,05,11,1,1,2,2,2,2,4,  1,1974,  ,1,3,    1,02,1, ,12,2,2,1,1, 40,3,    64,06,1,2,1,1,2,2,2,100, ,100,100,  193.29,2,39
00728,3,7,  20000.00,04,08,11,1,2,2,2,2,2,5,  2,1998,  ,2, ,    1,02,1, ,12,2,2,1,2, 80,5,    31,05,1,2,1,1,2,1,2,100, ,100,100,  627.58,1,32
00729,2,4,  17500.00,04,05,13,1,1,2,2,2,2,3,  1,1971,  ,1,3,    1,02,2,1,12,2,2,1,1, 36,2,     2,02,1,2,1,1,2,2,2,100, ,100, 95,  515.59,2,23
00730,2,3,   1500.00,02,03,02,1,1,2,2,2,2,1,  1,1950,  ,2, ,    2,03,1, ,12,2,2,1,2, 60,4,     6,03,1,1,1,2,2,2,2,100, ,100,100, 5678.98,2,02
00731,2,3,   6000.00,03,01,02,1,1,2,2,2,2,3,  4,1869,  ,2, ,    8,04,2,2,12,1,2,1,1,112,6,     8,03,1,2,1,1,2,2,2, 90, , 50, 50,  445.94,1,22
00732,2,3,  42500.00,05,05,13,1,1,2,2,2,2,2,  2,1971,  ,2, ,    1,02,1, ,12,2,2,1,1,105,6,    12,04,1,1,1,1,2,2,2,100, ,100, 90,  142.42,1,07
00733,3,5,  42500.00,05,07,06,1,1,2,2,2,2,4,  1,1994,  ,2, ,    1,02,2,2,12,2,2,1,1,115,6,    65,06,1,1,1,1,1,2,1,100, ,100,100,  450.80,1,31
00734,2,3,  80000.00,06,08,05,1,1,2,2,2,2,2,  1,1999,04,2, ,    1,02,2,2, 3,1,2,1,1, 55,4,   140,07,1,2,1,1,2,1,2,100, , 10,100,  140.47,1,32
00735,3,6,   4500.00,02,07,02,1,2,2,2,2,2,4,  1,1992,  ,2, ,    1,02,1, ,12,2,2,1,2, 50,4,     8,03,1,2,1,1,2,2,2,100, ,100,100,11732.18,2,39
00736,4,9,  10000.00,03,03,15,1,2,2,1,2,2,3,  1,1951,  ,2, ,    2,03,2,2,12,1,2,2,1, 98,6,     3,02,1,1,2,1,2,2,2, 33, ,   , 66,  182.36,2,35
00737,2,4,  70000.00,06,04,17,1,1,2,1,2,2,3,  2,1969,  ,2, ,    1,02,2,2,12,2,1, , ,168,7,    75,06,1,1,1,1,1,2,2,100, ,100,100,   50.06,2,42
00738,2,4,  12500.00,04,04,14,1,1,2,2,2,2,3,  1,1963,  ,1,2,    1,02,1, , 9,2,2,1,1, 45,3,    56,06,1,1,1,1,1,2,2,100, ,100,100, 2741.21,1,08
00739,3,6, 375000.00,08,04,23,1,1,2,2,2,2,4,  3,1963,  ,2, ,   47,06,2,1,12,1,2,1,1, 48,3,   400,08,1,1,1,1,1,2,2, 90, , 95, 80,   16.06,1,39
00740,1,2,  95000.00,06,03,23,1,2,2,2,2,2,3,  1,1950,  ,2, ,   12,05,2,2,12,2,2,1,1, 50,4,    60,06,1,2,1,1,1,2,1, 80, ,100, 99,  209.40,2,33
00741,3,7,  21250.00,04,08,91,1,1,2,2,2,2,5,  1,1999,04,2, ,    1,02,2,2, 1,1,2,1,1, 68,5,    10,04,1,1,1,1,2,2,2,100, , 15,100,  453.84,1,25
00742,2,4,   4500.00,02,02,26,1,1,2,2,2,2,1,  1,1920,  ,2, ,    1,02,2,1,12,2,2,1,1, 75,5,     4,02,1,2,2,2,2,2,2,100, ,   ,100,11529.89,2,31
00743,2,3,   2000.00,02,07,05,1,2,2,2,2,2,2,  1,1991,  ,2, ,    1,02,1, ,12,2,2,2,2, 30,2,     0,01,2,2,2,2,2,2,2,   , ,   , 90,  849.98,1,07
00744,4,8,   7500.00,03,03,25,1,1,2,2,2,2,4,  2,1953,  ,2, ,    1,02,2,2,12,2,2,1,1, 70,5,     6,03,1,1,1,1,2,2,2, 40, , 30,100,  195.99,2,30
00745,2,4,   2500.00,02,07,05,1,2,2,2,2,2,3,  1,1993,  ,2, ,    0,01, , , 0,1, , , ,  0,1,     0,01,2,2,2,2,2,2,2,   , ,   ,   ,20772.40,2,42
00746,2,3,  20000.00,04,05,23,1,1,2,2,2,2,2,  1,1979,  ,2, ,    5,03,2,2,12,2,2,1,1, 84,5,    15,04,1,2,1,1,1,2,2,100, ,100,100,  557.74,2,07
00747,3,5,  10000.00,03,06,12,1,2,1,2,2,2,3,  2,1988,  ,2, ,    1,02,1, ,12,2,2,2,1, 16,2,    25,05,1,2,1,1,2,2,2, 98, , 98, 65,  464.40,1,43
00748,2,3, 140000.00,07,04,16,1,2,1,2,1,1,2, 10,1965,  ,2, ,    1,02,1, ,12,2,2,1,1, 70,5,   700,09,1,2,1,1,2,2,1,100, , 95, 95,   28.73,1,07
00749,4,9,  30000.00,05,05,06,1,1,2,2,2,2,3,  1,1976,  ,2, ,    1,02,2,2,12,2,1, , ,168,7,    30,05,1,2,1,1,1,2,1,100, ,100,100,  164.10,1,43
00750,2,3,  20000.00,04,05,05,1,1,2,2,2,2,2,  1,1972,  ,2, ,    3,03,1, ,12,2,1, , ,168,7,     4,02,1,2,2,1,2,2,2,100, ,   ,100,  247.23,2,14
00751,2,4,  12500.00,04,04,91,1,1,2,2,2,2,3,  1,1969,  ,2, ,    1,02,2,2,12,1,2,1,1, 60,4,     4,02,1,2,1,1,2,2,2, 23, , 23, 23,  688.64,2,10
00752,2,4, 130000.00,07,08,25,1,1,2,2,2,2,2,  1,1998,  ,2, ,    1,02,2,2,12,2,2,1,1, 93,6,    50,06,1,1,1,1,2,2,1,100, ,100,100,   34.55,1,23
00753,3,5,  35000.00,05,04,18,1,2,2,2,2,2,4,  2,1969,  ,2, ,    1,02,1, ,12,2,2,1,1,120,6,     6,03,1,2,1,1,2,2,2,100, ,100,100,  737.64,2,19
00754,3,5, 190000.00,07,06,02,1,2,1,2,2,2,3,  9,1984,  ,2, ,   14,05,2,2,12,2,2,1,1, 65,5,   415,08,1,2,1,1,1,2,1, 90, , 90,100,   98.30,1,29
00755,1,2,  37500.00,05,05,13,1,1,2,2,2,2,2,  1,1973,  ,1,2,    1,02,2,1,10,2,2,1,1, 47,3,     5,03,1,2,2,2,2,2,2,100, ,   ,100,  396.81,2,27
00756,2,3,   6000.00,03,03,01,1,2,2,2,2,2,2,  1,1946,  ,2, ,    0,01, , , 0,1, , , ,  0,1,     0,01,2,2,2,2,2,2,2,   , ,   ,   , 3494.37,1,09
00757,3,6,  10001.00,04,08,02,1,1,2,2,2,2,5,  1,1996,  ,1,3,    1,02,1, ,12,2,2,1,1, 40,3,    18,04,1,1,1,1,2,2,1,100, ,100,100,  153.70,2,01
00758,4,9,  22500.00,04,05,23,1,2,2,2,2,2,4,  1,1974,  ,2, ,   14,05,2,2,12,1,2,1,1,101,6,    70,06,1,2,1,1,1,2,2,100, ,100, 85,  153.12,2,43
00759,4,9,  30000.00,05,05,23,1,1,2,2,2,2,4,  1,1974,  ,2, ,    4,03,2,2,12,2,2,1,1, 60,4,    15,04,1,1,1,1,2,2,2,100, ,100,100,  134.01,1,11
00760,2,3,  40000.00,05,05,01,1,1,2,2,2,2,2,  1,1970,  ,2, ,    0,01, , , 0,1, , , ,  0,1,     0,01,1,2,1,1,2,2,2,100, ,100,   ,  120.07,1,07
00761,3,6,   4000.00,02,02,05,1,2,2,2,2,2,4,  1,1941,  ,2, ,    1,02,2,2,12,2,1, , ,168,7,     1,02,2,2,2,2,2,2,2,   , ,   , 25,  515.96,2,39
00762,2,3, 800000.00,09,06,16,1,1,1,2,2,2,2,  8,1985,  ,2, ,    1,02,1, ,12,1,1, , ,168,7,  1500,10,1,1,1,1,1,2,1,100, ,100, 98,   14.37,2,26
00763,2,3,  15000.00,04,07,12,1,1,2,2,2,2,2,  2,1994,  ,2, ,    1,02,1, ,12,2,2,1,1, 60,4,     3,02,1,2,1,2,2,2,2, 75, , 75, 50,  464.40,2,07
00764,1,2, 275000.00,08,08,13,1,1,2,2,2,2,2,  2,1997,  ,1,2,    5,03,1, ,12,2,2,1,1,126,6,   380,08,1,2,1,1,1,2,2,100, ,100,100,   14.98,1,27
00765,2,3,  80000.00,06,02,14,1,1,2,2,2,2,2,  2,1938,  ,1,3,    1,02,1, ,11,2,2,1,1, 40,3,    27,05,1,2,2,1,1,2,1,100, ,   ,100,  161.76,2,30
00766,4,9,  22500.00,04,06,05,1,1,2,2,2,2,4,  1,1982,  ,2, ,    2,03,1, ,12,2,2,1,2, 40,3,    35,05,1,2,1,1,2,2,2, 50, , 25,100,  103.99,1,21
00767,4,9, 500000.00,08,06,02,1,1,1,2,2,2,4,991,1982,  ,2, ,   20,05,1, ,12,1,2,1,1, 66,5,  3000,11,1,2,1,1,1,2,1, 98, , 98, 98,   10.30,1,39
00768,1,2,   5000.00,02,06,02,1,1,2,2,2,2,2,  1,1985,  ,2, ,    1,02,2,2,12,2,2,1,9, 45,3,    14,04,1,1,1,1,2,2,2,100, ,100,100, 6300.15,1,27
00769,2,3,   2250.00,02,01,02,1,1,2,2,2,2,1,  2,1900,  ,2, ,    1,02,1, ,12,2,2,1,2, 45,3,     3,02,1,2,1,1,2,2,2,100, , 50, 50, 5678.98,1,28
00770,3,7, 250000.00,08,06,02,1,1,1,2,2,2,5,991,1981,  ,2, ,   55,07,2,2,12,1,2,1,1, 61,5,   225,07,1,2,1,1,1,2,2,100, ,100,100,   15.37,1,35
00771,3,7,  90000.00,06,04,02,1,2,1,2,2,2,5, 14,1966,  ,2, ,   44,06,2,1,12,2,2,1,2, 40,3,   366,08,1,2,1,1,2,2,2,100, ,100,100,  130.57,1,42
00772,2,3,   7000.00,03,05,05,1,2,2,1,2,2,2,  2,1979,  ,2, ,    1,02,1, ,12,2,2,1,1, 66,5,     8,03,1,1,1,1,2,2,2, 33, , 33, 40,  354.19,1,07
00773,3,7,   7500.00,03,04,14,1,1,2,2,2,1,5,  1,1961,  ,1,3,    1,02,1, ,12,2,2,1,2, 40,3,     4,02,1,2,1,1,2,2,2,100, ,100, 50,  463.55,1,42
00774,2,3,   2500.00,02,05,18,1,2,2,1,2,2,2,  1,1971,  ,2, ,    1,02,1, , 7,1,2,2,1, 48,3,     1,02,1,1,2,1,2,2,2,100, ,   , 90,  524.16,1,26
00775,2,3, 350000.00,08,06,18,1,1,2,2,2,2,3,  4,1987,  ,2, ,    1,02,1, ,12,2,1, , ,168,7,    15,04,1,2,1,1,1,2,2,100, ,100,100,   33.58,1,41
00776,3,5,  32500.00,05,05,05,1,2,1,2,2,2,3,  1,1976,  ,2, ,    2,03,2,2,12,2,1, , ,168,7,     0,01,1,2,1,2,2,2,2, 50, , 50, 60,  160.38,1,14
00777,3,5, 110000.00,07,06,16,1,1,1,2,2,2,3,  3,1987,  ,1,2,    1,02,1, ,12,2,1, , ,168,7,   135,07,1,1,1,1,1,2,1,100, ,100,100,   32.13,2,08
00778,3,6,   5001.00,03,02,13,1,2,1,2,2,2,3,  2,1940,  ,2, ,    0,01, , , 0,1, , , ,  0,1,     0,01,1,2,2,2,2,2,2, 50, ,   ,   ,  165.92,1,06
00779,1,2, 250000.00,08,04,23,1,1,1,2,2,2,3,  1,1969,  ,1,2,   12,05,1, , 1,1,2,1,2, 40,3,   400,08,1,1,1,1,1,2,2,100, ,100,100,   29.17,2,24
00780,1,1,  47500.00,05,04,14,1,2,2,2,1,2,1,  4,1967,  ,2, ,    1,02,1, ,12,2,2,1,2, 40,3,   100,07,1,1,1,1,2,2,2,100, , 10,100,  147.14,1,09
00781,3,7,  42500.00,05,05,14,1,1,2,2,2,2,5,  1,1972,  ,1,3,    1,02,1, ,12,2,2,1,2, 40,3,    36,05,1,1,1,1,1,2,2,100, ,100,100,  141.00,1,42
00782,3,5,  35000.00,05,08,06,1,1,2,2,2,2,4,  1,1999,03,2, ,    1,02,2,2, 4,1,1, , ,168,7,    25,05,1,2,1,1,1,2,2,100, ,100,100,  202.00,2,31
00783,1,2,   3500.00,02,01,13,1,1,2,2,2,2,2,  2,1910,  ,2, ,    1,02,1, ,12,2,2,2,2, 45,3,     1,02,1,2,1,1,2,2,2,100, ,100, 50, 5670.63,2,09
00784,4,8, 275000.00,08,04,14,1,1,2,2,2,2,2,  2,1967,  ,1,3,    1,02,1, ,12,2,2,1,2, 60,4,   100,07,1,2,1,1,2,2,2,100, , 50,100,  107.87,2,10
00785,2,4, 300000.00,08,03,05,1,1,2,2,2,2,1,  1,1947,  ,2, ,    5,03,2,2,12,2,2,1,2, 60,4,   250,08,1,1,1,1,2,2,2, 80, , 10,100,   17.67,1,29
00786,2,3,   4000.00,02,03,25,1,1,2,2,2,2,1,  1,1946,  ,2, ,    1,02,1, ,12,2,2,1,1, 65,5,     3,02,1,2,2,1,2,2,2,100, ,   ,100,  482.42,2,23
00787,3,5,  70000.00,06,06,14,1,1,2,2,2,2,4,  2,1986,  ,2, ,    1,02,1, ,12,2,2,1,2, 48,3,    50,06,1,1,1,1,2,2,2,100, ,100,100,  118.21,2,43
00788,2,3, 200000.00,07,03,25,1,1,2,2,2,2,2,  3,1954,  ,2, ,    4,03,2,2,12,2,2,1,1, 75,5,    40,05,1,1,1,1,1,2,2,100, , 70, 75,  133.36,2,32
00789,3,5, 425000.00,08,08,02,1,2,2,2,2,2,4,991,1999,03,2, ,   14,05,1, , 5,1,2,1,1, 55,4,   400,08,1,2,1,1,2,2,2, 25, , 25, 25,   14.70,2,11
00790,2,3,  25001.00,05,05,26,1,1,2,2,2,2,1,  1,1976,  ,2, ,    2,03,1, ,12,2,2,1,1, 60,4,    25,05,1,2,1,1,2,2,2,100, , 25,100,  529.74,1,34
00791,2,3,  47500.00,05,02,05,1,1,2,1,2,2,2,  1,1941,  ,2, ,    1,02,1, ,12,2,2,1,2, 85,6,    25,05,1,1,1,1,2,2,2,100, , 20,100,  149.66,2,32
00792,3,7,  70000.00,06,06,14,1,1,2,2,2,2,5,  1,1989,  ,1,3,    1,02,1, , 9,2,2,1,2, 45,3,    59,06,1,1,1,1,1,2,2,100, ,100,100,  432.09,2,04
00793,4,9,  35000.00,05,08,02,1,1,2,2,2,2,3,  1,1997,  ,2, ,    1,02,2,2,12,2,2,1,2, 45,3,   100,07,1,2,1,1,2,2,2,100, ,100,100,  151.28,1,29
00794,4,8,   1750.00,02,04,15,1,2,2,1,2,2,4,  1,1960,  ,2, ,    1,02,1, ,12,2,2,1,2, 45,3,     1,02,1,1,1,1,1,2,2, 50, ,100,100, 3494.37,2,30
00795,3,5, 600000.00,09,07,05,1,2,2,2,2,2,5,  1,1995,  ,2, ,    2,03,1, ,12,2,2,1,2, 80,5,    72,06,1,2,1,2,2,2,2, 12, , 12,100,    8.41,1,38
00796,3,6,  40000.00,05,07,14,1,2,2,2,2,2,3,  1,1992,  ,1,3,    1,02,1, ,12,2,2,1,1, 42,3,    52,06,1,2,1,1,1,2,2,100, , 98, 98,  183.14,1,12
00797,3,7,  12500.00,04,04,17,1,1,2,1,2,2,4,  1,1961,  ,2, ,    1,02,1, ,12,1,1, , ,168,7,    25,05,1,2,1,1,1,2,1,100, ,100,100,  497.28,2,03
00798,2,3, 200000.00,07,08,14,1,1,2,2,2,2,1,  2,1999,01,1,3,    1,02,1, ,12,2,2,1,1,102,6,   157,07,1,2,1,1,1,2,2,100, , 75, 90,   14.98,1,34
00799,3,7,  12500.00,04,05,05,1,2,2,2,2,2,5,  1,1977,  ,2, ,    1,02,2,2, 3,1,2,1,1, 72,5,     2,02,1,2,1,1,2,2,2,  8, ,  8,  8,  493.51,2,15
00800,3,5,  13750.00,04,06,18,1,1,2,2,2,2,5,  2,1980,  ,2, ,    1,02,2,1,12,2,1, , ,168,7,    11,04,1,2,1,1,2,2,2,100, ,100, 30,  497.28,1,38
00801,3,5, 225000.00,08,06,05,1,2,2,2,2,2,4,  1,1981,  ,2, ,    3,03,2,2,12,2,2,1,2, 40,3,    11,04,1,2,1,1,2,2,2, 10, , 10,100,  202.54,1,31
00802,3,5, 170000.00,07,08,05,1,1,2,2,2,2,3,  1,1997,  ,2, ,    6,04,2,2,12,2,2,1,2, 50,4,   350,08,1,1,1,1,2,1,2,100, ,100,100,   43.63,1,21
00803,2,3, 140000.00,07,06,02,1,1,2,2,2,2,2,  7,1986,  ,2, ,   19,05,2,1,12,2,2,1,2, 65,5,   600,09,1,2,1,1,2,2,1,100, ,100,100,   49.75,2,25
00804,4,9,1400000.00,10,04,02,1,1,1,2,2,2,4,991,1963,  ,1,1,   37,06,1, ,12,1,1, , ,168,7,  3000,11,1,2,1,1,1,2,1, 98, , 98, 90,    4.96,1,33
00805,2,3,  40000.00,05,04,91,1,2,2,2,1,2,2,  4,1960,  ,1,1,    1,02,1, ,12,2,2,1,2, 40,3,     8,03,1,2,1,2,2,2,2,100, , 30, 70,  148.10,2,06
00806,2,4, 100001.00,07,06,02,1,1,1,2,2,2,2,  4,1986,  ,2, ,    2,03,2,2,12,1,2,1,1,112,6,   125,07,1,1,1,2,2,2,1,100, ,100,100,   91.15,2,36
00807,3,5, 450000.00,08,08,11,1,1,1,1,2,2,4,  2,1996,  ,2, ,    1,02,1, ,12,2,2,1,1, 55,4,   400,08,1,1,1,1,2,2,1, 60, , 45,100,   22.20,2,43
00808,2,4, 100001.00,07,02,02,1,1,2,2,2,2,1,  4,1929,  ,2, ,    9,04,1, ,12,2,2,1,1, 90,6,   400,08,1,2,1,1,1,2,2, 96, , 96, 96,   97.75,1,24
00809,3,5,   5500.00,03,07,05,1,1,2,2,2,2,3,  1,1991,  ,2, ,    1,02,1, ,12,2,2,1,2, 60,4,     0,01,1,2,1,1,2,2,1,100, , 20, 50,11445.12,1,31
00810,4,9, 100001.00,07,04,13,1,2,2,2,1,2,3,  3,1967,  ,2, ,    1,02,1, ,12,2,1, , ,168,7,    51,06,1,1,1,1,2,2,2,100, ,100,100,  414.39,1,29
00811,4,8,   2000.00,02,02,25,1,2,1,2,2,2,2,  1,1940,  ,2, ,    1,02,1, ,12,2,2,2,1, 16,2,     1,02,1,2,2,2,2,2,2,100, ,   ,100, 5764.94,1,30
00812,2,3, 250000.00,08,06,02,1,1,1,2,2,2,2,  5,1982,  ,2, ,    7,04,2,1,12,2,2,1,1, 67,5,   675,09,1,2,1,2,2,2,2,100, ,100,100,   92.50,1,01
00813,3,6,  65000.00,06,01,02,1,1,2,2,2,2,5,  4,1908,  ,2, ,    1,02,1, ,12,2,2,1,2, 40,3,   104,07,1,1,1,1,2,2,2, 90, , 80, 80,  148.43,2,01
00814,1,2,   3250.00,02,03,15,1,2,2,1,2,2,2,  3,1952,  ,2, ,    1,02,1, ,12,2,2,1,1, 75,5,     7,03,1,2,1,1,1,2,2,100, , 97, 95,  524.16,2,09
00815,3,5,  30000.00,05,05,05,1,2,2,2,2,2,3,  1,1977,  ,2, ,    1,02,2,2,12,2,2,1,2, 45,3,     3,02,1,2,1,2,2,2,2,100, ,100,100,  178.29,1,43
00816,3,5,   5500.00,03,01,25,1,1,2,2,2,2,4,  3,1890,  ,2, ,    1,02,2,2,12,1,2,1,1, 48,3,     1,02,1,2,1,2,2,2,2, 60, , 60, 50, 6071.45,1,19
00817,3,5, 110000.00,07,04,23,1,1,2,2,2,2,3,  1,1960,  ,2, ,   25,06,2,2,12,1,2,1,1, 77,5,   125,07,1,1,1,1,1,2,2,100, ,100,100,  187.21,2,24
00818,2,3,  20000.00,04,08,18,1,1,2,2,2,2,1,  2,1996,  ,2, ,    1,02,1, ,12,2,1, , ,168,7,    12,04,1,1,1,1,2,2,2,100, , 80,100,  150.20,2,24
00819,2,4,  16250.00,04,04,23,1,1,2,2,2,2,3,  1,1969,  ,2, ,    8,04,2,2,12,1,2,1,1, 81,5,    50,06,1,2,1,1,1,2,2,100, ,100,100,  120.66,1,08
00820,3,5,1500000.00,10,06,16,1,1,1,2,2,2,5, 10,1983,  ,1,1,    1,02,1, ,12,2,1, , ,168,7,  1014,10,1,1,1,1,1,2,1,100, ,100,100,    7.97,1,18
00821,4,9,  18750.00,04,06,02,1,1,2,2,2,2,4,  1,1985,  ,2, ,    3,03,2,2,12,1,2,1,1, 60,4,    40,05,1,1,1,2,2,2,2,100, ,100,100,  352.83,2,43
00822,1,2, 325000.00,08,05,02,1,2,2,2,1,2,3,992,1970,  ,2, ,   62,07,2,2,12,1,1, , ,168,7,  2500,11,1,1,1,1,2,2,2,100, , 90,100,   16.34,2,01
00823,3,5,   5000.00,02,06,02,1,2,2,2,2,2,3,  1,1987,  ,1,3,    1,02,1, ,12,2,2,1,1, 67,5,    22,05,1,2,1,1,2,2,2,100, ,100, 98,  415.87,1,14
00824,1,2,1800000.00,10,02,02,1,1,1,2,2,2,3,992,1926,  ,2, ,   44,06,1, ,12,1,2,1,1, 55,4,  2750,11,1,1,1,1,1,2,1,100, , 70, 75,   14.51,2,38
00825,2,4,   7500.00,03,07,02,1,2,2,2,2,2,1,  1,1995,  ,1,2,    1,02,1, ,12,2,2,1,1, 88,6,    11,04,1,2,1,2,2,2,2,100, ,100,100,  234.25,2,30
00826,3,5,  60000.00,06,04,11,1,2,2,2,2,2,4,  2,1960,  ,2, ,    1,02,1, ,12,2,2,1,2, 40,3,     1,02,2,2,2,2,2,2,2,   , ,   ,100,  192.41,2,31
00827,3,7,   4500.00,02,06,91,1,1,2,2,2,2,4,  1,1980,  ,2, ,    1,02,1, ,12,2,2,1,1, 72,5,     4,02,1,1,1,1,2,2,2,100, , 50,100,  464.46,1,03
00828,3,6,  23750.00,04,08,05,1,2,2,1,2,2,5,  1,1998,  ,2, ,    1,02,1, ,12,2,2,1,2, 50,4,    12,04,1,2,1,1,2,2,2, 33, , 33, 33,  508.13,2,02
00829,2,3, 300000.00,08,08,05,1,1,2,2,2,2,2,  2,1996,  ,2, ,    1,02,1, ,12,2,2,1,1, 85,6,   300,08,1,2,1,1,2,2,2,100, , 15,100,   39.30,1,07
00830,4,8,  18750.00,04,05,12,1,1,2,2,2,2,2,  1,1972,  ,2, ,    3,03,2,1,12,2,2,2,1, 15,2,     2,02,1,1,1,2,2,2,2,100, , 80, 95,  464.40,2,10
00831,3,7,   9500.00,03,02,26,1,1,2,2,2,2,5,  1,1945,  ,1,3,    2,03,1, ,12,2,2,1,1, 40,3,    12,04,1,1,1,2,2,2,2, 75, , 75, 60,  211.54,2,33
00832,1,2,1800000.00,10,02,16,1,1,1,2,2,2,3,  6,1924,  ,2, ,    1,02,1, ,12,2,1, , ,168,7,  2000,10,1,1,1,1,1,2,2,100, ,100, 95,   14.37,2,17
00833,2,4,  25000.00,04,02,26,1,2,2,1,2,2,1,  2,1929,  ,2, ,    3,03,1, ,12,1,2,1,1,112,6,    21,05,1,1,1,1,2,2,2, 40, , 10, 40,  224.30,1,31
00834,4,8, 180000.00,07,03,13,1,2,2,2,2,1,2,  3,1959,  ,1,1,    1,02,1, ,12,2,2,1,1,105,6,    30,05,1,2,1,1,1,2,2,100, ,100,100,  169.20,1,10
00835,3,6,  60000.00,06,03,14,1,1,2,2,2,2,4,  2,1959,  ,1,2,    1,02,2,2,10,2,2,1,2, 45,3,    40,05,1,2,1,1,1,2,2,100, ,100,100,  441.66,2,24
