BLDGID6  ,REGION6  ,CENDIV6  ,SQFT6    ,SQFTC6   ,YRCONC6  ,PBA6     ,ELUSED6  ,NGUSED6  ,FKUSED6  ,STUSED6  ,HWUSED6  ,ADJWT6   ,PAIR6    ,STRATUM6 ,NGHTBTU6 ,NGCLBTU6 ,NGWTBTU6 ,NGCKBTU6 ,NGMSBTU6 ,FKHTBTU6 ,FKCLBTU6 ,FKWTBTU6 ,FKCKBTU6 ,FKMSBTU6 ,DHHTBTU6 ,DHCLBTU6 ,DHWTBTU6 ,DHCKBTU6 ,DHMSBTU6
01728,3,7,   475000,08,07,02,1,2,1,1,2,   19.06,1,03,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,             0,             0,             0,             0,         33008,       5533497,             0,       2664503,             0,             0
01730,4,8,    17500,04,06,16,1,1,2,2,2,  151.31,2,10,        605004,             0,        483246,        103553,        103553,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999
01731,4,8,    45000,05,08,02,1,1,2,2,2,  170.59,2,10,        120057,             0,        283554,             0,             0,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999
01732,1,2,  1000000,09,05,02,1,1,2,1,2,    8.15,2,06,             0,             0,             0,       4965134,             0,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,      23068697,       5460996,       6081307,             0,             0
01733,4,9,    50000,05,06,01,1,2,2,2,2,  370.61,2,44,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999
01734,3,6,    75000,06,08,18,1,1,2,2,2,  116.86,1,39,         18444,             0,       4005137,             0,             0,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999
01735,4,8,    17500,04,03,25,1,1,2,2,2,  105.20,2,22,        305788,          5032,         26447,             0,             0,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999
01737,2,4,    55000,06,06,05,1,1,2,2,2,   93.25,1,08,       2284048,             0,             0,             0,             0,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999
01738,4,9,    11250,04,04,12,1,2,2,2,2,  189.21,2,35,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999
01740,3,5,    37500,05,05,14,1,1,1,2,2,  690.94,2,24,         56280,             0,             0,             0,             0,       1953067,             0,       1447334,             0,             0,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999
01741,1,1,    75000,06,03,01,1,2,2,2,2,  135.65,2,36,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999
01745,1,2,    10000,03,04,05,1,1,2,2,2,  484.14,2,09,        205400,             0,             0,             0,             0,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999
01747,2,4,    15000,04,04,02,1,2,2,2,2, 6044.75,2,41,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999
01749,3,6,    15000,04,07,23,1,2,2,2,2, 6308.52,2,39,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999
01752,3,5,   550000,09,07,02,1,1,1,2,2,    6.92,1,13,             0,             0,             0,       2333549,             0,             0,             0,             0,             0,        436041,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999
01754,2,3,    27500,05,03,05,1,1,2,2,2,  125.27,1,26,       2107815,             0,             0,             0,             0,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999
01755,3,5,    27500,05,06,18,1,2,1,2,2,   29.49,2,01,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,         14675,             0,        448134,             0,             0,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999
01757,2,3,    50001,06,04,05,1,1,2,2,2,  384.03,1,28,        799737,             0,             0,             0,        265159,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999
01758,2,4,    80000,06,06,23,1,1,2,2,2,  130.39,2,08,        896732,             0,        528230,             0,             0,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999
01761,2,3,     6500,03,05,26,1,2,2,2,2, 3204.89,1,28,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999
01762,3,7,  1000000,09,07,02,1,2,1,2,2,    8.15,2,31,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,             0,             0,             0,             0,             0,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999
01764,4,9,    10001,04,07,02,1,2,2,2,2,  370.61,2,11,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999
01765,3,6,     1500,02,05,13,1,1,2,2,2,  598.31,2,02,         24340,             0,             0,             0,             0,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999
01767,3,5,    21250,04,04,18,1,1,2,2,2,  156.92,2,01,             0,             0,        599871,             0,             0,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999
01769,3,5,     1250,02,08,01,1,2,1,2,2, 5849.83,2,43,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,             0,             0,             0,             0,             0,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999
01770,3,6,    30000,05,06,05,1,1,2,2,2,  582.10,1,24,       1323985,             0,         21693,             0,             0,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999
01771,3,7,     1500,02,04,15,1,1,2,2,2, 3003.97,1,12,          8431,             0,         12828,             0,             0,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999
01772,4,9,    50001,06,05,05,1,1,2,2,2,  109.94,2,36,         65472,             0,         42158,             0,             0,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999
01773,4,9,     2000,02,08,15,1,1,2,2,2, 3003.97,1,21,        363048,             0,        413264,       1239792,             0,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999
01774,2,3,    16250,04,06,14,1,1,2,2,2,  487.36,1,07,         45363,             0,        277537,         48977,             0,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999
01776,4,9,   120000,07,05,23,1,1,2,2,2,  134.32,2,03,        102361,             0,        564933,        242114,             0,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999
01777,1,2,   180000,07,05,14,1,1,2,2,2,   31.54,1,28,        395527,             0,        159464,             0,             0,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999
01778,3,5,    15000,04,08,08,1,2,1,2,2,  418.84,1,38,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,             0,             0,             0,             0,          5686,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999
01779,4,9,    30000,05,06,02,1,1,2,2,2,  107.81,2,41,             0,             0,       1054524,             0,             0,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999
01780,4,9,    55000,06,06,02,1,2,2,2,2,   93.41,2,29,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999
01781,2,3,     3000,02,03,14,1,1,2,2,2,  428.01,1,23,        147100,           701,         11692,             0,             0,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999
01783,2,3,    80000,06,03,14,1,1,2,2,2,  165.71,2,30,       7529783,             0,       1440783,        254256,             0,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999
01790,4,8,    75000,06,06,02,1,2,2,2,2,  116.86,1,10,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999
01792,3,5,   475000,08,07,02,1,2,1,2,2,   19.06,2,27,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,             0,             0,             0,             0,             0,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999
01793,3,5,     5001,03,03,26,1,2,2,2,2,  159.06,2,40,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999
01795,4,8,     4000,02,04,01,1,2,2,2,2, 5849.83,2,30,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999
01796,4,9,     6500,03,07,02,1,1,2,2,2, 6640.55,1,11,          2980,             0,             0,             0,         70553,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999
01803,2,3,     5500,03,02,01,1,2,1,2,2,  479.67,1,02,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,             0,             0,             0,             0,             0,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999
01804,3,6,     2250,02,03,02,1,1,2,2,2,  453.62,2,02,             0,             0,         49193,             0,             0,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999
01805,1,2,   450000,08,05,02,1,2,2,1,2,   16.29,2,01,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,      12057585,             0,       5171415,             0,             0
01806,1,1,    60000,06,03,02,1,2,2,2,2,   29.31,2,26,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999
01807,3,6,    85000,06,07,05,1,1,2,2,2,  200.72,2,39,       2954371,             0,             0,             0,             0,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999
01808,1,2,    30000,05,02,12,1,1,1,2,2,  178.91,1,02,        929800,             0,         72426,         72426,             0,             0,             0,             0,             0,             0,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999
01809,4,9,    12500,04,05,12,1,1,2,2,2,  207.27,2,20,        578102,             0,        165651,             0,             0,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999
01810,4,8,    10001,04,06,14,1,1,2,2,2,  405.64,1,30,        610243,             0,             0,             0,             0,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999
01811,3,5,   190000,07,04,05,1,1,2,2,2,   92.00,2,43,       2179910,             0,             0,             0,             0,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999
01813,2,3,     6000,03,01,01,1,1,2,2,2,  488.82,1,22,        467888,             0,         19732,             0,             0,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999
01814,1,1,    45000,05,02,07,1,2,2,2,1,  159.06,2,09,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,       4445000,             0,             0,             0,             0
01815,3,5,    25000,04,07,25,1,1,2,2,2,  455.65,1,40,        214951,             0,             0,             0,             0,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999
01817,2,3,    25000,04,03,13,1,2,2,1,1,  151.31,2,26,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,      56649086,             0,      17413914,             0,             0
01818,3,5,   375000,08,06,01,1,2,2,2,2,   19.06,1,38,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999
01820,2,3,   100001,07,03,02,1,1,2,2,2,  100.52,1,27,       3753956,             0,         84354,             0,             0,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999
01821,1,2,    80000,06,05,14,1,1,1,2,2,  165.71,2,02,             0,             0,        139846,         24679,             0,       3851976,             0,             0,             0,             0,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999
01823,1,1,    70000,06,02,14,1,1,2,2,2,  165.71,1,10,       2947387,             0,             0,             0,             0,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999
01824,4,9,    37500,05,04,01,1,1,2,2,2,  100.52,2,36,         50184,             0,         61245,             0,             0,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999
01825,2,3,     3000,02,04,26,1,1,2,2,2, 6308.52,1,34,         63777,             0,             0,             0,             0,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999
01826,3,7,    50001,06,04,14,1,1,2,2,2,  428.36,2,33,        123030,             0,         72100,             0,             0,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999
01827,2,3,   300000,08,06,02,1,1,1,2,2,   15.41,1,43,      10532596,             0,       1063567,        265892,             0,             0,             0,             0,             0,             0,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999
01829,2,3,   225000,08,03,14,1,1,2,2,2,   88.46,1,26,       6201152,             0,       3479733,        614071,             0,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999
01836,4,9,     7000,03,06,15,1,1,2,2,2, 3003.97,1,29,         19834,             0,             0,        267829,             0,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999
01837,4,9,     4750,02,07,18,1,1,2,2,2,  393.07,1,44,           110,             0,        259413,             0,             0,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999
01838,4,9,    30000,05,03,05,1,1,2,2,2,  186.87,2,38,             0,             0,         20745,             0,             0,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999
01839,4,8,   475000,08,04,23,1,2,2,2,2,    8.15,2,22,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999
01840,4,9,     1250,02,05,02,1,1,2,2,2,    0.00,1,21,             0,             0,             0,             0,             0,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999
01841,2,3,    17500,04,09,02,1,2,2,2,2,  414.10,1,32,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999
01842,4,9,  1300000,10,09,13,1,1,1,2,2,    4.15,1,26,       2655649,             0,       1376420,       1376420,             0,             0,             0,             0,             0,             0,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999
01843,2,3,    12500,04,06,06,1,1,2,2,2,  431.20,1,22,       6883675,             0,       1076705,             0,             0,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999
01844,2,3,     9500,03,04,25,1,2,1,2,2,  530.18,1,34,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,        680413,             0,             0,             0,             0,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999
01845,4,9,     5500,03,05,26,1,1,2,2,2,  474.50,2,38,         44943,             0,          7126,             0,             0,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999
01846,2,4,    21250,04,09,18,1,1,2,2,2,  487.36,1,26,             0,             0,             0,             0,       1408325,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999
01847,3,5,    45000,05,07,13,1,1,1,2,2,   92.00,1,29,       3514576,             0,       1556955,             0,             0,             0,             0,             0,             0,             0,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999
01849,2,3,    35000,05,09,02,1,1,2,2,2,  444.11,1,25,       1476770,             0,         50687,             0,             0,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999
01850,2,3,     3500,02,01,26,1,1,2,2,2,  465.62,2,02,        366033,             0,         47026,             0,             0,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999
01851,4,8,     1250,02,04,01,2,2,2,2,2, 5849.83,2,30,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999
01854,3,5,     6000,03,03,14,1,1,2,2,2, 3003.97,2,19,        272771,             0,             0,             0,             0,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999
01856,4,9,    12500,04,03,23,1,1,2,2,2,  474.50,1,38,         69954,             0,         27611,             0,             0,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999
01857,3,7,   300000,08,07,02,1,2,1,2,2,   19.06,2,28,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,             0,             0,             0,             0,             0,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999
01858,1,1,     3000,02,07,25,1,2,1,2,2,  484.14,1,15,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,         86126,             0,             0,             0,             0,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999
01859,4,9,     5000,02,05,15,1,1,2,2,2, 3003.97,2,21,        114291,             0,        391778,       1175335,             0,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999
01863,2,3,   375000,08,03,02,1,1,2,2,2,   15.41,1,12,      83393998,             0,       9135242,       2283811,             0,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999
01864,4,8,    17500,04,03,12,1,1,2,2,2,  484.14,1,35,        740791,             0,         79166,             0,             0,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999
01865,2,3,    70000,06,04,14,1,1,2,2,2,   93.41,1,32,       3416545,             0,       1676480,        295849,             0,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999
01866,3,7,    95000,06,03,14,1,1,2,1,2,  116.86,1,42,             0,             0,             0,             0,       8331537,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,       1014417,             0,       5624583,             0,             0
01867,4,9,    25000,04,06,14,1,1,2,2,2,  130.59,1,20,        662403,             0,       1018180,             0,             0,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999
01868,4,9,     8000,03,03,25,1,2,2,2,2,  208.22,2,41,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999
01869,4,8,    11250,04,08,23,1,1,2,2,2,  105.20,2,10,        299086,             0,         68854,         29509,             0,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999
01870,1,2,   160000,07,08,02,1,2,1,2,2,  150.40,2,23,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,             0,             0,             0,             0,        134252,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999
01873,4,9,   475000,08,08,26,1,1,2,2,2,    6.92,2,11,       9167326,             0,       2175884,        932522,             0,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999
01875,1,1,    70000,06,02,14,1,1,1,2,2,   93.41,1,20,             0,             0,        178431,         31488,             0,       3868896,             0,             0,             0,             0,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999
01878,4,9,    47500,05,07,02,1,1,2,2,2,  118.68,1,33,        802762,        317592,             0,             0,             0,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999
01879,4,8,   120000,07,07,25,1,2,2,2,2,  207.27,2,19,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999
01881,1,2,    25000,04,06,04,1,1,2,2,2,  156.92,2,27,       4636996,             0,        273314,             0,        781119,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999
01884,4,9,     2500,02,06,02,1,2,2,2,2,  488.82,2,34,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999
01885,1,2,   325000,08,07,02,1,1,1,2,2,   16.29,1,41,       7734659,             0,             0,       2639992,             0,             0,             0,             0,             0,             0,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999
01886,3,7,    45000,05,04,14,1,2,2,1,2,  222.08,2,03,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,       3244000,             0,             0,             0,             0
01887,1,2,    70000,06,03,14,1,1,1,2,2,  121.19,2,43,             0,             0,             0,        258290,             0,       1687689,             0,       3314305,             0,             0,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999
01888,3,5,    60000,06,04,14,1,1,2,2,2,  415.08,1,31,        768913,             0,        133923,             0,             0,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999
01889,3,7,     5000,02,06,05,1,1,2,2,2,  453.62,1,04,          4342,             0,         45570,             0,             0,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999
01890,2,4,    50000,05,04,02,1,1,2,2,2,  170.59,1,08,       1444797,             0,             0,             0,        137194,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999
01892,3,5,     6500,03,09,05,2,2,2,2,2, 5849.83,2,40,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999
01893,2,3,    11250,04,07,12,1,2,1,2,2, 6241.10,1,26,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,        383713,             0,             0,             0,         12247,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999
01894,2,3,   130000,07,05,23,1,1,2,2,2,  105.20,1,07,       1826930,             0,             0,             0,             0,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999
01895,3,5,   425000,08,06,02,1,2,2,2,2,   88.46,1,44,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999
01896,2,3,   180000,07,08,23,1,1,2,2,2,   53.72,1,25,       2164207,             0,             0,        335408,             0,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999
01897,4,9,    10000,03,06,15,1,1,2,2,2, 3003.97,1,29,         61933,             0,        331694,        995082,             0,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999
01899,3,5,   190000,07,06,13,1,1,1,2,2,  189.21,2,31,       1953441,             0,       4855055,             0,             0,             0,             0,             0,             0,             0,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999
01900,3,7,     3500,02,08,05,1,1,2,2,2, 5742.51,1,33,          7189,             0,             0,             0,             0,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999
01901,1,1,   200000,07,01,14,1,1,1,2,2,   95.04,1,20,             0,             0,             0,         35432,             0,       3578341,             0,             0,             0,             0,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999
01902,2,4,    13750,04,04,18,1,1,2,2,2, 3204.89,2,04,        904586,             0,        738409,             0,             0,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999
01903,2,3,     2500,02,02,02,1,1,1,2,2, 6044.75,1,28,        104749,             0,         12124,             0,             0,             0,             0,             0,             0,             0,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999
01904,4,9,     7500,03,04,02,1,1,2,2,2,  474.50,1,11,        138988,             0,         33651,             0,             0,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999
01905,4,8,    75000,06,03,02,1,1,2,2,2,  106.15,2,18,      10474784,             0,             0,             0,             0,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999
01906,3,7,    30000,05,04,06,1,2,2,2,2,  105.20,1,33,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999
01907,3,5,    70000,06,07,18,1,1,2,2,2,   93.41,1,44,         11842,             0,       2502089,        441545,        170506,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999
01908,3,7,    50000,05,05,13,1,1,2,2,1,  189.21,1,42,             0,             0,        476014,             0,             0,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,       1293000,             0,             0,             0,             0
