Date/Time	Cooling (E)	Heating (E)	HVAC Fan/Pump (E)	Hot Water (E)	Lights (E)	Lg. Appl. (E)	Vent Fan (E)	Misc. (E)
	kWh	kWh	kWh	kWh	kWh	kWh	kWh	kWh
7/6/2001 00:00	0.3360	0.0000	0.0597	0.09570	0.08480	0.09397	0.011700	0.29869
7/6/2001 01:00	0.3084	0.0000	0.0548	0.06432	0.05123	0.07966	0.011700	0.27502
7/6/2001 02:00	0.2785	0.0000	0.0499	0.05649	0.03357	0.06742	0.011700	0.27183
7/6/2001 03:00	0.2659	0.0000	0.0477	0.05878	0.03357	0.06007	0.011700	0.26800
7/6/2001 04:00	0.2597	0.0000	0.0465	0.08275	0.03357	0.07002	0.011700	0.25788
7/6/2001 05:00	0.2626	0.0000	0.0475	0.19058	0.03533	0.08238	0.011700	0.28777
7/6/2001 06:00	0.3168	0.0000	0.0567	0.39090	0.04947	0.13459	0.011700	0.33249
7/6/2001 07:00	0.4598	0.0000	0.0816	0.44220	0.08127	0.21032	0.041700	0.35330
7/6/2001 08:00	0.5657	0.0000	0.0973	0.42498	0.06183	0.27132	0.011700	0.29869
7/6/2001 09:00	0.8310	0.0000	0.1383	0.37859	0.03357	0.33250	0.011700	0.25421
7/6/2001 10:00	1.0309	0.0000	0.1664	0.32578	0.02827	0.34779	0.011700	0.26019
7/6/2001 11:00	1.2754	0.0000	0.2034	0.28001	0.02827	0.36309	0.011700	0.26027
7/6/2001 12:00	1.1974	0.0000	0.1869	0.24433	0.02827	0.35331	0.011700	0.25589
7/6/2001 13:00	1.2821	0.0000	0.1981	0.22440	0.02827	0.32072	0.011700	0.26473
7/6/2001 14:00	1.3260	0.0000	0.2025	0.20362	0.02827	0.29567	0.011700	0.27964
7/6/2001 15:00	1.4475	0.0000	0.2211	0.20697	0.02827	0.30433	0.011700	0.29518
7/6/2001 16:00	1.5581	0.0000	0.2382	0.23281	0.03003	0.35098	0.011700	0.34915
7/6/2001 17:00	1.6152	0.0000	0.2470	0.28978	0.03533	0.43555	0.011700	0.42416
7/6/2001 18:00	1.4558	0.0000	0.2407	0.34395	0.05653	0.39348	0.041700	0.46051
7/6/2001 19:00	1.1946	0.0000	0.1977	0.35404	0.10777	0.31774	0.011700	0.47534
7/6/2001 20:00	0.8817	0.0000	0.1522	0.32203	0.19433	0.28125	0.011700	0.49168
7/6/2001 21:00	0.6660	0.0000	0.1188	0.28349	0.28090	0.26494	0.011700	0.48020
7/6/2001 22:00	0.4911	0.0000	0.0894	0.22543	0.23497	0.21327	0.011700	0.41555
7/6/2001 23:00	0.3940	0.0000	0.0710	0.16320	0.16253	0.14336	0.011700	0.36111
7/7/2001 00:00	0.2985	0.0000	0.0543	0.09554	0.08480	0.09397	0.011700	0.29869
7/7/2001 01:00	0.2392	0.0000	0.0439	0.06424	0.05123	0.07966	0.011700	0.27502
7/7/2001 02:00	0.1949	0.0000	0.0361	0.05643	0.03357	0.06742	0.011700	0.27183
7/7/2001 03:00	0.1543	0.0000	0.0291	0.05872	0.03357	0.06007	0.011700	0.26800
7/7/2001 04:00	0.1385	0.0000	0.0261	0.08262	0.03357	0.07002	0.011700	0.25788
7/7/2001 05:00	0.1275	0.0000	0.0245	0.19019	0.03533	0.08238	0.011700	0.28777
7/7/2001 06:00	0.1845	0.0000	0.0348	0.39001	0.04947	0.13459	0.011700	0.33249
7/7/2001 07:00	0.3644	0.0000	0.0667	0.44116	0.08127	0.21032	0.041700	0.35330
7/7/2001 08:00	0.4257	0.0000	0.0749	0.42396	0.06183	0.27132	0.011700	0.29869
7/7/2001 09:00	0.6554	0.0000	0.1119	0.37768	0.03357	0.33250	0.011700	0.25421
7/7/2001 10:00	0.8570	0.0000	0.1429	0.32500	0.02827	0.34779	0.011700	0.26019
7/7/2001 11:00	1.1935	0.0000	0.1929	0.27934	0.02827	0.36309	0.011700	0.26027
