Date/Time	Cooling (E)	Heating (E)	HVAC Fan/Pump (E)	Hot Water (E)	Lights (E)	Lg. Appl. (E)	Vent Fan (E)	Misc. (E)
	kWh	kWh	kWh	kWh	kWh	kWh	kWh	kWh
2/1/2001 00:00	0.0000	1.4975	0.0921	0.14116	0.08377	0.09397	0.011700	0.29869
2/1/2001 01:00	0.0000	1.3347	0.0821	0.08893	0.04964	0.07966	0.011700	0.27502
2/1/2001 02:00	0.0000	1.1143	0.0685	0.07482	0.03413	0.06742	0.011700	0.27183
2/1/2001 03:00	0.0000	0.8651	0.0532	0.07888	0.03413	0.06007	0.011700	0.26800
2/1/2001 04:00	0.0000	0.7476	0.0460	0.12037	0.03413	0.07002	0.011700	0.25788
2/1/2001 05:00	0.0000	0.6306	0.0388	0.30249	0.03723	0.08238	0.011700	0.28777
2/1/2001 06:00	0.0000	0.4958	0.0305	0.64232	0.07136	0.13459	0.011700	0.33249
2/1/2001 07:00	0.0000	0.8156	0.0502	0.73530	0.14272	0.21032	0.041700	0.35330
2/1/2001 08:00	0.0000	0.1831	0.0113	0.71032	0.12720	0.27132	0.011700	0.29869
2/1/2001 09:00	0.0000	0.0000	0.0000	0.63519	0.06205	0.33250	0.011700	0.25421
2/1/2001 10:00	0.0000	0.0000	0.0000	0.54642	0.04964	0.34779	0.011700	0.26019
2/1/2001 11:00	0.0000	0.0000	0.0000	0.46634	0.04964	0.36309	0.011700	0.26027
2/1/2001 12:00	0.0000	0.0000	0.0000	0.40355	0.04964	0.35331	0.011700	0.25589
2/1/2001 13:00	0.0000	0.0000	0.0000	0.36658	0.04964	0.32072	0.011700	0.26473
2/1/2001 14:00	0.0000	0.0000	0.0000	0.33146	0.05274	0.29567	0.011700	0.27964
2/1/2001 15:00	0.0000	0.0000	0.0000	0.33766	0.06205	0.30433	0.011700	0.29518
2/1/2001 16:00	0.0000	0.0000	0.0000	0.38092	0.09618	0.35098	0.011700	0.34915
2/1/2001 17:00	0.0000	0.0000	0.0000	0.47378	0.18615	0.43555	0.011700	0.42416
2/1/2001 18:00	0.0000	0.0000	0.0000	0.56165	0.31956	0.39348	0.041700	0.46051
2/1/2001 19:00	0.0000	0.0000	0.0000	0.57745	0.40953	0.31774	0.011700	0.47534
2/1/2001 20:00	0.0000	0.0000	0.0000	0.52558	0.38161	0.28125	0.011700	0.49168
2/1/2001 21:00	0.0000	0.0000	0.0000	0.46152	0.31646	0.26494	0.011700	0.48020
2/1/2001 22:00	0.0000	0.0000	0.0000	0.36165	0.23579	0.21327	0.011700	0.41555
2/1/2001 23:00	0.0000	0.2804	0.0172	0.25516	0.16443	0.14336	0.011700	0.36111
2/2/2001 00:00	0.0000	0.0000	0.0000	0.14111	0.08377	0.09397	0.011700	0.29869
2/2/2001 01:00	0.0000	0.0000	0.0000	0.08867	0.04964	0.07966	0.011700	0.27502
2/2/2001 02:00	0.0000	0.1660	0.0102	0.07476	0.03413	0.06742	0.011700	0.27183
2/2/2001 03:00	0.0000	0.2674	0.0164	0.07887	0.03413	0.06007	0.011700	0.26800
2/2/2001 04:00	0.0000	0.4211	0.0259	0.12035	0.03413	0.07002	0.011700	0.25788
2/2/2001 05:00	0.0000	0.4167	0.0256	0.30243	0.03723	0.08238	0.011700	0.28777
2/2/2001 06:00	0.0000	0.3879	0.0239	0.64218	0.07136	0.13459	0.011700	0.33249
2/2/2001 07:00	0.0000	0.7889	0.0485	0.73514	0.14272	0.21032	0.041700	0.35330
2/2/2001 08:00	0.0000	0.0849	0.0052	0.71016	0.12720	0.27132	0.011700	0.29869
2/2/2001 09:00	0.0000	0.0000	0.0000	0.63504	0.06205	0.33250	0.011700	0.25421
2/2/2001 10:00	0.0000	0.0000	0.0000	0.54504	0.04964	0.34779	0.011700	0.26019
2/2/2001 11:00	0.0000	0.0000	0.0000	0.46426	0.04964	0.36309	0.011700	0.26027
2/2/2001 12:00	0.0000	0.0000	0.0000	0.40117	0.04964	0.35331	0.011700	0.25589
2/2/2001 13:00	0.0000	0.0000	0.0000	0.36306	0.04964	0.32072	0.011700	0.26473
2/2/2001 14:00	0.0000	0.0000	0.0000	0.32581	0.05274	0.29567	0.011700	0.27964
2/2/2001 15:00	0.0000	0.0000	0.0000	0.32970	0.06205	0.30433	0.011700	0.29518
2/2/2001 16:00	0.0000	0.0000	0.0000	0.37304	0.09618	0.35098	0.011700	0.34915
2/2/2001 17:00	0.0000	0.0000	0.0000	0.46731	0.18615	0.43555	0.011700	0.42416
2/2/2001 18:00	0.0000	0.0000	0.0000	0.55512	0.31956	0.39348	0.041700	0.46051
2/2/2001 19:00	0.0000	0.0000	0.0000	0.57122	0.40953	0.31774	0.011700	0.47534
2/2/2001 20:00	0.0000	0.0000	0.0000	0.51969	0.38161	0.28125	0.011700	0.49168
2/2/2001 21:00	0.0000	0.0000	0.0000	0.45703	0.31646	0.26494	0.011700	0.48020
2/2/2001 22:00	0.0000	0.0000	0.0000	0.35787	0.23579	0.21327	0.011700	0.41555
2/2/2001 23:00	0.0000	0.0000	0.0000	0.25074	0.16443	0.14336	0.011700	0.36111
2/3/2001 00:00	0.0000	0.0000	0.0000	0.13685	0.08377	0.09397	0.011700	0.29869
2/3/2001 01:00	0.0000	0.0000	0.0000	0.08530	0.04964	0.07966	0.011700	0.27502
2/3/2001 02:00	0.0000	0.5035	0.0310	0.07452	0.03413	0.06742	0.011700	0.27183
2/3/2001 03:00	0.0000	0.0000	0.0000	0.07885	0.03413	0.06007	0.011700	0.26800
2/3/2001 04:00	0.0000	0.0000	0.0000	0.11949	0.03413	0.07002	0.011700	0.25788
2/3/2001 05:00	0.0000	0.0000	0.0000	0.30121	0.03723	0.08238	0.011700	0.28777
2/3/2001 06:00	0.0000	0.0000	0.0000	0.64101	0.07136	0.13459	0.011700	0.33249
2/3/2001 07:00	0.0000	0.0000	0.0000	0.73383	0.14272	0.21032	0.041700	0.35330
2/3/2001 08:00	0.0000	0.0000	0.0000	0.70929	0.12720	0.27132	0.011700	0.29869
2/3/2001 09:00	0.0000	0.0000	0.0000	0.63374	0.06205	0.33250	0.011700	0.25421
2/3/2001 10:00	0.0000	0.0000	0.0000	0.54460	0.04964	0.34779	0.011700	0.26019
2/3/2001 11:00	0.0000	0.0000	0.0000	0.46501	0.04964	0.36309	0.011700	0.26027
2/3/2001 12:00	0.0000	0.0000	0.0000	0.40276	0.04964	0.35331	0.011700	0.25589
