Date/Time	Cooling (E)	Heating (E)	HVAC Fan/Pump (E)	Hot Water (E)	Lights (E)	Lg. Appl. (E)	Vent Fan (E)	Misc. (E)
	kWh	kWh	kWh	kWh	kWh	kWh	kWh	kWh
12/1/2001 00:00	0.0000	0.2723	0.0167	0.13078	0.08407	0.09397	0.011700	0.29869
12/1/2001 01:00	0.0000	0.2133	0.0131	0.08369	0.05117	0.07966	0.011700	0.27502
12/1/2001 02:00	0.0000	0.0977	0.0060	0.07112	0.03290	0.06742	0.011700	0.27183
12/1/2001 03:00	0.0000	0.0000	0.0000	0.07476	0.03290	0.06007	0.011700	0.26800
12/1/2001 04:00	0.0000	0.0000	0.0000	0.11187	0.03290	0.07002	0.011700	0.25788
12/1/2001 05:00	0.0000	0.0000	0.0000	0.27560	0.03655	0.08238	0.011700	0.28777
12/1/2001 06:00	0.0000	0.0000	0.0000	0.58097	0.07676	0.13459	0.011700	0.33249
12/1/2001 07:00	0.0000	0.0000	0.0000	0.66335	0.15717	0.21032	0.041700	0.35330
12/1/2001 08:00	0.0000	0.0000	0.0000	0.64004	0.15352	0.27132	0.011700	0.29869
12/1/2001 09:00	0.0000	0.0000	0.0000	0.57194	0.08407	0.33250	0.011700	0.25421
12/1/2001 10:00	0.0000	0.0000	0.0000	0.49209	0.06945	0.34779	0.011700	0.26019
12/1/2001 11:00	0.0000	0.0000	0.0000	0.42125	0.06945	0.36309	0.011700	0.26027
12/1/2001 12:00	0.0000	0.0000	0.0000	0.36599	0.06945	0.35331	0.011700	0.25589
12/1/2001 13:00	0.0000	0.0000	0.0000	0.33370	0.06945	0.32072	0.011700	0.26473
12/1/2001 14:00	0.0000	0.0000	0.0000	0.30011	0.07676	0.29567	0.011700	0.27964
12/1/2001 15:00	0.0000	0.0000	0.0000	0.30373	0.10600	0.30433	0.011700	0.29518
12/1/2001 16:00	0.0000	0.0000	0.0000	0.34308	0.19007	0.35098	0.011700	0.34915
12/1/2001 17:00	0.0000	0.0000	0.0000	0.43043	0.33262	0.43555	0.011700	0.42416
12/1/2001 18:00	0.0000	0.0000	0.0000	0.50972	0.43862	0.39348	0.041700	0.46051
12/1/2001 19:00	0.0000	0.0000	0.0000	0.52174	0.40938	0.31774	0.011700	0.47534
12/1/2001 20:00	0.0000	0.0000	0.0000	0.47370	0.37283	0.28125	0.011700	0.49168
12/1/2001 21:00	0.0000	0.0000	0.0000	0.41698	0.31434	0.26494	0.011700	0.48020
12/1/2001 22:00	0.0000	0.0000	0.0000	0.32778	0.23393	0.21327	0.011700	0.41555
12/1/2001 23:00	0.0000	0.0000	0.0000	0.23163	0.16448	0.14336	0.011700	0.36111
12/2/2001 00:00	0.0000	0.0000	0.0000	0.13854	0.08407	0.10055	0.011700	0.29869
12/2/2001 01:00	0.0000	0.0158	0.0010	0.08788	0.05117	0.08360	0.011700	0.27502
12/2/2001 02:00	0.0000	0.2450	0.0151	0.07471	0.03290	0.07003	0.011700	0.27183
12/2/2001 03:00	0.0000	0.3571	0.0220	0.07862	0.03290	0.06144	0.011700	0.26800
12/2/2001 04:00	0.0000	0.4731	0.0291	0.11985	0.03290	0.07269	0.011700	0.25788
12/2/2001 05:00	0.0000	0.4946	0.0304	0.29886	0.03655	0.08648	0.011700	0.28777
12/2/2001 06:00	0.0000	0.4198	0.0258	0.63428	0.07676	0.14521	0.011700	0.33249
12/2/2001 07:00	0.0000	0.8571	0.0527	0.72808	0.15717	0.23148	0.041700	0.35330
12/2/2001 08:00	0.0000	0.3832	0.0236	0.70743	0.15352	0.30375	0.011700	0.29869
12/2/2001 09:00	0.0000	0.2740	0.0169	0.63383	0.08407	0.37753	0.011700	0.25421
12/2/2001 10:00	0.0000	0.0983	0.0060	0.54527	0.06945	0.39871	0.011700	0.26019
12/2/2001 11:00	0.0000	0.3814	0.0235	0.46559	0.06945	0.41558	0.011700	0.26027
12/2/2001 12:00	0.0000	0.0000	0.0000	0.40458	0.06945	0.40112	0.011700	0.25589
12/2/2001 13:00	0.0000	0.0000	0.0000	0.36699	0.06945	0.36431	0.011700	0.26473
12/2/2001 14:00	0.0000	0.0000	0.0000	0.33101	0.07676	0.33480	0.011700	0.27964
12/2/2001 15:00	0.0000	0.0000	0.0000	0.33510	0.10600	0.34138	0.011700	0.29518
12/2/2001 16:00	0.0000	0.0000	0.0000	0.38115	0.19007	0.38690	0.011700	0.34915
12/2/2001 17:00	0.0000	0.0000	0.0000	0.47371	0.33262	0.47090	0.011700	0.42416
12/2/2001 18:00	0.0000	0.1306	0.0080	0.56573	0.43862	0.42779	0.041700	0.46051
12/2/2001 19:00	0.0000	0.0000	0.0000	0.58674	0.40938	0.35199	0.011700	0.47534
12/2/2001 20:00	0.0000	0.0000	0.0000	0.53662	0.37283	0.31611	0.011700	0.49168
12/2/2001 21:00	0.0000	0.2127	0.0131	0.47015	0.31434	0.30055	0.011700	0.48020
12/2/2001 22:00	0.0000	0.4872	0.0300	0.36990	0.23393	0.24157	0.011700	0.41555
12/2/2001 23:00	0.0000	0.7717	0.0475	0.25851	0.16448	0.15890	0.011700	0.36111
12/3/2001 00:00	0.0000	1.1022	0.0678	0.14041	0.08407	0.10055	0.011700	0.29869
12/3/2001 01:00	0.0000	1.3168	0.0810	0.08874	0.05117	0.08360	0.011700	0.27502
12/3/2001 02:00	0.0000	1.4833	0.0912	0.07484	0.03290	0.07003	0.011700	0.27183
12/3/2001 03:00	0.0000	1.6125	0.0992	0.07876	0.03290	0.06144	0.011700	0.26800
12/3/2001 04:00	0.0000	1.7255	0.1061	0.12014	0.03290	0.07269	0.011700	0.25788
12/3/2001 05:00	0.0000	1.7671	0.1087	0.29976	0.03655	0.08648	0.011700	0.28777
12/3/2001 06:00	0.0000	1.7364	0.1068	0.63632	0.07676	0.14521	0.011700	0.33249
12/3/2001 07:00	0.0000	2.1624	0.1330	0.73047	0.15717	0.23148	0.041700	0.35330
12/3/2001 08:00	0.0000	0.7461	0.0459	0.70978	0.15352	0.30375	0.011700	0.29869
12/3/2001 09:00	0.0000	0.0000	0.0000	0.63596	0.08407	0.37753	0.011700	0.25421
12/3/2001 10:00	0.0000	0.0000	0.0000	0.54664	0.06945	0.39871	0.011700	0.26019
12/3/2001 11:00	0.0000	0.0000	0.0000	0.46531	0.06945	0.41558	0.011700	0.26027
12/3/2001 12:00	0.0000	0.0000	0.0000	0.40311	0.06945	0.40112	0.011700	0.25589
12/3/2001 13:00	0.0000	0.0000	0.0000	0.36394	0.06945	0.36431	0.011700	0.26473
12/3/2001 14:00	0.0000	0.0000	0.0000	0.32674	0.07676	0.33480	0.011700	0.27964
12/3/2001 15:00	0.0000	0.0000	0.0000	0.32989	0.10600	0.34138	0.011700	0.29518
12/3/2001 16:00	0.0000	0.0000	0.0000	0.37560	0.19007	0.38690	0.011700	0.34915
12/3/2001 17:00	0.0000	0.0000	0.0000	0.46902	0.33262	0.47090	0.011700	0.42416
12/3/2001 18:00	0.0000	0.0000	0.0000	0.56222	0.43862	0.42779	0.041700	0.46051
12/3/2001 19:00	0.0000	0.0000	0.0000	0.58431	0.40938	0.35199	0.011700	0.47534
12/3/2001 20:00	0.0000	0.0000	0.0000	0.53448	0.37283	0.31611	0.011700	0.49168
12/3/2001 21:00	0.0000	0.0000	0.0000	0.46815	0.31434	0.30055	0.011700	0.48020
12/3/2001 22:00	0.0000	0.0000	0.0000	0.36828	0.23393	0.24157	0.011700	0.41555
12/3/2001 23:00	0.0000	0.0000	0.0000	0.25726	0.16448	0.15890	0.011700	0.36111
12/4/2001 00:00	0.0000	0.0000	0.0000	0.13045	0.08407	0.09397	0.011700	0.29869
12/4/2001 01:00	0.0000	0.5194	0.0320	0.08361	0.05117	0.07966	0.011700	0.27502
12/4/2001 02:00	0.0000	0.3137	0.0193	0.07142	0.03290	0.06742	0.011700	0.27183
12/4/2001 03:00	0.0000	0.4210	0.0259	0.07513	0.03290	0.06007	0.011700	0.26800
12/4/2001 04:00	0.0000	0.5075	0.0312	0.11272	0.03290	0.07002	0.011700	0.25788
12/4/2001 05:00	0.0000	0.5170	0.0318	0.27832	0.03655	0.08238	0.011700	0.28777
12/4/2001 06:00	0.0000	0.4323	0.0266	0.58710	0.07676	0.13459	0.011700	0.33249
12/4/2001 07:00	0.0000	0.3507	0.0216	0.67081	0.15717	0.21032	0.041700	0.35330
12/4/2001 08:00	0.0000	0.0000	0.0000	0.64755	0.15352	0.27132	0.011700	0.29869
12/4/2001 09:00	0.0000	0.0000	0.0000	0.57757	0.08407	0.33250	0.011700	0.25421
12/4/2001 10:00	0.0000	0.0000	0.0000	0.49530	0.06945	0.34779	0.011700	0.26019
12/4/2001 11:00	0.0000	0.0000	0.0000	0.42309	0.06945	0.36309	0.011700	0.26027
12/4/2001 12:00	0.0000	0.0000	0.0000	0.36752	0.06945	0.35331	0.011700	0.25589
12/4/2001 13:00	0.0000	0.0000	0.0000	0.33413	0.06945	0.32072	0.011700	0.26473
12/4/2001 14:00	0.0000	0.0000	0.0000	0.30145	0.07676	0.29567	0.011700	0.27964
12/4/2001 15:00	0.0000	0.0000	0.0000	0.30620	0.10600	0.30433	0.011700	0.29518
12/4/2001 16:00	0.0000	0.0000	0.0000	0.34651	0.19007	0.35098	0.011700	0.34915
12/4/2001 17:00	0.0000	0.0000	0.0000	0.43392	0.33262	0.43555	0.011700	0.42416
12/4/2001 18:00	0.0000	0.0000	0.0000	0.51433	0.43862	0.39348	0.041700	0.46051
12/4/2001 19:00	0.0000	0.0000	0.0000	0.52787	0.40938	0.31774	0.011700	0.47534
12/4/2001 20:00	0.0000	0.0000	0.0000	0.47975	0.37283	0.28125	0.011700	0.49168
12/4/2001 21:00	0.0000	0.0000	0.0000	0.42215	0.31434	0.26494	0.011700	0.48020
12/4/2001 22:00	0.0000	0.1478	0.0091	0.33279	0.23393	0.21327	0.011700	0.41555
12/4/2001 23:00	0.0000	0.0564	0.0035	0.23581	0.16448	0.14336	0.011700	0.36111
12/5/2001 00:00	0.0000	0.2215	0.0136	0.13204	0.08407	0.09397	0.011700	0.29869
12/5/2001 01:00	0.0000	0.4006	0.0246	0.08433	0.05117	0.07966	0.011700	0.27502
12/5/2001 02:00	0.0000	0.5227	0.0322	0.07157	0.03290	0.06742	0.011700	0.27183
12/5/2001 03:00	0.0000	0.6143	0.0378	0.07526	0.03290	0.06007	0.011700	0.26800
12/5/2001 04:00	0.0000	0.5825	0.0358	0.11298	0.03290	0.07002	0.011700	0.25788
12/5/2001 05:00	0.0000	0.4384	0.0270	0.27911	0.03655	0.08238	0.011700	0.28777
12/5/2001 06:00	0.0000	0.1861	0.0114	0.58892	0.07676	0.13459	0.011700	0.33249
12/5/2001 07:00	0.0000	0.3277	0.0202	0.67293	0.15717	0.21032	0.041700	0.35330
