Date/Time	Cooling (E)	Heating (E)	HVAC Fan/Pump (E)	Hot Water (E)	Lights (E)	Lg. Appl. (E)	Vent Fan (E)	Misc. (E)
	kWh	kWh	kWh	kWh	kWh	kWh	kWh	kWh
4/4/2001 00:00	0.0000	0.2672	0.0164	0.12890	0.08347	0.09397	0.011700	0.29869
4/4/2001 01:00	0.0000	0.2572	0.0158	0.08261	0.05137	0.07966	0.011700	0.27502
4/4/2001 02:00	0.0000	0.3385	0.0208	0.07036	0.03424	0.06742	0.011700	0.27183
4/4/2001 03:00	0.0000	0.4459	0.0274	0.07390	0.03424	0.06007	0.011700	0.26800
4/4/2001 04:00	0.0000	0.4655	0.0286	0.11020	0.03424	0.07002	0.011700	0.25788
4/4/2001 05:00	0.0000	0.4194	0.0258	0.27035	0.03639	0.08238	0.011700	0.28777
4/4/2001 06:00	0.0000	0.3006	0.0185	0.56890	0.05993	0.13459	0.011700	0.33249
4/4/2001 07:00	0.0000	0.6152	0.0378	0.64955	0.11130	0.21032	0.041700	0.35330
4/4/2001 08:00	0.0000	0.2630	0.0162	0.62686	0.08989	0.27132	0.011700	0.29869
4/4/2001 09:00	0.0000	0.1923	0.0118	0.56024	0.04281	0.33250	0.011700	0.25421
4/4/2001 10:00	0.0000	0.0000	0.0000	0.48220	0.03424	0.34779	0.011700	0.26019
4/4/2001 11:00	0.0000	0.0000	0.0000	0.41256	0.03424	0.36309	0.011700	0.26027
4/4/2001 12:00	0.0000	0.0000	0.0000	0.35814	0.03424	0.35331	0.011700	0.25589
4/4/2001 13:00	0.0000	0.0000	0.0000	0.32571	0.03424	0.32072	0.011700	0.26473
4/4/2001 14:00	0.0158	0.0000	0.0032	0.29346	0.03424	0.29567	0.011700	0.27964
4/4/2001 15:00	0.0395	0.0000	0.0081	0.29707	0.03424	0.30433	0.011700	0.29518
4/4/2001 16:00	0.0871	0.0000	0.0177	0.33562	0.03639	0.35098	0.011700	0.34915
4/4/2001 17:00	0.1760	0.0000	0.0365	0.41879	0.04923	0.43555	0.011700	0.42416
4/4/2001 18:00	0.1184	0.0000	0.0246	0.49618	0.08989	0.39348	0.041700	0.46051
4/4/2001 19:00	0.0641	0.0000	0.0137	0.50927	0.17764	0.31774	0.011700	0.47534
4/4/2001 20:00	0.0000	0.0000	0.0000	0.46341	0.29108	0.28125	0.011700	0.49168
4/4/2001 21:00	0.0000	0.0000	0.0000	0.40781	0.31462	0.26494	0.011700	0.48020
4/4/2001 22:00	0.0000	0.0000	0.0000	0.32095	0.23543	0.21327	0.011700	0.41555
4/4/2001 23:00	0.0000	0.0000	0.0000	0.22745	0.16266	0.14336	0.011700	0.36111
4/5/2001 00:00	0.0000	0.0000	0.0000	0.12754	0.08347	0.09397	0.011700	0.29869
4/5/2001 01:00	0.0000	0.2630	0.0162	0.08228	0.05137	0.07966	0.011700	0.27502
4/5/2001 02:00	0.0000	0.4687	0.0288	0.07023	0.03424	0.06742	0.011700	0.27183
4/5/2001 03:00	0.0000	0.7032	0.0433	0.07376	0.03424	0.06007	0.011700	0.26800
4/5/2001 04:00	0.0000	0.9030	0.0555	0.10992	0.03424	0.07002	0.011700	0.25788
4/5/2001 05:00	0.0000	1.0177	0.0626	0.26946	0.03639	0.08238	0.011700	0.28777
4/5/2001 06:00	0.0000	0.9821	0.0604	0.56688	0.05993	0.13459	0.011700	0.33249
4/5/2001 07:00	0.0000	1.6255	0.1000	0.64719	0.11130	0.21032	0.041700	0.35330
4/5/2001 08:00	0.0000	0.5240	0.0322	0.62457	0.08989	0.27132	0.011700	0.29869
4/5/2001 09:00	0.0000	0.0510	0.0031	0.55817	0.04281	0.33250	0.011700	0.25421
4/5/2001 10:00	0.0000	0.0000	0.0000	0.48043	0.03424	0.34779	0.011700	0.26019
4/5/2001 11:00	0.0000	0.0000	0.0000	0.41070	0.03424	0.36309	0.011700	0.26027
4/5/2001 12:00	0.0000	0.0000	0.0000	0.35615	0.03424	0.35331	0.011700	0.25589
4/5/2001 13:00	0.0026	0.0000	0.0005	0.32376	0.03424	0.32072	0.011700	0.26473
4/5/2001 14:00	0.0000	0.0000	0.0000	0.29169	0.03424	0.29567	0.011700	0.27964
4/5/2001 15:00	0.0000	0.0000	0.0000	0.29654	0.03424	0.30433	0.011700	0.29518
4/5/2001 16:00	0.0000	0.0000	0.0000	0.33547	0.03639	0.35098	0.011700	0.34915
4/5/2001 17:00	0.0000	0.0000	0.0000	0.41883	0.04923	0.43555	0.011700	0.42416
4/5/2001 18:00	0.0000	0.0000	0.0000	0.49584	0.08989	0.39348	0.041700	0.46051
4/5/2001 19:00	0.0000	0.0000	0.0000	0.50963	0.17764	0.31774	0.011700	0.47534
4/5/2001 20:00	0.0000	0.0000	0.0000	0.46420	0.29108	0.28125	0.011700	0.49168
4/5/2001 21:00	0.0000	0.0000	0.0000	0.40828	0.31462	0.26494	0.011700	0.48020
4/5/2001 22:00	0.0000	0.0000	0.0000	0.32108	0.23543	0.21327	0.011700	0.41555
4/5/2001 23:00	0.0000	0.3912	0.0241	0.22826	0.16266	0.14336	0.011700	0.36111
4/6/2001 00:00	0.0000	0.2589	0.0159	0.12826	0.08347	0.09397	0.011700	0.29869
4/6/2001 01:00	0.0000	0.4149	0.0255	0.08226	0.05137	0.07966	0.011700	0.27502
4/6/2001 02:00	0.0000	0.6000	0.0369	0.07011	0.03424	0.06742	0.011700	0.27183
4/6/2001 03:00	0.0000	0.7674	0.0472	0.07363	0.03424	0.06007	0.011700	0.26800
4/6/2001 04:00	0.0000	0.9368	0.0576	0.10964	0.03424	0.07002	0.011700	0.25788
4/6/2001 05:00	0.0000	0.9984	0.0614	0.26857	0.03639	0.08238	0.011700	0.28777
4/6/2001 06:00	0.0000	0.9298	0.0572	0.56484	0.05993	0.13459	0.011700	0.33249
4/6/2001 07:00	0.0000	1.3778	0.0848	0.64481	0.11130	0.21032	0.041700	0.35330
4/6/2001 08:00	0.0000	0.2388	0.0147	0.62225	0.08989	0.27132	0.011700	0.29869
4/6/2001 09:00	0.0000	0.0000	0.0000	0.55609	0.04281	0.33250	0.011700	0.25421
4/6/2001 10:00	0.0000	0.0000	0.0000	0.47758	0.03424	0.34779	0.011700	0.26019
4/6/2001 11:00	0.0761	0.0000	0.0147	0.40750	0.03424	0.36309	0.011700	0.26027
4/6/2001 12:00	0.2053	0.0000	0.0392	0.35333	0.03424	0.35331	0.011700	0.25589
4/6/2001 13:00	0.3316	0.0000	0.0623	0.32209	0.03424	0.32072	0.011700	0.26473
4/6/2001 14:00	0.3894	0.0000	0.0730	0.29065	0.03424	0.29567	0.011700	0.27964
4/6/2001 15:00	0.4572	0.0000	0.0856	0.29498	0.03424	0.30433	0.011700	0.29518
4/6/2001 16:00	0.5218	0.0000	0.0967	0.33324	0.03639	0.35098	0.011700	0.34915
4/6/2001 17:00	0.5271	0.0000	0.1017	0.41579	0.04923	0.43555	0.011700	0.42416
4/6/2001 18:00	0.4109	0.0000	0.0813	0.49264	0.08989	0.39348	0.041700	0.46051
4/6/2001 19:00	0.2237	0.0000	0.0458	0.50567	0.17764	0.31774	0.011700	0.47534
4/6/2001 20:00	0.1279	0.0000	0.0266	0.46013	0.29108	0.28125	0.011700	0.49168
4/6/2001 21:00	0.0652	0.0000	0.0136	0.40485	0.31462	0.26494	0.011700	0.48020
