Date/Time	Cooling (E)	Heating (E)	HVAC Fan/Pump (E)	Hot Water (E)	Lights (E)	Lg. Appl. (E)	Vent Fan (E)	Misc. (E)
	kWh	kWh	kWh	kWh	kWh	kWh	kWh	kWh
1/1/2001 00:00	0.0000	0.2138	0.0132	0.14752	0.08480	0.10055	0.011700	0.29869
1/1/2001 01:00	0.0000	0.7818	0.0481	0.09280	0.04947	0.08360	0.011700	0.27502
1/1/2001 02:00	0.0000	0.9412	0.0579	0.07773	0.03533	0.07003	0.011700	0.27183
1/1/2001 03:00	0.0000	1.1879	0.0731	0.08198	0.03533	0.06144	0.011700	0.26800
1/1/2001 04:00	0.0000	1.3567	0.0835	0.12670	0.03533	0.07269	0.011700	0.25788
1/1/2001 05:00	0.0000	1.4048	0.0864	0.32028	0.03533	0.08648	0.011700	0.28777
1/1/2001 06:00	0.0000	1.3195	0.0812	0.68320	0.08127	0.14521	0.011700	0.33249
1/1/2001 07:00	0.0000	1.7717	0.1090	0.78556	0.16607	0.23148	0.041700	0.35330
1/1/2001 08:00	0.0000	0.1953	0.0120	0.76387	0.15900	0.30375	0.011700	0.29869
1/1/2001 09:00	0.0000	0.0000	0.0000	0.68477	0.08127	0.37753	0.011700	0.25421
1/1/2001 10:00	0.0000	0.0000	0.0000	0.58768	0.06713	0.39871	0.011700	0.26019
1/1/2001 11:00	0.0000	0.0000	0.0000	0.49948	0.06713	0.41558	0.011700	0.26027
1/1/2001 12:00	0.0000	0.0000	0.0000	0.43194	0.06713	0.40112	0.011700	0.25589
1/1/2001 13:00	0.0000	0.0000	0.0000	0.38970	0.06713	0.36431	0.011700	0.26473
1/1/2001 14:00	0.0000	0.0000	0.0000	0.35048	0.07067	0.33480	0.011700	0.27964
1/1/2001 15:00	0.0000	0.0000	0.0000	0.35502	0.08833	0.34138	0.011700	0.29518
1/1/2001 16:00	0.0000	0.0000	0.0000	0.40421	0.14840	0.38690	0.011700	0.34915
1/1/2001 17:00	0.0000	0.0000	0.0000	0.50393	0.27560	0.47090	0.011700	0.42416
1/1/2001 18:00	0.0000	0.0000	0.0000	0.60374	0.40986	0.42779	0.041700	0.46051
1/1/2001 19:00	0.0000	0.0000	0.0000	0.62729	0.43460	0.35199	0.011700	0.47534
1/1/2001 20:00	0.0000	0.0000	0.0000	0.57368	0.37453	0.31611	0.011700	0.49168
1/1/2001 21:00	0.0000	0.0000	0.0000	0.50250	0.31447	0.30055	0.011700	0.48020
1/1/2001 22:00	0.0000	0.0000	0.0000	0.39461	0.23673	0.24157	0.011700	0.41555
1/1/2001 23:00	0.0000	0.0000	0.0000	0.27472	0.16253	0.15890	0.011700	0.36111
1/2/2001 00:00	0.0000	0.0596	0.0037	0.13796	0.08480	0.09397	0.011700	0.29869
1/2/2001 01:00	0.0000	0.8048	0.0495	0.08777	0.04947	0.07966	0.011700	0.27502
1/2/2001 02:00	0.0000	0.8129	0.0500	0.07401	0.03533	0.06742	0.011700	0.27183
1/2/2001 03:00	0.0000	1.0684	0.0657	0.07798	0.03533	0.06007	0.011700	0.26800
1/2/2001 04:00	0.0000	1.2023	0.0740	0.11853	0.03533	0.07002	0.011700	0.25788
1/2/2001 05:00	0.0000	1.2431	0.0765	0.29668	0.03533	0.08238	0.011700	0.28777
1/2/2001 06:00	0.0000	1.1031	0.0679	0.62905	0.08127	0.13459	0.011700	0.33249
1/2/2001 07:00	0.0000	1.4554	0.0895	0.71980	0.16607	0.21032	0.041700	0.35330
1/2/2001 08:00	0.0000	0.0000	0.0000	0.69524	0.15900	0.27132	0.011700	0.29869
1/2/2001 09:00	0.0000	0.0000	0.0000	0.62147	0.08127	0.33250	0.011700	0.25421
1/2/2001 10:00	0.0000	0.0000	0.0000	0.53298	0.06713	0.34779	0.011700	0.26019
1/2/2001 11:00	0.0000	0.0000	0.0000	0.45394	0.06713	0.36309	0.011700	0.26027
1/2/2001 12:00	0.0000	0.0000	0.0000	0.39491	0.06713	0.35331	0.011700	0.25589
1/2/2001 13:00	0.0000	0.0000	0.0000	0.35894	0.06713	0.32072	0.011700	0.26473
1/2/2001 14:00	0.0000	0.0000	0.0000	0.32331	0.07067	0.29567	0.011700	0.27964
1/2/2001 15:00	0.0000	0.0000	0.0000	0.32708	0.08833	0.30433	0.011700	0.29518
1/2/2001 16:00	0.0000	0.0000	0.0000	0.37038	0.14840	0.35098	0.011700	0.34915
1/2/2001 17:00	0.0000	0.0000	0.0000	0.46373	0.27560	0.43555	0.011700	0.42416
1/2/2001 18:00	0.0000	0.0000	0.0000	0.55096	0.40986	0.39348	0.041700	0.46051
1/2/2001 19:00	0.0000	0.0000	0.0000	0.56513	0.43460	0.31774	0.011700	0.47534
1/2/2001 20:00	0.0000	0.0000	0.0000	0.51342	0.37453	0.28125	0.011700	0.49168
1/2/2001 21:00	0.0000	0.0000	0.0000	0.45165	0.31447	0.26494	0.011700	0.48020
1/2/2001 22:00	0.0000	0.4748	0.0292	0.35557	0.23673	0.21327	0.011700	0.41555
1/2/2001 23:00	0.0000	0.0509	0.0031	0.25086	0.16253	0.14336	0.011700	0.36111
1/3/2001 00:00	0.0000	0.2906	0.0179	0.13906	0.08480	0.09397	0.011700	0.29869
1/3/2001 01:00	0.0000	0.5973	0.0367	0.08787	0.04947	0.07966	0.011700	0.27502
1/3/2001 02:00	0.0000	0.7379	0.0454	0.07407	0.03533	0.06742	0.011700	0.27183
1/3/2001 03:00	0.0000	0.8700	0.0535	0.07805	0.03533	0.06007	0.011700	0.26800
1/3/2001 04:00	0.0000	0.9857	0.0606	0.11867	0.03533	0.07002	0.011700	0.25788
1/3/2001 05:00	0.0000	1.0443	0.0642	0.29711	0.03533	0.08238	0.011700	0.28777
1/3/2001 06:00	0.0000	0.9806	0.0603	0.63002	0.08127	0.13459	0.011700	0.33249
1/3/2001 07:00	0.0000	1.4300	0.0880	0.72094	0.16607	0.21032	0.041700	0.35330
