Date/Time	Cooling (E)	Heating (E)	HVAC Fan/Pump (E)	Hot Water (E)	Lights (E)	Lg. Appl. (E)	Vent Fan (E)	Misc. (E)
	kWh	kWh	kWh	kWh	kWh	kWh	kWh	kWh
10/7/2001 00:00	0.0000	0.0000	0.0000	0.11031	0.08303	0.09397	0.011700	0.29869
10/7/2001 01:00	0.0000	0.0000	0.0000	0.07635	0.05154	0.08360	0.011700	0.27502
10/7/2001 02:00	0.0000	0.0000	0.0000	0.06576	0.03436	0.07003	0.011700	0.27183
10/7/2001 03:00	0.0000	0.0000	0.0000	0.06903	0.03436	0.06144	0.011700	0.26800
10/7/2001 04:00	0.0000	0.0000	0.0000	0.10120	0.03436	0.07269	0.011700	0.25788
10/7/2001 05:00	0.0000	0.0000	0.0000	0.24128	0.03722	0.08648	0.011700	0.28777
10/7/2001 06:00	0.0000	0.0000	0.0000	0.50298	0.07731	0.14521	0.011700	0.33249
10/7/2001 07:00	0.0000	0.1420	0.0087	0.57370	0.15748	0.23148	0.041700	0.35330
10/7/2001 08:00	0.0000	0.0000	0.0000	0.55602	0.14030	0.30375	0.011700	0.29869
10/7/2001 09:00	0.0000	0.0000	0.0000	0.49707	0.06872	0.37753	0.011700	0.25421
10/7/2001 10:00	0.0000	0.0000	0.0000	0.42759	0.05440	0.39871	0.011700	0.26019
10/7/2001 11:00	0.0000	0.1478	0.0091	0.36591	0.05440	0.41558	0.011700	0.26027
10/7/2001 12:00	0.0000	0.0000	0.0000	0.31897	0.05440	0.40112	0.011700	0.25589
10/7/2001 13:00	0.0000	0.0000	0.0000	0.29064	0.05440	0.36431	0.011700	0.26473
10/7/2001 14:00	0.0000	0.0000	0.0000	0.26299	0.05440	0.33480	0.011700	0.27964
10/7/2001 15:00	0.0000	0.0000	0.0000	0.26664	0.05726	0.34138	0.011700	0.29518
10/7/2001 16:00	0.0000	0.0000	0.0000	0.30276	0.07158	0.38690	0.011700	0.34915
10/7/2001 17:00	0.0000	0.0000	0.0000	0.37587	0.11739	0.47090	0.011700	0.42416
10/7/2001 18:00	0.0000	0.0000	0.0000	0.44912	0.21474	0.42779	0.041700	0.46051
10/7/2001 19:00	0.0000	0.0000	0.0000	0.46583	0.33786	0.35199	0.011700	0.47534
10/7/2001 20:00	0.0000	0.0000	0.0000	0.42531	0.37222	0.31611	0.011700	0.49168
10/7/2001 21:00	0.0000	0.0000	0.0000	0.37225	0.31209	0.30055	0.011700	0.48020
10/7/2001 22:00	0.0000	0.0000	0.0000	0.29463	0.23478	0.24157	0.011700	0.41555
10/7/2001 23:00	0.0000	0.0000	0.0000	0.20861	0.16320	0.15890	0.011700	0.36111
10/8/2001 00:00	0.0000	0.0000	0.0000	0.11623	0.08303	0.10055	0.011700	0.29869
10/8/2001 01:00	0.0000	0.0000	0.0000	0.07619	0.05154	0.08360	0.011700	0.27502
10/8/2001 02:00	0.0000	0.0000	0.0000	0.06577	0.03436	0.07003	0.011700	0.27183
10/8/2001 03:00	0.0000	0.0000	0.0000	0.06875	0.03436	0.06144	0.011700	0.26800
10/8/2001 04:00	0.0000	0.0000	0.0000	0.10062	0.03436	0.07269	0.011700	0.25788
10/8/2001 05:00	0.0000	0.0000	0.0000	0.24110	0.03722	0.08648	0.011700	0.28777
10/8/2001 06:00	0.0000	0.0000	0.0000	0.50349	0.07731	0.14521	0.011700	0.33249
10/8/2001 07:00	0.0000	0.0000	0.0000	0.57463	0.15748	0.23148	0.041700	0.35330
10/8/2001 08:00	0.0000	0.0000	0.0000	0.55688	0.14030	0.30375	0.011700	0.29869
10/8/2001 09:00	0.0000	0.0000	0.0000	0.49743	0.06872	0.37753	0.011700	0.25421
10/8/2001 10:00	0.0000	0.0000	0.0000	0.42779	0.05440	0.39871	0.011700	0.26019
10/8/2001 11:00	0.0000	0.0000	0.0000	0.36582	0.05440	0.41558	0.011700	0.26027
10/8/2001 12:00	0.0000	0.0000	0.0000	0.31878	0.05440	0.40112	0.011700	0.25589
10/8/2001 13:00	0.0000	0.0000	0.0000	0.29000	0.05440	0.36431	0.011700	0.26473
10/8/2001 14:00	0.0120	0.0000	0.0024	0.26199	0.05440	0.33480	0.011700	0.27964
10/8/2001 15:00	0.0935	0.0000	0.0185	0.26524	0.05726	0.34138	0.011700	0.29518
10/8/2001 16:00	0.1260	0.0000	0.0248	0.30138	0.07158	0.38690	0.011700	0.34915
10/8/2001 17:00	0.1769	0.0000	0.0347	0.37485	0.11739	0.47090	0.011700	0.42416
10/8/2001 18:00	0.0797	0.0000	0.0159	0.44860	0.21474	0.42779	0.041700	0.46051
10/8/2001 19:00	0.1597	0.0000	0.0318	0.46516	0.33786	0.35199	0.011700	0.47534
10/8/2001 20:00	0.1554	0.0000	0.0310	0.42506	0.37222	0.31611	0.011700	0.49168
10/8/2001 21:00	0.0955	0.0000	0.0195	0.37202	0.31209	0.30055	0.011700	0.48020
10/8/2001 22:00	0.0422	0.0000	0.0086	0.29400	0.23478	0.24157	0.011700	0.41555
10/8/2001 23:00	0.0000	0.0000	0.0000	0.20755	0.16320	0.15890	0.011700	0.36111
10/9/2001 00:00	0.0000	0.0000	0.0000	0.11485	0.08303	0.10055	0.011700	0.29869
