# Commercial floorspace per capita. Source: GCAM 3.0 assumptions/data,,
region_GCAM3,1990,2005
USA,24.59389731,25.55633403
Canada,18.76713091,20.20545826
Western Europe,16.49043341,17.4480639
Japan,11.70292703,13.63394651
Australia_NZ,15.60261329,18.24068422
Former Soviet Union,7.574435101,7.485972843
China,8.520572741,9.059547115
Middle East,9.540961892,10
Africa,2.950893177,3
Latin America,7.397689111,8
Southeast Asia,4.574284966,5
Eastern Europe,6.561920054,7.485972843
Korea,11.39907001,13.91244933
India,0.249268525,0.46
