# District heat non-energy costs,,,,,,,,,,,,
supplysector,subsector,technology,minicam.non.energy.input,1971,2005,2020,2035,2050,2065,2080,2095,2100
district heat,biomass,biomass,non-energy,1.709,1.709,1.709,1.610,1.516,1.427,1.344,1.266,1.266
district heat,coal,coal,non-energy,0.710,0.710,0.734,0.691,0.651,0.613,0.577,0.543,0.543
district heat,gas,gas,non-energy,0.666,0.666,0.688,0.648,0.610,0.574,0.541,0.509,0.509
district heat,refined liquids,refined liquids,non-energy,2.129,2.129,2.129,2.005,1.888,1.778,1.674,1.576,1.576
