# File: EPA_MACC_baselines_MtCO2e.csv
# Title: EPA MACC curves - baseline by sector/region/country
# Units: MtCO2e
# Source: EPA report - Global Mitigation of Non-CO2 Greenhouse Gases: 2010-2030
#         https://www.epa.gov/sites/production/files/2016-09/mac_report_2013-data_annex.zip
# Description: Cumulative Reductions (MtCO2e) as a function of Breakeven price by Sector/Region/Country
Sector,Process,EPA_region,2010,2015,2020,2025,2030
Industrial Processes,Aerosols Product Use,Australia,0.618491038,1.016297552,1.095323275,1.181363981,1.270266472
Industrial Processes,Aerosols Product Use,Brazil,0.335763911,0.67986583,0.779950582,0.894771255,1.022509203
Industrial Processes,Aerosols Product Use,Canada,0.201359934,0.396110694,0.427762683,0.461945019,0.496921682
Industrial Processes,Aerosols Product Use,China,9.444468243,23.02574566,31.16814168,42.1901217,56.88822644
Industrial Processes,Aerosols Product Use,India,2.376288526,5.680375028,7.575594961,9.925473879,12.95376516
Industrial Processes,Aerosols Product Use,Indonesia,0.443789248,0.934240434,1.118681851,1.326552288,1.557398598
Industrial Processes,Aerosols Product Use,Mexico,1.908962482,3.741088257,4.230278026,4.783446645,5.387945837
Industrial Processes,Aerosols Product Use,Russia,2.641371166,3.948617522,4.598953723,5.363687925,6.239659465
Industrial Processes,Aerosols Product Use,Turkey,0.051701589,0.106772416,0.125771775,0.14747427,0.17187043
Industrial Processes,Aerosols Product Use,United States,8.8816458,11.9167978,13.0205632,14.228716,15.551267
Industrial Processes,Aerosols Product Use,Rest of Regions,0,0,0,0,0
Industrial Processes,Aerosols Product Use,Africa,3.037810873,6.344230817,7.56184436,8.926504097,10.36408354
Industrial Processes,Aerosols Product Use,Central & South America,0.977348363,1.957783693,2.252361589,2.583311649,2.949776426
Industrial Processes,Aerosols Product Use,Middle East,1.804416008,3.725144656,4.387884726,5.144901727,5.995861663
Industrial Processes,Aerosols Product Use,Europe,9.491137653,14.5005465,14.99072653,15.42123688,15.80226749
Industrial Processes,Aerosols Product Use,Eurasia,0.353427399,0.52834287,0.615360793,0.717685685,0.834894636
Industrial Processes,Aerosols Product Use,Asia,2.891541058,5.708025962,6.498739806,7.38228377,8.347595992
Industrial Processes,Aerosols Product Use,North America,0,0,0,0,0
Industrial Processes,Aerosols Product Use,World Total ,45.45952329,84.20998568,100.4479396,120.6794768,145.83431
Industrial Processes,Primary Aluminum Production,Australia,0.781947174,0.841067936,0.903364843,0.973848075,1.053593382
Industrial Processes,Primary Aluminum Production,Brazil,0.46125731,0.501152848,0.537900732,0.579477589,0.626517987
Industrial Processes,Primary Aluminum Production,Canada,1.701690832,1.81789155,1.953463464,2.106850641,2.280394153
Industrial Processes,Primary Aluminum Production,China,11.09124047,12.64643787,14.30828367,16.18850965,18.31581278
Industrial Processes,Primary Aluminum Production,India,0.756620172,0.837503762,0.9022756,0.970475904,1.047638289
Industrial Processes,Primary Aluminum Production,Indonesia,0.131495368,0.140908026,0.151384123,0.163236866,0.176647156
Industrial Processes,Primary Aluminum Production,Mexico,0,0,0,0,0
Industrial Processes,Primary Aluminum Production,Russia,2.499137456,2.752943015,2.952046661,3.177314161,3.43218366
Industrial Processes,Primary Aluminum Production,Turkey,0.244664757,0.25659341,0.276085593,0.29813921,0.323090852
Industrial Processes,Primary Aluminum Production,United States,3.736559372,3.691696961,3.647421192,3.647421192,3.647421192
Industrial Processes,Primary Aluminum Production,Rest of Regions,0,0,0,0,0
Industrial Processes,Primary Aluminum Production,Africa,1.157947476,1.236982673,1.2974226,1.3634796,1.437508159
Industrial Processes,Primary Aluminum Production,Central & South America,0.309033587,0.342069643,0.37825657,0.419123365,0.465360394
Industrial Processes,Primary Aluminum Production,Middle East,1.194250786,1.772478255,1.913562554,1.956134662,2.004301094
Industrial Processes,Primary Aluminum Production,Europe,1.580292885,1.677568324,1.814848128,1.965750197,2.112312305
Industrial Processes,Primary Aluminum Production,Eurasia,0.298323196,0.329060926,0.366719137,0.396571774,0.429447999
Industrial Processes,Primary Aluminum Production,Asia,0.036333492,0.038780097,0.042140637,0.045942779,0.050244554
Industrial Processes,Primary Aluminum Production,North America,0,0,0,0,0
Industrial Processes,Primary Aluminum Production,World Total ,25.98079433,28.88313529,31.4451755,34.25227567,37.40247395
Industrial Processes,Coal Mining Activities,Australia,27.23779492,29.57079663,31.08724774,33.65354962,36.62812679
Industrial Processes,Coal Mining Activities,Brazil,1.149690272,1.460106646,1.759026117,1.793516825,2.092436296
Industrial Processes,Coal Mining Activities,Canada,0.943345844,0.978478376,0.985205882,1.01660091,1.092098478
Industrial Processes,Coal Mining Activities,China,295.512172,321.156024,354.0579694,396.6821405,435.656982
Industrial Processes,Coal Mining Activities,India,18.88117477,20.6818706,23.04795642,25.8226434,28.35977156
Industrial Processes,Coal Mining Activities,Indonesia,4.036025533,4.420940902,4.926713603,5.519828578,6.062163162
Industrial Processes,Coal Mining Activities,Mexico,2.352512864,1.836043644,1.598783054,1.649730618,1.772247377
Industrial Processes,Coal Mining Activities,Russia,48.82162026,50.97006789,50.59964589,50.22922388,51.3404899
Industrial Processes,Coal Mining Activities,Turkey,1.901700842,1.824202061,1.803337005,1.764587615,1.752664725
Industrial Processes,Coal Mining Activities,United States,67.46657663,69.97919874,70.46033914,72.70566103,78.10512556
Industrial Processes,Coal Mining Activities,Rest of Regions,0,0,0,0,0
Industrial Processes,Coal Mining Activities,Africa,9.983909532,10.55956226,10.65409935,11.58342889,12.47956809
Industrial Processes,Coal Mining Activities,Central & South America,7.665101595,9.734679026,11.72760544,11.95755849,13.9504849
Industrial Processes,Coal Mining Activities,Middle East,0.123632457,0.247264913,0.37089737,0.247264913,0.247264913
Industrial Processes,Coal Mining Activities,Europe,28.20181362,27.65233201,27.366859,26.88271706,26.9113489
Industrial Processes,Coal Mining Activities,Eurasia,52.17273219,54.46864908,54.07280134,53.6769536,54.86449682
Industrial Processes,Coal Mining Activities,Asia,22.10489448,24.20094051,26.88431616,30.06709785,33.00608154
Industrial Processes,Coal Mining Activities,North America,0,0,0,0,0
Industrial Processes,Coal Mining Activities,World Total ,588.5546978,629.7411572,671.4028029,725.2525038,784.321351
Industrial Processes,Electric Power Systems,Australia,0.162138205,0.162138205,0.162138205,0.162138205,0.162138205
Industrial Processes,Electric Power Systems,Brazil,1.633975334,1.90301674,2.188688252,2.511839844,2.774567385
Industrial Processes,Electric Power Systems,Canada,0.167897152,0.167897152,0.167897152,0.167897152,0.167897152
Industrial Processes,Electric Power Systems,China,12.81852867,15.55075858,18.91872764,22.68863091,26.33623896
Industrial Processes,Electric Power Systems,India,2.203823626,2.704969819,3.220402406,3.686981591,4.229601755
Industrial Processes,Electric Power Systems,Indonesia,0.427497487,0.522304223,0.62734775,0.747102534,0.888815973
Industrial Processes,Electric Power Systems,Mexico,0.748549835,0.886613641,1.018020559,1.154994371,1.307069936
Industrial Processes,Electric Power Systems,Russia,0.092777812,0.092777812,0.092777812,0.092777812,0.092777812
Industrial Processes,Electric Power Systems,Turkey,0.725365,0.725365,0.725365,0.725365,0.725365
Industrial Processes,Electric Power Systems,United States,12.09268359,12.0984249,11.10518771,10.7786194,10.28527531
Industrial Processes,Electric Power Systems,Rest of Regions,0,0,0,0,0
Industrial Processes,Electric Power Systems,Africa,1.729506336,1.987921176,2.254688036,2.529235044,2.7979247
Industrial Processes,Electric Power Systems,Central & South America,1.355408262,1.438233263,1.535904951,1.633364582,1.728854944
Industrial Processes,Electric Power Systems,Middle East,2.01972309,2.243680401,2.492044882,2.778209625,3.116203903
Industrial Processes,Electric Power Systems,Europe,2.923514064,2.578571483,2.343644253,1.762213829,1.415242772
Industrial Processes,Electric Power Systems,Eurasia,1.013620666,1.013620666,1.013620666,1.013620666,1.013620666
Industrial Processes,Electric Power Systems,Asia,4.133249956,4.731204629,5.335867528,5.998645895,6.755251242
Industrial Processes,Electric Power Systems,North America,0,0,0,0,0
Industrial Processes,Electric Power Systems,World Total ,44.24825909,48.80749768,53.2023228,58.43163646,63.79684571
Industrial Processes,Fire Protection,Australia,2.855631946,4.015951789,4.765591136,5.39457241,6.037880751
Industrial Processes,Fire Protection,Brazil,0.453674767,0.687484653,0.901211175,1.073230566,1.235042609
Industrial Processes,Fire Protection,Canada,0.055244336,0.078029596,0.099560491,0.118694312,0.134542552
Industrial Processes,Fire Protection,China,2.243080183,3.24371492,4.010255566,4.602646202,5.160031459
Industrial Processes,Fire Protection,India,0.03294206,0.048545584,0.061167229,0.070373085,0.079010845
Industrial Processes,Fire Protection,Indonesia,0.054024979,0.079614757,0.100314255,0.115411859,0.129577785
Industrial Processes,Fire Protection,Mexico,1.097671632,1.663377503,2.180491428,2.596694442,2.988200653
Industrial Processes,Fire Protection,Russia,0.563085122,1.102702938,1.782134849,2.414658194,2.886869363
Industrial Processes,Fire Protection,Turkey,0.021672408,0.031937884,0.040241598,0.046298082,0.051980819
Industrial Processes,Fire Protection,United States,0.827882,1.147428,1.523263,1.888184,2.168792
Industrial Processes,Fire Protection,Rest of Regions,0,0,0,0,0
Industrial Processes,Fire Protection,Africa,1.271355475,1.873552926,2.360668701,2.715956606,3.049319583
