# File: EPA_MACC_baselines_MtCO2e.csv
# Title: EPA MACC curves - baseline by sector/region/country
# Units: MtCO2e
# Source: EPA report - Global Mitigation of Non-CO2 Greenhouse Gases: 2010-2030
#         https://www.epa.gov/sites/production/files/2016-09/mac_report_2013-data_annex.zip
# Description: Cumulative Reductions (MtCO2e) as a function of Breakeven price by Sector/Region/Country
Sector,Process,EPA_region,2010,2015,2020,2025,2030
Industrial Processes,Fire Protection,Central & South America,1.186210876,1.7975464,2.356369705,2.806142323,3.229226161
Industrial Processes,Fire Protection,Middle East,1.78329516,2.62798087,3.311244694,3.809597213,4.27719624
Industrial Processes,Fire Protection,Europe,5.565150525,9.132958714,13.03968097,16.33426393,18.34046387
Industrial Processes,Fire Protection,Eurasia,0.187163924,0.366316985,0.591798824,0.801687022,0.958380643
Industrial Processes,Fire Protection,Asia,2.962959518,4.602763079,6.121495499,7.423693422,8.536188217
Industrial Processes,Fire Protection,North America,0,0,0,0,0
Industrial Processes,Fire Protection,World Total ,21.16104491,32.4999066,43.24548912,52.21210367,59.26270354
Industrial Processes,Foams,Australia,0.14678837,0.205898987,0.429782693,0.719855916,0.946811937
Industrial Processes,Foams,Brazil,0,0,0,0,0
Industrial Processes,Foams,Canada,0.468708109,0.691108485,1.290280839,1.787359233,2.357950613
Industrial Processes,Foams,China,0.019493914,0.023729975,0.028869462,0.035133212,0.042742062
Industrial Processes,Foams,India,0,0,0,0,0
Industrial Processes,Foams,Indonesia,0,0,0,0,0
Industrial Processes,Foams,Mexico,0,0,0,0,0
Industrial Processes,Foams,Russia,0.107515131,0.136327435,0.166258505,0.202448186,0.246209811
Industrial Processes,Foams,Turkey,0,0,0,0,0
Industrial Processes,Foams,United States,6.11178458,8.73786331,16.44946659,22.96800449,30.50761227
Industrial Processes,Foams,Rest of Regions,0,0,0,0,0
Industrial Processes,Foams,Africa,0,0,0,0,0
Industrial Processes,Foams,Central & South America,0,0,0,0,0
Industrial Processes,Foams,Middle East,0,0,0,0,0
Industrial Processes,Foams,Europe,7.213437472,9.742237647,18.26706463,24.29844163,31.84471934
Industrial Processes,Foams,Eurasia,0.036976481,0.056886438,0.114831195,0.177075933,0.260822908
Industrial Processes,Foams,Asia,7.606830424,10.02471163,15.02903129,19.777944,25.63003744
Industrial Processes,Foams,North America,0,0,0,0,0
Industrial Processes,Foams,World Total ,21.71153448,29.6187639,51.7755852,69.9662626,91.83690638
Industrial Processes,Flat Panel Display Manufacturing,Australia,0,0,0,0,0
Industrial Processes,Flat Panel Display Manufacturing,Brazil,0,0,0,0,0
Industrial Processes,Flat Panel Display Manufacturing,Canada,0,0,0,0,0
Industrial Processes,Flat Panel Display Manufacturing,China,1.910451827,3.765055292,5.662098563,5.804509248,5.926745087
Industrial Processes,Flat Panel Display Manufacturing,India,0,0,0,0,0
Industrial Processes,Flat Panel Display Manufacturing,Indonesia,0,0,0,0,0
Industrial Processes,Flat Panel Display Manufacturing,Mexico,0,0,0,0,0
Industrial Processes,Flat Panel Display Manufacturing,Russia,0,0,0,0,0
Industrial Processes,Flat Panel Display Manufacturing,Turkey,0,0,0,0,0
Industrial Processes,Flat Panel Display Manufacturing,United States,0,0,0,0,0
Industrial Processes,Flat Panel Display Manufacturing,Rest of Regions,0,0,0,0,0
Industrial Processes,Flat Panel Display Manufacturing,Africa,0,0,0,0,0
Industrial Processes,Flat Panel Display Manufacturing,Central & South America,0,0,0,0,0
Industrial Processes,Flat Panel Display Manufacturing,Middle East,0,0,0,0,0
Industrial Processes,Flat Panel Display Manufacturing,Europe,0,0,0,0,0
Industrial Processes,Flat Panel Display Manufacturing,Eurasia,0,0,0,0,0
Industrial Processes,Flat Panel Display Manufacturing,Asia,5.525580083,5.780639776,6.011604397,6.055628181,6.093415262
Industrial Processes,Flat Panel Display Manufacturing,North America,0,0,0,0,0
Industrial Processes,Flat Panel Display Manufacturing,World Total ,7.43603191,9.545695068,11.67370296,11.86013743,12.02016035
Energy,Natural Gas & Oil Systems,Australia,5.277991023,5.558336235,5.982916404,6.176277782,6.5046516
Energy,Natural Gas & Oil Systems,Brazil,4.00958332,5.596384126,7.260326684,8.244100643,9.148078583
Energy,Natural Gas & Oil Systems,Canada,53.347632,60.93928542,64.82463439,70.13027674,75.2504206
Energy,Natural Gas & Oil Systems,China,4.184326451,4.120450545,4.233508041,4.431559379,4.662954827
Energy,Natural Gas & Oil Systems,India,17.32987749,20.08453223,22.57464209,25.74966685,25.93059332
Energy,Natural Gas & Oil Systems,Indonesia,33.89743384,36.6375452,38.0041031,38.55385181,40.87606817
Energy,Natural Gas & Oil Systems,Mexico,33.28047417,27.29369349,25.42302357,27.10270344,30.84043869
Energy,Natural Gas & Oil Systems,Russia,331.9687592,341.9041955,382.7890161,401.8439605,417.8538971
Energy,Natural Gas & Oil Systems,Turkey,1.670364272,1.661070178,1.673062869,1.709317634,1.740801964
Energy,Natural Gas & Oil Systems,United States,247.8028186,258.2755177,281.615571,307.2438161,313.0575671
Energy,Natural Gas & Oil Systems,Rest of Regions,0,0,0,0,0
Energy,Natural Gas & Oil Systems,Africa,274.491462,292.246861,291.0626815,302.8948559,315.1071541
Energy,Natural Gas & Oil Systems,Central & South America,53.96273684,54.05462013,60.46026048,67.5180268,75.04861976
Energy,Natural Gas & Oil Systems,Middle East,331.6268596,354.7487491,393.0606999,417.1565379,441.6727817
Energy,Natural Gas & Oil Systems,Europe,41.17083377,39.89149507,39.24497609,39.56630069,40.68227952
Energy,Natural Gas & Oil Systems,Eurasia,175.4938259,200.5882383,214.6264829,220.5367792,227.645515
Energy,Natural Gas & Oil Systems,Asia,67.73815653,74.69859871,78.92473973,81.76238888,86.86267542
Energy,Natural Gas & Oil Systems,North America,0,0,0,0,0
Energy,Natural Gas & Oil Systems,World Total ,1677.253135,1778.299573,1911.760645,2020.62042,2112.884497
Industrial Processes,HCFC-22 Production,Australia,0,0,0,0,0
Industrial Processes,HCFC-22 Production,Brazil,0,0,0,0,0
Industrial Processes,HCFC-22 Production,Canada,0,0,0,0,0
Industrial Processes,HCFC-22 Production,China,62.09930555,69.99783479,132.2081617,142.2702356,147.0035493
Industrial Processes,HCFC-22 Production,India,29.11582179,37.3453706,75.2213479,80.9462801,83.63935311
Industrial Processes,HCFC-22 Production,Indonesia,0,0,0,0,0
Industrial Processes,HCFC-22 Production,Mexico,10.24589415,13.14188269,26.47048653,28.48509735,29.43279311
Industrial Processes,HCFC-22 Production,Russia,9.305797683,6.856486896,4.623854172,5.901339828,7.531771216
Industrial Processes,HCFC-22 Production,Turkey,0,0,0,0,0
Industrial Processes,HCFC-22 Production,United States,11.78000085,10.63168296,10.76052047,7.897082901,6.030379469
Industrial Processes,HCFC-22 Production,Rest of Regions,0,0,0,0,0
Industrial Processes,HCFC-22 Production,Africa,0,0,0,0,0
Industrial Processes,HCFC-22 Production,Central & South America,2.461752803,2.774867843,3.703759455,3.985644483,4.118246396
Industrial Processes,HCFC-22 Production,Middle East,0,0,0,0,0
Industrial Processes,HCFC-22 Production,Europe,1.006341587,1.029270355,1.103930313,1.408925905,1.798186155
Industrial Processes,HCFC-22 Production,Eurasia,0,0,0,0,0
Industrial Processes,HCFC-22 Production,Asia,1.869604191,2.392461041,4.669300785,5.403673758,6.807028135
Industrial Processes,HCFC-22 Production,North America,0,0,0,0,0
Industrial Processes,HCFC-22 Production,World Total ,127.8845186,144.1698572,258.7613613,276.2982799,286.3613069
Waste,Landfilling of Solid Waste,Australia,11.15524276,11.79568628,12.41141181,12.98954059,13.50912182
Waste,Landfilling of Solid Waste,Brazil,24.66957852,26.04873761,27.30752071,28.44584037,29.46225519
Waste,Landfilling of Solid Waste,Canada,21.09440997,21.93175323,22.73624806,23.46819844,24.09684228
Waste,Landfilling of Solid Waste,China,47.10403826,48.21498196,49.03063401,49.38807244,49.27659997
Waste,Landfilling of Solid Waste,India,13.24775825,14.13523755,14.9754008,15.76537174,16.49598512
Waste,Landfilling of Solid Waste,Indonesia,28.28629379,30.54441417,32.87441117,35.29185969,37.84126997
Waste,Landfilling of Solid Waste,Mexico,56.35285003,59.46955062,62.45806382,65.23643692,67.72840516
Waste,Landfilling of Solid Waste,Russia,47.23446557,46.08902825,44.81222854,43.43585334,42.05127829
Waste,Landfilling of Solid Waste,Turkey,30.56202393,32.41565428,34.07873383,35.54827764,36.82290223
Waste,Landfilling of Solid Waste,United States,129.7298037,128.4057598,127.743955,128,128
Waste,Landfilling of Solid Waste,Rest of Regions,0,0,0,0,0
Waste,Landfilling of Solid Waste,Africa,95.49001445,103.7200434,112.5874908,121.6235693,130.782796
Waste,Landfilling of Solid Waste,Central & South America,47.76157755,50.44910755,52.98579792,55.31629831,57.36834813
Waste,Landfilling of Solid Waste,Middle East,56.02948662,60.84428725,65.66306449,70.33664985,75.02172733
Waste,Landfilling of Solid Waste,Europe,116.8783242,114.0921048,111.6379565,108.8407726,105.8437027
Waste,Landfilling of Solid Waste,Eurasia,26.67692927,26.78619683,26.85803817,26.81230968,26.64824189
Waste,Landfilling of Solid Waste,Asia,94.4601894,100.652969,106.8098072,112.7891108,118.4362515
Waste,Landfilling of Solid Waste,North America,0,0,0,0,0
Waste,Landfilling of Solid Waste,World Total ,846.7329863,875.5955125,904.970763,933.2881617,959.3857276
Agriculture,Livestock,Australia,55.9188947,,59.59558456,,62.89621998
Agriculture,Livestock,Brazil,235.1580885,,248.2201744,,245.7756403
Agriculture,Livestock,Canada,23.96261086,,24.7000301,,25.08164192
Agriculture,Livestock,China,241.5636143,,262.1768553,,278.2975707
Agriculture,Livestock,India,299.5932741,,322.0968234,,343.5150003
Agriculture,Livestock,Indonesia,28.69557547,,35.48106414,,43.46521291
Agriculture,Livestock,Mexico,49.66364604,,55.54526169,,60.41607845
Agriculture,Livestock,Russia,44.60167865,,43.8196589,,42.64287451
Agriculture,Livestock,Turkey,27.4085332,,30.23603919,,33.12748357
Agriculture,Livestock,United States,174.3903476,,181.0192463,,185.9272306
Agriculture,Livestock,Rest of Regions,0,,0,,0
Agriculture,Livestock,Africa,292.8911715,,343.4919902,,395.377909
Agriculture,Livestock,Central & South America,227.0767073,,258.2831055,,283.6634887
Agriculture,Livestock,Middle East,27.81565387,,32.43185452,,38.25465504
Agriculture,Livestock,Europe,254.9535826,,310.5080095,,383.5073955
Agriculture,Livestock,Eurasia,229.2304775,,226.9955568,,224.1515318
Agriculture,Livestock,Asia,73.41724116,,77.66881806,,82.94598918
Agriculture,Livestock,North America,0,,0,,0
Agriculture,Livestock,World Total ,2286.341097,,2512.270073,,2729.045922
Industrial Processes,Magnesium Manufacturing,Australia,0.00239,0.00239,0.00239,0.00239,0.00239
Industrial Processes,Magnesium Manufacturing,Brazil,0.070370185,0,0,0,0
Industrial Processes,Magnesium Manufacturing,Canada,0.100391292,0.100391292,0.100391292,0,0
Industrial Processes,Magnesium Manufacturing,China,1.23459991,1.603492981,2.082872368,2.183703142,2.31168879
Industrial Processes,Magnesium Manufacturing,India,0,0,0,0,0
Industrial Processes,Magnesium Manufacturing,Indonesia,0,0,0,0,0
Industrial Processes,Magnesium Manufacturing,Mexico,0,0,0,0,0
Industrial Processes,Magnesium Manufacturing,Russia,0.947958212,1.072659004,1.219345743,1.392867177,1.599267784
Industrial Processes,Magnesium Manufacturing,Turkey,0,0,0,0,0
Industrial Processes,Magnesium Manufacturing,United States,1.162200571,0.290550143,0.072637536,0.072637536,0.072637536
Industrial Processes,Magnesium Manufacturing,Rest of Regions,0,0,0,0,0
Industrial Processes,Magnesium Manufacturing,Africa,0,0,0,0,0
Industrial Processes,Magnesium Manufacturing,Central & South America,0.00108,0.00108,0.00108,0.00108,0.00108
Industrial Processes,Magnesium Manufacturing,Middle East,0.398586333,0.433241673,0.470910143,0.511853722,0.556357167
Industrial Processes,Magnesium Manufacturing,Europe,0.161502767,0.00108,0.00108,0.00108,0.00108
Industrial Processes,Magnesium Manufacturing,Eurasia,0.485338649,0.527536724,0.573403737,0.623258686,0.677448306
Industrial Processes,Magnesium Manufacturing,Asia,0.5815235,0.5815235,0.5815235,0.002868,0.002868
Industrial Processes,Magnesium Manufacturing,North America,0,0,0,0,0
Industrial Processes,Magnesium Manufacturing,World Total ,5.14594142,4.613945318,5.10563432,4.791738264,5.224817582
Industrial Processes,Nitric and Adipic Acid Production,Australia,0,0,0,0,0
Industrial Processes,Nitric and Adipic Acid Production,Brazil,8.295808597,9.45125961,10.79596866,12.36545688,13.95818828
Industrial Processes,Nitric and Adipic Acid Production,Canada,1.880322708,2.239382267,2.543730367,2.876720002,3.195625037
Industrial Processes,Nitric and Adipic Acid Production,China,7.292213735,7.956851416,8.690826664,9.507153191,9.926213245
Industrial Processes,Nitric and Adipic Acid Production,India,5.634987947,5.947444257,6.259900568,6.572356878,5.865444581
Industrial Processes,Nitric and Adipic Acid Production,Indonesia,0.0031,0.0031,0.0031,0.0031,0.0031
Industrial Processes,Nitric and Adipic Acid Production,Mexico,0.419389372,0.464889163,0.510388953,0.555888743,0.434942759
Industrial Processes,Nitric and Adipic Acid Production,Russia,3.946354798,4.031713642,4.092617848,4.153522023,4.168922801
Industrial Processes,Nitric and Adipic Acid Production,Turkey,0,0,0,0,0
Industrial Processes,Nitric and Adipic Acid Production,United States,28.64561962,30.46799246,32.42395082,34.50547613,36.72062944
Industrial Processes,Nitric and Adipic Acid Production,Rest of Regions,0,0,0,0,0
Industrial Processes,Nitric and Adipic Acid Production,Africa,3.10551739,3.250559685,3.39560198,3.572814087,3.180064676
Industrial Processes,Nitric and Adipic Acid Production,Central & South America,1.452995777,1.516432042,1.579868308,1.652090859,1.565388183
Industrial Processes,Nitric and Adipic Acid Production,Middle East,0.857725843,0.970047085,1.082368326,1.194689567,0.950500609
Industrial Processes,Nitric and Adipic Acid Production,Europe,32.39440575,24.71714314,25.03617401,25.36711053,29.03234528
Industrial Processes,Nitric and Adipic Acid Production,Eurasia,9.26960307,9.620942395,9.85098802,9.897064466,9.782292937
Industrial Processes,Nitric and Adipic Acid Production,Asia,15.06955339,17.61018084,20.60498301,24.26629275,28.39642549
Industrial Processes,Nitric and Adipic Acid Production,North America,0,0,0,0,0
Industrial Processes,Nitric and Adipic Acid Production,World Total ,118.267598,118.247938,126.8704675,136.4897361,147.1800833
Industrial Processes,Photovoltaic Cell Manufacturing,Australia,0.002142905,0.001952598,0.001421214,0.001008351,0.000773744
Industrial Processes,Photovoltaic Cell Manufacturing,Brazil,0,0,0,0,0
Industrial Processes,Photovoltaic Cell Manufacturing,Canada,0,0,0,0,0
Industrial Processes,Photovoltaic Cell Manufacturing,China,1.037282325,1.217988449,1.161828602,1.11319079,1.215435051
Industrial Processes,Photovoltaic Cell Manufacturing,India,0.064613254,0.058875073,0.042852699,0.030403964,0.023330075
Industrial Processes,Photovoltaic Cell Manufacturing,Indonesia,0,0,0,0,0
Industrial Processes,Photovoltaic Cell Manufacturing,Mexico,0,0,0,0,0
Industrial Processes,Photovoltaic Cell Manufacturing,Russia,0.001304377,0.001188538,0.000865087,0.000613779,0.000470975
Industrial Processes,Photovoltaic Cell Manufacturing,Turkey,0,0,0,0,0
Industrial Processes,Photovoltaic Cell Manufacturing,United States,0.184271647,0.206987588,0.190093689,0.176251034,0.186990008
Industrial Processes,Photovoltaic Cell Manufacturing,Rest of Regions,0,0,0,0,0
Industrial Processes,Photovoltaic Cell Manufacturing,Africa,0.004891414,0.004457017,0.003244076,0.00230167,0.001766156
Industrial Processes,Photovoltaic Cell Manufacturing,Central & South America,0,0,0,0,0
Industrial Processes,Photovoltaic Cell Manufacturing,Middle East,0,0,0,0,0
Industrial Processes,Photovoltaic Cell Manufacturing,Europe,0.445286408,0.401123307,0.2873008,0.198950029,0.146546955
Industrial Processes,Photovoltaic Cell Manufacturing,Eurasia,0,0,0,0,0
Industrial Processes,Photovoltaic Cell Manufacturing,Asia,0.552313941,0.534138622,0.419932482,0.330632674,0.294587115
Industrial Processes,Photovoltaic Cell Manufacturing,North America,0,0,0,0,0
Industrial Processes,Photovoltaic Cell Manufacturing,World Total ,2.29210627,2.426711193,2.107538649,1.85335229,1.869900079
Industrial Processes,Refrigeration & Air Conditioning,Australia,4.104255501,5.549822694,7.237256042,9.829972235,11.10296094
Industrial Processes,Refrigeration & Air Conditioning,Brazil,5.603122441,8.21263345,12.20640188,21.50267817,28.64296733
Industrial Processes,Refrigeration & Air Conditioning,Canada,9.775607572,13.39049043,17.23891484,23.11869788,25.7824352
Industrial Processes,Refrigeration & Air Conditioning,China,45.7735368,82.66588384,151.1593656,328.7807167,534.1297459
Industrial Processes,Refrigeration & Air Conditioning,India,3.002135314,5.457873995,10.3040248,22.72448323,36.86844364
Industrial Processes,Refrigeration & Air Conditioning,Indonesia,0.649629868,1.006545284,1.611010953,3.035713125,4.260380132
Industrial Processes,Refrigeration & Air Conditioning,Mexico,5.017264339,7.055005153,10.15930183,17.29286811,22.35985645
Industrial Processes,Refrigeration & Air Conditioning,Russia,15.98287663,23.23638578,33.44350394,55.96155643,72.01841815
Industrial Processes,Refrigeration & Air Conditioning,Turkey,1.105304017,1.629232628,2.418585336,4.216159233,5.585105446
Industrial Processes,Refrigeration & Air Conditioning,United States,113.9539933,162.0945541,213.9358053,282.4654423,316.6706246
Industrial Processes,Refrigeration & Air Conditioning,Rest of Regions,0,0,0,0,0
Industrial Processes,Refrigeration & Air Conditioning,Africa,12.54279172,18.70851679,28.0953131,49.25498002,64.89668438
Industrial Processes,Refrigeration & Air Conditioning,Central & South America,10.5571793,15.14290374,22.09499072,37.96244814,49.57055421
Industrial Processes,Refrigeration & Air Conditioning,Middle East,13.33235575,19.753074,29.62385304,52.27245026,69.91545512
Industrial Processes,Refrigeration & Air Conditioning,Europe,45.22520686,57.63136288,72.15920125,95.69246473,104.1550282
Industrial Processes,Refrigeration & Air Conditioning,Eurasia,1.987325502,2.888943614,4.168065515,7.005357338,9.046171044
Industrial Processes,Refrigeration & Air Conditioning,Asia,60.64847353,83.43992291,117.2430723,188.7847027,241.0982894
Industrial Processes,Refrigeration & Air Conditioning,North America,0,0,0,0,0
Industrial Processes,Refrigeration & Air Conditioning,World Total ,349.2610584,507.8631513,733.0986664,1199.900691,1596.10312
Agriculture,Rice Cultivation,Australia,0.99338303,1.348426211,1.520767231,1.634471875,1.717203942
Agriculture,Rice Cultivation,Brazil,7.575975621,8.815009145,9.920537891,10.36791891,10.44623091
Agriculture,Rice Cultivation,Canada,0,0,0,0,0
Agriculture,Rice Cultivation,China,38.0940874,62.46358891,78.16526708,84.57622116,85.55277929
Agriculture,Rice Cultivation,India,117.9824433,140.9695992,159.6628283,165.4873418,164.5209852
