# File: A31.globaltech_shrwt.csv
# Title: Urban & industrial processes default shareweights
# Units: Unitless
# Column types: ccciiiii 
# ----------
supplysector,subsector,technology,1971,2010,2019,2020,2100
urban processes,waste_incineration,waste_incineration,1,1,1,1,1
urban processes,landfills,landfills,1,1,1,1,1
urban processes,wastewater,wastewater,1,1,1,1,1
urban processes,aerosols,aerosols,1,1,1,1,1
urban processes,fire_exting,fire_exting,1,1,1,1,1
industrial processes,adipic acid,adipic acid,1,1,1,1,1
industrial processes,nitric acid,nitric acid,1,1,1,1,1
industrial processes,foams,foams,1,1,1,1,1
industrial processes,solvents,solvents,1,1,1,1,1
industrial processes,HCFC_22_Prod,HCFC_22_Prod,1,1,1,1,1
industrial processes,semiconductors,semiconductors,1,1,1,1,1
industrial processes,Al_Mg,Al_Mg,1,1,1,1,1
industrial processes,other industrial processes,other industrial processes,1,1,1,1,1
