"x","y","region_name","GLU_name","Weight"
0,96,"Africa_Western","VoltaR",0.5
0,97,"Africa_Western","VoltaR",0.5
0,98,"Africa_Western","VoltaR",0.5
0,99,"Africa_Western","VoltaR",0.5
0,100,"Africa_Western","VoltaR",0.5
0,101,"Africa_Western","VoltaR",0.5
0,102,"Africa_Western","NigerR",0.25
0,102,"Africa_Western","VoltaR",0.25
0,103,"Africa_Western","NigerR",0.5
0,104,"Africa_Western","NigerR",0.5
0,105,"Africa_Western","NigerR",0.5
0,106,"Africa_Western","NigerR",0.5
0,107,"Africa_Western","NigerR",0.5
0,108,"Africa_Western","NigerR",0.5
0,109,"Africa_Western","NigerR",0.5
0,110,"Africa_Western","NigerR",0.5
0,111,"Africa_Western","AfrIntN",0.5
0,112,"Africa_Northern","AfrIntN",0.5
0,113,"Africa_Northern","AfrIntN",0.5
0,114,"Africa_Northern","AfrIntN",0.5
0,115,"Africa_Northern","AfrIntN",0.5
0,116,"Africa_Northern","AfrIntN",0.5
0,117,"Africa_Northern","AfrIntN",0.5
0,118,"Africa_Northern","AfrIntN",0.5
0,119,"Africa_Northern","AfrIntN",0.5
0,120,"Africa_Northern","AfrIntN",0.5
0,121,"Africa_Northern","AfrIntN",0.5
0,122,"Africa_Northern","AfrIntN",0.5
0,123,"Africa_Northern","AfrIntN",0.5
0,124,"Africa_Northern","AfrIntN",0.5
0,125,"Africa_Northern","MeditS",0.25
0,125,"Africa_Northern","AfrIntN",0.25
0,126,"Africa_Northern","MeditS",0.5
0,129,"EU-15","SpainCstSE",0.25
0,130,"EU-15","SpainCstSE",0.25
0,131,"EU-15","EbroR",0.5
0,132,"EU-15","EbroR",0.5
0,133,"EU-15","FranceCstW",0.25
0,133,"EU-15","EbroR",0.25
0,134,"EU-15","Gironde",0.5
0,135,"EU-15","Gironde",0.5
0,136,"EU-15","FranceCstW",0.25
0,136,"EU-15","LoireR",0.25
0,137,"EU-15","LoireR",0.5
0,138,"EU-15","LoireR",0.5
0,139,"EU-15","FranceCstW",0.25
0,139,"EU-15","LoireR",0.25
0,140,"EU-15","FranceCstW",0.25
0,141,"EU-15","EngWales",0.5
0,142,"EU-15","EngWales",0.5
0,143,"EU-15","EngWales",0.5
0,144,"EU-15","EngWales",0.25
1,96,"Africa_Western","AfrCstW",0.25
1,96,"Africa_Western","VoltaR",0.5
1,97,"Africa_Western","AfrCstW",0.5
1,97,"Africa_Western","VoltaR",0.5
1,98,"Africa_Western","AfrCstW",0.75
1,98,"Africa_Western","VoltaR",0.25
1,99,"Africa_Western","AfrCstW",0.25
1,99,"Africa_Western","VoltaR",0.75
1,100,"Africa_Western","VoltaR",1
1,101,"Africa_Western","VoltaR",1
1,102,"Africa_Western","NigerR",0.5
1,102,"Africa_Western","VoltaR",0.5
1,103,"Africa_Western","NigerR",1
1,104,"Africa_Western","NigerR",1
1,105,"Africa_Western","NigerR",1
1,106,"Africa_Western","NigerR",1
1,107,"Africa_Western","NigerR",1
1,108,"Africa_Western","NigerR",1
1,109,"Africa_Western","NigerR",1
1,110,"Africa_Western","NigerR",1
1,111,"Africa_Northern","AfrIntN",0.25
1,111,"Africa_Western","AfrIntN",0.75
1,112,"Africa_Northern","AfrIntN",1
1,113,"Africa_Northern","AfrIntN",1
1,114,"Africa_Northern","AfrIntN",1
1,115,"Africa_Northern","AfrIntN",1
1,116,"Africa_Northern","AfrIntN",1
1,117,"Africa_Northern","AfrIntN",1
1,118,"Africa_Northern","AfrIntN",1
1,119,"Africa_Northern","AfrIntN",1
1,120,"Africa_Northern","AfrIntN",1
1,121,"Africa_Northern","AfrIntN",1
1,122,"Africa_Northern","AfrIntN",1
1,123,"Africa_Northern","AfrIntN",1
1,124,"Africa_Northern","AfrIntN",1
1,125,"Africa_Northern","MeditS",0.75
1,125,"Africa_Northern","AfrIntN",0.25
1,126,"Africa_Northern","MeditS",1
1,127,"Africa_Northern","MeditS",0.25
1,129,"EU-15","MeditIsl",0.5
1,131,"EU-15","EbroR",0.75
1,132,"EU-15","EbroR",1
1,133,"EU-15","Gironde",0.75
1,133,"EU-15","EbroR",0.25
1,134,"EU-15","Gironde",1
1,135,"EU-15","Gironde",1
1,136,"EU-15","LoireR",1
1,137,"EU-15","LoireR",1
1,138,"EU-15","LoireR",1
1,139,"EU-15","SeineR",1
1,140,"EU-15","FranceCstW",0.25
1,140,"EU-15","SeineR",0.5
1,141,"EU-15","EngWales",0.75
1,142,"EU-15","EngWales",1
1,143,"EU-15","EngWales",0.5
1,151,"Unclassified","Scotland",0.5
2,95,"Unclassified","AfrCstW",0.5
2,96,"Africa_Western","AfrCstW",0.75
2,97,"Africa_Western","AfrCstW",1
2,98,"Africa_Western","AfrCstW",1
2,99,"Africa_Western","AfrCstW",1
2,100,"Africa_Western","AfrCstW",0.5
2,100,"Africa_Western","NigerR",0.5
2,101,"Africa_Western","NigerR",0.75
2,101,"Africa_Western","VoltaR",0.25
2,102,"Africa_Western","NigerR",0.75
2,102,"Africa_Western","VoltaR",0.25
2,103,"Africa_Western","NigerR",1
2,104,"Africa_Western","NigerR",1
2,105,"Africa_Western","NigerR",1
2,106,"Africa_Western","NigerR",1
2,107,"Africa_Western","NigerR",1
2,108,"Africa_Western","NigerR",1
2,109,"Africa_Western","NigerR",1
2,110,"Africa_Northern","NigerR",0.25
2,110,"Africa_Western","NigerR",0.75
2,111,"Africa_Northern","AfrIntN",1
2,112,"Africa_Northern","AfrIntN",1
2,113,"Africa_Northern","AfrIntN",1
2,114,"Africa_Northern","AfrIntN",1
2,115,"Africa_Northern","AfrIntN",1
2,116,"Africa_Northern","AfrIntN",1
2,117,"Africa_Northern","AfrIntN",1
2,118,"Africa_Northern","AfrIntN",1
2,119,"Africa_Northern","AfrIntN",1
2,120,"Africa_Northern","AfrIntN",1
2,121,"Africa_Northern","AfrIntN",1
2,122,"Africa_Northern","AfrIntN",1
2,123,"Africa_Northern","AfrIntN",1
2,124,"Africa_Northern","MeditS",0.5
2,124,"Africa_Northern","AfrIntN",0.5
2,125,"Africa_Northern","MeditS",1
2,126,"Africa_Northern","MeditS",1
2,127,"Africa_Northern","MeditS",0.5
2,129,"EU-15","MeditIsl",0.25
2,130,"EU-15","MeditIsl",0.25
2,131,"EU-15","EbroR",0.5
2,132,"EU-15","SpainCstSE",0.5
2,132,"EU-15","EbroR",0.5
2,133,"EU-15","FranceCstS",0.5
2,133,"EU-15","Gironde",0.5
2,134,"EU-15","Gironde",1
2,135,"EU-15","Gironde",1
2,136,"EU-15","LoireR",1
2,137,"EU-15","LoireR",1
2,138,"EU-15","LoireR",0.75
2,138,"EU-15","SeineR",0.25
2,139,"EU-15","SeineR",1
2,140,"EU-15","FranceCstW",0.75
2,140,"EU-15","SeineR",0.25
2,141,"EU-15","ScheldtR",0.5
2,141,"EU-15","FranceCstW",0.25
2,142,"EU-15","EngWales",0.25
2,143,"EU-15","EngWales",0.25
2,156,"Unclassified","ScndnvN",1
3,96,"Africa_Western","AfrCstW",0.5
3,97,"Africa_Western","AfrCstW",1
3,98,"Africa_Western","AfrCstW",1
3,99,"Africa_Western","AfrCstW",0.75
3,99,"Africa_Western","NigerR",0.25
3,100,"Africa_Western","AfrCstW",0.25
3,100,"Africa_Western","NigerR",0.75
3,101,"Africa_Western","NigerR",1
3,102,"Africa_Western","NigerR",1
3,103,"Africa_Western","NigerR",1
3,104,"Africa_Western","NigerR",1
3,105,"Africa_Western","NigerR",1
3,106,"Africa_Western","NigerR",1
3,107,"Africa_Western","NigerR",1
3,108,"Africa_Western","NigerR",1
3,109,"Africa_Northern","NigerR",0.25
3,109,"Africa_Western","NigerR",0.75
3,110,"Africa_Northern","AfrIntN",0.25
3,110,"Africa_Northern","NigerR",0.5
3,110,"Africa_Western","NigerR",0.25
3,111,"Africa_Northern","AfrIntN",1
3,112,"Africa_Northern","AfrIntN",1
3,113,"Africa_Northern","AfrIntN",1
3,114,"Africa_Northern","AfrIntN",1
3,115,"Africa_Northern","AfrIntN",1
3,116,"Africa_Northern","AfrIntN",1
3,117,"Africa_Northern","AfrIntN",1
3,118,"Africa_Northern","AfrIntN",1
3,119,"Africa_Northern","AfrIntN",1
3,120,"Africa_Northern","AfrIntN",1
3,121,"Africa_Northern","AfrIntN",1
3,122,"Africa_Northern","AfrIntN",1
3,123,"Africa_Northern","AfrIntN",1
3,124,"Africa_Northern","AfrIntN",1
3,125,"Africa_Northern","MeditS",0.5
3,125,"Africa_Northern","AfrIntN",0.5
3,126,"Africa_Northern","MeditS",1
3,127,"Africa_Northern","MeditS",0.5
3,129,"EU-15","MeditIsl",0.5
3,130,"EU-15","MeditIsl",0.5
3,132,"EU-15","SpainCstSE",1
3,133,"EU-15","FranceCstS",1
3,134,"EU-15","FranceCstS",0.25
3,134,"EU-15","Gironde",0.75
3,135,"EU-15","LoireR",0.25
3,135,"EU-15","Gironde",0.75
3,136,"EU-15","LoireR",1
3,137,"EU-15","LoireR",1
3,138,"EU-15","LoireR",0.25
3,138,"EU-15","SeineR",0.75
3,139,"EU-15","SeineR",1
3,140,"EU-15","ScheldtR",0.5
3,140,"EU-15","FranceCstW",0.25
3,140,"EU-15","SeineR",0.25
3,141,"EU-15","ScheldtR",1
4,96,"Africa_Western","AfrCstW",0.5
4,97,"Africa_Western","AfrCstW",1
4,98,"Africa_Western","AfrCstW",0.75
4,98,"Africa_Western","NigerR",0.25
4,99,"Africa_Western","AfrCstW",0.25
4,99,"Africa_Western","NigerR",0.75
4,100,"Africa_Western","NigerR",1
4,101,"Africa_Western","NigerR",1
4,102,"Africa_Western","NigerR",1
4,103,"Africa_Western","NigerR",1
4,104,"Africa_Western","NigerR",1
4,105,"Africa_Western","NigerR",1
4,106,"Africa_Western","NigerR",1
4,107,"Africa_Western","NigerR",1
4,108,"Africa_Western","NigerR",1
4,109,"Africa_Northern","NigerR",0.5
4,109,"Africa_Western","NigerR",0.5
4,110,"Africa_Northern","NigerR",1
4,111,"Africa_Northern","AfrIntN",0.5
4,111,"Africa_Northern","NigerR",0.5
4,112,"Africa_Northern","AfrIntN",1
4,113,"Africa_Northern","AfrIntN",1
4,114,"Africa_Northern","AfrIntN",1
4,115,"Africa_Northern","AfrIntN",1
4,116,"Africa_Northern","AfrIntN",1
4,117,"Africa_Northern","AfrIntN",1
4,118,"Africa_Northern","AfrIntN",1
4,119,"Africa_Northern","AfrIntN",1
4,120,"Africa_Northern","AfrIntN",1
4,121,"Africa_Northern","AfrIntN",1
4,122,"Africa_Northern","AfrIntN",1
4,123,"Africa_Northern","AfrIntN",1
4,124,"Africa_Northern","AfrIntN",1
4,125,"Africa_Northern","AfrIntN",1
4,126,"Africa_Northern","MeditS",0.5
4,126,"Africa_Northern","AfrIntN",0.5
4,127,"Africa_Northern","MeditS",0.5
4,130,"EU-15","MeditIsl",1
4,133,"EU-15","FranceCstS",0.5
