region_index,GLU_index,x,y,gcam_reg_name,GLU_name,Weight
1,5,18,110,Africa_Eastern,LChad,0.00589716253659439
1,5,19,108,Africa_Eastern,LChad,0.100546103564916
1,5,19,109,Africa_Eastern,LChad,0.400804667921858
1,5,19,110,Africa_Eastern,LChad,0.772389996060529
1,5,19,111,Africa_Eastern,LChad,0.713607456139907
1,3,19,112,Africa_Eastern,AfrIntN,0.0627319060697415
1,5,19,112,Africa_Eastern,LChad,0.372469014128903
1,3,19,113,Africa_Eastern,AfrIntN,0.0839883714705145
1,7,20,105,Africa_Eastern,NileR,0.0353657110659536
1,4,20,106,Africa_Eastern,CongoR,0.0354128345853141
1,5,20,106,Africa_Eastern,LChad,0.000589135861785577
1,7,20,106,Africa_Eastern,NileR,0.493982706550332
1,5,20,107,Africa_Eastern,LChad,0.335585494922753
1,7,20,107,Africa_Eastern,NileR,0.293559500847389
1,5,20,108,Africa_Eastern,LChad,0.80677603268628
1,7,20,108,Africa_Eastern,NileR,0.16664037013762
1,5,20,109,Africa_Eastern,LChad,0.66818331222766
1,7,20,109,Africa_Eastern,NileR,0.33181668777234
1,5,20,110,Africa_Eastern,LChad,0.766799103434365
1,7,20,110,Africa_Eastern,NileR,0.233200896565635
1,5,20,111,Africa_Eastern,LChad,0.998233597420803
1,7,20,111,Africa_Eastern,NileR,0.00176640257919741
1,3,20,112,Africa_Eastern,AfrIntN,0.161972926082113
1,5,20,112,Africa_Eastern,LChad,0.827979238015392
1,7,20,112,Africa_Eastern,NileR,0.0100478359024957
1,3,20,113,Africa_Eastern,AfrIntN,0.7743301072766
1,3,20,114,Africa_Eastern,AfrIntN,0.3
1,3,20,115,Africa_Eastern,AfrIntN,0.3
1,3,20,116,Africa_Eastern,AfrIntN,0.16730503316135
1,5,20,116,Africa_Eastern,LChad,0.13269496683865
1,3,20,117,Africa_Eastern,AfrIntN,0.3
1,3,20,118,Africa_Eastern,AfrIntN,0.0487926064105332
1,5,20,118,Africa_Eastern,LChad,0.017736827189828
1,4,21,104,Africa_Eastern,CongoR,0.0117916224945967
1,7,21,104,Africa_Eastern,NileR,0.0604224816374649
1,4,21,105,Africa_Eastern,CongoR,0.0118010940231531
1,7,21,105,Africa_Eastern,NileR,0.558818628885354
1,7,21,106,Africa_Eastern,NileR,1
1,7,21,107,Africa_Eastern,NileR,1
1,7,21,108,Africa_Eastern,NileR,1
1,7,21,109,Africa_Eastern,NileR,1
1,5,21,110,Africa_Eastern,LChad,0.0067744817372642
1,7,21,110,Africa_Eastern,NileR,0.993225518262736
1,5,21,111,Africa_Eastern,LChad,0.0315669307541359
1,7,21,111,Africa_Eastern,NileR,0.968433069245864
1,3,21,112,Africa_Eastern,AfrIntN,0.754788780666084
1,5,21,112,Africa_Eastern,LChad,0.0118094981289042
1,7,21,112,Africa_Eastern,NileR,0.233401721205012
1,3,21,113,Africa_Eastern,AfrIntN,1
1,3,21,114,Africa_Eastern,AfrIntN,1
1,3,21,115,Africa_Eastern,AfrIntN,1
1,3,21,116,Africa_Eastern,AfrIntN,0.997051465427516
1,5,21,116,Africa_Eastern,LChad,0.00294853457248409
1,3,21,117,Africa_Eastern,AfrIntN,1
1,3,21,118,Africa_Eastern,AfrIntN,0.610882389333935
1,3,21,119,Africa_Eastern,AfrIntN,0.5
1,3,21,120,Africa_Eastern,AfrIntN,0.172945409770508
1,4,22,103,Africa_Eastern,CongoR,0.00884588106499708
1,7,22,103,Africa_Eastern,NileR,0.221749399336097
1,4,22,104,Africa_Eastern,CongoR,0.0590138500256604
1,7,22,104,Africa_Eastern,NileR,0.710186332907402
1,7,22,105,Africa_Eastern,NileR,1
1,7,22,106,Africa_Eastern,NileR,1
1,7,22,107,Africa_Eastern,NileR,1
1,7,22,108,Africa_Eastern,NileR,1
1,7,22,109,Africa_Eastern,NileR,1
1,7,22,110,Africa_Eastern,NileR,1
1,7,22,111,Africa_Eastern,NileR,1
1,3,22,112,Africa_Eastern,AfrIntN,0.179991273285331
1,7,22,112,Africa_Eastern,NileR,0.820008726714669
1,3,22,113,Africa_Eastern,AfrIntN,0.926477272704227
1,7,22,113,Africa_Eastern,NileR,0.0735227272957731
1,3,22,114,Africa_Eastern,AfrIntN,1
1,3,22,115,Africa_Eastern,AfrIntN,1
1,3,22,116,Africa_Eastern,AfrIntN,1
