# File: FAO_an_Imp_t_SUA.csv
# Title: FAO animal imports by country, item, year
# Units: tons
# Column types: cicicinnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnn
# ----------
countries,country codes,item,item codes,element,element codes,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012
USSR,228,"Fats, Animals, Raw",2737,Import Quantity,5610,8996,19882,5125,21886,20743,3250,1500,1625,1500,1625,1625,1625,1625,1617,1712,1691,15023,74404,122355,74010,146788,64093,95167,115285,134164,65243,77201,104722,102914,75529,35865,,,,,,,,,,,,,,,,,,,,,
USSR,228,"Fish, Body Oil",2781,Import Quantity,5610,32500,24700,35300,35e3,31200,28800,10400,300,0,100,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,,,,,,,,,,,,,,,,,,,,,
USSR,228,Freshwater Fish,2761,Import Quantity,5610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,88,73,81,78,121,65,33,65,29,36,43,1,,,,,,,,,,,,,,,,,,,,,
USSR,228,Hides and skins,2748,Import Quantity,5610,72063,82563,108437,84375,93063,112250,128500,84188,82250,99375,83500,72250,54813,60250,56625,31375,5663,4375,3588,20188,8e3,21e3,28875,20688,8788,613,1250,1150,1075,300,100,,,,,,,,,,,,,,,,,,,,,
USSR,228,Honey,2745,Import Quantity,5610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,301,210,506,513,655,799,900,,,,,,,,,,,,,,,,,,,,,
USSR,228,"Marine Fish, Other",2764,Import Quantity,5610,20667,41778,50667,55333,46e3,44667,42667,29e3,32333,42444,24667,22778,7444,5222,9889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
USSR,228,Meat Meal,2749,Import Quantity,5610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
USSR,228,"Meat, Other",2735,Import Quantity,5610,1125,250,250,250,7e3,2e3,250,625,375,625,5250,10375,6750,11625,20625,3495,3736,4182,6788,9654,11568,11584,12009,3200,5274,2218,4341,2349,5563,21474,17500,,,,,,,,,,,,,,,,,,,,,
USSR,228,Milk - Excluding Butter,2848,Import Quantity,5610,41323,84443,63236,208903,237451,131846,178840,153638,173762,196882,203593,253895,212687,220307,226056,301458,414439,305752,416747,652006,861270,799272,511941,600043,642780,746111,627178,514676,748681,712175,957124,,,,,,,,,,,,,,,,,,,,,
USSR,228,"Milk, Skimmed",2739,Import Quantity,5610,5623,9292,0,1,0,1,0,0,0,0,0,0,159018,166539,170417,236713,346953,248856,254516,32035,618810,39400,394279,468203,13200,17094,71,94387,621853,250491,511370,,,,,,,,,,,,,,,,,,,,,
USSR,228,"Milk, Whole",2738,Import Quantity,5610,10275,15686,45423,152901,171851,80245,90840,90838,109762,153682,162772,213495,0,0,0,0,0,0,94216,530566,0,680187,0,0,527588,630213,562255,351764,0,331588,325069,,,,,,,,,,,,,,,,,,,,,
USSR,228,Mutton & Goat Meat,2732,Import Quantity,5610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1e4,7e4,13e4,135e3,12e4,1e5,45e3,90766,113575,121685,74294,102326,8e4,9e4,,,,,,,,,,,,,,,,,,,,,
USSR,228,"Offals, Edible",2736,Import Quantity,5610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4472,5835,2008,3769,8358,3231,907,918,3001,782,432,0,773,103,0,226,1500,,,,,,,,,,,,,,,,,,,,,
USSR,228,Pelagic Fish,2763,Import Quantity,5610,11368,22882,29035,27626,11628,3132,10568,14924,8090,2574,2242,2421,2947,53979,168581,64866,114356,85027,114740,189210,70891,55815,333058,687670,857854,910835,563761,895226,690084,572615,229438,,,,,,,,,,,,,,,,,,,,,
USSR,228,Pigmeat,2733,Import Quantity,5610,0,0,0,0,0,0,2919,4920,4552,568,66,26,1,1,2501,4014,2223,55962,168786,184505,214726,204942,254037,214855,387554,310588,354062,307329,193607,359961,401522,,,,,,,,,,,,,,,,,,,,,
USSR,228,Poultry Meat,2734,Import Quantity,5610,5154,5200,5800,16e3,16600,12900,28200,26900,25785,61100,86500,44900,42700,76384,48274,57995,124222,51483,140464,159015,253397,260249,205592,113843,141156,175121,169265,178635,136058,277361,16e4,,,,,,,,,,,,,,,,,,,,,
USSR,228,Silk,2747,Import Quantity,5610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1600,1005,1015,1003,1e3,1051,1020,503,522,484,861,450,,,,,,,,,,,,,,,,,,,,,
USSR,228,Whey,2742,Import Quantity,5610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
USSR,228,Wool (Clean Eq.),2746,Import Quantity,5610,55300,48600,42400,46300,52800,61300,49800,70800,75800,82700,86100,83e3,96e3,100344,109991,109611,111610,126985,134463,124470,126294,125229,149521,89570,109143,115251,133999,114325,128393,69330,79500,,,,,,,,,,,,,,,,,,,,,
USSR,228,Animal fats,2946,Import Quantity,5610,49296,47882,43225,61086,57743,34350,14100,4325,3500,3925,3825,7925,231325,12529,13314,11250,90758,113329,296552,323020,361845,214778,297792,313306,410206,259583,480310,545188,349967,374434,292871,,,,,,,,,,,,,,,,,,,,,
USSR,228,"Fish, Seafood",2960,Import Quantity,5610,32035,64660,79702,82959,57628,47799,69735,70434,43423,45018,26909,25199,29141,95451,221461,64866,114356,85027,116669,189425,71012,55954,333219,687866,857969,910911,564227,895256,690120,573029,229792,,,,,,,,,,,,,,,,,,,,,
USSR,228,Meat,2943,Import Quantity,5610,64054,150675,40100,127574,264901,142701,61744,64320,83062,170218,230241,146151,138401,525821,530540,373506,632577,208877,678413,899424,1068110,1025410,1092227,909862,1027560,1084181,1021716,861886,796021,1297757,1319022,,,,,,,,,,,,,,,,,,,,,
USSR,228,Offals,2945,Import Quantity,5610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4472,5835,2008,3769,8358,3231,907,918,3001,782,432,0,773,103,0,226,1500,,,,,,,,,,,,,,,,,,,,,
Uzbekistan,235,"Aquatic Animals, Others",2769,Import Quantity,5610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
Uzbekistan,235,Aquatic Plants,2775,Import Quantity,5610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,2,2,7,6,15,1,4,7,10
Uzbekistan,235,Bovine Meat,2731,Import Quantity,5610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29929,30073,111473,127008,147074,172126,141500,9522,4539,1087,1297,3146,5175,4501,1210,854,616,235,694,1996,2054
Uzbekistan,235,"Butter, Ghee",2740,Import Quantity,5610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5910,385,5818,5119,6e3,6800,7900,5800,7327,400,5736,5178,6154,6310,4927,4639,3661,4370,1594,2844,3466
Uzbekistan,235,Cephalopods,2766,Import Quantity,5610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2,1,2,5,2
Uzbekistan,235,Cheese,2741,Import Quantity,5610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,130,1500,1200,250,220,330,10,215,298,359,166,110,223,294,334,346,1312,1391
Uzbekistan,235,Cream,2743,Import Quantity,5610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,2,5,6,7,0,15,12,3,8,31,6,34,25,19,29,25,30
Uzbekistan,235,Crustaceans,2765,Import Quantity,5610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,47,0,0,4,4,44,0,2,3,0,3,48,2,23,28,28
Uzbekistan,235,Demersal Fish,2762,Import Quantity,5610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,9,3,0,3,6,4,1,16,1,50,9,8,64,208,148,456
Uzbekistan,235,Eggs,2744,Import Quantity,5610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,38,8,60,25,148,40,60,21,11,105,11,40,150,189,171,322,335
Uzbekistan,235,"Fats, Animals, Raw",2737,Import Quantity,5610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,100,225,1819,1028,677,1090,3177,4391,4824,10636,24629,33694,40913,48843,46596
Uzbekistan,235,Fish Meal,2855,Import Quantity,5610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,304,0,0,0,0,2,0
Uzbekistan,235,"Fish, Body Oil",2781,Import Quantity,5610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,1
Uzbekistan,235,Freshwater Fish,2761,Import Quantity,5610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,3,0,0,1,53,4,2,16,30,14,10,37,109,128,78,1014
Uzbekistan,235,Honey,2745,Import Quantity,5610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,14,21,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0
Uzbekistan,235,"Marine Fish, Other",2764,Import Quantity,5610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,296,477,1164,254,8,52,124,262,267,173,211,241,513,235,476,1190,786
Uzbekistan,235,"Meat, Other",2735,Import Quantity,5610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,40,0,0,0,3498,0,46,1,1,0,0,0,0,0,0,0,0
Uzbekistan,235,Milk - Excluding Butter,2848,Import Quantity,5610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35676,46845,57365,22577,64161,41873,17594,5653,22256,3137,77829,48639,13181,12123,12770,5655,8586,19837,7276,26830,30526
Uzbekistan,235,"Milk, Skimmed",2739,Import Quantity,5610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3e4,26e3,45170,15180,10,10,400,100,9843,1533,51537,32660,1261,1e3,4190,520,4290,8470,2750,5290,5570
Uzbekistan,235,"Milk, Whole",2738,Import Quantity,5610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2343,17956,7176,4670,51842,32170,15244,3739,8691,1355,18747,9857,8435,9517,7246,3225,1468,7756,1299,10088,13010
Uzbekistan,235,"Molluscs, Other",2767,Import Quantity,5610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,347,0,0,0,0,0,0,0,0,60,57,3,13,23,3
Uzbekistan,235,Mutton & Goat Meat,2732,Import Quantity,5610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,5,1,1,0,0,0,3,2,4,4,4,3,2
Uzbekistan,235,"Offals, Edible",2736,Import Quantity,5610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,507,110,704,404,64,1418,1722,666,630,803,959,1528,4182
Uzbekistan,235,Pelagic Fish,2763,Import Quantity,5610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,2556,2357,898,1372,1915,1847,1750,2900,3308,4034,3754,3972,4677,7781,6896,9214,14106,18583
Uzbekistan,235,Pigmeat,2733,Import Quantity,5610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,472,14,609,618,1396,638,1953,1680,2570,3397,7521,8434,5083,4772,3351,1693,1386,3160,3918
Uzbekistan,235,Poultry Meat,2734,Import Quantity,5610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29e3,2e3,26e3,40800,21470,23040,15365,15020,9457,950,6714,8208,7283,7144,8292,5495,3845,3482,5208,12111,15490
Uzbekistan,235,Whey,2742,Import Quantity,5610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0
Uzbekistan,235,Wool (Clean Eq.),2746,Import Quantity,5610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,400,242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Uzbekistan,235,Animal fats,2946,Import Quantity,5610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5910,385,5818,5119,6002,6805,8006,6032,9146,1443,6425,6271,9339,10733,9757,15309,28315,38083,42536,51716,50093
Uzbekistan,235,"Aquatic Products, Other",2961,Import Quantity,5610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,2,2,7,6,15,1,4,7,14
Uzbekistan,235,"Fish, Seafood",2960,Import Quantity,5610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,2556,2654,1433,2886,2169,1862,1867,3076,3573,4335,3963,4247,4999,8444,7310,10064,15578,20874
Uzbekistan,235,Meat,2943,Import Quantity,5610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58929,32073,137945,167822,169193,195784,158261,25180,19451,3719,10627,14752,19980,20079,14588,11123,7816,5414,7291,17270,21464
Uzbekistan,235,Offals,2945,Import Quantity,5610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,507,110,704,404,64,1418,1722,666,630,803,959,1528,4182
Vanuatu,155,Aquatic Plants,2775,Import Quantity,5610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0
Vanuatu,155,Bovine Meat,2731,Import Quantity,5610,283,222,380,435,490,438,439,467,492,542,577,608,532,898,338,331,341,505,549,391,273,306,371,504,258,168,239,68,26,19,16,18,21,34,37,0,0,0,0,0,0,0,0,0,0,36,17,111,58,20,51,120
Vanuatu,155,"Butter, Ghee",2740,Import Quantity,5610,75,80,84,121,130,77,81,31,77,66,101,80,86,115,88,88,50,50,40,115,73,76,50,46,38,44,27,38,38,45,36,40,60,43,40,42,60,70,60,60,50,44,48,41,41,82,130,97,100,120,136,45
Vanuatu,155,Cephalopods,2766,Import Quantity,5610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,2,2,1,4,5,12,18,11,15,20,21,31
Vanuatu,155,Cheese,2741,Import Quantity,5610,0,0,0,0,0,0,0,0,18,24,30,37,38,45,89,0,0,0,0,37,30,35,40,40,44,36,31,36,30,38,45,40,45,106,30,40,20,30,40,80,30,36,31,31,40,68,73,89,144,93,155,58
Vanuatu,155,Cream,2743,Import Quantity,5610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,114,174,241,198,147,80
Vanuatu,155,Crustaceans,2765,Import Quantity,5610,0,0,0,0,0,0,0,0,0,0,0,74,70,30,12,0,0,0,24,26,17,20,18,17,10,6,5,6,4,11,10,17,16,45,0,16,0,4,6,16,5,5,3,10,8,14,30,30,47,53,95,27
Vanuatu,155,Demersal Fish,2762,Import Quantity,5610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,3,0,0,0,0,4,3
Vanuatu,155,Eggs,2744,Import Quantity,5610,0,0,0,1,0,0,0,0,30,49,66,80,55,34,15,18,15,15,15,25,14,20,27,42,33,29,16,21,8,11,23,11,15,12,14,20,20,20,20,15,30,17,19,23,27,11,55,28,36,78,17,250
Vanuatu,155,"Fats, Animals, Raw",2737,Import Quantity,5610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,11,0,15,8,0,26,8,21,26,37,10,11,0,41,0,0,0,0,0,0,5,5,0,16,12,16,7,16,30,22
Vanuatu,155,Fish Meal,2855,Import Quantity,5610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,16,6,1,19,0,3,1,39,18,20,0,2
Vanuatu,155,"Fish, Body Oil",2781,Import Quantity,5610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vanuatu,155,Freshwater Fish,2761,Import Quantity,5610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,3,3,0,25,65,10,10,17,16,21,53,5
Vanuatu,155,Honey,2745,Import Quantity,5610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,1,2,4,2,2,0,0,1,1,1,2,1,3,0,2,0,0,0,0,0,1,0,0,1,6,5,5,8,8,7,2
Vanuatu,155,"Marine Fish, Other",2764,Import Quantity,5610,0,0,0,0,0,0,0,0,380,576,943,800,1100,1046,248,0,0,0,89,99,68,56,65,45,29,38,35,5,5,5,7,6,743,795,707,702,87,7,33,29,6,11,153,17,2,5,52,102,22,19,52,1685
Vanuatu,155,Meat Meal,2749,Import Quantity,5610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,367,0,0,0,0,3,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,1,0,1,24,0,0
Vanuatu,155,"Meat, Other",2735,Import Quantity,5610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,7,0,53,0,358,418,206,288,143,281,182,433,434,364,355,355,353,353,412,447,447,238,270,332,487,413,447,471
Vanuatu,155,Milk - Excluding Butter,2848,Import Quantity,5610,289,356,333,333,400,456,536,591,681,784,945,1020,1139,1509,1465,866,1181,1275,6380,1874,652,1414,1578,1517,1698,1241,1739,1875,1035,867,1048,1159,941,1483,878,2403,1533,2169,1908,1742,947,1099,1232,1213,1360,2496,3773,3459,3306,3858,5235,2649
Vanuatu,155,"Milk, Skimmed",2739,Import Quantity,5610,0,0,0,0,0,0,0,0,130,190,250,220,250,370,300,400,700,1e3,5850,1e3,180,880,980,870,830,360,1250,1e3,33,33,33,33,33,33,33,350,250,180,160,150,70,70,120,170,210,582,386,439,301,759,792,156
Vanuatu,155,"Milk, Whole",2738,Import Quantity,5610,289,356,333,333,400,456,536,591,424,424,482,542,622,820,556,444,444,222,222,574,263,254,279,335,531,622,217,582,798,575,710,857,606,694,643,1735,1136,1779,1473,1051,668,780,894,822,866,1403,2863,2361,1962,2372,3306,2100
Vanuatu,155,"Molluscs, Other",2767,Import Quantity,5610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,37,27,33,29,36,0,81,10,100,7,57,17,20,20,27,12,31,77,63,73,73,110,13
Vanuatu,155,Mutton & Goat Meat,2732,Import Quantity,5610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,14,12,5,20,10,20,8,8,6,15,10,10,7,10,10,10,20,20,11,4,6,7,17,7,12,17,17,25,12
Vanuatu,155,"Offals, Edible",2736,Import Quantity,5610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,2,4,1,2,11,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,4,5,9,17,0
Vanuatu,155,Pelagic Fish,2763,Import Quantity,5610,2965,3600,2100,3200,2300,7200,6800,7700,8800,11333,16089,18533,17889,11600,6333,9489,13822,12933,10851,10568,7136,5611,6460,6131,6119,4501,1096,1660,876,1722,950,1686,1248,1220,1e3,1790,1720,1233,1279,1902,904,974,2201,1664,1869,2716,2849,3341,3328,3333,4852,2303
Vanuatu,155,Pigmeat,2733,Import Quantity,5610,63,63,63,68,84,0,0,0,0,65,78,89,89,80,39,41,44,46,50,30,16,18,24,32,383,288,9,39,6,6,7,21,4,37,72,200,164,121,172,178,178,214,161,185,276,202,224,301,249,197,216,246
Vanuatu,155,Poultry Meat,2734,Import Quantity,5610,0,0,0,0,0,0,0,0,0,100,162,215,246,262,216,220,230,200,197,276,143,191,110,137,124,164,196,115,125,154,220,266,300,329,430,433,360,560,610,740,800,822,773,735,715,1190,982,1377,1454,1833,2073,2050
Vanuatu,155,Whey,2742,Import Quantity,5610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1122,797,0,0,311,743,392,0,0,0,0,0,0,338,68,405,27,135,676,541,541,541,541,541,541,541,0,41,27,27,81,54,81
Vanuatu,155,Animal fats,2946,Import Quantity,5610,75,80,84,121,130,77,81,31,77,66,101,80,86,115,88,88,50,50,40,115,74,85,61,46,53,52,27,64,46,66,62,77,70,54,40,93,60,70,60,60,50,44,53,46,41,157,256,287,348,334,313,147
Vanuatu,155,"Aquatic Products, Other",2961,Import Quantity,5610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0
Vanuatu,155,"Fish, Seafood",2960,Import Quantity,5610,2965,3600,2100,3200,2300,7200,6800,7700,9180,11909,17032,19407,19059,12676,6593,9489,13822,12933,10964,10693,7221,5687,6543,6193,6157,4545,1136,1671,898,1775,993,1742,2036,2096,1707,2589,1818,1346,1333,2004,937,1015,2378,1747,1965,2790,3036,3564,3501,3520,5187,4067
Vanuatu,155,Meat,2943,Import Quantity,5610,346,285,442,503,573,438,439,467,492,707,816,911,867,1240,593,592,615,751,796,697,432,514,523,691,784,625,516,231,535,605,457,599,483,690,731,1072,968,1055,1147,1293,1351,1400,1350,1373,1445,1683,1499,2132,2264,2479,2812,2898
Vanuatu,155,Offals,2945,Import Quantity,5610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,2,4,1,2,11,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,4,5,9,17,0
Venezuela (Bolivarian Republic of),236,"Aquatic Animals, Others",2769,Import Quantity,5610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0
Venezuela (Bolivarian Republic of),236,Aquatic Plants,2775,Import Quantity,5610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,18,3,6,3,15,27,34,31,18,42,82,97,334,346,202,157,251,521
Venezuela (Bolivarian Republic of),236,Bovine Meat,2731,Import Quantity,5610,83,253,259,20,1496,236,294,201,718,84,91,165,89,1831,6973,11994,23756,32032,12100,3984,9410,22231,15169,4744,2011,36,22602,7696,3808,23,1836,1351,1086,236,1365,451,1251,3361,3500,5145,7617,8580,3870,58226,20494,37407,173916,310502,262864,106827,130902,170484
Venezuela (Bolivarian Republic of),236,"Butter, Ghee",2740,Import Quantity,5610,15,20,9,13,1,2,1,2,1,0,1,0,16,21,74,393,3520,4315,1909,2085,2975,882,147,16,96,0,11,4029,11,231,292,639,808,519,601,790,784,1075,688,867,1517,1240,436,846,595,1139,860,2105,1732,2288,2538,2214
Venezuela (Bolivarian Republic of),236,Cephalopods,2766,Import Quantity,5610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3553,2756,3664,4078,5092,7253,8749,7045,2163,4042,5930,5141,12938,10995,11281,5473,5649,7432
Venezuela (Bolivarian Republic of),236,Cheese,2741,Import Quantity,5610,11292,6573,5629,5085,680,282,499,394,367,421,433,503,695,1354,3264,3525,16736,6460,6353,7100,13260,14247,3639,4029,3899,2143,938,1193,715,1099,1342,5973,6209,2542,4187,2995,4936,10493,10693,11823,12526,8526,5615,6285,7120,12063,13755,19035,17493,24136,24170,40629
Venezuela (Bolivarian Republic of),236,Cream,2743,Import Quantity,5610,413,172,69,65,56,62,61,60,34,80,13,10,559,515,888,2688,2993,1746,4060,1321,1603,1431,339,1223,310,0,0,0,0,0,0,0,148,258,210,366,918,561,624,524,1109,780,283,231,732,802,679,9730,2765,243,1749,2680
Venezuela (Bolivarian Republic of),236,Crustaceans,2765,Import Quantity,5610,400,100,200,200,100,100,200,200,300,300,200,100,1185,40,11,69,124,624,1330,1701,2709,2031,101,3,0,17,0,6,3,92,169,684,324,319,118,80,273,353,403,475,511,964,655,939,656,794,890,799,1760,4098,2660,2447
Venezuela (Bolivarian Republic of),236,Demersal Fish,2762,Import Quantity,5610,2900,3300,3277,3252,4e3,2389,1488,1018,1330,1e3,1300,1500,1100,4500,3100,2698,6455,3938,4754,4465,3768,4909,2863,5311,3352,4,70,396,51,526,1479,2885,3848,2352,1621,785,2313,4537,11217,11157,18721,10841,5673,2127,7456,9851,22851,16769,23618,22627,28585,51586
Venezuela (Bolivarian Republic of),236,Eggs,2744,Import Quantity,5610,14618,4446,2635,2090,3558,655,520,26,0,0,7,9,5,13,78,1833,7074,2873,1157,1727,3055,2973,144,11,22,9,336,263,13,1277,1202,2205,1383,824,2695,368,1505,2063,2322,7898,11214,4507,3010,7059,9394,4733,9163,18667,3106,1571,828,1362
Venezuela (Bolivarian Republic of),236,"Fats, Animals, Raw",2737,Import Quantity,5610,6448,8081,6905,14346,11810,11980,11455,13933,8622,8856,12435,15902,12459,19751,15018,21769,17770,38217,22993,38284,27341,30378,21077,37715,37724,47449,59713,68889,39363,81968,83887,103272,105565,71515,100981,77568,71264,93497,100895,39447,43054,21769,20233,29848,27628,30564,33510,28943,24480,19101,27870,26688
Venezuela (Bolivarian Republic of),236,Fish Meal,2855,Import Quantity,5610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,5,7,33,4,7,10,35,11,8,13,15,21,28,18,12,26,24,28
Venezuela (Bolivarian Republic of),236,"Fish, Body Oil",2781,Import Quantity,5610,100,100,100,100,100,0,100,100,100,100,100,0,100,100,100,0,1,189,0,14,0,0,0,0,0,0,1,12,9,12,30,11,52,42,168,35,261,118,173,565,220,149,130,437,341,909,557,494,401,334,238,1015
Venezuela (Bolivarian Republic of),236,"Fish, Liver Oil",2782,Import Quantity,5610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158,142,125,72,134,1679,116,1413,101,69,58,63,24,16,32,165,79,36,31,44,42,67,45,14,79,8,3,21,13,8,14,17,7,8,16,12,12
Venezuela (Bolivarian Republic of),236,Freshwater Fish,2761,Import Quantity,5610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,277,375,526,456,0,0,322,0,8,10,20,8,55,18,100,146,93,247,154,1457,196,409,713,564,1221,1851,1818,631,1006,1389,1292,2644,2483,3750,2392,4991,7484
