,,,,,7.5,$75/GJ = ,6,$90 c/kw-hr,,,,
,,,,,6.3,$75/GJ = ,5,$90 c/kw-hr,,,,
,,,,,5.7,$75/GJ = ,4.5,$90 c/kw-hr,,,,
,,,,,5,$75/GJ = ,4,$90 c/kw-hr,,,,
"""HUILM"" -- Lower solar costs",,,,,3.8,$75/GJ = ,3,$90 c/kw-hr,,,,
INPUT_TABLE,,,,,2.5,$75/GJ = ,2,$90 c/kw-hr,,,,
Variable ID,,,,,,,,,,,,
471,,,Final cost:,3,cents(1990)/kw-hr,,,2095 Cost,3.8,,,
,,"HUILM(I,L,M)",,,,,,,,,,
FuelNum,1975,1990,2005,2020,2035,2050,2065,2080,2095,REGION,REG#,FuelName
13,10,10,7,6,5.65,5,4.5,3.8,3.8,USA,1,SWSTOR
13,10,10,7,6,5.65,5,4.5,3.8,3.8,CANADA,2,SWSTOR
13,10,10,7,6,5.65,5,4.5,3.8,3.8,WEUR,3,SWSTOR
13,10,10,7,6,5.65,5,4.5,3.8,3.8,JAPAN,4,SWSTOR
13,10,10,7,6,5.65,5,4.5,3.8,3.8,AUS&NZ,5,SWSTOR
13,10,10,7,6,5.65,5,4.5,3.8,3.8,FSU,6,SWSTOR
13,10,10,7,6,5.65,5,4.5,3.8,3.8,ACENP,7,SWSTOR
13,10,10,7,6,5.65,5,4.5,3.8,3.8,MIDEAST,8,SWSTOR
13,10,10,7,6,5.65,5,4.5,3.8,3.8,AFR,9,SWSTOR
13,10,10,7,6,5.65,5,4.5,3.8,3.8,LA,10,SWSTOR
13,10,10,7,6,5.65,5,4.5,3.8,3.8,S&E ASIA,11,SWSTOR
13,10,10,7,6,5.65,5,4.5,3.8,3.8,EEUR,12,SWSTOR
13,10,10,7,6,5.65,5,4.5,3.8,3.8,Korea,13,SWSTOR
13,10,10,7,6,5.65,5,4.5,3.8,3.8,India,14,SWSTOR


,,,5.6,4.8,4.5,4.0,3.6,3.0,3.0,cents(1990)/kw-hr,,
EoF,,,,,,,,,,,,
