Generation Sector Input -- Calibration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Note: still need to add lower/upper intermediate fractions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NEXUS CALCULATIONS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Subsector,Technology,Input,,Input Value,,Fraction of Generation,,Fixed Output,Fixed Output,,,,,,,,Efficiency,,,Total Electricity Generated,,,,,,,,,,,,,,,,,,
,,,,1990,2005,1990,2005,1975,1990,2005,2020,2035,2050,2065,2080,2095,1990,2005,,1990,2005,,,,,,,,,,,,,,,,,
coal,coal_base_exist,regional coal,Base,13.01566368,18.29710884,80%,87%,,,,,,,,,,0.372,0.366,,4.843,6.693,,Demand,,,,Generation to Demand Segment,,,,,Demand by Segment,,,,,,
coal,coal_int_exist,regional coal,Intermediate,3.185828807,2.699580121,20%,13%,,,,,,,,,,0.372,0.366,,1.185,0.987,,,1990,2005,,,Base,Intermediate,Subpeak,Peak,,1990,2005,,LOAD FRACTION,DEMAND FRACTION,
coal,coal_subpeak_exist,regional coal,Subpeak,0,0,0%,0%,,,,,,,,,,0.372,0.366,,0.000,0.000,,,,,,,,,,,,,,,,,
coal,coal_peak_exist,regional coal,Peak,0,0,0%,0%,,,,,,,,,,0.372,0.366,,0.000,0.000,,Base,8.110,11.105,,Off Peak,0.33,,,,Off Peak,2.703,3.702,,0.33,25%,
gas,gas_base_exist,wholesale gas,Base,0.082966341,0.877367378,3%,15%,,,,,,,,,,0.371,0.441,,0.031,0.387,,Intermediate,1.704,2.333,,Intermediate,0.291666667,0.4375,,,Intermediate,3.111,4.260,,0.291666667,29%,
gas,gas_int_exist,wholesale gas,Intermediate,1.247045527,2.926743915,45%,50%,,,,,,,,,,0.371,0.441,,0.463,1.290,,Subpeak,0.499,0.684,,Subpeak,0.25,0.375,0.666666667,,Subpeak,2.999,4.107,,0.25,28%,
gas,gas_subpeak_exist,wholesale gas,Subpeak,0.731630628,1.029994305,26%,18%,,,,,,,,,,0.371,0.441,,0.271,0.454,,Peak,0.487,0.666,,Peak,0.13,0.1875,0.333333333,1,Peak,1.986,2.720,,0.13,18%,
gas,gas_peak_exist,wholesale gas,Peak,0.703902189,0.995577975,25%,17%,,,,,,,,,,0.371,0.441,,0.261,0.439,,,,,,,,,,,,,,,,,
oil,oil_base_exist,refined liquids electricity,Base,0,0,0%,0%,,,,,,,,,,0.395,0.376,,0.000,0.000,,,,
oil,oil_int_exist,refined liquids electricity,Intermediate,0,0,0%,0%,,,,,,,,,,0.395,0.376,,0.000,0.000,,Supply,,
oil,oil_subpeak_exist,refined liquids electricity,Subpeak,0.570608505,0.605279396,50%,50%,,,,,,,,,,0.395,0.376,,0.225,0.227,,,,
oil,oil_peak_exist,refined liquids electricity,Peak,0.570608505,0.605279396,50%,50%,,,,,,,,,,0.395,0.376,,0.225,0.227,,,1990,2005
biomass,bio_base_exist,regional biomass,Base,0.117979837,0.248823617,30%,50%,,,,,,,,,,0.201,0.222,,0.024,0.055,,Base,8.110,11.105
biomass,bio_int_exist,regional biomass,Intermediate,0.275286287,0.248823617,70%,50%,,,,,,,,,,0.201,0.222,,0.055,0.055,,Intermediate,1.704,2.333
biomass,bio_subpeak_exist,regional biomass,Subpeak,0,0,0%,0%,,,,,,,,,,0.201,0.222,,0.000,0.000,,Subpeak,0.499,0.684
biomass,bio_peak_exist,regional biomass,Peak,0,0,0%,0%,,,,,,,,,,0.201,0.222,,0.000,0.000,,Peak,0.487,0.666
nuclear,nuc_base_gen2,nuclearFuelGenII,Base,,,100%,100%,,2.2013028,2.9186136,,,,,,,1.000,1.000,,2.201,2.919,,Check,0.000,0.000
nuclear,nuc_int_gen2,nuclearFuelGenII,Intermediate,,,0%,0%,,0,0,,,,,,,1.000,1.000,,0.000,0.000,,,,
nuclear,nuc_subpeak_gen2,nuclearFuelGenII,Subpeak,,,0%,0%,,0,0,,,,,,,1.000,1.000,,0.000,0.000,,,,
nuclear,nuc_peak_gen2,nuclearFuelGenII,Peak,,,0%,0%,,0,0,,,,,,,1.000,1.000,,0.000,0.000,,,,
wind,wind_base,large onshore windresource,Base,0.0110376,0.0643716,100%,100%,,,,,,,,,,1.000,1.000,,0.011,0.064,,Excess Demand,,This needs to be fixed
wind,wind_int,large onshore windresource,Intermediate,0,0,0%,0%,,,,,,,,,,1.000,1.000,,0.000,0.000,,,1990,2005
wind,wind_subpeak,large onshore windresource,Subpeak,0,0,0%,0%,0,,,,,,,,,1.000,1.000,,0.000,0.000,,Base,0.0000,0.0000
wind,wind_peak,large onshore windresource,Peak,0,0,0%,0%,,,,,,,,,,1.000,1.000,,0.000,0.000,,Intermediate,0.0000,0.0000
solar,pv_base,global solar resource,Base,0,0,0%,0%,,,,,,,,,,1.000,1.000,,0.000,0.000,,Subpeak,0.0000,0.0000
solar,pv_int,global solar resource,Intermediate,0,0,0%,0%,,,,,,,,,,1.000,1.000,,0.000,0.000,,Peak,0.0000,0.0000
solar,pv_subpeak,global solar resource,Subpeak,0.0023976,0.0022032,100%,100%,,,,,,,,,,1.000,1.000,,0.002,0.002,,,,
solar,pv_peak,global solar resource,Peak,0,0,0%,0%,,,,,,,,,,1.000,1.000,,0.000,0.000,,,,
hydro,hydro_base,,Base,,,100%,100%,0.9808092,0.993914568,0.9808092,0.9808092,0.993914568,1.007019936,1.020125304,1.033230672,1.04633604,1.000,1.000,,0.994,0.981,,,,
hydro,hydro_int,,Intermediate,,,0%,0%,0,0,0,0,0,0,0,0,0,1.000,1.000,,0.000,0.000,,,,
hydro,hydro_subpeak,,Subpeak,,,0%,0%,0,0,0,0,0,0,0,0,0,1.000,1.000,,0.000,0.000,,,,
hydro,hydro_peak,,Peak,,,0%,0%,0,0,0,0,0,0,0,0,0,1.000,1.000,,0.000,0.000,,,,
geothermal,geo_base,geothermal,Base,0.0576432,0.0604008,100%,100%,,,,,,,,,,0.100,0.100,,0.006,0.006,,,,
geothermal,geo_int,geothermal,Intermediate,0,0,0%,0%,,,,,,,,,,0.100,0.100,,0.000,0.000,,,,
geothermal,geo_subpeak,geothermal,Subpeak,0,0,0%,0%,,,,,,,,,,0.100,0.100,,0.000,0.000,,,,
geothermal,geo_peak,geothermal,Peak,0,0,0%,0%,,,,,,,,,,0.100,0.100,,0.000,0.000,,,,
,,,,,,,,,,,,,,,,,,,,10.799,14.788,,,,
BASE LOAD GENERATION,,,,,,,,,,,,,,,,,,,,,,,,,
"energy input, calibrated value, efficiency",,,,,,,,,,,
INPUT_TABLE,,,,,,,,,,,
Variable ID,,,,,,,,,,,
350,,,,,,,,,,,
supplysector,subsector,technology,period,minicam-energy-input,calibrated-value,,,,,,
base load generation,coal,coal_base_exist,1990,regional coal,13.015664,,,,,,
base load generation,coal,coal_base_exist,2005,regional coal,18.297109,,,,,,
base load generation,gas,gas_base_exist,1990,wholesale gas,0.082966,,,,,,
base load generation,gas,gas_base_exist,2005,wholesale gas,0.877367,,,,,,
base load generation,biomass,bio_base_exist,1990,regional biomass,0.117980,,,,,,
base load generation,biomass,bio_base_exist,2005,regional biomass,0.248824,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
"energy input, calibrated value, efficiency",,,,,,,,,,,
INPUT_TABLE,,,,,,,,,,,
Variable ID,,,,,,,,,,,
351,,,,,,,,,,,
supplysector,subsector,electricity-technology,period,calOutputValue,,,,,,,
base load generation,geothermal,geo_base,1990,0.0576432,,,,,,,
base load generation,geothermal,geo_base,2005,0.0604008,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
fixed output,,,,,,,,,,,
INPUT_TABLE,,,,,,,,,,,
Variable ID,,,,
352,,,,
supplysector,subsector,technology,year,fixedOutput
base load generation,hydro,hydro_base,1975,0.9808092
base load generation,hydro,hydro_base,1990,0.993914568
base load generation,hydro,hydro_base,2005,0.9808092
base load generation,hydro,hydro_base,2020,0.9808092
base load generation,hydro,hydro_base,2035,0.993914568
base load generation,hydro,hydro_base,2050,1.007019936
base load generation,hydro,hydro_base,2065,1.020125304
base load generation,hydro,hydro_base,2080,1.033230672
base load generation,hydro,hydro_base,2095,1.04633604
fixed output,,,,
INPUT_TABLE,,,,,,,,,,,
Variable ID,,,,,,,,,,,
352,was 23,,,,,,,,,,
supplysector,subsector,technology,year,fixedOutput,,,,,,,
base load generation,nuclear,nuc_base_gen2,1990,2.2013028,,,,,,,
base load generation,nuclear,nuc_base_gen2,2005,2.9186136,,,,,,,
"energy input, calibrated value, efficiency",,,,,,,,,,,
INPUT_TABLE,,,,,,,,,,,
Variable ID,,,,,,,,,,,
354,,,,,,,,,,,
supplysector,subsector,intermittent-electricity-technology,period,calOutputValue,,,,,,,
base load generation,wind,wind_base,1990,0.0110376,,,,,,,
base load generation,wind,wind_base,2005,0.0643716,,,,,,,
INTERMEDIATE GENERATION,,,,,,,,,,,
"energy input, calibrated value, efficiency",,,,,,,,,,,
INPUT_TABLE,,,,,,,,,,,
Variable ID,,,,,,,,,,,
350,,,,,,,,,,,
supplysector,subsector,technology,period,minicam-energy-input,calibrated-value,,,,,,
intermediate generation,gas,gas_int_exist,1990,wholesale gas,1.247046,,,,,,
intermediate generation,gas,gas_int_exist,2005,wholesale gas,2.926744,,,,,,
intermediate generation,biomass,bio_int_exist,1990,regional biomass,0.275286,,,,,,
intermediate generation,biomass,bio_int_exist,2005,regional biomass,0.248824,,,,,,
intermediate generation,coal,coal_int_exist,1990,regional coal,3.185829,,,,,,
intermediate generation,coal,coal_int_exist,2005,regional coal,2.699580,,,,,,
,,,,,
,,,,,
"energy input, calibrated value, efficiency",,,,,
NOT READ IN,,,,,
Variable ID,,,,,
351,,,,,
supplysector,subsector,technology,period,minicam-energy-input,calibrated-value
,,,,,
,,,,,
,,,,,
,,,,,
fixed output,,,,
NOT READ IN,,,,
Variable ID,,,,
352,,,,
supplysector,subsector,technology,year,fixedOutput
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
SUBPEAK GENERATION,,,,
"energy input, calibrated value, efficiency",,,,
INPUT_TABLE,,,,
Variable ID,,,,
350,,,,
supplysector,subsector,technology,period,minicam-energy-input,calibrated-value
subpeak generation,gas,gas_subpeak_exist,1990,wholesale gas,0.731631
subpeak generation,gas,gas_subpeak_exist,2005,wholesale gas,1.029994
subpeak generation,oil,oil_subpeak_exist,1990,refined liquids electricity,0.570608505
subpeak generation,oil,oil_subpeak_exist,2005,refined liquids electricity,0.605279396
,,,,,
,,,,,
,,,,,
,,,,,
"energy input, calibrated value, efficiency",,,,,
INPUT_TABLE,,,,,
Variable ID,,,,,
354,,,,,
supplysector,subsector,intermittent-electricity-technology,period,calOutputValue,,,,,,,
subpeak generation,solar,pv_subpeak,1990,0.0023976,,,,,,,
subpeak generation,solar,pv_subpeak,2005,0.0022032,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
fixed output,,,,,,,,,,,
NOT READ IN,,,,,,,,,,,
Variable ID,,,,,,,,,,,
352,,,,,,,,,,,
supplysector,subsector,technology,year,fixedOutput,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
PEAK GENERATION,,,,,,,,,,,
"energy input, calibrated value, efficiency",,,,,,,,,,,
INPUT_TABLE,,,,,,,,,,,
Variable ID,,,,,,,,,,,
350,,,,,,,,,,,
supplysector,subsector,technology,period,minicam-energy-input,calibrated-value,,,,,,
peak generation,gas,gas_peak_exist,1990,wholesale gas,0.703902189,,,,,,
peak generation,gas,gas_peak_exist,2005,wholesale gas,0.995577975,,,,,,
peak generation,oil,oil_peak_exist,1990,refined liquids electricity,0.570608505,,,,,,
peak generation,oil,oil_peak_exist,2005,refined liquids electricity,0.605279396,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
"energy input, calibrated value, efficiency",,,,,,,,,,,
NOT READ IN,,,,,,,,,,,
Variable ID,,,,,,,,,,,
351,,,,,,,,,,,
supplysector,subsector,technology,period,minicam-energy-input,calibrated-value,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
fixed output,,,,
NOT READ IN,,,,
Variable ID,,,,
352,,,,
supplysector,subsector,technology,year,fixedOutput
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
