Generation Sector Input -- New Technologies,,,,,,,,,,,,,,,
"This ""adv"" input is for advanced wind and solar",,,,,,,,,,,,,,,
"Inputs with zero shareweights in all periods are simply placeholders, in case we decide PV is better in Peak than Subpeak, for example",,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
BASE LOAD GENERATION,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
INPUT_TABLE,,,,,,,,,,,,,,,
Variable ID,,,,,,,,,,,,,,,
109,,,,,,,,,,,,,,,
,,interpolation-rule,,,,,,,,,,,,,
region,supplysector,subsector,apply-to,from-year,to-year,interpolation-function,,,,,,,,,
USA,base load generation,hydro,share-weight,2005,2020,linear,,,,,,,,,
USA,base load generation,geothermal,share-weight,2005,2050,linear,,,,,,,,,
,,,,,,,,,,,,,,,
tech lifetime,,,,,,,,,,,,,,,
INPUT_TABLE,,,,,,,,,,,,,,,
Variable ID,,,,,,,,,,,,,,,
1000,,,,,,,,,,,,,,,
,,,,,,minicam-non-energy-input,,,,,,,,,
region,supplysector,subsector,technology,period,share-weight,lifetime,input-cost,minicam-energy-input,efficiency,CO2 tag,,,,,
USA,base load generation,geothermal,geo_base,1975,1,-1,3.122758261,geothermal,0.1,,,,,,
USA,base load generation,geothermal,geo_base,1990,1,-1,3.122758261,geothermal,0.1,,,,,,
USA,base load generation,geothermal,geo_base,2005,1,30,3.122758261,geothermal,0.1,,,,,,
USA,base load generation,geothermal,geo_base,2020,1,30,2.907423578,geothermal,0.1,,,,,,
USA,base load generation,geothermal,geo_base,2035,1,30,2.685034743,geothermal,0.1,,,,,,
USA,base load generation,geothermal,geo_base,2050,1,30,2.526822464,geothermal,0.1,,,,,,
USA,base load generation,geothermal,geo_base,2065,1,30,2.433707019,geothermal,0.1,,,,,,
USA,base load generation,geothermal,geo_base,2080,1,30,2.344022953,geothermal,0.1,,,,,,
USA,base load generation,geothermal,geo_base,2095,1,30,2.257643817,geothermal,0.1,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
nuclear,"energy inputs, efficiency: existing",,,,,,,,,,,,,,
INPUT_TABLE,,,,,,,,,,,,,,,
Variable ID,,,,,,,,,,,,,,,
410,,,,,,,,,,,,,,,
,,,,,,phased-shutdown-decider,,,,,,,,,
supplysector,subsector,technology,period,sharewt,shutdown-rate,minicam-energy-input,efficiency,,,,,,,,
base load generation,nuclear,nuc_base_gen2,1975,1,0.025,nuclearFuelGenII,0.333,,,,,,,,
base load generation,nuclear,nuc_base_gen2,1990,1,0.025,nuclearFuelGenII,0.333,,,,,,,,
base load generation,nuclear,nuc_base_gen2,2005,1,0.025,nuclearFuelGenII,0.333,,,,,,,,
base load generation,nuclear,nuc_base_gen2,2020,0,0.0075,nuclearFuelGenII,0.333,,,,,,,,
base load generation,nuclear,nuc_base_gen2,2035,0,0.0075,nuclearFuelGenII,0.333,,,,,,,,
base load generation,nuclear,nuc_base_gen2,2050,0,0.0075,nuclearFuelGenII,0.333,,,,,,,,
base load generation,nuclear,nuc_base_gen2,2065,0,0.0075,nuclearFuelGenII,0.333,,,,,,,,
base load generation,nuclear,nuc_base_gen2,2080,0,0.0075,nuclearFuelGenII,0.333,,,,,,,,
base load generation,nuclear,nuc_base_gen2,2095,0,0.0075,nuclearFuelGenII,0.333,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
non-energy costs: new technologies,,,,,,,,,,,,,,,
INPUT_TABLE,,,,,,,,,,,,,,,
Variable ID,,,,,,,,,,,,,,,
412,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
supplysector,subsector,technology,period,capital-cost,lifetime,fixed-om,variable-om,fcr,capacity factor,capacity factor (OM),,,,,
base load generation,nuclear,nuc_base_gen2,1975,620,-1,22.02,0.046,0.15,0.9,0.9,,,,,
base load generation,nuclear,nuc_base_gen2,1990,620,-1,22.02,0.046,0.15,0.9,0.9,,,,,
base load generation,nuclear,nuc_base_gen2,2005,620,45,22.02,0.046,0.15,0.9,0.9,,,,,
base load generation,nuclear,nuc_base_gen2,2020,620,-1,22.02,0.046,0.15,0.9,0.9,,,,,
base load generation,nuclear,nuc_base_gen2,2035,620,-1,22.02,0.046,0.15,0.9,0.9,,,,,
base load generation,nuclear,nuc_base_gen2,2050,620,-1,22.02,0.046,0.15,0.9,0.9,,,,,
base load generation,nuclear,nuc_base_gen2,2065,620,-1,22.02,0.046,0.15,0.9,0.9,,,,,
base load generation,nuclear,nuc_base_gen2,2080,620,-1,22.02,0.046,0.15,0.9,0.9,,,,,
base load generation,nuclear,nuc_base_gen2,2095,620,-1,22.02,0.046,0.15,0.9,0.9,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
"energy inputs, efficiency: new technologies",,,,,,,,,,,,,,,
INPUT_TABLE,,,,,,,,,,,,,,,
Variable ID,,,,,,,,,,,,,,,
410,,,,,,,,,,,,,,,
,,,,,,phased-shutdown-decider,,,,,,,,,
supplysector,subsector,technology,period,sharewt,shutdown-rate,minicam-energy-input,efficiency,,,,,,,,
base load generation,nuclear,nuc_base_gen3,1975,0,0.0075,nuclearFuelGenIII,0.34,,,,,,,,
base load generation,nuclear,nuc_base_gen3,1990,0,0.0075,nuclearFuelGenIII,0.34,,,,,,,,
base load generation,nuclear,nuc_base_gen3,2005,0,0.0075,nuclearFuelGenIII,0.34,,,,,,,,
base load generation,nuclear,nuc_base_gen3,2020,1,0.0075,nuclearFuelGenIII,0.34,,,,,,,,
base load generation,nuclear,nuc_base_gen3,2035,1,0.0075,nuclearFuelGenIII,0.34,,,,,,,,
base load generation,nuclear,nuc_base_gen3,2050,1,0.0075,nuclearFuelGenIII,0.34,,,,,,,,
base load generation,nuclear,nuc_base_gen3,2065,1,0.0075,nuclearFuelGenIII,0.34,,,,,,,,
base load generation,nuclear,nuc_base_gen3,2080,1,0.0075,nuclearFuelGenIII,0.34,,,,,,,,
base load generation,nuclear,nuc_base_gen3,2095,1,0.0075,nuclearFuelGenIII,0.34,,,,,,,,
base load generation,wind,wind_base_storage,1975,0,0.0075,large onshore windresource,0.96,,,,,,,,
base load generation,wind,wind_base_storage,1990,0,0.0075,large onshore windresource,0.96,,,,,,,,
base load generation,wind,wind_base_storage,2005,0,0.0075,large onshore windresource,0.96,,,,,,,,
base load generation,wind,wind_base_storage,2020,1,0.0075,large onshore windresource,0.96,,,,,,,,
base load generation,wind,wind_base_storage,2035,1,0.0075,large onshore windresource,0.96,,,,,,,,
base load generation,wind,wind_base_storage,2050,1,0.0075,large onshore windresource,0.96,,,,,,,,
base load generation,wind,wind_base_storage,2065,1,0.0075,large onshore windresource,0.96,,,,,,,,
base load generation,wind,wind_base_storage,2080,1,0.0075,large onshore windresource,0.96,,,,,,,,
base load generation,wind,wind_base_storage,2095,1,0.0075,large onshore windresource,0.96,,,,,,,,
base load generation,solar,pv_base_storage,1975,0,0.0075,global solar resource,1,,,,,,,,
base load generation,solar,pv_base_storage,1990,0,0.0075,global solar resource,1,,,,,,,,
base load generation,solar,pv_base_storage,2005,0,0.0075,global solar resource,1,,,,,,,,
base load generation,solar,pv_base_storage,2020,1,0.0075,global solar resource,1,,,,,,,,
base load generation,solar,pv_base_storage,2035,1,0.0075,global solar resource,1,,,,,,,,
base load generation,solar,pv_base_storage,2050,1,0.0075,global solar resource,1,,,,,,,,
base load generation,solar,pv_base_storage,2065,1,0.0075,global solar resource,1,,,,,,,,
base load generation,solar,pv_base_storage,2080,1,0.0075,global solar resource,1,,,,,,,,
base load generation,solar,pv_base_storage,2095,1,0.0075,global solar resource,1,,,,,,,,
base load generation,solar,csp_base_storage,1975,0,0.0075,global solar resource,1,,,,,,,,
base load generation,solar,csp_base_storage,1990,0,0.0075,global solar resource,1,,,,,,,,
base load generation,solar,csp_base_storage,2005,0,0.0075,global solar resource,1,,,,,,,,
base load generation,solar,csp_base_storage,2020,1,0.0075,global solar resource,1,,,,,,,,
base load generation,solar,csp_base_storage,2035,1,0.0075,global solar resource,1,,,,,,,,
base load generation,solar,csp_base_storage,2050,1,0.0075,global solar resource,1,,,,,,,,
base load generation,solar,csp_base_storage,2065,1,0.0075,global solar resource,1,,,,,,,,
base load generation,solar,csp_base_storage,2080,1,0.0075,global solar resource,1,,,,,,,,
base load generation,solar,csp_base_storage,2095,1,0.0075,global solar resource,1,,,,,,,,
,,,,,,,,,,,,,,,
"energy inputs, efficiency: intermittent technologies",,,,,,,,,,,,,,,
INPUT_TABLE,,,,,,,,,,,,,,,
Variable ID,,,,,,,,,,,,,,,
414,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
supplysector,subsector,intermittent-electricity-technology,period,sharewt,shutdown-rate,minicam-energy-input,efficiency,,,,,,,,
base load generation,wind,wind_base,1975,0,0.0075,large onshore windresource,1,,,,,,,,
base load generation,wind,wind_base,1990,1,0.0075,large onshore windresource,1,,,,,,,,
base load generation,wind,wind_base,2005,1,0.0075,large onshore windresource,1,,,,,,,,
base load generation,wind,wind_base,2020,1,0.0075,large onshore windresource,1,,,,,,,,
base load generation,wind,wind_base,2035,1,0.0075,large onshore windresource,1,,,,,,,,
base load generation,wind,wind_base,2050,1,0.0075,large onshore windresource,1,,,,,,,,
base load generation,wind,wind_base,2065,1,0.0075,large onshore windresource,1,,,,,,,,
base load generation,wind,wind_base,2080,1,0.0075,large onshore windresource,1,,,,,,,,
base load generation,wind,wind_base,2095,1,0.0075,large onshore windresource,1,,,,,,,,
base load generation,wind,wind_base,1975,0,0.0075,backup_electricity,1,,,,,,,,
base load generation,wind,wind_base,1990,1,0.0075,backup_electricity,1,,,,,,,,
base load generation,wind,wind_base,2005,1,0.0075,backup_electricity,1,,,,,,,,
base load generation,wind,wind_base,2020,1,0.0075,backup_electricity,1,,,,,,,,
base load generation,wind,wind_base,2035,1,0.0075,backup_electricity,1,,,,,,,,
base load generation,wind,wind_base,2050,1,0.0075,backup_electricity,1,,,,,,,,
base load generation,wind,wind_base,2065,1,0.0075,backup_electricity,1,,,,,,,,
base load generation,wind,wind_base,2080,1,0.0075,backup_electricity,1,,,,,,,,
base load generation,wind,wind_base,2095,1,0.0075,backup_electricity,1,,,,,,,,
,,,,,,,,,,,,,,,
Upped the capacity revenue fractions for intermittents as they were already getting derated to provide energy by their capacity factors,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
non-energy costs: new technologies,,,,,,,,,,,,,,,
INPUT_TABLE,,,,,,,,,,,,,,,
Variable ID,,,,,,,,,,,,,,,
412,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
supplysector,subsector,technology,period,capital-cost,lifetime,fixed-om,variable-om,fcr,capacity factor,capacity factor (OM),,,,,
base load generation,nuclear,nuc_base_gen3,1975,815,-1,21.77,0.159,0.15,0.90,0.90,,,,,
base load generation,nuclear,nuc_base_gen3,1990,815,-1,21.77,0.159,0.15,0.90,0.90,,,,,
base load generation,nuclear,nuc_base_gen3,2005,815,60,21.77,0.159,0.15,0.90,0.90,,,,,
base load generation,nuclear,nuc_base_gen3,2020,676,60,21.77,0.159,0.15,0.90,0.90,,,,,
base load generation,nuclear,nuc_base_gen3,2035,664,60,21.41,0.156,0.15,0.90,0.90,,,,,
base load generation,nuclear,nuc_base_gen3,2050,654,60,21.09,0.154,0.15,0.90,0.90,,,,,
base load generation,nuclear,nuc_base_gen3,2065,645,60,20.77,0.151,0.15,0.90,0.90,,,,,
base load generation,nuclear,nuc_base_gen3,2080,636,60,20.50,0.149,0.15,0.90,0.90,,,,,
base load generation,nuclear,nuc_base_gen3,2095,626,60,20.19,0.147,0.15,0.90,0.90,,,,,
base load generation,wind,wind_base_storage,1975,916,-1,8.63,3.909,0.13,0.40,0.40,,,,,
base load generation,wind,wind_base_storage,1990,916,-1,8.63,3.909,0.13,0.40,0.40,,,,,
