130302,,,,,,,,,,,,,,,,,,,,
,,,,,gdp-mid-control,,,,,,,,,,,,,,,
supplysector,subsector,technology,period,generic-ghg,Japan,China,Southeast Asia,Korea,India,,,,,,,,,,ghg,
trn_freight,air,air,1990,SO2_2,24.47806667,8,8,9.845783333,8,,,,,,,,,,SO2,SO2trn_airrefined liquids
trn_freight,rail,rail coal,1990,SO2_2,24.47806667,8,8,9.845783333,8,,,,,,,,,,SO2,SO2trn_railcoal
trn_freight,rail,rail ICE,1990,SO2_2,24.47806667,8,8,9.845783333,8,,,,,,,,,,SO2,SO2trn_railrefined liquids
trn_freight,road,truck ICE,1990,SO2_2,24.47806667,8,8,9.845783333,8,,,,,,,,,,SO2,SO2trn_roadrefined liquids
trn_freight,domestic ship,domestic ship ICE,1990,SO2_2,24.47806667,8,8,9.845783333,8,,,,,,,,,,SO2,SO2trn_domestic shiprefined liquids
trn_passenger,air,air,1990,SO2_2,24.47806667,8,8,9.845783333,8,,,,,,,,,,SO2,SO2trn_airrefined liquids
trn_passenger,rail,rail coal,1990,SO2_2,24.47806667,8,8,9.845783333,8,,,,,,,,,,SO2,SO2trn_railcoal
trn_passenger,rail,rail ICE,1990,SO2_2,24.47806667,8,8,9.845783333,8,,,,,,,,,,SO2,SO2trn_railrefined liquids
trn_shipping_intl,international ship,international ship ICE,1990,SO2_2,30.59758333,8,8,12.30722917,8,,,,,,,,,,SO2,SO2trn_international shiprefined liquids
trn_pass_road,LDV,LDV ICE,1990,SO2_2,24.47806667,8,8,9.845783333,8,,,,,,,,,,SO2,SO2trn_roadrefined liquids
trn_pass_road,LDV,LDV gas,1990,SO2_2,24.47806667,8,8,9.845783333,8,,,,,,,,,,SO2,SO2trn_roadgas
trn_pass_road,bus,bus ICE,1990,SO2_2,24.47806667,8,8,9.845783333,8,,,,,,,,,,SO2,SO2trn_roadrefined liquids
trn_pass_road,bus,bus gas,1990,SO2_2,24.47806667,8,8,9.845783333,8,,,,,,,,,,SO2,SO2trn_roadgas
,,,,,,,,,,,,,,,,,,,,
INPUT_TABLE,,,,,,,,,,,,,,,,,,,,
Variable ID,,,,,,,,,,,,,,,,,,,,
130303,,,,,,,,,,,,,,,,,,,,
,,,,,gdp-mid-control,,,,,,,,,,,,,,,
supplysector,subsector,technology,period,generic-ghg,Australia_NZ,Middle East,Africa,Latin America,,,,,,,,,,,ghg,
trn_freight,air,air,1990,SO2_3,15.96503333,8,8,8,,,,,,,,,,,SO2,SO2trn_airrefined liquids
trn_freight,rail,rail coal,1990,SO2_3,15.96503333,8,8,8,,,,,,,,,,,SO2,SO2trn_railcoal
trn_freight,rail,rail ICE,1990,SO2_3,15.96503333,8,8,8,,,,,,,,,,,SO2,SO2trn_railrefined liquids
trn_freight,road,truck ICE,1990,SO2_3,15.96503333,8,8,8,,,,,,,,,,,SO2,SO2trn_roadrefined liquids
trn_freight,domestic ship,domestic ship ICE,1990,SO2_3,15.96503333,8,8,8,,,,,,,,,,,SO2,SO2trn_domestic shiprefined liquids
trn_passenger,air,air,1990,SO2_3,15.96503333,8,8,8,,,,,,,,,,,SO2,SO2trn_airrefined liquids
trn_passenger,rail,rail coal,1990,SO2_3,15.96503333,8,8,8,,,,,,,,,,,SO2,SO2trn_railcoal
trn_passenger,rail,rail ICE,1990,SO2_3,15.96503333,8,8,8,,,,,,,,,,,SO2,SO2trn_railrefined liquids
trn_shipping_intl,international ship,international ship ICE,1990,SO2_3,19.95629167,8,8,8,,,,,,,,,,,SO2,SO2trn_international shiprefined liquids
trn_pass_road,LDV,LDV ICE,1990,SO2_3,15.96503333,8,8,8,,,,,,,,,,,SO2,SO2trn_roadrefined liquids
trn_pass_road,LDV,LDV gas,1990,SO2_3,15.96503333,8,8,8,,,,,,,,,,,SO2,SO2trn_roadgas
trn_pass_road,bus,bus ICE,1990,SO2_3,15.96503333,8,8,8,,,,,,,,,,,SO2,SO2trn_roadrefined liquids
trn_pass_road,bus,bus gas,1990,SO2_3,15.96503333,8,8,8,,,,,,,,,,,SO2,SO2trn_roadgas
,,,,,,,,,,,,,,,,,,,,
INPUT_TABLE,,,,,,,,,,,,,,,,,,,,
Variable ID,,,,,,,,,,,,,,,,,,,,
130304,,,,,,,,,,,,,,,,,,,,
,,,,,gdp-mid-control,,,,,,,,,,,,,,,
supplysector,subsector,technology,period,generic-ghg,Former Soviet Union,,,,,,,,,,,,,,ghg,
trn_freight,air,air,1990,SO2_4,8,,,,,,,,,,,,,,SO2,SO2trn_airrefined liquids
trn_freight,rail,rail coal,1990,SO2_4,8,,,,,,,,,,,,,,SO2,SO2trn_railcoal
trn_freight,rail,rail ICE,1990,SO2_4,8,,,,,,,,,,,,,,SO2,SO2trn_railrefined liquids
trn_freight,road,truck ICE,1990,SO2_4,8,,,,,,,,,,,,,,SO2,SO2trn_roadrefined liquids
trn_freight,domestic ship,domestic ship ICE,1990,SO2_4,8,,,,,,,,,,,,,,SO2,SO2trn_domestic shiprefined liquids
trn_passenger,air,air,1990,SO2_4,8,,,,,,,,,,,,,,SO2,SO2trn_airrefined liquids
trn_passenger,rail,rail coal,1990,SO2_4,8,,,,,,,,,,,,,,SO2,SO2trn_railcoal
trn_passenger,rail,rail ICE,1990,SO2_4,8,,,,,,,,,,,,,,SO2,SO2trn_railrefined liquids
trn_shipping_intl,international ship,international ship ICE,1990,SO2_4,8,,,,,,,,,,,,,,SO2,SO2trn_international shiprefined liquids
trn_pass_road,LDV,LDV ICE,1990,SO2_4,8,,,,,,,,,,,,,,SO2,SO2trn_roadrefined liquids
trn_pass_road,LDV,LDV gas,1990,SO2_4,8,,,,,,,,,,,,,,SO2,SO2trn_roadgas
trn_pass_road,bus,bus ICE,1990,SO2_4,8,,,,,,,,,,,,,,SO2,SO2trn_roadrefined liquids
trn_pass_road,bus,bus gas,1990,SO2_4,8,,,,,,,,,,,,,,SO2,SO2trn_roadgas
,,,,,,,,,,,,,,,,,,,,
Range from 10% to 90% of control function,,,,,,,,,,,,,,,,,,,,
INPUT_TABLE,,,,,,,,,,,,,,,,,,,,
Variable ID,,,,,,,,,,,,,,,,,,,,
13040,,,,,,,,,,,,,,,,,,,,
,,,,,gdp-control-range,,,,,,,,,,,,,,,
supplysector,tranSubsector,tranTechnology,period,generic-ghg,USA,Canada,Western Europe,Japan,Australia_NZ,Former Soviet Union,China,Middle East,Africa,Latin America,Southeast Asia,Eastern Europe,Korea,India,,lookup
trn_freight,air,air,1990,CH4,41.5222,32.06755,19.9681,36.7171,23.94755,15,15,15,15,15,15,15,15,15,,CH4trn_airrefined liquids
trn_freight,rail,rail ICE,1990,CH4,41.5222,32.06755,19.9681,36.7171,23.94755,15,15,15,15,15,15,15,15,15,,CH4trn_railrefined liquids
trn_freight,road,truck ICE,1990,CH4,41.5222,32.06755,19.9681,36.7171,23.94755,15,15,15,15,15,15,15,15,15,,CH4trn_roadrefined liquids
trn_freight,domestic ship,domestic ship ICE,1990,CH4,41.5222,32.06755,19.9681,36.7171,23.94755,15,15,15,15,15,15,15,15,15,,CH4trn_domestic shiprefined liquids
trn_passenger,air,air,1990,CH4,41.5222,32.06755,19.9681,36.7171,23.94755,15,15,15,15,15,15,15,15,15,,CH4trn_airrefined liquids
trn_passenger,rail,rail ICE,1990,CH4,41.5222,32.06755,19.9681,36.7171,23.94755,15,15,15,15,15,15,15,15,15,,CH4trn_railrefined liquids
trn_shipping_intl,international ship,international ship ICE,1990,CH4,41.5222,32.06755,19.9681,36.7171,23.94755,15,15,15,15,15,15,15,15,15,,CH4trn_international shiprefined liquids
trn_pass_road,LDV,LDV ICE,1990,CH4,41.5222,32.06755,19.9681,36.7171,23.94755,15,15,15,15,15,15,15,15,15,,CH4trn_roadrefined liquids
trn_pass_road,bus,bus ICE,1990,CH4,41.5222,32.06755,19.9681,36.7171,23.94755,15,15,15,15,15,15,15,15,15,,CH4trn_roadrefined liquids
trn_freight,air,air,1990,N2O,13.84073333,10.68918333,10,12.23903333,10,10,10,10,10,10,10,10,10,10,,N2Otrn_airrefined liquids
trn_freight,rail,rail ICE,1990,N2O,13.84073333,10.68918333,10,12.23903333,10,10,10,10,10,10,10,10,10,10,,N2Otrn_railrefined liquids
trn_freight,road,truck ICE,1990,N2O,13.84073333,10.68918333,10,12.23903333,10,10,10,10,10,10,10,10,10,10,,N2Otrn_roadrefined liquids
trn_freight,domestic ship,domestic ship ICE,1990,N2O,13.84073333,10.68918333,10,12.23903333,10,10,10,10,10,10,10,10,10,10,,N2Otrn_domestic shiprefined liquids
trn_passenger,air,air,1990,N2O,13.84073333,10.68918333,10,12.23903333,10,10,10,10,10,10,10,10,10,10,,N2Otrn_airrefined liquids
trn_passenger,rail,rail ICE,1990,N2O,13.84073333,10.68918333,10,12.23903333,10,10,10,10,10,10,10,10,10,10,,N2Otrn_railrefined liquids
trn_shipping_intl,international ship,international ship ICE,1990,N2O,13.84073333,10.68918333,10,12.23903333,10,10,10,10,10,10,10,10,10,10,,N2Otrn_international shiprefined liquids
trn_pass_road,LDV,LDV ICE,1990,N2O,13.84073333,10.68918333,10,12.23903333,10,10,10,10,10,10,10,10,10,10,,N2Otrn_roadrefined liquids
trn_pass_road,bus,bus ICE,1990,N2O,13.84073333,10.68918333,10,12.23903333,10,10,10,10,10,10,10,10,10,10,,N2Otrn_roadrefined liquids
trn_freight,air,air,1990,NOx,30,30,12,12,30,12,8,12,12,12,12,6,8,12,,NOxtrn_airrefined liquids
trn_freight,rail,rail ICE,1990,NOx,30,19,12,12,13,8,8,12,12,12,12,6,8,12,,NOxtrn_railrefined liquids
trn_freight,road,truck ICE,1990,NOx,30,20,12,15,13,8,8,12,12,12,12,6,8,12,,NOxtrn_roadrefined liquids
trn_freight,domestic ship,domestic ship ICE,1990,NOx,30,20,20,12,13,12,8,12,12,12,12,6,8,12,,NOxtrn_domestic shiprefined liquids
trn_passenger,air,air,1990,NOx,30,30,12,12,30,12,8,12,12,12,12,6,8,12,,NOxtrn_airrefined liquids
trn_passenger,rail,rail ICE,1990,NOx,30,19,12,12,13,8,8,12,12,12,12,6,8,12,,NOxtrn_railrefined liquids
trn_shipping_intl,international ship,international ship ICE,1990,NOx,30,30,12,12,30,12,8,12,12,12,12,6,8,12,,NOxtrn_international shiprefined liquids
trn_pass_road,LDV,LDV ICE,1990,NOx,30,20,12,15,13,8,8,12,12,12,12,6,8,12,,NOxtrn_roadrefined liquids
trn_pass_road,bus,bus ICE,1990,NOx,30,20,12,15,13,8,8,12,12,12,12,6,8,12,,NOxtrn_roadrefined liquids
trn_freight,air,air,1990,CO,30,30,12,12,30,12,8,12,12,12,12,6,8,12,,COtrn_airrefined liquids
trn_freight,rail,rail ICE,1990,CO,30,30,12,12,30,12,8,12,12,12,12,6,8,12,,COtrn_railrefined liquids
trn_freight,road,truck ICE,1990,CO,30,30,12,12,30,12,8,12,12,12,12,6,8,12,,COtrn_roadrefined liquids
trn_freight,domestic ship,domestic ship ICE,1990,CO,30,30,12,12,30,12,8,12,12,12,12,6,8,12,,COtrn_domestic shiprefined liquids
trn_passenger,air,air,1990,CO,30,30,12,12,30,12,8,12,12,12,12,6,8,12,,COtrn_airrefined liquids
trn_passenger,rail,rail ICE,1990,CO,30,30,12,12,30,12,8,12,12,12,12,6,8,12,,COtrn_railrefined liquids
trn_shipping_intl,international ship,international ship ICE,1990,CO,30,30,12,12,30,12,8,12,12,12,12,6,8,12,,COtrn_international shiprefined liquids
trn_pass_road,LDV,LDV ICE,1990,CO,30,30,12,12,30,12,8,12,12,12,12,6,8,12,,COtrn_roadrefined liquids
trn_pass_road,bus,bus ICE,1990,CO,30,30,12,12,30,12,8,12,12,12,12,6,8,12,,COtrn_roadrefined liquids
trn_freight,air,air,1990,BC,30,30,12,12,30,12,8,12,12,12,12,6,8,12,,BCtrn_airrefined liquids
trn_freight,rail,rail coal,1990,BC,30,30,12,12,30,12,8,12,12,12,12,6,8,12,,BCtrn_railcoal
trn_freight,rail,rail ICE,1990,BC,30,30,12,12,30,12,8,12,12,12,12,6,8,12,,BCtrn_railrefined liquids
trn_freight,road,truck ICE,1990,BC,30,30,12,12,30,12,8,12,12,12,12,6,8,12,,BCtrn_roadrefined liquids
trn_freight,domestic ship,domestic ship ICE,1990,BC,30,30,12,12,30,12,8,12,12,12,12,6,8,12,,BCtrn_domestic shiprefined liquids
trn_passenger,air,air,1990,BC,30,30,12,12,30,12,8,12,12,12,12,6,8,12,,BCtrn_airrefined liquids
trn_passenger,rail,rail coal,1990,BC,30,30,12,12,30,12,8,12,12,12,12,6,8,12,,BCtrn_railcoal
trn_passenger,rail,rail ICE,1990,BC,30,30,12,12,30,12,8,12,12,12,12,6,8,12,,BCtrn_railrefined liquids
trn_shipping_intl,international ship,international ship ICE,1990,BC,30,30,12,12,30,12,8,12,12,12,12,6,8,12,,BCtrn_international shiprefined liquids
trn_pass_road,LDV,LDV ICE,1990,BC,30,30,12,12,30,12,8,12,12,12,12,6,8,12,,BCtrn_roadrefined liquids
trn_pass_road,bus,bus ICE,1990,BC,30,30,12,12,30,12,8,12,12,12,12,6,8,12,,BCtrn_roadrefined liquids
trn_freight,air,air,1990,OC,30,30,12,12,30,12,8,12,12,12,12,6,8,12,,OCtrn_airrefined liquids
trn_freight,rail,rail coal,1990,OC,30,30,12,12,30,12,8,12,12,12,12,6,8,12,,OCtrn_railcoal
trn_freight,rail,rail ICE,1990,OC,30,30,12,12,30,12,8,12,12,12,12,6,8,12,,OCtrn_railrefined liquids
trn_freight,road,truck ICE,1990,OC,30,30,12,12,30,12,8,12,12,12,12,6,8,12,,OCtrn_roadrefined liquids
trn_freight,domestic ship,domestic ship ICE,1990,OC,30,30,12,12,30,12,8,12,12,12,12,6,8,12,,OCtrn_domestic shiprefined liquids
trn_passenger,air,air,1990,OC,30,30,12,12,30,12,8,12,12,12,12,6,8,12,,OCtrn_airrefined liquids
trn_passenger,rail,rail coal,1990,OC,30,30,12,12,30,12,8,12,12,12,12,6,8,12,,OCtrn_railcoal
trn_passenger,rail,rail ICE,1990,OC,30,30,12,12,30,12,8,12,12,12,12,6,8,12,,OCtrn_railrefined liquids
trn_shipping_intl,international ship,international ship ICE,1990,OC,30,30,12,12,30,12,8,12,12,12,12,6,8,12,,OCtrn_international shiprefined liquids
trn_pass_road,LDV,LDV ICE,1990,OC,30,30,12,12,30,12,8,12,12,12,12,6,8,12,,OCtrn_roadrefined liquids
trn_pass_road,bus,bus ICE,1990,OC,30,30,12,12,30,12,8,12,12,12,12,6,8,12,,OCtrn_roadrefined liquids
trn_freight,air,air,1990,NMVOC,30,30,12,12,30,12,8,12,12,12,12,6,8,12,,NMVOCtrn_airrefined liquids
trn_freight,rail,rail coal,1990,NMVOC,30,30,12,12,30,12,8,12,12,12,12,6,8,12,,NMVOCtrn_railcoal
trn_freight,rail,rail ICE,1990,NMVOC,30,30,12,12,30,12,8,12,12,12,12,6,8,12,,NMVOCtrn_railrefined liquids
trn_freight,road,truck ICE,1990,NMVOC,30,30,12,12,30,12,8,12,12,12,12,6,8,12,,NMVOCtrn_roadrefined liquids
trn_freight,domestic ship,domestic ship ICE,1990,NMVOC,30,30,12,12,30,12,8,12,12,12,12,6,8,12,,NMVOCtrn_domestic shiprefined liquids
trn_passenger,air,air,1990,NMVOC,30,30,12,12,30,12,8,12,12,12,12,6,8,12,,NMVOCtrn_airrefined liquids
trn_passenger,rail,rail coal,1990,NMVOC,30,30,12,12,30,12,8,12,12,12,12,6,8,12,,NMVOCtrn_railcoal
trn_passenger,rail,rail ICE,1990,NMVOC,30,30,12,12,30,12,8,12,12,12,12,6,8,12,,NMVOCtrn_railrefined liquids
trn_shipping_intl,international ship,international ship ICE,1990,NMVOC,30,30,12,12,30,12,8,12,12,12,12,6,8,12,,NMVOCtrn_international shiprefined liquids
trn_pass_road,LDV,LDV ICE,1990,NMVOC,30,30,12,12,30,12,8,12,12,12,12,6,8,12,,NMVOCtrn_roadrefined liquids
trn_pass_road,LDV,LDV gas,1990,NMVOC,30,30,12,12,30,12,8,12,12,12,12,6,8,12,,NMVOCtrn_roadgas
trn_pass_road,bus,bus ICE,1990,NMVOC,30,30,12,12,30,12,8,12,12,12,12,6,8,12,,NMVOCtrn_roadrefined liquids
trn_pass_road,bus,bus gas,1990,NMVOC,30,30,12,12,30,12,8,12,12,12,12,6,8,12,,NMVOCtrn_roadgas
trn_freight,road,truck ICE,1990,NH3,30,30,12,12,30,12,8,12,12,12,12,6,8,12,,NH3trn_roadrefined liquids
trn_pass_road,LDV,LDV ICE,1990,NH3,30,30,12,12,30,12,8,12,12,12,12,6,8,12,,NH3trn_roadrefined liquids
trn_pass_road,bus,bus ICE,1990,NH3,30,30,12,12,30,12,8,12,12,12,12,6,8,12,,NH3trn_roadrefined liquids
,,,,,,,,,,,,,,,,,,,,
INPUT_TABLE,,,,,,,,,,,,,,,,,,,,
Variable ID,,,,,,,,,,,,,,,,,,,,
130401,,,,,,,,,,,,,,,,,,,,
,,,,,gdp-control-range,,,,,,,,,,,,,,,
supplysector,tranSubsector,tranTechnology,period,generic-ghg,USA,Canada,Western Europe,Eastern Europe,,,,,,,,,,,ghg,
trn_freight,air,air,1990,SO2_1,30,30,12,6,,,,,,,,,,,SO2,SO2trn_airrefined liquids
trn_freight,rail,rail coal,1990,SO2_1,30,30,12,6,,,,,,,,,,,SO2,SO2trn_railcoal
trn_freight,rail,rail ICE,1990,SO2_1,30,30,12,6,,,,,,,,,,,SO2,SO2trn_railrefined liquids
trn_freight,road,truck ICE,1990,SO2_1,30,30,12,6,,,,,,,,,,,SO2,SO2trn_roadrefined liquids
trn_freight,domestic ship,domestic ship ICE,1990,SO2_1,30,30,12,6,,,,,,,,,,,SO2,SO2trn_domestic shiprefined liquids
trn_passenger,air,air,1990,SO2_1,30,30,12,6,,,,,,,,,,,SO2,SO2trn_airrefined liquids
trn_passenger,rail,rail coal,1990,SO2_1,30,30,12,6,,,,,,,,,,,SO2,SO2trn_railcoal
trn_passenger,rail,rail ICE,1990,SO2_1,30,30,12,6,,,,,,,,,,,SO2,SO2trn_railrefined liquids
trn_shipping_intl,international ship,international ship ICE,1990,SO2_1,20,20,12,6,,,,,,,,,,,SO2,SO2trn_international shiprefined liquids
trn_pass_road,LDV,LDV ICE,1990,SO2_1,30,30,12,6,,,,,,,,,,,SO2,SO2trn_roadrefined liquids
trn_pass_road,LDV,LDV gas,1990,SO2_1,30,30,12,6,,,,,,,,,,,SO2,SO2trn_roadgas
trn_pass_road,bus,bus ICE,1990,SO2_1,30,30,12,6,,,,,,,,,,,SO2,SO2trn_roadrefined liquids
trn_pass_road,bus,bus gas,1990,SO2_1,30,30,12,6,,,,,,,,,,,SO2,SO2trn_roadgas
,,,,,,,,,,,,,,,,,,,,
INPUT_TABLE,,,,,,,,,,,,,,,,,,,,
Variable ID,,,,,,,,,,,,,,,,,,,,
130402,,,,,,,,,,,,,,,,,,,,
,,,,,gdp-control-range,,,,,,,,,,,,,,,
supplysector,subsector,technology,period,generic-ghg,Japan,China,Southeast Asia,Korea,India,,,,,,,,,,ghg,
trn_freight,air,air,1990,SO2_2,12,8,12,8,12,,,,,,,,,,SO2,SO2trn_airrefined liquids
trn_freight,rail,rail coal,1990,SO2_2,12,8,12,8,12,,,,,,,,,,SO2,SO2trn_railcoal
trn_freight,rail,rail ICE,1990,SO2_2,12,8,12,8,12,,,,,,,,,,SO2,SO2trn_railrefined liquids
trn_freight,road,truck ICE,1990,SO2_2,12,8,12,8,12,,,,,,,,,,SO2,SO2trn_roadrefined liquids
trn_freight,domestic ship,domestic ship ICE,1990,SO2_2,12,8,12,8,12,,,,,,,,,,SO2,SO2trn_domestic shiprefined liquids
trn_passenger,air,air,1990,SO2_2,12,8,12,8,12,,,,,,,,,,SO2,SO2trn_airrefined liquids
trn_passenger,rail,rail coal,1990,SO2_2,12,8,12,8,12,,,,,,,,,,SO2,SO2trn_railcoal
trn_passenger,rail,rail ICE,1990,SO2_2,12,8,12,8,12,,,,,,,,,,SO2,SO2trn_railrefined liquids
trn_shipping_intl,international ship,international ship ICE,1990,SO2_2,12,8,12,8,12,,,,,,,,,,SO2,SO2trn_international shiprefined liquids
trn_pass_road,LDV,LDV ICE,1990,SO2_2,12,8,12,8,12,,,,,,,,,,SO2,SO2trn_roadrefined liquids
trn_pass_road,LDV,LDV gas,1990,SO2_2,12,8,12,8,12,,,,,,,,,,SO2,SO2trn_roadgas
trn_pass_road,bus,bus ICE,1990,SO2_2,12,8,12,8,12,,,,,,,,,,SO2,SO2trn_roadrefined liquids
trn_pass_road,bus,bus gas,1990,SO2_2,12,8,12,8,12,,,,,,,,,,SO2,SO2trn_roadgas
,,,,,,,,,,,,,,,,,,,,
INPUT_TABLE,,,,,,,,,,,,,,,,,,,,
Variable ID,,,,,,,,,,,,,,,,,,,,
130403,,,,,,,,,,,,,,,,,,,,
,,,,,gdp-control-range,,,,,,,,,,,,,,,
supplysector,subsector,technology,period,generic-ghg,Australia_NZ,Middle East,Africa,Latin America,,,,,,,,,,,ghg,
trn_freight,air,air,1990,SO2_3,30,12,12,12,,,,,,,,,,,SO2,SO2trn_airrefined liquids
trn_freight,rail,rail coal,1990,SO2_3,30,12,12,12,,,,,,,,,,,SO2,SO2trn_railcoal
trn_freight,rail,rail ICE,1990,SO2_3,30,12,12,12,,,,,,,,,,,SO2,SO2trn_railrefined liquids
trn_freight,road,truck ICE,1990,SO2_3,30,12,12,12,,,,,,,,,,,SO2,SO2trn_roadrefined liquids
trn_freight,domestic ship,domestic ship ICE,1990,SO2_3,30,12,12,12,,,,,,,,,,,SO2,SO2trn_domestic shiprefined liquids
trn_passenger,air,air,1990,SO2_3,30,12,12,12,,,,,,,,,,,SO2,SO2trn_airrefined liquids
trn_passenger,rail,rail coal,1990,SO2_3,30,12,12,12,,,,,,,,,,,SO2,SO2trn_railcoal
trn_passenger,rail,rail ICE,1990,SO2_3,30,12,12,12,,,,,,,,,,,SO2,SO2trn_railrefined liquids
trn_shipping_intl,international ship,international ship ICE,1990,SO2_3,30,12,12,12,,,,,,,,,,,SO2,SO2trn_international shiprefined liquids
trn_pass_road,LDV,LDV ICE,1990,SO2_3,30,12,12,12,,,,,,,,,,,SO2,SO2trn_roadrefined liquids
trn_pass_road,LDV,LDV gas,1990,SO2_3,30,12,12,12,,,,,,,,,,,SO2,SO2trn_roadgas
trn_pass_road,bus,bus ICE,1990,SO2_3,30,12,12,12,,,,,,,,,,,SO2,SO2trn_roadrefined liquids
trn_pass_road,bus,bus gas,1990,SO2_3,30,12,12,12,,,,,,,,,,,SO2,SO2trn_roadgas
,,,,,,,,,,,,,,,,,,,,
INPUT_TABLE,,,,,,,,,,,,,,,,,,,,
Variable ID,,,,,,,,,,,,,,,,,,,,
130404,,,,,,,,,,,,,,,,,,,,
,,,,,gdp-control-range,,,,,,,,,,,,,,,
supplysector,subsector,technology,period,generic-ghg,Former Soviet Union,,,,,,,,,,,,,,ghg,
trn_freight,air,air,1990,SO2_4,12,,,,,,,,,,,,,,SO2,SO2trn_airrefined liquids
trn_freight,rail,rail coal,1990,SO2_4,12,,,,,,,,,,,,,,SO2,SO2trn_railcoal
trn_freight,rail,rail ICE,1990,SO2_4,12,,,,,,,,,,,,,,SO2,SO2trn_railrefined liquids
trn_freight,road,truck ICE,1990,SO2_4,12,,,,,,,,,,,,,,SO2,SO2trn_roadrefined liquids
trn_freight,domestic ship,domestic ship ICE,1990,SO2_4,12,,,,,,,,,,,,,,SO2,SO2trn_domestic shiprefined liquids
trn_passenger,air,air,1990,SO2_4,12,,,,,,,,,,,,,,SO2,SO2trn_airrefined liquids
trn_passenger,rail,rail coal,1990,SO2_4,12,,,,,,,,,,,,,,SO2,SO2trn_railcoal
trn_passenger,rail,rail ICE,1990,SO2_4,12,,,,,,,,,,,,,,SO2,SO2trn_railrefined liquids
trn_shipping_intl,international ship,international ship ICE,1990,SO2_4,12,,,,,,,,,,,,,,SO2,SO2trn_international shiprefined liquids
trn_pass_road,LDV,LDV ICE,1990,SO2_4,12,,,,,,,,,,,,,,SO2,SO2trn_roadrefined liquids
trn_pass_road,LDV,LDV gas,1990,SO2_4,12,,,,,,,,,,,,,,SO2,SO2trn_roadgas
trn_pass_road,bus,bus ICE,1990,SO2_4,12,,,,,,,,,,,,,,SO2,SO2trn_roadrefined liquids
trn_pass_road,bus,bus gas,1990,SO2_4,12,,,,,,,,,,,,,,SO2,SO2trn_roadgas
,,,,,,,,,,,,,,,,,,,,
Technology diffusion-related lowering of midpoint of GDP control curve,,,,,,,,,,,,,,,,,,,,
INPUT_TABLE,,,,,,,,,,,,,,,,,,,,
Variable ID,,,,,,,,,,,,,,,,,,,,
13041,,,,,,,,,,,,,,,,,,,,
,,,,,techDiff,,,,,,,,,,,,,,,
supplysector,tranSubsector,tranTechnology,period,generic-ghg,USA,Canada,Western Europe,Japan,Australia_NZ,Former Soviet Union,China,Middle East,Africa,Latin America,Southeast Asia,Eastern Europe,Korea,India,,lookup
trn_freight,air,air,1990,CH4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,CH4
trn_freight,rail,rail ICE,1990,CH4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,CH4
trn_freight,road,truck ICE,1990,CH4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,CH4
trn_freight,domestic ship,domestic ship ICE,1990,CH4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,CH4
trn_passenger,air,air,1990,CH4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,CH4
trn_passenger,rail,rail ICE,1990,CH4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,CH4
trn_shipping_intl,international ship,international ship ICE,1990,CH4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,CH4
trn_pass_road,LDV,LDV ICE,1990,CH4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,CH4
trn_pass_road,bus,bus ICE,1990,CH4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,CH4
trn_freight,air,air,1990,N2O,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,N2O
trn_freight,rail,rail ICE,1990,N2O,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,N2O
trn_freight,road,truck ICE,1990,N2O,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,N2O
trn_freight,domestic ship,domestic ship ICE,1990,N2O,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,N2O
trn_passenger,air,air,1990,N2O,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,N2O
trn_passenger,rail,rail ICE,1990,N2O,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,N2O
trn_shipping_intl,international ship,international ship ICE,1990,N2O,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,N2O
trn_pass_road,LDV,LDV ICE,1990,N2O,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,N2O
trn_pass_road,bus,bus ICE,1990,N2O,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,N2O
trn_freight,air,air,1990,NOx,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,,NOx
trn_freight,rail,rail ICE,1990,NOx,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,,NOx
trn_freight,road,truck ICE,1990,NOx,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,,NOx
trn_freight,domestic ship,domestic ship ICE,1990,NOx,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,,NOx
