filename; year; sector; australia;brazil;canada;china;france;germany;india;indonesia;iran;italy;japan;korea;mexico;poland;saudi_arabia;spain;thailand;turkey;uk;usa;ussr;global;;field1;field2;field3;field4;field5;field6;field7
RETRO_FIRES_V2_1960_BC.nc;1960;forestfire;0.01103;0.07141;0.008432;0.01113;0.0001409;2.29E-05;0.005419;0.02097;0;0.0004579;0;0;0.01362;0.0005181;0;0.0008534;0.01192;5.44E-05;2.38E-05;0.007806;0.1189;0.3998;kg(species)/m^2/s*gboxarea*1.e-9*366*86400;RETRO;FIRES;V2;1960;BC;;
RETRO_FIRES_V2_1960_BC.nc;1960;grassfire;0.1023;0.008479;0;8.04E-05;0;0;3.38E-07;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0008543;0.3079;kg(species)/m^2/s*gboxarea*1.e-9*366*86400;RETRO;FIRES;V2;1960;BC;;
RETRO_FIRES_V2_1960_BC.nc;1960;woodedfire;0.04644;0.1818;0;0.0003802;0;0;0.02292;0;0;0;0;0;0.000175;0;0;0;2.15E-05;0;0;0.004744;0.003849;1.406;kg(species)/m^2/s*gboxarea*1.e-9*366*86400;RETRO;FIRES;V2;1960;BC;;
RETRO_FIRES_V2_1961_BC.nc;1961;forestfire;0.01115;0.07728;0.03661;0.01262;0.0002079;4.48E-05;0.004761;0.01696;0;0.0005807;9.98E-05;0;0.0162;0.0004136;0;0.001133;0.007333;6.83E-05;3.14E-05;0.005593;0.04566;0.3623;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1961;BC;;
RETRO_FIRES_V2_1961_BC.nc;1961;grassfire;0.1049;0.006288;0;0.0001156;0;0;6.92E-07;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0009141;0.2263;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1961;BC;;
RETRO_FIRES_V2_1961_BC.nc;1961;woodedfire;0.04836;0.1349;0;0.0003041;0;0;0.01398;0;0;0;0;0;0.0003845;0;0;0;1.36E-05;0;0;0.002981;0.003933;0.8884;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1961;BC;;
RETRO_FIRES_V2_1962_BC.nc;1962;forestfire;0.006057;0.08402;0.00514;0.00657;9.21E-05;3.17E-05;0.005485;0.01558;0;0.0002368;0;0;0.01735;0.0004905;0;0.0004719;0.006935;2.87E-05;2.40E-05;0.007359;0.09799;0.3579;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1962;BC;;
RETRO_FIRES_V2_1962_BC.nc;1962;grassfire;0.05664;0.005285;0;0.0001807;0;0;2.42E-07;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0008715;0.1939;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1962;BC;;
RETRO_FIRES_V2_1962_BC.nc;1962;woodedfire;0.02522;0.1141;0;0.0004195;0;0;0.01965;0;0;0;0;0;0.0003254;0;0;0;4.90E-07;0;0;0.004051;0.004104;0.9215;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1962;BC;;
RETRO_FIRES_V2_1963_BC.nc;1963;forestfire;0.005851;0.09145;0.002784;0.008385;6.92E-05;4.87E-05;0.004625;0.02896;0;0.0001809;0;0;0.01671;0.000355;0;0.0003509;0.004201;2.23E-05;1.73E-05;0.01242;0.04575;0.3373;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1963;BC;;
RETRO_FIRES_V2_1963_BC.nc;1963;grassfire;0.05468;0.00726;0;8.72E-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0008273;0.1774;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1963;BC;;
RETRO_FIRES_V2_1963_BC.nc;1963;woodedfire;0.02434;0.1374;0;0.0002929;0;0;0.01625;0;0;0;0;0;0.0003079;0;0;0;9.85E-06;0;0;0.00758;0.003671;0.9464;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1963;BC;;
RETRO_FIRES_V2_1964_BC.nc;1964;forestfire;0.009861;0.09695;0.01674;0.01221;0.0001334;4.57E-05;0.006063;0.02474;0;0.000389;0;0;0.01682;0.0004749;0;0.0007767;0.00521;4.70E-05;1.65E-05;0.00752;0.04647;0.371;kg(species)/m^2/s*gboxarea*1.e-9*366*86400;RETRO;FIRES;V2;1964;BC;;
RETRO_FIRES_V2_1964_BC.nc;1964;grassfire;0.09112;0.004458;0;0.0001109;0;0;1.66E-07;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0007728;0.2705;kg(species)/m^2/s*gboxarea*1.e-9*366*86400;RETRO;FIRES;V2;1964;BC;;
RETRO_FIRES_V2_1964_BC.nc;1964;woodedfire;0.04219;0.08251;0;0.0004747;0;0;0.0216;0;0;0;0;0;0.0001816;0;0;0;7.99E-06;0;0;0.004351;0.003785;1.106;kg(species)/m^2/s*gboxarea*1.e-9*366*86400;RETRO;FIRES;V2;1964;BC;;
RETRO_FIRES_V2_1965_BC.nc;1965;forestfire;0.01532;0.1061;0.003274;0.01229;0.0001224;4.72E-05;0.004444;0.132;0;0.000382;0;0;0.02149;0.0003756;0;0.0007105;0.006583;4.56E-05;1.57E-05;0.004942;0.03016;0.4707;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1965;BC
RETRO_FIRES_V2_1965_BC.nc;1965;grassfire;0.1411;0.006378;0;8.00E-05;0;0;4.40E-07;0;0;0;0;0;0;0;0;0;0;0;0;0;0.000913;0.3139;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1965;BC
RETRO_FIRES_V2_1965_BC.nc;1965;woodedfire;0.06504;0.1282;0;0.0003619;0;0;0.01648;0;0;0;0;0;0.0009063;0;0;0;1.33E-05;0;0;0.002007;0.003971;1.168;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1965;BC
RETRO_FIRES_V2_1966_BC.nc;1966;forestfire;0.007333;0.1129;0.005285;0.009799;0.0001544;3.15E-05;0.003394;0.02827;0;0.0004618;7.92E-05;0;0.01295;0.0002792;0;0.0008674;0.01592;5.21E-05;2.61E-05;0.008364;0.01882;0.3749;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1966;BC
RETRO_FIRES_V2_1966_BC.nc;1966;grassfire;0.06664;0.006303;0;0.0001122;0;0;7.08E-07;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0008087;0.1956;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1966;BC
RETRO_FIRES_V2_1966_BC.nc;1966;woodedfire;0.03056;0.1263;0;0.0002946;0;0;0.01431;0;0;0;0;0;0.0004991;0;0;0;1.18E-05;0;0;0.004389;0.003672;0.932;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1966;BC
RETRO_FIRES_V2_1967_BC.nc;1967;forestfire;0.008561;0.1191;0.008228;0.003006;0.0001392;2.45E-05;0.003384;0.02187;0;0.0003933;1.68E-05;0;0.02183;0.0002672;0;0.0007505;0.005127;4.62E-05;1.64E-05;0.008398;0.0267;0.3572;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1967;BC
RETRO_FIRES_V2_1967_BC.nc;1967;grassfire;0.08142;0.007001;0;6.48E-05;0;0;1.73E-06;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0008865;0.2157;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1967;BC
RETRO_FIRES_V2_1967_BC.nc;1967;woodedfire;0.03586;0.135;0;0.0002923;0;0;0.01596;0;0;0;0;0;0.0004079;0;0;0;8.88E-06;0;0;0.004589;0.003988;0.969;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1967;BC
RETRO_FIRES_V2_1968_BC.nc;1968;forestfire;0.005509;0.1266;0.02002;0.008973;0.0001145;3.53E-05;0.004446;0.04305;0;0.0003792;0.0002743;0;0.01972;0.0002473;0;0.000719;0.004791;4.39E-05;1.95E-05;0.007922;0.02488;0.4152;kg(species)/m^2/s*gboxarea*1.e-9*366*86400;RETRO;FIRES;V2;1968;BC
RETRO_FIRES_V2_1968_BC.nc;1968;grassfire;0.05239;0.007542;0;0.0003257;0;0;3.31E-07;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0006263;0.2015;kg(species)/m^2/s*gboxarea*1.e-9*366*86400;RETRO;FIRES;V2;1968;BC
RETRO_FIRES_V2_1968_BC.nc;1968;woodedfire;0.02279;0.1651;0;0.0003848;0;0;0.0186;0;0;0;0;0;0.0004131;0;0;0;4.71E-06;0;0;0.004091;0.003705;1.077;kg(species)/m^2/s*gboxarea*1.e-9*366*86400;RETRO;FIRES;V2;1968;BC
RETRO_FIRES_V2_1969_BC.nc;1969;forestfire;0.01247;0.1337;0.01686;0.01385;9.83E-05;2.18E-05;0.005034;0.0546;0;0.0002692;0;0;0.05291;0.0004386;0;0.0005316;0.01052;3.22E-05;3.01E-05;0.01876;0.04258;0.5365;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1969;BC
RETRO_FIRES_V2_1969_BC.nc;1969;grassfire;0.1177;0.00872;0;6.81E-05;0;0;7.34E-07;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0009332;0.263;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1969;BC
RETRO_FIRES_V2_1969_BC.nc;1969;woodedfire;0.05304;0.1793;0;0.0003905;0;0;0.0163;0;0;0;0;0;0.000197;0;0;0;2.12E-05;0;0;0.006176;0.003952;1.132;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1969;BC
