filename; year; sector; africa;central_america;east_asia;eastern_europe;ec25_europe;latin_america;middle_east;north_america;north_central_asia;oceania;oecd_europe;old_ec_europe;south_america;south_asia;south_east_asia;world;global;;field1;field2;field3;field4;field5;field6;field7
RETRO_FIRES_V2_1960_NOX.nc;1960;forestfire;    0.2028;   0.09872;    0.1015;   0.04994;    0.1631;    0.4768; 0.0004467;    0.1355;    0.5587;   0.08844;    0.1388;    0.1387;    0.3781;   0.04832;    0.2968;     2.549;     2.566;;RETRO;FIRES;V2;1960;NOX
RETRO_FIRES_V2_1960_NOX.nc;1960;woodedfire;     6.825;  0.001370;  0.006001;     0.000; 0.0002815;     3.537; 3.753e-05;   0.03718;   0.03116;    0.3635; 0.0003726; 0.0002440;     3.536;    0.2082; 0.0002450;     11.01;     11.01;;RETRO;FIRES;V2;1960;NOX
RETRO_FIRES_V2_1960_NOX.nc;1960;grassfire;     1.513;     0.000;  0.001371;     0.000;     0.000;   0.08832;     0.000;     0.000;  0.003044;    0.8004;     0.000;     0.000;   0.08832; 2.646e-06; 8.742e-06;     2.410;     2.410;;RETRO;FIRES;V2;1960;NOX
RETRO_FIRES_V2_1961_NOX.nc;1961;forestfire;    0.2229;    0.1180;    0.1069;    0.1255;    0.1376;    0.5425; 0.0005607;    0.3516;    0.2357;   0.08935;   0.07624;   0.07608;    0.4246;   0.04329;    0.2600;     2.205;     2.215;;RETRO;FIRES;V2;1961;NOX
RETRO_FIRES_V2_1961_NOX.nc;1961;woodedfire;     3.850;  0.003009;  0.005455;     0.000; 0.0001474;     2.536; 5.009e-05;   0.02340;   0.02976;    0.3785; 0.0003307; 9.729e-05;     2.533;    0.1292; 0.0002819;     6.954;     6.956;;RETRO;FIRES;V2;1961;NOX
RETRO_FIRES_V2_1961_NOX.nc;1961;grassfire;    0.8785;     0.000;  0.001228;     0.000;     0.000;   0.06327;     0.000;     0.000;  0.003012;    0.8211;     0.000;     0.000;   0.06327; 5.415e-06; 1.235e-05;     1.771;     1.771;;RETRO;FIRES;V2;1961;NOX
RETRO_FIRES_V2_1962_NOX.nc;1962;forestfire;    0.2432;    0.1281;   0.06109;   0.01377;   0.08016;    0.5857; 0.0002354;    0.1041;    0.4602;   0.04866;   0.02902;   0.02868;    0.4576;   0.04600;    0.1924;     2.157;     2.165;;RETRO;FIRES;V2;1962;NOX
RETRO_FIRES_V2_1962_NOX.nc;1962;woodedfire;     4.511;  0.002547;  0.005071;     0.000; 2.069e-05;     2.255; 2.069e-05;   0.03184;   0.03288;    0.1974;     0.000;     0.000;     2.252;    0.1792; 8.054e-05;     7.212;     7.214;;RETRO;FIRES;V2;1962;NOX
RETRO_FIRES_V2_1962_NOX.nc;1962;grassfire;     1.010;     0.000;  0.001835;     0.000;     0.000;   0.05626;     0.000;     0.000;  0.003058;    0.4433;     0.000;     0.000;   0.05626; 1.896e-06; 1.108e-05;     1.518;     1.518;;RETRO;FIRES;V2;1962;NOX
RETRO_FIRES_V2_1963_NOX.nc;1963;forestfire;    0.2634;    0.1177;   0.07024;  0.009749;   0.08095;    0.6107; 0.0001830;    0.1260;    0.2723;   0.04704;   0.07275;   0.07255;    0.4930;   0.04045;    0.2594;     1.887;     1.895;;RETRO;FIRES;V2;1963;NOX
RETRO_FIRES_V2_1963_NOX.nc;1963;woodedfire;     3.915;  0.002410;  0.006394;     0.000; 8.945e-05;     3.059; 1.530e-05;   0.05942;   0.03201;    0.1905; 0.0003393; 7.415e-05;     3.057;    0.1480; 0.0002206;     7.408;     7.410;;RETRO;FIRES;V2;1963;NOX
RETRO_FIRES_V2_1963_NOX.nc;1963;grassfire;    0.8762;     0.000;  0.001369;     0.000;     0.000;   0.07628;     0.000;     0.000;  0.003121;    0.4279;     0.000;     0.000;   0.07628;     0.000; 1.668e-05;     1.389;     1.389;;RETRO;FIRES;V2;1963;NOX
RETRO_FIRES_V2_1964_NOX.nc;1964;forestfire;    0.2839;    0.1132;    0.1065;   0.01266;   0.06635;    0.6383; 0.0003864;    0.2027;    0.3104;   0.07888;   0.05521;   0.05512;    0.5251;   0.05420;    0.2784;     2.108;     2.127;;RETRO;FIRES;V2;1964;NOX
RETRO_FIRES_V2_1964_NOX.nc;1964;woodedfire;     6.194;  0.001422;  0.007166;     0.000; 3.395e-05;     1.863; 3.395e-05;   0.03416;   0.03165;    0.3302;     0.000;     0.000;     1.861;    0.1996; 0.0002931;     8.658;     8.660;;RETRO;FIRES;V2;1964;NOX
RETRO_FIRES_V2_1964_NOX.nc;1964;grassfire;     1.349;     0.000;  0.002111;     0.000;     0.000;   0.04654;     0.000;     0.000;  0.003557;    0.7131;     0.000;     0.000;   0.04654; 1.297e-06; 1.185e-05;     2.117;     2.117;;RETRO;FIRES;V2;1964;NOX
RETRO_FIRES_V2_1965_NOX.nc;1965;forestfire;    0.3039;    0.1552;    0.1051;  0.007475;   0.02990;    0.7235; 0.0003748;   0.06826;    0.2041;    0.1220;   0.02432;   0.02430;    0.5683;   0.03837;    0.7414;     2.392;     2.420;;RETRO;FIRES;V2;1965;NOX
RETRO_FIRES_V2_1965_NOX.nc;1965;woodedfire;     5.748;  0.007093;  0.006349;     0.000; 3.161e-05;     2.680; 3.161e-05;   0.01583;   0.03279;    0.5091;     0.000;     0.000;     2.673;    0.1505; 0.0002372;     9.141;     9.146;;RETRO;FIRES;V2;1965;NOX
RETRO_FIRES_V2_1965_NOX.nc;1965;grassfire;     1.277;     0.000;  0.001356;     0.000;     0.000;   0.06667;     0.000;     0.000;  0.003205;     1.104;     0.000;     0.000;   0.06667; 3.441e-06; 8.382e-06;     2.457;     2.457;;RETRO;FIRES;V2;1965;NOX
RETRO_FIRES_V2_1966_NOX.nc;1966;forestfire;    0.3242;   0.09247;   0.08474;   0.01046;   0.02921;    0.6862; 0.0004281;    0.1200;    0.1069;   0.05855;   0.02299;   0.02294;    0.5937;   0.03660;    0.4102;     1.915;     1.922;;RETRO;FIRES;V2;1966;NOX
RETRO_FIRES_V2_1966_NOX.nc;1966;woodedfire;     4.146;  0.003906;  0.006712;     0.000; 3.877e-05;     2.706; 3.877e-05;   0.03447;   0.03155;    0.2391; 0.0001234;     0.000;     2.703;    0.1324; 0.0001961;     7.295;     7.297;;RETRO;FIRES;V2;1966;NOX
RETRO_FIRES_V2_1966_NOX.nc;1966;grassfire;    0.9338;     0.000;  0.001884;     0.000;     0.000;   0.06751;     0.000;     0.000;  0.003483;    0.5215;     0.000;     0.000;   0.06751; 5.538e-06; 5.367e-06;     1.531;     1.531;;RETRO;FIRES;V2;1966;NOX
RETRO_FIRES_V2_1967_NOX.nc;1967;forestfire;    0.3445;    0.1488;   0.02510;  0.005131;   0.02639;    0.7922; 0.0003795;    0.1386;    0.1513;   0.06825;   0.02281;   0.02269;    0.6435;   0.03015;    0.1963;     1.849;     1.858;;RETRO;FIRES;V2;1967;NOX
RETRO_FIRES_V2_1967_NOX.nc;1967;woodedfire;     4.234;  0.003192;  0.004975;     0.000; 3.321e-05;     2.851; 3.321e-05;   0.03605;   0.03270;    0.2807; 9.790e-05;     0.000;     2.847;    0.1455; 0.0002451;     7.584;     7.587;;RETRO;FIRES;V2;1967;NOX
RETRO_FIRES_V2_1967_NOX.nc;1967;grassfire;    0.9724;     0.000; 0.0005738;     0.000;     0.000;   0.07105;     0.000;     0.000;  0.002700;    0.6372;     0.000;     0.000;   0.07105; 1.357e-05; 1.658e-05;     1.689;     1.689;;RETRO;FIRES;V2;1967;NOX
RETRO_FIRES_V2_1968_NOX.nc;1968;forestfire;    0.3651;    0.1450;   0.07485;   0.03456;   0.03194;    0.8216; 0.0003604;    0.2333;    0.1620;   0.04447;   0.02016;   0.01998;    0.6766;   0.04014;    0.3247;     2.172;     2.181;;RETRO;FIRES;V2;1968;NOX
RETRO_FIRES_V2_1968_NOX.nc;1968;woodedfire;     4.850;  0.003233;  0.006701;     0.000; 0.0001368;     3.159; 3.156e-05;   0.03219;   0.03197;    0.1784; 0.0001053; 0.0001053;     3.156;    0.1731; 0.0001824;     8.430;     8.431;;RETRO;FIRES;V2;1968;NOX
RETRO_FIRES_V2_1968_NOX.nc;1968;grassfire;     1.080;     0.000;  0.003195;     0.000;     0.000;   0.07879;     0.000;     0.000;  0.002977;    0.4100;     0.000;     0.000;   0.07879; 2.589e-06; 9.077e-06;     1.577;     1.577;;RETRO;FIRES;V2;1968;NOX
RETRO_FIRES_V2_1969_NOX.nc;1969;forestfire;    0.3850;    0.3658;    0.1178;   0.01052;   0.03663;     1.102; 0.0002644;    0.3178;    0.2659;    0.1003;   0.02699;   0.02689;    0.7358;   0.04747;    0.5107;     2.979;     2.993;;RETRO;FIRES;V2;1969;NOX
RETRO_FIRES_V2_1969_NOX.nc;1969;woodedfire;     4.695;  0.001542;  0.005357;     0.000; 2.301e-05;     3.515; 2.301e-05;   0.04998;   0.03132;    0.4151; 8.040e-05;     0.000;     3.514;    0.1499; 0.0002386;     8.863;     8.867;;RETRO;FIRES;V2;1969;NOX
RETRO_FIRES_V2_1969_NOX.nc;1969;grassfire;     1.041;     0.000; 0.0007409;     0.000;     0.000;   0.08774;     0.000;     0.000;  0.002562;    0.9210;     0.000;     0.000;   0.08774; 5.741e-06; 9.481e-06;     2.058;     2.058;;RETRO;FIRES;V2;1969;NOX
RETRO_FIRES_V2_1970_NOX.nc;1970;forestfire;    0.4053;    0.2265;   0.08574;  0.009087;   0.06167;    0.9856; 0.0005544;    0.2307;    0.2153;   0.07283;   0.04811;   0.04809;    0.7591;   0.04445;    0.3707;     2.557;     2.567;;RETRO;FIRES;V2;1970;NOX
RETRO_FIRES_V2_1970_NOX.nc;1970;woodedfire;     8.333;  0.005574;  0.006939;     0.000; 4.730e-05;     4.443; 4.730e-05;   0.02301;   0.03101;    0.3078; 6.798e-05;     0.000;     4.437;    0.1623; 0.0001993;     13.31;     13.31;;RETRO;FIRES;V2;1970;NOX
RETRO_FIRES_V2_1970_NOX.nc;1970;grassfire;     1.795;     0.000;  0.001396;     0.000;     0.000;    0.1109;     0.000;     0.000;  0.002955;    0.6824;     0.000;     0.000;    0.1109; 8.475e-06; 8.232e-06;     2.597;     2.597;;RETRO;FIRES;V2;1970;NOX
RETRO_FIRES_V2_1971_NOX.nc;1971;forestfire;    0.4255;    0.2893;   0.01044;   0.02284;   0.01870;     1.094; 0.0002477;    0.2831;    0.1984;   0.04991;   0.01285;   0.01285;    0.8042;   0.03304;   0.09883;     2.265;     2.269;;RETRO;FIRES;V2;1971;NOX
RETRO_FIRES_V2_1971_NOX.nc;1971;woodedfire;     4.616;  0.003795;  0.004996;     0.000; 0.0002899;     1.690; 2.074e-05;   0.03107;   0.02111;    0.2037; 0.0002692; 0.0002692;     1.686;    0.1885; 0.0002627;     6.755;     6.757;;RETRO;FIRES;V2;1971;NOX
