filename; year; sector; africa;central_america;east_asia;eastern_europe;ec25_europe;latin_america;middle_east;north_america;north_central_asia;oceania;oecd_europe;old_ec_europe;south_america;south_asia;south_east_asia;world;global;;field1;field2;field3;field4;field5;field6;field7
RETRO_FIRES_V2_1960_H2.nc;1960;forestfire;    0.2714;   0.06160;   0.04160;   0.01965;   0.07233;    0.5667; 0.0001758;   0.05418;    0.2263;   0.03782;   0.06271;   0.06266;    0.5050;   0.04165;    0.3315;     1.838;     1.853;;RETRO;FIRES;V2;1960;H2
RETRO_FIRES_V2_1960_H2.nc;1960;woodedfire;     1.877; 0.0003767;  0.001870;     0.000; 9.190e-05;    0.9747; 1.032e-05;   0.01025;  0.009118;    0.1000; 0.0001340; 8.158e-05;    0.9743;   0.05726; 6.924e-05;     3.030;     3.031;;RETRO;FIRES;V2;1960;H2
RETRO_FIRES_V2_1960_H2.nc;1960;grassfire;    0.4161;     0.000; 0.0004646;     0.000;     0.000;   0.02434;     0.000;     0.000; 0.0009177;    0.2201;     0.000;     0.000;   0.02434; 7.276e-07; 2.522e-06;    0.6630;    0.6630;;RETRO;FIRES;V2;1960;H2
RETRO_FIRES_V2_1961_H2.nc;1961;forestfire;    0.2982;   0.06670;   0.04406;   0.04940;   0.05695;    0.6338; 0.0002206;    0.1404;   0.09466;   0.03816;   0.03277;   0.03271;    0.5671;   0.03091;    0.2759;     1.700;     1.708;;RETRO;FIRES;V2;1961;H2
RETRO_FIRES_V2_1961_H2.nc;1961;woodedfire;     1.059; 0.0008275;  0.001795;     0.000; 4.053e-05;    0.6983; 1.377e-05;  0.006474;  0.008764;    0.1041; 0.0001219; 2.676e-05;    0.6974;   0.03553; 7.753e-05;     1.914;     1.915;;RETRO;FIRES;V2;1961;H2
RETRO_FIRES_V2_1961_H2.nc;1961;grassfire;    0.2416;     0.000; 0.0003887;     0.000;     0.000;   0.01742;     0.000;     0.000; 0.0008620;    0.2258;     0.000;     0.000;   0.01742; 1.489e-06; 3.959e-06;    0.4872;    0.4872;;RETRO;FIRES;V2;1961;H2
RETRO_FIRES_V2_1962_H2.nc;1962;forestfire;    0.3254;   0.07524;   0.02626;  0.005418;   0.03273;    0.6863; 9.263e-05;   0.04155;    0.1857;   0.02085;   0.01246;   0.01232;    0.6110;   0.03793;    0.2156;     1.711;     1.718;;RETRO;FIRES;V2;1962;H2
RETRO_FIRES_V2_1962_H2.nc;1962;woodedfire;     1.241; 0.0007004;  0.001568;     0.000; 5.689e-06;    0.6209; 5.689e-06;  0.008827;  0.009464;   0.05432;     0.000;     0.000;    0.6202;   0.04927; 2.215e-05;     1.985;     1.985;;RETRO;FIRES;V2;1962;H2
RETRO_FIRES_V2_1962_H2.nc;1962;grassfire;    0.2777;     0.000; 0.0005656;     0.000;     0.000;   0.01550;     0.000;     0.000; 0.0008872;    0.1219;     0.000;     0.000;   0.01550; 5.214e-07; 3.385e-06;    0.4176;    0.4176;;RETRO;FIRES;V2;1962;H2
RETRO_FIRES_V2_1963_H2.nc;1963;forestfire;    0.3525;   0.07280;   0.03035;  0.003836;   0.03641;    0.7313; 7.199e-05;   0.05001;    0.1100;   0.02051;   0.03314;   0.03306;    0.6585;   0.03186;    0.2857;     1.696;     1.705;;RETRO;FIRES;V2;1963;H2
