filename; year; sector; australia;brazil;canada;china;france;germany;india;indonesia;iran;italy;japan;korea;mexico;poland;saudi_arabia;spain;thailand;turkey;uk;usa;ussr;global;;field1;field2;field3;field4;field5;field6;field7
RETRO_FIRES_V2_1960_PM2_5.nc;1960;forestfire;0.2497;1.015;0.2489;0.3519;0.003268;0.0005312;0.09277;0.4608;0;0.01062;0;0;0.2733;0.01202;0;0.0198;0.1644;0.001261;0.0005521;0.1883;3.703;9.303;kg(species)/m^2/s*gboxarea*1.e-9*366*86400;RETRO;FIRES;V2;1968;PM2;5;
RETRO_FIRES_V2_1960_PM2_5.nc;1960;grassfire;1.089;0.09297;0;0.001651;0;0;3.60E-06;0;0;0;0;0;0;0;0;0;0;0;0;0;0.01342;3.291;kg(species)/m^2/s*gboxarea*1.e-9*366*86400;RETRO;FIRES;V2;1968;PM2;5;
RETRO_FIRES_V2_1960_PM2_5.nc;1960;woodedfire;0.4965;2.041;0;0.005339;0;0;0.2442;0;0;0;0;0;0.001865;0;0;0;0.0002285;0;0;0.05208;0.06042;15.12;kg(species)/m^2/s*gboxarea*1.e-9*366*86400;RETRO;FIRES;V2;1968;PM2;5;
RETRO_FIRES_V2_1961_PM2_5.nc;1961;forestfire;0.2524;1.099;0.9714;0.3301;0.004822;0.001038;0.09099;0.3852;0;0.01347;0.002315;0;0.3339;0.009594;0;0.02629;0.1078;0.001583;0.0007274;0.1506;1.355;7.411;m^2;RETRO;FIRES;V2;1968;PM2;5;
RETRO_FIRES_V2_1961_PM2_5.nc;1961;grassfire;1.118;0.06826;0;0.002188;0;0;7.37E-06;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0119;2.417;;field1;field2;field3;field4;field5;field6;field7
RETRO_FIRES_V2_1961_PM2_5.nc;1961;woodedfire;0.5166;1.486;0;0.005514;0;0;0.1489;0;0;0;0;0;0.004096;0;0;0;0.0001451;0;0;0.03376;0.06146;9.552;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1969;PM2;5;
RETRO_FIRES_V2_1962_PM2_5.nc;1962;forestfire;0.1372;1.2;0.1375;0.2419;0.002136;0.0007344;0.09681;0.3352;0;0.005494;0;0;0.3559;0.01138;0;0.01095;0.09732;0.0006648;0.0005575;0.1936;3.076;7.537;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1969;PM2;5;
RETRO_FIRES_V2_1962_PM2_5.nc;1962;grassfire;0.6034;0.05764;0;0.003112;0;0;2.58E-06;0;0;0;0;0;0;0;0;0;0;0;0;0;0.01066;2.072;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1969;PM2;5;
RETRO_FIRES_V2_1962_PM2_5.nc;1962;woodedfire;0.2697;1.264;0;0.006478;0;0;0.2093;0;0;0;0;0;0.003467;0;0;0;5.22E-06;0;0;0.0469;0.05994;9.894;m^2;RETRO;FIRES;V2;1969;PM2;5;
RETRO_FIRES_V2_1963_PM2_5.nc;1963;forestfire;0.1321;1.299;0.07412;0.2303;0.001606;0.001129;0.08283;0.5815;0;0.004197;0;0;0.3331;0.008235;0;0.008139;0.06017;0.0005167;0.0004004;0.3092;1.392;6.622;;field1;field2;field3;field4;field5;field6;field7
