RETRO_FIRES_V2_1970_CO2.nc;1970;forestfire;25.22;343.9;67.57;30.76;0.4755;0.1076;10.37;80.91;0;1.605;0;0;87.38;0.7203;0;3.046;21.51;0.189;0.02881;16.5;115.4;1235;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1970;CO2
RETRO_FIRES_V2_1970_CO2.nc;1970;grassfire;315.4;39.09;0;0.4029;0;0;0.003917;0;0;0;0;0;0;0;0;0;0;0;0;0;3.362;1201;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1970;CO2
RETRO_FIRES_V2_1970_CO2.nc;1970;woodedfire;142.3;828.4;0;1.49;0;0;64.7;0;0;0;0;0;2.576;0;0;0;0;0;0;10.68;14.43;6156;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1970;CO2
RETRO_FIRES_V2_1971_CO2.nc;1971;forestfire;17.38;357.8;77.66;3.834;0.1979;0.09626;9.598;45.38;0;0.7175;0;0;106.7;0.8284;0;1.309;3.665;0.08445;0.05448;27.68;83.99;1101;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1971;CO2
RETRO_FIRES_V2_1971_CO2.nc;1971;grassfire;216.9;14.21;0;0.2516;0;0;0.00631;0;0;0;0;0;0;0;0;0;0;0;0;0;2.359;721.1;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1971;CO2
RETRO_FIRES_V2_1971_CO2.nc;1971;woodedfire;94.16;309.5;0;1.24;0;0;74.57;0;0;0;0;0;1.754;0;0;0;0.04948;0;0;14.74;9.59;3125;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1971;CO2
RETRO_FIRES_V2_1972_CO2.nc;1972;forestfire;36.01;371.2;25.49;30.67;0.1952;0.0668;10.31;405.6;0;0.593;1.49;0;85.65;2.079;0;1.108;22.19;0.06779;0.07681;26.66;293.2;1864;kg(species)/m^2/s*gboxarea*1.e-9*366*86400;RETRO;FIRES;V2;1972;CO2
RETRO_FIRES_V2_1972_CO2.nc;1972;grassfire;448.5;26.85;0;0.3095;0;0;0.001841;0;0;0;0;0;0;0;0;0;0;0;0;0;4.116;995.3;kg(species)/m^2/s*gboxarea*1.e-9*366*86400;RETRO;FIRES;V2;1972;CO2
RETRO_FIRES_V2_1972_CO2.nc;1972;woodedfire;199.6;534.4;0;1.547;0;0;75.73;0;0;0;0;0;1.16;0;0;0;0.004283;0;0;8.631;17.39;3999;kg(species)/m^2/s*gboxarea*1.e-9*366*86400;RETRO;FIRES;V2;1972;CO2
RETRO_FIRES_V2_1973_CO2.nc;1973;forestfire;16.98;389.6;24.11;30.42;0.3755;0.1168;25.94;105.7;0;1.218;0.3091;0;114.9;0.4657;0;2.336;24.71;0.146;0.06477;11.07;103;1365;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1973;CO2
RETRO_FIRES_V2_1973_CO2.nc;1973;grassfire;210.4;15.49;0;0.3456;0;0;0.00169;0;0;0;0;0;0;0;0;0;0;0;0;0;7.5;815;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1973;CO2
RETRO_FIRES_V2_1973_CO2.nc;1973;woodedfire;94.01;303.8;0;1.557;0;0;53.56;0;0;0;0;0;0.5745;0;0;0;0;0;0;6.841;30.71;3596;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1973;CO2
RETRO_FIRES_V2_1974_CO2.nc;1974;forestfire;23.38;413.9;34.91;3.022;0.4229;0.06705;8.814;42.03;0;1.243;0;0;154.8;0.8389;0;2.316;1.449;0.1401;0.07595;18.48;33.35;1157;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1974;CO2
RETRO_FIRES_V2_1974_CO2.nc;1974;grassfire;287.2;19.11;0;0.2907;0;0;0.0003696;0;0;0;0;0;0;0;0;0;0;0;0;0;1.356;696.8;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1974;CO2
RETRO_FIRES_V2_1974_CO2.nc;1974;woodedfire;123.6;414.6;0;1.04;0;0;73.69;0;0;0;0;0;1.105;0;0;0;0.07745;0;0;10.18;5.616;2980;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1974;CO2
RETRO_FIRES_V2_1975_CO2.nc;1975;forestfire;31.01;434.5;41.2;29.1;0.3575;0.07044;12.08;39.17;0;1.11;0;0;141.1;1.167;0;2.127;6.057;0.132;0.1259;10.24;35.38;1243;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1975;CO2
RETRO_FIRES_V2_1975_CO2.nc;1975;grassfire;377.5;25.9;0;0.3741;0;0;0.00133;0;0;0;0;0;0;0;0;0;0;0;0;0;0.9687;907.2;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1975;CO2
RETRO_FIRES_V2_1975_CO2.nc;1975;woodedfire;169.9;556.8;0;0.8888;0;0;62.23;0;0;0;0;0;0.887;0;0;0;0.01516;0;0;6.25;4.344;3898;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1975;CO2
RETRO_FIRES_V2_1976_CO2.nc;1976;forestfire;47.48;437.8;100.3;6.835;0.1568;0.129;12.01;156.5;0;0.5632;0;0;112.4;0.9591;0;1.049;6.966;0.06593;0.06068;26.43;25.38;1407;kg(species)/m^2/s*gboxarea*1.e-9*366*86400;RETRO;FIRES;V2;1976;CO2
RETRO_FIRES_V2_1976_CO2.nc;1976;grassfire;580.9;35.15;0;0.4575;0;0;0.004143;0;0;0;0;0;0;0;0;0;0;0;0;0;15.66;1091;kg(species)/m^2/s*gboxarea*1.e-9*366*86400;RETRO;FIRES;V2;1976;CO2
RETRO_FIRES_V2_1976_CO2.nc;1976;woodedfire;252.9;747.4;0;4.219;0;0;84.77;0;0;0;0;0;0.4957;0;0;0;0.02008;0;0;20.02;63.47;4361;kg(species)/m^2/s*gboxarea*1.e-9*366*86400;RETRO;FIRES;V2;1976;CO2
RETRO_FIRES_V2_1977_CO2.nc;1977;forestfire;47.3;453.9;60.05;31.2;0.4802;0.1112;22.02;472.7;0;1.458;0;0;143.4;1.226;0;2.683;21.77;0.1632;0.06669;37.64;89.71;1953;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1977;CO2
RETRO_FIRES_V2_1977_CO2.nc;1977;grassfire;567.6;16.93;0;0.2755;0;0;0.002342;0;0;0;0;0;0;0;0;0;0;0;0;0;2.617;1192;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1977;CO2
RETRO_FIRES_V2_1977_CO2.nc;1977;woodedfire;265.3;357.4;0;1.256;0;0;63.39;0;0;0;0;0;0.8711;0;0;0;0.005814;0;0;10.67;10.85;3946;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1977;CO2
RETRO_FIRES_V2_1978_CO2.nc;1978;forestfire;28.29;481.1;13.06;22.48;0.4465;0.09605;14.71;148.3;0;1.467;0;0;159.2;1.774;0;2.765;36.45;0.1684;0.07832;18.92;31.49;1565;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1978;CO2
RETRO_FIRES_V2_1978_CO2.nc;1978;grassfire;346.2;28.54;0;0.2612;0;0;0.002604;0;0;0;0;0;0;0;0;0;0;0;0;0;1.587;899.9;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1978;CO2
RETRO_FIRES_V2_1978_CO2.nc;1978;woodedfire;158.7;546.4;0;0.9565;0;0;68.9;0;0;0;0;0;1.048;0;0;0;0.02277;0;0;14.4;6.436;4143;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1978;CO2
RETRO_FIRES_V2_1979_CO2.nc;1979;forestfire;46.06;496.6;145.8;27.6;0.3403;0.1883;11.83;278;0;1.016;0;0;227.4;1.17;0;1.874;19.05;0.123;0.03234;23.95;47.8;1944;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1979;CO2
RETRO_FIRES_V2_1979_CO2.nc;1979;grassfire;561.8;31.24;0;0.3499;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.067;1327;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1979;CO2
RETRO_FIRES_V2_1979_CO2.nc;1979;woodedfire;261.7;651.2;0;1.102;0;0;76.57;0;0;0;0;0;4.533;0;0;0;0.04459;0;0;7.075;9.743;5405;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1979;CO2
RETRO_FIRES_V2_1980_CO2.nc;1980;forestfire;53.57;507.6;217.5;33.65;0.4335;0.08403;11.01;276.8;0;1.241;0;0;166.7;1.053;0;2.368;40.2;0.1337;0.08911;26.06;36.18;2019;kg(species)/m^2/s*gboxarea*1.e-9*366*86400;RETRO;FIRES;V2;1980;CO2
RETRO_FIRES_V2_1980_CO2.nc;1980;grassfire;658.9;34.45;0;0.2727;0;0;0.002375;0;0;0;0;0;0;0;0;0;0;0;0;0;1.092;1451;kg(species)/m^2/s*gboxarea*1.e-9*366*86400;RETRO;FIRES;V2;1980;CO2
RETRO_FIRES_V2_1980_CO2.nc;1980;woodedfire;304;656.6;0;1.166;0;0;73.67;0;0;0;0;0;11.92;0;0;0;0.003089;0;0;9.566;4.956;5592;kg(species)/m^2/s*gboxarea*1.e-9*366*86400;RETRO;FIRES;V2;1980;CO2
RETRO_FIRES_V2_1981_CO2.nc;1981;forestfire;21.87;527.6;225;40.75;0.6865;0.07667;11.36;204.6;0;2.284;0;0;93.24;1.15;0;4.208;22.3;0.2559;0.05427;31.06;51.02;1846;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1981;CO2
RETRO_FIRES_V2_1981_CO2.nc;1981;grassfire;269.6;25.74;0;0.7507;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.337;836.8;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1981;CO2
RETRO_FIRES_V2_1981_CO2.nc;1981;woodedfire;120;566.4;0;1.589;0;0;53.73;0;0;0;0;0;4.554;0;0;0;0.04788;0;0;14.7;15.05;3964;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1981;CO2
RETRO_FIRES_V2_1982_CO2.nc;1982;forestfire;44.15;549.6;72.64;53.66;0.2914;0.1061;14.69;1897;0;0.8141;0;0;244.4;0.5211;0;1.514;11.87;0.0982;0.0674;12.49;74.51;3781;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1982;CO2
RETRO_FIRES_V2_1982_CO2.nc;1982;grassfire;548;28.98;0;0.3285;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.479;1267;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1982;CO2
RETRO_FIRES_V2_1982_CO2.nc;1982;woodedfire;244.2;578.1;0;1.224;0;0;71.04;0;0;0;0;0;3.08;0;0;0;0.04956;0;0;6.574;10.74;4922;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1982;CO2
RETRO_FIRES_V2_1983_CO2.nc;1983;forestfire;26.03;554.5;75.45;26.55;0.6467;0.05926;22.33;554;0;1.938;0.3249;0;146.3;1.224;0;3.747;83.78;0.2294;0.03753;26.09;25.04;2428;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1983;CO2
RETRO_FIRES_V2_1983_CO2.nc;1983;grassfire;326.1;30.11;0;0.313;0;0;0.001803;0;0;0;0;0;0;0;0;0;0;0;0;0;1.439;979.4;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1983;CO2
RETRO_FIRES_V2_1983_CO2.nc;1983;woodedfire;147.9;612.1;0;1.443;0;0;69.4;0;0;0;0;0;2.449;0;0;0;0.01274;0;0;17.6;5.897;4595;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1983;CO2
RETRO_FIRES_V2_1984_CO2.nc;1984;forestfire;26.68;580.1;29.61;25.24;0.2498;0.1317;18.02;189.2;0;0.9588;0.286;0;162;0.8303;0;1.735;26;0.1114;0.0629;9.286;70.59;1823;kg(species)/m^2/s*gboxarea*1.e-9*366*86400;RETRO;FIRES;V2;1984;CO2
RETRO_FIRES_V2_1984_CO2.nc;1984;grassfire;329.4;11.56;0;0.3973;0;0;0.001343;0;0;0;0;0;0;0;0;0;0;0;0;0;2.822;820.7;kg(species)/m^2/s*gboxarea*1.e-9*366*86400;RETRO;FIRES;V2;1984;CO2
RETRO_FIRES_V2_1984_CO2.nc;1984;woodedfire;147.1;230.1;0;1.516;0;0;83.35;0;0;0;0;0;4.336;0;0;0;0.02273;0;0;4.871;13.28;2979;kg(species)/m^2/s*gboxarea*1.e-9*366*86400;RETRO;FIRES;V2;1984;CO2
RETRO_FIRES_V2_1985_CO2.nc;1985;forestfire;52.38;582.3;32.99;24.03;0.5272;0.0707;10.46;162.1;0;1.391;0;0;196;1.131;0;2.706;15.47;0.1669;0.0836;28.48;128.9;1879;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1985;CO2
RETRO_FIRES_V2_1985_CO2.nc;1985;grassfire;645.7;15.33;0;0.2941;0;0;0.001083;0;0;0;0;0;0;0;0;0;0;0;0;0;3.679;1083;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1985;CO2
RETRO_FIRES_V2_1985_CO2.nc;1985;woodedfire;300.7;276.2;0;1.728;0;0;60.64;0;0;0;0;0;1.526;0;0;0;0.02518;0;0;15.62;14.97;3075;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1985;CO2
RETRO_FIRES_V2_1986_CO2.nc;1986;forestfire;36.84;581.4;42.68;41.09;0.3197;0.104;14.45;487;0;1.074;0.343;0;204.4;0.8628;0;2.034;16.31;0.1261;0.06834;17.48;151.8;2348;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1986;CO2
RETRO_FIRES_V2_1986_CO2.nc;1986;grassfire;447.8;21.01;0;0.434;0;0;0.003646;0;0;0;0;0;0;0;0;0;0;0;0;0;7.803;892.6;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1986;CO2
RETRO_FIRES_V2_1986_CO2.nc;1986;woodedfire;206.5;418.5;0;2.202;0;0;73.69;0;0;0;0;0;6.975;0;0;0;0;0;0;6.275;32.32;3299;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1986;CO2
RETRO_FIRES_V2_1987_CO2.nc;1987;forestfire;21.8;578.5;45.86;70.69;0.3893;0.0549;9.005;1063;0;1.551;0.08124;0;247.7;0.4203;0;2.516;45.49;0.1712;0.05716;15.25;118.4;3052;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1987;CO2
RETRO_FIRES_V2_1987_CO2.nc;1987;grassfire;266.8;35.28;0;0.763;0;0;0.003146;0;0;0;0;0;0;0;0;0;0;0;0;0;11.45;922.9;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1987;CO2
RETRO_FIRES_V2_1987_CO2.nc;1987;woodedfire;121.1;732.5;0;3.401;0;0;59.76;0;0;0;0;0;9.216;0;0;0;0.01222;0;0;7.827;51.69;4875;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1987;CO2
RETRO_FIRES_V2_1988_CO2.nc;1988;forestfire;23.1;568.8;60.48;50.24;0.3306;0.05988;11.73;128;0;2.466;0.1583;0;272.3;0.1228;0;2.133;23.79;0.2574;0.06253;59.82;177.4;2106;kg(species)/m^2/s*gboxarea*1.e-9*366*86400;RETRO;FIRES;V2;1988;CO2
RETRO_FIRES_V2_1988_CO2.nc;1988;grassfire;281.3;21.59;0;0.2727;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4.125;682.9;kg(species)/m^2/s*gboxarea*1.e-9*366*86400;RETRO;FIRES;V2;1988;CO2
RETRO_FIRES_V2_1988_CO2.nc;1988;woodedfire;128.4;465.5;0;1.31;0;0;61.71;0;0;0;0;0;7.353;0;0;0;0.04614;0;0;20.85;16.69;3039;kg(species)/m^2/s*gboxarea*1.e-9*366*86400;RETRO;FIRES;V2;1988;CO2
RETRO_FIRES_V2_1989_CO2.nc;1989;forestfire;23.74;548.1;284.9;36.22;1.247;0.06544;9.282;167.8;0;1.294;0.457;0;190;0.2798;0;6.914;9.639;0.1955;0.07613;9.174;123.7;2135;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1989;CO2
RETRO_FIRES_V2_1989_CO2.nc;1989;grassfire;290.8;21.85;0;1.777;0;0;0.001878;0;0;0;0;0;0;0;0;0;0;0;0;0;3.279;809.9;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1989;CO2
RETRO_FIRES_V2_1989_CO2.nc;1989;woodedfire;131.3;480.1;0;1.472;0;0;69.75;0;0;0;0;0;1.21;0;0;0;0.003901;0;0;12.26;20.73;3569;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1989;CO2
RETRO_FIRES_V2_1990_CO2.nc;1990;forestfire;30.89;548.5;40.76;56.69;1.224;0.08349;12.13;316.5;0;2.594;0.07943;0;160.5;0.344;0;3.649;35.23;0.2013;0.08515;80.68;204.7;2358;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1990;CO2
RETRO_FIRES_V2_1990_CO2.nc;1990;grassfire;375.4;31.86;0;0.4889;0;0;0.002028;0;0;0;0;0;0;0;0;0;0;0;0;0;3.827;1241;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1990;CO2
RETRO_FIRES_V2_1990_CO2.nc;1990;woodedfire;174.4;638.2;0;1.443;0;0;68.66;0;0;0;0;0;0.2575;0;0;0;0.1272;0;0;18.82;17.41;5687;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1990;CO2
