filename; year; sector; africa;central_america;east_asia;eastern_europe;ec25_europe;latin_america;middle_east;north_america;north_central_asia;oceania;oecd_europe;old_ec_europe;south_america;south_asia;south_east_asia;world;global;;field1;field2;field3;field4;field5;field6;field7
RETRO_FIRES_V2_1960_CH2O.nc;1960;forestfire;   0.08427;   0.04044;   0.04398;   0.02037;   0.07921;    0.1982; 0.0001822;   0.05661;    0.2379;   0.03609;   0.06922;   0.06917;    0.1578;   0.01989;    0.1271;     1.089;     1.096;;RETRO;FIRES;V2;1960;CH2O
RETRO_FIRES_V2_1960_CH2O.nc;1960;woodedfire;     1.346; 0.0002702;  0.001539;     0.000; 7.895e-05;    0.7009; 7.402e-06;  0.007381;  0.007034;   0.07175; 0.0001244; 7.155e-05;    0.7006;   0.04107; 5.134e-05;     2.175;     2.176;;RETRO;FIRES;V2;1960;CH2O
RETRO_FIRES_V2_1960_CH2O.nc;1960;grassfire;    0.2984;     0.000; 0.0004120;     0.000;     0.000;   0.01750;     0.000;     0.000; 0.0007305;    0.1579;     0.000;     0.000;   0.01750; 5.218e-07; 1.915e-06;    0.4757;    0.4757;;RETRO;FIRES;V2;1960;CH2O
RETRO_FIRES_V2_1961_CH2O.nc;1961;forestfire;   0.09261;   0.04827;   0.04470;   0.05120;   0.06049;    0.2255; 0.0002287;    0.1466;   0.09912;   0.03646;   0.03541;   0.03535;    0.1772;   0.01777;    0.1118;    0.9264;    0.9307;;RETRO;FIRES;V2;1961;CH2O
RETRO_FIRES_V2_1961_CH2O.nc;1961;woodedfire;    0.7593; 0.0005935;  0.001552;     0.000; 2.907e-05;    0.5016; 9.878e-06;  0.004678;  0.006806;   0.07469; 0.0001152; 1.919e-05;    0.5010;   0.02548; 5.560e-05;     1.374;     1.375;;RETRO;FIRES;V2;1961;CH2O
RETRO_FIRES_V2_1961_CH2O.nc;1961;grassfire;    0.1733;     0.000; 0.0003245;     0.000;     0.000;   0.01252;     0.000;     0.000; 0.0006485;    0.1619;     0.000;     0.000;   0.01252; 1.068e-06; 3.346e-06;    0.3495;    0.3495;;RETRO;FIRES;V2;1961;CH2O
RETRO_FIRES_V2_1962_CH2O.nc;1962;forestfire;    0.1010;   0.05245;   0.02721;  0.005616;   0.03455;    0.2435; 9.601e-05;   0.04338;    0.1949;   0.01986;   0.01346;   0.01331;    0.1911;   0.01892;   0.08254;    0.9133;    0.9167;;RETRO;FIRES;V2;1962;CH2O
RETRO_FIRES_V2_1962_CH2O.nc;1962;woodedfire;    0.8897; 0.0005023;  0.001280;     0.000; 4.080e-06;    0.4462; 4.080e-06;  0.006396;  0.007167;   0.03897;     0.000;     0.000;    0.4457;   0.03534; 1.588e-05;     1.425;     1.425;;RETRO;FIRES;V2;1962;CH2O
RETRO_FIRES_V2_1962_CH2O.nc;1962;grassfire;    0.1992;     0.000; 0.0004605;     0.000;     0.000;   0.01114;     0.000;     0.000; 0.0006779;   0.08743;     0.000;     0.000;   0.01114; 3.739e-07; 2.731e-06;    0.2996;    0.2996;;RETRO;FIRES;V2;1962;CH2O
RETRO_FIRES_V2_1963_CH2O.nc;1963;forestfire;    0.1095;   0.04822;   0.02980;  0.003976;   0.04012;    0.2540; 7.462e-05;   0.05206;    0.1155;   0.01920;   0.03671;   0.03662;    0.2058;   0.01663;    0.1121;    0.7994;    0.8028;;RETRO;FIRES;V2;1963;CH2O
RETRO_FIRES_V2_1963_CH2O.nc;1963;woodedfire;    0.7721; 0.0004752;  0.001806;     0.000; 1.764e-05;    0.6056; 3.017e-06;   0.01181;  0.007520;   0.03758; 0.0001237; 1.462e-05;    0.6052;   0.02918; 4.351e-05;     1.465;     1.465;;RETRO;FIRES;V2;1963;CH2O
RETRO_FIRES_V2_1963_CH2O.nc;1963;grassfire;    0.1728;     0.000; 0.0004114;     0.000;     0.000;   0.01515;     0.000;     0.000; 0.0007642;   0.08439;     0.000;     0.000;   0.01515;     0.000; 4.680e-06;    0.2743;    0.2743;;RETRO;FIRES;V2;1963;CH2O
RETRO_FIRES_V2_1964_CH2O.nc;1964;forestfire;    0.1180;   0.04641;   0.04508;  0.005162;   0.03087;    0.2654; 0.0001576;   0.08487;    0.1342;   0.03219;   0.02627;   0.02624;    0.2190;   0.02228;    0.1227;    0.8936;    0.9020;;RETRO;FIRES;V2;1964;CH2O
RETRO_FIRES_V2_1964_CH2O.nc;1964;woodedfire;     1.222; 0.0002804;  0.001776;     0.000; 6.696e-06;    0.3691; 6.696e-06;  0.006837;  0.007110;   0.06512;     0.000;     0.000;    0.3688;   0.03936; 5.781e-05;     1.710;     1.711;;RETRO;FIRES;V2;1964;CH2O
RETRO_FIRES_V2_1964_CH2O.nc;1964;grassfire;    0.2661;     0.000; 0.0006450;     0.000;     0.000;  0.009197;     0.000;     0.000; 0.0009156;    0.1406;     0.000;     0.000;  0.009197; 2.559e-07; 2.966e-06;    0.4179;    0.4179;;RETRO;FIRES;V2;1964;CH2O
RETRO_FIRES_V2_1965_CH2O.nc;1965;forestfire;    0.1263;   0.06359;   0.04334;  0.003048;   0.01294;    0.3008; 0.0001529;   0.02834;   0.08740;   0.04977;   0.01066;   0.01065;    0.2372;   0.01578;    0.3111;     1.000;     1.012;;RETRO;FIRES;V2;1965;CH2O
RETRO_FIRES_V2_1965_CH2O.nc;1965;woodedfire;     1.134;  0.001399;  0.001664;     0.000; 6.234e-06;    0.5301; 6.234e-06;  0.003233;  0.007237;    0.1004;     0.000;     0.000;    0.5287;   0.02968; 4.679e-05;     1.805;     1.806;;RETRO;FIRES;V2;1965;CH2O
RETRO_FIRES_V2_1965_CH2O.nc;1965;grassfire;    0.2519;     0.000; 0.0004142;     0.000;     0.000;   0.01324;     0.000;     0.000; 0.0007723;    0.2178;     0.000;     0.000;   0.01324; 6.787e-07; 3.020e-06;    0.4848;    0.4848;;RETRO;FIRES;V2;1965;CH2O
RETRO_FIRES_V2_1966_CH2O.nc;1966;forestfire;    0.1347;   0.03787;   0.03554;  0.004266;   0.01247;    0.2858; 0.0001746;   0.05398;   0.04545;   0.02390;  0.009871;  0.009852;    0.2479;   0.01504;    0.1741;    0.8068;    0.8097;;RETRO;FIRES;V2;1966;CH2O
RETRO_FIRES_V2_1966_CH2O.nc;1966;woodedfire;    0.8177; 0.0007703;  0.001926;     0.000; 7.647e-06;    0.5349; 7.647e-06;  0.006910;  0.007408;   0.04717; 5.077e-05;     0.000;    0.5341;   0.02612; 3.867e-05;     1.441;     1.442;;RETRO;FIRES;V2;1966;CH2O
RETRO_FIRES_V2_1966_CH2O.nc;1966;grassfire;    0.1842;     0.000; 0.0005713;     0.000;     0.000;   0.01335;     0.000;     0.000; 0.0008780;    0.1029;     0.000;     0.000;   0.01335; 1.092e-06; 2.083e-06;    0.3023;    0.3023;;RETRO;FIRES;V2;1966;CH2O
