filename; year; sector; africa;central_america;east_asia;eastern_europe;ec25_europe;latin_america;middle_east;north_america;north_central_asia;oceania;oecd_europe;old_ec_europe;south_america;south_asia;south_east_asia;world;global;;field1;field2;field3;field4;field5;field6;field7
RETRO_FIRES_V2_1960_CO2.nc;1960;forestfire;112.8;38.84;38.54;17.02;74.92;250;0.1523;48.25;205.8;30.84;66.5;66.46;211.1;21.64;156.2;1118;1126;kg(species)/m^2/s*gboxarea*1.e-9*366*86400;RETRO;FIRES;V2;1960;CO2;;
RETRO_FIRES_V2_1960_CO2.nc;1960;grassfire;699.4;0;0.7621;0;0;40.9;0;0;1.525;370;0;0;40.9;0.001223;0.004214;1114;1114;kg(species)/m^2/s*gboxarea*1.e-9*366*86400;RETRO;FIRES;V2;1960;CO2;;
RETRO_FIRES_V2_1960_CO2.nc;1960;woodedfire;3155;0.6332;3.096;0;0.1514;1638;0.01735;17.23;15.21;168.1;0.2184;0.134;1637;96.25;0.116;5092;5094;kg(species)/m^2/s*gboxarea*1.e-9*366*86400;RETRO;FIRES;V2;1960;CO2;;
RETRO_FIRES_V2_1961_CO2.nc;1961;forestfire;124;44.83;38.39;42.79;53.57;281.9;0.1911;124.7;84.92;31.14;32.56;32.51;237.1;17.92;134.2;969.6;974.2;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1961;CO2;;
RETRO_FIRES_V2_1961_CO2.nc;1961;grassfire;406;0;0.6424;0;0;29.28;0;0;1.442;379.5;0;0;29.28;0.002503;0.006533;818.9;818.9;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1961;CO2;;
RETRO_FIRES_V2_1961_CO2.nc;1961;woodedfire;1780;1.391;2.953;0;0.06812;1173;0.02315;10.87;14.61;175;0.1982;0.04497;1172;59.72;0.1303;3217;3218;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1961;CO2;;
RETRO_FIRES_V2_1962_CO2.nc;1962;forestfire;135.3;49.34;24.48;4.694;30.16;305;0.08025;36.89;167.9;16.97;12.37;12.23;255.6;20.2;101.6;968.8;972.5;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1962;CO2;;
RETRO_FIRES_V2_1962_CO2.nc;1962;grassfire;466.8;0;0.9376;0;0;26.04;0;0;1.481;204.9;0;0;26.04;0.0008764;0.005616;701.9;701.9;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1962;CO2;;
RETRO_FIRES_V2_1962_CO2.nc;1962;woodedfire;2085;1.177;2.598;0;0.009562;1043;0.009562;14.82;15.82;91.29;0;0;1042;82.82;0.03723;3336;3337;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1962;CO2;;
RETRO_FIRES_V2_1963_CO2.nc;1963;forestfire;146.6;46.16;26.13;3.323;38.41;321.5;0.06237;43.99;99.53;16.49;35.51;35.44;275.3;17.43;137;891.3;895.4;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1963;CO2;;
RETRO_FIRES_V2_1963_CO2.nc;1963;grassfire;405;0;0.761;0;0;35.35;0;0;1.578;197.8;0;0;35.35;0;0.008971;642.2;642.2;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1963;CO2;;
RETRO_FIRES_V2_1963_CO2.nc;1963;woodedfire;1809;1.114;3.449;0;0.04135;1416;0.007072;27.55;15.89;88.06;0.2083;0.03427;1415;68.4;0.102;3428;3429;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1963;CO2;;
RETRO_FIRES_V2_1964_CO2.nc;1964;forestfire;158;45.08;38.85;4.315;28.43;338.1;0.1317;72.45;117.4;27.58;24.54;24.51;293;23.35;147;984.2;993.4;kg(species)/m^2/s*gboxarea*1.e-9*366*86400;RETRO;FIRES;V2;1964;CO2;;
RETRO_FIRES_V2_1964_CO2.nc;1964;grassfire;623.7;0;1.183;0;0;21.53;0;0;1.838;329.6;0;0;21.53;0.0005997;0.006046;979;979;kg(species)/m^2/s*gboxarea*1.e-9*366*86400;RETRO;FIRES;V2;1964;CO2;;
RETRO_FIRES_V2_1964_CO2.nc;1964;woodedfire;2863;0.6571;3.641;0;0.01569;862.5;0.01569;15.88;15.42;152.6;0;0;861.8;92.26;0.1355;4005;4005;kg(species)/m^2/s*gboxarea*1.e-9*366*86400;RETRO;FIRES;V2;1964;CO2;;
RETRO_FIRES_V2_1965_CO2.nc;1965;forestfire;169.1;60.99;36.68;2.548;11.33;378.4;0.1278;24.03;75.9;42.48;9.425;9.416;317.4;16.79;400.6;1177;1192;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1965;CO2
RETRO_FIRES_V2_1965_CO2.nc;1965;grassfire;590.5;0;0.7599;0;0;30.9;0;0;1.608;510.3;0;0;30.9;0.001591;0.005114;1136;1136;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1965;CO2
RETRO_FIRES_V2_1965_CO2.nc;1965;woodedfire;2657;3.278;3.308;0;0.01461;1240;0.01461;7.418;15.85;235.3;0;0;1237;69.55;0.1097;4227;4230;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1965;CO2
RETRO_FIRES_V2_1966_CO2.nc;1966;forestfire;180.4;35.95;30.37;3.566;10.8;367.6;0.1459;48.6;39.27;20.45;8.591;8.575;331.7;15.76;219.8;956;959.4;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1966;CO2
RETRO_FIRES_V2_1966_CO2.nc;1966;grassfire;431.6;0;1.052;0;0;31.23;0;0;1.783;241.1;0;0;31.23;0.00256;0.00341;708;708;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1966;CO2
RETRO_FIRES_V2_1966_CO2.nc;1966;woodedfire;1916;1.805;3.649;0;0.01792;1252;0.01792;16.03;15.66;110.5;0.08102;0;1250;61.22;0.09064;3374;3375;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1966;CO2
RETRO_FIRES_V2_1967_CO2.nc;1967;forestfire;191.7;59.45;8.961;1.749;9.529;418.6;0.1294;49.26;55.91;23.95;8.305;8.263;359.1;13.95;106.6;906.3;910.3;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1967;CO2
RETRO_FIRES_V2_1967_CO2.nc;1967;grassfire;449.5;0;0.2876;0;0;32.93;0;0;1.264;294.5;0;0;32.93;0.006272;0.00787;781;781;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1967;CO2
RETRO_FIRES_V2_1967_CO2.nc;1967;woodedfire;1957;1.476;2.71;0;0.01535;1320;0.01535;16.77;16.04;129.8;0.04889;0;1318;67.28;0.1133;3509;3510;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1967;CO2
RETRO_FIRES_V2_1968_CO2.nc;1968;forestfire;203.1;56.77;26.44;11.78;11.52;434.6;0.1228;83.3;58.58;15.65;7.51;7.448;377.9;18.12;178.8;1058;1063;kg(species)/m^2/s*gboxarea*1.e-9*366*86400;RETRO;FIRES;V2;1968;CO2
RETRO_FIRES_V2_1968_CO2.nc;1968;grassfire;499.2;0;1.601;0;0;36.47;0;0;1.491;189.5;0;0;36.47;0.001197;0.00482;729.3;729.3;kg(species)/m^2/s*gboxarea*1.e-9*366*86400;RETRO;FIRES;V2;1968;CO2
RETRO_FIRES_V2_1968_CO2.nc;1968;woodedfire;2242;1.494;3.63;0;0.08368;1461;0.01459;15.02;15.76;82.45;0.0691;0.0691;1460;80;0.08429;3899;3900;kg(species)/m^2/s*gboxarea*1.e-9*366*86400;RETRO;FIRES;V2;1968;CO2
RETRO_FIRES_V2_1969_CO2.nc;1969;forestfire;214.2;144.3;42.32;3.587;15.23;555.1;0.09011;133.1;96.43;35.18;11.78;11.74;410.9;19.85;272.6;1421;1429;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1969;CO2
RETRO_FIRES_V2_1969_CO2.nc;1969;grassfire;481.4;0;0.381;0;0;40.63;0;0;1.223;425.7;0;0;40.63;0.002653;0.004723;951.7;951.7;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1969;CO2
RETRO_FIRES_V2_1969_CO2.nc;1969;woodedfire;2170;0.7128;2.819;0;0.01063;1627;0.01063;24.45;15.24;191.9;0.05277;0;1626;69.29;0.1103;4101;4103;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1969;CO2
RETRO_FIRES_V2_1970_CO2.nc;1970;forestfire;225.5;90.39;31.75;3.098;23.9;514.4;0.189;84.06;79.73;25.53;19.26;19.25;424;19.1;191.8;1230;1235;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1970;CO2
RETRO_FIRES_V2_1970_CO2.nc;1970;grassfire;829.7;0;0.752;0;0;51.33;0;0;1.458;315.4;0;0;51.33;0.003917;0.003805;1201;1201;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1970;CO2
RETRO_FIRES_V2_1970_CO2.nc;1970;woodedfire;3852;2.576;3.741;0;0.02186;2057;0.02186;10.68;15.27;142.3;0.04462;0;2055;75;0.09449;6155;6156;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1970;CO2
RETRO_FIRES_V2_1971_CO2.nc;1971;forestfire;236.7;114;4.346;7.786;6.779;563.2;0.08445;105.3;70.89;17.38;4.785;4.785;449.2;15.93;58.53;1098;1101;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1971;CO2
RETRO_FIRES_V2_1971_CO2.nc;1971;grassfire;481.9;0;0.403;0;0;19.5;0;0;0.9045;216.9;0;0;19.5;0.00631;0.002485;721.1;721.1;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1971;CO2
RETRO_FIRES_V2_1971_CO2.nc;1971;woodedfire;2134;1.754;2.573;0;0.142;782.4;0.009586;14.74;10.32;94.16;0.1324;0.1324;780.7;87.12;0.1214;3125;3125;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1971;CO2
RETRO_FIRES_V2_1972_CO2.nc;1972;forestfire;248.2;91.1;32.16;58.9;43.74;554.4;0.06779;52.16;187;47.76;37.36;37.29;463.3;17.48;496.4;1840;1864;kg(species)/m^2/s*gboxarea*1.e-9*366*86400;RETRO;FIRES;V2;1972;CO2
RETRO_FIRES_V2_1972_CO2.nc;1972;grassfire;507.1;0;0.3834;0;0;35.23;0;0;1.348;448.5;0;0;35.23;0.001841;0.004605;995.3;995.3;kg(species)/m^2/s*gboxarea*1.e-9*366*86400;RETRO;FIRES;V2;1972;CO2
RETRO_FIRES_V2_1972_CO2.nc;1972;woodedfire;2269;1.16;2.956;0;0.01006;1411;0.008063;8.631;17.61;199.6;0.04342;0.002;1410;88.57;0.06861;3998;3999;kg(species)/m^2/s*gboxarea*1.e-9*366*86400;RETRO;FIRES;V2;1972;CO2
RETRO_FIRES_V2_1973_CO2.nc;1973;forestfire;259.3;122;30.56;3.645;12.62;611.8;0.146;35.17;64.09;16.98;10.02;9.941;489.8;35.46;250.1;1356;1365;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1973;CO2
RETRO_FIRES_V2_1973_CO2.nc;1973;grassfire;575.9;0;0.6019;0;0;20.54;0;0;3.255;210.4;0;0;20.54;0.00169;0.003921;815;815;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1973;CO2
RETRO_FIRES_V2_1973_CO2.nc;1973;woodedfire;2573;0.5745;6.047;0;0.07226;822.6;0.01727;6.841;32.96;94.01;0.1652;0.05499;822;62.2;0.06836;3595;3596;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1973;CO2
RETRO_FIRES_V2_1974_CO2.nc;1974;forestfire;270.6;162.1;3.45;11.33;11.72;681.5;0.1401;53.39;21.97;23.38;7.003;6.924;519.4;15.44;53.4;1153;1157;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1974;CO2
RETRO_FIRES_V2_1974_CO2.nc;1974;grassfire;382.7;0;0.3288;0;0;25.25;0;0;0.5094;287.2;0;0;25.25;0.0003696;0.0009054;696.8;696.8;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1974;CO2
RETRO_FIRES_V2_1974_CO2.nc;1974;woodedfire;1737;1.105;1.677;0;0.01717;1012;0.01717;10.18;5.99;123.6;0;0;1011;86.64;0.1384;2977;2980;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1974;CO2
RETRO_FIRES_V2_1975_CO2.nc;1975;forestfire;281.8;152.4;29.33;3.749;10.54;696;0.132;51.44;24.06;31.01;8.708;8.676;543.5;18.85;81.71;1238;1243;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1975;CO2
RETRO_FIRES_V2_1975_CO2.nc;1975;grassfire;493.9;0;0.3952;0;0;34.44;0;0;0.4036;377.5;0;0;34.44;0.00133;0.003024;907.2;907.2;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1975;CO2
RETRO_FIRES_V2_1975_CO2.nc;1975;woodedfire;2262;0.887;1.409;0;0.03044;1379;0.01532;6.25;4.723;169.9;0.01512;0.01512;1378;73.14;0.03561;3896;3898;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1975;CO2
RETRO_FIRES_V2_1976_CO2.nc;1976;forestfire;293.4;117;7.231;1.193;10.43;672.2;0.06593;126.7;14.39;47.89;9.311;9.242;555.2;19.72;197.4;1400;1407;kg(species)/m^2/s*gboxarea*1.e-9*366*86400;RETRO;FIRES;V2;1976;CO2
RETRO_FIRES_V2_1976_CO2.nc;1976;grassfire;446.7;0;0.8232;0;0;47.26;0;0;5.962;580.9;0;0;47.26;0.004143;0.004097;1091;1091;kg(species)/m^2/s*gboxarea*1.e-9*366*86400;RETRO;FIRES;V2;1976;CO2
RETRO_FIRES_V2_1976_CO2.nc;1976;woodedfire;2014;0.4957;11.57;0;0.09119;1892;0.007424;20.02;64.19;252.9;0.33;0.08377;1892;98.34;0.1216;4353;4361;kg(species)/m^2/s*gboxarea*1.e-9*366*86400;RETRO;FIRES;V2;1976;CO2
RETRO_FIRES_V2_1977_CO2.nc;1977;forestfire;304.4;153.8;31.78;3.191;10.41;742.9;0.1632;97.69;76.68;47.89;7.87;7.832;589.1;28.98;576.9;1931;1953;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1977;CO2
RETRO_FIRES_V2_1977_CO2.nc;1977;grassfire;599.2;0;0.4108;0;0;22.27;0;0;1.174;567.6;0;0;22.27;0.002342;0.004327;1192;1192;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1977;CO2
RETRO_FIRES_V2_1977_CO2.nc;1977;woodedfire;2690;0.8711;2.683;0;0.0199;892.1;0.0199;10.67;11.54;265.3;0.1499;0;891.2;73.9;0.1107;3946;3946;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1977;CO2
RETRO_FIRES_V2_1978_CO2.nc;1978;forestfire;315.7;168.5;22.88;3.159;20.8;764.9;0.1684;31.98;21.03;28.59;18.16;18.15;596.5;21.46;319.2;1558;1565;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1978;CO2
RETRO_FIRES_V2_1978_CO2.nc;1978;grassfire;514;0;0.3324;0;0;37.75;0;0;0.6335;346.2;0;0;37.75;0.002604;0.003978;899.9;899.9;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1978;CO2
RETRO_FIRES_V2_1978_CO2.nc;1978;woodedfire;2367;1.048;1.966;0;0.02009;1512;0.02009;14.4;6.969;158.7;0.01843;0;1511;81.47;0.0958;4142;4143;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1978;CO2
RETRO_FIRES_V2_1979_CO2.nc;1979;forestfire;326.9;238.3;28.08;2.808;13.39;884.4;0.123;169.8;35.02;47.02;10.57;10.5;646.1;19.54;394.5;1932;1944;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1979;CO2
RETRO_FIRES_V2_1979_CO2.nc;1979;grassfire;721.1;0;0.77;0;0;41.73;0;0;1.213;561.8;0;0;41.73;0;0.003939;1327;1327;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1979;CO2
RETRO_FIRES_V2_1979_CO2.nc;1979;woodedfire;3359;4.533;2.664;0;0.01411;1675;0.01411;7.075;10.4;261.7;0;0;1670;88.97;0.1195;5404;5405;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1979;CO2
RETRO_FIRES_V2_1980_CO2.nc;1980;forestfire;338.5;178.5;34.22;2.163;14.87;827.9;0.1337;243.6;27.08;54.68;12.82;12.78;649.4;18.61;438.8;2008;2019;kg(species)/m^2/s*gboxarea*1.e-9*366*86400;RETRO;FIRES;V2;1980;CO2
RETRO_FIRES_V2_1980_CO2.nc;1980;grassfire;744.3;0;0.382;0;0;45.97;0;0;0.4475;658.9;0;0;45.97;0.002375;0.005286;1451;1451;kg(species)/m^2/s*gboxarea*1.e-9*366*86400;RETRO;FIRES;V2;1980;CO2
RETRO_FIRES_V2_1980_CO2.nc;1980;woodedfire;3333;11.92;1.604;0;0.03033;1852;0.01721;9.566;5.253;304;0.07463;0.01313;1840;85.89;0.04974;5591;5592;kg(species)/m^2/s*gboxarea*1.e-9*366*86400;RETRO;FIRES;V2;1980;CO2
RETRO_FIRES_V2_1981_CO2.nc;1981;forestfire;349.5;98.12;41.92;4.983;18.02;748.4;0.2559;256.1;42.85;22.65;13.78;13.67;650.3;17.72;330;1836;1846;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1981;CO2
RETRO_FIRES_V2_1981_CO2.nc;1981;grassfire;529.2;0;0.896;0;0;33.7;0;0;1.493;269.6;0;0;33.7;0;0.004008;836.8;836.8;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1981;CO2
RETRO_FIRES_V2_1981_CO2.nc;1981;woodedfire;2393;4.554;3.742;0;0.1185;1353;0.03046;14.7;16.11;120;0.1078;0.08802;1349;63.11;0.076;3963;3964;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1981;CO2
RETRO_FIRES_V2_1982_CO2.nc;1982;forestfire;360.8;268.3;54.07;4.36;8.581;991.5;0.0982;85.12;52.31;99.79;7.61;7.581;723.2;23.88;1989;3691;3781;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1982;CO2
RETRO_FIRES_V2_1982_CO2.nc;1982;grassfire;678.8;0;0.374;0;0;37.87;0;0;0.8801;548;0;0;37.87;0;0.006417;1267;1267;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1982;CO2
RETRO_FIRES_V2_1982_CO2.nc;1982;woodedfire;3055;3.08;1.857;0;0.03056;1519;0.01118;6.574;10.13;244.2;0.01938;0.01938;1516;83.83;0.09946;4921;4922;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1982;CO2
RETRO_FIRES_V2_1983_CO2.nc;1983;forestfire;372;154.2;28.15;16.32;16.31;854.1;0.2294;101.5;15.45;26.42;14.08;14.06;699.9;34.7;914.2;2387;2428;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1983;CO2
RETRO_FIRES_V2_1983_CO2.nc;1983;grassfire;612.6;0;0.4258;0;0;38.83;0;0;0.586;326.1;0;0;38.83;0.001803;0.006641;979.4;979.4;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1983;CO2
RETRO_FIRES_V2_1983_CO2.nc;1983;woodedfire;2782;2.449;2.382;0;0.03231;1557;0.02734;17.6;6.452;147.9;0.004968;0.004968;1554;81.17;0.04039;4594;4595;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1983;CO2
RETRO_FIRES_V2_1984_CO2.nc;1984;forestfire;383.6;172;26.54;5.067;22.34;905.4;0.1114;38.9;48.39;27.45;17.32;17.3;733.3;26.91;312.6;1815;1823;kg(species)/m^2/s*gboxarea*1.e-9*366*86400;RETRO;FIRES;V2;1984;CO2
RETRO_FIRES_V2_1984_CO2.nc;1984;grassfire;472;0;0.9451;0;0;15.51;0;0;1.63;329.4;0;0;15.51;0.001343;0.004563;820.7;820.7;kg(species)/m^2/s*gboxarea*1.e-9*366*86400;RETRO;FIRES;V2;1984;CO2
RETRO_FIRES_V2_1984_CO2.nc;1984;woodedfire;2086;4.336;2.989;0;0.07235;625.1;0.01268;4.871;13.97;147.1;0.1738;0.05967;620.8;97.84;0.1133;2977;2979;kg(species)/m^2/s*gboxarea*1.e-9*366*86400;RETRO;FIRES;V2;1984;CO2
RETRO_FIRES_V2_1985_CO2.nc;1985;forestfire;394.6;198.2;25.05;4.834;12.7;953.3;0.1669;61.46;104.6;52.97;8.787;8.767;755.1;18.01;224.4;1872;1879;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1985;CO2
RETRO_FIRES_V2_1985_CO2.nc;1985;grassfire;412.7;0;0.4019;0;0;20.26;0;0;1.266;645.7;0;0;20.26;0.001083;0.003381;1083;1083;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1985;CO2
RETRO_FIRES_V2_1985_CO2.nc;1985;woodedfire;1854;1.526;3.302;0;0.01971;812.5;0.01971;15.62;15.72;300.7;0.07326;0;811;72.66;0.0626;3074;3075;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1985;CO2
RETRO_FIRES_V2_1986_CO2.nc;1986;forestfire;405.8;216.9;42.03;18.29;24.2;969.6;0.1261;60.15;94.78;38.39;20.52;20.46;752.6;22.38;602.9;2332;2348;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1986;CO2
RETRO_FIRES_V2_1986_CO2.nc;1986;grassfire;408;0;0.8141;0;0;28.16;0;0;3.363;447.8;0;0;28.16;0.003646;0.0004973;892.6;892.6;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1986;CO2
RETRO_FIRES_V2_1986_CO2.nc;1986;woodedfire;1824;6.975;6.817;0;0.08503;1134;0.01457;6.275;33.72;206.5;0.3025;0.07047;1127;86.97;0.04041;3297;3299;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1986;CO2
RETRO_FIRES_V2_1987_CO2.nc;1987;forestfire;417.1;254;71.99;13.73;21.41;1001;0.1712;61.11;75.87;23.45;15;14.97;747.2;15.69;1277;3015;3052;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1987;CO2
RETRO_FIRES_V2_1987_CO2.nc;1987;grassfire;595.2;0;2.66;0;0;46.81;0;0;6.048;266.8;0;0;46.81;0.003146;0.002758;922.9;922.9;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1987;CO2
