filename; year; sector; australia;brazil;canada;china;france;germany;india;indonesia;iran;italy;japan;korea;mexico;poland;saudi_arabia;spain;thailand;turkey;uk;usa;ussr;global;;field1;field2;field3;field4;field5;field6;field7
RETRO_FIRES_V2_1960_PROPANE.nc;1960;forestfire;  0.005658;    0.1127;  0.004122;  0.005598; 6.289e-05; 1.022e-05;  0.006372;   0.03396;     0.000; 0.0002044;     0.000;     0.000;   0.01121; 0.0002313;     0.000; 0.0003810;   0.01879; 2.428e-05; 1.063e-05;  0.003533;   0.05943;    0.4179;;RETRO;FIRES;V2;1960;PROPANE
RETRO_FIRES_V2_1960_PROPANE.nc;1960;woodedfire;  0.009099;   0.03629;     0.000; 8.329e-05;     0.000;     0.000;  0.004485;     0.000;     0.000;     0.000;     0.000;     0.000; 3.425e-05;     0.000;     0.000;     0.000; 4.197e-06;     0.000;     0.000; 0.0009388; 0.0008872;    0.2761;;RETRO;FIRES;V2;1960;PROPANE
RETRO_FIRES_V2_1960_PROPANE.nc;1960;grassfire;   0.02001;  0.001677;     0.000; 2.121e-05;     0.000;     0.000; 6.614e-08;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000; 0.0001970;   0.06032;;RETRO;FIRES;V2;1960;PROPANE
RETRO_FIRES_V2_1961_PROPANE.nc;1961;forestfire;  0.005723;    0.1220;   0.01716;  0.006262; 9.281e-05; 1.998e-05;  0.004460;   0.02754;     0.000; 0.0002592; 4.454e-05;     0.000;   0.01227; 0.0001846;     0.000; 0.0005060;   0.01120; 3.047e-05; 1.400e-05;  0.002637;   0.02237;    0.3966;;RETRO;FIRES;V2;1961;PROPANE
RETRO_FIRES_V2_1961_PROPANE.nc;1961;woodedfire;  0.009471;   0.02674;     0.000; 7.520e-05;     0.000;     0.000;  0.002735;     0.000;     0.000;     0.000;     0.000;     0.000; 7.523e-05;     0.000;     0.000;     0.000; 2.665e-06;     0.000;     0.000; 0.0005971; 0.0009046;    0.1744;;RETRO;FIRES;V2;1961;PROPANE
RETRO_FIRES_V2_1961_PROPANE.nc;1961;grassfire;   0.02053;  0.001239;     0.000; 2.922e-05;     0.000;     0.000; 1.354e-07;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000; 0.0001938;   0.04432;;RETRO;FIRES;V2;1961;PROPANE
RETRO_FIRES_V2_1962_PROPANE.nc;1962;forestfire;  0.003101;    0.1326;  0.002417;  0.003755; 4.112e-05; 1.413e-05;  0.006101;   0.02519;     0.000; 0.0001057;     0.000;     0.000;   0.01334; 0.0002190;     0.000; 0.0002107;   0.01072; 1.279e-05; 1.073e-05;  0.003439;   0.04913;    0.4036;;RETRO;FIRES;V2;1962;PROPANE
RETRO_FIRES_V2_1962_PROPANE.nc;1962;woodedfire;  0.004942;   0.02266;     0.000; 9.595e-05;     0.000;     0.000;  0.003844;     0.000;     0.000;     0.000;     0.000;     0.000; 6.367e-05;     0.000;     0.000;     0.000; 9.579e-08;     0.000;     0.000; 0.0008185; 0.0009149;    0.1808;;RETRO;FIRES;V2;1962;PROPANE
RETRO_FIRES_V2_1962_PROPANE.nc;1962;grassfire;   0.01108;  0.001043;     0.000; 4.355e-05;     0.000;     0.000; 4.740e-08;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000; 0.0001800;   0.03799;;RETRO;FIRES;V2;1962;PROPANE
RETRO_FIRES_V2_1963_PROPANE.nc;1963;forestfire;  0.003043;    0.1443;  0.001307;  0.004564; 3.091e-05; 2.173e-05;  0.004999;   0.04661;     0.000; 8.077e-05;     0.000;     0.000;   0.01400; 0.0001585;     0.000; 0.0001566;  0.006350; 9.943e-06; 7.707e-06;  0.005687;   0.02264;    0.4199;;RETRO;FIRES;V2;1963;PROPANE
RETRO_FIRES_V2_1963_PROPANE.nc;1963;woodedfire;  0.004763;   0.02739;     0.000; 7.231e-05;     0.000;     0.000;  0.003180;     0.000;     0.000;     0.000;     0.000;     0.000; 6.024e-05;     0.000;     0.000;     0.000; 1.927e-06;     0.000;     0.000;  0.001503; 0.0008810;    0.1860;;RETRO;FIRES;V2;1963;PROPANE
RETRO_FIRES_V2_1963_PROPANE.nc;1963;grassfire;   0.01070;  0.001444;     0.000; 2.118e-05;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000; 0.0002078;   0.03480;;RETRO;FIRES;V2;1963;PROPANE
RETRO_FIRES_V2_1964_PROPANE.nc;1964;forestfire;  0.005135;    0.1530;  0.007970;  0.005823; 5.955e-05; 2.040e-05;  0.006570;   0.04068;     0.000; 0.0001736;     0.000;     0.000;   0.01508; 0.0002120;     0.000; 0.0003467;  0.008182; 2.100e-05; 7.386e-06;  0.003519;   0.02365;    0.4513;;RETRO;FIRES;V2;1964;PROPANE
RETRO_FIRES_V2_1964_PROPANE.nc;1964;woodedfire;  0.008256;   0.01653;     0.000; 0.0001092;     0.000;     0.000;  0.004225;     0.000;     0.000;     0.000;     0.000;     0.000; 3.554e-05;     0.000;     0.000;     0.000; 1.563e-06;     0.000;     0.000; 0.0008733; 0.0008795;    0.2170;;RETRO;FIRES;V2;1964;PROPANE
RETRO_FIRES_V2_1964_PROPANE.nc;1964;grassfire;   0.01783; 0.0008762;     0.000; 2.809e-05;     0.000;     0.000; 3.243e-08;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000; 0.0001715;   0.05300;;RETRO;FIRES;V2;1964;PROPANE
