filename; year; sector; australia;brazil;canada;china;france;germany;india;indonesia;iran;italy;japan;korea;mexico;poland;saudi_arabia;spain;thailand;turkey;uk;usa;ussr;global;;field1;field2;field3;field4;field5;field6;field7
RETRO_FIRES_V2_1960_NOX.nc;1960;forestfire;   0.08805;    0.3084;   0.07111;   0.09469;  0.001157; 0.0001881;   0.03082;   0.09691;     0.000;  0.003762;     0.000;     0.000;   0.09415;  0.004256;     0.000;  0.007010;   0.05131; 0.0004467; 0.0001955;   0.06437;     1.010;     2.566;;RETRO;FIRES;V2;1960;NOX
RETRO_FIRES_V2_1960_NOX.nc;1960;woodedfire;    0.3635;     1.426;     0.000;  0.003020;     0.000;     0.000;    0.1794;     0.000;     0.000;     0.000;     0.000;     0.000;  0.001370;     0.000;     0.000;     0.000; 0.0001679;     0.000;     0.000;   0.03718;   0.03080;     11.01;;RETRO;FIRES;V2;1960;NOX
RETRO_FIRES_V2_1960_NOX.nc;1960;grassfire;    0.8004;   0.06645;     0.000; 0.0006568;     0.000;     0.000; 2.646e-06;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;  0.006836;     2.410;;RETRO;FIRES;V2;1960;NOX
RETRO_FIRES_V2_1961_NOX.nc;1961;forestfire;   0.08901;    0.3338;    0.3049;    0.1038;  0.001708; 0.0003676;   0.03102;   0.07887;     0.000;  0.004770; 0.0008196;     0.000;    0.1157;  0.003398;     0.000;  0.009310;   0.03299; 0.0005607; 0.0002576;   0.04667;    0.3854;     2.215;;RETRO;FIRES;V2;1961;NOX
RETRO_FIRES_V2_1961_NOX.nc;1961;woodedfire;    0.3785;     1.058;     0.000;  0.002459;     0.000;     0.000;    0.1094;     0.000;     0.000;     0.000;     0.000;     0.000;  0.003009;     0.000;     0.000;     0.000; 0.0001066;     0.000;     0.000;   0.02340;   0.03146;     6.956;;RETRO;FIRES;V2;1961;NOX
RETRO_FIRES_V2_1961_NOX.nc;1961;grassfire;    0.8211;   0.04925;     0.000; 0.0009378;     0.000;     0.000; 5.415e-06;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;  0.007229;     1.771;;RETRO;FIRES;V2;1961;NOX
RETRO_FIRES_V2_1962_NOX.nc;1962;forestfire;   0.04837;    0.3632;   0.04285;   0.05641; 0.0007566; 0.0002601;   0.03241;   0.07172;     0.000;  0.001946;     0.000;     0.000;    0.1232;  0.004029;     0.000;  0.003876;   0.03055; 0.0002354; 0.0001974;   0.06125;    0.8328;     2.165;;RETRO;FIRES;V2;1962;NOX
RETRO_FIRES_V2_1962_NOX.nc;1962;woodedfire;    0.1974;    0.8946;     0.000;  0.003353;     0.000;     0.000;    0.1538;     0.000;     0.000;     0.000;     0.000;     0.000;  0.002547;     0.000;     0.000;     0.000; 3.832e-06;     0.000;     0.000;   0.03184;   0.03268;     7.214;;RETRO;FIRES;V2;1962;NOX
RETRO_FIRES_V2_1962_NOX.nc;1962;grassfire;    0.4433;   0.04140;     0.000;  0.001455;     0.000;     0.000; 1.896e-06;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;  0.006868;     1.518;;RETRO;FIRES;V2;1962;NOX
RETRO_FIRES_V2_1963_NOX.nc;1963;forestfire;   0.04657;    0.3950;   0.02320;   0.06837; 0.0005688; 0.0003998;   0.02782;    0.1317;     0.000;  0.001486;     0.000;     0.000;    0.1146;  0.002916;     0.000;  0.002882;   0.01901; 0.0001830; 0.0001418;    0.1028;    0.3873;     1.895;;RETRO;FIRES;V2;1963;NOX
RETRO_FIRES_V2_1963_NOX.nc;1963;woodedfire;    0.1905;     1.078;     0.000;  0.002368;     0.000;     0.000;    0.1272;     0.000;     0.000;     0.000;     0.000;     0.000;  0.002410;     0.000;     0.000;     0.000; 7.710e-05;     0.000;     0.000;   0.05942;   0.02955;     7.410;;RETRO;FIRES;V2;1963;NOX
RETRO_FIRES_V2_1963_NOX.nc;1963;grassfire;    0.4279;   0.05693;     0.000; 0.0007032;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;  0.006705;     1.389;;RETRO;FIRES;V2;1963;NOX
RETRO_FIRES_V2_1964_NOX.nc;1964;forestfire;   0.07846;    0.4186;    0.1401;    0.1017;  0.001096; 0.0003754;   0.03642;    0.1188;     0.000;  0.003195;     0.000;     0.000;    0.1120;  0.003901;     0.000;  0.006380;   0.02251; 0.0003864; 0.0001359;   0.06261;    0.3967;     2.127;;RETRO;FIRES;V2;1964;NOX
RETRO_FIRES_V2_1964_NOX.nc;1964;woodedfire;    0.3302;    0.6477;     0.000;  0.003797;     0.000;     0.000;    0.1690;     0.000;     0.000;     0.000;     0.000;     0.000;  0.001422;     0.000;     0.000;     0.000; 6.253e-05;     0.000;     0.000;   0.03416;   0.03032;     8.660;;RETRO;FIRES;V2;1964;NOX
RETRO_FIRES_V2_1964_NOX.nc;1964;grassfire;    0.7131;   0.03491;     0.000; 0.0008997;     0.000;     0.000; 1.297e-06;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;  0.006150;     2.117;;RETRO;FIRES;V2;1964;NOX
RETRO_FIRES_V2_1965_NOX.nc;1965;forestfire;    0.1220;    0.4585;   0.02696;    0.1009;  0.001005; 0.0003875;   0.02599;    0.5735;     0.000;  0.003138;     0.000;     0.000;    0.1485;  0.003085;     0.000;  0.005837;   0.02930; 0.0003748; 0.0001288;   0.04130;    0.2572;     2.420;;RETRO;FIRES;V2;1965;NOX
RETRO_FIRES_V2_1965_NOX.nc;1965;woodedfire;    0.5091;     1.005;     0.000;  0.002866;     0.000;     0.000;    0.1290;     0.000;     0.000;     0.000;     0.000;     0.000;  0.007093;     0.000;     0.000;     0.000; 0.0001037;     0.000;     0.000;   0.01583;   0.03152;     9.146;;RETRO;FIRES;V2;1965;NOX
RETRO_FIRES_V2_1965_NOX.nc;1965;grassfire;     1.104;   0.05002;     0.000; 0.0006525;     0.000;     0.000; 3.441e-06;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;  0.007217;     2.457;;RETRO;FIRES;V2;1965;NOX
RETRO_FIRES_V2_1966_NOX.nc;1966;forestfire;   0.05836;    0.4877;   0.05075;   0.08169;  0.001268; 0.0002583;   0.01970;    0.1281;     0.000;  0.003793; 0.0006509;     0.000;   0.08997;  0.002294;     0.000;  0.007125;   0.06920; 0.0004281; 0.0002145;   0.06920;    0.1605;     1.922;;RETRO;FIRES;V2;1966;NOX
RETRO_FIRES_V2_1966_NOX.nc;1966;woodedfire;    0.2391;    0.9898;     0.000;  0.002382;     0.000;     0.000;    0.1120;     0.000;     0.000;     0.000;     0.000;     0.000;  0.003906;     0.000;     0.000;     0.000; 9.244e-05;     0.000;     0.000;   0.03447;   0.02955;     7.297;;RETRO;FIRES;V2;1966;NOX
RETRO_FIRES_V2_1966_NOX.nc;1966;grassfire;    0.5215;   0.04937;     0.000; 0.0009057;     0.000;     0.000; 5.538e-06;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;  0.006441;     1.531;;RETRO;FIRES;V2;1966;NOX
RETRO_FIRES_V2_1967_NOX.nc;1967;forestfire;   0.06781;    0.5143;   0.06929;   0.02510;  0.001143; 0.0002012;   0.01777;    0.1015;     0.000;  0.003230; 0.0001381;     0.000;    0.1455;  0.002195;     0.000;  0.006165;   0.02291; 0.0003795; 0.0001344;   0.06933;    0.2256;     1.858;;RETRO;FIRES;V2;1967;NOX
RETRO_FIRES_V2_1967_NOX.nc;1967;woodedfire;    0.2807;     1.059;     0.000;  0.002351;     0.000;     0.000;    0.1249;     0.000;     0.000;     0.000;     0.000;     0.000;  0.003192;     0.000;     0.000;     0.000; 6.951e-05;     0.000;     0.000;   0.03605;   0.03196;     7.587;;RETRO;FIRES;V2;1967;NOX
