filename; year; sector; africa;central_america;east_asia;eastern_europe;ec25_europe;latin_america;middle_east;north_america;north_central_asia;oceania;oecd_europe;old_ec_europe;south_america;south_asia;south_east_asia;world;global;;field1;field2;field3;field4;field5;field6;field7
RETRO_FIRES_V2_1960_ACETONE.nc;1960;forestfire;   0.04956;   0.01486;   0.01660;  0.006004;   0.04112;    0.1083; 5.370e-05;   0.01859;   0.08422;   0.01103;   0.03805;   0.03804;   0.09343;  0.008784;   0.07094;    0.4852;    0.4886;;RETRO;FIRES;V2;1960;ACETONE
RETRO_FIRES_V2_1960_ACETONE.nc;1960;woodedfire;    0.9858; 0.0001979;  0.001281;     0.000; 6.795e-05;    0.5147; 5.421e-06;  0.005427;  0.005536;   0.05257; 0.0001132; 6.253e-05;    0.5145;   0.03008; 3.891e-05;     1.595;     1.596;;RETRO;FIRES;V2;1960;ACETONE
RETRO_FIRES_V2_1960_ACETONE.nc;1960;grassfire;    0.2185;     0.000; 0.0003629;     0.000;     0.000;   0.01285;     0.000;     0.000; 0.0005913;    0.1156;     0.000;     0.000;   0.01285; 3.822e-07; 1.485e-06;    0.3485;    0.3485;;RETRO;FIRES;V2;1960;ACETONE
RETRO_FIRES_V2_1961_ACETONE.nc;1961;forestfire;   0.05447;   0.01685;   0.01486;   0.01509;   0.02397;    0.1218; 6.741e-05;   0.04772;   0.03344;   0.01114;   0.01649;   0.01647;    0.1049;  0.007028;   0.06112;    0.4074;    0.4093;;RETRO;FIRES;V2;1961;ACETONE
RETRO_FIRES_V2_1961_ACETONE.nc;1961;woodedfire;    0.5561; 0.0004347;  0.001343;     0.000; 2.129e-05;    0.3680; 7.235e-06;  0.003453;  0.005390;   0.05473; 0.0001060; 1.405e-05;    0.3676;   0.01866; 4.072e-05;     1.008;     1.008;;RETRO;FIRES;V2;1961;ACETONE
RETRO_FIRES_V2_1961_ACETONE.nc;1961;grassfire;    0.1269;     0.000; 0.0002733;     0.000;     0.000;  0.009186;     0.000;     0.000; 0.0004985;    0.1186;     0.000;     0.000;  0.009186; 7.822e-07; 2.845e-06;    0.2561;    0.2561;;RETRO;FIRES;V2;1961;ACETONE
RETRO_FIRES_V2_1962_ACETONE.nc;1962;forestfire;   0.05942;   0.01867;   0.01132;  0.001655;   0.01279;    0.1319; 2.830e-05;   0.01408;   0.06763;  0.006073;  0.006243;  0.006184;    0.1132;  0.008136;   0.04629;    0.4158;    0.4174;;RETRO;FIRES;V2;1962;ACETONE
RETRO_FIRES_V2_1962_ACETONE.nc;1962;woodedfire;    0.6516; 0.0003679;  0.001058;     0.000; 2.988e-06;    0.3274; 2.988e-06;  0.004735;  0.005544;   0.02856;     0.000;     0.000;    0.3271;   0.02588; 1.163e-05;     1.045;     1.045;;RETRO;FIRES;V2;1962;ACETONE
RETRO_FIRES_V2_1962_ACETONE.nc;1962;grassfire;    0.1459;     0.000; 0.0003799;     0.000;     0.000;  0.008175;     0.000;     0.000; 0.0005288;   0.06403;     0.000;     0.000;  0.008175; 2.739e-07; 2.236e-06;    0.2195;    0.2195;;RETRO;FIRES;V2;1962;ACETONE
RETRO_FIRES_V2_1963_ACETONE.nc;1963;forestfire;   0.06438;   0.01763;   0.01064;  0.001172;   0.02178;    0.1395; 2.199e-05;   0.01631;   0.04020;  0.005918;   0.02068;   0.02065;    0.1218;  0.006958;   0.06315;    0.3878;    0.3897;;RETRO;FIRES;V2;1963;ACETONE
