RETRO_FIRES_V2_1990_OC.nc;1990;forestfire;1.484;0.8377;0.3273;0.4317;0.3652;3.107;0.001173;0.6367;0.6096;0.1791;0.2376;0.2376;2.27;0.08685;1.675;9.328;9.394;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1990;OC
RETRO_FIRES_V2_1990_OC.nc;1990;grassfire;1.573;0;0.002542;0;0;0.08206;0;0;0.004418;0.722;0;0;0.08206;3.90E-06;1.83E-05;2.387;2.387;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1990;OC
RETRO_FIRES_V2_1990_OC.nc;1990;woodedfire;7.095;0.0004953;0.008628;0;0.0001926;3.279;4.93E-05;0.04269;0.03869;0.3355;0.0004029;0.0001433;3.278;0.1539;0.0002982;10.95;10.95;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1990;OC
RETRO_FIRES_V2_1991_OC.nc;1991;forestfire;1.521;1.418;0.2556;0.02233;0.0984;3.69;0.0006931;0.626;0.5582;0.3625;0.07827;0.07808;2.272;0.1012;4.382;11.85;12.05;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1991;OC
RETRO_FIRES_V2_1991_OC.nc;1991;grassfire;1.005;0;0.001033;0;0;0.06836;0;0;0.00554;0.9927;0;0;0.06836;0;2.82E-06;2.081;2.081;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1991;OC
RETRO_FIRES_V2_1991_OC.nc;1991;woodedfire;4.593;0;0.01269;0;3.65E-06;2.731;3.65E-06;0.01775;0.06407;0.477;0.0003207;0;2.731;0.1867;6.49E-05;8.078;8.081;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1991;OC
RETRO_FIRES_V2_1992_OC.nc;1992;forestfire;1.523;0.8503;0.1189;0.05584;0.1106;3.026;0.001073;0.2884;0.5687;0.1751;0.08821;0.08786;2.175;0.08058;4.546;10.58;10.75;kg(species)/m^2/s*gboxarea*1.e-9*366*86400;RETRO;FIRES;V2;1992;OC
RETRO_FIRES_V2_1992_OC.nc;1992;grassfire;1.811;0;0.001209;0;0;0.0842;0;0;0.005294;0.7294;0;0;0.0842;7.25E-06;1.88E-05;2.641;2.641;kg(species)/m^2/s*gboxarea*1.e-9*366*86400;RETRO;FIRES;V2;1992;OC
RETRO_FIRES_V2_1992_OC.nc;1992;woodedfire;8.441;0.001158;0.01221;0;0.0001229;3.372;3.08E-07;0.01742;0.06291;0.3347;0.0001454;0.0001226;3.371;0.1186;0.0002517;12.35;12.36;kg(species)/m^2/s*gboxarea*1.e-9*366*86400;RETRO;FIRES;V2;1992;OC
RETRO_FIRES_V2_1993_OC.nc;1993;forestfire;1.521;1.339;0.1515;0.03492;0.2682;3.493;0.001223;0.62;0.6178;0.1403;0.2408;0.2406;2.154;0.1123;1.974;9.108;9.186;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1993;OC
RETRO_FIRES_V2_1993_OC.nc;1993;grassfire;0.9532;0;0.004965;0;0;0.1021;0;0;0.007979;0.5736;0;0;0.1021;8.34E-06;1.31E-05;1.645;1.645;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1993;OC
RETRO_FIRES_V2_1993_OC.nc;1993;woodedfire;4.253;0.001233;0.01362;0;0.0001991;4.09;2.36E-06;0.01723;0.06331;0.2579;0.0003677;0.0001967;4.089;0.1721;0.0001017;8.86;8.864;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1993;OC
RETRO_FIRES_V2_1994_OC.nc;1994;forestfire;1.521;1.187;0.2456;0.1969;0.1268;3.28;0.001921;1.62;0.4146;0.3038;0.1182;0.1178;2.092;0.07903;3.837;11.75;11.88;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1994;OC
RETRO_FIRES_V2_1994_OC.nc;1994;grassfire;1.099;0;0.0009804;0;0;0.03237;0;0;0.001767;1.19;0;0;0.03237;8.62E-06;3.18E-06;2.328;2.328;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1994;OC
RETRO_FIRES_V2_1994_OC.nc;1994;woodedfire;5.005;0.01082;0.006315;0;6.93E-05;1.308;6.04E-06;0.0266;0.02558;0.5584;0.0001984;6.33E-05;1.297;0.1481;0.0001797;7.077;7.083;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1994;OC
RETRO_FIRES_V2_1995_OC.nc;1995;forestfire;1.521;1.163;0.1401;0.03231;0.05423;3.248;0.0004199;1.71;0.2755;0.1363;0.04694;0.04675;2.085;0.1451;1.292;8.745;8.779;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1995;OC
RETRO_FIRES_V2_1995_OC.nc;1995;grassfire;1.27;0;0.0006066;0;0;0.05219;0;0;0.001054;0.5683;0;0;0.05219;3.48E-06;1.23E-05;1.895;1.895;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1995;OC
RETRO_FIRES_V2_1995_OC.nc;1995;woodedfire;5.724;0.001782;0.005238;0;2.39E-06;2.087;2.39E-06;0.01622;0.01437;0.2536;2.19E-05;0;2.085;0.1716;0.000111;8.271;8.273;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1995;OC
RETRO_FIRES_V2_1996_OC.nc;1996;forestfire;1.523;1.296;0.7156;0.1161;0.1201;3.342;0.001364;0.5;2.201;0.14;0.06888;0.06868;2.046;0.07662;0.8992;10.17;10.2;kg(species)/m^2/s*gboxarea*1.e-9*366*86400;RETRO;FIRES;V2;1996;OC
RETRO_FIRES_V2_1996_OC.nc;1996;grassfire;1.094;0;0.002685;0;0;0.06258;0;0;0.005909;0.5805;0;0;0.06258;7.37E-06;9.24E-06;1.754;1.754;kg(species)/m^2/s*gboxarea*1.e-9*366*86400;RETRO;FIRES;V2;1996;OC
RETRO_FIRES_V2_1996_OC.nc;1996;woodedfire;4.856;0.02373;0.01399;0;6.16E-05;2.523;3.96E-06;0.02954;0.06713;0.2537;0.0002715;5.77E-05;2.5;0.165;0.0001086;7.905;7.906;kg(species)/m^2/s*gboxarea*1.e-9*366*86400;RETRO;FIRES;V2;1996;OC
RETRO_FIRES_V2_1997_OC.nc;1997;forestfire;1.521;0.8177;0.6212;0.06822;0.05705;2.767;0.000567;0.36;0.5212;0.5192;0.04672;0.04588;1.949;0.1043;11.95;18.57;19.11;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1997;OC
RETRO_FIRES_V2_1997_OC.nc;1997;grassfire;1.045;0;0.003416;0;0;0.0643;0;0;0.003005;0.7381;0;0;0.0643;3.45E-06;1.82E-05;1.856;1.856;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1997;OC
RETRO_FIRES_V2_1997_OC.nc;1997;woodedfire;4.605;0.008519;0.009379;0;5.71E-06;2.587;5.71E-06;0.02051;0.0347;0.332;5.14E-05;0;2.578;0.1821;6.57E-05;7.767;7.769;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1997;OC
RETRO_FIRES_V2_1998_OC.nc;1998;forestfire;1.521;1.737;1.888;0.2917;0.33;3.81;0.0006292;1.212;2.323;0.1866;0.2542;0.2539;2.073;0.178;3.917;16.26;16.48;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1998;OC
RETRO_FIRES_V2_1998_OC.nc;1998;grassfire;1.222;0;0.01549;0;0;0.1007;0;0;0.01;0.7653;0;0;0.1007;9.50E-06;1.03E-05;2.115;2.115;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1998;OC
RETRO_FIRES_V2_1998_OC.nc;1998;woodedfire;5.597;0.002513;0.02184;0;0.0001111;4.03;1.93E-05;0.01538;0.1032;0.3478;0.0004031;9.19E-05;4.028;0.1727;0.0002773;10.28;10.28;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1998;OC
RETRO_FIRES_V2_1999_OC.nc;1999;forestfire;1.521;1.053;0.6642;0.03104;0.1793;2.921;0.0005228;0.5083;0.453;0.1897;0.1468;0.1465;1.868;0.1819;1.503;8.348;8.4;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1999;OC
RETRO_FIRES_V2_1999_OC.nc;1999;grassfire;1.336;0;0.000989;0;0;0.03359;0;0;0.002115;0.7585;0;0;0.03359;0;5.74E-06;2.136;2.136;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1999;OC
RETRO_FIRES_V2_1999_OC.nc;1999;woodedfire;6.041;0.009239;0.007896;0;4.90E-05;1.353;1.03E-07;0.03491;0.0288;0.3491;0.0001668;4.89E-05;1.343;0.181;0.000178;7.994;7.999;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1999;OC
RETRO_FIRES_V2_2000_OC.nc;2000;forestfire;1.523;0.8207;0.3623;0.1393;0.2643;2.607;0.002435;0.4829;1.037;0.2023;0.2104;0.2098;1.787;0.2276;1.601;8.752;8.822;kg(species)/m^2/s*gboxarea*1.e-9*366*86400;RETRO;FIRES;V2;2000;OC
RETRO_FIRES_V2_2000_OC.nc;2000;grassfire;1.283;0;0.003041;0;0;0.054;0;0;0.004476;0.8316;0;0;0.054;2.25E-06;2.82E-06;2.181;2.181;kg(species)/m^2/s*gboxarea*1.e-9*366*86400;RETRO;FIRES;V2;2000;OC
RETRO_FIRES_V2_2000_OC.nc;2000;woodedfire;5.664;0.002081;0.01176;0;0.0002924;2.159;0.0002731;0.06385;0.04241;0.3856;0.0002403;1.94E-05;2.157;0.1842;0.0003033;8.512;8.515;kg(species)/m^2/s*gboxarea*1.e-9*366*86400;RETRO;FIRES;V2;2000;OC
