filename; year; sector; australia;brazil;canada;china;france;germany;india;indonesia;iran;italy;japan;korea;mexico;poland;saudi_arabia;spain;thailand;turkey;uk;usa;ussr;global;;field1;field2;field3;field4;field5;field6;field7
RETRO_FIRES_V2_1960_CO.nc;1960;forestfire;     2.073;     11.32;     1.915;     2.664;   0.02677;  0.004351;    0.9109;     4.275;     0.000;   0.08701;     0.000;     0.000;     2.434;   0.09844;     0.000;    0.1622;     1.861;   0.01033;  0.004522;     1.525;     28.13;     80.39;;RETRO;FIRES;V2;1960;CO
RETRO_FIRES_V2_1960_CO.nc;1960;woodedfire;     6.371;     25.51;     0.000;   0.05960;     0.000;     0.000;     3.139;     0.000;     0.000;     0.000;     0.000;     0.000;   0.02397;     0.000;     0.000;     0.000;  0.002938;     0.000;     0.000;    0.6587;    0.6406;     193.4;;RETRO;FIRES;V2;1960;CO
RETRO_FIRES_V2_1960_CO.nc;1960;grassfire;     14.01;     1.177;     0.000;   0.01565;     0.000;     0.000; 4.630e-05;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;    0.1422;     42.23;;RETRO;FIRES;V2;1960;CO
RETRO_FIRES_V2_1961_CO.nc;1961;forestfire;     2.096;     12.26;     7.672;     2.623;   0.03950;  0.008502;    0.8345;     3.531;     0.000;    0.1103;   0.01896;     0.000;     2.927;   0.07859;     0.000;    0.2153;     1.177;   0.01297;  0.005958;     1.185;     10.41;     67.31;;RETRO;FIRES;V2;1961;CO
RETRO_FIRES_V2_1961_CO.nc;1961;woodedfire;     6.631;     18.76;     0.000;   0.05493;     0.000;     0.000;     1.915;     0.000;     0.000;     0.000;     0.000;     0.000;   0.05266;     0.000;     0.000;     0.000;  0.001865;     0.000;     0.000;    0.4200;    0.6529;     122.2;;RETRO;FIRES;V2;1961;CO
RETRO_FIRES_V2_1961_CO.nc;1961;grassfire;     14.37;    0.8686;     0.000;   0.02142;     0.000;     0.000; 9.477e-05;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;    0.1378;     31.03;;RETRO;FIRES;V2;1961;CO
RETRO_FIRES_V2_1962_CO.nc;1962;forestfire;     1.139;     13.35;     1.084;     1.777;   0.01750;  0.006016;    0.9324;     3.134;     0.000;   0.04500;     0.000;     0.000;     3.129;   0.09319;     0.000;   0.08966;     1.088;  0.005445;  0.004566;     1.532;     23.32;     67.95;;RETRO;FIRES;V2;1962;CO
RETRO_FIRES_V2_1962_CO.nc;1962;woodedfire;     3.461;     15.91;     0.000;   0.06919;     0.000;     0.000;     2.691;     0.000;     0.000;     0.000;     0.000;     0.000;   0.04457;     0.000;     0.000;     0.000; 6.705e-05;     0.000;     0.000;    0.5767;    0.6568;     126.7;;RETRO;FIRES;V2;1962;CO
RETRO_FIRES_V2_1962_CO.nc;1962;grassfire;     7.758;    0.7317;     0.000;   0.03168;     0.000;     0.000; 3.318e-05;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;     0.000;    0.1274;     26.60;;RETRO;FIRES;V2;1962;CO
RETRO_FIRES_V2_1963_CO.nc;1963;forestfire;     1.099;     14.49;    0.5849;     1.813;   0.01316;  0.009248;    0.7905;     5.583;     0.000;   0.03438;     0.000;     0.000;     2.978;   0.06746;     0.000;   0.06667;    0.6637;  0.004232;  0.003280;     2.484;     10.63;     61.98;;RETRO;FIRES;V2;1963;CO
