filename; year; sector; australia;brazil;canada;china;france;germany;india;indonesia;iran;italy;japan;korea;mexico;poland;saudi_arabia;spain;thailand;turkey;uk;usa;ussr;global;;field1;field2;field3;field4;field5;field6;field7
RETRO_FIRES_V2_1965_CH4.nc;1965;grassfire;0.6747;0.03228;0;0.0008281;0;0;2.10E-06;0;0;0;0;0;0;0;0;0;0;0;0;0;0.005575;1.507;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1971;CH4;;
RETRO_FIRES_V2_1965_CH4.nc;1965;woodedfire;0.312;0.6433;0;0.002303;0;0;0.07884;0;0;0;0;0;0.004334;0;0;0;6.34E-05;0;0;0.01168;0.02646;5.636;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1971;CH4;;
RETRO_FIRES_V2_1966_CH4.nc;1966;forestfire;0.06369;1.194;0.1703;0.1044;0.001323;0.0002696;0.03271;0.3885;0;0.003958;0.0006792;0;0.1183;0.002393;0;0.007435;0.1637;0.0004467;0.0002238;0.08013;0.2616;4.153;m^2;RETRO;FIRES;V2;1971;CH4;;
RETRO_FIRES_V2_1966_CH4.nc;1966;grassfire;0.3187;0.0308;0;0.001;0;0;3.38E-06;0;0;0;0;0;0;0;0;0;0;0;0;0;0.005757;0.9418;;field1;field2;field3;field4;field5;field6;field7
RETRO_FIRES_V2_1966_CH4.nc;1966;woodedfire;0.1463;0.6245;0;0.00271;0;0;0.06846;0;0;0;0;0;0.002387;0;0;0;5.65E-05;0;0;0.02307;0.03133;4.505;kg(species)/m^2/s*gboxarea*1.e-9*366*86400;RETRO;FIRES;V2;1972;CH4;;
RETRO_FIRES_V2_1967_CH4.nc;1967;forestfire;0.0745;1.252;0.09952;0.03276;0.001193;0.0002099;0.03345;0.3364;0;0.003371;0.0001441;0;0.2021;0.00229;0;0.006433;0.05245;0.000396;0.0001403;0.07782;0.3364;3.851;kg(species)/m^2/s*gboxarea*1.e-9*366*86400;RETRO;FIRES;V2;1972;CH4;;
RETRO_FIRES_V2_1967_CH4.nc;1967;grassfire;0.3894;0.03542;0;0.0005627;0;0;8.29E-06;0;0;0;0;0;0;0;0;0;0;0;0;0;0.01147;1.041;kg(species)/m^2/s*gboxarea*1.e-9*366*86400;RETRO;FIRES;V2;1972;CH4;;
RETRO_FIRES_V2_1967_CH4.nc;1967;woodedfire;0.1719;0.687;0;0.002481;0;0;0.07631;0;0;0;0;0;0.001951;0;0;0;4.25E-05;0;0;0.02423;0.03179;4.7;m^2;RETRO;FIRES;V2;1972;CH4;;
RETRO_FIRES_V2_1968_CH4.nc;1968;forestfire;0.04786;1.337;0.217;0.0882;0.000981;0.0003025;0.04312;0.5906;0;0.00325;0.002351;0;0.1798;0.00212;0;0.006163;0.04923;0.000376;0.0001672;0.0877;0.3174;4.506;;field1;field2;field3;field4;field5;field6;field7
RETRO_FIRES_V2_1968_CH4.nc;1968;grassfire;0.2506;0.03712;0;0.002057;0;0;1.58E-06;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00625;0.9704;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1973;CH4;;
RETRO_FIRES_V2_1968_CH4.nc;1968;woodedfire;0.1092;0.8139;0;0.003347;0;0;0.08896;0;0;0;0;0;0.001976;0;0;0;2.25E-05;0;0;0.0225;0.02908;5.201;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1973;CH4;;
RETRO_FIRES_V2_1969_CH4.nc;1969;forestfire;0.1083;1.412;0.3876;0.1483;0.0008423;0.000187;0.04756;0.83;0;0.002307;0;0;0.4872;0.003759;0;0.004556;0.1077;0.0002758;0.0002577;0.346;0.5486;6.277;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1973;CH4;;
RETRO_FIRES_V2_1969_CH4.nc;1969;grassfire;0.5628;0.04318;0;0.0005544;0;0;3.51E-06;0;0;0;0;0;0;0;0;0;0;0;0;0;0.007896;1.263;m^2;RETRO;FIRES;V2;1973;CH4;;
RETRO_FIRES_V2_1969_CH4.nc;1969;woodedfire;0.2538;0.8984;0;0.003921;0;0;0.07796;0;0;0;0;0;0.0009424;0;0;0;0.0001015;0;0;0.05738;0.03231;5.505;;field1;field2;field3;field4;field5;field6;field7
RETRO_FIRES_V2_1970_CH4.nc;1970;forestfire;0.07908;1.504;0.2754;0.1187;0.001456;0.0003294;0.03962;0.4851;0;0.004912;0;0;0.306;0.002205;0;0.009325;0.09186;0.0005785;8.82E-05;0.05353;0.5092;5.317;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1974;CH4;;
RETRO_FIRES_V2_1970_CH4.nc;1970;grassfire;0.417;0.05335;0;0.000883;0;0;5.18E-06;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00555;1.592;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1974;CH4;;
RETRO_FIRES_V2_1970_CH4.nc;1970;woodedfire;0.1881;1.163;0;0.003353;0;0;0.08554;0;0;0;0;0;0.003406;0;0;0;0;0;0;0.01498;0.02892;8.228;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1974;CH4;;
RETRO_FIRES_V2_1971_CH4.nc;1971;forestfire;0.0544;1.565;0.3254;0.02162;0.0006058;0.0002947;0.03908;0.262;0;0.002196;0;0;0.3668;0.002536;0;0.004007;0.01525;0.0002585;0.0001668;0.1136;0.3119;4.647;m^2;RETRO;FIRES;V2;1974;CH4;;
RETRO_FIRES_V2_1971_CH4.nc;1971;grassfire;0.2867;0.01924;0;0.0006085;0;0;8.34E-06;0;0;0;0;0;0;0;0;0;0;0;0;0;0.003683;0.9553;;field1;field2;field3;field4;field5;field6;field7
RETRO_FIRES_V2_1971_CH4.nc;1971;woodedfire;0.125;0.4326;0;0.002335;0;0;0.09859;0;0;0;0;0;0.002319;0;0;0;6.54E-05;0;0;0.02643;0.01938;4.175;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1975;CH4;;
RETRO_FIRES_V2_1972_CH4.nc;1972;forestfire;0.1127;1.622;0.1359;0.117;0.0005976;0.0002045;0.04102;1.866;0;0.001815;0.004561;0;0.293;0.006366;0;0.003393;0.09352;0.0002075;0.0002351;0.132;1.159;7.961;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1975;CH4;;
RETRO_FIRES_V2_1972_CH4.nc;1972;grassfire;0.593;0.03673;0;0.000611;0;0;2.44E-06;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00632;1.319;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1975;CH4;;
RETRO_FIRES_V2_1972_CH4.nc;1972;woodedfire;0.2647;0.7501;0;0.002371;0;0;0.1001;0;0;0;0;0;0.001534;0;0;0;5.66E-06;0;0;0.02169;0.03331;5.357;m^2;RETRO;FIRES;V2;1975;CH4;;
RETRO_FIRES_V2_1973_CH4.nc;1973;forestfire;0.0533;1.705;0.141;0.1092;0.00115;0.0003576;0.08621;0.4889;0;0.003729;0.0009461;0;0.3994;0.001426;0;0.00715;0.1088;0.0004469;0.0001983;0.04288;0.3731;5.685;;field1;field2;field3;field4;field5;field6;field7
RETRO_FIRES_V2_1973_CH4.nc;1973;grassfire;0.2782;0.02115;0;0.0008873;0;0;2.23E-06;0;0;0;0;0;0;0;0;0;0;0;0;0;0.01135;1.081;kg(species)/m^2/s*gboxarea*1.e-9*366*86400;RETRO;FIRES;V2;1976;CH4;;
RETRO_FIRES_V2_1973_CH4.nc;1973;woodedfire;0.1252;0.4285;0;0.004235;0;0;0.07081;0;0;0;0;0;0.0007596;0;0;0;0;0;0;0.009897;0.0618;4.824;kg(species)/m^2/s*gboxarea*1.e-9*366*86400;RETRO;FIRES;V2;1976;CH4;;
RETRO_FIRES_V2_1974_CH4.nc;1974;forestfire;0.07328;1.812;0.1113;0.01316;0.001295;0.0002053;0.0359;0.2427;0;0.003805;0;0;0.541;0.002568;0;0.00709;0.006621;0.0004289;0.0002325;0.07481;0.1135;4.824;kg(species)/m^2/s*gboxarea*1.e-9*366*86400;RETRO;FIRES;V2;1976;CH4;;
RETRO_FIRES_V2_1974_CH4.nc;1974;grassfire;0.3797;0.0261;0;0.0005874;0;0;4.89E-07;0;0;0;0;0;0;0;0;0;0;0;0;0;0.002247;0.9229;m^2;RETRO;FIRES;V2;1976;CH4;;
RETRO_FIRES_V2_1974_CH4.nc;1974;woodedfire;0.1648;0.569;0;0.00212;0;0;0.09742;0;0;0;0;0;0.001461;0;0;0;0.0001024;0;0;0.01718;0.01017;3.973;;field1;field2;field3;field4;field5;field6;field7
RETRO_FIRES_V2_1975_CH4.nc;1975;forestfire;0.09689;1.899;0.2326;0.09512;0.001094;0.0002156;0.04464;0.2276;0;0.003398;0;0;0.4784;0.003571;0;0.006512;0.02496;0.0004041;0.0003855;0.03971;0.1526;5.278;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1977;CH4;;
RETRO_FIRES_V2_1975_CH4.nc;1975;grassfire;0.4991;0.03626;0;0.0008315;0;0;1.76E-06;0;0;0;0;0;0;0;0;0;0;0;0;0;0.001876;1.202;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1977;CH4;;
RETRO_FIRES_V2_1975_CH4.nc;1975;woodedfire;0.2254;0.7689;0;0.001761;0;0;0.08228;0;0;0;0;0;0.001173;0;0;0;2.00E-05;0;0;0.009151;0.009069;5.193;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1977;CH4;;
RETRO_FIRES_V2_1976_CH4.nc;1976;forestfire;0.1487;1.913;0.4596;0.02405;0.00048;0.0003948;0.04741;0.7786;0;0.001724;0;0;0.3963;0.002936;0;0.003212;0.03073;0.0002018;0.0001858;0.08846;0.1111;6.062;m^2;RETRO;FIRES;V2;1977;CH4;;
RETRO_FIRES_V2_1976_CH4.nc;1976;grassfire;0.768;0.0487;0;0.001224;0;0;5.48E-06;0;0;0;0;0;0;0;0;0;0;0;0;0;0.03279;1.459;;field1;field2;field3;field4;field5;field6;field7
RETRO_FIRES_V2_1976_CH4.nc;1976;woodedfire;0.3351;1.034;0;0.01059;0;0;0.1121;0;0;0;0;0;0.0006553;0;0;0;2.66E-05;0;0;0.0283;0.1313;5.892;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1978;CH4;;
RETRO_FIRES_V2_1977_CH4.nc;1977;forestfire;0.1481;1.985;0.261;0.1047;0.00147;0.0003403;0.07601;2.279;0;0.004462;0;0;0.4904;0.003752;0;0.008213;0.0931;0.0004996;0.0002041;0.22;0.3658;8.47;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1978;CH4;;
RETRO_FIRES_V2_1977_CH4.nc;1977;grassfire;0.7505;0.02337;0;0.0006186;0;0;3.10E-06;0;0;0;0;0;0;0;0;0;0;0;0;0;0.003929;1.579;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1978;CH4;;
RETRO_FIRES_V2_1977_CH4.nc;1977;woodedfire;0.3512;0.4943;0;0.003563;0;0;0.0838;0;0;0;0;0;0.001152;0;0;0;7.69E-06;0;0;0.03025;0.02141;5.271;m^2;RETRO;FIRES;V2;1978;CH4;;
RETRO_FIRES_V2_1978_CH4.nc;1978;forestfire;0.0885;2.102;0.04292;0.08011;0.001367;0.000294;0.05441;0.7489;0;0.00449;0;0;0.5473;0.005431;0;0.008464;0.1569;0.0005156;0.0002398;0.0607;0.1389;6.621;;field1;field2;field3;field4;field5;field6;field7
RETRO_FIRES_V2_1978_CH4.nc;1978;grassfire;0.4577;0.03928;0;0.0005367;0;0;3.44E-06;0;0;0;0;0;0;0;0;0;0;0;0;0;0.002378;1.192;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1979;CH4;;
RETRO_FIRES_V2_1978_CH4.nc;1978;woodedfire;0.2099;0.7634;0;0.002142;0;0;0.09109;0;0;0;0;0;0.001386;0;0;0;3.01E-05;0;0;0.01911;0.01224;5.527;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1979;CH4;;
RETRO_FIRES_V2_1979_CH4.nc;1979;forestfire;0.1441;2.175;0.5612;0.1042;0.001042;0.0005763;0.04579;1.464;0;0.003112;0;0;0.7832;0.003581;0;0.005738;0.08394;0.0003765;9.90E-05;0.1219;0.1859;8.324;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1979;CH4;;
RETRO_FIRES_V2_1979_CH4.nc;1979;grassfire;0.7428;0.04238;0;0.000903;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.003711;1.76;m^2;RETRO;FIRES;V2;1979;CH4;;
RETRO_FIRES_V2_1979_CH4.nc;1979;woodedfire;0.3468;0.9101;0;0.002667;0;0;0.1012;0;0;0;0;0;0.005993;0;0;0;5.90E-05;0;0;0.01596;0.01936;7.215;;field1;field2;field3;field4;field5;field6;field7
RETRO_FIRES_V2_1980_CH4.nc;1980;forestfire;0.1677;2.221;0.9046;0.111;0.001327;0.0002572;0.04349;1.543;0;0.003798;0;0;0.5633;0.003225;0;0.007249;0.1758;0.0004094;0.0002728;0.09358;0.1374;8.766;kg(species)/m^2/s*gboxarea*1.e-9*366*86400;RETRO;FIRES;V2;1980;CH4;;
RETRO_FIRES_V2_1980_CH4.nc;1980;grassfire;0.8712;0.04686;0;0.0007;0;0;3.14E-06;0;0;0;0;0;0;0;0;0;0;0;0;0;0.002107;1.921;kg(species)/m^2/s*gboxarea*1.e-9*366*86400;RETRO;FIRES;V2;1980;CH4;;
RETRO_FIRES_V2_1980_CH4.nc;1980;woodedfire;0.4032;0.9317;0;0.001993;0;0;0.0974;0;0;0;0;0;0.01576;0;0;0;4.08E-06;0;0;0.01514;0.01204;7.469;kg(species)/m^2/s*gboxarea*1.e-9*366*86400;RETRO;FIRES;V2;1980;CH4;;
RETRO_FIRES_V2_1981_CH4.nc;1981;forestfire;0.06841;2.306;0.8143;0.1354;0.002102;0.0002347;0.04161;1.116;0;0.006992;0;0;0.3223;0.003522;0;0.01288;0.09854;0.0007833;0.0001661;0.1284;0.1979;7.863;m^2;RETRO;FIRES;V2;1980;CH4;;
RETRO_FIRES_V2_1981_CH4.nc;1981;grassfire;0.3565;0.03537;0;0.001305;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.006057;1.11;;field1;field2;field3;field4;field5;field6;field7
RETRO_FIRES_V2_1981_CH4.nc;1981;woodedfire;0.1591;0.7802;0;0.003656;0;0;0.07103;0;0;0;0;0;0.00602;0;0;0;6.33E-05;0;0;0.0252;0.03346;5.302;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1981;CH4;;
RETRO_FIRES_V2_1982_CH4.nc;1982;forestfire;0.1382;2.409;0.2661;0.1754;0.0008922;0.0003248;0.0541;8.732;0;0.002492;0;0;0.8489;0.001595;0;0.004634;0.05103;0.0003006;0.0002063;0.04466;0.3175;16.51;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1981;CH4;;
RETRO_FIRES_V2_1982_CH4.nc;1982;grassfire;0.7245;0.03945;0;0.0006555;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.003633;1.678;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1981;CH4;;
RETRO_FIRES_V2_1982_CH4.nc;1982;woodedfire;0.3242;0.8013;0;0.003425;0;0;0.09392;0;0;0;0;0;0.004072;0;0;0;6.55E-05;0;0;0.01001;0.01943;6.557;m^2;RETRO;FIRES;V2;1981;CH4;;
RETRO_FIRES_V2_1983_CH4.nc;1983;forestfire;0.08137;2.428;0.2637;0.09197;0.00198;0.0001814;0.07727;2.513;0;0.005931;0.0009944;0;0.5075;0.003748;0;0.01147;0.359;0.0007022;0.0001149;0.08863;0.1096;10.28;;field1;field2;field3;field4;field5;field6;field7
RETRO_FIRES_V2_1983_CH4.nc;1983;grassfire;0.4312;0.04145;0;0.0007159;0;0;2.38E-06;0;0;0;0;0;0;0;0;0;0;0;0;0;0.002249;1.298;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1982;CH4;;
RETRO_FIRES_V2_1983_CH4.nc;1983;woodedfire;0.1966;0.8353;0;0.00295;0;0;0.09175;0;0;0;0;0;0.003237;0;0;0;1.68E-05;0;0;0.02473;0.01563;6.117;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1982;CH4;;
RETRO_FIRES_V2_1984_CH4.nc;1984;forestfire;0.08325;2.539;0.1074;0.09312;0.0007648;0.0004032;0.06593;1.061;0;0.002935;0.0008756;0;0.5529;0.002542;0;0.005311;0.111;0.000341;0.0001925;0.03983;0.2735;7.896;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1982;CH4;;
RETRO_FIRES_V2_1984_CH4.nc;1984;grassfire;0.4355;0.01577;0;0.0011;0;0;1.78E-06;0;0;0;0;0;0;0;0;0;0;0;0;0;0.005123;1.09;m^2;RETRO;FIRES;V2;1982;CH4;;
RETRO_FIRES_V2_1984_CH4.nc;1984;woodedfire;0.1953;0.321;0;0.002889;0;0;0.1102;0;0;0;0;0;0.005733;0;0;0;3.01E-05;0;0;0.008562;0.03132;3.978;;field1;field2;field3;field4;field5;field6;field7
RETRO_FIRES_V2_1985_CH4.nc;1985;forestfire;0.164;2.549;0.1248;0.09411;0.001614;0.0002164;0.04013;0.8669;0;0.00426;0;0;0.6858;0.003462;0;0.008284;0.06611;0.0005108;0.0002559;0.1238;0.5017;7.988;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1983;CH4;;
RETRO_FIRES_V2_1985_CH4.nc;1985;grassfire;0.8537;0.02123;0;0.0007856;0;0;1.43E-06;0;0;0;0;0;0;0;0;0;0;0;0;0;0.006967;1.436;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1983;CH4;;
RETRO_FIRES_V2_1985_CH4.nc;1985;woodedfire;0.3981;0.4021;0;0.004207;0;0;0.08017;0;0;0;0;0;0.002017;0;0;0;3.33E-05;0;0;0.02583;0.03285;4.129;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1983;CH4;;
RETRO_FIRES_V2_1986_CH4.nc;1986;forestfire;0.1153;2.541;0.221;0.1454;0.0009787;0.0003184;0.05399;2.482;0;0.003287;0.00105;0;0.6981;0.002641;0;0.006226;0.06936;0.0003862;0.0002092;0.09595;0.6869;10.38;m^2;RETRO;FIRES;V2;1983;CH4;;
RETRO_FIRES_V2_1986_CH4.nc;1986;grassfire;0.5921;0.02861;0;0.0009963;0;0;4.82E-06;0;0;0;0;0;0;0;0;0;0;0;0;0;0.01564;1.189;;field1;field2;field3;field4;field5;field6;field7
RETRO_FIRES_V2_1986_CH4.nc;1986;woodedfire;0.2732;0.5662;0;0.00404;0;0;0.09742;0;0;0;0;0;0.009222;0;0;0;0;0;0;0.01505;0.06694;4.424;kg(species)/m^2/s*gboxarea*1.e-9*366*86400;RETRO;FIRES;V2;1984;CH4;;
RETRO_FIRES_V2_1987_CH4.nc;1987;forestfire;0.06822;2.529;0.2377;0.2391;0.001192;0.0001681;0.03547;5.233;0;0.004749;0.0002487;0;0.8504;0.001287;0;0.007702;0.1932;0.0005239;0.000175;0.05895;0.4914;13.53;kg(species)/m^2/s*gboxarea*1.e-9*366*86400;RETRO;FIRES;V2;1984;CH4;;
RETRO_FIRES_V2_1987_CH4.nc;1987;grassfire;0.3528;0.048;0;0.002026;0;0;4.16E-06;0;0;0;0;0;0;0;0;0;0;0;0;0;0.01882;1.235;m^2;RETRO;FIRES;V2;1992;CH4;;
RETRO_FIRES_V2_1987_CH4.nc;1987;woodedfire;0.1607;1.022;0;0.01047;0;0;0.07907;0;0;0;0;0;0.01218;0;0;0;1.62E-05;0;0;0.01248;0.1043;6.57;;field1;field2;field3;field4;field5;field6;field7
RETRO_FIRES_V2_1988_CH4.nc;1988;forestfire;0.07233;2.494;0.2087;0.1763;0.001012;0.0001833;0.0437;0.7071;0;0.007549;0.0004846;0;0.9427;0.0003758;0;0.006531;0.1008;0.000788;0.0001914;0.3466;0.6608;8.878;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1993;CH4;;
RETRO_FIRES_V2_1988_CH4.nc;1988;grassfire;0.3719;0.02974;0;0.0006918;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.007908;0.9074;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1993;CH4;;
RETRO_FIRES_V2_1988_CH4.nc;1988;woodedfire;0.1701;0.6484;0;0.002971;0;0;0.08159;0;0;0;0;0;0.009721;0;0;0;6.10E-05;0;0;0.05687;0.03269;4.101;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1993;CH4;;
RETRO_FIRES_V2_1989_CH4.nc;1989;forestfire;0.07408;2.403;1.146;0.1237;0.003816;0.0002003;0.03725;0.8456;0;0.003961;0.001399;0;0.6619;0.0008564;0;0.02117;0.04228;0.0005984;0.0002331;0.0373;0.4941;9.014;m^2;RETRO;FIRES;V2;1993;CH4;;
RETRO_FIRES_V2_1989_CH4.nc;1989;grassfire;0.3845;0.03013;0;0.003588;0;0;2.48E-06;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00765;1.079;;field1;field2;field3;field4;field5;field6;field7
RETRO_FIRES_V2_1989_CH4.nc;1989;woodedfire;0.1739;0.6611;0;0.002311;0;0;0.09222;0;0;0;0;0;0.0016;0;0;0;5.16E-06;0;0;0.01774;0.04437;4.771;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1994;CH4;;
RETRO_FIRES_V2_1990_CH4.nc;1990;forestfire;0.09687;2.396;0.1778;0.1911;0.003747;0.0002556;0.04564;1.689;0;0.007942;0.0002432;0;0.5524;0.001053;0;0.01117;0.1527;0.0006161;0.0002607;0.4762;0.7538;10.26;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1994;CH4;;
RETRO_FIRES_V2_1990_CH4.nc;1990;grassfire;0.4963;0.04418;0;0.001344;0;0;2.68E-06;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00613;1.647;kg(species)/m^2/s*gboxarea*1.e-9*365*86400;RETRO;FIRES;V2;1994;CH4;;
