ctry,landtype,AEZ1,AEZ2,AEZ3,AEZ4,AEZ5,AEZ6,AEZ7,AEZ8,AEZ9,AEZ10,AEZ11,AEZ12,AEZ13,AEZ14,AEZ15,AEZ16,AEZ17,AEZ18
cod,Forest,0,0,0,19282432,39968216,128031800,0,0,257383,467601,0,0,0,0,0,0,0,0
cod,SavnGrasslnd,0,0,0,3598036,8117192,10251084,0,0,0,0,0,0,0,0,0,0,0,0
cod,Shrubland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cod,Cropland,0,0,0,3238110,4003939,1432488,0,0,4673,11223,0,0,0,0,0,0,0,0
cod,Pastureland,0,0,0,7497176,6790279,2131905,0,0,39934,117975,0,0,0,0,0,0,0,0
cod,Builtupland,0,0,0,37933,42067,78326,0,0,0,8399,0,0,0,0,0,0,0,0
cod,Otherland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cog,Forest,0,0,0,0,4092723,24853466,0,0,0,0,0,0,0,0,0,0,0,0
cog,SavnGrasslnd,0,0,0,0,1319210,3557060,0,0,0,0,0,0,0,0,0,0,0,0
cog,Shrubland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cog,Cropland,0,0,0,0,86574,646829,0,0,0,0,0,0,0,0,0,0,0,0
cog,Pastureland,0,0,0,0,655159,1638526,0,0,0,0,0,0,0,0,0,0,0,0
cog,Builtupland,0,0,0,0,36376,172,0,0,0,0,0,0,0,0,0,0,0,0
cog,Otherland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cok,Forest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cok,SavnGrasslnd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cok,Shrubland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cok,Cropland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cok,Pastureland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cok,Builtupland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cok,Otherland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
col,Forest,0,0,0,554187,2979329,63035440,0,0,0,0,513521,1358497,0,0,0,0,0,0
col,SavnGrasslnd,0,243054,0,0,2748754,6009422,0,0,0,0,0,184500,0,0,0,0,0,0
col,Shrubland,0,0,0,0,189903,721630,0,0,0,0,0,0,0,0,0,0,0,0
col,Cropland,0,2,43,32743,621870,2760581,0,0,0,0,50337,195406,0,0,0,0,0,0
col,Pastureland,0,263248,176621,629842,8785553,23947038,0,0,0,0,360310,1344298,0,0,0,0,0,0
col,Builtupland,0,0,0,1859,19005,89334,0,0,0,0,693,343,0,0,0,0,0,0
col,Otherland,0,403814,127084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com,Forest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com,SavnGrasslnd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com,Shrubland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com,Cropland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com,Pastureland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com,Builtupland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com,Otherland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cpv,Forest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cpv,SavnGrasslnd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cpv,Shrubland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cpv,Cropland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cpv,Pastureland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cpv,Builtupland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cpv,Otherland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cri,Forest,0,0,0,41605,455818,2414149,0,0,0,0,0,0,0,0,0,0,0,0
cri,SavnGrasslnd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cri,Shrubland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cri,Cropland,0,0,0,221418,315653,149837,0,0,0,0,0,0,0,0,0,0,0,0
cri,Pastureland,0,0,0,347572,1047112,1403210,0,0,0,0,0,0,0,0,0,0,0,0
cri,Builtupland,0,0,0,0,14543,5202,0,0,0,0,0,0,0,0,0,0,0,0
cri,Otherland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cub,Forest,0,0,0,1245708,1892288,912144,0,0,0,0,0,0,0,0,0,0,0,0
cub,SavnGrasslnd,0,0,0,0,172369,0,0,0,0,0,0,0,0,0,0,0,0,0
cub,Shrubland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cub,Cropland,0,0,0,1198779,3343540,421678,0,0,0,0,0,0,0,0,0,0,0,0
cub,Pastureland,0,0,0,439761,1796439,685034,0,0,0,0,0,0,0,0,0,0,0,0
cub,Builtupland,0,0,0,109,570,0,0,0,0,0,0,0,0,0,0,0,0,0
cub,Otherland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cym,Forest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cym,SavnGrasslnd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cym,Shrubland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cym,Cropland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cym,Pastureland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cym,Builtupland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cym,Otherland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cyp,Forest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cyp,SavnGrasslnd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cyp,Shrubland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cyp,Cropland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cyp,Pastureland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cyp,Builtupland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cyp,Otherland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cze,Forest,0,0,0,0,0,0,0,0,0,3628167,0,0,0,0,0,0,0,0
cze,SavnGrasslnd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cze,Shrubland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cze,Cropland,0,0,0,0,0,0,0,0,0,3141046,0,0,0,0,0,0,0,0
cze,Pastureland,0,0,0,0,0,0,0,0,0,992400,0,0,0,0,0,0,0,0
cze,Builtupland,0,0,0,0,0,0,0,0,0,256362,0,0,0,0,0,0,0,0
cze,Otherland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
deu,Forest,0,0,0,0,0,0,0,0,0,14398354,2000358,0,0,0,0,158583,0,0
deu,SavnGrasslnd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
deu,Shrubland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
deu,Cropland,0,0,0,0,0,0,0,0,0,10783058,1755648,0,0,0,0,5212,0,0
deu,Pastureland,0,0,0,0,0,0,0,0,0,4697628,698914,0,0,0,0,41181,0,0
deu,Builtupland,0,0,0,0,0,0,0,0,0,1194489,839346,0,0,0,0,3625,0,0
deu,Otherland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dji,Forest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dji,SavnGrasslnd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dji,Shrubland,423042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dji,Cropland,1092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dji,Pastureland,556198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dji,Builtupland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dji,Otherland,1145294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dma,Forest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dma,SavnGrasslnd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dma,Shrubland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dma,Cropland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dma,Pastureland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dma,Builtupland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dma,Otherland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dnk,Forest,0,0,0,0,0,0,0,0,0,1364316,0,0,0,0,0,0,0,0
dnk,SavnGrasslnd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dnk,Shrubland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dnk,Cropland,0,0,0,0,0,0,0,0,0,3197374,0,0,0,0,0,0,0,0
dnk,Pastureland,0,0,0,0,0,0,0,0,0,459716,0,0,0,0,0,0,0,0
dnk,Builtupland,0,0,0,0,0,0,0,0,0,194109,0,0,0,0,0,0,0,0
dnk,Otherland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dom,Forest,0,0,0,0,396355,559308,0,0,0,0,0,0,0,0,0,0,0,0
dom,SavnGrasslnd,0,0,0,0,48234,0,0,0,0,0,0,0,0,0,0,0,0,0
dom,Shrubland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dom,Cropland,0,0,0,0,730288,936703,0,0,0,0,0,0,0,0,0,0,0,0
dom,Pastureland,0,0,0,0,873668,1422920,0,0,0,0,0,0,0,0,0,0,0,0
dom,Builtupland,0,0,0,0,6950,13599,0,0,0,0,0,0,0,0,0,0,0,0
dom,Otherland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dza,Forest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dza,SavnGrasslnd,0,0,0,0,0,0,0,0,12518,147560,0,0,0,0,0,0,0,0
dza,Shrubland,0,0,0,0,0,0,544217,1719126,3717461,1456899,0,0,0,0,0,0,0,0
dza,Cropland,0,0,0,0,0,0,28683,81629,2100895,3207448,0,0,0,0,0,0,0,0
dza,Pastureland,40852,0,0,0,0,0,16976974,2568634,5013112,3219948,0,0,0,0,0,0,0,0
dza,Builtupland,0,0,0,0,0,0,21421,21852,150949,273222,0,0,0,0,0,0,0,0
dza,Otherland,14977923,0,0,0,0,0,167985232,3298916,925108,446872,0,0,0,0,0,0,0,0
ecu,Forest,0,669306,1583654,395110,619284,8498210,0,482530,322865,159016,559127,260557,0,0,0,0,0,0
ecu,SavnGrasslnd,0,0,224439,0,0,263122,0,0,0,287829,292974,394701,0,0,0,0,0,0
ecu,Shrubland,533172,692545,0,0,0,296309,0,0,0,0,0,270913,0,0,0,0,0,0
ecu,Cropland,36209,144716,312770,332911,319919,904811,0,51935,68941,158869,271347,102955,0,0,0,0,0,0
ecu,Pastureland,49256,346193,642602,202623,300883,2130907,0,83684,225895,312630,490481,199603,0,0,0,0,0,0
ecu,Builtupland,344,6402,26198,0,0,2363,0,430,1634,11448,27506,11807,0,0,0,0,0,0
ecu,Otherland,0,0,0,0,0,0,0,0,0,0,219475,0,0,0,0,0,0,0
egy,Forest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
egy,SavnGrasslnd,165068,54517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
egy,Shrubland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
egy,Cropland,1855344,174910,0,0,0,0,463793,0,0,0,0,0,0,0,0,0,0,0
egy,Pastureland,688838,4707,0,0,0,0,725886,0,0,0,0,0,0,0,0,0,0,0
egy,Builtupland,254456,31102,0,0,0,0,46507,0,0,0,0,0,0,0,0,0,0,0
egy,Otherland,25983428,0,0,0,0,0,69887568,0,0,0,0,0,0,0,0,0,0,0
eri,Forest,0,32820,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eri,SavnGrasslnd,480949,458672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eri,Shrubland,453650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eri,Cropland,125381,398091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eri,Pastureland,4565322,2395942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eri,Builtupland,12178,11248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eri,Otherland,3624101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
esp,Forest,0,0,0,0,0,0,0,0,2727214,1932982,508586,481366,0,0,0,0,0,0
esp,SavnGrasslnd,0,0,0,0,0,0,0,94727,1108284,1977356,370690,1860297,0,0,0,0,0,0
esp,Shrubland,0,0,0,187477,0,0,0,172807,6361602,4372066,596696,152842,0,0,0,0,0,0
esp,Cropland,0,0,0,18901,0,0,0,327802,10530287,7398878,298685,137598,0,0,0,0,0,0
esp,Pastureland,0,0,0,25720,0,0,0,102005,2799755,3108837,290996,666031,0,0,0,0,0,0
esp,Builtupland,0,0,0,18101,0,0,0,43516,663702,455163,225256,100692,0,0,0,0,0,0
esp,Otherland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
est,Forest,0,0,0,0,0,0,0,0,0,3391344,0,0,0,0,0,211184,0,0
est,SavnGrasslnd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
est,Shrubland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
est,Cropland,0,0,0,0,0,0,0,0,0,809336,0,0,0,0,0,88400,0,0
est,Pastureland,0,0,0,0,0,0,0,0,0,133230,0,0,0,0,0,16834,0,0
est,Builtupland,0,0,0,0,0,0,0,0,0,30054,0,0,0,0,0,838,0,0
est,Otherland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eth,Forest,0,150224,0,287917,3091674,2357150,0,0,0,0,413056,247212,0,0,0,0,0,0
eth,SavnGrasslnd,755547,3583475,5063756,13199164,6186516,276971,0,337505,1584123,2613650,2971765,540386,0,0,0,0,0,0
eth,Shrubland,16011518,8751179,4306128,1041546,3045520,305280,0,0,418167,0,0,180860,0,0,0,0,0,0
eth,Cropland,434036,2435690,1274806,1848122,1570536,84084,0,175035,525869,1072730,1452678,168743,0,0,0,0,0,0
eth,Pastureland,6777879,5875563,2844356,2895263,1156189,50373,0,89426,194482,244584,329105,93657,0,0,0,0,0,0
eth,Builtupland,6374,13246,3740,19039,27836,4017,0,1336,2438,29855,35268,854,0,0,0,0,0,0
eth,Otherland,6053444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fin,Forest,0,0,0,0,0,0,0,0,4511434,341841,0,0,0,3023237,23922774,0,0,0
fin,SavnGrasslnd,0,0,0,0,0,0,0,0,0,0,0,0,0,107382,0,0,0,0
fin,Shrubland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fin,Cropland,0,0,0,0,0,0,0,0,777465,108339,0,0,0,0,1562009,0,0,0
fin,Pastureland,0,0,0,0,0,0,0,0,12872,1358,0,0,0,0,15347,0,0,0
fin,Builtupland,0,0,0,0,0,0,0,0,76961,7958,0,0,0,32,110787,0,0,0
fin,Otherland,0,0,0,0,0,0,0,0,0,0,0,0,0,109918,0,0,0,0
fji,Forest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fji,SavnGrasslnd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fji,Shrubland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fji,Cropland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fji,Pastureland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fji,Builtupland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fji,Otherland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
flk,Forest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
flk,SavnGrasslnd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
flk,Shrubland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
flk,Cropland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
flk,Pastureland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
flk,Builtupland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
flk,Otherland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fra,Forest,0,0,0,0,0,0,0,0,0,7039068,10700147,2352206,0,0,846776,305736,0,0
fra,SavnGrasslnd,0,0,0,0,0,0,0,0,0,157148,652800,206198,0,0,0,0,0,0
fra,Shrubland,0,0,0,0,0,0,0,0,0,141794,251931,139461,0,0,0,0,0,0
fra,Cropland,0,0,0,0,0,0,0,0,0,4752110,11456528,3108596,0,0,36854,33086,0,0
fra,Pastureland,0,0,0,0,0,0,0,0,0,1981131,7124792,1041161,0,0,221129,96346,0,0
fra,Builtupland,0,0,0,0,0,0,0,0,0,461166,1493814,207715,0,0,44365,7398,0,0
fra,Otherland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172695,0,0,0
fro,Forest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fro,SavnGrasslnd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fro,Shrubland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fro,Cropland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fro,Pastureland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fro,Builtupland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fro,Otherland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fsm,Forest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fsm,SavnGrasslnd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fsm,Shrubland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fsm,Cropland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fsm,Pastureland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fsm,Builtupland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fsm,Otherland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gab,Forest,0,0,0,0,1802306,20359564,0,0,0,0,0,0,0,0,0,0,0,0
gab,SavnGrasslnd,0,0,0,0,1743658,273429,0,0,0,0,0,0,0,0,0,0,0,0
gab,Shrubland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gab,Cropland,0,0,0,0,79352,236471,0,0,0,0,0,0,0,0,0,0,0,0
gab,Pastureland,0,0,0,0,94235,215266,0,0,0,0,0,0,0,0,0,0,0,0
gab,Builtupland,0,0,0,0,0,7706,0,0,0,0,0,0,0,0,0,0,0,0
gab,Otherland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gbr,Forest,0,0,0,0,0,0,0,0,0,906193,2859755,1195564,0,0,340215,2422948,0,0
gbr,SavnGrasslnd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gbr,Shrubland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gbr,Cropland,0,0,0,0,0,0,0,0,0,812765,4915830,1099156,0,0,0,216598,0,0
gbr,Pastureland,0,0,0,0,0,0,0,0,0,2459471,4592720,1990953,0,0,0,1239250,0,0
gbr,Builtupland,0,0,0,0,0,0,0,0,0,122320,1116940,132218,0,0,0,6026,0,0
gbr,Otherland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
geo,Forest,0,0,0,0,0,0,0,0,157849,1581188,307229,685075,0,0,260634,429026,0,0
geo,SavnGrasslnd,0,0,0,0,0,0,0,0,153204,142092,0,0,0,0,45239,95649,0,0
geo,Shrubland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
geo,Cropland,0,0,0,0,0,0,0,0,151623,446201,74668,201894,0,13586,115116,135332,0,0
geo,Pastureland,0,0,0,0,0,0,0,0,235739,554491,63787,62932,0,90950,734455,263521,0,0
geo,Builtupland,0,0,0,0,0,0,0,0,1357,37216,11791,2449,0,959,318,515,0,0
geo,Otherland,0,0,0,0,0,0,0,0,0,0,0,192217,0,120481,668545,0,0,0
gha,Forest,0,0,0,168934,1993078,3813883,0,0,0,0,0,0,0,0,0,0,0,0
gha,SavnGrasslnd,0,0,25107,2072656,529142,0,0,0,0,0,0,0,0,0,0,0,0,0
gha,Shrubland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gha,Cropland,0,0,121695,1958731,3318581,732065,0,0,0,0,0,0,0,0,0,0,0,0
gha,Pastureland,0,0,158002,4970192,2977511,45904,0,0,0,0,0,0,0,0,0,0,0,0
gha,Builtupland,0,0,0,7846,108773,34671,0,0,0,0,0,0,0,0,0,0,0,0
gha,Otherland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gib,Forest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gib,SavnGrasslnd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gib,Shrubland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gib,Cropland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gib,Pastureland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gib,Builtupland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gib,Otherland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gin,Forest,0,0,0,5315768,1587206,1126996,0,0,0,0,0,0,0,0,0,0,0,0
gin,SavnGrasslnd,0,0,247210,8606754,1394758,0,0,0,0,0,0,0,0,0,0,0,0,0
gin,Shrubland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gin,Cropland,0,0,924,934702,704432,51134,0,0,0,0,0,0,0,0,0,0,0,0
gin,Pastureland,0,0,55052,3390108,1827337,50215,0,0,0,0,0,0,0,0,0,0,0,0
gin,Builtupland,0,0,0,27791,85,939,0,0,0,0,0,0,0,0,0,0,0,0
gin,Otherland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
glp,Forest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
glp,SavnGrasslnd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
glp,Shrubland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
glp,Cropland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
glp,Pastureland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
glp,Builtupland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
glp,Otherland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gmb,Forest,0,0,62801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gmb,SavnGrasslnd,0,0,379844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gmb,Shrubland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gmb,Cropland,0,0,532302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gmb,Pastureland,0,0,812833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gmb,Builtupland,0,0,22896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gmb,Otherland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gnb,Forest,0,0,247792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gnb,SavnGrasslnd,0,0,353536,731520,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gnb,Shrubland,0,0,0,268864,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gnb,Cropland,0,0,172008,374398,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gnb,Pastureland,0,0,438373,750304,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gnb,Builtupland,0,0,444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gnb,Otherland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gnq,Forest,0,0,0,0,0,1699866,0,0,0,0,0,0,0,0,0,0,0,0
gnq,SavnGrasslnd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gnq,Shrubland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gnq,Cropland,0,0,0,0,0,130422,0,0,0,0,0,0,0,0,0,0,0,0
gnq,Pastureland,0,0,0,0,0,30016,0,0,0,0,0,0,0,0,0,0,0,0
gnq,Builtupland,0,0,0,0,0,533,0,0,0,0,0,0,0,0,0,0,0,0
gnq,Otherland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
grc,Forest,0,0,0,0,0,0,0,0,1477946,2664775,0,0,0,0,0,0,0,0
grc,SavnGrasslnd,0,0,0,0,0,0,0,0,443585,434990,0,0,0,0,0,0,0,0
grc,Shrubland,0,0,0,0,0,0,0,0,993480,2291652,177428,0,0,0,0,0,0,0
grc,Cropland,0,0,0,0,0,0,0,0,931785,1509325,301076,0,0,0,0,0,0,0
grc,Pastureland,0,0,0,0,0,0,0,0,350554,701591,240592,0,0,0,0,0,0,0
grc,Builtupland,0,0,0,0,0,0,0,0,45023,140491,1649,0,0,0,0,0,0,0
grc,Otherland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
grd,Forest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
grd,SavnGrasslnd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
grd,Shrubland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
grd,Cropland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
grd,Pastureland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
grd,Builtupland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
grd,Otherland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
grl,Forest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
grl,SavnGrasslnd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
grl,Shrubland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
grl,Cropland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
grl,Pastureland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
grl,Builtupland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
