# File: GAINS_activities.csv
# Title: GAINS model historical/modeled activity data
# Description: Activity data by GAINS sector for historical and modeled years
# Units: Identified by variable in data
# Source: Rao et al. 2017 "Future air pollution in the Shared Socio-economic Pathways" Global Environmental Change.
TIMER_REGION,TIMER_SECTOR,UNIT,IDYEARS,ACT
India,End_Use_Industry_Coal,PJ,2000,1325.27655
India,End_Use_Industry_Coal,PJ,2005,1438.421668
India,End_Use_Industry_Coal,PJ,2010,2597.740253
India,End_Use_Industry_Coal,PJ,2020,3900.634313
India,End_Use_Industry_Coal,PJ,2030,5313.780215
India,End_Use_Industry_HLF,PJ,2000,782.3614073
India,End_Use_Industry_HLF,PJ,2005,749.422099
India,End_Use_Industry_HLF,PJ,2010,1048.409628
India,End_Use_Industry_HLF,PJ,2020,1229.371048
India,End_Use_Industry_HLF,PJ,2030,1377.051695
India,End_Use_Industry_LLF,PJ,2000,28.33
India,End_Use_Industry_LLF,PJ,2005,27.05677612
India,End_Use_Industry_LLF,PJ,2010,29.2699175
India,End_Use_Industry_LLF,PJ,2020,43.68385626
India,End_Use_Industry_LLF,PJ,2030,36.10094771
India,End_Use_Industry_NatGas,PJ,2000,206.0482114
India,End_Use_Industry_NatGas,PJ,2005,255.4975859
India,End_Use_Industry_NatGas,PJ,2010,311.0001095
India,End_Use_Industry_NatGas,PJ,2020,480.6278928
India,End_Use_Industry_NatGas,PJ,2030,677.235834
India,End_Use_Others_Bio_Mod,PJ,2000,18.943217
India,End_Use_Others_Bio_Mod,PJ,2005,19.49122513
India,End_Use_Others_Bio_Mod,PJ,2010,24.82833362
India,End_Use_Others_Bio_Mod,PJ,2020,28.56572435
India,End_Use_Others_Bio_Mod,PJ,2030,31.54520808
India,End_Use_Others_Bio_Trad,PJ,2000,2319.663051
India,End_Use_Others_Bio_Trad,PJ,2005,2232.73792
India,End_Use_Others_Bio_Trad,PJ,2010,2232.191832
India,End_Use_Others_Bio_Trad,PJ,2020,2269.725337
India,End_Use_Others_Bio_Trad,PJ,2030,2214.129006
India,End_Use_Others_Coal,PJ,2000,111.755116
India,End_Use_Others_Coal,PJ,2005,176.3490918
India,End_Use_Others_Coal,PJ,2010,252.2069688
India,End_Use_Others_Coal,PJ,2020,305.2260594
India,End_Use_Others_Coal,PJ,2030,284.0174807
India,End_Use_Others_HLF,PJ,2000,264.1651237
India,End_Use_Others_HLF,PJ,2005,287.0286516
India,End_Use_Others_HLF,PJ,2010,276.5061883
India,End_Use_Others_HLF,PJ,2020,393.784808
India,End_Use_Others_HLF,PJ,2030,572.3036902
India,End_Use_Others_LLF,PJ,2000,9.600503693
India,End_Use_Others_LLF,PJ,2005,0.949017353
India,End_Use_Others_LLF,PJ,2010,1.439259605
India,End_Use_Others_LLF,PJ,2020,2.18696288
India,End_Use_Others_LLF,PJ,2030,2.690878706
India,End_Use_Others_NatGas,PJ,2000,5.233456544
India,End_Use_Others_NatGas,PJ,2005,5.232925772
India,End_Use_Others_NatGas,PJ,2010,1.268692256
India,End_Use_Others_NatGas,PJ,2020,10.86363189
India,End_Use_Others_NatGas,PJ,2030,30.0551543
India,End_Use_Residential_Bio_Mod,PJ,2000,33.09683471
India,End_Use_Residential_Bio_Mod,PJ,2005,37.80243716
India,End_Use_Residential_Bio_Mod,PJ,2010,41.23648627
India,End_Use_Residential_Bio_Mod,PJ,2020,43.01505005
India,End_Use_Residential_Bio_Mod,PJ,2030,43.34403032
India,End_Use_Residential_Bio_Trad,PJ,2000,2579.736519
India,End_Use_Residential_Bio_Trad,PJ,2005,2881.307627
India,End_Use_Residential_Bio_Trad,PJ,2010,3133.972864
India,End_Use_Residential_Bio_Trad,PJ,2020,3249.086117
India,End_Use_Residential_Bio_Trad,PJ,2030,3253.233618
India,End_Use_Residential_Coal,PJ,2000,110.98967
India,End_Use_Residential_Coal,PJ,2005,105.5892227
India,End_Use_Residential_Coal,PJ,2010,151.0092142
India,End_Use_Residential_Coal,PJ,2020,182.754456
India,End_Use_Residential_Coal,PJ,2030,170.055795
India,End_Use_Residential_LLF,PJ,2000,755.9794863
India,End_Use_Residential_LLF,PJ,2005,828.485514
India,End_Use_Residential_LLF,PJ,2010,975.132726
India,End_Use_Residential_LLF,PJ,2020,1271.492295
India,End_Use_Residential_LLF,PJ,2030,1492.677964
India,End_Use_Residential_NatGas,PJ,2000,11.61062631
India,End_Use_Residential_NatGas,PJ,2005,26.50100856
India,End_Use_Residential_NatGas,PJ,2010,6.425014573
India,End_Use_Residential_NatGas,PJ,2020,55.01648873
India,End_Use_Residential_NatGas,PJ,2030,152.2077584
India,End_Use_Services_Bio_Mod,PJ,2000,120.5418463
India,End_Use_Services_Bio_Mod,PJ,2005,141.7162587
India,End_Use_Services_Bio_Mod,PJ,2010,154.1493058
India,End_Use_Services_Bio_Mod,PJ,2020,159.8241418
India,End_Use_Services_Bio_Mod,PJ,2030,160.041465
India,End_Use_Services_Coal,PJ,2000,125.185214
India,End_Use_Services_Coal,PJ,2005,125.8995482
India,End_Use_Services_Coal,PJ,2010,180.0561778
India,End_Use_Services_Coal,PJ,2020,217.9076886
India,End_Use_Services_Coal,PJ,2030,202.7664114
India,End_Use_Transport_Air_Domestic,PJ,2000,70.47515623
India,End_Use_Transport_Air_Domestic,PJ,2005,43.64068259
India,End_Use_Transport_Air_Domestic,PJ,2010,66.63104995
India,End_Use_Transport_Air_Domestic,PJ,2020,172.8216501
India,End_Use_Transport_Air_Domestic,PJ,2030,612.7672373
India,End_Use_Transport_Air_LTO,PJ,2000,100.118733
India,End_Use_Transport_Air_LTO,PJ,2005,59.37551365
India,End_Use_Transport_Air_LTO,PJ,2010,86.47517851
India,End_Use_Transport_Air_LTO,PJ,2020,218.2096168
India,End_Use_Transport_Air_LTO,PJ,2030,756.2166669
India,End_Use_Transport_HLF,PJ,2000,1516.386249
India,End_Use_Transport_HLF,PJ,2005,1048.930958
India,End_Use_Transport_HLF,PJ,2010,1614.20373
India,End_Use_Transport_HLF,PJ,2020,2170.762627
India,End_Use_Transport_HLF,PJ,2030,4076.349909
India,End_Use_Transport_LLF,PJ,2000,442.5885383
India,End_Use_Transport_LLF,PJ,2005,277.4497067
India,End_Use_Transport_LLF,PJ,2010,483.4011666
India,End_Use_Transport_LLF,PJ,2020,766.397704
India,End_Use_Transport_LLF,PJ,2030,1580.069752
India,End_Use_Transport_NatGas,PJ,2000,4.769442192
India,End_Use_Transport_NatGas,PJ,2005,32.56395336
India,End_Use_Transport_NatGas,PJ,2010,51.86608301
India,End_Use_Transport_NatGas,PJ,2020,54.90055032
India,End_Use_Transport_NatGas,PJ,2030,72.59030528
India,Losses_Vent_Flare,PJ,2000,2468.340502
India,Losses_Vent_Flare,PJ,2005,2561.140923
India,Losses_Vent_Flare,PJ,2010,2828.351409
India,Losses_Vent_Flare,PJ,2020,4043.814452
India,Losses_Vent_Flare,PJ,2030,4274.898562
India,NACID,Mt,2000,0.62205
India,NACID,Mt,2005,0.772675
India,NACID,Mt,2010,0.8778
India,NACID,Mt,2020,1.135724
India,NACID,Mt,2030,1.393648
India,PAPER,Mt,2000,0.18
India,PAPER,Mt,2005,0.77
India,PAPER,Mt,2010,0.76
India,PAPER,Mt,2020,0.2
India,PAPER,Mt,2030,0.15
India,Power_Gen_Bio_Trad,PJ,2000,34.12
India,Power_Gen_Bio_Trad,PJ,2005,45.79438104
India,Power_Gen_Bio_Trad,PJ,2010,49.383306
India,Power_Gen_Bio_Trad,PJ,2020,220.30816
India,Power_Gen_Bio_Trad,PJ,2030,759.2384988
India,Power_Gen_Coal,PJ,2000,5117.474981
India,Power_Gen_Coal,PJ,2005,6620.875229
India,Power_Gen_Coal,PJ,2010,8728.38026
India,Power_Gen_Coal,PJ,2020,14960.71669
India,Power_Gen_Coal,PJ,2030,21087.56994
India,Power_Gen_HLF,PJ,2000,175.2333135
India,Power_Gen_HLF,PJ,2005,309.6926149
India,Power_Gen_HLF,PJ,2010,471.140604
India,Power_Gen_HLF,PJ,2020,426.32091
India,Power_Gen_HLF,PJ,2030,363.2764943
India,Power_Gen_LLF,PJ,2000,30.83527847
India,Power_Gen_LLF,PJ,2005,43.5801907
India,Power_Gen_NatGas,PJ,2000,372.8043886
India,Power_Gen_NatGas,PJ,2005,549.2333838
India,Power_Gen_NatGas,PJ,2010,1090.435313
India,Power_Gen_NatGas,PJ,2020,1463.843444
India,Power_Gen_NatGas,PJ,2030,2540.66747
India,STEEL,Mt,2000,17.2538
India,STEEL,Mt,2005,21.27321718
India,STEEL,Mt,2010,25.02150434
India,STEEL,Mt,2020,32.53250504
India,STEEL,Mt,2030,40.10685959
India,Transformations_HLF,PJ,2000,2203.901923
India,Transformations_HLF,PJ,2005,1765.991865
India,Transformations_HLF,PJ,2010,2385.329911
India,Transformations_HLF,PJ,2020,3030.077992
India,Transformations_HLF,PJ,2030,5601.660537
India,Transformations_HLF_Refinery,Mt,2000,103.444
India,Transformations_HLF_Refinery,Mt,2005,130.109
India,Transformations_HLF_Refinery,Mt,2010,180.200488
India,Transformations_HLF_Refinery,Mt,2020,418.514759
India,Transformations_HLF_Refinery,Mt,2030,741.180998
India,Transformations_LLF,PJ,2000,1655.140783
India,Transformations_LLF,PJ,2005,1639.550053
India,Transformations_LLF,PJ,2010,1992.825806
India,Transformations_LLF,PJ,2020,3153.127289
India,Transformations_LLF,PJ,2030,5277.420362
Indonesia+,CEMENT,Mt,2000,24.57800022
Indonesia+,CEMENT,Mt,2005,26.407307
Indonesia+,CEMENT,Mt,2010,27.838007
Indonesia+,CEMENT,Mt,2020,30.998636
Indonesia+,CEMENT,Mt,2030,33.603541
Indonesia+,CHEM,Mt,2000,0.314
Indonesia+,CHEM,Mt,2005,0.337
Indonesia+,CHEM,Mt,2010,0.355
Indonesia+,CHEM,Mt,2020,0.395
Indonesia+,CHEM,Mt,2030,0.429
Indonesia+,CHEMBULK,Mt,2000,5.17871
Indonesia+,CHEMBULK,Mt,2005,5.475226
Indonesia+,CHEMBULK,Mt,2010,5.475226
Indonesia+,CHEMBULK,Mt,2020,5.475226
Indonesia+,CHEMBULK,Mt,2030,5.475226
Indonesia+,CUSM,Mt,2000,0.37
Indonesia+,CUSM,Mt,2005,0.5
Indonesia+,CUSM,Mt,2010,0.55
Indonesia+,CUSM,Mt,2020,0.55
Indonesia+,CUSM,Mt,2030,0.55
Indonesia+,End_Use_Industry_Bio_Trad,PJ,2005,262.7916196
Indonesia+,End_Use_Industry_Bio_Trad,PJ,2010,264.9572837
Indonesia+,End_Use_Industry_Bio_Trad,PJ,2020,315.2287775
Indonesia+,End_Use_Industry_Bio_Trad,PJ,2030,295.3971619
Indonesia+,End_Use_Industry_Coal,PJ,2000,50.54000051
Indonesia+,End_Use_Industry_Coal,PJ,2005,398.6613182
Indonesia+,End_Use_Industry_Coal,PJ,2010,538.4023834
Indonesia+,End_Use_Industry_Coal,PJ,2020,728.7869394
Indonesia+,End_Use_Industry_Coal,PJ,2030,848.667835
Indonesia+,End_Use_Industry_HLF,PJ,2000,345.5300035
Indonesia+,End_Use_Industry_HLF,PJ,2005,388.9849739
Indonesia+,End_Use_Industry_HLF,PJ,2010,425.3883053
Indonesia+,End_Use_Industry_HLF,PJ,2020,432.2468994
Indonesia+,End_Use_Industry_HLF,PJ,2030,392.1521542
Indonesia+,End_Use_Industry_LLF,PJ,2000,24.99000025
Indonesia+,End_Use_Industry_LLF,PJ,2005,52.63926723
Indonesia+,End_Use_Industry_LLF,PJ,2010,49.02914274
Indonesia+,End_Use_Industry_LLF,PJ,2020,55.20787744
Indonesia+,End_Use_Industry_LLF,PJ,2030,57.33881213
Indonesia+,End_Use_Industry_NatGas,PJ,2000,320.7700032
Indonesia+,End_Use_Industry_NatGas,PJ,2005,304.1805127
Indonesia+,End_Use_Industry_NatGas,PJ,2010,535.1170873
Indonesia+,End_Use_Industry_NatGas,PJ,2020,1174.294346
Indonesia+,End_Use_Industry_NatGas,PJ,2030,1646.069945
Indonesia+,End_Use_Others_Bio_Trad,PJ,2000,1826.220018
Indonesia+,End_Use_Others_HLF,PJ,2000,25.23000025
Indonesia+,End_Use_Others_HLF,PJ,2005,89.5303049
Indonesia+,End_Use_Others_HLF,PJ,2010,71.41236815
Indonesia+,End_Use_Others_HLF,PJ,2020,65.6905115
Indonesia+,End_Use_Others_HLF,PJ,2030,54.95635996
Indonesia+,End_Use_Others_LLF,PJ,2000,420.1200042
Indonesia+,End_Use_Others_LLF,PJ,2005,14.55521575
Indonesia+,End_Use_Others_LLF,PJ,2010,11.60972731
Indonesia+,End_Use_Others_LLF,PJ,2020,10.67950756
Indonesia+,End_Use_Others_LLF,PJ,2030,8.93442368
Indonesia+,End_Use_Others_NatGas,PJ,2000,86.53000087
Indonesia+,End_Use_Residential_Bio_Trad,PJ,2005,1806.757777
Indonesia+,End_Use_Residential_Bio_Trad,PJ,2010,1952.671106
Indonesia+,End_Use_Residential_Bio_Trad,PJ,2020,2039.86195
Indonesia+,End_Use_Residential_Bio_Trad,PJ,2030,2132.991056
Indonesia+,End_Use_Residential_Coal,PJ,2005,0.54072522
Indonesia+,End_Use_Residential_LLF,PJ,2005,356.4064491
Indonesia+,End_Use_Residential_LLF,PJ,2010,284.2817143
Indonesia+,End_Use_Residential_LLF,PJ,2020,261.5038782
Indonesia+,End_Use_Residential_LLF,PJ,2030,218.7728628
Indonesia+,End_Use_Residential_NatGas,PJ,2005,0.65502486
Indonesia+,End_Use_Residential_NatGas,PJ,2010,2.272327238
Indonesia+,End_Use_Residential_NatGas,PJ,2020,2.635804503
Indonesia+,End_Use_Residential_NatGas,PJ,2030,4.19909197
Indonesia+,End_Use_Services_Bio_Mod,PJ,2005,8.584106995
Indonesia+,End_Use_Services_Bio_Mod,PJ,2010,9.277357439
Indonesia+,End_Use_Services_Bio_Mod,PJ,2020,9.691610829
Indonesia+,End_Use_Services_Bio_Mod,PJ,2030,10.13407756
Indonesia+,End_Use_Services_HLF,PJ,2005,18.0754798
Indonesia+,End_Use_Services_HLF,PJ,2010,14.41760775
Indonesia+,End_Use_Services_HLF,PJ,2020,13.26240891
Indonesia+,End_Use_Services_HLF,PJ,2030,11.09526629
Indonesia+,End_Use_Services_LLF,PJ,2005,17.56249363
Indonesia+,End_Use_Services_LLF,PJ,2010,14.00843282
Indonesia+,End_Use_Services_LLF,PJ,2020,12.88601878
Indonesia+,End_Use_Services_LLF,PJ,2030,10.78038015
Indonesia+,End_Use_Services_NatGas,PJ,2005,1.166986764
Indonesia+,End_Use_Services_NatGas,PJ,2010,4.048359035
Indonesia+,End_Use_Services_NatGas,PJ,2020,4.695927064
Indonesia+,End_Use_Services_NatGas,PJ,2030,7.481066825
Indonesia+,End_Use_Transport_Air_Domestic,PJ,2005,18.7394463
Indonesia+,End_Use_Transport_Air_Domestic,PJ,2010,18.36231903
Indonesia+,End_Use_Transport_Air_Domestic,PJ,2020,13.65369593
Indonesia+,End_Use_Transport_Air_Domestic,PJ,2030,14.07982769
Indonesia+,End_Use_Transport_Air_LTO,PJ,2005,41.85715056
Indonesia+,End_Use_Transport_Air_LTO,PJ,2010,41.01478451
Indonesia+,End_Use_Transport_Air_LTO,PJ,2020,30.49742222
Indonesia+,End_Use_Transport_Air_LTO,PJ,2030,31.44924657
Indonesia+,End_Use_Transport_HLF,PJ,2000,494.0100046
Indonesia+,End_Use_Transport_HLF,PJ,2005,508.2813428
Indonesia+,End_Use_Transport_HLF,PJ,2010,671.0004866
Indonesia+,End_Use_Transport_HLF,PJ,2020,781.840186
Indonesia+,End_Use_Transport_HLF,PJ,2030,968.1304862
Indonesia+,End_Use_Transport_LLF,PJ,2000,475.4000043
Indonesia+,End_Use_Transport_LLF,PJ,2005,607.9126933
Indonesia+,End_Use_Transport_LLF,PJ,2010,916.2486993
Indonesia+,End_Use_Transport_LLF,PJ,2020,1290.506446
Indonesia+,End_Use_Transport_LLF,PJ,2030,1449.749574
Indonesia+,Losses_Vent_Flare,PJ,2000,5606.903283
Indonesia+,Losses_Vent_Flare,PJ,2005,4722.257541
Indonesia+,Losses_Vent_Flare,PJ,2010,4583.283958
Indonesia+,Losses_Vent_Flare,PJ,2020,4136.861722
Indonesia+,Losses_Vent_Flare,PJ,2030,4339.312601
Indonesia+,NACID,Mt,2000,0.018
Indonesia+,NACID,Mt,2005,0.021067881
Indonesia+,NACID,Mt,2010,0.022131828
Indonesia+,NACID,Mt,2020,0.024237018
Indonesia+,NACID,Mt,2030,0.026321092
Indonesia+,PAPER,Mt,2000,1.815
Indonesia+,PAPER,Mt,2005,1.95
Indonesia+,PAPER,Mt,2010,2.056
Indonesia+,PAPER,Mt,2020,2.29
Indonesia+,PAPER,Mt,2030,2.483
Indonesia+,Power_Gen_Bio_Trad,PJ,2000,2.380000024
Indonesia+,Power_Gen_Bio_Trad,PJ,2020,16.82176691
Indonesia+,Power_Gen_Bio_Trad,PJ,2030,83.170782
Indonesia+,Power_Gen_Coal,PJ,2000,370.5700037
Indonesia+,Power_Gen_Coal,PJ,2005,564.7180123
Indonesia+,Power_Gen_Coal,PJ,2010,784.6622629
Indonesia+,Power_Gen_Coal,PJ,2020,1807.736005
Indonesia+,Power_Gen_Coal,PJ,2030,3128.559312
Indonesia+,Power_Gen_HLF,PJ,2000,159.9000016
Indonesia+,Power_Gen_HLF,PJ,2005,406.4851142
Indonesia+,Power_Gen_HLF,PJ,2010,383.219012
Indonesia+,Power_Gen_HLF,PJ,2020,275.9487711
Indonesia+,Power_Gen_HLF,PJ,2030,178.28746
Indonesia+,Power_Gen_LLF,PJ,2005,9.905920117
Indonesia+,Power_Gen_LLF,PJ,2010,6.390721288
Indonesia+,Power_Gen_LLF,PJ,2020,9.2977381
Indonesia+,Power_Gen_LLF,PJ,2030,12.20913143
Indonesia+,Power_Gen_NatGas,PJ,2000,787.6600079
Indonesia+,Power_Gen_NatGas,PJ,2005,580.4116638
Indonesia+,Power_Gen_NatGas,PJ,2010,640.5889396
Indonesia+,Power_Gen_NatGas,PJ,2020,791.4288629
Indonesia+,Power_Gen_NatGas,PJ,2030,1122.40041
Indonesia+,STEEL,Mt,2000,2.848
Indonesia+,STEEL,Mt,2005,3.675
Indonesia+,STEEL,Mt,2010,4
Indonesia+,STEEL,Mt,2020,4
Indonesia+,STEEL,Mt,2030,4
Indonesia+,Transformations_HLF,PJ,2000,790.0836075
Indonesia+,Transformations_HLF,PJ,2005,1152.533182
Indonesia+,Transformations_HLF,PJ,2010,1312.347533
Indonesia+,Transformations_HLF,PJ,2020,1302.559503
Indonesia+,Transformations_HLF,PJ,2030,1366.129414
Indonesia+,Transformations_HLF_Refinery,Mt,2000,50.5065252
Indonesia+,Transformations_HLF_Refinery,Mt,2005,49.64348205
Indonesia+,Transformations_HLF_Refinery,Mt,2010,46.84663207
Indonesia+,Transformations_HLF_Refinery,Mt,2020,35.13497406
Indonesia+,Transformations_HLF_Refinery,Mt,2030,17.56748703
Indonesia+,Transformations_LLF,PJ,2000,1395.910013
Indonesia+,Transformations_LLF,PJ,2005,1742.826637
Indonesia+,Transformations_LLF,PJ,2010,2256.637612
Indonesia+,Transformations_LLF,PJ,2020,2985.69734
Indonesia+,Transformations_LLF,PJ,2030,3268.857244
Japan,AACID,Mt,2000,0.1037
Japan,AACID,Mt,2005,0.11407
Japan,AACID,Mt,2010,0.125477
Japan,AACID,Mt,2020,0.15182717
Japan,AACID,Mt,2030,0.183710876
Japan,CEMENT,Mt,2000,88.973999
Japan,CEMENT,Mt,2005,90.462598
Japan,CEMENT,Mt,2010,91.859213
Japan,CEMENT,Mt,2020,93.7125
Japan,CEMENT,Mt,2030,94.858255
Japan,CHEM,Mt,2000,7.460664
Japan,CHEM,Mt,2005,7.586754
Japan,CHEM,Mt,2010,7.703095
Japan,CHEM,Mt,2020,7.85915
Japan,CHEM,Mt,2030,7.954455
Japan,CHEMBULK,Mt,2000,1.674359
Japan,CHEMBULK,Mt,2005,1.824758
Japan,CHEMBULK,Mt,2010,1.824758
Japan,CHEMBULK,Mt,2020,1.824758
Japan,CHEMBULK,Mt,2030,1.824758
Japan,CUSM,Mt,2000,2.125995
Japan,CUSM,Mt,2005,2.161563
Japan,CUSM,Mt,2010,2.194935
Japan,CUSM,Mt,2020,2.239218
Japan,CUSM,Mt,2030,2.266596
Japan,End_Use_Industry_Bio_Trad,PJ,2000,103.3021724
Japan,End_Use_Industry_Bio_Trad,PJ,2005,100.9439697
Japan,End_Use_Industry_Bio_Trad,PJ,2010,106.1108417
Japan,End_Use_Industry_Bio_Trad,PJ,2020,83.71655401
Japan,End_Use_Industry_Bio_Trad,PJ,2030,84.1267793
Japan,End_Use_Industry_Coal,PJ,2000,531.7606159
Japan,End_Use_Industry_Coal,PJ,2005,1178.30896
Japan,End_Use_Industry_Coal,PJ,2010,1185.865209
Japan,End_Use_Industry_Coal,PJ,2020,1334.363115
Japan,End_Use_Industry_Coal,PJ,2030,1282.995988
Japan,End_Use_Industry_HLF,PJ,2000,955.2782577
Japan,End_Use_Industry_HLF,PJ,2005,829.6324032
Japan,End_Use_Industry_HLF,PJ,2010,640.142744
Japan,End_Use_Industry_HLF,PJ,2020,604.0998652
Japan,End_Use_Industry_HLF,PJ,2030,550.8844098
Japan,End_Use_Industry_LLF,PJ,2000,620.0830832
Japan,End_Use_Industry_LLF,PJ,2005,496.3746037
Japan,End_Use_Industry_LLF,PJ,2010,370.2440697
Japan,End_Use_Industry_LLF,PJ,2020,352.3160465
Japan,End_Use_Industry_LLF,PJ,2030,322.2554001
Japan,End_Use_Industry_NatGas,PJ,2000,638.4510408
Japan,End_Use_Industry_NatGas,PJ,2005,330.9827572
Japan,End_Use_Industry_NatGas,PJ,2010,405.410483
Japan,End_Use_Industry_NatGas,PJ,2020,503.8161155
Japan,End_Use_Industry_NatGas,PJ,2030,558.9182472
Japan,End_Use_Others_HLF,PJ,2000,186.0791859
Japan,End_Use_Others_HLF,PJ,2005,156.2619714
Japan,End_Use_Others_HLF,PJ,2010,123.4440848
Japan,End_Use_Others_HLF,PJ,2020,127.2456151
Japan,End_Use_Others_HLF,PJ,2030,121.6256133
Japan,End_Use_Others_LLF,PJ,2000,31.94046918
Japan,End_Use_Others_LLF,PJ,2005,16.3508976
Japan,End_Use_Others_LLF,PJ,2010,13.16521178
Japan,End_Use_Others_LLF,PJ,2020,13.71955598
Japan,End_Use_Others_LLF,PJ,2030,12.63958541
Japan,End_Use_Others_NatGas,PJ,2005,4.18E-05
Japan,End_Use_Others_NatGas,PJ,2010,5.07E-05
Japan,End_Use_Others_NatGas,PJ,2020,5.59E-05
Japan,End_Use_Others_NatGas,PJ,2030,5.79E-05
Japan,End_Use_Residential_Bio_Trad,PJ,2000,1.953225936
Japan,End_Use_Residential_Bio_Trad,PJ,2005,1.066294224
Japan,End_Use_Residential_Bio_Trad,PJ,2010,0.831414744
Japan,End_Use_Residential_Bio_Trad,PJ,2020,1.203225394
Japan,End_Use_Residential_Bio_Trad,PJ,2030,1.558896126
Japan,End_Use_Residential_LLF,PJ,2000,701.7407557
Japan,End_Use_Residential_LLF,PJ,2005,661.3811662
Japan,End_Use_Residential_LLF,PJ,2010,505.3062566
Japan,End_Use_Residential_LLF,PJ,2020,510.5685178
Japan,End_Use_Residential_LLF,PJ,2030,520.8021248
Japan,End_Use_Residential_NatGas,PJ,2000,376.501172
Japan,End_Use_Residential_NatGas,PJ,2005,391.6987549
Japan,End_Use_Residential_NatGas,PJ,2010,474.5733
Japan,End_Use_Residential_NatGas,PJ,2020,523.0416892
Japan,End_Use_Residential_NatGas,PJ,2030,541.8232216
Japan,End_Use_Services_Coal,PJ,2000,18.56331642
Japan,End_Use_Services_Coal,PJ,2005,18.57670524
Japan,End_Use_Services_Coal,PJ,2010,15.97874649
Japan,End_Use_Services_Coal,PJ,2020,23.09618484
Japan,End_Use_Services_Coal,PJ,2030,24.95918894
Japan,End_Use_Services_HLF,PJ,2000,541.7105834
Japan,End_Use_Services_HLF,PJ,2005,546.8321282
Japan,End_Use_Services_HLF,PJ,2010,417.7888785
Japan,End_Use_Services_HLF,PJ,2020,422.1397334
Japan,End_Use_Services_HLF,PJ,2030,430.6009134
Japan,End_Use_Services_LLF,PJ,2000,514.2064475
Japan,End_Use_Services_LLF,PJ,2005,469.6419679
Japan,End_Use_Services_LLF,PJ,2010,358.8143069
Japan,End_Use_Services_LLF,PJ,2020,362.5510004
Japan,End_Use_Services_LLF,PJ,2030,369.8178105
Japan,End_Use_Services_NatGas,PJ,2000,368.5177817
Japan,End_Use_Services_NatGas,PJ,2005,516.8790899
Japan,End_Use_Services_NatGas,PJ,2010,626.2389459
Japan,End_Use_Services_NatGas,PJ,2020,690.1970172
Japan,End_Use_Services_NatGas,PJ,2030,714.9808116
Japan,End_Use_Transport_Air_Domestic,PJ,2000,151.3750469
Japan,End_Use_Transport_Air_Domestic,PJ,2005,151.3618068
Japan,End_Use_Transport_Air_Domestic,PJ,2010,133.6691628
Japan,End_Use_Transport_Air_Domestic,PJ,2020,123.415946
Japan,End_Use_Transport_Air_Domestic,PJ,2030,106.05074
Japan,End_Use_Transport_Air_LTO,PJ,2000,428.4603648
Japan,End_Use_Transport_Air_LTO,PJ,2005,452.2312723
Japan,End_Use_Transport_Air_LTO,PJ,2010,399.3700712
Japan,End_Use_Transport_Air_LTO,PJ,2020,368.7360204
Japan,End_Use_Transport_Air_LTO,PJ,2030,316.8531223
Japan,End_Use_Transport_HLF,PJ,2000,1484.082611
Japan,End_Use_Transport_HLF,PJ,2005,1284.400088
Japan,End_Use_Transport_HLF,PJ,2010,1178.993925
Japan,End_Use_Transport_HLF,PJ,2020,1042.617148
Japan,End_Use_Transport_HLF,PJ,2030,917.9070879
Japan,End_Use_Transport_LLF,PJ,2000,1971.845523
Japan,End_Use_Transport_LLF,PJ,2005,2080.255907
Japan,End_Use_Transport_LLF,PJ,2010,1839.480327
Japan,End_Use_Transport_LLF,PJ,2020,1616.632673
Japan,End_Use_Transport_LLF,PJ,2030,1399.552512
Japan,End_Use_Transport_NatGas,PJ,2000,0.269764064
Japan,End_Use_Transport_NatGas,PJ,2005,0.806069505
Japan,End_Use_Transport_NatGas,PJ,2010,6.561428317
Japan,End_Use_Transport_NatGas,PJ,2020,6.604774628
Japan,End_Use_Transport_NatGas,PJ,2030,6.106296694
Japan,Losses_Vent_Flare,PJ,2000,120.2765964
Japan,Losses_Vent_Flare,PJ,2005,146.4706123
Japan,Losses_Vent_Flare,PJ,2010,152.4808162
Japan,Losses_Vent_Flare,PJ,2020,143.5266107
Japan,Losses_Vent_Flare,PJ,2030,139.428163
Japan,NACID,Mt,2000,1.715865836
Japan,NACID,Mt,2005,1.736118974
Japan,NACID,Mt,2010,1.743789674
Japan,NACID,Mt,2020,1.684527206
Japan,NACID,Mt,2030,1.625880826
Japan,PAPER,Mt,2000,9.153
Japan,PAPER,Mt,2005,9.305
Japan,PAPER,Mt,2010,9.45
Japan,PAPER,Mt,2020,9.638
Japan,PAPER,Mt,2030,9.759
Japan,Power_Gen_Bio_Trad,PJ,2000,133.9862667
Japan,Power_Gen_Bio_Trad,PJ,2005,185.4564413
Japan,Power_Gen_Bio_Trad,PJ,2010,183.9453833
Japan,Power_Gen_Bio_Trad,PJ,2020,254.5494851
Japan,Power_Gen_Bio_Trad,PJ,2030,345.6349938
Japan,Power_Gen_Coal,PJ,2000,1677.043952
Japan,Power_Gen_Coal,PJ,2005,2367.23774
Japan,Power_Gen_Coal,PJ,2010,2582.111706
Japan,Power_Gen_Coal,PJ,2020,2612.542137
Japan,Power_Gen_Coal,PJ,2030,2601.039209
Japan,Power_Gen_HLF,PJ,2000,1037.044651
Japan,Power_Gen_HLF,PJ,2005,1089.008145
Japan,Power_Gen_HLF,PJ,2010,766.3347541
