# File: GFED_Deforest_OC.csv
# Title: OC Emissions from deforestation by country 
# Units: unknown
# Comments: Data processed by Yannick Le Page from gridded data, years 1996 to 2013
# Source:  GFED v3 (https://daac.ornl.gov/VEGETATION/guides/global_fire_emissions_v3.1.html)
Country,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013
MMR,0,59015.32801,21761.27027,55749.44953,36842.60107,35784.23394,14522.46286,11752.69447,16879.66735,132276.6502,46317.42637,26610.52012,66233.5393,15703.66504,47696.13934,67231.59747,29340.93272,21800.85234,29399.55923
BEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SLB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BRA,0,104681.2939,294423.9477,559107.295,439452.4064,241141.3474,107225.9226,402788.3244,514738.6249,599813.2897,491527.6454,177546.5324,543466.1461,105654.6102,62706.29184,337519.6175,76989.74428,206371.3665,109859.3434
BGR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BRN,0,53.32617513,244.499784,1520.634399,27.88093536,34.48285324,0,19.17980975,268.2728665,5.129762392,29.2719041,0,0,0,100.4341138,183.7614967,1.814090036,0,0
CAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KHM,0,82572.14744,45870.14384,43688.20209,44125.81428,22422.57017,16343.06757,19638.30751,27052.03671,50729.42001,31579.15853,17704.78734,46817.88987,17639.90495,27324.61893,77740.21446,76987.3763,94226.07573,127089.7413
LKA,0,182.376155,136.0949156,190.6057193,461.7244312,100.5749303,272.8414323,0,2012.632648,258.3099167,104.5476304,626.9590289,0,0,2878.981819,0,0,0,0
COG,0,1283.084417,1339.325269,1411.406653,1175.443224,3572.088595,3631.045839,2163.02293,671.6879022,2770.906433,915.8735095,2051.18959,620.4357495,711.5434252,446.1576447,1935.443854,3098.728223,1688.062496,0
COD,0,63619.52089,66247.53091,64701.3334,24395.70754,48075.68914,43292.57881,47386.99103,24781.11699,62778.1407,42968.73629,48951.51957,25265.36988,18402.71554,16864.19777,25277.07714,32004.4895,11677.13713,12517.07226
BDI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CHN,0,18238.57072,16833.98136,43445.96909,22189.95463,9984.688635,4799.459688,2153.924302,11142.43622,35861.65046,11866.80012,5343.376465,9803.229229,10289.63593,10976.89793,29655.60616,1935.943164,4486.742698,1389.538947
AFG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BTN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CHL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CYM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CMR,0,9417.887248,23370.53518,12973.92298,23702.08739,10895.69573,19350.61702,5697.549138,177.5294493,7707.08652,18250.21746,4396.502261,631.7119686,4677.93167,602.0166771,677.4962491,3296.846795,13.11896018,2362.86048
TCD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COL,0,11456.08395,7789.813211,6661.672495,5096.285185,10688.63833,8895.764889,1217.873214,14209.70063,15029.72352,1320.525504,810.0926112,16339.66911,472.0873834,1431.224149,1947.844468,791.4605297,669.530453,2354.000094
CRI,0,190.502284,93.68537108,155.9608516,54.49359405,130.8256365,408.8342521,558.7939512,293.8293719,273.6974354,34.41167424,0,2.249165257,130.7731104,158.3668774,0,17.4157342,109.0603554,72.18529004
CAF,0,17891.75995,11701.74812,22034.99278,13521.16885,18166.08529,1302.270491,14217.111,4568.124807,1955.508186,2900.224868,3936.683612,16673.65524,2737.58217,362.8791098,8163.910234,3209.058744,2939.293214,52.03796335
CUB,0,2467.295449,1004.382504,3043.896936,4366.631233,2140.746426,788.3665342,5655.00052,658.4679576,1193.448438,4056.996884,4188.358138,3436.47196,136.9384784,1019.533143,211.3063481,5159.411366,55.10210102,1686.619665
CPV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CYP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DNK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DJI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DMA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DOM,0,1152.997059,477.057571,947.3690198,493.2673161,652.0510203,5360.241142,76.90307139,771.4014435,0,15856.53015,40.34313607,251.0787929,491.4505286,131.5558963,374.1368826,171.7939567,4.715110017,1855.409934
ECU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EGY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IRL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GNQ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EST,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SLV,0,214.9989575,102.6238231,122.1039456,78.16725279,166.0067339,32.25984607,0,0,456.502017,38.01243964,2.376904932,0,67.27795877,5.71834295,0,0,45.33378174,889.8764571
ETH,0,6125.528573,2227.655961,7536.063453,5182.134641,8456.744839,1710.907855,2832.94019,8180.607614,3155.162796,6065.759925,2795.763497,2766.707643,8138.826514,1703.786536,2745.999696,3949.440966,1751.103542,1525.49658
AUT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CZE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GUF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FIN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FJI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FLK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FSM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PYF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FRA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GMB,0,30.66999695,18.3996515,25.51104945,3.633992765,29.11137695,50.0506803,34.54270263,45.88709552,19.52178022,50.23868358,72.16464,0,0,0,80.86703389,0,0,0
GAB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GEO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GHA,0,3210.155019,1190.390644,2824.025673,1044.769282,7733.980683,685.6774916,2129.339037,2805.891773,3336.036793,3197.257013,0,1049.010296,2366.525373,227.1511333,309.0888574,781.1129125,1018.715586,951.0406086
GRD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GRL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DEU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GUM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GRC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GTM,0,29546.89726,11008.95861,202772.9763,8015.801151,73341.47346,480.4715775,5693.363586,69306.74457,596.6880603,38556.5985,765.2171824,17884.59778,6382.175596,22701.74586,1542.24278,6760.099635,2283.667905,12512.44249
GIN,0,7245.323833,5131.295562,7482.955202,10835.02297,3530.603737,6047.710334,1689.168463,3191.07014,2122.729471,2371.527037,2370.595693,2474.822053,531.5289701,3897.409209,1469.618418,1419.024348,2099.241831,1505.529875
GUY,0,476.4484267,312.3550284,5698.923804,228.9358684,274.4389433,0,0,4350.633962,0,0,0,8.709369345,0,615.705027,428.1202541,30.73999466,0,0
HTI,0,4.889721961,2.469738205,4.329125597,2.544856003,3.088866721,0,0,0,0,62.33266565,0,0,0,0,2.910976744,0,0,14.22538951
HND,0,6261.730077,1564.287407,35702.57621,2222.453996,5021.261835,679.9725352,258.8526826,16282.43133,886.2821206,7489.805738,2393.312756,1084.074953,1621.454478,1982.746059,897.8531944,7230.151266,9.215384194,2558.698193
HRV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ISL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IND,0,13381.70042,4537.885317,9749.518611,18731.03485,14864.40871,1818.651848,932.3175446,1272.525627,8639.419013,189.0771318,31300.50255,4432.227554,1356.024127,13191.98682,12108.33697,1119.758298,5178.329845,3832.988453
IRN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ISR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ITA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CIV,0,5644.40389,5523.684224,11359.79085,2424.747563,8152.579778,15613.61603,3913.302239,2372.901691,1274.356884,4111.608526,1215.899334,6551.714065,3262.998886,17.48873779,638.9359962,600.0596511,2537.575177,1026.374922
IRQ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JPN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JAM,0,14.64898529,6.82094174,10.18576117,5.725250787,8.78498498,0,0,0,0,0,0,0,0,19.11087269,62.78460599,0,0,0
JOR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KEN,0,2194.067078,945.9371408,1166.570667,4075.446369,2473.096878,286.8789099,100.556485,3153.342264,39.85483601,4090.923393,782.1120854,0,1107.237921,5968.336984,7.594720533,511.7495583,2753.06561,1165.020294
KGZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PRK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KIR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KOR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KWT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KAZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LAO,0,47156.30151,25244.45858,81945.99859,43821.90181,30920.83798,503.7254127,11585.13024,7932.782373,29320.27506,39257.02506,11575.19373,59524.48919,7804.465351,21640.83299,83008.45967,8090.294911,17919.80147,27145.59772
LBN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LVA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BLR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LTU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LBR,0,502.580274,302.9429544,2651.743661,547.2084642,268.4109567,407.5733936,0,0,180.0255712,0,36.04519986,226.6198203,0,4448.626957,0,0,114.6845865,0
SVK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LIE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LBY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MDG,0,93.6553277,284.8390736,260.5053319,291.3625746,3496.598696,15.95737374,222.6099219,306.8895213,787.3635205,861.0737488,152.1213838,43.07791687,115.0460577,172.8165815,334.6882292,116.2365658,549.5159481,63.90225478
MTQ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MNG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MKD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MLI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MUS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MRT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MLT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OMN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MDV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEX,0,74216.48178,35219.66679,317751.8448,28989.86448,42681.20311,17960.96228,28142.79609,158647.1569,8997.112537,60867.11088,51604.7881,32670.25905,31166.26341,53255.05983,9737.769453,81117.84964,7409.680418,74920.31769
MYS,0,10742.525,42694.16208,119324.9862,15074.54099,11521.72131,1089.383609,14832.36397,9488.490857,18473.79509,20837.467,6076.771194,7871.830524,2691.852379,27670.47913,17837.54608,10398.37458,7478.466942,7188.896279
MOZ,0,75.48276142,51.13518164,73.3266426,56.64790635,85.3550535,0,2581.739237,0,0,3858.297905,0,0,1151.4954,626.989531,45.36448424,675.5818387,0,0
MWI,0,20.21437529,11.89612033,34.29391723,23.19960824,15.44595652,0,0,0,0,227.8364789,0,0,0,0,0,0,0,0
NCL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NIU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ABW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BEL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HKG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MNP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FRO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AND,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IMN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LUX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MNE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MYT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NFK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ATA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BVT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ATF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HMD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IOT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CXR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UMI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VUT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NGA,0,2595.932729,1348.827322,1166.002544,2984.292253,3433.913042,9.081688927,725.9684116,50.13187802,61.1544901,2775.636961,0,796.4141477,5360.399706,143.9313246,866.1653137,390.0852525,4.947892256,0
NLD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NOR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NPL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NRU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SUR,0,20.44603497,13.87640368,960.1437408,9.010261672,28.86718553,0,0,369.8312631,0,0,0,0,0,0,0,0,0,0
NIC,0,1901.059484,666.6056086,35084.82094,541.2810768,859.1606268,116.220674,323.1533336,3727.782622,941.6900319,3868.441037,2000.351449,169.1875389,1460.519216,630.6014383,625.511411,766.0511797,116.7297342,2096.901241
NZL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PRY,0,3858.534085,17220.25334,17867.61579,45518.36699,14725.71767,23364.78238,36845.08149,25429.08771,19727.74607,48914.20565,10843.14773,117524.6884,7180.64974,5248.555693,16690.33826,13178.28141,9099.829268,18611.51453
PER,0,14.69334997,4.904809751,11.87622624,8.308039396,11.35557895,0,0,0,0,0,0,0,0,57.55808296,0,0,0,0
PAK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PAN,0,23.29735575,10.7634747,6.974889167,2.017912745,23.61692694,12.96892197,0,0,0,0,0,1.518777662,0,93.43039957,0,0,10.96588157,0
PRT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PNG,0,1445.926217,61745.55143,7354.9017,9840.51847,12216.59113,8811.53988,24621.49292,9996.526304,29350.77345,5021.041822,12991.59136,9257.756534,18350.00813,4190.474168,20783.61798,5942.233258,2103.672056,8995.039185
GNB,0,4263.757854,3045.463265,811.5684961,4857.807759,591.8551744,2923.652122,2621.303488,3191.297017,3660.315117,1171.02941,2194.078776,1489.055984,1607.66694,1820.826643,566.8311604,3886.392064,477.4441505,144.50323
QAT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
REU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ROU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MDA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PHL,0,744.7023823,442.5175989,872.0207642,452.6180462,466.8413454,0,1188.384121,180.8308941,192.5740268,570.0492793,633.0416904,226.6397629,99.96424398,0,3985.912102,322.6216635,11.98431462,74.07288251
PRI,0,0.091246891,0.041724265,0.152376561,0.048134324,0.134421291,0,0,0,3.358294189,0,0,0,0,0,0,0,0,0
RUS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RWA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SYC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZAF,0,193.4152679,297.6614021,362.1555298,317.1813143,143.6855225,0,0,2164.126255,0,0,0,2987.192485,2137.900806,5.128026622,0,11.98016346,387.895783,0
LSO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BWA,0,292.020197,7237.202658,17.54056769,40.71534623,195.9614468,25.26572711,136.3394285,144.1664005,7.676234247,54.50670956,0,5.391973285,3.486294953,4.1649085,1.28561607,5.175330963,0.493324246,95.04615907
SEN,0,22.36361031,13.28989827,0,17.47153494,0,0,0,48.72777485,17.48948646,11.62589168,0,17.75605236,0,0,0,0,0,0
SVN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SLE,0,2744.042739,1369.372241,4826.430396,2579.045194,2376.568677,2059.089295,1390.762828,1706.224728,524.365219,175.1192633,1184.744028,612.2613639,657.2120093,4946.362438,383.6301738,416.9001287,979.2748112,1249.258302
SGP,0,1.440684154,1.379556989,18.63432986,1.187512643,1.01257518,0,0,0,0,2.503860085,6.402966127,0,0,0,0,0.997463881,0,0
SOM,0,21.74804103,13.9000835,13.29967042,17.38392997,34.07757024,0,0,86.5448831,0,0,0,0,6.705091443,0,0,0,0,0
ESP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LCA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SDN,0,9083.93246,4160.276532,5737.055314,8708.367923,6512.377878,11036.44324,9050.4782,9181.494238,3245.55941,10716.26639,7498.778046,18849.38743,4474.99992,21080.19107,17361.81435,7783.915652,4533.750279,2038.47029
SWE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SYR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TTO,0,22.64201752,29.00437771,8.269746841,25.82736317,21.97108572,0,0,0,0,0,0,104.2210067,23.65366941,0,0,0,0,0
THA,0,9244.958574,3629.9345,14842.98288,7619.209263,5209.629877,718.213683,9703.560888,3434.182486,10989.06823,12771.6895,1559.176714,20564.91432,2306.964057,5195.106183,11215.17527,2337.94222,5348.690278,4800.719121
TJK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TKL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TON,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TGO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
STP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TUN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TUR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TUV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TKM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TZA,0,1417.381236,1158.384707,1205.768852,894.4514266,1229.637653,103.4591944,1125.735898,1497.330984,599.1313947,1835.666949,982.9732257,491.7744598,71.39737194,1166.043077,1433.372567,1106.704356,119.5077983,1106.52266
UGA,0,1373.957306,856.0157119,879.4145118,1545.921472,156.8206548,412.7885198,1892.279832,2552.483846,1553.095817,2413.325246,627.2245656,523.9726538,85.42954576,482.4671291,31.75288679,848.8273029,797.1549389,43.12303591
GBR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UKR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BFA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
URY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UZB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VCT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VEN,0,29660.74784,18341.28054,21131.55164,15457.48329,18369.93903,47286.99651,4890.523562,75622.92158,6248.605397,16443.3165,7459.774335,31230.69071,10487.80916,7086.547947,46528.38489,3580.841383,2739.749797,14089.85271
VGB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VNM,0,13550.45793,7645.385745,20060.69976,9281.191428,8085.231596,450.7545628,9138.669316,7822.590011,10970.38974,11440.41801,3350.887314,16635.43167,1057.006524,7346.019127,15549.86181,13282.69566,17118.87278,9703.920187
VIR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NAM,0,3.218393807,2.3773768,2.432342804,2.443107833,2.408156908,3.447216556,0,13.18438542,1.047333475,1.736411861,0,0,0,0,0,0,0,0
WLF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WSM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SWZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YEM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZMB,0,121.0090857,342.8770687,467.1255213,414.2248397,671.3205566,253.693378,147.2835582,0,255.9797594,3506.091907,969.3831911,131.6040911,259.1694154,151.9195442,303.89544,598.7594666,0,380.8534908
ZWE,0,7.163391948,4.804583768,7.384396396,5.382718591,5.374293406,0,0,0,0,0,0,17.88701654,0,478.8673398,0,0,0,0
IDN,0,54921.00061,1275935.251,289091.9429,173052.3516,107445.6618,30528.25587,247280.3856,69036.24393,189317.9868,113355.0728,260896.8015,34621.78596,39913.46729,160107.351,7144.289812,83149.93364,81390.61366,140240.0302
GLP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ANT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ARE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TLS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PCN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PLW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MHL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
