# File: RECS_2001.csv
# Title: Residential Energy Consumption Survey 2001
# Source: Fill in
# Units: Fill in
DOEID,NWEIGHT,DIVISION,LRGSTATE,TOTSQFT,TOTHSQFT,CDD65,HDD65,TYPEHUQ,BTUKER,BTUEL,BTUNG,BTUFO,BTULP,BTUELSPH,BTUNGSPH,BTUFOSPH,BTULPSPH,BTUKRSPH,BTUELWTH,BTUNGWTH,BTUFOWTH,BTULPWTH,BTUKRWTH,BTUELAPL,BTUNGAPL,BTUFOAPL,BTULPAPL,BTUKRAPL,BTUELCOL,BTUELRFG,BTUELFZZ,BTUELDWH,BTUELCDR
3627,15484,2,0,3744,3744,515,5831,2,0,51562,0,173501,15617,0,0,173501,0,0,15572,0,0,0,0,30065,0,0,15617,0,0,5925,3197,3354,3868
3628,16560,2,0,5760,5760,515,5831,2,0,143894,0,0,0,43912,0,0,0,0,18810,0,0,0,0,61550,0,0,0,0,6205,13417,5703,5248,6051
3629,16560,2,0,3458,3058,515,5831,2,0,124565,0,0,0,32759,0,0,0,0,22281,0,0,0,0,48562,0,0,0,0,4865,16098,5290,5551,9581
3630,13499,6,0,1176,1176,1269,4047,2,0,53498,0,0,0,10018,0,0,0,0,14443,0,0,0,0,20020,0,0,0,0,4576,4441,0,3238,2912
3631,13499,6,0,2600,2088,1269,4047,2,0,78183,0,0,0,22979,0,0,0,0,13028,0,0,0,0,23454,0,0,0,0,11952,6770,0,0,4674
3632,13341,6,0,1020,816,1907,2760,2,0,47133,0,0,45665,0,0,0,26812,0,0,0,0,16529,0,31073,0,0,2324,0,8196,7864,15464,0,2703
3633,13837,6,0,1568,1318,1907,2760,2,0,37563,0,0,4603,6985,0,0,0,0,5948,0,0,0,0,14438,0,0,4603,0,6629,3563,3400,439,0
3634,28743,6,0,4761,1474,1907,2760,2,0,26682,0,0,71694,0,0,0,71694,0,3620,0,0,0,0,12549,0,0,0,0,5313,5200,0,0,2748
3635,43653,7,3,1305,1055,2916,2022,2,0,14115,29224,0,0,4359,0,0,0,0,0,22556,0,0,0,4023,6668,0,0,0,3982,1751,0,0,925
3636,33589,7,3,1552,1552,2916,2022,2,0,62378,34780,0,0,0,34780,0,0,0,8220,0,0,0,0,30296,0,0,0,0,17658,6204,8313,0,4412
3637,11466,8,0,1502,1102,1109,5447,2,0,19397,0,0,0,4644,0,0,0,0,3724,0,0,0,0,7359,0,0,0,0,2037,1633,1170,495,962
3638,13675,1,0,1836,1836,753,5415,2,0,43029,79233,0,0,0,57686,0,0,0,0,13687,0,0,0,31892,7860,0,0,0,5673,5464,7178,3052,0
3639,17838,2,0,3602,3352,1271,4398,2,0,29388,132947,0,0,1164,89842,0,0,0,0,28434,0,0,0,18601,14671,0,0,0,2991,6632,0,1468,0
3640,21252,3,0,3422,2473,849,5936,2,0,11498,262012,0,0,0,229806,0,0,0,0,25287,0,0,0,7657,6919,0,0,0,0,3841,0,0,2362
3641,19246,3,0,4133,3862,849,5936,2,0,39204,144266,0,0,0,114008,0,0,0,0,19489,0,0,0,21630,10769,0,0,0,13970,3604,0,0,0
3642,17248,3,0,2520,2205,863,5637,2,0,28565,83073,0,0,0,48531,0,0,0,0,23755,0,0,0,19035,10787,0,0,0,7131,2399,0,2824,0
3643,17248,3,0,3760,1760,863,5637,2,0,60351,138311,0,0,0,84233,0,0,0,0,35879,0,0,0,38813,18199,0,0,0,12082,9456,5387,920,0
3644,17248,3,0,4724,2594,863,5637,2,0,38875,78024,0,0,0,67085,0,0,0,9596,0,0,0,0,21481,10939,0,0,0,3023,4775,0,1739,0
3645,21560,3,0,4088,3688,863,5637,2,0,62098,222290,0,0,0,149385,0,0,0,0,58426,0,0,0,49497,14479,0,0,0,5913,6688,2685,4603,7946
3646,33948,3,0,1728,1728,740,5513,2,0,19929,127184,0,0,0,82032,0,0,0,0,29015,0,0,0,16652,16137,0,0,0,0,3277,1582,0,0
3647,22551,3,0,3312,3312,740,5513,4,0,18834,139944,0,0,0,96762,0,0,0,0,32981,0,0,0,13131,10201,0,0,0,3020,2683,0,0,4903
3648,22551,3,0,2540,1451,740,5513,2,0,16466,127905,0,0,0,96680,0,0,0,0,20118,0,0,0,12989,11107,0,0,0,1312,2165,1592,1213,0
3649,28914,5,0,1593,1593,1669,2474,5,0,86583,0,0,0,16429,0,0,0,0,19763,0,0,0,0,30355,0,0,0,0,15287,4749,0,0,5788
3650,26889,9,0,994,994,106,4670,5,0,47543,0,0,0,15888,0,0,0,0,11993,0,0,0,0,17121,0,0,0,0,0,2541,3828,0,0
3651,15756,9,0,3366,1969,106,4670,2,0,52637,0,0,0,21335,0,0,0,0,10360,0,0,0,0,17869,0,0,0,0,0,3073,2649,3136,2114
3652,24674,7,0,1680,1680,2502,1562,2,0,123668,0,0,0,8841,0,0,0,0,30428,0,0,0,0,55757,0,0,0,0,22974,5668,3892,5283,13134
3653,20963,7,0,1613,1613,2502,1562,2,0,11843,57830,0,0,0,38253,0,0,0,0,12055,0,0,0,7923,7522,0,0,0,0,3920,0,0,0
3654,12766,8,0,2879,2879,2255,2686,2,0,20605,109857,0,0,0,62164,0,0,0,0,47693,0,0,0,17328,0,0,0,0,0,3277,1684,2057,2372
3655,15607,8,0,1171,1171,2255,2686,2,0,17019,32311,0,0,0,18338,0,0,0,0,10827,0,0,0,11774,3146,0,0,0,0,5245,3517,0,1747
3656,14510,9,0,1940,0,4912,0,2,0,37061,0,0,0,0,0,0,0,0,8318,0,0,0,0,17439,0,0,0,0,0,11304,3118,0,2955
3657,12206,2,1,7239,7239,1251,4242,2,0,41548,0,27322,114436,0,0,20824,0,0,0,0,6498,0,0,38450,0,0,114436,0,0,3098,2426,0,2284
3658,16318,2,1,3675,3275,1251,4242,2,0,28995,0,28431,11051,0,0,28431,0,0,6228,0,0,0,0,14092,0,0,11051,0,1125,7550,2375,0,1628
3659,11952,4,0,1392,992,1114,4873,2,0,29787,0,0,62561,0,0,0,62561,0,5553,0,0,0,0,17094,0,0,0,0,0,7140,5519,0,0
3660,23803,5,0,1586,1586,1025,4095,2,0,96720,0,0,0,43536,0,0,0,0,14288,0,0,0,0,20970,0,0,0,0,9931,7995,0,2114,2402
3661,15749,6,0,1500,1500,1833,2565,2,0,75974,0,0,29301,18648,0,0,22775,0,19500,0,0,0,0,28062,0,0,6526,0,3570,6194,0,0,9398
3662,19489,6,0,1908,273,1833,2565,2,49384,32189,0,0,0,2357,0,0,0,49384,11600,0,0,0,0,11841,0,0,0,0,0,6391,0,0,0
3663,11469,6,0,2718,1325,1833,2565,2,0,32916,35912,0,0,0,22623,0,0,0,0,9675,0,0,0,23803,3614,0,0,0,3980,5133,6897,0,4595
3664,13499,6,0,1430,1430,1833,2565,2,0,139854,24902,0,0,29073,24902,0,0,0,25043,0,0,0,0,53982,0,0,0,0,22239,9517,0,0,8400
3665,11469,6,0,1102,441,1833,2565,2,0,56626,65444,0,0,0,57147,0,0,0,14213,0,0,0,0,29847,8297,0,0,0,5856,6710,10377,0,0
3666,11854,8,0,3185,2787,1037,6781,4,0,36795,113190,0,0,1460,81141,0,0,0,0,25715,0,0,0,30809,6334,0,0,0,0,4526,4293,3978,4587
3667,11466,8,0,1848,1848,1037,6781,2,0,38651,0,0,18266,16153,0,0,14198,0,7770,0,0,0,0,10865,0,0,4068,0,0,3863,0,0,2031
3668,11466,8,0,1528,1528,1037,6781,2,0,61986,0,0,9133,25376,0,0,9133,0,9141,0,0,0,0,24478,0,0,0,0,0,2991,0,0,4595
3669,12660,8,0,1078,1078,1037,6781,1,0,57483,0,0,0,27697,0,0,0,0,5939,0,0,0,0,14601,0,0,0,0,3295,5951,0,3493,1837
3670,10901,8,0,4341,1589,1037,6781,2,0,34120,0,0,123824,0,0,0,117335,0,7306,0,0,0,0,24098,0,0,6489,0,0,2716,7840,1681,3267
3671,10901,8,0,3291,2691,1037,6781,2,0,24935,0,0,16439,0,0,0,12778,0,7855,0,0,0,0,14701,0,0,3661,0,0,2379,0,2782,1463
3672,21435,9,0,2850,1988,531,5897,2,0,70175,0,0,0,27650,0,0,0,0,11015,0,0,0,0,24429,0,0,0,0,1948,5133,2826,2495,4974
3673,21435,9,0,3048,836,531,5897,2,2700,76726,0,0,0,27686,0,0,0,2700,14899,0,0,0,0,30336,0,0,0,0,1320,2485,6659,705,6464
3674,9894,1,0,1735,1735,781,5791,4,0,11535,61678,0,0,0,53521,0,0,0,0,8157,0,0,0,7933,0,0,0,0,0,3602,0,0,0
3675,24775,2,0,2424,2424,1271,4398,2,0,26579,167418,0,0,0,120618,0,0,0,0,32760,0,0,0,15787,14040,0,0,0,3548,7244,3017,1337,0
3676,14761,8,0,1170,552,235,7205,3,0,23526,57727,0,0,0,40136,0,0,0,0,17591,0,0,0,19030,0,0,0,0,2408,2088,0,1211,1765
3677,22942,8,0,5900,5075,663,5576,2,0,35376,86745,0,0,0,86745,0,0,0,9995,0,0,0,0,22554,0,0,0,0,0,2827,2100,1223,3648
3678,22365,9,2,2528,2528,446,1539,2,0,16354,44453,0,0,0,27279,0,0,0,0,10726,0,0,0,12681,6448,0,0,0,0,3673,0,0,0
3679,29734,9,2,1663,1291,446,1539,2,0,14931,68326,50224,0,0,37101,50224,0,0,0,19557,0,0,0,8509,11668,0,0,0,943,5479,0,0,0
3680,30857,9,2,1700,1300,446,1539,2,0,18752,53199,0,0,0,19288,0,0,0,0,23723,0,0,0,14783,10188,0,0,0,0,3969,0,2019,0
3681,22639,9,2,1739,223,579,1971,2,0,23597,49701,0,0,2693,20648,0,0,0,0,20753,0,0,0,15283,8300,0,0,0,2923,2698,0,660,1844
3682,11469,6,0,4320,3179,1626,3836,2,0,37013,207652,0,0,0,181480,0,0,0,0,26172,0,0,0,19152,0,0,0,0,14747,3114,0,0,3709
3683,37161,7,0,1044,1044,2374,3348,2,0,15003,45173,0,0,0,35216,0,0,0,0,6343,0,0,0,6961,3614,0,0,0,2600,5442,0,0,0
3684,42402,7,0,1974,1874,2374,3348,2,0,100239,0,0,0,2875,0,0,0,0,13300,0,0,0,0,46294,0,0,0,0,21658,16112,6116,4711,5431
3685,22361,7,0,2635,2235,2704,1437,3,0,47778,47849,0,0,0,27869,0,0,0,0,16006,0,0,0,21200,3974,0,0,0,18604,7974,0,0,0
3686,13153,1,0,750,750,781,5791,4,0,13871,72650,0,0,0,58015,0,0,0,0,14635,0,0,0,9668,0,0,0,0,0,4203,0,2179,0
3687,32693,2,1,587,587,1216,4298,5,0,13083,29631,0,0,0,12540,0,0,0,0,10781,0,0,0,11187,6310,0,0,0,0,1896,0,0,0
3688,20434,2,1,491,491,1251,4242,5,0,25018,46828,0,0,0,18607,0,0,0,0,12599,0,0,0,18527,15622,0,0,0,3436,3055,3121,1217,0
3689,27166,2,1,519,519,1251,4242,5,0,8816,29000,0,0,0,13994,0,0,0,0,11711,0,0,0,5746,3295,0,0,0,1485,1585,0,0,0
3690,17838,2,0,3900,3500,1271,4398,2,0,21629,149925,0,0,0,109315,0,0,0,0,25990,0,0,0,7729,14620,0,0,0,4726,9174,0,495,0
3691,21560,3,0,1494,1094,863,5637,3,0,27364,90933,0,0,0,57862,0,0,0,0,23090,0,0,0,19071,9981,0,0,0,2320,5973,0,2520,0
3692,23387,3,0,3238,2988,847,5207,2,0,36819,0,39101,1187,0,0,39101,0,0,10068,0,0,0,0,23916,0,0,1187,0,0,2835,2292,1824,2073
3693,22315,5,0,1511,1511,1105,4364,3,0,37085,60711,0,0,0,29175,0,0,0,0,31536,0,0,0,22550,0,0,0,0,5991,8544,0,2521,4352
3694,17632,9,2,835,0,446,1539,2,0,10789,35603,0,0,0,11391,0,0,0,0,14905,0,0,0,8433,9307,0,0,0,0,2356,1082,0,0
3695,33959,9,2,626,626,960,1576,5,0,9049,41456,0,0,1459,31766,0,0,0,0,9690,0,0,0,5395,0,0,0,0,573,1622,0,866,0
3696,22365,9,2,1323,1323,446,1539,2,0,11034,25211,0,0,0,10968,0,0,0,0,8895,0,0,0,8057,5348,0,0,0,1247,1730,0,0,0
3697,22365,9,2,857,0,446,1539,5,0,13634,17834,0,0,0,3637,0,0,0,0,8740,0,0,0,11256,5457,0,0,0,0,2378,0,0,0
3698,19933,9,2,1726,1726,544,1413,2,0,36976,50009,0,0,2168,19832,0,0,0,0,21792,0,0,0,27712,8385,0,0,0,2226,4870,0,0,3256
3699,16979,9,2,935,748,135,2642,2,0,13798,82835,0,0,2773,64116,0,0,0,0,18719,0,0,0,8719,0,0,0,0,0,2306,0,0,0
3700,13886,1,0,1196,598,777,5312,4,0,9936,73368,0,0,1563,47747,0,0,0,0,16814,0,0,0,6218,8807,0,0,0,0,2155,0,0,0
3701,9819,1,0,2500,2500,416,8072,2,0,20291,0,94171,0,0,0,62149,0,0,0,0,32022,0,0,18344,0,0,0,0,0,1947,3845,1579,3933
3702,9819,1,0,1680,1680,416,8072,2,0,17002,0,65323,24842,0,0,65323,0,0,0,0,0,17758,0,13678,0,0,7084,0,0,3324,0,0,0
3703,9819,1,0,2226,2226,416,8072,2,0,42015,0,134391,0,0,0,80180,0,0,0,0,54211,0,0,38013,0,0,0,0,0,4002,4261,4619,5326
3704,37560,3,0,4035,3785,653,7526,3,0,44271,64518,0,0,0,64518,0,0,0,10356,0,0,0,0,22331,0,0,0,0,3059,8525,0,1617,6031
3705,17999,6,0,4400,4400,1315,3649,2,0,64387,0,0,0,28722,0,0,0,0,7413,0,0,0,0,20492,0,0,0,0,0,7760,2666,1706,4249
3706,14510,9,0,349,0,4912,0,5,0,8946,0,0,0,0,0,0,0,0,2852,0,0,0,0,3068,0,0,0,0,947,2079,0,0,0
3707,17414,9,0,1542,0,4912,0,5,0,29507,0,0,0,0,0,0,0,0,7655,0,0,0,0,12931,0,0,0,0,3349,5572,0,0,2250
3708,10564,9,0,4547,0,4912,0,2,0,54807,0,0,0,0,0,0,0,0,9265,0,0,0,0,22765,0,0,0,0,5827,16950,0,0,2728
3709,23722,4,0,2912,2912,1114,4873,2,0,28731,0,0,24872,0,0,0,0,0,0,0,0,19750,0,21538,0,0,5122,0,3611,3582,8177,1523,3036
3710,14817,8,0,2613,2213,346,7418,3,0,10452,128688,0,0,0,106040,0,0,0,0,22648,0,0,0,8736,0,0,0,0,0,1716,0,1254,1826
3711,25197,9,0,3658,3258,531,5897,2,0,153013,0,0,0,48293,0,0,0,0,32120,0,0,0,0,47737,0,0,0,0,10777,14086,3204,5577,7509
3712,12861,9,0,2456,2456,531,5897,2,0,140581,0,0,0,45269,0,0,0,0,20073,0,0,0,0,58165,0,0,0,0,2934,14140,3743,5713,6587
3713,12861,9,0,2516,2156,531,5897,2,0,98815,0,0,0,38179,0,0,0,0,21204,0,0,0,0,31241,0,0,0,0,1897,6294,0,0,5433
3714,22562,2,1,1982,980,1251,4242,4,0,8735,617,0,0,0,528,0,0,0,0,58,0,0,0,5234,31,0,0,0,0,3501,0,0,0
3716,20434,2,1,2585,2337,1251,4242,3,0,7855,0,94455,0,0,0,65944,0,0,0,0,28511,0,0,4167,0,0,0,0,1575,2113,0,0,0
3717,24084,2,0,734,734,1225,4148,5,0,5664,2702,12600,0,0,0,6681,0,0,0,0,5919,0,0,3363,2702,0,0,0,643,1658,0,0,0
3718,17838,2,0,1770,1520,1271,4398,2,0,43154,103993,0,0,0,65675,0,0,0,0,24439,0,0,0,20421,13879,0,0,0,11877,10856,0,0,0
3719,23387,3,0,3529,1995,847,5207,2,0,109863,0,0,0,32706,0,0,0,0,14162,0,0,0,0,54685,0,0,0,0,2705,5605,3103,0,3876
3720,46968,5,4,1908,1908,3675,421,2,0,42599,0,0,0,3862,0,0,0,0,3742,0,0,0,0,13531,0,0,0,0,12906,8558,3436,0,0
3721,45469,7,3,3812,3812,3086,1189,2,0,73280,48878,0,0,0,19237,0,0,0,0,20780,0,0,0,34597,8861,0,0,0,27895,10788,0,3654,2464
3722,11809,8,0,2718,2318,912,5675,2,0,41896,113910,0,0,0,79591,0,0,0,0,34319,0,0,0,38877,0,0,0,0,0,3019,3437,3517,8743
3723,29821,9,2,3785,2103,446,1539,2,0,27129,74088,0,0,0,45084,0,0,0,0,18084,0,0,0,20410,10920,0,0,0,0,6719,0,776,0
3724,17632,9,2,2659,2259,1050,1290,2,0,16004,39090,0,0,0,21239,0,0,0,0,14546,0,0,0,10732,3305,0,0,0,0,5272,0,1506,0
3725,21224,9,2,3138,1573,234,2223,2,0,21355,53312,0,0,0,21867,0,0,0,0,20402,0,0,0,16372,11043,0,0,0,0,4983,0,393,0
3726,32892,9,2,823,115,135,2642,2,0,10287,20271,0,0,0,11302,0,0,0,0,6948,0,0,0,7552,2021,0,0,0,0,2735,0,0,2469
3727,29788,9,2,1523,424,135,2642,2,0,8124,50936,0,0,0,37864,0,0,0,3554,0,0,0,0,3804,13072,0,0,0,0,766,0,0,0
3728,18514,1,0,5160,3225,777,5312,4,0,16469,111013,0,0,0,86016,0,0,0,0,15869,0,0,0,11127,9128,0,0,0,2018,3324,0,0,0
3729,11221,1,0,1904,1504,777,5312,2,0,15985,0,64630,0,0,0,45749,0,0,0,0,18881,0,0,12301,0,0,0,0,0,3684,0,469,1677
3730,11221,1,0,2750,1175,777,5312,2,0,45686,0,82073,0,0,0,46051,0,0,0,0,36022,0,0,38987,0,0,0,0,1481,5218,4589,2798,0
3731,10520,1,0,3481,3081,416,8072,2,0,18425,0,160880,0,0,0,114895,0,0,0,0,45985,0,0,15350,0,0,0,0,0,3075,0,1461,2840
3732,10100,1,0,2592,2342,416,8072,2,0,16640,0,147150,0,967,0,103374,0,0,0,0,43776,0,0,12906,0,0,0,0,841,1926,0,0,1777
3733,10100,1,0,1736,1736,416,8072,2,0,9154,0,68513,0,0,0,68513,0,0,2438,0,0,0,0,5390,0,0,0,0,0,1326,0,0,1570
3734,21033,5,0,7423,7023,1133,4591,2,0,94666,232966,0,0,0,171171,0,0,0,0,42873,0,0,0,51404,18922,0,0,0,21802,21460,0,2831,5643
3735,21033,5,0,1230,1230,1133,4591,2,0,23844,80098,0,0,0,48589,0,0,0,0,20159,0,0,0,15118,11350,0,0,0,3839,4887,0,0,0
3736,12664,6,0,820,820,2716,1291,2,0,12764,32928,0,0,1595,21457,0,0,0,0,7039,0,0,0,5307,4432,0,0,0,1801,4061,0,0,0
3737,11469,6,0,2106,2106,2716,1291,2,0,62412,113087,0,0,0,48678,0,0,0,0,45725,0,0,0,31341,18684,0,0,0,17626,13445,3888,0,4878
3738,12123,8,0,684,684,3509,1692,4,0,17746,44261,0,0,0,20315,0,0,0,0,14769,0,0,0,5502,9177,0,0,0,8124,4120,0,0,0
3739,11726,8,0,573,573,3509,1692,4,0,21513,0,0,0,4717,0,0,0,0,6910,0,0,0,0,6777,0,0,0,0,0,3109,0,0,0
3740,5594,9,0,1205,1205,0,10045,4,0,25824,99179,0,0,0,99179,0,0,0,7273,0,0,0,0,16452,0,0,0,0,0,2099,0,1880,2739
3741,5594,9,0,1400,1400,0,10045,4,0,11338,182162,0,0,0,137497,0,0,0,0,29374,0,0,0,9070,15291,0,0,0,0,2268,0,0,0
3742,38230,6,0,1690,1440,1833,2565,2,0,45489,45276,0,0,0,26110,0,0,0,0,14263,0,0,0,27869,4903,0,0,0,12087,5533,6694,0,4954
3743,15287,8,0,5288,5288,905,5566,2,0,69434,0,0,0,31189,0,0,0,0,6096,0,0,0,0,25281,0,0,0,0,3553,3315,1500,1114,1266
3744,11854,8,0,3230,3230,346,7418,2,0,40927,127895,0,0,0,87837,0,0,0,0,31755,0,0,0,37735,8303,0,0,0,0,3192,2348,4354,7516
3745,11854,8,0,3060,3060,346,7418,2,0,46059,37250,0,0,0,26180,0,0,0,0,6382,0,0,0,39024,4688,0,0,0,0,7035,5037,0,2959
3746,24440,3,0,552,552,1154,5316,5,0,29505,0,0,0,15088,0,0,0,0,3362,0,0,0,0,6844,0,0,0,0,1320,2891,0,0,0
3747,28588,4,0,1874,1631,647,7506,2,0,16033,74088,0,0,879,52745,0,0,0,0,16577,0,0,0,11240,4766,0,0,0,970,2944,0,0,2761
3748,22315,5,0,2038,2038,1105,4364,3,0,19605,190365,0,0,0,124024,0,0,0,0,41867,0,0,0,16804,24474,0,0,0,0,2801,3218,0,0
3749,30233,5,4,4507,4507,3675,421,2,0,83543,0,0,0,5229,0,0,0,0,11109,0,0,0,0,33790,0,0,0,0,29329,4086,0,0,6991
3750,45469,7,3,1937,1937,3086,1189,2,0,89391,41675,0,0,0,13503,0,0,0,0,18763,0,0,0,52100,9409,0,0,0,31818,5473,7190,2795,0
3751,19188,8,0,1064,638,912,5675,5,0,30766,61313,0,0,0,47982,0,0,0,0,13331,0,0,0,26634,0,0,0,0,0,4132,0,0,0
3752,25509,8,0,1131,1131,912,5675,5,0,7315,50660,0,0,0,42689,0,0,0,0,7971,0,0,0,4600,0,0,0,0,467,2248,0,1212,0
3753,26573,8,0,893,893,912,5675,2,0,6804,40748,0,0,0,30417,0,0,0,0,8105,0,0,0,5071,2226,0,0,0,0,1733,0,0,0
3754,28216,9,2,192,192,234,2223,2,0,32632,86333,0,0,8545,0,0,0,0,0,66719,0,0,0,16938,19614,0,0,0,0,7149,0,2774,6912
3755,9293,1,0,693,693,416,8072,2,44955,12737,0,0,7406,0,0,0,0,44955,3766,0,0,0,0,7279,0,0,7406,0,0,1692,0,0,3053
3756,29648,2,1,877,877,638,5957,5,0,5441,41456,0,0,0,33779,0,0,0,0,7677,0,0,0,2532,0,0,0,0,1306,1603,0,0,0
3757,16110,2,1,2884,2052,325,6820,3,0,12607,82732,0,0,813,78602,0,0,0,3969,0,0,0,0,5017,4130,0,0,0,353,2455,0,0,0
3758,17788,2,1,2349,1725,325,6820,3,0,21250,61843,0,0,0,49887,0,0,0,0,9413,0,0,0,15171,2543,0,0,0,941,5138,2663,0,1881
3759,11469,6,0,4709,4709,1797,2620,2,0,84208,71927,0,0,0,39429,0,0,0,0,32498,0,0,0,58155,0,0,0,0,21523,4530,5031,4574,11373
3760,11469,6,0,2017,1617,1797,2620,2,0,28071,64415,0,0,0,64415,0,0,0,5496,0,0,0,0,10168,0,0,0,0,7779,4628,0,1265,1437
3761,17547,9,2,2160,1467,1522,2427,2,0,23543,53508,0,0,821,31522,0,0,0,0,21986,0,0,0,13561,0,0,0,0,3083,6078,3198,1295,2581
3762,21514,9,2,2390,2390,828,2443,2,0,26745,0,0,0,0,0,0,0,0,8008,0,0,0,0,15012,0,0,0,0,0,3725,2732,0,0
3763,5594,9,0,3236,3236,0,10045,2,0,40122,148808,0,0,0,119160,0,0,0,0,29648,0,0,0,33337,0,0,0,0,0,6785,1952,3093,3605
3764,6176,9,0,3375,3375,0,10045,2,0,34267,311993,0,0,0,270563,0,0,0,0,41430,0,0,0,30283,0,0,0,0,0,3984,3990,5010,5777
3765,20148,4,0,1568,1568,980,5771,2,0,31964,46820,0,0,792,40673,0,0,0,8668,0,0,0,0,15720,6147,0,0,0,4470,2314,0,2159,3727
3766,20148,4,0,3168,1584,980,5771,2,0,44748,88597,0,0,2075,63295,0,0,0,0,18721,0,0,0,30715,6581,0,0,0,7177,4781,3578,0,6520
3767,16119,4,0,1110,1110,980,5771,2,0,66524,102283,0,0,0,63733,0,0,0,0,24777,0,0,0,41188,13773,0,0,0,8100,17236,9818,0,0
3768,22938,6,0,2664,2414,1833,2565,2,0,50279,88700,0,0,0,61019,0,0,0,0,21948,0,0,0,27489,5733,0,0,0,16639,6151,5827,2763,3220
3769,49684,6,0,672,672,1833,2565,4,0,17005,5918,0,0,4473,0,0,0,0,0,5918,0,0,0,5726,0,0,0,0,4610,2196,0,0,0
3770,38230,6,0,3297,3297,1833,2565,2,0,42445,110206,0,0,957,62342,0,0,0,0,35919,0,0,0,27466,11945,0,0,0,11053,2969,2033,0,4504
3771,23833,7,0,4050,2025,2078,3287,2,0,23806,74500,0,0,0,60216,0,0,0,0,14284,0,0,0,10209,0,0,0,0,10747,2850,0,0,1874
3772,17949,2,1,4924,3274,1251,4242,2,0,28903,133976,0,0,0,98438,0,0,0,0,24875,0,0,0,21177,10663,0,0,0,2877,4849,4768,2013,0
3773,24440,3,0,552,552,1154,5316,5,0,27440,0,0,0,14636,0,0,0,0,3867,0,0,0,0,4093,0,0,0,0,1518,3326,0,0,0
3774,24440,3,0,552,552,1154,5316,5,0,22463,0,0,0,11136,0,0,0,0,2942,0,0,0,0,4700,0,0,0,0,1155,2530,0,0,0
3775,39790,5,0,1219,819,1669,2474,2,0,14675,45791,0,0,0,31318,0,0,0,0,14473,0,0,0,5984,0,0,0,0,4607,4084,0,0,2184
3776,36036,5,0,4277,3521,1669,2474,2,0,80533,81394,0,0,18496,0,0,0,0,0,81394,0,0,0,38383,0,0,0,0,18182,5472,0,2125,4236
3777,56550,5,4,767,767,3675,421,3,0,33827,0,0,0,2638,0,0,0,0,6187,0,0,0,0,7252,0,0,0,0,11064,6686,0,0,0
3778,23251,7,3,1596,1596,2875,1568,2,0,83423,0,0,0,8765,0,0,0,0,15058,0,0,0,0,30969,0,0,0,0,20068,8563,0,4503,5192
3779,19988,8,0,1049,825,912,5675,3,0,8134,72750,0,0,0,44246,0,0,0,0,21304,0,0,0,6810,7200,0,0,0,0,1324,0,0,0
3780,15756,9,0,672,672,106,4670,1,0,56134,0,0,0,18028,0,0,0,0,13126,0,0,0,0,20147,0,0,0,0,0,4833,0,1229,4399
3781,20946,9,0,952,952,106,4670,1,0,49730,0,0,0,18765,0,0,0,0,7131,0,0,0,0,19660,0,0,0,0,0,4174,0,2320,3380
3782,21224,9,2,1220,388,579,1971,2,0,28064,52479,0,0,2605,18916,0,0,0,0,24946,0,0,0,18503,8617,0,0,0,0,6956,0,1570,3912
3783,9664,1,0,2304,1728,903,5053,2,0,41135,0,85156,0,0,0,49038,0,0,0,0,36118,0,0,32017,0,0,0,0,4586,4532,2703,0,4645
3784,29648,2,1,608,608,638,5957,5,0,7377,15876,0,0,0,11052,0,0,0,0,4824,0,0,0,3989,0,0,0,0,1232,2156,0,0,0
3785,18796,2,1,4638,4638,325,6820,3,0,27521,156099,0,0,0,106678,0,0,0,0,34028,0,0,0,23512,15393,0,0,0,0,4009,2640,2765,0
3786,22536,3,0,3827,3427,1072,5409,2,0,34093,105987,0,0,0,80448,0,0,0,0,16445,0,0,0,18833,9094,0,0,0,11746,3514,0,747,0
3787,22063,5,0,3000,2571,1133,4591,2,0,52548,83864,0,0,0,61242,0,0,0,0,18381,0,0,0,38299,4241,0,0,0,6895,7354,0,2540,0
3788,16348,6,0,1863,1863,1797,2620,2,0,41190,0,0,17398,8419,0,0,17398,0,3250,0,0,0,0,17127,0,0,0,0,5926,6468,3500,1334,1943
3789,15902,6,0,4709,4024,1797,2620,2,2025,54473,0,0,0,1565,0,0,0,2025,5358,0,0,0,0,23179,0,0,0,0,11499,12872,5906,0,0
3790,15248,6,0,1504,1504,2716,1291,2,0,25099,35192,0,0,0,15182,0,0,0,0,15364,0,0,0,15251,4646,0,0,0,5771,4077,0,0,2194
3791,5594,9,0,2163,2163,0,10045,2,0,37065,125950,0,0,0,96856,0,0,0,0,29094,0,0,0,33673,0,0,0,0,0,3392,1928,2851,5682
3792,5594,9,0,4227,4227,0,10045,2,0,66077,461815,0,0,0,461815,0,0,0,12700,0,0,0,0,42494,0,0,0,0,0,10883,2576,936,3353
3793,11505,4,0,3152,2902,980,5771,2,0,27869,0,0,79457,0,0,0,58232,0,0,0,0,16494,0,21345,0,0,4731,0,2556,3968,0,0,5367
3794,30336,5,0,925,925,1463,3241,2,0,38160,57554,0,0,0,37049,0,0,0,0,20505,0,0,0,27186,0,0,0,0,5493,5481,0,0,0
3795,17304,6,0,1050,1050,1833,2565,2,0,17391,0,0,11873,0,0,0,9957,0,0,0,0,1224,0,11707,0,0,692,0,0,5684,6572,0,0
