# File: reeds_CSP_curve_grid_cost.csv
# Title: CSP Grid Interconnection Costs by ReEDS Region; CSP Class; and Bin
# Units: 2004$/MW
# Comments: These costs are the additional cost in $/MW (2004 USD) for interconnecting to the grid on top of the capital and OM costs. Costs are sometimes assigned at an arbitrary high value for region-class-bin combinations where no resource exists. Note that we need to apply an FCR to these interconnection costs.
# Source: Information based on ReEDS version 2017.  Files provided by ReEDS team in April 2017.
# Column types: icnnnnn 
# ----------
Region,CSP.class,cspsc1,cspsc2,cspsc3,cspsc4,cspsc5
133,cspclass4,,,,,431484.9388
133,cspclass3,,,,,431484.9388
133,cspclass2,,,,,431484.9388
133,cspclass1,,,,,431484.9388
134,cspclass5,,,,,431484.9388
134,cspclass4,,,,,431484.9388
134,cspclass3,,,,,431484.9388
134,cspclass2,,,,,431484.9388
134,cspclass1,,,,,431484.9388
135,cspclass5,,,,,432414.5841
135,cspclass4,,,,,432414.5841
135,cspclass3,,,,,432414.5841
135,cspclass2,,,,,432414.5841
135,cspclass1,1339853.188,1635787.292,1725615.67,1951892.985,1951892.985
136,cspclass5,,,,,432414.5841
136,cspclass4,,,,,432414.5841
136,cspclass3,,,,,432414.5841
136,cspclass2,,,,,432414.5841
136,cspclass1,1538760.5,1720305.033,1883741.174,1984133.14,1984133.14
137,cspclass5,,,,,432414.5841
137,cspclass4,,,,,432414.5841
137,cspclass3,,,,,432414.5841
137,cspclass2,,,,,432414.5841
137,cspclass1,1607800.119,2063497.235,2117275.156,2169186.148,2169186.148
138,cspclass5,,,,,432414.5841
138,cspclass4,,,,,432414.5841
138,cspclass3,,,,,432414.5841
138,cspclass2,,,,,432414.5841
138,cspclass1,1726050.967,1997756.455,2066327.652,2130489.181,2130489.181
139,cspclass5,,,,,432414.5841
139,cspclass4,,,,,432414.5841
139,cspclass3,,,,,432414.5841
139,cspclass2,,,,,432414.5841
139,cspclass1,1497464.105,1862537.637,2012834.046,2067683.943,2067683.943
140,cspclass5,,,,,432414.5841
140,cspclass4,,,,,432414.5841
140,cspclass3,,,,,432414.5841
140,cspclass2,,,,,432414.5841
140,cspclass1,,,,,432414.5841
141,cspclass5,,,,,432414.5841
141,cspclass4,,,,,432414.5841
141,cspclass3,,,,,432414.5841
141,cspclass2,,,,,432414.5841
141,cspclass1,,,,,432414.5841
142,cspclass5,,,,,432414.5841
142,cspclass4,,,,,432414.5841
142,cspclass3,,,,,432414.5841
142,cspclass2,,,,,432414.5841
142,cspclass1,,,,,432414.5841
143,cspclass5,,,,,432414.5841
143,cspclass4,,,,,432414.5841
143,cspclass3,,,,,432414.5841
143,cspclass2,,,,,432414.5841
143,cspclass1,,,,,432414.5841
144,cspclass5,,,,,456712.1306
144,cspclass4,,,,,456712.1306
144,cspclass3,,,,,456712.1306
144,cspclass2,,,,,456712.1306
144,cspclass1,,,,,456712.1306
145,cspclass5,,,,,456712.1306
145,cspclass4,,,,,456712.1306
145,cspclass3,,,,,456712.1306
145,cspclass2,,,,,456712.1306
145,cspclass1,,,,,456712.1306
146,cspclass5,,,,,456712.1306
146,cspclass4,,,,,456712.1306
146,cspclass3,,,,,456712.1306
146,cspclass2,,,,,456712.1306
146,cspclass1,,,,,456712.1306
147,cspclass5,,,,,456712.1306
147,cspclass4,,,,,456712.1306
147,cspclass3,,,,,456712.1306
147,cspclass2,,,,,456712.1306
147,cspclass1,,,,,456712.1306
148,cspclass5,,,,,417582.5166
148,cspclass4,,,,,417582.5166
148,cspclass3,,,,,417582.5166
148,cspclass2,325680.5349,881042.3963,1116135.156,1396651.765,1396651.765
148,cspclass1,,,,,417582.5166
149,cspclass5,,,,,421174.3278
149,cspclass4,,,,,421174.3278
149,cspclass3,,,,,421174.3278
149,cspclass2,325301.0591,374989.7818,424678.5046,500291.7783,500291.7783
149,cspclass1,93067.95075,301764.2957,374989.7818,465929.5197,465929.5197
150,cspclass5,,,,,421174.3278
150,cspclass4,,,,,421174.3278
150,cspclass3,,,,,421174.3278
150,cspclass2,756470.9435,1219465.334,1368764.236,1445007.256,1445007.256
150,cspclass1,771548.4396,962991.8349,1099757.876,1540070.613,1540070.613
151,cspclass5,,,,,421174.3278
151,cspclass4,,,,,421174.3278
151,cspclass3,,,,,421174.3278
151,cspclass2,,,,,421174.3278
151,cspclass1,,,,,421174.3278
152,cspclass5,,,,,420371.4523
152,cspclass4,,,,,420371.4523
152,cspclass3,,,,,420371.4523
152,cspclass2,1197838.471,1286048.599,1569772.825,1695563.447,1695563.447
152,cspclass1,969456.1961,1118252.625,1659127.057,1713438.343,1713438.343
153,cspclass5,,,,,420371.4523
153,cspclass4,,,,,420371.4523
153,cspclass3,,,,,420371.4523
153,cspclass2,,,,,420371.4523
153,cspclass1,1088587.842,1369988.723,1745188.503,1890988.643,1890988.643
154,cspclass5,,,,,420371.4523
154,cspclass4,,,,,420371.4523
154,cspclass3,,,,,420371.4523
154,cspclass2,,,,,420371.4523
154,cspclass1,803267.5376,1257598.867,1578109.115,1820229.579,1820229.579
155,cspclass5,,,,,420371.4523
155,cspclass4,,,,,420371.4523
155,cspclass3,,,,,420371.4523
155,cspclass2,,,,,420371.4523
155,cspclass1,840371.1478,1333457.863,1624760.684,1956446.599,1956446.599
156,cspclass5,,,,,420371.4523
156,cspclass4,,,,,420371.4523
156,cspclass3,,,,,420371.4523
156,cspclass2,,,,,420371.4523
156,cspclass1,1389836.352,1628096.598,1750739.012,1887469.725,1887469.725
157,cspclass5,,,,,420371.4523
157,cspclass4,,,,,420371.4523
157,cspclass3,,,,,420371.4523
157,cspclass2,,,,,420371.4523
157,cspclass1,,,,,420371.4523
158,cspclass5,,,,,420371.4523
158,cspclass4,,,,,420371.4523
158,cspclass3,,,,,420371.4523
158,cspclass2,,,,,420371.4523
158,cspclass1,,,,,420371.4523
159,cspclass5,,,,,419188.2675
159,cspclass4,,,,,419188.2675
159,cspclass3,,,,,419188.2675
159,cspclass2,,,,,419188.2675
159,cspclass1,,,,,419188.2675
160,cspclass5,,,,,419188.2675
160,cspclass4,,,,,419188.2675
160,cspclass3,,,,,419188.2675
160,cspclass2,,,,,419188.2675
160,cspclass1,,,,,419188.2675
161,cspclass5,,,,,416526.1015
161,cspclass4,,,,,416526.1015
161,cspclass3,,,,,416526.1015
161,cspclass2,,,,,416526.1015
161,cspclass1,,,,,416526.1015
162,cspclass5,,,,,416526.1015
162,cspclass4,,,,,416526.1015
162,cspclass3,,,,,416526.1015
162,cspclass2,,,,,416526.1015
162,cspclass1,,,,,416526.1015
163,cspclass5,,,,,421174.3278
163,cspclass4,,,,,421174.3278
163,cspclass3,,,,,421174.3278
163,cspclass2,650469.1354,941525.6339,1163121.48,1449273.155,1449273.155
163,cspclass1,722810.841,772499.5637,1267939.547,1331194.714,1331194.714
164,cspclass5,,,,,421174.3278
164,cspclass4,,,,,421174.3278
164,cspclass3,,,,,421174.3278
164,cspclass2,323226.337,374989.7818,461416.4432,524055.95,524055.95
164,cspclass1,19938.6946,76857.44546,126546.1682,176234.8909,421174.3278
165,cspclass5,,,,,421174.3278
165,cspclass4,,,,,421174.3278
165,cspclass3,,,,,421174.3278
165,cspclass2,,,,,421174.3278
165,cspclass1,175683.669,337626.5154,924180.9278,1599179.762,1599179.762
166,cspclass5,,,,,421174.3278
166,cspclass4,,,,,421174.3278
166,cspclass3,,,,,421174.3278
166,cspclass2,,,,,421174.3278
166,cspclass1,449662.9777,646615.9929,894471.2493,1434326.88,1434326.88
167,cspclass5,,,,,421174.3278
167,cspclass4,,,,,421174.3278
167,cspclass3,,,,,421174.3278
167,cspclass2,,,,,421174.3278
167,cspclass1,703861.3727,1194934.35,1513745.714,1738017.088,1738017.088
168,cspclass5,,,,,421174.3278
168,cspclass4,,,,,421174.3278
168,cspclass3,,,,,421174.3278
168,cspclass2,,,,,421174.3278
168,cspclass1,657737.9851,1155083.395,1658865.693,1839471.803,1839471.803
169,cspclass5,,,,,421174.3278
169,cspclass4,,,,,421174.3278
169,cspclass3,,,,,421174.3278
169,cspclass2,,,,,421174.3278
169,cspclass1,856784.0139,1403906.807,1579965.674,1780065.362,1780065.362
170,cspclass5,,,,,421174.3278
170,cspclass4,,,,,421174.3278
170,cspclass3,,,,,421174.3278
170,cspclass2,,,,,421174.3278
170,cspclass1,,,,,421174.3278
171,cspclass5,,,,,421174.3278
171,cspclass4,,,,,421174.3278
171,cspclass3,,,,,421174.3278
171,cspclass2,,,,,421174.3278
171,cspclass1,1405948.025,1540650.411,1642793.044,1740122.059,1740122.059
172,cspclass5,,,,,421174.3278
172,cspclass4,,,,,421174.3278
172,cspclass3,,,,,421174.3278
172,cspclass2,,,,,421174.3278
172,cspclass1,411804.965,547336.6803,623433.3955,716351.307,716351.307
173,cspclass5,,,,,421174.3278
173,cspclass4,,,,,421174.3278
173,cspclass3,,,,,421174.3278
173,cspclass2,,,,,421174.3278
173,cspclass1,,,,,421174.3278
174,cspclass5,,,,,421174.3278
174,cspclass4,,,,,421174.3278
174,cspclass3,,,,,421174.3278
174,cspclass2,,,,,421174.3278
174,cspclass1,,,,,421174.3278
175,cspclass5,,,,,421174.3278
175,cspclass4,,,,,421174.3278
175,cspclass3,,,,,421174.3278
175,cspclass2,,,,,421174.3278
175,cspclass1,,,,,421174.3278
176,cspclass5,,,,,452993.5496
176,cspclass4,,,,,452993.5496
176,cspclass3,,,,,452993.5496
176,cspclass2,,,,,452993.5496
176,cspclass1,,,,,452993.5496
177,cspclass5,,,,,431484.9388
177,cspclass4,,,,,431484.9388
177,cspclass3,,,,,431484.9388
177,cspclass2,,,,,431484.9388
177,cspclass1,,,,,431484.9388
178,cspclass5,,,,,431484.9388
178,cspclass4,,,,,431484.9388
178,cspclass3,,,,,431484.9388
178,cspclass2,,,,,431484.9388
178,cspclass1,,,,,431484.9388
179,cspclass5,,,,,431484.9388
179,cspclass4,,,,,431484.9388
179,cspclass3,,,,,431484.9388
179,cspclass2,,,,,431484.9388
179,cspclass1,,,,,431484.9388
180,cspclass5,,,,,431484.9388
180,cspclass4,,,,,431484.9388
180,cspclass3,,,,,431484.9388
180,cspclass2,,,,,431484.9388
180,cspclass1,,,,,431484.9388
181,cspclass5,,,,,431484.9388
181,cspclass4,,,,,431484.9388
181,cspclass3,,,,,431484.9388
181,cspclass2,,,,,431484.9388
181,cspclass1,,,,,431484.9388
182,cspclass5,,,,,431484.9388
182,cspclass4,,,,,431484.9388
182,cspclass3,,,,,431484.9388
182,cspclass2,,,,,431484.9388
182,cspclass1,,,,,431484.9388
183,cspclass5,,,,,431484.9388
183,cspclass4,,,,,431484.9388
183,cspclass3,,,,,431484.9388
183,cspclass2,,,,,431484.9388
183,cspclass1,,,,,431484.9388
184,cspclass5,,,,,456712.1306
184,cspclass4,,,,,456712.1306
184,cspclass3,,,,,456712.1306
184,cspclass2,,,,,456712.1306
184,cspclass1,,,,,456712.1306
185,cspclass5,,,,,456712.1306
185,cspclass4,,,,,456712.1306
185,cspclass3,,,,,456712.1306
185,cspclass2,,,,,456712.1306
185,cspclass1,,,,,456712.1306
186,cspclass5,,,,,456712.1306
186,cspclass4,,,,,456712.1306
186,cspclass3,,,,,456712.1306
186,cspclass2,,,,,456712.1306
186,cspclass1,,,,,456712.1306
187,cspclass5,,,,,456712.1306
187,cspclass4,,,,,456712.1306
187,cspclass3,,,,,456712.1306
187,cspclass2,,,,,456712.1306
187,cspclass1,,,,,456712.1306
188,cspclass5,,,,,456712.1306
188,cspclass4,,,,,456712.1306
188,cspclass3,,,,,456712.1306
188,cspclass2,,,,,456712.1306
188,cspclass1,,,,,456712.1306
189,cspclass5,,,,,456712.1306
189,cspclass4,,,,,456712.1306
189,cspclass3,,,,,456712.1306
189,cspclass2,,,,,456712.1306
189,cspclass1,,,,,456712.1306
190,cspclass5,,,,,456712.1306
190,cspclass4,,,,,456712.1306
190,cspclass3,,,,,456712.1306
190,cspclass2,,,,,456712.1306
190,cspclass1,,,,,456712.1306
191,cspclass5,,,,,451049.7459
191,cspclass4,,,,,451049.7459
191,cspclass3,,,,,451049.7459
191,cspclass2,,,,,451049.7459
191,cspclass1,,,,,451049.7459
192,cspclass5,,,,,465670.5304
192,cspclass4,,,,,465670.5304
192,cspclass3,,,,,465670.5304
192,cspclass2,,,,,465670.5304
192,cspclass1,,,,,465670.5304
193,cspclass5,,,,,465670.5304
193,cspclass4,,,,,465670.5304
193,cspclass3,,,,,465670.5304
193,cspclass2,,,,,465670.5304
193,cspclass1,,,,,465670.5304
194,cspclass5,,,,,465670.5304
194,cspclass4,,,,,465670.5304
194,cspclass3,,,,,465670.5304
194,cspclass2,,,,,465670.5304
194,cspclass1,,,,,465670.5304
195,cspclass5,,,,,465670.5304
195,cspclass4,,,,,465670.5304
195,cspclass3,,,,,465670.5304
195,cspclass2,,,,,465670.5304
195,cspclass1,,,,,465670.5304
196,cspclass5,,,,,465670.5304
196,cspclass4,,,,,465670.5304
196,cspclass3,,,,,465670.5304
196,cspclass2,,,,,465670.5304
196,cspclass1,,,,,465670.5304
197,cspclass5,,,,,465670.5304
197,cspclass4,,,,,465670.5304
197,cspclass3,,,,,465670.5304
197,cspclass2,,,,,465670.5304
197,cspclass1,,,,,465670.5304
198,cspclass5,,,,,465670.5304
198,cspclass4,,,,,465670.5304
198,cspclass3,,,,,465670.5304
198,cspclass2,,,,,465670.5304
198,cspclass1,,,,,465670.5304
199,cspclass5,,,,,493940.1975
199,cspclass4,,,,,493940.1975
199,cspclass3,,,,,493940.1975
199,cspclass2,,,,,493940.1975
199,cspclass1,,,,,493940.1975
200,cspclass5,,,,,493940.1975
200,cspclass4,,,,,493940.1975
200,cspclass3,,,,,493940.1975
200,cspclass2,,,,,493940.1975
200,cspclass1,,,,,493940.1975
201,cspclass5,,,,,493940.1975
201,cspclass4,,,,,493940.1975
201,cspclass3,,,,,493940.1975
201,cspclass2,,,,,493940.1975
201,cspclass1,,,,,493940.1975
202,cspclass5,,,,,493940.1975
202,cspclass4,,,,,493940.1975
202,cspclass3,,,,,493940.1975
202,cspclass2,,,,,493940.1975
202,cspclass1,,,,,493940.1975
203,cspclass5,,,,,493940.1975
203,cspclass4,,,,,493940.1975
203,cspclass3,,,,,493940.1975
203,cspclass2,,,,,493940.1975
203,cspclass1,,,,,493940.1975
204,cspclass5,,,,,493940.1975
204,cspclass4,,,,,493940.1975
204,cspclass3,,,,,493940.1975
204,cspclass2,,,,,493940.1975
204,cspclass1,,,,,493940.1975
205,cspclass5,,,,,493940.1975
205,cspclass4,,,,,493940.1975
205,cspclass3,,,,,493940.1975
205,cspclass2,,,,,493940.1975
205,cspclass1,,,,,493940.1975
206,cspclass5,,,,,493940.1975
206,cspclass4,,,,,493940.1975
206,cspclass3,,,,,493940.1975
206,cspclass2,,,,,493940.1975
206,cspclass1,,,,,493940.1975
207,cspclass5,,,,,493940.1975
207,cspclass4,,,,,493940.1975
207,cspclass3,,,,,493940.1975
207,cspclass2,,,,,493940.1975
207,cspclass1,,,,,493940.1975
208,cspclass5,,,,,493940.1975
208,cspclass4,,,,,493940.1975
208,cspclass3,,,,,493940.1975
208,cspclass2,,,,,493940.1975
208,cspclass1,,,,,493940.1975
209,cspclass5,,,,,493940.1975
209,cspclass4,,,,,493940.1975
209,cspclass3,,,,,493940.1975
209,cspclass2,,,,,493940.1975
209,cspclass1,,,,,493940.1975
210,cspclass5,,,,,493940.1975
210,cspclass4,,,,,493940.1975
210,cspclass3,,,,,493940.1975
210,cspclass2,,,,,493940.1975
210,cspclass1,,,,,493940.1975
211,cspclass5,,,,,451049.7459
211,cspclass4,,,,,451049.7459
211,cspclass3,,,,,451049.7459
211,cspclass2,,,,,451049.7459
211,cspclass1,,,,,451049.7459
212,cspclass5,,,,,451049.7459
212,cspclass4,,,,,451049.7459
212,cspclass3,,,,,451049.7459
212,cspclass2,,,,,451049.7459
212,cspclass1,,,,,451049.7459
213,cspclass5,,,,,451049.7459
213,cspclass4,,,,,451049.7459
213,cspclass3,,,,,451049.7459
213,cspclass2,,,,,451049.7459
213,cspclass1,,,,,451049.7459
214,cspclass5,,,,,451049.7459
214,cspclass4,,,,,451049.7459
214,cspclass3,,,,,451049.7459
214,cspclass2,,,,,451049.7459
214,cspclass1,,,,,451049.7459
215,cspclass5,,,,,451049.7459
215,cspclass4,,,,,451049.7459
215,cspclass3,,,,,451049.7459
215,cspclass2,,,,,451049.7459
215,cspclass1,,,,,451049.7459
216,cspclass5,,,,,451049.7459
216,cspclass4,,,,,451049.7459
216,cspclass3,,,,,451049.7459
216,cspclass2,,,,,451049.7459
216,cspclass1,,,,,451049.7459
217,cspclass5,,,,,451049.7459
217,cspclass4,,,,,451049.7459
217,cspclass3,,,,,451049.7459
217,cspclass2,,,,,451049.7459
217,cspclass1,,,,,451049.7459
218,cspclass5,,,,,451049.7459
218,cspclass4,,,,,451049.7459
218,cspclass3,,,,,451049.7459
218,cspclass2,,,,,451049.7459
218,cspclass1,,,,,451049.7459
219,cspclass5,,,,,463980.2663
219,cspclass4,,,,,463980.2663
219,cspclass3,,,,,463980.2663
219,cspclass2,,,,,463980.2663
219,cspclass1,,,,,463980.2663
220,cspclass5,,,,,463980.2663
220,cspclass4,,,,,463980.2663
220,cspclass3,,,,,463980.2663
220,cspclass2,,,,,463980.2663
220,cspclass1,,,,,463980.2663
221,cspclass5,,,,,463980.2663
221,cspclass4,,,,,463980.2663
221,cspclass3,,,,,463980.2663
221,cspclass2,,,,,463980.2663
221,cspclass1,,,,,463980.2663
222,cspclass5,,,,,463980.2663
222,cspclass4,,,,,463980.2663
222,cspclass3,,,,,463980.2663
222,cspclass2,,,,,463980.2663
222,cspclass1,,,,,463980.2663
223,cspclass5,,,,,463980.2663
223,cspclass4,,,,,463980.2663
223,cspclass3,,,,,463980.2663
223,cspclass2,,,,,463980.2663
223,cspclass1,,,,,463980.2663
224,cspclass5,,,,,463980.2663
224,cspclass4,,,,,463980.2663
224,cspclass3,,,,,463980.2663
224,cspclass2,,,,,463980.2663
224,cspclass1,,,,,463980.2663
225,cspclass5,,,,,463980.2663
225,cspclass4,,,,,463980.2663
225,cspclass3,,,,,463980.2663
225,cspclass2,,,,,463980.2663
225,cspclass1,,,,,463980.2663
226,cspclass5,,,,,463980.2663
226,cspclass4,,,,,463980.2663
226,cspclass3,,,,,463980.2663
226,cspclass2,,,,,463980.2663
226,cspclass1,,,,,463980.2663
227,cspclass5,,,,,443232.2744
227,cspclass4,,,,,443232.2744
227,cspclass3,,,,,443232.2744
227,cspclass2,,,,,443232.2744
227,cspclass1,,,,,443232.2744
228,cspclass5,,,,,443232.2744
228,cspclass4,,,,,443232.2744
228,cspclass3,,,,,443232.2744
228,cspclass2,,,,,443232.2744
228,cspclass1,,,,,443232.2744
229,cspclass5,,,,,443232.2744
229,cspclass4,,,,,443232.2744
229,cspclass3,,,,,443232.2744
229,cspclass2,,,,,443232.2744
229,cspclass1,,,,,443232.2744
230,cspclass5,,,,,443232.2744
230,cspclass4,,,,,443232.2744
230,cspclass3,,,,,443232.2744
230,cspclass2,,,,,443232.2744
230,cspclass1,,,,,443232.2744
231,cspclass5,,,,,443232.2744
231,cspclass4,,,,,443232.2744
231,cspclass3,,,,,443232.2744
231,cspclass2,,,,,443232.2744
231,cspclass1,,,,,443232.2744
232,cspclass5,,,,,443232.2744
232,cspclass4,,,,,443232.2744
232,cspclass3,,,,,443232.2744
232,cspclass2,,,,,443232.2744
232,cspclass1,,,,,443232.2744
233,cspclass5,,,,,443232.2744
233,cspclass4,,,,,443232.2744
233,cspclass3,,,,,443232.2744
233,cspclass2,,,,,443232.2744
233,cspclass1,,,,,443232.2744
234,cspclass5,,,,,443232.2744
234,cspclass4,,,,,443232.2744
234,cspclass3,,,,,443232.2744
234,cspclass2,,,,,443232.2744
234,cspclass1,,,,,443232.2744
235,cspclass5,,,,,443232.2744
235,cspclass4,,,,,443232.2744
235,cspclass3,,,,,443232.2744
235,cspclass2,,,,,443232.2744
235,cspclass1,,,,,443232.2744
236,cspclass5,,,,,421808.1768
236,cspclass4,,,,,421808.1768
236,cspclass3,,,,,421808.1768
236,cspclass2,,,,,421808.1768
236,cspclass1,,,,,421808.1768
237,cspclass5,,,,,421808.1768
237,cspclass4,,,,,421808.1768
237,cspclass3,,,,,421808.1768
237,cspclass2,,,,,421808.1768
237,cspclass1,,,,,421808.1768
238,cspclass5,,,,,421808.1768
238,cspclass4,,,,,421808.1768
238,cspclass3,,,,,421808.1768
238,cspclass2,,,,,421808.1768
238,cspclass1,,,,,421808.1768
239,cspclass5,,,,,421808.1768
239,cspclass4,,,,,421808.1768
239,cspclass3,,,,,421808.1768
239,cspclass2,,,,,421808.1768
239,cspclass1,,,,,421808.1768
240,cspclass5,,,,,421808.1768
240,cspclass4,,,,,421808.1768
240,cspclass3,,,,,421808.1768
240,cspclass2,,,,,421808.1768
240,cspclass1,,,,,421808.1768
241,cspclass5,,,,,421808.1768
241,cspclass4,,,,,421808.1768
241,cspclass3,,,,,421808.1768
241,cspclass2,,,,,421808.1768
241,cspclass1,,,,,421808.1768
242,cspclass5,,,,,421808.1768
242,cspclass4,,,,,421808.1768
242,cspclass3,,,,,421808.1768
242,cspclass2,,,,,421808.1768
242,cspclass1,,,,,421808.1768
243,cspclass5,,,,,419948.8863
243,cspclass4,,,,,419948.8863
243,cspclass3,,,,,419948.8863
243,cspclass2,,,,,419948.8863
243,cspclass1,,,,,419948.8863
244,cspclass5,,,,,419948.8863
244,cspclass4,,,,,419948.8863
244,cspclass3,,,,,419948.8863
244,cspclass2,,,,,419948.8863
244,cspclass1,,,,,419948.8863
245,cspclass5,,,,,419948.8863
245,cspclass4,,,,,419948.8863
245,cspclass3,,,,,419948.8863
245,cspclass2,,,,,419948.8863
245,cspclass1,,,,,419948.8863
246,cspclass5,,,,,432837.1501
246,cspclass4,,,,,432837.1501
246,cspclass3,,,,,432837.1501
246,cspclass2,,,,,432837.1501
246,cspclass1,,,,,432837.1501
247,cspclass5,,,,,432837.1501
247,cspclass4,,,,,432837.1501
247,cspclass3,,,,,432837.1501
247,cspclass2,,,,,432837.1501
247,cspclass1,,,,,432837.1501
248,cspclass5,,,,,432837.1501
248,cspclass4,,,,,432837.1501
248,cspclass3,,,,,432837.1501
248,cspclass2,,,,,432837.1501
248,cspclass1,,,,,432837.1501
249,cspclass5,,,,,432837.1501
249,cspclass4,,,,,432837.1501
249,cspclass3,,,,,432837.1501
249,cspclass2,,,,,432837.1501
249,cspclass1,,,,,432837.1501
250,cspclass5,,,,,432837.1501
250,cspclass4,,,,,432837.1501
250,cspclass3,,,,,432837.1501
250,cspclass2,,,,,432837.1501
250,cspclass1,,,,,432837.1501
251,cspclass5,,,,,445894.4403
251,cspclass4,,,,,445894.4403
251,cspclass3,,,,,445894.4403
251,cspclass2,,,,,445894.4403
251,cspclass1,,,,,445894.4403
252,cspclass5,,,,,445894.4403
252,cspclass4,,,,,445894.4403
252,cspclass3,,,,,445894.4403
252,cspclass2,,,,,445894.4403
252,cspclass1,,,,,445894.4403
253,cspclass5,,,,,436978.2972
253,cspclass4,,,,,436978.2972
253,cspclass3,,,,,436978.2972
253,cspclass2,,,,,436978.2972
253,cspclass1,,,,,436978.2972
254,cspclass5,,,,,445894.4403
254,cspclass4,,,,,445894.4403
254,cspclass3,,,,,445894.4403
254,cspclass2,,,,,445894.4403
254,cspclass1,,,,,445894.4403
255,cspclass5,,,,,445894.4403
255,cspclass4,,,,,445894.4403
255,cspclass3,,,,,445894.4403
255,cspclass2,,,,,445894.4403
255,cspclass1,,,,,445894.4403
256,cspclass5,,,,,421174.3278
256,cspclass4,,,,,421174.3278
256,cspclass3,,,,,421174.3278
256,cspclass2,,,,,421174.3278
256,cspclass1,,,,,421174.3278
257,cspclass5,,,,,419188.2675
257,cspclass4,,,,,419188.2675
257,cspclass3,,,,,419188.2675
257,cspclass2,,,,,419188.2675
257,cspclass1,,,,,419188.2675
258,cspclass5,,,,,419188.2675
258,cspclass4,,,,,419188.2675
258,cspclass3,,,,,419188.2675
258,cspclass2,,,,,419188.2675
258,cspclass1,,,,,419188.2675
259,cspclass5,,,,,419188.2675
259,cspclass4,,,,,419188.2675
259,cspclass3,,,,,419188.2675
259,cspclass2,,,,,419188.2675
259,cspclass1,,,,,419188.2675
260,cspclass5,,,,,416526.1015
260,cspclass4,,,,,416526.1015
260,cspclass3,,,,,416526.1015
260,cspclass2,,,,,416526.1015
260,cspclass1,,,,,416526.1015
261,cspclass5,,,,,416526.1015
261,cspclass4,,,,,416526.1015
261,cspclass3,,,,,416526.1015
261,cspclass2,,,,,416526.1015
261,cspclass1,,,,,416526.1015
262,cspclass5,,,,,400046.0265
262,cspclass4,,,,,400046.0265
262,cspclass3,,,,,400046.0265
262,cspclass2,,,,,400046.0265
262,cspclass1,,,,,400046.0265
263,cspclass5,,,,,400046.0265
263,cspclass4,,,,,400046.0265
263,cspclass3,,,,,400046.0265
263,cspclass2,,,,,400046.0265
263,cspclass1,,,,,400046.0265
264,cspclass5,,,,,400046.0265
264,cspclass4,,,,,400046.0265
264,cspclass3,,,,,400046.0265
264,cspclass2,,,,,400046.0265
264,cspclass1,,,,,400046.0265
265,cspclass5,,,,,429034.0559
265,cspclass4,,,,,429034.0559
265,cspclass3,,,,,429034.0559
265,cspclass2,,,,,429034.0559
265,cspclass1,,,,,429034.0559
266,cspclass5,,,,,429034.0559
266,cspclass4,,,,,429034.0559
266,cspclass3,,,,,429034.0559
266,cspclass2,,,,,429034.0559
266,cspclass1,,,,,429034.0559
267,cspclass5,,,,,429034.0559
267,cspclass4,,,,,429034.0559
267,cspclass3,,,,,429034.0559
267,cspclass2,,,,,429034.0559
267,cspclass1,,,,,429034.0559
268,cspclass5,,,,,429034.0559
268,cspclass4,,,,,429034.0559
268,cspclass3,,,,,429034.0559
268,cspclass2,,,,,429034.0559
268,cspclass1,,,,,429034.0559
269,cspclass5,,,,,412934.2903
269,cspclass4,,,,,412934.2903
269,cspclass3,,,,,412934.2903
269,cspclass2,,,,,412934.2903
269,cspclass1,,,,,412934.2903
270,cspclass5,,,,,412934.2903
270,cspclass4,,,,,412934.2903
270,cspclass3,,,,,412934.2903
270,cspclass2,,,,,412934.2903
270,cspclass1,,,,,412934.2903
271,cspclass5,,,,,412934.2903
271,cspclass4,,,,,412934.2903
271,cspclass3,,,,,412934.2903
271,cspclass2,,,,,412934.2903
271,cspclass1,,,,,412934.2903
272,cspclass5,,,,,406976.1093
272,cspclass4,,,,,406976.1093
272,cspclass3,,,,,406976.1093
272,cspclass2,,,,,406976.1093
272,cspclass1,,,,,406976.1093
273,cspclass5,,,,,406976.1093
273,cspclass4,,,,,406976.1093
273,cspclass3,,,,,406976.1093
273,cspclass2,,,,,406976.1093
273,cspclass1,,,,,406976.1093
274,cspclass5,,,,,406976.1093
274,cspclass4,,,,,406976.1093
274,cspclass3,,,,,406976.1093
274,cspclass2,,,,,406976.1093
274,cspclass1,,,,,406976.1093
275,cspclass5,,,,,406976.1093
275,cspclass4,,,,,406976.1093
275,cspclass3,,,,,406976.1093
275,cspclass2,,,,,406976.1093
275,cspclass1,,,,,406976.1093
276,cspclass5,,,,,433640.0256
276,cspclass4,,,,,433640.0256
276,cspclass3,,,,,433640.0256
276,cspclass2,,,,,433640.0256
276,cspclass1,,,,,433640.0256
277,cspclass5,,,,,433640.0256
277,cspclass4,,,,,433640.0256
277,cspclass3,,,,,433640.0256
277,cspclass2,,,,,433640.0256
277,cspclass1,,,,,433640.0256
278,cspclass5,,,,,433640.0256
278,cspclass4,,,,,433640.0256
278,cspclass3,,,,,433640.0256
278,cspclass2,,,,,433640.0256
278,cspclass1,,,,,433640.0256
279,cspclass5,,,,,433640.0256
279,cspclass4,,,,,433640.0256
279,cspclass3,,,,,433640.0256
279,cspclass2,,,,,433640.0256
