# File: RECS_1990.csv
# Title: Residential Energy Consumption Survey 1990
# Source: Fill in
# Units: Fill in
HHID,NWEIGHT,DIVISION,HEATED,HOMEAREA,CDD65,HDD65,BTUEL,BTUNG,BTUELEST,BTUNGEST,BTUELSPH,BTUNGSPH,BTUELWTH,BTUNGWTH,BTUELAPL,BTUNGAPL,BTUELCOL,BTUNGCOL,BTUELRFG,BTUELFZZ,BTUKER,BTUFO,BTULP,BTUFOEST,BTULPEST,BTUKREST,BTUFOSPH,BTULPSPH,BTUKRSPH,BTUFOWTH,BTULPWTH,BTUKRWTH,BTUFOAPL,BTULPAPL,BTUKRAPL 
3316,33557,3,470,470,498,7018,4384,9999999,15061,9999999,9999999,9999999,2125,9999999,1405,9999999,9999999,9999999,854,9999999,9999999,9999999,3852,9999999,7640,9999999,9999999,3852,9999999,9999999,9999999,9999999,9999999,9999999,9999999
3317,7660,4,2460,2460,1067,5829,33427,108108,29682,141891,9999999,83329,9999999,19589,26479,5190,1154,9999999,5794,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
3318,20766,3,4743,5664,1118,4929,7616,249701,20682,270317,9999999,217576,9999999,25819,5977,6306,456,9999999,1183,919,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
3319,21315,5,975,975,1721,2581,64323,9999999,69059,9999999,15796,9999999,14332,9999999,22410,9999999,5619,9999999,6166,4912,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
3320,23765,6,660,660,2166,2170,30810,9999999,29800,9999999,7636,9999999,5206,9999999,8490,9999999,5428,9999999,4050,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
3321,22749,7,1839,2279,2816,1098,45591,61085,68687,50356,9999999,32783,9999999,23873,20360,4429,18736,9999999,6495,3574,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
3322,17763,9,400,400,192,2202,9106,39052,6615,33924,1208,14936,9999999,19287,3990,4829,9999999,9999999,3908,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
3323,19071,5,2294,2294,1820,2531,30643,114758,33124,60607,9999999,105961,7596,9999999,10258,8797,9012,9999999,3777,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
3324,17920,3,2074,2074,673,5680,19551,99904,18962,118751,9999999,72128,9999999,21908,13794,5868,909,9999999,4848,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
3325,24335,5,864,927,1800,2500,56885,9999999,52723,9999999,16338,9999999,11536,9999999,21684,9999999,1188,9999999,6139,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
3326,17276,2,980,980,271,6730,51129,9999999,45286,9999999,9999999,9999999,18529,9999999,30044,9999999,9999999,9999999,2556,4439,4590,9999999,9999999,9999999,9999999,58734,9999999,9999999,4590,9999999,9999999,9999999,9999999,9999999,9999999
3327,13747,4,560,560,790,6734,5804,26032,8054,46380,9999999,15732,9999999,10300,3124,9999999,500,9999999,2180,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
3328,22309,8,778,778,693,5711,9274,156886,14798,112059,9999999,92728,9999999,51881,7257,12277,9999999,9999999,2017,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
3329,13237,4,1769,2800,1292,3946,62644,9999999,64886,9999999,11595,9999999,14050,9999999,23457,9999999,9961,9999999,3581,4213,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
3330,8473,1,672,672,670,5864,23273,9999999,26367,9999999,9999999,9999999,9958,9999999,9836,9999999,1049,9999999,2430,2845,77748,9999999,7032,9999999,8892,67765,9999999,9999999,77748,9999999,9999999,9999999,9999999,7032,9999999
3331,21327,7,1602,2108,2430,3297,44376,107613,27473,82618,9999999,92526,9999999,15087,23755,9999999,14088,9999999,6533,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
3332,12926,1,609,609,788,4881,7448,80095,10321,72477,9999999,49093,9999999,24559,5417,6443,9999999,9999999,2031,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
3333,17635,7,1745,2296,2556,2186,90258,57905,49906,67033,9999999,38725,9999999,19180,38621,9999999,39513,9999999,12124,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
3334,24649,7,526,526,2835,1217,31513,9999999,30929,9999999,3153,9999999,4413,9999999,4180,9999999,13638,9999999,6129,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
3335,7726,4,2787,2891,581,7537,14262,197100,16077,190637,9999999,173862,9999999,17167,10674,6071,9999999,9999999,3588,4219,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
3336,8416,4,440,440,762,6942,9933,31718,8311,40941,1123,18283,9999999,13435,4636,9999999,890,9999999,3284,9999999,9999999,33295,9999999,21093,9999999,9999999,33295,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
3337,7961,1,2400,2400,620,5118,16303,16528,13353,26456,2092,9999999,9999999,16528,11092,9999999,880,9999999,2239,9999999,9999999,92806,9999999,63574,9999999,9999999,92806,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
3338,15821,3,1684,2308,584,7092,26934,9999999,21946,9999999,9999999,9999999,8688,9999999,13568,9999999,1089,9999999,3589,4136,9999999,103361,9999999,83940,9999999,9999999,103361,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
3339,14642,2,892,892,843,4938,4555,112745,24451,69178,303,72362,9999999,32403,2747,7980,141,9999999,1364,727,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
3340,9159,4,1050,2100,898,6366,7534,94884,6407,117500,9999999,78132,9999999,13992,4087,2760,9999999,9999999,3447,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
3341,25830,5,1776,1776,1787,2402,48631,9999999,32365,9999999,9999999,9999999,6041,9999999,22978,9999999,11039,9999999,8573,10291,9999999,9999999,18266,9999999,26762,9999999,9999999,18266,9999999,9999999,9999999,9999999,9999999,9999999,9999999
3342,15961,3,864,2488,364,7948,38044,9999999,34838,9999999,9999999,9999999,13563,9999999,20428,9999999,9999999,9999999,4053,3163,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
3343,15398,2,1342,1546,1217,3990,14462,83844,13835,101175,9999999,51791,9999999,23458,8520,8595,2851,9999999,3091,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
3344,9613,8,820,820,1842,2808,18984,78150,20283,61010,9999999,46047,9999999,26660,10992,5443,9999999,9999999,7992,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
3345,25389,9,1182,1280,553,5616,12355,9999999,67541,9999999,601,9999999,4642,9999999,6147,9999999,9999999,9999999,965,1135,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
3346,12657,6,3190,3944,1252,3234,48304,67671,76909,58948,9999999,67671,9330,9999999,24237,9999999,10495,9999999,4242,2227,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
3347,32088,3,658,1656,777,5051,18735,9999999,30172,9999999,962,9999999,3555,9999999,7596,9999999,517,9999999,6105,1516,9999999,108675,2192,80112,4206,9999999,108675,9999999,9999999,9999999,9999999,9999999,9999999,2192,9999999
3348,54018,5,1044,1180,3025,785,33891,9999999,46771,9999999,981,9999999,4028,9999999,10748,9999999,15238,9999999,2896,3407,9999999,9999999,6028,9999999,16190,9999999,9999999,4462,9999999,9999999,9999999,9999999,9999999,1566,9999999
3349,9557,4,1680,1980,896,6370,19933,73018,21616,93370,9999999,57247,9999999,15771,12619,9999999,4611,9999999,2703,2101,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
3350,31420,9,576,576,1218,1255,26851,69410,11633,30330,9999999,36357,9999999,20546,15279,12507,2430,9999999,9142,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
3351,7961,1,3228,4760,737,5161,48706,24458,42282,29722,8681,24458,4640,9999999,23015,9999999,4260,9999999,8110,9999999,9999999,257825,9999999,188028,9999999,9999999,228307,9999999,9999999,29518,9999999,9999999,9999999,9999999,9999999
3352,31921,3,2400,3060,777,6682,68312,9999999,53082,9999999,9999999,9999999,22364,9999999,34832,9999999,9999999,9999999,11116,4427,9999999,45768,9999999,57546,9999999,9999999,45768,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
3353,21563,5,948,948,1499,2696,21823,37255,22605,39913,9999999,37255,9999999,9999999,11301,9999999,5039,9999999,5483,4414,9999999,9999999,14339,9999999,7027,9999999,9999999,9999999,9999999,9999999,14339,9999999,9999999,9999999,9999999
3354,8726,1,1413,1413,814,4843,11437,150818,19963,112604,1186,101686,9999999,38467,7668,10665,9999999,9999999,2583,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
3355,9661,4,938,938,1451,3913,12249,103206,15586,72829,9999999,75009,9999999,19940,6456,8257,935,9999999,4858,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
3356,9679,8,1595,1595,3571,1473,22079,60564,31723,57242,1641,44468,9999999,8913,12263,7183,9999999,9999999,8175,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
3357,35316,5,2784,3204,2325,1630,149469,9999999,98057,9999999,35751,9999999,18709,9999999,40720,9999999,31719,9999999,22570,9999999,9999999,9999999,4293,9999999,21229,9999999,9999999,3090,9999999,9999999,9999999,9999999,9999999,1203,9999999
3358,19932,2,1639,3448,884,4660,16210,110459,18649,119047,9999999,80952,9999999,20495,10225,9012,9999999,9999999,5985,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
3359,11852,1,1728,1968,332,6667,11492,9999999,15548,9999999,703,9999999,9999999,9999999,7067,9999999,9999999,9999999,3722,9999999,9999999,46305,9999999,99937,9999999,9999999,42154,9999999,9999999,4151,9999999,9999999,9999999,9999999,9999999
3360,10772,1,1705,3373,885,4986,21260,144723,14447,79500,9999999,116563,9999999,28160,14365,9999999,4319,9999999,2576,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
3361,15336,9,1536,1536,763,2306,21077,70488,25836,67375,1228,43860,9999999,20295,15237,6333,2544,9999999,2068,3611,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
3362,20926,5,710,710,871,4459,27402,9999999,30427,9999999,5555,9999999,6500,9999999,7529,9999999,4944,9999999,2874,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
3363,56354,9,1055,1853,2,3838,21011,9999999,16987,9999999,1767,9999999,7054,9999999,10166,9999999,9999999,9999999,2024,2407,9999999,9999999,21737,9999999,40654,9999999,9999999,17855,9999999,9999999,9999999,9999999,9999999,3882,9999999
3364,12991,1,3515,3680,907,4772,27825,9999999,12872,9999999,9999999,9999999,9999999,9999999,13080,9999999,5093,9999999,9652,9999999,9999999,248394,9999999,174179,9999999,9999999,235536,9999999,9999999,12858,9999999,9999999,9999999,9999999,9999999
3365,18542,5,840,840,1743,2438,41531,9999999,34143,9999999,9999999,9999999,15505,9999999,14938,9999999,5962,9999999,5126,9999999,9999999,20804,11416,44030,21229,9999999,20804,8217,9999999,9999999,9999999,9999999,9999999,3199,9999999
3366,10341,1,1914,2100,524,5803,38440,9999999,46757,9999999,9999999,9999999,11982,9999999,20110,9999999,2857,9999999,3491,9999999,9999999,52980,9999999,71346,9999999,9999999,52980,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
3367,30795,2,396,396,982,4308,3975,3704,6430,5723,9999999,9999999,9999999,9999999,2860,3704,9999999,9999999,1115,9999999,9999999,61021,9999999,50345,9999999,9999999,32318,9999999,9999999,28703,9999999,9999999,9999999,9999999,9999999
3368,23030,3,1376,1836,768,5964,22888,119396,26072,129952,9999999,64747,9999999,27577,11349,27072,2908,9999999,8631,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
3369,22299,3,2535,2934,406,5952,42319,84493,32963,92133,9999999,59745,9999999,24748,27723,9999999,4130,9999999,10466,9999999,675,9999999,9999999,9999999,9999999,5229,9999999,9999999,658,9999999,9999999,9999999,9999999,9999999,17
3370,15961,3,1550,1550,761,5658,33028,9999999,38245,9999999,9999999,9999999,9740,9999999,19308,9999999,9999999,9999999,3980,9999999,9999999,65382,9999999,42144,9999999,9999999,65382,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
3371,25314,6,1840,1840,2027,2543,75207,44962,50167,77259,9999999,27448,9999999,14031,34654,3483,30186,9999999,10367,8347,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
3372,20946,9,882,882,240,4848,4839,84245,6936,74382,9999999,53421,9999999,25418,2895,5406,9999999,9999999,1944,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
3373,15398,2,743,743,1424,4737,10148,45869,17845,43223,9999999,20957,9999999,24912,4469,9999999,3222,9999999,2457,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
3374,7564,4,872,952,1223,4633,40883,9999999,34392,9999999,9999999,9999999,18266,9999999,14336,9999999,1917,9999999,6364,9999999,9999999,9999999,65484,9999999,56699,9999999,9999999,53625,9999999,9999999,9999999,9999999,9999999,11859,9999999
3375,8783,4,2806,3014,1274,5815,17517,120738,26294,164175,9999999,112377,9999999,7276,11830,1085,2671,9999999,3016,2428,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
3376,13431,1,1200,1200,986,4292,9091,73683,7318,86424,9999999,54368,9999999,15851,5429,3464,9999999,9999999,3662,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
3377,19307,7,1536,1536,2881,1100,44605,71380,34559,56441,9999999,48955,9999999,11223,13703,11202,22272,9999999,8630,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
3378,19891,2,2247,2247,478,5529,55049,99054,36051,124956,3892,71783,9999999,27271,44453,9999999,9999999,9999999,6704,5398,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
3379,10966,6,1457,1457,1751,2620,45444,9999999,65402,9999999,12163,9999999,6868,9999999,15415,9999999,6421,9999999,4577,2618,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
3380,18890,9,1481,1481,4457,990,31652,9999999,45693,9999999,1975,9999999,4616,9999999,6901,9999999,14137,9999999,4023,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
3381,25147,9,961,961,147,5577,55152,9999999,46152,9999999,27443,9999999,9862,9999999,14869,9999999,9999999,9999999,2978,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
3382,8006,4,1614,2125,1312,4682,12873,307507,21021,151733,9999999,263847,9999999,43660,8975,9999999,591,9999999,3307,1892,675,9999999,9999999,9999999,9999999,2038,9999999,9999999,675,9999999,9999999,9999999,9999999,9999999,9999999
3383,16098,9,2000,2000,1030,1178,37921,62356,24647,65867,9999999,36289,9999999,18458,21691,7609,3147,9999999,13083,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
3384,17611,9,2032,2444,442,4266,24761,9999999,35041,9999999,1206,9999999,8863,9999999,12524,9999999,9999999,9999999,2168,2460,9999999,52702,9999999,37388,9999999,9999999,52702,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
3385,8942,8,616,616,4269,1187,25763,30947,16723,26109,9999999,12645,9999999,11971,6590,6331,12233,9999999,6940,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
3386,22037,6,804,804,1868,2558,34891,9999999,46132,9999999,1497,9999999,7867,9999999,14497,9999999,7931,9999999,3099,3646,9999999,9999999,42468,9999999,20639,9999999,9999999,42468,9999999,9999999,9999999,9999999,9999999,9999999,9999999
3387,9726,4,669,751,1917,4187,21526,61122,24355,89784,9999999,37621,9999999,18464,10513,5037,6049,9999999,4964,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
3388,37462,3,3451,4001,505,7261,26726,135329,23842,122313,9999999,116342,9999999,15062,17233,3925,4486,9999999,5007,3989,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
3389,11651,4,1330,1630,796,6649,25017,95310,26801,130267,1440,61836,9999999,15850,17286,17624,3362,9999999,2929,3484,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
3390,22470,5,2148,2800,1560,2793,49716,102803,48770,97132,2195,64320,9999999,30992,24255,7491,13863,9999999,9403,5173,2025,9999999,9999999,9999999,9999999,3056,9999999,9999999,2025,9999999,9999999,9999999,9999999,9999999,9999999
3391,36063,9,2067,2067,2453,1055,18524,51321,25043,49117,9999999,21845,9999999,19608,7886,9868,4717,9999999,5921,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
3392,15820,6,1074,1074,1086,3465,60775,9999999,47058,9999999,14559,9999999,12874,9999999,21893,9999999,7296,9999999,4153,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
3393,8661,4,3050,3050,1419,4740,15955,149391,23407,112551,9999999,135737,9999999,13654,8788,9999999,3341,9999999,3826,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
3394,67410,5,2120,2120,1003,4151,21359,93946,23530,80333,9999999,58236,9999999,28745,13713,6965,4418,9999999,3228,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
3395,22749,7,3558,3558,3074,1058,88019,148755,117984,136947,1934,51055,9999999,30542,46491,67158,30706,9999999,8888,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
3396,22749,7,4000,5000,3828,940,107756,9999999,101669,9999999,14290,9999999,11439,9999999,32388,9999999,40483,9999999,9156,5405,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
3397,14635,9,2910,3372,970,1367,27934,151257,39524,126062,9999999,70150,9999999,26794,24599,54313,9999999,9999999,3335,3922,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
3398,7957,4,2376,2889,1188,4549,10226,45909,61022,90679,9999999,45909,1997,9999999,3996,9999999,1900,9999999,2333,1179,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
3399,12807,6,756,756,1911,2226,49228,9999999,43722,9999999,8863,9999999,9689,9999999,16518,9999999,11140,9999999,3018,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
3400,19247,2,2600,2600,1289,3768,10746,7967,10897,6095,9999999,9999999,9999999,9999999,5349,7967,9999999,9999999,5397,9999999,9999999,111978,9999999,101431,9999999,9999999,82200,9999999,9999999,29778,9999999,9999999,9999999,9999999,9999999
3401,17635,7,1008,1512,2593,2159,58014,62835,64181,87099,8687,40150,9999999,18328,21815,4357,17951,9999999,9561,8426,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
3402,7726,4,1920,2544,569,7690,15013,9999999,23628,9999999,9999999,9999999,9999999,9999999,10599,9999999,1844,9999999,2570,2005,9999999,9999999,86307,9999999,99258,9999999,9999999,76803,9999999,9999999,9504,9999999,9999999,9999999,9999999
3403,23819,5,609,1880,1448,2763,11529,60844,11044,51466,9999999,44027,9999999,9126,4787,7691,984,9999999,5758,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
3404,17570,2,3801,4578,746,5052,36038,9999999,31877,9999999,9999999,9999999,9999999,9999999,27955,9999999,2494,9999999,5589,9999999,9999999,136055,9999999,193381,9999999,9999999,111100,9999999,9999999,24955,9999999,9999999,9999999,9999999,9999999
3405,9689,8,840,840,533,6498,18991,111676,13118,95791,9999999,99040,9999999,12636,14779,9999999,9999999,9999999,4212,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
3406,38615,7,1624,1624,2749,1125,55701,55530,48623,51027,9999999,27685,9999999,21629,22199,6216,26133,9999999,7369,5933,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
3407,17920,3,2400,2840,652,7349,27821,106719,39951,130497,5481,83646,9999999,23073,13133,9999999,4211,9999999,4996,2310,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
3408,10488,8,360,360,569,5939,7492,64873,8302,57632,9999999,45541,9999999,19332,6217,9999999,9999999,9999999,1275,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
3409,18114,3,1197,1197,443,6435,37645,115274,34704,97108,9999999,115274,15510,9999999,17856,9999999,9999999,9999999,4279,2286,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
3410,13183,6,980,980,1202,3449,34284,9999999,40105,9999999,5132,9999999,8117,9999999,15108,9999999,3174,9999999,2753,4880,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
3411,17920,3,3097,3329,641,6971,29991,114773,26527,184685,9999999,82904,9999999,23927,23237,7942,1569,9999999,5185,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
3412,7957,4,1494,2241,1250,5060,9782,127820,12251,148419,9999999,93193,9999999,28233,5455,6394,9999999,9999999,4327,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
3413,16273,6,2928,2928,1463,3547,18527,166050,26506,100970,1173,123254,9999999,34815,8014,7981,5141,9999999,4199,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
3414,21872,7,1425,1425,2024,2772,16569,19616,22027,66208,9999999,15031,9999999,3602,10519,983,1584,9999999,4466,5251,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
3415,12657,6,2160,2160,1499,3064,25788,59156,25553,66880,9999999,43905,9999999,15251,14145,9999999,5344,9999999,6299,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
3416,13103,1,3808,3808,633,5095,8837,9999999,16790,9999999,9999999,9999999,9999999,9999999,6690,9999999,9999999,9999999,2147,9999999,9999999,131062,9999999,113206,9999999,9999999,109708,9999999,9999999,21354,9999999,9999999,9999999,9999999,9999999
3417,18293,9,552,552,1522,1442,13918,9999999,28505,9999999,2209,9999999,3784,9999999,5040,9999999,1439,9999999,1446,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
3418,48783,9,864,864,2075,898,23638,101602,20640,58675,9999999,39408,9999999,46717,12965,15477,9999999,9999999,10673,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
3419,17354,9,1322,1722,1725,985,16289,48094,16227,43409,866,32608,9999999,8184,6077,7302,3326,9999999,6020,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
3420,7564,4,1920,2544,560,7799,24481,9999999,25418,9999999,9999999,9999999,9999999,9999999,17284,9999999,3006,9999999,4191,3270,9999999,9999999,69045,9999999,99258,9999999,9999999,61442,9999999,9999999,7603,9999999,9999999,9999999,9999999
3421,13831,9,780,780,701,2471,14849,45259,10283,24599,1643,15374,9999999,29885,9816,9999999,9999999,9999999,3390,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
3422,20448,9,1119,1119,817,2591,17961,88812,12740,72839,9999999,75813,9999999,12999,12745,9999999,9999999,9999999,5216,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
3423,25089,3,710,710,656,5063,8315,62629,13878,47808,9999999,31963,9999999,30666,6103,9999999,586,9999999,1626,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
3424,12807,6,600,600,1655,3283,80977,9999999,49245,9999999,24755,9999999,15499,9999999,30103,9999999,9999999,9999999,10620,8459,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
