# File: RECS_2005.csv
# Title: Residential Energy Consumption Survey 2005
# Source: Fill in
# Units: Fill in
DOEID,REGIONC,DIVISION,LRGSTATE,TYPEHUQ,NWEIGHT,HD65,CD65,YEARMADE,OVENA,FUELFOOD,NUMFRIG,AGERFRI1,AGERFRI2,AGERFRI3,NUMFREEZ,AGEFRZR,DISHWASH,AGEDW,CWASHER,AGECWASH,DRYER,DRYRFUEL,AGECDRYER,FUELHEAT,EQUIPM,NUMH2OHTRS,WHEATAGE,AIRCOND,COOLTYPE,AGECENAC,NUMBERAC,WWACAGE,LGT12,LGT12EE,LGT4,LGT4EE,LGT1,LGT1EE,NOUTLGTNT,FUELH2O,ELWARM,ELFOOD,ELWATER,ELCOOL,ELOTHER,UGWARM,UGWATER,UGCOOK,UGOTH,LPWARM,LPWATER,LPCOOK,LPGRILL,LPOTHER,FOWARM,FOWATER,FOOTHER,KRWARM,KRWATER,KROTHER,WDWARM,SOLWATER,TOTSQFT,TOTHSQFT,BTUEL,BTUNG,BTUFO,BTULP,BTUKER,BTUELCDR,BTUELDWH,BTUELFZZ,BTUELRFG,BTUELCOL,BTUELWTH,BTUELSPH,BTUELAPL,BTUNGAPL,BTUNGWTH,BTUNGSPH,BTUFOAPL,BTUFOSPH,BTUFOWTH,BTULPAPL,BTULPSPH,BTULPWTH,BTUWOOD
60,2,3,0,2,24906.70586,8001,565,9,5,5,2,3,3,9,2,2,1,3,1,3,1,2,3,2,3,0,3,1,1,3,99,9,0,0,0,0,12,0,0,2,0,1,0,1,1,0,0,0,0,1,1,0,2,1,0,0,0,0,0,0,0,0,4352,3702,49013,9999999,9999999,174440,9999999,0,675,9236,7758,2024,0,0,39231,9999999,9999999,9999999,9999999,9999999,9999999,5372,128694,40374,9999999
61,3,5,0,2,37175.92773,6372,585,1,5,5,1,3,99,9,1,5,0,99,1,5,1,5,3,1,3,0,1,1,2,9,2,2,0,0,1,1,0,0,0,5,1,1,1,0,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1186,936,15453,66576,9999999,9999999,9999999,1312,0,3332,2207,454,2455,1430,8907,0,0,66576,9999999,9999999,9999999,9999999,9999999,9999999,9999999
62,1,1,0,2,13124.30326,6793,707,5,1,1,1,4,99,9,1,4,0,99,1,1,1,5,1,1,2,0,3,1,2,9,1,2,0,0,0,0,4,3,1,1,0,0,0,0,1,1,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2080,1633,19585,42395,9999999,9999999,9999999,2654,0,3034,2729,785,0,0,16071,1942,7975,32478,9999999,9999999,9999999,9999999,9999999,9999999,9999999
63,3,5,0,1,29961.70747,4055,947,3,5,5,1,3,99,9,0,9,0,99,1,4,1,5,3,3,3,0,5,1,2,9,1,3,0,0,0,0,0,0,99,3,1,1,0,0,1,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,524,524,17101,9999999,134373,9999999,9999999,2884,0,0,2769,1009,0,3645,9678,9999999,9999999,9999999,0,94766,39607,9999999,9999999,9999999,9999999
64,1,2,1,2,29556.5138,6656,931,1,2,2,1,2,99,9,0,9,0,99,0,9,0,99,9,3,3,0,1,1,2,9,2,3,1,0,4,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,1,1,2,0,1,0,0,0,0,0,0,0,3564,668,12143,9999999,151449,30600,9999999,0,0,0,1170,2063,0,0,8910,9999999,9999999,9999999,0,151449,0,6472,0,24128,9999999
65,3,6,0,2,27601.00991,1505,2650,6,5,5,2,1,6,9,0,9,1,6,1,6,1,5,6,5,3,0,2,1,1,6,99,9,0,0,1,0,4,1,4,5,1,1,1,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2123,1723,52825,9999999,9999999,9999999,9999999,2911,486,0,5211,15791,7770,4814,19239,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
66,1,1,0,5,19360.17346,7607,489,4,1,1,1,5,99,9,0,9,0,99,0,9,0,99,9,1,7,0,4,0,9,9,99,9,0,0,1,0,1,0,99,5,0,0,1,0,1,1,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,430,430,13836,47274,9999999,9999999,9999999,0,0,0,2975,0,5705,0,5156,3607,0,43667,9999999,9999999,9999999,9999999,9999999,9999999,9999999
67,2,3,0,2,7299.990472,6791,791,2,1,1,1,3,99,9,0,9,0,99,1,4,1,1,1,1,3,0,3,0,9,9,99,9,0,0,2,2,1,0,1,1,1,0,0,0,1,1,1,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,2704,1127,25604,172254,9999999,9999999,9999999,0,0,0,5532,0,0,2355,17717,21046,34812,116396,9999999,9999999,9999999,9999999,9999999,9999999,9999999
68,3,5,4,2,5446.642853,1214,2523,7,2,2,1,6,99,9,0,9,0,99,1,6,1,5,6,2,3,0,6,1,1,6,99,9,0,0,1,0,1,1,0,5,0,0,1,1,1,0,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,1584,792,91459,9999999,9999999,30600,9999999,5429,0,0,9462,30058,26413,0,25526,9999999,9999999,9999999,9999999,9999999,9999999,9168,21432,0,9999999
69,1,2,0,3,20318.86991,5752,1049,4,5,5,1,3,99,9,0,9,0,99,1,2,1,5,2,5,21,0,1,1,2,9,1,1,0,0,0,0,4,0,0,5,1,1,1,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3221,877,51563,9999999,9999999,9999999,9999999,3293,0,0,3162,4072,16019,8763,19547,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
70,1,2,1,4,7044.336022,4974,1259,4,5,5,1,6,99,9,0,9,0,99,0,9,0,99,9,1,3,0,6,0,9,9,99,9,0,0,1,0,1,0,99,1,0,1,0,0,1,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,437,437,11371,57662,9999999,9999999,9999999,0,0,0,5024,0,0,0,6347,0,7909,49753,9999999,9999999,9999999,9999999,9999999,9999999,9999999
71,4,9,0,1,30402.68479,4332,402,8,5,5,1,4,99,9,0,9,1,4,1,4,1,5,4,5,4,0,4,1,1,4,99,9,0,0,3,3,0,0,99,5,1,1,1,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1352,1352,38590,9999999,9999999,9999999,9999999,4133,690,0,4046,2089,4414,10845,17196,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
72,4,8,0,2,27556.40042,703,4246,6,5,5,1,4,99,9,0,9,1,2,1,4,1,5,4,5,3,0,4,1,1,4,99,9,0,0,0,0,0,0,1,5,1,1,1,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2253,1853,76777,9999999,9999999,9999999,9999999,3766,629,0,6250,33590,8220,4280,24437,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
73,1,2,0,4,30199.03548,4811,1418,3,1,1,1,3,99,9,0,9,1,3,0,9,0,99,9,1,2,0,6,1,1,6,99,9,0,0,4,2,2,1,99,1,0,0,0,1,1,1,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1022,1005,81001,71810,9999999,9999999,9999999,0,1877,0,10790,24869,0,0,45342,5882,11185,54743,9999999,9999999,9999999,9999999,9999999,9999999,9999999
74,1,1,0,2,15840.73643,6678,770,6,5,5,1,4,99,9,0,9,1,4,1,2,1,5,4,2,7,0,5,1,1,4,99,9,0,0,0,0,1,1,0,5,0,1,1,1,1,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,2970,2720,59195,9999999,9999999,21982,9999999,10160,1697,0,9947,5247,10850,0,33151,9999999,9999999,9999999,9999999,9999999,9999999,0,21982,0,5000
75,3,5,4,2,36233.89929,701,3321,6,5,5,1,4,99,9,0,9,1,4,1,3,1,5,5,5,4,0,5,1,1,4,99,9,0,0,3,0,5,0,2,5,1,1,1,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2074,1674,79687,9999999,9999999,9999999,9999999,2347,687,0,4026,27432,12152,2504,33573,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,5000
76,2,3,0,2,7299.990472,6908,843,1,5,5,1,3,99,9,0,9,0,99,1,3,1,5,3,1,3,0,2,1,2,9,3,1,0,0,1,0,2,0,3,1,0,1,0,0,1,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2178,2178,27371,168550,9999999,9999999,9999999,5006,0,0,4577,5682,0,0,17112,0,30343,138207,9999999,9999999,9999999,9999999,9999999,9999999,9999999
77,1,1,0,2,4493.904744,7476,722,2,5,5,1,1,99,9,0,9,0,99,1,3,1,5,3,3,3,0,4,0,9,9,99,9,0,0,0,0,0,0,0,2,0,1,0,0,1,0,0,0,0,0,1,0,2,0,1,0,0,0,0,0,0,0,2574,858,10260,9999999,99489,24629,9999999,0,0,0,1703,0,0,0,8557,9999999,9999999,9999999,0,99489,0,0,0,24629,9999999
78,3,5,4,2,40131.30798,172,4281,7,5,5,1,2,99,9,1,1,1,2,1,2,1,5,2,5,4,0,3,1,1,2,99,9,0,0,0,0,4,0,1,5,1,1,1,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,4028,1614,84965,9999999,9999999,9999999,9999999,3351,560,4858,2423,37806,9904,913,33919,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
79,3,5,0,3,50112.63471,4230,1750,1,1,1,1,5,99,9,0,9,1,3,1,3,1,5,4,1,2,0,2,1,1,5,99,9,4,0,1,0,2,0,0,1,0,0,0,1,1,1,1,1,0,0,0,0,2,0,0,0,0,0,0,0,1,0,2210,1535,17684,49186,9999999,9999999,9999999,2961,495,0,3044,3838,0,0,10802,1954,9812,37420,9999999,9999999,9999999,9999999,9999999,9999999,5000
80,3,7,3,2,28629.22171,1451,2606,9,5,1,1,3,99,9,0,9,1,1,1,3,1,5,3,5,4,0,3,1,1,1,99,9,2,2,0,0,0,0,0,1,1,1,0,1,1,0,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,5040,2960,70458,42498,9999999,9999999,9999999,3867,646,0,5992,33976,0,4032,26458,8459,34039,0,9999999,9999999,9999999,9999999,9999999,9999999,9999999
81,1,1,0,2,4082.974968,6121,1065,4,5,5,2,4,3,9,0,9,1,4,1,1,1,5,1,1,3,0,4,1,1,4,99,9,0,0,0,0,5,0,0,1,1,1,0,1,1,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,5244,3496,35915,118335,9999999,9999999,9999999,2805,468,0,5439,7678,0,1739,21059,0,33008,85327,9999999,9999999,9999999,9999999,9999999,9999999,9999999
82,2,4,0,4,5084.981962,5051,1480,1,5,5,1,6,99,9,0,9,0,99,0,9,0,99,9,1,3,0,6,0,9,9,99,9,0,0,0,0,2,0,99,5,0,1,1,0,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,550,550,22324,31157,9999999,9999999,9999999,0,0,0,3723,0,11736,0,6865,0,0,31157,9999999,9999999,9999999,9999999,9999999,9999999,9999999
83,2,3,0,2,31637.2837,6039,1112,6,5,5,1,4,99,9,1,5,0,99,1,3,1,5,4,1,3,0,5,1,1,5,99,9,0,0,1,0,1,0,0,1,1,1,0,1,1,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1508,1258,22236,64004,9999999,9999999,9999999,3606,0,4122,2897,5446,0,2175,11718,0,14580,49424,9999999,9999999,9999999,9999999,9999999,9999999,9999999
84,4,9,0,2,22333.56085,4651,105,5,5,5,1,1,99,9,0,9,1,1,1,3,1,5,3,1,3,0,1,0,9,9,99,9,1,0,0,0,0,0,0,5,0,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2428,2028,30524,31307,9999999,9999999,9999999,2798,467,0,2125,0,10578,0,17821,0,0,31307,9999999,9999999,9999999,9999999,9999999,9999999,20000
85,2,3,0,5,41387.87769,5733,1460,5,1,1,1,5,99,9,0,9,0,99,0,9,0,99,9,1,6,0,0,1,2,9,1,5,1,0,0,0,0,0,99,1,0,0,0,0,1,1,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,359,359,5968,36541,9999999,9999999,9999999,0,0,0,1944,1888,0,0,2136,2708,5151,28682,9999999,9999999,9999999,9999999,9999999,9999999,9999999
86,1,1,0,2,12080.64795,5834,962,1,5,2,1,2,99,9,0,9,1,3,1,4,1,5,4,3,2,0,4,0,9,9,99,9,0,0,3,1,4,1,0,3,1,1,0,0,1,0,0,0,0,0,0,1,2,0,1,1,0,0,0,0,0,0,5936,2960,29169,9999999,165180,2199,9999999,2969,869,0,3949,0,0,3166,22054,9999999,9999999,9999999,0,123160,42020,2199,0,0,9999999
87,1,1,0,4,14710.29487,6028,855,1,5,5,1,4,99,9,0,9,1,1,1,4,1,5,3,3,3,0,6,1,2,9,2,4,0,0,4,0,3,0,99,1,0,1,0,0,1,0,1,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,1406,1406,40023,29224,93162,9999999,9999999,4441,742,0,4566,3130,0,0,32327,0,29224,0,0,93162,0,9999999,9999999,9999999,9999999
88,2,3,0,2,28481.16939,6022,1071,4,1,1,1,3,99,9,0,9,0,99,1,3,1,1,2,1,3,0,5,1,1,2,99,9,0,0,0,0,2,1,0,1,0,0,0,1,1,1,1,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,660,660,23857,85304,9999999,9999999,9999999,0,0,0,5633,4586,0,0,13638,10951,17673,56680,9999999,9999999,9999999,9999999,9999999,9999999,9999999
89,2,3,0,3,28134.24208,5253,1577,6,5,5,1,1,99,9,0,9,0,99,1,3,1,5,3,1,3,0,6,1,2,9,1,2,1,1,1,1,3,2,1,1,1,1,0,0,1,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1585,1085,32400,77998,9999999,9999999,9999999,4306,0,0,1837,2569,0,6257,21737,0,21741,56257,9999999,9999999,9999999,9999999,9999999,9999999,9999999
90,4,9,2,5,21699.00013,2144,1415,5,5,5,1,3,99,9,0,9,1,3,0,9,0,99,9,1,3,0,0,1,2,9,1,3,0,0,4,1,1,1,99,5,0,1,1,0,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,773,0,22492,8335,9999999,9999999,9999999,0,531,0,2907,2696,6930,0,9959,0,0,8335,9999999,9999999,9999999,9999999,9999999,9999999,9999999
91,4,8,0,4,3908.186122,5569,764,5,5,5,1,2,99,9,0,9,1,6,0,9,0,99,9,5,5,0,2,1,2,9,1,6,1,0,1,0,1,0,99,5,1,1,1,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,858,858,20769,9999999,9999999,9999999,9999999,0,440,0,2136,0,5738,6888,6007,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
92,1,2,1,4,5030.040304,4836,1346,1,1,1,1,2,99,9,0,9,0,99,0,9,0,99,9,3,2,0,6,1,2,9,3,2,0,0,0,0,1,1,99,3,0,0,0,0,1,0,0,1,0,0,0,0,2,0,1,1,0,0,0,0,0,0,666,666,18595,11936,134670,9999999,9999999,0,0,0,3448,3862,0,0,11285,11936,0,0,0,84843,49827,9999999,9999999,9999999,9999999
93,2,3,0,2,31305.7736,4644,1625,7,2,2,2,5,3,9,0,9,1,3,1,2,1,2,2,2,3,0,3,1,1,4,99,9,0,0,1,1,2,1,1,2,0,0,0,1,1,0,0,0,0,1,1,1,2,1,0,0,0,0,0,0,1,0,4892,4492,86167,9999999,9999999,58451,9999999,0,1024,0,10905,23911,0,0,51351,9999999,9999999,9999999,9999999,9999999,9999999,6969,34117,17365,15000
94,3,5,0,1,27969.97637,4284,893,5,5,5,1,2,99,9,0,9,0,99,1,1,1,5,1,5,3,0,3,1,2,9,1,2,0,0,2,2,0,0,99,5,1,1,1,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,832,832,45871,9999999,9999999,9999999,9999999,4233,0,0,3433,3557,9224,9745,19912,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
95,3,5,0,5,32365.80661,3133,1387,5,5,5,1,1,99,9,0,9,1,1,1,1,1,5,1,5,3,0,2,1,1,1,99,9,1,0,3,0,1,0,99,5,1,1,1,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1843,1843,29156,9999999,9999999,9999999,9999999,2725,455,0,2211,5337,4199,6661,10748,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
96,3,5,0,2,4762.185145,1921,2768,5,2,2,1,4,99,9,1,5,0,99,1,4,1,5,4,5,4,0,4,1,1,3,99,9,1,1,3,0,0,0,0,5,1,0,1,1,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,1296,1296,116148,9999999,9999999,6318,9999999,4652,0,9317,7978,33915,16163,7380,50712,9999999,9999999,9999999,9999999,9999999,9999999,6318,0,0,9999999
97,3,7,3,2,25500.61351,1264,3264,12,5,1,2,1,1,9,1,1,1,2,1,1,1,5,1,1,3,1,1,1,1,1,99,9,2,2,2,2,2,2,3,1,0,1,0,1,1,1,1,1,0,0,1,0,2,0,0,0,0,0,0,0,0,0,5254,1977,63412,57521,9999999,21097,9999999,3293,550,3765,4693,27616,0,0,31103,7680,31544,18297,9999999,9999999,9999999,0,0,21097,9999999
98,4,9,2,2,24273.85086,1060,964,4,1,1,1,3,99,9,0,9,0,99,1,2,1,1,2,5,10,0,2,0,9,9,99,9,0,0,0,0,2,1,0,1,1,0,0,0,1,0,1,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,1739,446,32356,24593,9999999,9999999,9999999,0,0,0,5266,0,0,5942,21148,9266,15327,0,9999999,9999999,9999999,9999999,9999999,9999999,9999999
99,1,2,0,3,37510.99101,4283,1710,2,1,1,1,3,99,9,1,4,0,99,1,3,0,99,9,1,3,0,5,1,2,9,2,3,2,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1847,1287,22812,167007,9999999,9999999,9999999,0,0,4236,2672,5462,0,0,14678,14350,53129,99528,9999999,9999999,9999999,9999999,9999999,9999999,9999999
100,2,4,0,2,26330.60119,7687,664,9,5,5,1,4,99,9,0,9,1,3,1,4,1,1,4,1,3,0,3,1,3,2,1,5,0,0,0,0,2,0,0,1,0,1,0,1,1,1,1,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,3714,3714,33096,98990,9999999,9999999,9999999,0,713,0,3431,6336,0,0,23329,8161,34605,56224,9999999,9999999,9999999,9999999,9999999,9999999,9999999
101,3,6,0,2,18258.83621,5019,1314,3,1,1,2,2,4,9,1,3,1,2,1,2,1,5,2,1,3,0,4,1,1,4,99,9,0,0,2,0,0,0,0,1,0,0,0,1,1,1,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2430,2430,31892,78821,9999999,9999999,9999999,3141,525,4553,4414,7738,0,0,19740,5207,22661,50953,9999999,9999999,9999999,9999999,9999999,9999999,9999999
102,1,2,1,2,34098.65895,7578,787,11,2,2,1,1,99,9,2,1,1,1,1,1,1,5,1,5,4,0,1,1,1,1,99,9,0,0,2,2,2,2,0,2,1,0,0,1,1,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,5772,5522,35509,9999999,9999999,102016,9999999,1306,382,6634,1025,3743,0,11599,19142,9999999,9999999,9999999,9999999,9999999,9999999,21577,0,80439,9999999
103,3,6,0,2,20428.68253,3167,2105,9,5,5,2,2,4,9,0,9,1,2,1,3,1,5,3,1,3,1,3,1,1,3,99,9,3,3,2,0,3,0,3,1,0,1,0,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,8906,5816,110105,123583,9999999,14427,9999999,5416,905,0,12748,40654,0,0,56703,0,59377,64206,9999999,9999999,9999999,0,0,14427,9999999
104,4,9,2,2,30035.59845,1350,292,2,1,1,1,4,99,9,1,4,0,99,1,3,1,5,4,1,3,0,4,0,9,9,99,9,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,4170,1223,15214,46202,9999999,9999999,9999999,1437,0,2878,2464,0,0,1821,10929,4651,23350,18201,9999999,9999999,9999999,9999999,9999999,9999999,9999999
105,3,7,3,2,25500.61351,562,4312,4,1,1,1,1,99,9,1,2,0,99,1,2,1,5,2,1,7,0,3,1,2,9,2,1,0,0,7,0,7,0,0,1,0,0,0,0,1,1,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,704,141,56894,29224,9999999,9999999,9999999,0,0,4437,3148,24926,0,0,28820,5465,19976,3783,9999999,9999999,9999999,9999999,9999999,9999999,9999999
106,3,5,0,2,30681.48053,5643,671,4,1,1,1,3,99,9,0,9,0,99,1,3,1,5,3,1,3,0,6,1,2,9,2,2,2,0,2,2,2,2,1,1,0,0,0,0,1,1,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1653,1128,21240,140253,9999999,9999999,9999999,2583,0,0,2361,1312,0,0,17567,8610,31877,99766,9999999,9999999,9999999,9999999,9999999,9999999,9999999
107,2,4,0,5,32651.23885,4466,1797,7,1,1,1,5,99,9,0,9,1,4,0,9,0,99,9,1,3,0,2,1,1,6,99,9,0,0,0,0,1,1,99,1,0,0,0,1,1,1,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,568,568,15968,20374,9999999,9999999,9999999,0,676,0,3962,6087,0,0,5919,2137,4065,14172,9999999,9999999,9999999,9999999,9999999,9999999,9999999
108,4,9,2,2,22696.53218,956,761,8,5,1,2,4,4,9,0,9,1,4,1,4,1,5,4,1,3,0,4,1,1,4,99,9,0,0,0,0,5,0,2,1,1,1,0,1,1,1,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2636,1917,43657,52891,9999999,9999999,9999999,3770,630,0,13140,2634,0,2352,25531,6744,33065,13082,9999999,9999999,9999999,9999999,9999999,9999999,5000
109,4,9,2,2,29397.3853,1696,1079,3,1,1,1,2,99,9,0,9,1,1,1,3,1,1,3,5,3,0,2,0,9,9,99,9,0,0,3,1,2,1,0,1,1,0,0,0,1,0,1,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,2898,450,13713,42704,9999999,9999999,9999999,0,466,0,1191,0,0,3548,8974,9978,32726,0,9999999,9999999,9999999,9999999,9999999,9999999,9999999
110,2,4,0,2,24610.64816,4542,1914,2,1,1,2,3,4,9,1,4,1,1,1,4,1,1,2,1,3,0,4,1,1,4,99,9,0,0,5,2,3,0,1,1,0,0,0,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1885,1885,37668,92507,9999999,9999999,9999999,0,482,3299,4957,11568,0,0,21143,17018,32693,42796,9999999,9999999,9999999,9999999,9999999,9999999,9999999
111,3,6,0,2,18502.01249,5429,1266,9,5,5,3,3,4,1,0,9,1,3,1,2,1,5,3,5,4,0,3,1,1,3,99,9,0,0,1,0,3,0,2,5,1,1,1,1,1,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,8316,5144,71478,5823,9999999,9999999,9999999,3301,551,0,10998,11583,7193,17287,24417,5823,0,0,9999999,9999999,9999999,9999999,9999999,9999999,9999999
112,2,3,0,2,45682.31159,6312,959,3,1,1,1,2,99,9,0,9,0,99,1,1,1,5,1,1,3,0,4,1,2,9,1,4,1,0,1,0,1,0,1,1,0,0,0,0,1,1,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2268,1134,9024,114383,9999999,9999999,9999999,0,0,0,1775,746,0,0,6503,4922,24711,84750,9999999,9999999,9999999,9999999,9999999,9999999,9999999
113,2,3,0,2,8065.420255,6343,1025,1,5,5,1,3,99,9,1,5,0,99,1,1,1,5,4,1,3,0,4,1,1,5,99,9,0,0,0,0,3,0,0,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4000,1600,22060,102420,9999999,9999999,9999999,1752,0,4450,2948,4179,0,0,14933,0,14593,87827,9999999,9999999,9999999,9999999,9999999,9999999,9999999
114,1,1,0,2,14540.78106,6549,764,1,5,5,3,3,1,3,0,9,0,99,1,4,1,5,4,3,2,0,3,0,9,9,99,9,2,1,4,2,12,0,0,3,0,1,0,0,1,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,1,0,8468,6351,33622,9999999,441312,9999999,9999999,1661,0,0,7868,0,0,0,25754,9999999,9999999,9999999,0,317560,123752,9999999,9999999,9999999,30000
115,2,4,0,2,25636.09183,4864,1530,5,5,1,2,4,2,9,1,4,1,1,1,3,1,5,3,1,3,0,3,1,2,9,1,1,0,0,2,0,3,0,3,1,0,1,0,0,1,1,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1946,1946,40384,74294,9999999,9999999,9999999,3643,608,4164,8774,2214,0,0,29396,4878,23918,45498,9999999,9999999,9999999,9999999,9999999,9999999,9999999
116,1,1,0,3,15573.22789,7385,524,1,5,5,1,4,99,9,0,9,1,4,1,4,0,99,9,3,3,0,1,1,2,9,1,4,0,0,0,0,1,1,0,3,0,1,0,0,1,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,1528,1048,7273,9999999,134176,9999999,9999999,0,373,0,2296,479,0,0,4498,9999999,9999999,9999999,0,111874,22302,9999999,9999999,9999999,9999999
117,4,9,0,1,30402.68479,4443,357,5,5,5,1,2,99,9,0,9,0,99,1,2,1,5,2,5,3,0,1,1,1,2,99,9,0,0,0,0,1,1,99,5,1,1,1,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,840,672,42094,9999999,9999999,9999999,9999999,3468,0,0,4929,0,9188,13531,14446,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
118,4,8,0,3,20763.47685,7327,304,7,5,5,1,5,99,9,1,4,1,3,1,3,1,5,3,5,5,0,3,0,9,9,99,9,0,0,2,0,4,1,0,5,1,1,1,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,5043,4586,54500,9999999,9999999,9999999,9999999,2113,618,4232,3623,0,11424,15249,24204,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
119,1,2,0,2,30307.03354,5858,854,9,1,1,1,2,99,9,0,9,1,3,1,3,1,1,3,1,3,0,3,1,1,3,99,9,0,0,2,0,2,0,0,1,0,0,0,1,1,1,1,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,2726,1851,26037,114366,9999999,9999999,9999999,0,717,0,3103,4522,0,0,18412,18629,35853,59884,9999999,9999999,9999999,9999999,9999999,9999999,9999999
120,3,7,3,5,29678.90035,1044,3422,4,5,5,1,6,99,9,0,9,1,6,0,9,0,99,9,5,3,0,0,1,1,6,99,9,1,0,0,0,2,0,99,5,1,1,1,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,832,832,49318,9999999,9999999,9999999,9999999,0,620,0,3633,21372,8087,4172,12054,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
121,2,4,0,2,30532.08361,7882,626,7,1,1,1,3,99,9,1,5,0,99,1,4,1,1,4,1,3,0,4,1,1,4,99,9,0,0,0,0,2,1,0,1,0,0,0,1,1,1,1,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,4719,4319,12386,59785,9999999,9999999,9999999,0,0,2626,2100,2095,0,0,8191,4025,10785,44975,9999999,9999999,9999999,9999999,9999999,9999999,9999999
