# File: reeds_wind_curve_capacity.csv
# Title: Onshore Wind Resource Potential by ReEDS Wind Region; Class; and Bin
# Units: MW
# Comments: Onshore wind resource potential in MW for each region-class-bin. Bins are the portions of the interconnection supply curves. Summing across bins will provide total resource in a region and class.
# Source: Information based on ReEDS version 2017.  Files provided by ReEDS team in April 2017.
# Column types: iccnnnnn 
# ----------
Wind.Resource.Region,Wind.Class,Wind.Type,wsc1,wsc2,wsc3,wsc4,wsc5
281,class10,wind-ons,122.28,1771.02,1581.72,795.12,191.94
281,class4,wind-ons,0.12,0,0,0,0
281,class5,wind-ons,0.24,0.72,0.12,1.8,8.46
281,class6,wind-ons,6,5.64,0.72,19.68,6.6
281,class7,wind-ons,12.6,32.94,61.68,26.1,25.08
281,class8,wind-ons,56.88,68.16,67.62,213.66,513.66
281,class9,wind-ons,187.26,160.2,1347.72,671.28,568.02
282,class10,wind-ons,9.42,2.7,27.96,469.02,242.94
282,class7,wind-ons,0.48,0.6,0.84,0,0
282,class8,wind-ons,1.44,4.56,0.06,38.16,28.62
282,class9,wind-ons,46.5,76.02,401.52,285.24,199.74
283,class10,wind-ons,39.78,319.38,74.94,175.26,371.34
283,class4,wind-ons,0.06,0,0,0,0
283,class5,wind-ons,0.12,0.18,0,0,0
283,class6,wind-ons,0.36,3.12,0.48,1.44,0.12
283,class7,wind-ons,6.42,20.16,2.58,0.96,17.88
283,class8,wind-ons,69.96,119.52,33.36,127.14,226.2
283,class9,wind-ons,112.74,1130.52,264.3,495.42,161.7
284,class10,wind-ons,44.4,30.24,273.24,1110.96,1091.94
284,class6,wind-ons,1.02,1.38,0.36,0.84,0
284,class7,wind-ons,1.32,11.94,8.46,0.48,5.94
284,class8,wind-ons,12.72,5.76,15.24,27.18,79.02
284,class9,wind-ons,9.9,27.12,9.36,24.6,674.52
285,class1,wind-ons,0.96,0,0,0,0
285,class10,wind-ons,99.18,64.32,768.12,1380.06,525.9
285,class3,wind-ons,0.9,0,0,0,0
285,class4,wind-ons,0.06,0.12,0.72,0,0
285,class5,wind-ons,1.8,0.12,0.36,1.08,0.96
285,class6,wind-ons,5.82,8.82,5.64,2.7,1.68
285,class7,wind-ons,6,20.58,10.8,27.96,33.18
285,class8,wind-ons,12.12,18.6,40.2,79.56,21.3
285,class9,wind-ons,77.22,28.02,101.4,293.94,758.16
286,class7,wind-ons,39.24,23.4,397.86,180.96,88.86
286,class8,wind-ons,2412,6203.46,3787.26,2597.4,4672.26
286,class9,wind-ons,831.06,1830.42,1978.92,831.18,540.84
287,class10,wind-ons,7.08,9,45.66,495.48,1220.34
287,class6,wind-ons,0.72,0,0,0,0
287,class7,wind-ons,10.26,3.12,14.46,19.56,14.1
287,class8,wind-ons,92.7,257.64,699,1483.2,188.64
287,class9,wind-ons,6.78,2445.9,1963.2,1132.92,629.7
288,class1,wind-ons,0.24,2.64,0.12,0.36,0.12
288,class10,wind-ons,122.94,187.08,3751.38,5108.88,3427.5
288,class2,wind-ons,0.06,0,0,0,0
288,class3,wind-ons,0.36,0.48,0.72,0.6,0.78
288,class4,wind-ons,0.24,0.12,0.84,0.6,5.52
288,class5,wind-ons,0.6,2.58,13.56,1.14,0.36
288,class6,wind-ons,1.2,18.84,38.22,63.3,2.16
288,class7,wind-ons,11.16,111.9,88.8,51.06,101.58
288,class8,wind-ons,27.12,198.42,231.78,239.1,255.84
288,class9,wind-ons,232.74,459.24,557.46,706.2,422.76
289,class10,wind-ons,437.28,502.56,2590.38,4348.98,2111.46
289,class7,wind-ons,0.06,0.12,0.36,0,0
289,class8,wind-ons,4.74,0.24,11.04,3.84,5.46
289,class9,wind-ons,476.4,189.18,514.08,1164.18,768.06
290,class10,wind-ons,30.96,478.14,1100.46,245.04,404.58
290,class8,wind-ons,114.72,78.3,52.8,54.42,164.04
290,class9,wind-ons,31.08,129.84,85.86,97.8,3123.48
291,class10,wind-ons,49.02,31.62,183.66,3843.54,2661.54
291,class8,wind-ons,0.12,0.18,0,0,0
291,class9,wind-ons,329.7,534.66,576.42,390.78,2898.06
292,class10,wind-ons,116.22,242.82,992.16,785.46,137.94
292,class8,wind-ons,0.84,1.86,14.82,1.26,10.8
292,class9,wind-ons,854.82,710.22,856.56,1346.28,3000.12
293,class10,wind-ons,52.5,271.56,926.4,1471.2,1225.44
293,class7,wind-ons,6.36,35.7,0,0,0
293,class8,wind-ons,3.54,9.3,6.6,38.16,34.14
293,class9,wind-ons,1360.26,3419.4,2930.46,2288.76,2203.08
294,class6,wind-ons,14.4,0,0,0,0
294,class7,wind-ons,8.28,5.7,125.04,36.78,222.72
294,class8,wind-ons,86.1,234.24,372.66,598.8,624.3
294,class9,wind-ons,192.54,94.86,662.04,1055.28,685.8
295,class10,wind-ons,176.22,670.62,1084.62,792.66,1137.72
295,class6,wind-ons,0.24,2.58,0,0,0
295,class7,wind-ons,0.36,3.6,0.3,0.06,67.86
295,class8,wind-ons,49.14,166.86,324.06,48.12,1154.16
295,class9,wind-ons,482.58,1433.7,2987.52,4497.36,3105.42
296,class10,wind-ons,14.94,33.78,70.08,64.92,142.38
296,class8,wind-ons,14.16,129.6,100.44,124.26,350.88
296,class9,wind-ons,110.7,172.8,295.56,2601.96,2981.94
297,class7,wind-ons,1.38,1.62,7.44,1.74,0.96
297,class8,wind-ons,233.16,358.8,464.76,1004.94,1117.08
297,class9,wind-ons,414.36,161.28,611.88,2248.26,2819.58
298,class10,wind-ons,10.08,1.08,12,59.94,230.1
298,class6,wind-ons,0.66,1.02,0.78,0,0
298,class7,wind-ons,0.12,1.62,0,0,0
298,class8,wind-ons,37.26,35.34,176.22,132.54,128.82
298,class9,wind-ons,269.82,631.2,681.96,1481.34,1948.98
299,class6,wind-ons,0.24,0.12,0,0,0
299,class7,wind-ons,0.6,0.36,1.8,0,0
299,class8,wind-ons,0.78,10.56,17.28,10.98,5.82
299,class9,wind-ons,135.18,93.42,66.54,168.96,514.5
300,class1,wind-ons,0.72,1.92,0,0,0
300,class10,wind-ons,42.96,521.22,1068.9,2386.68,4265.28
300,class2,wind-ons,0.12,0,0,0,0
300,class3,wind-ons,1.38,0.12,0.36,0.72,3.24
300,class4,wind-ons,1.92,0.48,0.96,1.08,4.2
300,class5,wind-ons,0.24,3.66,5.4,3.48,6.96
300,class6,wind-ons,14.34,21,17.46,7.08,10.02
300,class7,wind-ons,10.8,42.42,27,51.84,39.9
300,class8,wind-ons,10.38,115.56,61.44,51.18,110.34
300,class9,wind-ons,29.76,86.58,350.7,355.92,662.76
301,class10,wind-ons,5.76,569.88,612.78,507.24,458.04
301,class3,wind-ons,0.12,0,0,0,0
301,class4,wind-ons,1.14,0,0,0,0
301,class5,wind-ons,1.68,2.76,0,0,0
301,class6,wind-ons,2.16,1.74,0.48,15.78,19.62
301,class7,wind-ons,0.72,9.54,1.38,0.66,51.42
301,class8,wind-ons,13.08,2.7,7.32,52.8,143.7
301,class9,wind-ons,52.98,121.92,137.22,321.48,258.66
302,class10,wind-ons,40.14,16.26,81.78,479.22,1173.18
302,class5,wind-ons,0.12,0.12,0,0,0
302,class6,wind-ons,5.34,6.42,8.28,0,0
302,class7,wind-ons,2.76,3.18,26.22,18.84,7.5
302,class8,wind-ons,7.38,1.32,187.26,36.06,102.72
302,class9,wind-ons,23.4,429.18,506.88,250.92,365.82
303,class10,wind-ons,1.38,3.72,15.54,154.56,0
303,class8,wind-ons,0.06,0,0,0,0
303,class9,wind-ons,2.04,0.48,9.3,87.18,140.16
304,class10,wind-ons,164.82,799.2,4279.2,4438.68,9045.3
304,class7,wind-ons,0.12,0.48,0,0,0
304,class8,wind-ons,3.72,1.74,0.36,7.08,8.76
304,class9,wind-ons,1498.92,1188.66,4802.4,4588.5,2305.38
305,class10,wind-ons,0.96,225.36,31.14,164.88,314.4
305,class7,wind-ons,4.56,0.36,0.12,0.54,0.6
305,class8,wind-ons,27.06,11.52,28.98,14.34,21.06
305,class9,wind-ons,721.92,988.8,818.94,1303.38,636.72
306,class10,wind-ons,48.3,44.94,198.84,81.36,256.92
306,class9,wind-ons,124.92,52.02,562.62,245.16,386.82
307,class7,wind-ons,0.84,0,0,0,0
307,class8,wind-ons,2.4,1.86,3.48,0.84,22.14
307,class9,wind-ons,313.8,120.78,47.4,238.08,209.22
308,class10,wind-ons,307.32,834.84,374.22,187.74,447.54
308,class3,wind-ons,0.12,0,0,0,0
308,class4,wind-ons,0.72,0.06,0,0,0
308,class5,wind-ons,2.76,1.14,3.84,1.08,0.54
308,class6,wind-ons,3.54,27,8.7,23.34,24.48
308,class7,wind-ons,86.7,33,56.22,30,51.12
308,class8,wind-ons,61.68,315.36,99.48,160.86,193.5
308,class9,wind-ons,25.56,263.94,1036.38,299.28,338.52
309,class10,wind-ons,34.8,62.34,181.32,233.16,216.66
309,class7,wind-ons,0.12,3,0.42,0.3,0.9
309,class8,wind-ons,129.42,224.1,22.92,39.18,63.6
309,class9,wind-ons,993.48,725.22,3216.54,3644.22,2621.04
310,class8,wind-ons,59.04,41.88,52.38,88.62,52.56
310,class9,wind-ons,10.2,20.1,87.3,47.64,36.84
311,class8,wind-ons,35.28,245.16,183.36,414,326.64
311,class9,wind-ons,76.2,101.1,148.86,244.92,283.26
312,class8,wind-ons,451.98,410.52,852.6,1291.92,2405.76
312,class9,wind-ons,81.96,202.92,649.68,744.12,275.4
313,class7,wind-ons,2.16,36.96,0.48,6.72,716.64
313,class8,wind-ons,1082.34,428.76,1112.4,2561.76,565.32
313,class9,wind-ons,1.32,0.24,36.24,17.28,13.2
314,class6,wind-ons,0.12,0.66,1.26,0,0
314,class7,wind-ons,0.78,1.44,17.58,55.2,34.62
314,class8,wind-ons,2.28,33.96,4.98,14.28,21.6
315,class7,wind-ons,1.2,0.84,0,0,0
315,class8,wind-ons,6.18,23.34,19.98,34.62,101.64
315,class9,wind-ons,2.1,8.64,37.2,16.32,0
316,class7,wind-ons,0.24,1.8,6.42,9.96,0.48
316,class8,wind-ons,41.28,0.72,86.64,250.44,1126.32
316,class9,wind-ons,12.3,12.84,37.62,33.42,20.04
317,class10,wind-ons,2.7,14.46,0.18,24.84,12.42
317,class7,wind-ons,0.12,0.24,0.36,0.12,0
317,class8,wind-ons,111.06,85.02,246.78,249.96,100.32
317,class9,wind-ons,136.44,181.2,520.74,428.76,127.56
318,class7,wind-ons,0.24,1.26,0.66,1.32,2.28
318,class8,wind-ons,63.96,29.88,141.48,98.52,114.96
318,class9,wind-ons,15.24,17.1,36.84,89.4,60.3
319,class8,wind-ons,1.44,12.54,59.1,0,0
319,class9,wind-ons,0.96,0.36,6.9,0,0
320,class10,wind-ons,16.2,268.14,573.54,584.88,188.64
320,class6,wind-ons,7.44,0.06,3.06,37.8,38.16
320,class7,wind-ons,14.82,1.2,26.64,45.48,52.92
320,class8,wind-ons,104.52,276.18,748.44,450.06,828.36
320,class9,wind-ons,20.4,1296.96,1578,1041,213.6
321,class10,wind-ons,87.6,488.1,1006.56,1471.08,734.58
321,class6,wind-ons,0.72,5.4,13.98,0,0
321,class7,wind-ons,23.94,5.82,24.18,78.24,45
321,class8,wind-ons,176.16,121.38,693,1450.74,282.84
321,class9,wind-ons,483.6,2649.66,3612.3,2748.3,1794.72
322,class10,wind-ons,55.56,2066.76,2775.06,2887.44,3720.36
322,class5,wind-ons,0.06,0,0,0,0
322,class6,wind-ons,17.34,10.56,32.1,65.94,21
322,class7,wind-ons,134.76,284.1,220.14,336.12,203.58
322,class8,wind-ons,169.26,274.92,514.92,783.54,1251.78
322,class9,wind-ons,125.28,169.02,856.5,1081.56,1724.46
323,class10,wind-ons,130.92,250.56,1318.92,2145,2000.76
323,class6,wind-ons,0.24,0.6,1.56,0.24,0.72
323,class7,wind-ons,51.42,62.28,104.94,145.56,74.7
323,class8,wind-ons,304.56,1292.52,1441.44,1720.8,890.28
323,class9,wind-ons,361.8,2087.82,1847.7,2022.78,1772.22
324,class10,wind-ons,3.78,22.74,235.38,986.76,668.94
324,class6,wind-ons,0.72,3,10.56,0.6,0
324,class7,wind-ons,36.18,83.58,22.86,140.7,138.78
324,class8,wind-ons,7.86,143.34,108.3,87.3,142.86
324,class9,wind-ons,14.46,21.06,319.5,157.02,156.06
325,class10,wind-ons,8.46,3.9,211.14,286.98,481.02
325,class7,wind-ons,4.56,34.62,18.36,3.66,5.04
325,class8,wind-ons,19.62,30.12,148.32,210.24,342.06
325,class9,wind-ons,10.02,38.88,385.44,120.9,250.98
326,class10,wind-ons,150.84,383.88,1130.88,1272.24,131.28
326,class6,wind-ons,0.24,0.24,1.56,2.28,0
326,class7,wind-ons,1.5,26.58,39.78,21,41.58
326,class8,wind-ons,171.24,172.74,124.44,202.62,440.16
326,class9,wind-ons,800.16,438.18,392.88,551.28,531
327,class10,wind-ons,6.84,48.3,1.32,2.4,3.36
327,class8,wind-ons,10.44,1.2,65.22,3.18,1.26
327,class9,wind-ons,30.18,1.32,100.26,36.6,291.6
328,class10,wind-ons,23.58,29.82,5.22,22.56,16.98
328,class7,wind-ons,0.12,0.6,0,0,0
328,class8,wind-ons,10.98,0.12,9.78,4.44,14.16
328,class9,wind-ons,5.22,15.78,11.34,10.44,86.58
329,class10,wind-ons,0.18,6.48,6.66,5.7,1.74
329,class8,wind-ons,1.32,3.06,0,0,0
329,class9,wind-ons,12.12,13.74,1.14,29.88,49.92
330,class8,wind-ons,2.46,14.52,0.18,0,0
330,class9,wind-ons,10.68,45,0.66,34.92,37.92
331,class8,wind-ons,6.72,7.86,1.8,5.82,41.04
331,class9,wind-ons,48.12,141.48,2.88,2.34,64.98
332,class8,wind-ons,0.24,0.48,0,0,0
332,class9,wind-ons,1.38,19.44,14.34,5.04,34.56
333,class10,wind-ons,0.24,2.7,8.4,9.6,18.06
333,class6,wind-ons,78.96,74.16,72,119.7,55.56
333,class7,wind-ons,603.24,927.96,289.74,1566.9,855.78
333,class8,wind-ons,287.1,78.72,1115.46,1705.32,51.18
333,class9,wind-ons,3.06,35.28,22.8,44.22,639.9
334,class10,wind-ons,13.32,6.24,19.98,51.06,16.98
334,class6,wind-ons,2.28,4.44,4.68,1.98,0.12
334,class7,wind-ons,13.2,200.4,308.94,513,353.28
334,class8,wind-ons,439.5,79.86,1101.12,1398.06,678.66
334,class9,wind-ons,78.24,279.48,502.2,349.44,366.96
335,class10,wind-ons,140.52,153.3,378.6,1094.28,898.92
335,class5,wind-ons,0.6,0,0,0,0
335,class6,wind-ons,12.6,0.84,0.12,1.68,27.72
335,class7,wind-ons,127.44,229.74,348,534.96,1702.68
335,class8,wind-ons,237.9,550.02,3504.96,6347.34,2600.34
335,class9,wind-ons,62.58,805.26,2646.36,3078.12,665.52
336,class6,wind-ons,1.44,76.56,27.54,3,50.22
336,class7,wind-ons,22.08,78.06,212.1,984.54,149.52
336,class8,wind-ons,197.16,516.06,733.44,297.6,56.76
336,class9,wind-ons,4.2,5.46,156.72,409.56,39.36
337,class10,wind-ons,3.6,3.18,2.88,0.06,130.92
337,class6,wind-ons,15.84,13.32,3.18,1.44,9.18
337,class7,wind-ons,314.1,249.12,219,225.3,111.06
337,class8,wind-ons,100.02,665.58,2103.78,1754.04,1957.56
337,class9,wind-ons,37.8,81.12,365.94,793.38,791.34
338,class1,wind-ons,0.12,0.6,1.14,0.72,0.12
338,class10,wind-ons,9.72,874.2,633.3,334.14,505.5
338,class2,wind-ons,0.06,0.18,0.84,1.92,0
338,class3,wind-ons,1.44,0.3,3.3,0.36,0.24
338,class4,wind-ons,2.88,1.2,0.24,1.86,1.74
338,class5,wind-ons,3.84,7.08,1.68,18.06,3.36
338,class6,wind-ons,79.8,117.48,47.88,45,23.94
338,class7,wind-ons,133.44,279.18,281.22,417.42,546.3
338,class8,wind-ons,37.32,403.44,1113.96,1342.32,2236.26
338,class9,wind-ons,6.18,669.9,1074.48,1094.76,741.36
339,class1,wind-ons,0.18,0.6,0.6,0,0
339,class10,wind-ons,246.12,603.24,851.7,694.5,580.14
339,class2,wind-ons,0.12,0.42,0.06,1.02,0
339,class3,wind-ons,0.9,1.2,0.3,1.56,0.78
339,class4,wind-ons,0.12,1.68,2.82,0.84,0.72
339,class5,wind-ons,8.46,8.88,1.74,3.6,6.18
339,class6,wind-ons,23.82,38.58,63.84,52.26,15.84
339,class7,wind-ons,161.76,169.38,295.68,382.44,462.3
339,class8,wind-ons,582.9,796.2,851.16,1794.84,2037.54
339,class9,wind-ons,438,559.32,535.92,1579.32,2134.32
340,class10,wind-ons,10.44,25.08,60.96,483.84,471.12
340,class6,wind-ons,0.06,7.56,3.12,0.12,1.98
340,class7,wind-ons,7.38,201.84,8.82,99.36,102.24
340,class8,wind-ons,188.1,322.98,386.52,240.72,487.62
340,class9,wind-ons,12.66,759.78,367.86,764.22,425.88
341,class10,wind-ons,0.72,7.38,13.44,8.94,69.78
341,class7,wind-ons,18.78,42.42,4.92,22.14,44.16
341,class8,wind-ons,25.98,17.34,133.2,252.3,93
341,class9,wind-ons,66.96,49.2,64.86,330.78,249.36
342,class6,wind-ons,0.54,0.12,0.48,0,0
342,class7,wind-ons,0.24,1.32,1.56,17.04,0.72
342,class8,wind-ons,0.42,0,0,0,0
343,class10,wind-ons,18.36,14.4,26.28,84.96,87.06
343,class7,wind-ons,0.24,0.9,1.14,7.86,4.56
343,class8,wind-ons,60.12,140.52,106.44,149.52,32.4
343,class9,wind-ons,92.22,16.62,135.18,102.18,373.62
344,class10,wind-ons,1.08,1.02,0.36,4.8,0.6
344,class7,wind-ons,0.48,0.06,0.84,0,0
344,class8,wind-ons,21.48,4.8,1.8,2.04,20.1
344,class9,wind-ons,42,19.98,35.94,36.18,31.14
345,class8,wind-ons,2.7,11.46,23.28,56.1,51.84
345,class9,wind-ons,4.62,22.56,3.72,0.24,15
346,class6,wind-ons,0.24,0,0,0,0
346,class7,wind-ons,0.24,0,0,0,0
346,class8,wind-ons,0.36,0,0,0,0
347,class10,wind-ons,18.24,18,49.98,254.52,422.28
347,class6,wind-ons,11.52,0.36,1.2,2.34,0.12
347,class7,wind-ons,7.44,108.66,44.76,64.92,52.14
347,class8,wind-ons,79.08,226.5,331.8,685.74,579.72
347,class9,wind-ons,131.52,32.28,664.62,641.94,194.34
348,class7,wind-ons,0.96,0.06,0,0,0
348,class8,wind-ons,10.92,0.3,6.06,0.78,1.26
348,class9,wind-ons,2.28,2.1,4.26,21.3,18.3
349,class5,wind-ons,1.8,0,0,0,0
349,class6,wind-ons,14.64,6.6,0.72,0.3,0.12
349,class7,wind-ons,8.64,7.26,11.1,3.42,1.68
350,class10,wind-ons,2.52,142.5,173.22,57.84,64.74
350,class2,wind-ons,0.06,0,0,0,0
350,class5,wind-ons,0.48,0.96,0.12,0.12,0
350,class6,wind-ons,1.74,4.5,0.6,10.74,1.68
350,class7,wind-ons,18.78,50.64,58.8,20.22,41.1
350,class8,wind-ons,64.5,200.4,211.08,368.1,479.76
350,class9,wind-ons,230.1,407.7,14.82,300.84,265.38
351,class10,wind-ons,206.16,619.32,1402.86,1159.8,695.4
351,class2,wind-ons,0.36,0.6,0,0,0
351,class3,wind-ons,0.24,0,0,0,0
351,class4,wind-ons,0.36,0.96,0.48,0.48,0.12
351,class5,wind-ons,1.2,0.96,0.48,1.2,0.12
351,class6,wind-ons,5.82,39.18,23.04,29.52,24.3
351,class7,wind-ons,126.84,58.68,214.5,148.62,219.96
351,class8,wind-ons,87.12,564.78,1209.18,310.32,1131.48
351,class9,wind-ons,547.26,1249.2,810.42,780.9,327.72
352,class1,wind-ons,0.12,0.24,0.12,0,0
352,class10,wind-ons,138.72,480.48,363.6,495.96,456.9
352,class2,wind-ons,0.66,0.36,0,0,0
352,class3,wind-ons,0.84,0.48,0.36,1.56,0
352,class4,wind-ons,1.44,0.84,0.72,1.02,0.96
352,class5,wind-ons,12.24,2.7,2.22,1.32,0.84
352,class6,wind-ons,3.48,10.2,22.08,57.06,82.14
352,class7,wind-ons,77.34,159.9,206.16,90,127.56
352,class8,wind-ons,164.52,485.34,334.5,411.12,583.5
352,class9,wind-ons,354.3,342.24,476.34,419.94,626.1
353,class10,wind-ons,326.94,1156.86,491.7,534.6,110.1
353,class3,wind-ons,0.12,0.12,0,0,0
353,class4,wind-ons,0.06,0.84,0.6,0,0
353,class5,wind-ons,1.08,0.48,0.96,1.44,3.48
353,class6,wind-ons,9.96,6.6,36.72,46.26,44.76
353,class7,wind-ons,69.6,105.36,105.6,15.96,376.02
353,class8,wind-ons,258.42,313.62,458.1,78.36,513.24
353,class9,wind-ons,0.36,306.36,921.12,350.34,692.7
354,class10,wind-ons,3.84,49.32,244.32,76.2,306.84
354,class4,wind-ons,0.36,0.24,0.42,0,0
354,class5,wind-ons,0.12,0.36,0.54,1.26,2.76
354,class6,wind-ons,4.86,4.26,2.64,35.82,22.86
354,class7,wind-ons,44.94,50.4,76.26,66.54,213.42
354,class8,wind-ons,429.66,549.96,387.48,212.22,531.66
354,class9,wind-ons,37.08,294.42,584.76,360.3,725.94
355,class1,wind-ons,1.08,1.14,0.12,2.16,0.78
355,class10,wind-ons,740.58,2514.36,1542.48,1003.32,211.8
355,class2,wind-ons,1.68,0.48,0.36,0,0
355,class3,wind-ons,5.76,6.12,1.2,0.42,0.24
355,class4,wind-ons,5.76,3.72,1.2,2.64,4.44
355,class5,wind-ons,0.78,8.22,15.12,26.52,13.38
355,class6,wind-ons,42.72,128.28,242.34,264.3,48
355,class7,wind-ons,209.52,1365.06,1215.36,1149.84,859.44
355,class8,wind-ons,814.56,2628.18,5325,7533.96,5604.9
355,class9,wind-ons,3918.6,3927.66,3042.96,2834.52,2829.78
356,class10,wind-ons,181.98,5.1,4.62,28.8,94.8
356,class3,wind-ons,0.54,0,0,0,0
356,class4,wind-ons,0.12,0.54,0,0,0
356,class5,wind-ons,0.06,0.78,0.06,0.12,0.96
356,class6,wind-ons,17.82,22.56,15.66,33.06,14.28
356,class7,wind-ons,379.26,354.12,309.06,358.74,378.42
356,class8,wind-ons,1287.42,1988.16,1943.88,3758.76,2740.44
356,class9,wind-ons,1791,1152.66,675.6,1017.66,1139.4
