# File: EIA_923_generator_gen_fuel_2015.csv
# Title: EIA Form 923 generation data for year 2015
# Unit: MWh
# Comments: Selected columns from original form
# Source: https://www.eia.gov/electricity/data/eia923/archive/xls/f923_2015.zip; Page 4 Generator Data from file
# Column types: cici 
# ----------
State,Plant.Id,Generator.Id,Net.Generation.Year.To.Date
TX,3477,1,5531
TX,3478,1,274703
TX,3478,2,202401
TX,3478,3,186693
TX,3482,1,817907
TX,3482,2,605255
TX,3484,1,151418
TX,3484,2,42688
TX,3484,3,225299
TX,3485,1,3872
TX,3485,2,130148
TX,3485,3,163730
TX,3485,4,480364
TX,3490,1,51064
TX,3490,2,142551
TX,3491,3,168549
TX,3491,4,93166
TX,3491,5,109259
TX,3497,1,3881408
TX,3497,2,3747943
TX,3504,ST1,25309
TX,3504,ST2,148481
TX,3507,6,37957
TX,3548,1,210218
TX,3548,2,346625
TX,3559,5,0
TX,3559,6,5562
TX,3559,9,18613
TX,3576,1,9850
TX,3576,2,21544
TX,3576,3,24152
TX,3601,1,35779
TX,3601,2,40011
TX,3601,3,202237
TX,3602,1,59945
TX,3602,2,0
TX,3604,6A,5183
TX,3604,7,0
TX,3604,8,25190
TX,3611,1,204559
TX,3611,2,312651
TX,3612,1,138368
TX,3612,2,95988
TX,3612,3,143232
TX,3628,1,8580
TX,3628,2,50771
TX,3628,3,75241
TX,3630,1,2792
TX,3630,2,2870
TX,3630,3,2718
TX,3631,10,51468
TX,3631,7,44562
TX,3631,8,79164
TX,3631,9,66275
UT,3644,1,143074
UT,3644,2,250792
UT,3648,1,14781
UT,3648,2,29210
UT,3648,3,44937
UT,3686,4,0
VA,3775,1,270700
VA,3775,2,122444
VA,3775,3,68833
VA,3776,5,6677
VA,3776,6,60906
VA,3796,3,40501
VA,3796,4,174078
VA,3797,3,107468
VA,3797,4,324196
VA,3797,5,2053735
VA,3797,6,4096576
VA,3797,CT7,3290411
VA,3797,CT8,0
VA,3797,CW7,0
VA,3797,CW8,0
VA,3804,3,11038
VA,3804,4,27344
VA,3804,5,233793
VA,3804,6A,3304799
VA,3804,6B,0
VA,3804,6ST,0
VA,3809,1,145929
VA,3809,2,115272
VA,3809,3,304107
WA,3845,1,2518599
WA,3845,2,2504778
WV,3935,1,3642117
WV,3935,2,4345828
WV,3935,3,6084209
WV,3936,1,218239
WV,3936,2,324906
WV,3938,1,124917
WV,3938,2,168693
WV,3938,3,184394
WV,3938,4,115257
WV,3943,1,3788819
WV,3943,2,3507611
WV,3944,1,3295949
WV,3944,2,3845143
WV,3944,3,4128863
WV,3947,1,149031
WV,3947,2,113991
WV,3947,3,0
WV,3948,1,2820398
WV,3948,2,2547421
WV,3954,1,3412604
WV,3954,2,3202542
WV,3954,3,3231002
WI,3982,4,177026
WI,3982,5,0
WI,3982,6,0
WI,3992,6,30690
WI,3992,7,20831
WI,4005,1,32579
WI,4005,2,31060
WI,4040,1CT1,719682
WI,4040,1CT2,782204
WI,4040,2CT1,815850
WI,4040,2CT2,802546
WI,4040,ST1,781693
WI,4040,ST2,845478
WI,4041,5,1082885
WI,4041,6,1147063
WI,4041,7,1413857
WI,4041,8,1534539
WI,4042,1,259329
WI,4042,2,249245
WI,4050,3,0
WI,4050,4,1457678
WI,4050,5,2438975
WI,4054,1,517367
WI,4054,2,491873
WI,4072,5,553
WI,4072,6,774
WI,4072,7,121800
WI,4072,8,298020
WI,4078,1,0
WI,4078,2,12685
WI,4078,3,1318304
WI,4078,4,3073868
WI,4125,5,34564
WI,4125,6,1899
WI,4125,9,80859
WI,4143,ST3,1376677
WI,4146,1,30099
WI,4146,2,137514
WY,4158,1,758212
WY,4158,2,764042
WY,4158,3,1342500
WY,4158,4,2276216
WY,4162,1,1256160
WY,4162,2,1621740
WY,4162,3,2021421
TX,4195,ST1,1774
TX,4195,ST2,3970
TX,4195,ST3,6912
MI,4259,1,214384
TX,4266,4,6271
TX,4266,5,6939
WI,4271,1,1502812
TX,4937,CT-1,1507470
TX,4937,CT-2,620422
TX,4937,STG,1273308
TX,4939,1,14854
TX,4939,2,215983
TX,4939,3,751389
TX,4939,4,746205
OK,4940,1,13596
OK,4940,2,28336
AZ,4941,NAV1,5038476
AZ,4941,NAV2,4619004
AZ,4941,NAV3,3915280
AL,6002,1,5042230
AL,6002,2,4697550
AL,6002,3,3942459
AL,6002,4,4133652
WV,6004,1,3375021
WV,6004,2,3672511
AR,6009,1,3079059
AR,6009,2,3144070
CA,6013,O1,0
CA,6013,O2,0
IL,6016,1,2129192
IL,6017,1,2658291
IL,6017,2,2339778
KY,6018,2,4031692
OH,6019,ST1,5936999
CO,6021,1,2935534
CO,6021,2,2638382
CO,6021,3,2446561
ND,6030,1,4409665
ND,6030,2,4424501
OH,6031,2,3440952
MI,6034,ST1,4012591
MI,6034,ST2,3447551
MI,6035,1,136674
KY,6041,1,915518
KY,6041,2,2358435
KY,6041,3,999983
KY,6041,4,1294706
FL,6042,1,1372750
FL,6042,2,977004
FL,6042,3,2714029
FL,6042,A,1169208
FL,6042,B,1117496
FL,6042,C,1198828
FL,6042,D,1144466
FL,6043,1,1028134
FL,6043,2,1064360
FL,6043,3GT1,777854
FL,6043,3GT2,603001
FL,6043,3ST,804272
FL,6043,4GT1,620491
FL,6043,4GT2,732871
FL,6043,4ST,790299
FL,6043,8,2358016
FL,6043,8A,1014860
FL,6043,8B,935322
FL,6043,8C,1082250
FL,6043,8D,1095318
GA,6052,1,1907567
GA,6052,2,2562011
LA,6055,1,2956414
LA,6055,2,1718416
LA,6055,3,2508390
HI,6056,1,2149
HI,6056,2,2082
HI,6056,3,27054
HI,6056,4,68782
MS,6061,1,92218
MS,6061,2,153636
KS,6064,1,1204962
MO,6065,1,3654931
MO,6065,2,5751081
KS,6068,1,4083144
KS,6068,2,3498648
KS,6068,3,3764316
KY,6071,1,2879113
KY,6071,2,5399401
MS,6073,1,1050385
MS,6073,2,1389502
MS,6073,3,1280869
MS,6073,3CT,1266526
MS,6073,3ST,1497798
MS,6073,4,1300666
MS,6073,4CT,1277668
MS,6073,4ST,1470244
MT,6076,1,1941103
MT,6076,2,1700377
MT,6076,3,5578436
MT,6076,4,5624359
NE,6077,1,4152453
NE,6077,2,4644567
MA,6081,CA1,61408
MA,6081,CT1,84611
MA,6081,CT2,5472
MA,6081,CT3,62566
NY,6082,1,614883
IN,6085,14,490520
IN,6085,15,1862422
IN,6085,17,1227399
IN,6085,18,1792614
MT,6089,1,222191
MN,6090,1,3191191
MN,6090,2,3960998
MN,6090,3,5007961
PA,6094,1,4137221
PA,6094,2,4566940
PA,6094,3,4906656
OK,6095,1,2958287
OK,6095,2,2663166
NE,6096,1,4776449
NE,6096,2,3904726
SD,6098,1,1498688
WY,6101,1,2563582
OR,6106,1,2383346
CO,6112,1,1289204
CO,6112,2,698333
CO,6112,3,756850
CO,6112,4,723879
IN,6113,1,3681466
IN,6113,2,3388994
IN,6113,3,2278381
IN,6113,4,3256656
IN,6113,5,1980389
GA,6124,1,93260
TX,6136,1,2184313
IN,6137,1,1327554
IN,6137,2,1131899
AR,6138,1,3041196
TX,6139,1,2019970
TX,6139,2,2148739
TX,6139,3,1961731
TX,6146,1,3894983
TX,6146,2,3390007
TX,6146,3,2690525
TX,6147,1,1457727
TX,6147,2,1160016
TX,6147,3,2161126
MO,6155,1,3622785
MO,6155,2,3842437
CT,6156,1,118026
UT,6165,1,3216879
UT,6165,2,3040433
UT,6165,3,3373107
IN,6166,1,5816214
IN,6166,2,6626259
WI,6170,1,3387808
WI,6170,2,3271516
AZ,6177,CO1,2279330
AZ,6177,CO2,2656057
TX,6178,1,3211787
TX,6179,1,3525892
TX,6179,2,2934327
TX,6179,3,2266957
TX,6180,OG1,6320942
TX,6180,OG2,5605051
TX,6181,1,1634689
TX,6181,2,1562346
TX,6183,1,2169628
LA,6190,1,174290
LA,6190,2,2005494
LA,6190,3,3473181
TX,6193,1,2006853
TX,6193,2,2018082
TX,6193,3,1729002
TX,6194,1,2813861
TX,6194,2,3674259
MO,6195,ST1,501967
MO,6195,ST2,1359865
WY,6204,1,2623759
WY,6204,2,4030290
WY,6204,3,4070907
IN,6213,1,2186851
IN,6213,2,2991577
IN,6225,1,0
TX,6243,1,93702
CO,6248,1,3427166
SC,6249,1,1007616
SC,6249,2,952658
SC,6249,3,1169990
SC,6249,4,780338
NC,6250,1,2902484
IA,6254,1,3855966
GA,6257,1,3690480
GA,6257,2,4423038
GA,6257,3,3173940
GA,6257,4,5701839
WV,6264,1,7463219
AK,6285,GT3,237599
AK,6285,STG1,50080
AK,6288,1,186633
AK,6288,2,61075
,6358,,
,6358,,
ND,6469,1,3271738
ND,6469,2,3390791
HI,6474,ST1,2032
HI,6478,3,0
HI,6478,4,0
UT,6481,1,5614636
UT,6481,2,5246273
HI,6504,14,119478
HI,6504,15,73643
HI,6504,16,104282
HI,6504,17,90711
HI,6504,18,63713
HI,6504,19,111958
LA,6558,3,42
LA,6558,4,0
AK,6559,5,9049
AK,6559,6,130410
AK,6559,7,414902
KY,6639,1,1331749
KY,6639,2,1252279
AR,6641,1,2779145
AR,6641,2,2405122
TX,6648,4,4104611
IA,6664,1,3995922
IN,6705,1,1160460
IN,6705,2,1207574
IN,6705,3,1155395
IN,6705,4,1968152
CO,6761,1,1933371
MO,6768,1,1299004
OK,6772,1,2477354
KY,6823,1,3250811
KS,7013,4,3986
TX,7030,1,1117654
TX,7030,2,1316759
NV,7082,5,1217334
NV,7082,6,1226112
NV,7082,7,1337526
TX,7097,1,1975207
TX,7097,2,2550613
HI,7130,1,4438
DE,7153,HR1,517256
DE,7153,HR2,491608
DE,7153,HR3,532933
DE,7153,HR4,783489
DE,7153,HR5,372533
DE,7153,HR6,400169
DE,7153,HR7,469897
DE,7153,HR8,668970
SC,7210,ST1,2199703
VA,7213,1,2518038
VA,7213,2,2966878
FL,7238,2,122969
FL,7238,2A,70608
FL,7238,3,1136207
FL,7238,3A,637956
FL,7238,4,1081289
FL,7238,4A,713816
FL,7242,1CA,612170
FL,7242,1CT,625214
FL,7294,GTG,227941
FL,7294,STG,34853
MO,7296,1-Feb,529926
MO,7296,2-Feb,610893
MO,7296,3-Feb,646061
FL,7302,1GT,1008319
FL,7302,1GT2,1050427
FL,7302,1ST,1124052
FL,7302,2GT,683682
FL,7302,2GT2,683621
FL,7302,2ST,785019
FL,7302,3GT,1189609
FL,7302,3GT2,1219782
FL,7302,3ST,1354610
FL,7302,4GT,1022038
FL,7302,4GT2,1211216
FL,7302,4ST,1265956
CA,7307,4,75244
CA,7307,5,49784
CA,7307,6,153031
NY,7314,NA1,677898
NY,7314,NA2,333891
IA,7343,4,4229531
OR,7350,1,1132376
OR,7350,2,539185
FL,7380,CT1,739180
FL,7380,CT2,791740
FL,7380,ST3,847584
WY,7504,2,602999
TX,7512,1,877233
TX,7512,2,840379
TX,7512,3,1025653
ME,7513,GEN1,236284
CA,7527,2,68201
CA,7527,CCCT,308346
OK,7546,1,0
OK,7546,3,19642
WI,7549,1,27967
CA,7551,CCST,142892
CA,7551,CT1A,289270
CA,7551,CT1B,309246
CA,7552,CCCT,637650
CA,7552,CCST,354154
MO,7604,1,265783
MO,7604,2,191788
WA,7605,1,1812488
AL,7697,1,639646
AL,7697,2,193928
AL,7698,1,517581
AL,7698,2,22257
FL,7699,CT1,797161
FL,7699,CW1,332549
PA,7701,A,53823
PA,7701,B,203369
AL,7710,CT1A,1185776
AL,7710,CT1B,1180262
AL,7710,CT2A,1008929
AL,7710,CT2B,998924
AL,7710,CT3A,1105653
AL,7710,CT3B,1084223
AL,7710,ST1,1410256
AL,7710,ST2,1325429
AL,7710,ST3,1443632
AL,7721,1,1151029
AL,7721,2,333963
SC,7737,1,536196
OK,7757,1,568708
OK,7757,2,442907
OK,7757,3,482766
OK,7757,4,710076
OK,7757,5,777324
OK,7757,6,730698
NY,7784,1,74071
NY,7784,2,32262
UT,7790,1,3406721
NC,7805,10,1426034
NC,7805,7,1267088
NC,7805,8,1089828
NC,7805,9,1426293
NC,7805,ST4,1314728
NC,7805,ST5,1873549
NC,7826,4,907193
NC,7826,5,776599
NC,7826,STG,966144
WA,7832,7,58518
WA,7832,8,58803
WA,7832,9,36938
SC,7834,CT1A,1156515
SC,7834,CT1B,1171427
SC,7834,ST1S,1381796
TN,7845,CTG1,951315
TN,7845,CTG2,951316
TN,7845,STG1,1268609
FL,7846,2,1284164
FL,7846,3,1278451
FL,7846,4,1415050
WA,7870,CTG1,52228
WA,7870,CTG2,76722
WA,7870,CTG3,74647
WA,7870,STG,96701
FL,7873,1A,782321
FL,7873,1B,819357
FL,7873,1C,784964
FL,7873,1ST,1262627
FL,7873,2A,821226
FL,7873,2B,858482
FL,7873,2C,851558
FL,7873,2D,902704
FL,7873,2ST,1833192
NE,7887,1,6083
NE,7887,2,13813
NE,7887,3,11762
AL,7897,CT1A,1269018
AL,7897,CT1B,1266519
AL,7897,CT2A,949450
AL,7897,CT2B,936638
AL,7897,ST1,1759482
AL,7897,ST2,1252208
TX,7900,5A,808667
TX,7900,5C,515161
TX,7902,1,4583206
GA,7917,1,953372
GA,7917,2,918893
GA,7917,3,953466
OR,7931,1,1179806
OR,7931,2,712145
GA,7946,CT1,799606
GA,7946,CT2,893005
GA,7946,ST1,1008595
IA,7985,GT1,58210
IA,7985,GT2,51689
IA,7985,ST1,66519
WI,7991,1,46540
WI,7991,CT2,90931
WI,7991,STG1,79275
WA,7999,CT1,890624
WA,7999,CT2,895222
WA,7999,ST1,1219438
NE,8000,CT1,56510
NE,8000,CT2,56150
NE,8000,ST1,71052
NH,8002,1,120123
NY,8006,1,237176
NY,8006,2,240856
WI,8023,1,2528128
WI,8023,2,2331530
IA,8031,11,483984
IA,8031,12,565724
IA,8031,ST1,697802
NC,8042,1,5999216
NC,8042,2,6499717
FL,8048,1,1472093
FL,8048,2,1251260
MS,8054,1,513619
LA,8056,1,424276
LA,8056,2,908507
OK,8059,1G1,124308
OK,8059,1G2,108416
OK,8059,1S,130602
WY,8066,1,3490000
WY,8066,2,3812059
WY,8066,3,2536855
WY,8066,4,3600427
AZ,8068,ST1,88303
AZ,8068,ST2,74441
AZ,8068,ST3,79066
AZ,8068,ST4,86509
AZ,8068,ST5A,699493
AZ,8068,ST5B,602825
AZ,8068,ST5S,912435
AZ,8068,ST6A,572160
AZ,8068,ST6S,406231
UT,8069,1,3324365
UT,8069,2,2663953
OR,8073,1,27130
OR,8073,2,47236
OR,8073,3,43678
OR,8073,4,48700
OR,8073,5,44931
OR,8073,6,27082
OR,8073,7,69512
HI,8083,7,59220
HI,8083,CT4,113404
HI,8083,CT5,109680
OH,8102,1,8055967
OH,8102,2,6115654
CO,8219,1,1551911
ND,8222,1,1921138
AZ,8223,1,1846959
AZ,8223,2,2808517
AZ,8223,3,2654857
AZ,8223,4,2736849
NV,8224,1,1138255
NV,8224,2,287002
PA,8226,1,1940463
NY,8906,2,9018
NY,8906,3,416332
NY,8906,ST5,480179
CO,10003,GEN1,44559
CO,10003,GEN2,48976
CO,10003,GEN3,78895
NJ,10012,1,74260
MN,10013,GEN1,182418
VA,10017,GEN8,2611
VA,10017,GEN9,66389
VA,10017,GN10,114691
VA,10017,GN11,126205
VA,10017,GN12,257083
NY,10025,17TG,48731
NY,10025,22TG,0
NY,10025,41TG,36255
NY,10025,42TG,51958
NY,10025,43TG,76271
NY,10025,44TG,123147
NY,10025,75TG,6294
MA,10029,GEN5,14433
MA,10029,GEN6,5562
MA,10029,GEN7,29022
DE,10030,COG1,35824
DE,10030,KD-1,201095
MI,10033,GEN1,294452
CA,10034,GEN1,98708
CA,10034,GEN2,39516
NJ,10043,GEN1,577780
CA,10052,GEN1,119446
NJ,10061,GEN1,55842
NJ,10061,GEN2,0
FL,10062,GEN1,183296
FL,10062,GEN2,165830
VA,10071,GEN1,29853
VA,10071,GEN2,35887
TX,10072,GEN1,91377
MN,10075,GEN1,419550
MN,10075,GEN2,406400
MN,10075,GEN3,226000
CA,10090,GEN1,80957
CA,10091,G2,43550
CA,10091,G3,30100
CA,10091,GEN1,51597
CA,10091,GEN4,28822
NJ,10099,GEN1,184014
NJ,10099,GEN2,84874
PA,10113,GEN1,631819
PA,10118,GEN3,115534
GA,10120,GEN5,16659
PA,10143,COLV,829279
CA,10144,GEN4,96305
MI,10148,GEN1,3453
MI,10148,GEN2,2395
MI,10149,GEN1,43646
WV,10151,GEN1,515588
CA,10156,GEN2,1780
CA,10156,GEN4,12459
TX,10167,GEN1,39423
CA,10168,GTG1,69541
CA,10168,STG1,21081
CA,10169,GEN1,23780
CA,10169,GEN2,9419
TX,10184,TG1,666
ME,10186,STG1,2747
TX,10187,GEN1,0
NY,10190,GEN1,187331
NY,10190,GEN2,96504
FL,10202,GEN5,262596
FL,10202,GEN6,368862
MI,10208,NO.7,129931
MI,10208,NO.8,152820
MI,10208,NO9,232203
AL,10216,GEN1,318296
IA,10223,E.C.,0
NJ,10224,GEN8,7430
NJ,10224,GEN9,7442
MS,10233,GEN1,201961
MS,10233,GEN2,217748
WI,10234,GEN1,72610
WI,10234,GEN3,32551
WI,10234,GEN4,96080
WI,10234,GEN5,70744
OH,10244,T-10,0
OH,10244,T-11,120188
OH,10244,T-12,176040
OH,10244,T-13,136751
IN,10245,GEN5,239444
IN,10245,GEN6,204042
IN,10245,GEN7,310525
FL,10250,GEN1,54746
TN,10252,NO.1,291378
CA,10262,GEN6,72907
CA,10262,GEN7,8776
NH,10290,GEN1,123618
CA,10294,GTG,312140
CA,10294,STG,129473
CA,10300,GEN1,323076
LA,10301,GEN2,9195
LA,10301,GEN3,0
LA,10301,GEN4,7934
PA,10302,GEN1,0
PA,10302,GEN2,0
NY,10305,GEN1,43509
MA,10307,CT1,405932
MA,10307,CT2,441436
MA,10307,ST1,304136
NJ,10308,CT1,483450
NJ,10308,CT2,473247
NJ,10308,ST1,313731
MI,10328,GEN1,20039
MI,10328,GEN2,20700
MI,10328,GEN3,27897
MI,10328,GEN4,111628
MI,10328,GEN5,101531
FL,10333,GEN1,203917
HI,10334,GEN1,205977
HI,10334,GEN2,168676
CA,10342,TG1,309762
CA,10342,TG2,289265
CA,10342,TG3,143334
PA,10343,TG1,294021
MI,10346,GEN1,133184
CA,10350,GEN1,28861
CA,10350,GEN2,4285
ME,10354,GEN1,285476
ME,10356,GEN1,267103
WI,10360,GEN6,117155
WI,10360,GEN7,114910
WI,10360,GEN9,105683
GA,10361,GEN3,39136
GA,10361,GEN4,134767
OK,10362,GEN1,53884
OK,10362,GEN2,111999
OK,10362,GEN3,238432
VA,10377,GEN1,34553
VA,10377,GEN2,33593
NC,10378,GEN1,251654
NC,10378,GEN2,251965
NC,10379,GEN1,283744
NC,10381,GEN1,0
NC,10382,GEN1,20109
NC,10384,GEN1,41659
NC,10384,GEN2,36819
CA,10395,GEN1,26824
IN,10397,GEN5,25496
IN,10397,GEN6,0
IN,10397,GEN7,50190
IN,10397,GEN8,0
IN,10397,GEN9,162902
OH,10398,GEN3,46017
OH,10398,GEN5,32828
OH,10398,GENB,53136
OH,10398,GENC,60959
CA,10405,GEN1,40348
CA,10405,GEN2,15343
FL,10416,GEN1,18203
FL,10416,GEN2,8250
FL,10416,GEN3,2006
MA,10417,TG,19051
TX,10418,GEN1,30561
TX,10418,GEN4,214571
TX,10425,TG,-287497
GA,10426,GEN2,30745
GA,10426,GEN3,27092
GA,10426,GEN4,145293
GA,10426,GEN5,223940
MO,10430,GEN1,0
MO,10430,GEN3,43202
MO,10430,GEN4,0
NJ,10435,TGA,91099
NJ,10435,TGB,77257
CA,10437,GEN1,2642
CA,10439,GEN1,6908
CA,10440,GEN1,6130
CA,10441,GEN1,5988
CA,10442,GEN1,7776
CA,10443,GEN1,9685
CA,10444,GEN1,19046
CA,10446,GEN1,17413
NY,10464,GEN1,279461
CA,10471,GEN1,21930
CA,10472,GEN1,331983
WI,10477,GEN1,179145
WI,10477,GEN2,112152
CA,10478,GEN1,163680
CA,10478,GEN2,42050
MN,10486,GEN 6,95204
MN,10486,GEN1,10583
MN,10486,GEN2,16066
MN,10486,GEN3,31987
MN,10486,GEN4,33353
MN,10486,GEN5,47030
LA,10488,TG,377068
ME,10491,3STG,-2190
ME,10495,GEN1,519042
CA,10502,GEN1,0
NY,10503,GEN1,72967
ID,10504,1500,3983
ID,10504,2500,14721
ID,10504,4000,27315
NY,10511,GEN6,134870
NY,10521,3A,3254
NY,10521,GEN1,66729
NY,10521,GEN2,69106
NY,10521,GEN3,5756
NC,10525,1UNI,368877
TX,10554,BO3,178036
TX,10554,ST1,223949
TX,10554,ST2,226589
TX,10554,ST3,164560
TX,10554,TBG1,539867
TX,10554,TBG2,474884
TX,10554,TBG3,257849
TX,10554,TBG4,547673
TX,10554,TBG5,567773
TX,10554,TBG6,518658
GA,10560,GEN2,37519
GA,10560,GEN3,51181
GA,10560,GEN4,18202
GA,10560,GEN5,187409
GA,10560,GEN6,169915
FL,10562,GEN4,140617
FL,10562,GEN5,114724
NJ,10566,GEN1,710119
CT,10567,GTG,5646
CT,10567,GTG2,103214
CT,10567,STG,3153
LA,10593,GEN1,89348
PA,10603,GEN1,196980
HI,10604,PUU3,0
HI,10604,PUU4,80326
HI,10604,PUU5,36153
GA,10605,GEN3,36037
GA,10605,GEN4,353938
GA,10605,GEN5,70071
AR,10606,GEN4,118530
AR,10606,GEN5,151582
AR,10606,GEN6,197660
MS,10610,GEN1,272024
MS,10610,GEN2,233647
FL,10611,GEN2,0
FL,10611,GEN4,166332
FL,10611,GEN8,209349
LA,10612,GEN1,421513
LA,10612,GEN2,339178
ME,10613,TG10,209519
ME,10613,TG11,105349
NY,10617,GEN1,2907
NY,10617,GEN2,59
NY,10620,GEN1,6950
NY,10620,GEN2,3112
NY,10621,GEN1,26234
NY,10621,GEN2,534
CA,10623,GEN1,133031
CA,10623,GEN2,0
AR,10627,1TG1,265177
AR,10627,2TG1,140701
AR,10627,3TG1,2495
MD,10629,GEN1,305238
MD,10629,GEN2,16663
VA,10633,GT1,422696
VA,10633,GT2,374362
VA,10633,GT3,348626
VA,10633,ST1,360848
PA,10641,GEN1,602336
NY,10642,GEN1,573666
NJ,10643,GEN1,211377
NJ,10643,GEN2,226759
CT,10646,GEN1,128678
CA,10652,GEN1,222411
CA,10661,GEN4,23382
OK,10671,GEN1,871223
OK,10671,GEN2,959919
FL,10672,GEN1,464885
HI,10673,GEN1,1258126
PA,10676,GEN2,0
PA,10676,GEN3,0
MD,10678,GEN1,1165822
CO,10682,GT1,1293
CO,10682,GT3,13482
CO,10682,GT4,2962
CO,10682,GT5,2743
CO,10682,ST1,1066
CO,10682,ST2,10934
CO,10682,ST4,6448
CA,10684,TG5,1496
CA,10684,TG8,147282
CA,10684,TG9,160078
MN,10686,6,38231
MN,10686,7,77451
MD,10693,1147,7749
MD,10693,1148,3541
LA,10697,GEN2,87988
MI,10698,GEN2,-141014
AL,10699,GEN1,59369
AL,10699,GEN2,29783
AL,10699,GT3,165450
ME,10700,TG4,22009
ME,10700,TG6,27498
NY,10725,GEN1,276328
NY,10725,GEN2,0
NY,10725,GEN3,273715
NY,10725,GEN4,241781
NY,10725,GEN5,315534
MA,10726,GEN1,600584
MA,10726,GEN2,0
MA,10726,GEN3,275438
TN,10729,GEN1,2193
OH,10739,AC3M,417
TX,10741,G102,136869
TX,10741,G103,12811
TX,10741,G104,258365
TX,10741,S101,45417
TX,10741,S102,9896
WV,10743,GEN1,405911
MI,10745,BP15,24201
MI,10745,GT10,362768
MI,10745,GT11,291489
MI,10745,GT12,664779
MI,10745,GT13,359170
MI,10745,GT14,360593
MI,10745,GT3,327553
MI,10745,GT4,489020
MI,10745,GT5,389713
MI,10745,GT6,371621
MI,10745,GT7,306625
MI,10745,GT8,340572
MI,10745,GT9,304932
MI,10745,ST1,1117717
MI,10745,ST2,0
PA,10746,GEN1,594286
NJ,10751,GEN1,164415
NJ,10751,GEN2,83517
CO,10755,GT2,0
CO,10755,GT3,0
CO,10755,GT4,0
CO,10755,ST1,0
NV,10761,GEN1,33194
NV,10761,GEN2,9217
NV,10761,GEN3,78197
NV,10761,GEN4,74897
NV,10761,GEN5,80295
NV,10761,GEN6,75206
NV,10761,GEN7,40548
NV,10761,GEN8,41968
CA,10764,GEN1,28368
ME,10765,GEN1,126925
ME,10766,GEN1,136218
CA,10767,GEN1,191377
CA,10768,UP9,0
VA,10771,1,262577
CA,10772,GEN1,185702
VA,10773,1,268695
VA,10774,1,290307
CA,10777,GEN1,194998
MT,10784,GEN1,313714
TX,10789,GEN1,596675
TX,10789,GEN3,27953
TX,10789,GT1A,961347
TX,10789,GT1B,364629
TX,10789,ST1A,0
SC,10795,GEN1,14757
SC,10795,GEN3,3580
NJ,10805,GEN1,128502
NJ,10805,GEN2,9870
CA,10810,GEN1,156327
CA,10810,GEN2,16531
CA,10811,GEN1,276628
CA,10811,GEN2,69196
CA,10811,GEN3,0
CA,10812,GEN1,302412
CA,10812,GEN2,20247
MI,10819,GEN1,133685
MI,10819,GEN2,33155
MI,10822,GEN1,116340
MA,10823,S101,18848
CA,10836,GEN1,191280
CA,10837,GEN1,6047
NH,10838,GEN1,140516
NH,10839,GEN1,135742
CA,10840,GEN1,155997
CA,10840,GEN2,109651
MN,10849,GEN1,164774
MN,10849,GEN2,312662
IA,10855,GEN1,20263
IA,10855,GEN2,63344
IA,10860,1A,350044
IA,10860,2A,462743
IA,10861,GEN1,26471
NE,10862,GEN1,46088
MN,10863,GEN1,23087
IA,10864,GEN1,81568
IA,10864,GEN2,95525
IA,10864,GEN3,106313
IA,10864,GEN4,101919
IA,10864,GEN5,145732
IA,10864,GEN6,406428
IL,10865,GEN2,109292
IL,10865,GEN3,117751
IL,10865,GEN4,122331
IL,10865,GEN5,79166
IL,10865,GEN6,82977
IL,10865,GEN7,258388
IL,10865,GEN8,324240
IL,10867,GEN1,252715
OR,10869,BBC,0
OR,10869,GE,79295
OR,10869,GE-2,73319
MA,10883,STG2,37374
MA,10883,STG3,32955
MA,50002,GEN1,58352
MA,50002,GEN2,62901
MA,50002,GEN3,60418
MA,50002,GEN4,77652
NJ,50006,GTG1,506600
NJ,50006,GTG2,533274
NJ,50006,GTG3,521931
NJ,50006,GTG4,428977
NJ,50006,GTG5,404938
NJ,50006,GTG6,1075634
NJ,50006,STG1,409859
NJ,50006,STG2,379641
NJ,50006,STG3,324373
ME,50035,ST1,16415
MA,50041,GEN1,7901
MA,50041,GEN2,3950
TX,50043,GT1,471941
TX,50043,GT2,401868
TX,50043,GT3,560477
TX,50043,ST,499773
CA,50049,GEN1,0
CA,50049,GEN2,0
CA,50049,GEN3,0
ME,50051,GEN1,162522
CA,50061,GEN2,29387
CA,50061,GEN3,29001
CA,50061,GEN4,10348
TX,50067,GEN1,85925
FL,50071,GEN1,274823
MA,50087,GEN1,5566
MA,50087,GEN2,5950
MA,50087,GEN3,16337
IA,50088,GEN1,12649
ID,50099,GEN1,29704
TX,50101,GEN1,68839
TX,50101,GEN2,216691
TX,50101,GEN3,138556
TX,50109,GEN1,186641
TX,50109,GEN2,166313
TX,50109,GEN3,169734
CA,50110,GEN1,102282
CA,50112,GEN1,117697
CA,50112,GEN2,21892
TX,50118,GEN10,77600
TX,50118,GEN4,46
TX,50118,GEN5,15
TX,50118,GEN7,0
TX,50118,GEN8,165408
TX,50118,GEN9,79508
TX,50121,TG1,100892
TX,50121,TG2,109257
TX,50127,GTA,1328
TX,50127,GTB,1490
TX,50127,GTC,1257
TX,50127,STD,1228
TX,50141,WGN1,11506
GA,50146,GENA,15412
GA,50146,GENB,18393
GA,50146,GENC,6350
GA,50146,GEND,0
CA,50148,GEN1,0
CA,50148,GEN2,0
TX,50150,GE10,81161
TX,50150,GE11,175011
TX,50150,GEN5,45965
