# File: USDA_an_Stocks.csv
# Title: USDA NASS livestock animal inventories
# Units: Inventory (heads)
# Source: United States Department of Agriculture National Agriculture Statistics Service: https://quickstats.nass.usda.gov/
# Comments: Includes some missing values for states not reporting inventories
# Column types: ciccciiccccn
# ----------
Program,Year,Period,Geo Level,State,State ANSI,watershed_code,Commodity,Data Item,Domain,Domain Category,Value
CENSUS,2007,END OF DEC,STATE,WISCONSIN,55,0,SHEEP,"SHEEP, INCL LAMBS - INVENTORY",TOTAL,NOT SPECIFIED,"89,575"
CENSUS,2007,END OF DEC,STATE,WISCONSIN,55,0,TURKEYS,TURKEYS - INVENTORY,TOTAL,NOT SPECIFIED,"3,685,648"
CENSUS,2007,END OF DEC,STATE,WYOMING,56,0,CATTLE,"CATTLE, (EXCL COWS) - INVENTORY",TOTAL,NOT SPECIFIED,"573,014"
CENSUS,2007,END OF DEC,STATE,WYOMING,56,0,CATTLE,"CATTLE, COWS, BEEF - INVENTORY",TOTAL,NOT SPECIFIED,"732,141"
CENSUS,2007,END OF DEC,STATE,WYOMING,56,0,CATTLE,"CATTLE, COWS, MILK - INVENTORY",TOTAL,NOT SPECIFIED,"6,644"
CENSUS,2007,END OF DEC,STATE,WYOMING,56,0,CHICKENS,"CHICKENS, BROILERS - INVENTORY",TOTAL,NOT SPECIFIED,"1,523"
CENSUS,2007,END OF DEC,STATE,WYOMING,56,0,CHICKENS,"CHICKENS, LAYERS - INVENTORY",TOTAL,NOT SPECIFIED,"16,238"
CENSUS,2007,END OF DEC,STATE,WYOMING,56,0,DUCKS,DUCKS - INVENTORY,TOTAL,NOT SPECIFIED,"1,338"
CENSUS,2007,END OF DEC,STATE,WYOMING,56,0,EQUINE,"EQUINE, HORSES & PONIES - INVENTORY",TOTAL,NOT SPECIFIED,"80,476"
CENSUS,2007,END OF DEC,STATE,WYOMING,56,0,EQUINE,"EQUINE, MULES & BURROS & DONKEYS - INVENTORY",TOTAL,NOT SPECIFIED,"2,245"
CENSUS,2007,END OF DEC,STATE,WYOMING,56,0,GEESE,GEESE - INVENTORY,TOTAL,NOT SPECIFIED,950
CENSUS,2007,END OF DEC,STATE,WYOMING,56,0,GOATS,GOATS - INVENTORY,TOTAL,NOT SPECIFIED,"8,396"
CENSUS,2007,END OF DEC,STATE,WYOMING,56,0,GOATS,"GOATS, MILK - INVENTORY",TOTAL,NOT SPECIFIED,"1,909"
CENSUS,2007,END OF DEC,STATE,WYOMING,56,0,HOGS,HOGS - INVENTORY,TOTAL,NOT SPECIFIED,"107,180"
CENSUS,2007,END OF DEC,STATE,WYOMING,56,0,SHEEP,"SHEEP, INCL LAMBS - INVENTORY",TOTAL,NOT SPECIFIED,"412,804"
CENSUS,2007,END OF DEC,STATE,WYOMING,56,0,TURKEYS,TURKEYS - INVENTORY,TOTAL,NOT SPECIFIED,441
CENSUS,2002,END OF DEC,STATE,ALABAMA,1,0,CATTLE,"CATTLE, (EXCL COWS) - INVENTORY",TOTAL,NOT SPECIFIED,"652,955"
CENSUS,2002,END OF DEC,STATE,ALABAMA,1,0,CATTLE,"CATTLE, COWS, BEEF - INVENTORY",TOTAL,NOT SPECIFIED,"765,901"
CENSUS,2002,END OF DEC,STATE,ALABAMA,1,0,CATTLE,"CATTLE, COWS, MILK - INVENTORY",TOTAL,NOT SPECIFIED,"18,939"
CENSUS,2002,END OF DEC,STATE,ALABAMA,1,0,CHICKENS,"CHICKENS, BROILERS - INVENTORY",TOTAL,NOT SPECIFIED,"158,296,720"
CENSUS,2002,END OF DEC,STATE,ALABAMA,1,0,CHICKENS,"CHICKENS, LAYERS - INVENTORY",TOTAL,NOT SPECIFIED,"9,656,322"
CENSUS,2002,END OF DEC,STATE,ALABAMA,1,0,DUCKS,DUCKS - INVENTORY,TOTAL,NOT SPECIFIED,"8,373"
CENSUS,2002,END OF DEC,STATE,ALABAMA,1,0,EQUINE,"EQUINE, HORSES & PONIES - INVENTORY",TOTAL,NOT SPECIFIED,"65,494"
CENSUS,2002,END OF DEC,STATE,ALABAMA,1,0,EQUINE,"EQUINE, MULES & BURROS & DONKEYS - INVENTORY",TOTAL,NOT SPECIFIED,"3,625"
CENSUS,2002,END OF DEC,STATE,ALABAMA,1,0,GEESE,GEESE - INVENTORY,TOTAL,NOT SPECIFIED,"3,283"
CENSUS,2002,END OF DEC,STATE,ALABAMA,1,0,GOATS,GOATS - INVENTORY,TOTAL,NOT SPECIFIED,"50,574"
CENSUS,2002,END OF DEC,STATE,ALABAMA,1,0,GOATS,"GOATS, MILK - INVENTORY",TOTAL,NOT SPECIFIED,"2,657"
CENSUS,2002,END OF DEC,STATE,ALABAMA,1,0,HOGS,HOGS - INVENTORY,TOTAL,NOT SPECIFIED,"168,013"
CENSUS,2002,END OF DEC,STATE,ALABAMA,1,0,SHEEP,"SHEEP, INCL LAMBS - INVENTORY",TOTAL,NOT SPECIFIED,"11,374"
CENSUS,2002,END OF DEC,STATE,ALABAMA,1,0,TURKEYS,TURKEYS - INVENTORY,TOTAL,NOT SPECIFIED,
CENSUS,2002,END OF DEC,STATE,ALASKA,2,0,CATTLE,"CATTLE, (EXCL COWS) - INVENTORY",TOTAL,NOT SPECIFIED,"5,948"
CENSUS,2002,END OF DEC,STATE,ALASKA,2,0,CATTLE,"CATTLE, COWS, BEEF - INVENTORY",TOTAL,NOT SPECIFIED,"5,408"
CENSUS,2002,END OF DEC,STATE,ALASKA,2,0,CATTLE,"CATTLE, COWS, MILK - INVENTORY",TOTAL,NOT SPECIFIED,"1,253"
CENSUS,2002,END OF DEC,STATE,ALASKA,2,0,CHICKENS,"CHICKENS, BROILERS - INVENTORY",TOTAL,NOT SPECIFIED,"1,533"
CENSUS,2002,END OF DEC,STATE,ALASKA,2,0,CHICKENS,"CHICKENS, LAYERS - INVENTORY",TOTAL,NOT SPECIFIED,"2,872"
CENSUS,2002,END OF DEC,STATE,ALASKA,2,0,DUCKS,DUCKS - INVENTORY,TOTAL,NOT SPECIFIED,705
CENSUS,2002,END OF DEC,STATE,ALASKA,2,0,EQUINE,"EQUINE, HORSES & PONIES - INVENTORY",TOTAL,NOT SPECIFIED,"1,922"
CENSUS,2002,END OF DEC,STATE,ALASKA,2,0,EQUINE,"EQUINE, MULES & BURROS & DONKEYS - INVENTORY",TOTAL,NOT SPECIFIED,16
CENSUS,2002,END OF DEC,STATE,ALASKA,2,0,GEESE,GEESE - INVENTORY,TOTAL,NOT SPECIFIED,99
CENSUS,2002,END OF DEC,STATE,ALASKA,2,0,GOATS,GOATS - INVENTORY,TOTAL,NOT SPECIFIED,277
CENSUS,2002,END OF DEC,STATE,ALASKA,2,0,GOATS,"GOATS, MILK - INVENTORY",TOTAL,NOT SPECIFIED,71
CENSUS,2002,END OF DEC,STATE,ALASKA,2,0,HOGS,HOGS - INVENTORY,TOTAL,NOT SPECIFIED,"1,201"
CENSUS,2002,END OF DEC,STATE,ALASKA,2,0,SHEEP,"SHEEP, INCL LAMBS - INVENTORY",TOTAL,NOT SPECIFIED,530
CENSUS,2002,END OF DEC,STATE,ALASKA,2,0,TURKEYS,TURKEYS - INVENTORY,TOTAL,NOT SPECIFIED,404
CENSUS,2002,END OF DEC,STATE,ARIZONA,4,0,CATTLE,"CATTLE, (EXCL COWS) - INVENTORY",TOTAL,NOT SPECIFIED,"515,648"
CENSUS,2002,END OF DEC,STATE,ARIZONA,4,0,CATTLE,"CATTLE, COWS, BEEF - INVENTORY",TOTAL,NOT SPECIFIED,"170,865"
CENSUS,2002,END OF DEC,STATE,ARIZONA,4,0,CATTLE,"CATTLE, COWS, MILK - INVENTORY",TOTAL,NOT SPECIFIED,"154,764"
CENSUS,2002,END OF DEC,STATE,ARIZONA,4,0,CHICKENS,"CHICKENS, BROILERS - INVENTORY",TOTAL,NOT SPECIFIED,"9,205"
CENSUS,2002,END OF DEC,STATE,ARIZONA,4,0,CHICKENS,"CHICKENS, LAYERS - INVENTORY",TOTAL,NOT SPECIFIED,
CENSUS,2002,END OF DEC,STATE,ARIZONA,4,0,DUCKS,DUCKS - INVENTORY,TOTAL,NOT SPECIFIED,"1,417"
CENSUS,2002,END OF DEC,STATE,ARIZONA,4,0,EQUINE,"EQUINE, HORSES & PONIES - INVENTORY",TOTAL,NOT SPECIFIED,"46,866"
CENSUS,2002,END OF DEC,STATE,ARIZONA,4,0,EQUINE,"EQUINE, MULES & BURROS & DONKEYS - INVENTORY",TOTAL,NOT SPECIFIED,544
CENSUS,2002,END OF DEC,STATE,ARIZONA,4,0,GEESE,GEESE - INVENTORY,TOTAL,NOT SPECIFIED,821
CENSUS,2002,END OF DEC,STATE,ARIZONA,4,0,GOATS,GOATS - INVENTORY,TOTAL,NOT SPECIFIED,"35,374"
CENSUS,2002,END OF DEC,STATE,ARIZONA,4,0,GOATS,"GOATS, MILK - INVENTORY",TOTAL,NOT SPECIFIED,"3,197"
CENSUS,2002,END OF DEC,STATE,ARIZONA,4,0,HOGS,HOGS - INVENTORY,TOTAL,NOT SPECIFIED,
CENSUS,2002,END OF DEC,STATE,ARIZONA,4,0,SHEEP,"SHEEP, INCL LAMBS - INVENTORY",TOTAL,NOT SPECIFIED,"114,888"
CENSUS,2002,END OF DEC,STATE,ARIZONA,4,0,TURKEYS,TURKEYS - INVENTORY,TOTAL,NOT SPECIFIED,580
CENSUS,2002,END OF DEC,STATE,ARKANSAS,5,0,CATTLE,"CATTLE, (EXCL COWS) - INVENTORY",TOTAL,NOT SPECIFIED,"860,056"
CENSUS,2002,END OF DEC,STATE,ARKANSAS,5,0,CATTLE,"CATTLE, COWS, BEEF - INVENTORY",TOTAL,NOT SPECIFIED,"951,803"
CENSUS,2002,END OF DEC,STATE,ARKANSAS,5,0,CATTLE,"CATTLE, COWS, MILK - INVENTORY",TOTAL,NOT SPECIFIED,"30,414"
CENSUS,2002,END OF DEC,STATE,ARKANSAS,5,0,CHICKENS,"CHICKENS, BROILERS - INVENTORY",TOTAL,NOT SPECIFIED,"181,555,253"
CENSUS,2002,END OF DEC,STATE,ARKANSAS,5,0,CHICKENS,"CHICKENS, LAYERS - INVENTORY",TOTAL,NOT SPECIFIED,"13,189,901"
CENSUS,2002,END OF DEC,STATE,ARKANSAS,5,0,DUCKS,DUCKS - INVENTORY,TOTAL,NOT SPECIFIED,"20,314"
CENSUS,2002,END OF DEC,STATE,ARKANSAS,5,0,EQUINE,"EQUINE, HORSES & PONIES - INVENTORY",TOTAL,NOT SPECIFIED,"72,277"
CENSUS,2002,END OF DEC,STATE,ARKANSAS,5,0,EQUINE,"EQUINE, MULES & BURROS & DONKEYS - INVENTORY",TOTAL,NOT SPECIFIED,"2,926"
CENSUS,2002,END OF DEC,STATE,ARKANSAS,5,0,GEESE,GEESE - INVENTORY,TOTAL,NOT SPECIFIED,"2,254"
CENSUS,2002,END OF DEC,STATE,ARKANSAS,5,0,GOATS,GOATS - INVENTORY,TOTAL,NOT SPECIFIED,"32,580"
CENSUS,2002,END OF DEC,STATE,ARKANSAS,5,0,GOATS,"GOATS, MILK - INVENTORY",TOTAL,NOT SPECIFIED,"5,772"
CENSUS,2002,END OF DEC,STATE,ARKANSAS,5,0,HOGS,HOGS - INVENTORY,TOTAL,NOT SPECIFIED,"305,659"
CENSUS,2002,END OF DEC,STATE,ARKANSAS,5,0,SHEEP,"SHEEP, INCL LAMBS - INVENTORY",TOTAL,NOT SPECIFIED,"13,797"
CENSUS,2002,END OF DEC,STATE,ARKANSAS,5,0,TURKEYS,TURKEYS - INVENTORY,TOTAL,NOT SPECIFIED,"8,603,489"
CENSUS,2002,END OF DEC,STATE,CALIFORNIA,6,0,CATTLE,"CATTLE, (EXCL COWS) - INVENTORY",TOTAL,NOT SPECIFIED,"2,854,440"
CENSUS,2002,END OF DEC,STATE,CALIFORNIA,6,0,CATTLE,"CATTLE, COWS, BEEF - INVENTORY",TOTAL,NOT SPECIFIED,"735,045"
CENSUS,2002,END OF DEC,STATE,CALIFORNIA,6,0,CATTLE,"CATTLE, COWS, MILK - INVENTORY",TOTAL,NOT SPECIFIED,"1,644,692"
CENSUS,2002,END OF DEC,STATE,CALIFORNIA,6,0,CHICKENS,"CHICKENS, BROILERS - INVENTORY",TOTAL,NOT SPECIFIED,"33,239,341"
CENSUS,2002,END OF DEC,STATE,CALIFORNIA,6,0,CHICKENS,"CHICKENS, LAYERS - INVENTORY",TOTAL,NOT SPECIFIED,"22,768,304"
CENSUS,2002,END OF DEC,STATE,CALIFORNIA,6,0,DUCKS,DUCKS - INVENTORY,TOTAL,NOT SPECIFIED,"956,606"
CENSUS,2002,END OF DEC,STATE,CALIFORNIA,6,0,EQUINE,"EQUINE, HORSES & PONIES - INVENTORY",TOTAL,NOT SPECIFIED,"131,951"
CENSUS,2002,END OF DEC,STATE,CALIFORNIA,6,0,EQUINE,"EQUINE, MULES & BURROS & DONKEYS - INVENTORY",TOTAL,NOT SPECIFIED,"2,496"
CENSUS,2002,END OF DEC,STATE,CALIFORNIA,6,0,GEESE,GEESE - INVENTORY,TOTAL,NOT SPECIFIED,"7,641"
CENSUS,2002,END OF DEC,STATE,CALIFORNIA,6,0,GOATS,GOATS - INVENTORY,TOTAL,NOT SPECIFIED,"103,122"
CENSUS,2002,END OF DEC,STATE,CALIFORNIA,6,0,GOATS,"GOATS, MILK - INVENTORY",TOTAL,NOT SPECIFIED,"37,343"
CENSUS,2002,END OF DEC,STATE,CALIFORNIA,6,0,HOGS,HOGS - INVENTORY,TOTAL,NOT SPECIFIED,"163,465"
CENSUS,2002,END OF DEC,STATE,CALIFORNIA,6,0,SHEEP,"SHEEP, INCL LAMBS - INVENTORY",TOTAL,NOT SPECIFIED,"731,558"
CENSUS,2002,END OF DEC,STATE,CALIFORNIA,6,0,TURKEYS,TURKEYS - INVENTORY,TOTAL,NOT SPECIFIED,"5,950,670"
CENSUS,2002,END OF DEC,STATE,COLORADO,8,0,CATTLE,"CATTLE, (EXCL COWS) - INVENTORY",TOTAL,NOT SPECIFIED,"1,837,364"
CENSUS,2002,END OF DEC,STATE,COLORADO,8,0,CATTLE,"CATTLE, COWS, BEEF - INVENTORY",TOTAL,NOT SPECIFIED,"720,400"
CENSUS,2002,END OF DEC,STATE,COLORADO,8,0,CATTLE,"CATTLE, COWS, MILK - INVENTORY",TOTAL,NOT SPECIFIED,"98,587"
CENSUS,2002,END OF DEC,STATE,COLORADO,8,0,CHICKENS,"CHICKENS, BROILERS - INVENTORY",TOTAL,NOT SPECIFIED,"9,119"
CENSUS,2002,END OF DEC,STATE,COLORADO,8,0,CHICKENS,"CHICKENS, LAYERS - INVENTORY",TOTAL,NOT SPECIFIED,"4,057,514"
CENSUS,2002,END OF DEC,STATE,COLORADO,8,0,DUCKS,DUCKS - INVENTORY,TOTAL,NOT SPECIFIED,"6,134"
CENSUS,2002,END OF DEC,STATE,COLORADO,8,0,EQUINE,"EQUINE, HORSES & PONIES - INVENTORY",TOTAL,NOT SPECIFIED,"107,091"
CENSUS,2002,END OF DEC,STATE,COLORADO,8,0,EQUINE,"EQUINE, MULES & BURROS & DONKEYS - INVENTORY",TOTAL,NOT SPECIFIED,"1,949"
CENSUS,2002,END OF DEC,STATE,COLORADO,8,0,GEESE,GEESE - INVENTORY,TOTAL,NOT SPECIFIED,"2,644"
CENSUS,2002,END OF DEC,STATE,COLORADO,8,0,GOATS,GOATS - INVENTORY,TOTAL,NOT SPECIFIED,"18,561"
CENSUS,2002,END OF DEC,STATE,COLORADO,8,0,GOATS,"GOATS, MILK - INVENTORY",TOTAL,NOT SPECIFIED,"5,581"
CENSUS,2002,END OF DEC,STATE,COLORADO,8,0,HOGS,HOGS - INVENTORY,TOTAL,NOT SPECIFIED,"783,467"
CENSUS,2002,END OF DEC,STATE,COLORADO,8,0,SHEEP,"SHEEP, INCL LAMBS - INVENTORY",TOTAL,NOT SPECIFIED,"382,933"
CENSUS,2002,END OF DEC,STATE,COLORADO,8,0,TURKEYS,TURKEYS - INVENTORY,TOTAL,NOT SPECIFIED,
CENSUS,2002,END OF DEC,STATE,CONNECTICUT,9,0,CATTLE,"CATTLE, (EXCL COWS) - INVENTORY",TOTAL,NOT SPECIFIED,"24,864"
CENSUS,2002,END OF DEC,STATE,CONNECTICUT,9,0,CATTLE,"CATTLE, COWS, BEEF - INVENTORY",TOTAL,NOT SPECIFIED,"6,180"
CENSUS,2002,END OF DEC,STATE,CONNECTICUT,9,0,CATTLE,"CATTLE, COWS, MILK - INVENTORY",TOTAL,NOT SPECIFIED,"23,203"
CENSUS,2002,END OF DEC,STATE,CONNECTICUT,9,0,CHICKENS,"CHICKENS, BROILERS - INVENTORY",TOTAL,NOT SPECIFIED,"41,195"
CENSUS,2002,END OF DEC,STATE,CONNECTICUT,9,0,CHICKENS,"CHICKENS, LAYERS - INVENTORY",TOTAL,NOT SPECIFIED,
CENSUS,2002,END OF DEC,STATE,CONNECTICUT,9,0,DUCKS,DUCKS - INVENTORY,TOTAL,NOT SPECIFIED,"1,506"
CENSUS,2002,END OF DEC,STATE,CONNECTICUT,9,0,EQUINE,"EQUINE, HORSES & PONIES - INVENTORY",TOTAL,NOT SPECIFIED,"9,499"
CENSUS,2002,END OF DEC,STATE,CONNECTICUT,9,0,EQUINE,"EQUINE, MULES & BURROS & DONKEYS - INVENTORY",TOTAL,NOT SPECIFIED,141
CENSUS,2002,END OF DEC,STATE,CONNECTICUT,9,0,GEESE,GEESE - INVENTORY,TOTAL,NOT SPECIFIED,707
CENSUS,2002,END OF DEC,STATE,CONNECTICUT,9,0,GOATS,GOATS - INVENTORY,TOTAL,NOT SPECIFIED,"2,586"
CENSUS,2002,END OF DEC,STATE,CONNECTICUT,9,0,GOATS,"GOATS, MILK - INVENTORY",TOTAL,NOT SPECIFIED,
CENSUS,2002,END OF DEC,STATE,CONNECTICUT,9,0,HOGS,HOGS - INVENTORY,TOTAL,NOT SPECIFIED,"3,232"
CENSUS,2002,END OF DEC,STATE,CONNECTICUT,9,0,SHEEP,"SHEEP, INCL LAMBS - INVENTORY",TOTAL,NOT SPECIFIED,"5,581"
CENSUS,2002,END OF DEC,STATE,CONNECTICUT,9,0,TURKEYS,TURKEYS - INVENTORY,TOTAL,NOT SPECIFIED,"1,480"
CENSUS,2002,END OF DEC,STATE,DELAWARE,10,0,CATTLE,"CATTLE, (EXCL COWS) - INVENTORY",TOTAL,NOT SPECIFIED,"9,542"
CENSUS,2002,END OF DEC,STATE,DELAWARE,10,0,CATTLE,"CATTLE, COWS, BEEF - INVENTORY",TOTAL,NOT SPECIFIED,"3,537"
CENSUS,2002,END OF DEC,STATE,DELAWARE,10,0,CATTLE,"CATTLE, COWS, MILK - INVENTORY",TOTAL,NOT SPECIFIED,"8,948"
CENSUS,2002,END OF DEC,STATE,DELAWARE,10,0,CHICKENS,"CHICKENS, BROILERS - INVENTORY",TOTAL,NOT SPECIFIED,"45,649,977"
CENSUS,2002,END OF DEC,STATE,DELAWARE,10,0,CHICKENS,"CHICKENS, LAYERS - INVENTORY",TOTAL,NOT SPECIFIED,
CENSUS,2002,END OF DEC,STATE,DELAWARE,10,0,DUCKS,DUCKS - INVENTORY,TOTAL,NOT SPECIFIED,322
CENSUS,2002,END OF DEC,STATE,DELAWARE,10,0,EQUINE,"EQUINE, HORSES & PONIES - INVENTORY",TOTAL,NOT SPECIFIED,"3,453"
CENSUS,2002,END OF DEC,STATE,DELAWARE,10,0,EQUINE,"EQUINE, MULES & BURROS & DONKEYS - INVENTORY",TOTAL,NOT SPECIFIED,37
CENSUS,2002,END OF DEC,STATE,DELAWARE,10,0,GEESE,GEESE - INVENTORY,TOTAL,NOT SPECIFIED,90
CENSUS,2002,END OF DEC,STATE,DELAWARE,10,0,GOATS,GOATS - INVENTORY,TOTAL,NOT SPECIFIED,"1,521"
CENSUS,2002,END OF DEC,STATE,DELAWARE,10,0,GOATS,"GOATS, MILK - INVENTORY",TOTAL,NOT SPECIFIED,141
CENSUS,2002,END OF DEC,STATE,DELAWARE,10,0,HOGS,HOGS - INVENTORY,TOTAL,NOT SPECIFIED,"11,775"
CENSUS,2002,END OF DEC,STATE,DELAWARE,10,0,SHEEP,"SHEEP, INCL LAMBS - INVENTORY",TOTAL,NOT SPECIFIED,"1,028"
CENSUS,2002,END OF DEC,STATE,DELAWARE,10,0,TURKEYS,TURKEYS - INVENTORY,TOTAL,NOT SPECIFIED,233
CENSUS,2002,END OF DEC,STATE,FLORIDA,12,0,CATTLE,"CATTLE, (EXCL COWS) - INVENTORY",TOTAL,NOT SPECIFIED,"611,627"
CENSUS,2002,END OF DEC,STATE,FLORIDA,12,0,CATTLE,"CATTLE, COWS, BEEF - INVENTORY",TOTAL,NOT SPECIFIED,"982,404"
CENSUS,2002,END OF DEC,STATE,FLORIDA,12,0,CATTLE,"CATTLE, COWS, MILK - INVENTORY",TOTAL,NOT SPECIFIED,"144,843"
CENSUS,2002,END OF DEC,STATE,FLORIDA,12,0,CHICKENS,"CHICKENS, BROILERS - INVENTORY",TOTAL,NOT SPECIFIED,"19,726,572"
CENSUS,2002,END OF DEC,STATE,FLORIDA,12,0,CHICKENS,"CHICKENS, LAYERS - INVENTORY",TOTAL,NOT SPECIFIED,"10,581,159"
CENSUS,2002,END OF DEC,STATE,FLORIDA,12,0,DUCKS,DUCKS - INVENTORY,TOTAL,NOT SPECIFIED,"11,886"
CENSUS,2002,END OF DEC,STATE,FLORIDA,12,0,EQUINE,"EQUINE, HORSES & PONIES - INVENTORY",TOTAL,NOT SPECIFIED,"99,911"
CENSUS,2002,END OF DEC,STATE,FLORIDA,12,0,EQUINE,"EQUINE, MULES & BURROS & DONKEYS - INVENTORY",TOTAL,NOT SPECIFIED,"1,610"
CENSUS,2002,END OF DEC,STATE,FLORIDA,12,0,GEESE,GEESE - INVENTORY,TOTAL,NOT SPECIFIED,"3,508"
CENSUS,2002,END OF DEC,STATE,FLORIDA,12,0,GOATS,GOATS - INVENTORY,TOTAL,NOT SPECIFIED,"39,964"
CENSUS,2002,END OF DEC,STATE,FLORIDA,12,0,GOATS,"GOATS, MILK - INVENTORY",TOTAL,NOT SPECIFIED,"3,686"
CENSUS,2002,END OF DEC,STATE,FLORIDA,12,0,HOGS,HOGS - INVENTORY,TOTAL,NOT SPECIFIED,"33,479"
CENSUS,2002,END OF DEC,STATE,FLORIDA,12,0,SHEEP,"SHEEP, INCL LAMBS - INVENTORY",TOTAL,NOT SPECIFIED,"10,794"
CENSUS,2002,END OF DEC,STATE,FLORIDA,12,0,TURKEYS,TURKEYS - INVENTORY,TOTAL,NOT SPECIFIED,"3,288"
CENSUS,2002,END OF DEC,STATE,GEORGIA,13,0,CATTLE,"CATTLE, (EXCL COWS) - INVENTORY",TOTAL,NOT SPECIFIED,"558,089"
CENSUS,2002,END OF DEC,STATE,GEORGIA,13,0,CATTLE,"CATTLE, COWS, BEEF - INVENTORY",TOTAL,NOT SPECIFIED,"629,127"
CENSUS,2002,END OF DEC,STATE,GEORGIA,13,0,CATTLE,"CATTLE, COWS, MILK - INVENTORY",TOTAL,NOT SPECIFIED,"85,075"
CENSUS,2002,END OF DEC,STATE,GEORGIA,13,0,CHICKENS,"CHICKENS, BROILERS - INVENTORY",TOTAL,NOT SPECIFIED,"204,678,169"
CENSUS,2002,END OF DEC,STATE,GEORGIA,13,0,CHICKENS,"CHICKENS, LAYERS - INVENTORY",TOTAL,NOT SPECIFIED,"20,022,117"
CENSUS,2002,END OF DEC,STATE,GEORGIA,13,0,DUCKS,DUCKS - INVENTORY,TOTAL,NOT SPECIFIED,"9,395"
CENSUS,2002,END OF DEC,STATE,GEORGIA,13,0,EQUINE,"EQUINE, HORSES & PONIES - INVENTORY",TOTAL,NOT SPECIFIED,"74,008"
CENSUS,2002,END OF DEC,STATE,GEORGIA,13,0,EQUINE,"EQUINE, MULES & BURROS & DONKEYS - INVENTORY",TOTAL,NOT SPECIFIED,"2,743"
CENSUS,2002,END OF DEC,STATE,GEORGIA,13,0,GEESE,GEESE - INVENTORY,TOTAL,NOT SPECIFIED,"1,900"
CENSUS,2002,END OF DEC,STATE,GEORGIA,13,0,GOATS,GOATS - INVENTORY,TOTAL,NOT SPECIFIED,"69,498"
CENSUS,2002,END OF DEC,STATE,GEORGIA,13,0,GOATS,"GOATS, MILK - INVENTORY",TOTAL,NOT SPECIFIED,"3,162"
CENSUS,2002,END OF DEC,STATE,GEORGIA,13,0,HOGS,HOGS - INVENTORY,TOTAL,NOT SPECIFIED,"347,816"
CENSUS,2002,END OF DEC,STATE,GEORGIA,13,0,SHEEP,"SHEEP, INCL LAMBS - INVENTORY",TOTAL,NOT SPECIFIED,"11,318"
CENSUS,2002,END OF DEC,STATE,GEORGIA,13,0,TURKEYS,TURKEYS - INVENTORY,TOTAL,NOT SPECIFIED,"1,376"
CENSUS,2002,END OF DEC,STATE,HAWAII,15,0,CATTLE,"CATTLE, (EXCL COWS) - INVENTORY",TOTAL,NOT SPECIFIED,"64,566"
CENSUS,2002,END OF DEC,STATE,HAWAII,15,0,CATTLE,"CATTLE, COWS, BEEF - INVENTORY",TOTAL,NOT SPECIFIED,"83,277"
CENSUS,2002,END OF DEC,STATE,HAWAII,15,0,CATTLE,"CATTLE, COWS, MILK - INVENTORY",TOTAL,NOT SPECIFIED,"6,465"
CENSUS,2002,END OF DEC,STATE,HAWAII,15,0,CHICKENS,"CHICKENS, BROILERS - INVENTORY",TOTAL,NOT SPECIFIED,"202,902"
CENSUS,2002,END OF DEC,STATE,HAWAII,15,0,CHICKENS,"CHICKENS, LAYERS - INVENTORY",TOTAL,NOT SPECIFIED,"537,882"
CENSUS,2002,END OF DEC,STATE,HAWAII,15,0,DUCKS,DUCKS - INVENTORY,TOTAL,NOT SPECIFIED,"1,213"
CENSUS,2002,END OF DEC,STATE,HAWAII,15,0,EQUINE,"EQUINE, HORSES & PONIES - INVENTORY",TOTAL,NOT SPECIFIED,"4,582"
CENSUS,2002,END OF DEC,STATE,HAWAII,15,0,EQUINE,"EQUINE, MULES & BURROS & DONKEYS - INVENTORY",TOTAL,NOT SPECIFIED,58
CENSUS,2002,END OF DEC,STATE,HAWAII,15,0,GEESE,GEESE - INVENTORY,TOTAL,NOT SPECIFIED,302
CENSUS,2002,END OF DEC,STATE,HAWAII,15,0,GOATS,GOATS - INVENTORY,TOTAL,NOT SPECIFIED,"5,364"
CENSUS,2002,END OF DEC,STATE,HAWAII,15,0,GOATS,"GOATS, MILK - INVENTORY",TOTAL,NOT SPECIFIED,441
CENSUS,2002,END OF DEC,STATE,HAWAII,15,0,HOGS,HOGS - INVENTORY,TOTAL,NOT SPECIFIED,"23,364"
CENSUS,2002,END OF DEC,STATE,HAWAII,15,0,SHEEP,"SHEEP, INCL LAMBS - INVENTORY",TOTAL,NOT SPECIFIED,"19,909"
CENSUS,2002,END OF DEC,STATE,HAWAII,15,0,TURKEYS,TURKEYS - INVENTORY,TOTAL,NOT SPECIFIED,75
CENSUS,2002,END OF DEC,STATE,IDAHO,16,0,CATTLE,"CATTLE, (EXCL COWS) - INVENTORY",TOTAL,NOT SPECIFIED,"1,096,924"
CENSUS,2002,END OF DEC,STATE,IDAHO,16,0,CATTLE,"CATTLE, COWS, BEEF - INVENTORY",TOTAL,NOT SPECIFIED,"502,024"
CENSUS,2002,END OF DEC,STATE,IDAHO,16,0,CATTLE,"CATTLE, COWS, MILK - INVENTORY",TOTAL,NOT SPECIFIED,"390,600"
CENSUS,2002,END OF DEC,STATE,IDAHO,16,0,CHICKENS,"CHICKENS, BROILERS - INVENTORY",TOTAL,NOT SPECIFIED,"7,685"
CENSUS,2002,END OF DEC,STATE,IDAHO,16,0,CHICKENS,"CHICKENS, LAYERS - INVENTORY",TOTAL,NOT SPECIFIED,"907,873"
