# File: Dooley_CCS_USA.csv
# Title: CO2 Storage Capacity
# Units: In columns
# Source: Dahowski, R., Dooley, J., Davidson, C., Bachu, S. & Gupta, N. Building the Cost Curves for CO2 Storage: North America. IEA Greenhouse Gas R&D Programme, Cheltenham, UK. (2005).
# Wise, M., Dooley, J., Dahowski, R. & Davidson, C. Modeling the impacts of climate policy on the deployment of carbon dioxide capture and geologic storage across electric power regions in the United States. International Journal of Greenhouse Gas Control 1, 261-270 (2007).
# Dahowski, R. T., Davidson, C. L., Li, X. C. & Wei, N. A $70/tCO2 greenhouse gas mitigation backstop for China's industrial and electric power sectors: Insights from a comprehensive CCS cost curve. International Journal of Greenhouse Gas Control 11, 73-85, doi:10.1016/j.ijggc.2012.07.024 (2012).
# Dahowski, R., Davidson, C. & Dooley, J. Comparing large scale CCS deployment potential in the USA and China: A detailed analysis based on country-specific CO2 transport & storage cost curves. Energy Procedia 4, 2732-2739, doi:DOI: 10.1016/j.egypro.2011.02.175 (2011).
# Column types: cccnn 
# ----------
Timestep,GENUNIT,state,CO2_Mt,Cost_2005USDtCO2
TS1,P0095,CA,6,-9.62
TS2,H00206,CA,5.1,-9.62
TS1,EO00069,LA,3.8,-9.52
TS1,P0126,CA,2.4,-9.33
TS2,G01311,CO,1.8,-9.24
TS1,EL0110,NE,2.9,-9.18
TS1,P0752,ND,10.2,-9.16
TS1,P0171,CA,6.5,-9.14
TS3,G01685,TX,4.9,-9.1
TS1,H00268,TX,8.6,-9
TS1,P1311,WY,3.6,-8.92
TS2,H00211,CA,4.9,-8.86
TS2,P1311,WY,3.6,-8.59
TS2,H00207,CA,3.3,-8.5
TS3,G01635,TX,2.9,-8.49
TS3,G01642,TX,2.9,-8.49
TS4,G01635,TX,2.9,-8.49
TS1,C01980,SD,10.5,-8.37
TS2,EL0108,NE,2.5,-8.29
TS1,G01618,TX,1.9,-7.85
TS1,EL0154,WI,2.3,-7.82
TS2,EL0099,ND,2.3,-7.75
TS1,P0936,OK,5.1,-7.62
TS2,H00220,CA,4.1,-7.47
TS1,P0192,CA,3.4,-7.3
TS1,G01370,LA,2.4,-7.28
TS1,H00238,LA,5.3,-7.12
TS2,H00214,CA,3.3,-6.94
TS3,G01735,TX,3.9,-6.85
TS1,G01352,LA,3.1,-6.82
TS1,P0158,CA,4.3,-6.71
TS1,H00277,TX,4.8,-6.68
TS1,R00675,MT,10.1,-6.59
TS3,G01589,TX,2.8,-6.57
TS3,G01573,TX,3.9,-6.33
TS2,G01639,TX,5,-6.29
TS2,R00704,TX,15.6,-6.22
TS1,P1182,TX,2.6,-6.09
TS2,P1064,TX,20.6,-6.07
TS1,R00674,MT,9.6,-5.95
TS2,H00208,CA,3.4,-5.86
TS2,R00719,TX,21.7,-5.82
TS1,P0712,MT,7.2,-5.78
TS1,H00273,TX,4,-5.74
TS1,EL0042,ID,2.3,-5.7
TS2,EL0042,ID,2.3,-5.7
TS3,G01673,TX,3.1,-5.68
TS1,G01354,LA,2.2,-5.58
TS1,H00283,TX,3.2,-5.54
TS1,EL0116,NE,1.9,-5.45
TS1,P0194,CO,2.3,-5.44
TS3,G01638,TX,2,-5.35
TS3,G01644,TX,2,-5.35
TS3,G01478,NM,3.1,-5.17
TS1,P0134,CA,3.3,-5.03
TS3,G01726,TX,5.3,-4.97
TS3,G01479,NM,3.1,-4.94
TS2,G01587,TX,5.5,-4.94
TS1,P0753,ND,24.6,-4.9
TS2,P1150,TX,22.3,-4.88
TS1,G01675,TX,1.9,-4.81
TS1,EL0104,NE,2.4,-4.67
TS1,P0149,CA,3.4,-4.64
TS1,R00733,UT,2.2,-4.6
TS2,P1133,TX,13.3,-4.48
TS1,R00673,MT,8,-4.26
TS3,EL0147,TX,5.1,-4.25
TS3,G01461,NM,2,-4.2
TS3,G01634,TX,3.5,-4.15
TS3,G01467,NM,3.5,-4.15
TS3,G01647,TX,3.1,-3.99
TS1,H00278,TX,3.1,-3.96
TS1,R00685,ND,26.4,-3.95
TS1,EL0111,NE,1.9,-3.94
TS1,EO00067,TX,3.5,-3.87
TS1,I00852,AL,2.8,-3.66
TS3,G01732,TX,3.1,-3.53
TS1,G01451,MS,6.6,-3.43
TS1,H00274,TX,2.8,-3.35
TS2,G01826,WY,8.7,-3.26
TS2,A00359,ND,7.8,-3.09
TS1,P0190,CA,3.5,-3.03
TS2,P1134,TX,16,-2.93
TS1,P0214,CO,3.5,-2.87
TS1,R00746,WY,9.4,-2.87
TS1,P0191,CA,3.5,-2.71
TS1,P0167,CA,2.5,-2.66
TS1,A00379,LA,1.8,-2.57
TS2,G01716,TX,3.9,-2.32
TS2,P1057,TX,14.7,-2.21
TS3,G01695,TX,3.5,-2.11
TS1,EL0152,WI,1.9,-2.02
TS1,EO00064,TX,2,-1.98
TS3,G01668,TX,2.6,-1.88
TS2,R00747,WY,2.2,-1.84
TS2,C01954,TX,10.8,-1.65
TS3,G01311,CO,1.8,-1.63
TS3,G01771,TX,3.5,-1.43
TS3,G01621,TX,2.7,-1.4
TS1,P0104,CA,3.4,-1.19
TS2,C01977,TX,11.8,-1.15
TS2,G01801,WY,7.3,-1.12
TS2,R00733,UT,2.2,-1.11
TS1,P0185,CA,3.3,-1
TS2,P1148,TX,8.3,-0.88
TS2,C02074,TX,13.2,-0.83
TS1,H00282,TX,3,-0.8
TS3,G01809,WY,4.1,-0.49
TS2,P1082,TX,14.3,-0.42
TS2,C02070,TX,10.7,-0.39
TS1,P0156,CA,2.3,-0.27
TS3,EL0146,TX,1.9,-0.16
TS1,P1039,SD,3.9,-0.16
TS1,P0038,AL,11.6,-0.15
TS2,P1174,TX,9,-0.11
TS2,R00746,WY,9.4,-0.1
TS2,P1100,TX,6.6,-0.02
TS1,P0164,CA,3.1,0.02
TS1,EL0031,IA,3,0.13
TS1,P1088,TX,1.9,0.14
TS1,E00230,LA,39.3,0.15
TS1,G01588,TX,1.9,0.23
TS1,EO00065,TX,2.2,0.24
TS2,P0805,NM,7.6,0.55
TS1,P0088,CA,3.8,0.62
TS1,E00228,LA,44.7,0.63
TS3,G01737,TX,2.1,0.73
TS2,P0054,AZ,12.4,0.75
TS1,EL0038,IA,5.1,0.87
TS2,H00213,CA,2.6,0.89
TS3,G01605,TX,1.8,0.89
TS3,G01625,TX,1.8,0.89
TS3,G01464,NM,1.8,0.89
TS2,C02072,TX,10.2,0.9
TS1,E00258,LA,41.1,1.44
TS2,P1184,TX,340.1,1.47
TS3,P1184,TX,340.1,1.47
TS4,P1184,TX,340.1,1.47
TS5,P1184,TX,340.1,1.47
TS1,R00744,WY,7,1.51
TS1,R00709,TX,87.6,1.67
TS2,R00709,TX,87.6,1.67
TS3,R00709,TX,87.6,1.67
TS4,R00709,TX,87.6,1.67
TS5,R00709,TX,87.6,1.67
TS1,P0528,LA,85.3,1.68
TS2,P0528,LA,85.3,1.68
TS3,P0528,LA,85.3,1.68
TS4,P0528,LA,85.3,1.68
TS5,P0528,LA,85.3,1.68
TS1,R00703,TX,75.8,1.69
TS2,R00703,TX,75.8,1.69
TS3,R00703,TX,75.8,1.69
TS4,R00703,TX,75.8,1.69
TS5,R00703,TX,75.8,1.69
TS2,E00242,TX,73.2,1.71
TS3,E00242,TX,73.2,1.71
TS4,E00242,TX,73.2,1.71
TS5,E00242,TX,73.2,1.71
TS2,E00225,TX,80.4,1.71
TS3,E00225,TX,80.4,1.71
TS4,E00225,TX,80.4,1.71
TS5,E00225,TX,80.4,1.71
TS1,P1084,TX,63.7,1.72
TS2,P1084,TX,63.7,1.72
TS3,P1084,TX,63.7,1.72
TS4,P1084,TX,63.7,1.72
TS5,P1084,TX,63.7,1.72
TS1,P0711,MT,310.4,1.72
TS2,P0711,MT,310.4,1.72
TS3,P0711,MT,310.4,1.72
TS4,P0711,MT,310.4,1.72
TS5,P0711,MT,310.4,1.72
TS1,P1076,TX,86.3,1.73
TS2,P1076,TX,86.3,1.73
TS3,P1076,TX,86.3,1.73
TS4,P1076,TX,86.3,1.73
TS5,P1076,TX,86.3,1.73
TS1,E00227,TX,62.2,1.74
TS2,E00227,TX,62.2,1.74
TS3,E00227,TX,62.2,1.74
TS4,E00227,TX,62.2,1.74
TS5,E00227,TX,62.2,1.74
TS1,P1128,TX,291.3,1.74
TS2,P1128,TX,291.3,1.74
TS3,P1128,TX,291.3,1.74
TS4,P1128,TX,291.3,1.74
TS5,P1128,TX,291.3,1.74
TS2,E00234,TX,67.9,1.75
TS3,E00234,TX,67.9,1.75
TS4,E00234,TX,67.9,1.75
TS5,E00234,TX,67.9,1.75
TS1,P1307,WY,267.7,1.75
TS2,P1307,WY,267.7,1.75
TS3,P1307,WY,267.7,1.75
TS4,P1307,WY,267.7,1.75
TS5,P1307,WY,267.7,1.75
TS1,P1123,TX,231.2,1.75
TS2,P1123,TX,231.2,1.75
TS3,P1123,TX,231.2,1.75
TS4,P1123,TX,231.2,1.75
TS5,P1123,TX,231.2,1.75
TS1,R00716,TX,60.4,1.75
TS2,R00716,TX,60.4,1.75
TS3,R00716,TX,60.4,1.75
TS4,R00716,TX,60.4,1.75
TS5,R00716,TX,60.4,1.75
TS1,P0624,MI,316.3,1.76
TS2,P0624,MI,316.3,1.76
TS3,P0624,MI,316.3,1.76
TS4,P0624,MI,316.3,1.76
TS5,P0624,MI,316.3,1.76
TS1,P0679,MO,289.7,1.77
TS2,P0679,MO,289.7,1.77
TS3,P0679,MO,289.7,1.77
TS4,P0679,MO,289.7,1.77
TS5,P0679,MO,289.7,1.77
TS1,P0886,OH,317.7,1.78
TS2,P0886,OH,317.7,1.78
TS3,P0886,OH,317.7,1.78
TS4,P0886,OH,317.7,1.78
TS5,P0886,OH,317.7,1.78
TS1,P1085,TX,58.1,1.78
TS2,P1085,TX,58.1,1.78
TS3,P1085,TX,58.1,1.78
TS4,P1085,TX,58.1,1.78
TS5,P1085,TX,58.1,1.78
TS1,P0439,IN,351.9,1.78
TS2,P0439,IN,351.9,1.78
TS3,P0439,IN,351.9,1.78
TS4,P0439,IN,351.9,1.78
TS5,P0439,IN,351.9,1.78
TS2,E00222,TX,57.1,1.78
TS3,E00222,TX,57.1,1.78
TS4,E00222,TX,57.1,1.78
TS5,E00222,TX,57.1,1.78
TS1,P0484,KY,215,1.79
TS2,P0484,KY,215,1.79
TS3,P0484,KY,215,1.79
TS4,P0484,KY,215,1.79
TS5,P0484,KY,215,1.79
TS1,P0955,PA,287,1.79
TS2,P0955,PA,287,1.79
TS3,P0955,PA,287,1.79
TS4,P0955,PA,287,1.79
TS5,P0955,PA,287,1.79
TS1,P1292,WV,284.8,1.79
TS2,P1292,WV,284.8,1.79
TS3,P1292,WV,284.8,1.79
TS4,P1292,WV,284.8,1.79
TS5,P1292,WV,284.8,1.79
TS1,P1185,TX,188.9,1.79
TS2,P1185,TX,188.9,1.79
TS3,P1185,TX,188.9,1.79
TS4,P1185,TX,188.9,1.79
TS5,P1185,TX,188.9,1.79
TS1,P0891,OH,243.3,1.8
TS2,P0891,OH,243.3,1.8
TS3,P0891,OH,243.3,1.8
TS4,P0891,OH,243.3,1.8
TS5,P0891,OH,243.3,1.8
TS1,P1193,UT,175.3,1.8
TS2,P1193,UT,175.3,1.8
TS3,P1193,UT,175.3,1.8
TS4,P1193,UT,175.3,1.8
TS5,P1193,UT,175.3,1.8
TS1,EL0024,IA,4.3,1.8
TS1,P0200,CO,186.4,1.8
TS2,P0200,CO,186.4,1.8
TS3,P0200,CO,186.4,1.8
TS4,P0200,CO,186.4,1.8
TS5,P0200,CO,186.4,1.8
TS1,P0451,IN,304.3,1.8
TS2,P0451,IN,304.3,1.8
TS3,P0451,IN,304.3,1.8
TS4,P0451,IN,304.3,1.8
TS5,P0451,IN,304.3,1.8
TS1,P0747,ND,173.9,1.81
TS2,P0747,ND,173.9,1.81
TS3,P0747,ND,173.9,1.81
TS4,P0747,ND,173.9,1.81
TS5,P0747,ND,173.9,1.81
TS1,P1063,TX,167.6,1.81
TS2,P1063,TX,167.6,1.81
TS3,P1063,TX,167.6,1.81
TS4,P1063,TX,167.6,1.81
TS5,P1063,TX,167.6,1.81
TS1,P0387,IL,220.4,1.81
TS2,P0387,IL,220.4,1.81
TS3,P0387,IL,220.4,1.81
TS4,P0387,IL,220.4,1.81
TS5,P0387,IL,220.4,1.81
TS1,P0909,OH,251.7,1.81
TS2,P0909,OH,251.7,1.81
TS3,P0909,OH,251.7,1.81
TS4,P0909,OH,251.7,1.81
TS5,P0909,OH,251.7,1.81
TS1,R00722,TX,47.5,1.82
TS2,R00722,TX,47.5,1.82
TS3,R00722,TX,47.5,1.82
TS4,R00722,TX,47.5,1.82
TS5,R00722,TX,47.5,1.82
TS1,EL0102,NE,2.5,1.83
TS1,R00652,LA,53.3,1.83
TS2,R00652,LA,53.3,1.83
TS3,R00652,LA,53.3,1.83
TS4,R00652,LA,53.3,1.83
TS5,R00652,LA,53.3,1.83
TS1,R00714,TX,46.6,1.83
TS2,R00714,TX,46.6,1.83
TS3,R00714,TX,46.6,1.83
TS4,R00714,TX,46.6,1.83
TS5,R00714,TX,46.6,1.83
TS1,P0746,ND,134.2,1.83
TS2,P0746,ND,134.2,1.83
TS3,P0746,ND,134.2,1.83
TS4,P0746,ND,134.2,1.83
TS5,P0746,ND,134.2,1.83
TS1,P0883,OH,167.8,1.83
TS2,P0883,OH,167.8,1.83
TS3,P0883,OH,167.8,1.83
TS4,P0883,OH,167.8,1.83
TS5,P0883,OH,167.8,1.83
TS1,P0979,PA,207.3,1.84
TS2,P0979,PA,207.3,1.84
TS3,P0979,PA,207.3,1.84
TS4,P0979,PA,207.3,1.84
TS5,P0979,PA,207.3,1.84
TS1,P0450,IN,202.4,1.84
TS2,P0450,IN,202.4,1.84
TS3,P0450,IN,202.4,1.84
TS4,P0450,IN,202.4,1.84
TS5,P0450,IN,202.4,1.84
TS1,R00712,TX,51.5,1.85
TS2,R00712,TX,51.5,1.85
TS3,R00712,TX,51.5,1.85
TS4,R00712,TX,51.5,1.85
TS5,R00712,TX,51.5,1.85
TS1,P0616,MI,168.7,1.85
TS2,P0616,MI,168.7,1.85
TS3,P0616,MI,168.7,1.85
TS4,P0616,MI,168.7,1.85
TS5,P0616,MI,168.7,1.85
TS3,R00605,CA,45.1,1.85
TS3,R00606,CA,45.1,1.85
TS1,P1072,TX,51.2,1.85
TS2,P1072,TX,51.2,1.85
TS3,P1072,TX,51.2,1.85
TS4,P1072,TX,51.2,1.85
TS5,P1072,TX,51.2,1.85
TS1,P0974,PA,205.8,1.85
TS2,P0974,PA,205.8,1.85
TS3,P0974,PA,205.8,1.85
TS4,P0974,PA,205.8,1.85
TS5,P0974,PA,205.8,1.85
TS1,G01577,TX,1.8,1.86
TS1,P0601,MI,148.6,1.86
TS2,P0601,MI,148.6,1.86
TS3,P0601,MI,148.6,1.86
TS4,P0601,MI,148.6,1.86
TS5,P0601,MI,148.6,1.86
TS1,P1297,WV,155.6,1.86
TS2,P1297,WV,155.6,1.86
TS3,P1297,WV,155.6,1.86
TS4,P1297,WV,155.6,1.86
TS5,P1297,WV,155.6,1.86
TS1,P0432,IN,138.5,1.86
TS2,P0432,IN,138.5,1.86
TS3,P0432,IN,138.5,1.86
TS4,P0432,IN,138.5,1.86
TS5,P0432,IN,138.5,1.86
TS1,P0910,OH,138,1.86
TS2,P0910,OH,138,1.86
TS3,P0910,OH,138,1.86
TS4,P0910,OH,138,1.86
TS5,P0910,OH,138,1.86
TS1,P1152,TX,50.2,1.87
TS2,P1152,TX,50.2,1.87
TS3,P1152,TX,50.2,1.87
TS4,P1152,TX,50.2,1.87
TS5,P1152,TX,50.2,1.87
TS1,P0490,KY,173.3,1.87
TS2,P0490,KY,173.3,1.87
TS3,P0490,KY,173.3,1.87
TS4,P0490,KY,173.3,1.87
TS5,P0490,KY,173.3,1.87
TS1,P0428,IN,211.1,1.87
TS2,P0428,IN,211.1,1.87
TS3,P0428,IN,211.1,1.87
TS4,P0428,IN,211.1,1.87
TS5,P0428,IN,211.1,1.87
TS1,I00920,IN,162.8,1.87
TS2,I00920,IN,162.8,1.87
TS3,I00920,IN,162.8,1.87
TS4,I00920,IN,162.8,1.87
TS5,I00920,IN,162.8,1.87
TS2,P1126,TX,349.9,1.87
TS3,P1126,TX,349.9,1.87
TS4,P1126,TX,349.9,1.87
TS5,P1126,TX,349.9,1.87
TS1,P0414,IL,171,1.88
TS2,P0414,IL,171,1.88
TS3,P0414,IL,171,1.88
TS4,P0414,IL,171,1.88
TS5,P0414,IL,171,1.88
TS1,P0885,OH,133.1,1.88
TS2,P0885,OH,133.1,1.88
TS3,P0885,OH,133.1,1.88
TS4,P0885,OH,133.1,1.88
TS5,P0885,OH,133.1,1.88
TS1,P1271,WI,155.2,1.89
TS2,P1271,WI,155.2,1.89
TS3,P1271,WI,155.2,1.89
TS4,P1271,WI,155.2,1.89
TS5,P1271,WI,155.2,1.89
TS1,P1167,TX,42.5,1.89
TS2,P1167,TX,42.5,1.89
TS3,P1167,TX,42.5,1.89
TS4,P1167,TX,42.5,1.89
TS5,P1167,TX,42.5,1.89
TS1,R00653,LA,42.5,1.89
TS2,R00653,LA,42.5,1.89
TS3,R00653,LA,42.5,1.89
TS4,R00653,LA,42.5,1.89
TS5,R00653,LA,42.5,1.89
TS1,P1194,UT,113.5,1.89
TS2,P1194,UT,113.5,1.89
TS3,P1194,UT,113.5,1.89
TS4,P1194,UT,113.5,1.89
TS5,P1194,UT,113.5,1.89
TS1,P0897,OH,126.1,1.89
TS2,P0897,OH,126.1,1.89
TS3,P0897,OH,126.1,1.89
TS4,P0897,OH,126.1,1.89
TS5,P0897,OH,126.1,1.89
TS1,P0685,MO,144.7,1.9
TS2,P0685,MO,144.7,1.9
TS3,P0685,MO,144.7,1.9
TS4,P0685,MO,144.7,1.9
TS5,P0685,MO,144.7,1.9
TS1,P0631,MI,130.5,1.91
TS2,P0631,MI,130.5,1.91
TS3,P0631,MI,130.5,1.91
TS4,P0631,MI,130.5,1.91
TS5,P0631,MI,130.5,1.91
TS1,P1301,WV,134.8,1.91
TS2,P1301,WV,134.8,1.91
TS3,P1301,WV,134.8,1.91
TS4,P1301,WV,134.8,1.91
TS5,P1301,WV,134.8,1.91
TS1,P0896,OH,130.4,1.91
TS2,P0896,OH,130.4,1.91
TS3,P0896,OH,130.4,1.91
TS4,P0896,OH,130.4,1.91
TS5,P0896,OH,130.4,1.91
TS1,P0412,IL,145.5,1.91
TS2,P0412,IL,145.5,1.91
TS3,P0412,IL,145.5,1.91
TS4,P0412,IL,145.5,1.91
TS5,P0412,IL,145.5,1.91
TS1,P1295,WV,148.6,1.91
TS2,P1295,WV,148.6,1.91
TS3,P1295,WV,148.6,1.91
TS4,P1295,WV,148.6,1.91
TS5,P1295,WV,148.6,1.91
TS1,P0486,KY,130.1,1.91
TS2,P0486,KY,130.1,1.91
TS3,P0486,KY,130.1,1.91
TS4,P0486,KY,130.1,1.91
TS5,P0486,KY,130.1,1.91
TS2,E00258,LA,41.1,1.91
TS3,E00258,LA,41.1,1.91
TS4,E00258,LA,41.1,1.91
TS5,E00258,LA,41.1,1.91
TS1,EL0117,NE,2.1,1.91
TS1,P0882,OH,176.9,1.92
TS2,P0882,OH,176.9,1.92
TS3,P0882,OH,176.9,1.92
TS4,P0882,OH,176.9,1.92
TS5,P0882,OH,176.9,1.92
TS1,R00717,TX,40.7,1.92
TS2,R00717,TX,40.7,1.92
TS3,R00717,TX,40.7,1.92
TS4,R00717,TX,40.7,1.92
TS5,R00717,TX,40.7,1.92
TS1,P0751,ND,98.7,1.92
TS2,P0751,ND,98.7,1.92
TS3,P0751,ND,98.7,1.92
TS4,P0751,ND,98.7,1.92
TS5,P0751,ND,98.7,1.92
TS1,P0444,IN,120.5,1.93
TS2,P0444,IN,120.5,1.93
TS3,P0444,IN,120.5,1.93
TS4,P0444,IN,120.5,1.93
TS5,P0444,IN,120.5,1.93
TS1,P0423,IL,103.7,1.93
TS2,P0423,IL,103.7,1.93
TS3,P0423,IL,103.7,1.93
TS4,P0423,IL,103.7,1.93
TS5,P0423,IL,103.7,1.93
TS1,P1101,TX,40,1.93
TS2,P1101,TX,40,1.93
TS3,P1101,TX,40,1.93
TS4,P1101,TX,40,1.93
TS5,P1101,TX,40,1.93
TS1,P0408,IL,128.2,1.93
TS2,P0408,IL,128.2,1.93
TS3,P0408,IL,128.2,1.93
TS4,P0408,IL,128.2,1.93
TS5,P0408,IL,128.2,1.93
TS1,P0749,ND,87.4,1.93
TS2,P0749,ND,87.4,1.93
TS3,P0749,ND,87.4,1.93
TS4,P0749,ND,87.4,1.93
TS5,P0749,ND,87.4,1.93
TS1,P0911,OH,102.8,1.94
TS2,P0911,OH,102.8,1.94
TS3,P0911,OH,102.8,1.94
TS4,P0911,OH,102.8,1.94
TS5,P0911,OH,102.8,1.94
TS1,P0431,IN,102.5,1.94
TS2,P0431,IN,102.5,1.94
TS3,P0431,IN,102.5,1.94
TS4,P0431,IN,102.5,1.94
TS5,P0431,IN,102.5,1.94
TS1,P0404,IL,105.3,1.95
TS2,P0404,IL,105.3,1.95
TS3,P0404,IL,105.3,1.95
TS4,P0404,IL,105.3,1.95
TS5,P0404,IL,105.3,1.95
TS1,I00814,IN,111.5,1.95
TS2,I00814,IN,111.5,1.95
TS3,I00814,IN,111.5,1.95
TS4,I00814,IN,111.5,1.95
TS5,I00814,IN,111.5,1.95
TS1,R00706,TX,39,1.95
TS2,R00706,TX,39,1.95
TS3,R00706,TX,39,1.95
TS4,R00706,TX,39,1.95
TS5,R00706,TX,39,1.95
TS1,I00854,IN,114,1.95
TS2,I00854,IN,114,1.95
TS3,I00854,IN,114,1.95
TS4,I00854,IN,114,1.95
TS5,I00854,IN,114,1.95
TS1,I00864,OH,101.8,1.95
TS2,I00864,OH,101.8,1.95
TS3,I00864,OH,101.8,1.95
TS4,I00864,OH,101.8,1.95
TS5,I00864,OH,101.8,1.95
TS1,P0475,KY,111,1.96
TS2,P0475,KY,111,1.96
TS3,P0475,KY,111,1.96
TS4,P0475,KY,111,1.96
TS5,P0475,KY,111,1.96
TS1,P0893,OH,116.3,1.96
TS2,P0893,OH,116.3,1.96
TS3,P0893,OH,116.3,1.96
TS4,P0893,OH,116.3,1.96
TS5,P0893,OH,116.3,1.96
TS1,P0389,IL,104.4,1.96
TS2,P0389,IL,104.4,1.96
TS3,P0389,IL,104.4,1.96
TS4,P0389,IL,104.4,1.96
TS5,P0389,IL,104.4,1.96
TS1,P0688,MO,101.3,1.96
TS2,P0688,MO,101.3,1.96
TS3,P0688,MO,101.3,1.96
TS4,P0688,MO,101.3,1.96
TS5,P0688,MO,101.3,1.96
TS1,P0457,IN,110.2,1.96
TS2,P0457,IN,110.2,1.96
TS3,P0457,IN,110.2,1.96
TS4,P0457,IN,110.2,1.96
TS5,P0457,IN,110.2,1.96
TS1,P0458,IN,104.8,1.96
TS2,P0458,IN,104.8,1.96
TS3,P0458,IN,104.8,1.96
TS4,P0458,IN,104.8,1.96
TS5,P0458,IN,104.8,1.96
TS1,P0681,MO,110.1,1.97
TS2,P0681,MO,110.1,1.97
TS3,P0681,MO,110.1,1.97
TS4,P0681,MO,110.1,1.97
TS5,P0681,MO,110.1,1.97
TS1,EL0040,IA,5.1,1.97
TS1,P0802,NM,259.5,1.97
TS2,P0802,NM,259.5,1.97
TS3,P0802,NM,259.5,1.97
TS4,P0802,NM,259.5,1.97
TS5,P0802,NM,259.5,1.97
TS1,E00252,TX,37.5,1.98
TS2,E00252,TX,37.5,1.98
TS3,E00252,TX,37.5,1.98
TS4,E00252,TX,37.5,1.98
TS5,E00252,TX,37.5,1.98
TS1,P1062,TX,31.9,1.98
TS2,P1062,TX,31.9,1.98
TS3,P1062,TX,31.9,1.98
TS4,P1062,TX,31.9,1.98
TS5,P1062,TX,31.9,1.98
TS1,P1093,TX,31.9,1.98
TS2,P1093,TX,31.9,1.98
TS3,P1093,TX,31.9,1.98
TS4,P1093,TX,31.9,1.98
TS5,P1093,TX,31.9,1.98
TS1,P0395,IL,90.2,1.99
TS2,P0395,IL,90.2,1.99
TS3,P0395,IL,90.2,1.99
TS4,P0395,IL,90.2,1.99
TS5,P0395,IL,90.2,1.99
TS1,I00865,IN,75.3,1.99
TS2,I00865,IN,75.3,1.99
TS3,I00865,IN,75.3,1.99
TS4,I00865,IN,75.3,1.99
TS5,I00865,IN,75.3,1.99
TS1,P0455,IN,87.4,1.99
TS2,P0455,IN,87.4,1.99
TS3,P0455,IN,87.4,1.99
TS4,P0455,IN,87.4,1.99
TS5,P0455,IN,87.4,1.99
TS1,P0806,NM,209.9,1.99
TS2,P0806,NM,209.9,1.99
TS3,P0806,NM,209.9,1.99
TS4,P0806,NM,209.9,1.99
TS5,P0806,NM,209.9,1.99
TS1,E00223,TX,31.3,1.99
TS1,E00224,TX,31.3,1.99
TS2,E00223,TX,31.3,1.99
TS2,E00224,TX,31.3,1.99
TS3,E00223,TX,31.3,1.99
TS3,E00224,TX,31.3,1.99
TS4,E00223,TX,31.3,1.99
TS4,E00224,TX,31.3,1.99
TS5,E00223,TX,31.3,1.99
TS5,E00224,TX,31.3,1.99
TS2,P0187,CA,36.7,1.99
TS3,P0187,CA,36.7,1.99
TS1,E00243,TX,31.3,1.99
TS2,E00243,TX,31.3,1.99
TS3,E00243,TX,31.3,1.99
TS4,E00243,TX,31.3,1.99
TS5,E00243,TX,31.3,1.99
TS2,P0748,ND,61.7,2
TS3,P0748,ND,61.7,2
TS4,P0748,ND,61.7,2
TS5,P0748,ND,61.7,2
TS1,E00238,TX,31.1,2
TS2,E00238,TX,31.1,2
TS3,E00238,TX,31.1,2
TS4,E00238,TX,31.1,2
TS5,E00238,TX,31.1,2
TS1,P0482,KY,71.2,2.01
TS2,P0482,KY,71.2,2.01
TS3,P0482,KY,71.2,2.01
TS4,P0482,KY,71.2,2.01
TS5,P0482,KY,71.2,2.01
TS1,R00711,TX,30.5,2.01
TS2,R00711,TX,30.5,2.01
TS3,R00711,TX,30.5,2.01
TS4,R00711,TX,30.5,2.01
TS5,R00711,TX,30.5,2.01
TS1,R00637,IN,71.1,2.01
TS2,R00637,IN,71.1,2.01
TS3,R00637,IN,71.1,2.01
TS4,R00637,IN,71.1,2.01
TS5,R00637,IN,71.1,2.01
TS1,E00237,TX,30.4,2.02
TS2,E00237,TX,30.4,2.02
TS3,E00237,TX,30.4,2.02
TS4,E00237,TX,30.4,2.02
TS5,E00237,TX,30.4,2.02
TS1,R00720,TX,35.5,2.02
TS2,R00720,TX,35.5,2.02
TS3,R00720,TX,35.5,2.02
TS4,R00720,TX,35.5,2.02
TS5,R00720,TX,35.5,2.02
TS1,P0477,KY,61.6,2.02
TS2,P0477,KY,61.6,2.02
TS3,P0477,KY,61.6,2.02
TS4,P0477,KY,61.6,2.02
TS5,P0477,KY,61.6,2.02
TS1,P0066,AZ,328,2.02
TS2,P0066,AZ,328,2.02
TS3,P0066,AZ,328,2.02
TS4,P0066,AZ,328,2.02
TS5,P0066,AZ,328,2.02
TS1,P0892,OH,70.6,2.02
TS2,P0892,OH,70.6,2.02
TS3,P0892,OH,70.6,2.02
TS4,P0892,OH,70.6,2.02
TS5,P0892,OH,70.6,2.02
TS1,P1092,TX,30.1,2.02
TS2,P1092,TX,30.1,2.02
TS3,P1092,TX,30.1,2.02
TS4,P1092,TX,30.1,2.02
TS5,P1092,TX,30.1,2.02
TS1,P0961,PA,207.4,2.03
TS2,P0961,PA,207.4,2.03
TS3,P0961,PA,207.4,2.03
TS4,P0961,PA,207.4,2.03
TS5,P0961,PA,207.4,2.03
TS1,P0238,DE,64.2,2.03
TS2,P0238,DE,64.2,2.03
TS3,P0238,DE,64.2,2.03
TS4,P0238,DE,64.2,2.03
TS5,P0238,DE,64.2,2.03
