# File: IMAGE_an_head_bySystem.csv
# Title: IMAGE animal production head by system
# Units: Mhead
# Author: XZ
# Source: IMAGE v3.2 (Jonathan Doelman Oct 2022)
# Column types: iccnnnnnnnnnnnnnnnnnnnnnnnnnn
# ----------
year,system,commodity,Canada,USA,Mexico,Rest Central America,Brazil,Rest South America,Northern Africa,Western Africa,Eastern Africa,South Africa,OECD Europe,Eastern Europe,Turkey,Ukraine +,Asia-Stan,Russia +,Middle East,India,Korea,China +,South East Asia,Indonesia +,Japan,Oceania,Rest of S. Asia,Rest of S. Africa
2084,total,dairy cattle,1.30,10.28,2.34,5.24,18.99,16.09,11.05,18.69,79.08,0.69,20.12,6.27,8.93,4.46,13.83,12.23,9.24,97.15,0.25,10.85,7.41,0.82,0.68,9.26,50.62,11.01
2084,total,pigs,13.56,60.33,27.05,11.09,26.06,35.31,0.03,54.72,23.92,3.26,106.15,23.35,0.00,13.76,2.93,27.03,0.32,14.01,8.15,508.12,147.92,10.74,5.29,3.98,1.16,27.07
2084,total,sheep & goats,1.40,17.38,24.55,11.62,89.41,127.93,188.43,317.84,593.72,27.08,211.44,34.73,100.03,8.73,83.22,59.61,387.41,173.43,4.25,351.88,19.94,33.79,0.02,152.36,192.26,68.58
2084,total,poultry,225.20,2554.98,930.27,531.49,1717.05,1649.03,1120.63,1844.93,769.92,411.45,1377.25,515.97,453.71,365.73,253.06,935.78,2348.71,2425.69,183.01,7251.14,2868.44,2133.90,257.77,323.00,1062.53,381.52
2085,intensive grazing system,non-dairy cattle,16.45,85.38,26.50,15.59,242.63,186.68,15.87,50.91,72.00,12.58,95.78,12.25,2.01,6.06,10.86,14.98,18.71,197.07,2.63,47.46,60.35,11.28,1.68,20.88,69.54,15.41
2085,intensive grazing system,dairy cattle,1.22,9.63,1.95,4.56,13.94,13.24,10.99,16.83,65.20,0.45,20.14,6.26,8.80,4.50,13.61,12.28,9.20,93.91,0.11,6.34,7.38,0.81,0.67,4.78,48.91,6.46
2085,intensive grazing system,pigs,13.52,60.11,27.08,11.09,25.98,35.37,0.03,54.70,24.17,3.25,105.84,23.23,0.00,13.75,2.94,26.99,0.32,14.04,8.07,505.57,148.52,10.72,5.23,3.97,1.16,27.55
2085,intensive grazing system,sheep & goats,0.79,9.01,17.22,8.62,70.26,93.21,182.71,290.87,540.40,11.63,211.80,34.72,96.68,8.83,80.63,59.82,382.80,136.35,1.46,117.60,17.76,30.28,0.02,64.23,157.10,0.00
2085,intensive grazing system,poultry,224.56,2550.79,932.42,531.81,1711.11,1649.02,1121.29,1853.81,776.86,411.16,1373.66,513.14,452.70,365.29,254.09,935.67,2356.18,2432.03,181.39,7208.41,2882.63,2129.69,254.81,323.53,1063.31,384.10
2085,extensive grazing system,non-dairy cattle,1.75,11.66,12.71,8.01,55.03,55.06,0.20,7.86,34.77,6.50,0.00,0.00,19.69,0.00,5.99,0.00,4.83,108.02,0.93,25.42,7.26,1.39,0.00,21.63,27.00,9.71
2085,extensive grazing system,dairy cattle,0.08,0.65,0.39,0.69,4.95,2.87,0.18,1.80,13.80,0.25,0.00,0.00,0.22,0.00,0.21,0.00,0.09,3.12,0.13,4.42,0.07,0.01,0.00,4.49,1.66,4.57
2085,extensive grazing system,pigs,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2085,extensive grazing system,sheep & goats,0.62,8.49,7.36,2.98,19.88,34.73,6.21,26.49,52.37,15.58,0.00,0.00,4.09,0.00,2.51,0.00,6.10,37.53,2.78,233.10,2.22,3.42,0.00,88.35,34.64,68.57
2085,extensive grazing system,poultry,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2085,total,non-dairy cattle,18.20,97.04,39.21,23.60,297.67,241.75,16.06,58.77,106.77,19.08,95.78,12.25,21.70,6.06,16.85,14.98,23.54,305.09,3.57,72.88,67.61,12.67,1.68,42.51,96.54,25.12
2085,total,dairy cattle,1.30,10.28,2.33,5.25,18.89,16.11,11.18,18.63,79.00,0.69,20.14,6.26,9.01,4.50,13.83,12.28,9.30,97.03,0.25,10.76,7.46,0.82,0.67,9.27,50.56,11.03
2085,total,pigs,13.52,60.11,27.08,11.09,25.98,35.37,0.03,54.70,24.17,3.25,105.84,23.23,0.00,13.75,2.94,26.99,0.32,14.04,8.07,505.57,148.52,10.72,5.23,3.97,1.16,27.55
2085,total,sheep & goats,1.41,17.50,24.59,11.60,90.13,127.93,188.92,317.36,592.77,27.21,211.80,34.72,100.77,8.83,83.15,59.82,388.90,173.88,4.25,350.70,19.98,33.69,0.02,152.58,191.73,68.57
2085,total,poultry,224.56,2550.79,932.42,531.81,1711.11,1649.02,1121.29,1853.81,776.86,411.16,1373.66,513.14,452.70,365.29,254.09,935.67,2356.18,2432.03,181.39,7208.41,2882.63,2129.69,254.81,323.53,1063.31,384.10
2086,intensive grazing system,non-dairy cattle,16.45,85.31,26.64,15.62,243.27,187.29,15.94,50.79,72.04,12.66,95.68,12.24,2.01,6.10,10.88,14.96,18.78,197.21,2.63,46.97,60.66,11.22,1.66,20.92,69.36,15.43
2086,intensive grazing system,dairy cattle,1.22,9.63,1.94,4.57,13.86,13.26,11.12,16.80,65.23,0.45,20.15,6.26,8.87,4.54,13.61,12.33,9.25,93.81,0.11,6.26,7.43,0.80,0.67,4.80,48.86,6.47
2086,intensive grazing system,pigs,13.48,59.89,27.10,11.09,25.90,35.43,0.03,54.69,24.42,3.25,105.53,23.10,0.00,13.74,2.94,26.95,0.32,14.08,7.99,503.02,149.11,10.71,5.17,3.96,1.16,28.03
2086,intensive grazing system,sheep & goats,0.79,9.08,17.28,8.62,70.92,93.34,183.22,290.65,539.87,11.67,212.17,34.70,97.41,8.94,80.57,60.04,384.32,136.69,1.46,116.28,17.80,30.20,0.02,64.39,156.65,0.00
2086,intensive grazing system,poultry,223.92,2546.61,934.56,532.14,1705.18,1649.00,1121.94,1862.62,783.76,410.87,1370.09,510.32,451.68,364.85,255.12,935.56,2363.60,2438.33,179.78,7165.76,2896.76,2125.42,251.87,324.05,1064.07,386.66
2086,extensive grazing system,non-dairy cattle,1.75,11.65,12.69,7.98,54.80,54.95,0.20,7.78,34.41,6.53,0.00,0.00,19.70,0.00,5.97,0.00,4.81,108.59,0.93,25.36,7.27,1.38,0.00,21.62,26.97,9.72
2086,extensive grazing system,dairy cattle,0.08,0.65,0.38,0.69,4.94,2.86,0.18,1.77,13.72,0.25,0.00,0.00,0.22,0.00,0.21,0.00,0.09,3.12,0.13,4.42,0.07,0.01,0.00,4.48,1.66,4.57
2086,extensive grazing system,pigs,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2086,extensive grazing system,sheep & goats,0.62,8.54,7.34,2.97,19.93,34.59,6.19,26.23,51.95,15.66,0.00,0.00,4.11,0.00,2.50,0.00,6.07,37.64,2.78,233.26,2.21,3.40,0.00,88.41,34.56,68.55
2086,extensive grazing system,poultry,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2086,total,non-dairy cattle,18.20,96.95,39.33,23.60,298.07,242.25,16.14,58.57,106.45,19.18,95.68,12.24,21.71,6.10,16.85,14.96,23.59,305.80,3.56,72.34,67.92,12.60,1.66,42.55,96.33,25.14
2086,total,dairy cattle,1.30,10.28,2.33,5.26,18.80,16.12,11.31,18.57,78.94,0.70,20.15,6.26,9.09,4.54,13.83,12.33,9.35,96.92,0.25,10.68,7.50,0.81,0.67,9.27,50.51,11.04
2086,total,pigs,13.48,59.89,27.10,11.09,25.90,35.43,0.03,54.69,24.42,3.25,105.53,23.10,0.00,13.74,2.94,26.95,0.32,14.08,7.99,503.02,149.11,10.71,5.17,3.96,1.16,28.03
2086,total,sheep & goats,1.42,17.61,24.62,11.59,90.85,127.93,189.41,316.88,591.82,27.33,212.17,34.70,101.51,8.94,83.07,60.04,390.38,174.33,4.25,349.54,20.01,33.60,0.02,152.80,191.21,68.55
2086,total,poultry,223.92,2546.61,934.56,532.14,1705.18,1649.00,1121.94,1862.62,783.76,410.87,1370.09,510.32,451.68,364.85,255.12,935.56,2363.60,2438.33,179.78,7165.76,2896.76,2125.42,251.87,324.05,1064.07,386.66
2087,intensive grazing system,non-dairy cattle,16.46,85.23,26.78,15.65,243.94,187.93,16.02,50.67,72.07,12.73,95.57,12.23,2.00,6.14,10.90,14.95,18.85,197.33,2.63,46.49,60.97,11.17,1.64,20.96,69.18,15.44
2087,intensive grazing system,dairy cattle,1.22,9.63,1.94,4.58,13.78,13.27,11.25,16.76,65.26,0.45,20.17,6.26,8.95,4.57,13.61,12.37,9.31,93.71,0.11,6.18,7.47,0.80,0.66,4.81,48.81,6.48
2087,intensive grazing system,pigs,13.45,59.68,27.12,11.09,25.82,35.49,0.03,54.67,24.66,3.24,105.22,22.97,0.00,13.72,2.95,26.91,0.32,14.11,7.92,500.47,149.70,10.70,5.11,3.95,1.16,28.49
2087,intensive grazing system,sheep & goats,0.80,9.14,17.34,8.62,71.58,93.45,183.73,290.43,539.41,11.71,212.53,34.68,98.12,9.04,80.50,60.25,385.78,137.04,1.46,114.97,17.84,30.13,0.02,64.56,156.20,0.00
2087,intensive grazing system,poultry,223.29,2542.44,936.70,532.46,1699.27,1648.98,1122.59,1871.36,790.59,410.58,1366.53,507.50,450.68,364.41,256.14,935.45,2370.99,2444.60,178.17,7123.19,2910.84,2121.10,248.93,324.56,1064.82,389.20
2087,extensive grazing system,non-dairy cattle,1.74,11.64,12.67,7.95,54.53,54.82,0.20,7.70,34.08,6.55,0.00,0.00,19.71,0.00,5.96,0.00,4.78,109.16,0.93,25.31,7.27,1.36,0.00,21.62,26.94,9.73
2087,extensive grazing system,dairy cattle,0.08,0.65,0.38,0.69,4.93,2.86,0.18,1.75,13.61,0.25,0.00,0.00,0.22,0.00,0.21,0.00,0.09,3.09,0.13,4.42,0.07,0.01,0.00,4.47,1.65,4.57
2087,extensive grazing system,pigs,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2087,extensive grazing system,sheep & goats,0.62,8.59,7.32,2.95,19.99,34.48,6.16,25.97,51.46,15.74,0.00,0.00,4.14,0.00,2.50,0.00,6.09,37.74,2.78,233.41,2.21,3.37,0.00,88.46,34.48,68.54
2087,extensive grazing system,poultry,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2087,total,non-dairy cattle,18.20,96.87,39.45,23.60,298.47,242.75,16.22,58.37,106.15,19.29,95.57,12.23,21.71,6.14,16.85,14.95,23.63,306.49,3.56,71.80,68.23,12.53,1.64,42.58,96.12,25.17
2087,total,dairy cattle,1.30,10.28,2.32,5.27,18.71,16.13,11.43,18.51,78.87,0.71,20.17,6.26,9.17,4.57,13.82,12.37,9.40,96.81,0.25,10.60,7.54,0.81,0.66,9.28,50.46,11.06
2087,total,pigs,13.45,59.68,27.12,11.09,25.82,35.49,0.03,54.67,24.66,3.24,105.22,22.97,0.00,13.72,2.95,26.91,0.32,14.11,7.92,500.47,149.70,10.70,5.11,3.95,1.16,28.49
2087,total,sheep & goats,1.42,17.73,24.66,11.58,91.58,127.93,189.90,316.40,590.87,27.46,212.53,34.68,102.26,9.04,83.00,60.25,391.88,174.78,4.25,348.38,20.05,33.50,0.02,153.02,190.69,68.54
2087,total,poultry,223.29,2542.44,936.70,532.46,1699.27,1648.98,1122.59,1871.36,790.59,410.58,1366.53,507.50,450.68,364.41,256.14,935.45,2370.99,2444.60,178.17,7123.19,2910.84,2121.10,248.93,324.56,1064.82,389.20
2088,intensive grazing system,non-dairy cattle,16.46,85.16,26.92,15.67,244.58,188.54,16.09,50.55,72.11,12.81,95.47,12.23,2.00,6.18,10.92,14.93,18.92,197.44,2.62,46.01,61.27,11.11,1.62,21.00,69.00,15.46
2088,intensive grazing system,dairy cattle,1.22,9.63,1.94,4.59,13.70,13.29,11.38,16.73,65.28,0.46,20.19,6.26,9.02,4.61,13.61,12.42,9.36,93.61,0.11,6.10,7.51,0.80,0.66,4.83,48.76,6.49
2088,intensive grazing system,pigs,13.41,59.46,27.14,11.09,25.74,35.54,0.03,54.65,24.91,3.24,104.91,22.85,0.00,13.71,2.95,26.87,0.32,14.14,7.85,497.92,150.29,10.69,5.06,3.94,1.16,28.95
2088,intensive grazing system,sheep & goats,0.80,9.21,17.40,8.63,72.25,93.58,184.23,290.18,538.90,11.76,212.89,34.67,98.84,9.14,80.44,60.47,387.29,137.37,1.46,113.66,17.88,30.05,0.02,64.71,155.76,0.00
2088,intensive grazing system,poultry,222.66,2538.29,938.83,532.79,1693.39,1648.95,1123.24,1880.03,797.38,410.29,1362.97,504.70,449.67,363.98,257.16,935.34,2378.35,2450.82,176.57,7080.70,2924.86,2116.73,246.01,325.08,1065.55,391.72
2088,extensive grazing system,non-dairy cattle,1.74,11.62,12.65,7.93,54.29,54.71,0.20,7.63,33.72,6.58,0.00,0.00,19.72,0.00,5.94,0.00,4.76,109.72,0.93,25.25,7.26,1.36,0.00,21.61,26.91,9.73
2088,extensive grazing system,dairy cattle,0.08,0.65,0.38,0.69,4.92,2.86,0.19,1.72,13.53,0.25,0.00,0.00,0.22,0.00,0.21,0.00,0.09,3.09,0.13,4.42,0.07,0.01,0.00,4.46,1.65,4.58
2088,extensive grazing system,pigs,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2088,extensive grazing system,sheep & goats,0.63,8.63,7.29,2.94,20.04,34.35,6.16,25.75,51.04,15.82,0.00,0.00,4.16,0.00,2.49,0.00,6.06,37.84,2.78,233.54,2.20,3.35,0.00,88.54,34.41,68.52
2088,extensive grazing system,poultry,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2088,total,non-dairy cattle,18.20,96.78,39.57,23.60,298.87,243.25,16.29,58.17,105.83,19.39,95.47,12.23,21.71,6.18,16.86,14.93,23.68,307.16,3.55,71.27,68.54,12.47,1.62,42.61,95.91,25.19
2088,total,dairy cattle,1.30,10.27,2.32,5.28,18.62,16.14,11.56,18.45,78.81,0.71,20.19,6.26,9.24,4.61,13.82,12.42,9.45,96.70,0.25,10.52,7.58,0.80,0.66,9.29,50.41,11.07
2088,total,pigs,13.41,59.46,27.14,11.09,25.74,35.54,0.03,54.65,24.91,3.24,104.91,22.85,0.00,13.71,2.95,26.87,0.32,14.14,7.85,497.92,150.29,10.69,5.06,3.94,1.16,28.95
2088,total,sheep & goats,1.43,17.85,24.70,11.56,92.30,127.93,190.38,315.93,589.94,27.58,212.89,34.67,103.00,9.14,82.93,60.47,393.35,175.21,4.24,347.21,20.08,33.40,0.02,153.24,190.17,68.52
2088,total,poultry,222.66,2538.29,938.83,532.79,1693.39,1648.95,1123.24,1880.03,797.38,410.29,1362.97,504.70,449.67,363.98,257.16,935.34,2378.35,2450.82,176.57,7080.70,2924.86,2116.73,246.01,325.08,1065.55,391.72
2089,intensive grazing system,non-dairy cattle,16.47,85.09,27.06,15.70,245.25,189.18,16.17,50.42,72.14,12.88,95.36,12.22,1.99,6.22,10.93,14.92,18.99,197.54,2.62,45.53,61.57,11.06,1.60,21.04,68.83,15.47
2089,intensive grazing system,dairy cattle,1.23,9.63,1.93,4.60,13.61,13.30,11.50,16.70,65.31,0.46,20.20,6.25,9.10,4.65,13.61,12.47,9.41,93.52,0.11,6.02,7.55,0.79,0.65,4.85,48.72,6.50
2089,intensive grazing system,pigs,13.37,59.24,27.16,11.09,25.66,35.60,0.03,54.63,25.14,3.24,104.60,22.72,0.00,13.70,2.96,26.83,0.32,14.17,7.77,495.37,150.87,10.68,5.00,3.93,1.16,29.41
2089,intensive grazing system,sheep & goats,0.81,9.28,17.46,8.63,72.92,93.71,184.73,289.96,538.44,11.80,213.26,34.65,99.57,9.24,80.38,60.68,388.78,137.70,1.46,112.34,17.92,29.98,0.02,64.87,155.32,0.00
2089,intensive grazing system,poultry,222.03,2534.15,940.95,533.11,1687.52,1648.92,1123.88,1888.63,804.10,410.01,1359.44,501.90,448.67,363.54,258.18,935.23,2385.66,2457.02,174.97,7038.29,2938.83,2112.30,243.09,325.59,1066.26,394.23
2089,extensive grazing system,non-dairy cattle,1.74,11.60,12.63,7.91,54.02,54.57,0.20,7.55,33.40,6.61,0.00,0.00,19.73,0.00,5.92,0.00,4.73,110.28,0.93,25.21,7.27,1.34,0.00,21.61,26.88,9.74
2089,extensive grazing system,dairy cattle,0.08,0.64,0.38,0.69,4.91,2.85,0.19,1.70,13.44,0.25,0.00,0.00,0.22,0.00,0.21,0.00,0.10,3.07,0.13,4.42,0.07,0.01,0.00,4.45,1.64,4.59
2089,extensive grazing system,pigs,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2089,extensive grazing system,sheep & goats,0.63,8.68,7.27,2.92,20.09,34.21,6.13,25.49,50.56,15.91,0.00,0.00,4.17,0.00,2.47,0.00,6.03,37.94,2.78,233.71,2.20,3.33,0.00,88.59,34.33,68.50
2089,extensive grazing system,poultry,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2089,total,non-dairy cattle,18.21,96.70,39.69,23.61,299.27,243.75,16.36,57.98,105.54,19.49,95.36,12.22,21.72,6.22,16.86,14.92,23.72,307.81,3.55,70.74,68.84,12.40,1.60,42.65,95.71,25.21
2089,total,dairy cattle,1.30,10.27,2.32,5.29,18.53,16.15,11.69,18.40,78.75,0.72,20.20,6.25,9.32,4.65,13.82,12.47,9.50,96.59,0.24,10.44,7.63,0.80,0.65,9.30,50.36,11.09
2089,total,pigs,13.37,59.24,27.16,11.09,25.66,35.60,0.03,54.63,25.14,3.24,104.60,22.72,0.00,13.70,2.96,26.83,0.32,14.17,7.77,495.37,150.87,10.68,5.00,3.93,1.16,29.41
2089,total,sheep & goats,1.43,17.96,24.73,11.55,93.01,127.93,190.87,315.45,589.00,27.70,213.26,34.65,103.74,9.24,82.86,60.68,394.81,175.64,4.24,346.06,20.12,33.30,0.02,153.46,189.66,68.50
2089,total,poultry,222.03,2534.15,940.95,533.11,1687.52,1648.92,1123.88,1888.63,804.10,410.01,1359.44,501.90,448.67,363.54,258.18,935.23,2385.66,2457.02,174.97,7038.29,2938.83,2112.30,243.09,325.59,1066.26,394.23
2090,intensive grazing system,non-dairy cattle,16.48,85.02,27.20,15.72,245.89,189.79,16.24,50.31,72.17,12.96,95.26,12.21,1.99,6.26,10.95,14.90,19.06,197.63,2.62,45.06,61.87,11.00,1.58,21.08,68.65,15.48
2090,intensive grazing system,dairy cattle,1.23,9.63,1.93,4.61,13.53,13.32,11.63,16.67,65.34,0.47,20.22,6.25,9.17,4.68,13.61,12.51,9.46,93.42,0.11,5.95,7.59,0.79,0.65,4.86,48.67,6.51
2090,intensive grazing system,pigs,13.34,59.03,27.18,11.09,25.58,35.66,0.03,54.61,25.38,3.23,104.29,22.60,0.00,13.69,2.96,26.79,0.32,14.20,7.70,492.83,151.45,10.67,4.94,3.92,1.16,29.86
2090,intensive grazing system,sheep & goats,0.81,9.34,17.52,8.63,73.58,93.84,185.22,289.71,537.93,11.84,213.62,34.63,100.29,9.34,80.31,60.89,390.27,138.03,1.46,111.03,17.96,29.90,0.02,65.02,154.89,0.00
2090,intensive grazing system,poultry,221.40,2530.03,943.07,533.43,1681.67,1648.87,1124.52,1897.16,810.78,409.72,1355.91,499.11,447.67,363.11,259.19,935.12,2392.95,2463.18,173.39,6995.96,2952.75,2107.83,240.17,326.10,1066.95,396.71
2090,extensive grazing system,non-dairy cattle,1.73,11.58,12.61,7.88,53.78,54.45,0.20,7.47,33.08,6.64,0.00,0.00,19.73,0.00,5.90,0.00,4.71,110.83,0.93,25.15,7.27,1.33,0.00,21.60,26.85,9.75
2090,extensive grazing system,dairy cattle,0.08,0.64,0.38,0.69,4.90,2.85,0.19,1.67,13.34,0.26,0.00,0.00,0.22,0.00,0.21,0.00,0.09,3.06,0.13,4.41,0.07,0.01,0.00,4.44,1.64,4.59
2090,extensive grazing system,pigs,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2090,extensive grazing system,sheep & goats,0.63,8.73,7.25,2.90,20.15,34.08,6.13,25.27,50.15,15.98,0.00,0.00,4.19,0.00,2.47,0.00,6.00,38.04,2.78,233.86,2.19,3.31,0.00,88.66,34.26,68.49
2090,extensive grazing system,poultry,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2090,total,non-dairy cattle,18.21,96.61,39.80,23.61,299.67,244.24,16.43,57.78,105.25,19.60,95.26,12.21,21.72,6.26,16.86,14.90,23.77,308.46,3.55,70.21,69.14,12.34,1.58,42.68,95.50,25.23
2090,total,dairy cattle,1.30,10.27,2.31,5.30,18.43,16.17,11.81,18.34,78.67,0.72,20.22,6.25,9.40,4.68,13.82,12.51,9.55,96.48,0.24,10.36,7.67,0.80,0.65,9.30,50.31,11.11
2090,total,pigs,13.34,59.03,27.18,11.09,25.58,35.66,0.03,54.61,25.38,3.23,104.29,22.60,0.00,13.69,2.96,26.79,0.32,14.20,7.70,492.83,151.45,10.67,4.94,3.92,1.16,29.86
2090,total,sheep & goats,1.44,18.08,24.77,11.53,93.73,127.92,191.35,314.99,588.08,27.82,213.62,34.63,104.48,9.34,82.79,60.89,396.28,176.07,4.24,344.90,20.15,33.21,0.02,153.68,189.15,68.49
2090,total,poultry,221.40,2530.03,943.07,533.43,1681.67,1648.87,1124.52,1897.16,810.78,409.72,1355.91,499.11,447.67,363.11,259.19,935.12,2392.95,2463.18,173.39,6995.96,2952.75,2107.83,240.17,326.10,1066.95,396.71
2091,intensive grazing system,non-dairy cattle,16.43,84.85,27.33,15.74,246.45,190.22,16.26,50.17,72.18,13.01,94.93,12.19,1.98,6.29,10.98,14.88,19.11,197.05,2.61,44.59,62.13,10.96,1.56,21.10,68.43,15.49
2091,intensive grazing system,dairy cattle,1.22,9.62,1.93,4.62,13.46,13.33,11.68,16.62,65.30,0.47,20.23,6.25,9.24,4.72,13.62,12.56,9.51,93.13,0.11,5.87,7.62,0.79,0.64,4.88,48.60,6.52
2091,intensive grazing system,pigs,13.28,58.77,27.20,11.09,25.51,35.72,0.03,54.48,25.52,3.22,103.94,22.49,0.00,13.67,2.98,26.75,0.32,14.26,7.63,490.55,152.01,10.65,4.89,3.91,1.16,30.16
2091,intensive grazing system,sheep & goats,0.81,9.40,17.56,8.62,74.12,93.87,185.54,289.38,537.18,11.86,213.52,34.62,100.97,9.43,80.33,61.04,391.44,138.20,1.46,109.72,17.96,29.86,0.02,65.17,154.39,0.00
2091,intensive grazing system,poultry,220.20,2523.32,945.16,533.66,1675.86,1648.20,1124.02,1902.75,816.17,408.52,1351.45,496.66,446.83,362.58,260.91,935.00,2397.20,2470.60,171.90,6957.35,2965.82,2102.47,237.69,326.11,1067.62,398.15
2091,extensive grazing system,non-dairy cattle,1.73,11.57,12.58,7.85,53.53,54.28,0.20,7.39,32.75,6.66,0.00,0.00,19.74,0.00,5.89,0.00,4.69,111.00,0.93,25.10,7.27,1.33,0.00,21.59,26.80,9.75
2091,extensive grazing system,dairy cattle,0.08,0.64,0.38,0.69,4.89,2.84,0.19,1.65,13.24,0.26,0.00,0.00,0.22,0.00,0.21,0.00,0.09,3.05,0.13,4.42,0.07,0.01,0.00,4.43,1.64,4.60
2091,extensive grazing system,pigs,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2091,extensive grazing system,sheep & goats,0.63,8.77,7.21,2.89,20.16,33.93,6.10,25.01,49.71,16.03,0.00,0.00,4.22,0.00,2.46,0.00,5.97,38.10,2.77,233.98,2.18,3.29,0.00,88.69,34.17,68.44
2091,extensive grazing system,poultry,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2091,total,non-dairy cattle,18.16,96.41,39.91,23.59,299.98,244.50,16.45,57.56,104.93,19.67,94.93,12.19,21.72,6.29,16.88,14.88,23.80,308.05,3.53,69.69,69.40,12.29,1.56,42.69,95.23,25.24
2091,total,dairy cattle,1.30,10.26,2.31,5.31,18.35,16.17,11.87,18.27,78.54,0.73,20.23,6.25,9.46,4.72,13.82,12.56,9.60,96.18,0.24,10.29,7.69,0.79,0.64,9.31,50.23,11.12
2091,total,pigs,13.28,58.77,27.20,11.09,25.51,35.72,0.03,54.48,25.52,3.22,103.94,22.49,0.00,13.67,2.98,26.75,0.32,14.26,7.63,490.55,152.01,10.65,4.89,3.91,1.16,30.16
2091,total,sheep & goats,1.45,18.17,24.77,11.51,94.28,127.81,191.63,314.39,586.88,27.89,213.52,34.62,105.19,9.43,82.79,61.04,397.41,176.30,4.23,343.70,20.14,33.15,0.02,153.86,188.56,68.44
2091,total,poultry,220.20,2523.32,945.16,533.66,1675.86,1648.20,1124.02,1902.75,816.17,408.52,1351.45,496.66,446.83,362.58,260.91,935.00,2397.20,2470.60,171.90,6957.35,2965.82,2102.47,237.69,326.11,1067.62,398.15
2092,intensive grazing system,non-dairy cattle,16.39,84.68,27.46,15.75,247.01,190.64,16.28,50.03,72.18,13.07,94.60,12.18,1.98,6.33,11.01,14.86,19.16,196.48,2.60,44.12,62.40,10.92,1.54,21.12,68.20,15.50
2092,intensive grazing system,dairy cattle,1.22,9.61,1.92,4.62,13.38,13.34,11.74,16.58,65.26,0.48,20.23,6.25,9.31,4.75,13.63,12.61,9.55,92.85,0.11,5.80,7.65,0.78,0.64,4.89,48.52,6.52
2092,intensive grazing system,pigs,13.22,58.50,27.22,11.09,25.44,35.78,0.03,54.36,25.65,3.21,103.58,22.39,0.00,13.65,2.99,26.71,0.32,14.32,7.56,488.28,152.56,10.64,4.84,3.90,1.16,30.46
2092,intensive grazing system,sheep & goats,0.82,9.46,17.59,8.62,74.65,93.92,185.86,289.03,536.43,11.88,213.43,34.60,101.65,9.51,80.34,61.19,392.60,138.37,1.46,108.40,17.95,29.82,0.02,65.32,153.90,0.00
