# File: IMAGE_an_feed_bySystem.csv
# Title: IMAGE animal production feed inputs by system
# Units: Gg dm
# Author: XZ
# Source: IMAGE v3.2 (Jonathan Doelman Oct 2022)
# Column types: icccnnnnnnnnnnnnnnnnnnnnnnnnnn
# ----------
year,system,feed,commodity,Canada,USA,Mexico,Rest Central America,Brazil,Rest South America,Northern Africa,Western Africa,Eastern Africa,South Africa,OECD Europe,Eastern Europe,Turkey,Ukraine +,Asia-Stan,Russia +,Middle East,India,Korea,China +,South East Asia,Indonesia +,Japan,Oceania,Rest of S. Asia,Rest of S. Africa
1971,extensive grazing system,scavenging,poultry,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1971,extensive grazing system,scavenging,total,0,0,2391,1262,6589,11542,107,3131,6049,828,0,0,364,0,1668,0,494,87313,155,4341,4957,1622,0,5400,22017,2848
1971,extensive grazing system,grass & fodder,non-dairy cattle,5920,61232,39929,21650,124999,188660,756,44000,85220,9028,0,0,6845,0,19872,0,8375,84239,2884,69374,7305,2163,0,55570,20653,40092
1971,extensive grazing system,grass & fodder,dairy cattle,1712,9997,1415,1720,15470,11873,970,8587,19396,1389,0,0,0,0,10847,0,352,2193,54,4204,40,24,0,17986,660,9028
1971,extensive grazing system,grass & fodder,pigs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1971,extensive grazing system,grass & fodder,sheep & goats,182,6159,4089,605,4597,18759,144,3269,4886,2381,0,0,38,0,465,0,311,880,5,8903,154,421,0,48599,703,1720
1971,extensive grazing system,grass & fodder,poultry,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1971,extensive grazing system,grass & fodder,total,7815,77388,45433,23976,145066,219293,1870,55855,109502,12797,0,0,6882,0,31184,0,9038,87313,2943,82482,7499,2608,0,122156,22017,50839
1971,extensive grazing system,total,non-dairy cattle,5920,61232,42031,22790,131578,198590,796,46315,89705,9760,0,0,7205,0,20918,0,8816,168478,3036,73025,12175,3605,0,61744,41306,43342
1971,extensive grazing system,total,dairy cattle,1712,9997,1490,1810,15548,12498,1021,9039,20417,1502,0,0,0,0,11418,0,371,4387,57,4425,67,40,0,19985,1321,9760
1971,extensive grazing system,total,pigs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1971,extensive grazing system,total,sheep & goats,182,6159,4304,637,4620,19747,160,3632,5429,2645,0,0,42,0,517,0,345,1761,5,9372,214,585,0,53999,1406,1911
1971,extensive grazing system,total,poultry,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1971,extensive grazing system,total,total,7815,77388,47824,25238,151746,230834,1977,58986,115551,13907,0,0,7247,0,32853,0,9532,174626,3098,86823,12456,4230,0,135729,44033,55013
1971,total,food crops,non-dairy cattle,4385,44368,1893,1182,8936,5673,844,2520,1201,1470,18047,5614,773,6869,2133,14376,403,19599,1094,9480,3176,528,574,177,6905,857
1971,total,food crops,dairy cattle,2661,14105,443,607,4643,2643,648,1158,1387,625,23617,9422,2417,7392,4233,16905,398,1121,25,935,29,11,815,43,486,329
1971,total,food crops,pigs,3538,27665,1820,312,1851,1501,8,196,66,342,47177,13307,2,4673,917,9390,26,134,331,8140,421,102,3352,1006,12,87
1971,total,food crops,sheep & goats,4,144,42,7,64,143,238,71,99,163,520,354,2418,102,2145,1003,263,469,3,81,7,20,1,464,379,0
1971,total,food crops,poultry,1982,21114,1610,993,2245,3251,1130,1520,1122,686,20754,7469,830,3231,1265,7301,1792,592,789,11938,4653,525,5217,1092,464,490
1971,total,food crops,total,12570,107395,5807,3101,17739,13211,2868,5465,3875,3286,110116,36165,6439,22267,10694,48975,2882,21916,2243,30574,8286,1187,9959,2782,8245,1764
1971,total,animal products,non-dairy cattle,26,92,10,3,19,45,17,2,2,50,619,125,6,149,22,292,6,69,0,4,2,0,2,163,18,3
1971,total,animal products,dairy cattle,16,29,4,3,10,34,13,1,5,13,811,210,25,161,46,344,19,29,0,0,0,0,3,35,9,1
1971,total,animal products,pigs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1971,total,animal products,sheep & goats,0,0,0,0,0,1,6,0,0,3,18,8,30,2,29,20,14,6,0,0,0,0,0,24,5,0
1971,total,animal products,poultry,61,776,18,17,74,68,5,4,20,18,657,332,21,72,50,155,14,0,24,58,76,0,113,20,1,0
1971,total,animal products,total,103,897,32,23,103,149,41,8,27,84,2105,675,83,384,147,811,53,104,24,62,78,0,118,242,33,4
1971,total,residues,non-dairy cattle,4341,58456,2434,2041,2103,3152,4775,2382,390,1269,48965,11341,1079,9227,518,13759,1151,28578,0,12397,14219,1072,2248,10140,6101,804
1971,total,residues,dairy cattle,2634,18583,1433,2353,1878,4674,3749,1635,2810,572,64078,19035,5138,9930,1440,16179,4788,21238,0,1446,914,163,3193,2431,6830,290
1971,total,residues,pigs,307,2624,3645,1477,5863,4211,15,1111,375,446,6070,16120,3,7546,1234,10688,32,2552,1188,46126,7992,1945,714,424,91,492
1971,total,residues,sheep & goats,4,189,16,4,7,32,1436,31,60,86,1412,714,5125,137,816,960,2987,4161,0,21,8,23,4,104,3439,0
1971,total,residues,poultry,61,654,138,1670,2679,3670,1383,3613,2258,609,1643,1461,26,1348,253,2844,2578,3355,147,35650,6955,2100,307,46,1466,1464
1971,total,residues,total,7348,80506,7667,7545,12530,15740,11359,8773,5893,2981,122169,48671,11373,28188,4262,44429,11536,59885,1335,95639,30088,5303,6466,13146,17927,3048
1971,total,scavenging,non-dairy cattle,0,0,2825,1786,8038,11708,510,3016,4883,852,0,0,515,0,1269,0,571,144656,275,5564,9587,3042,0,0,36962,2251
1971,total,scavenging,dairy cattle,0,0,263,387,67,1361,386,732,1722,193,0,0,576,0,1005,0,414,25089,5,422,254,190,0,0,8151,526
1971,total,scavenging,pigs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1971,total,scavenging,sheep & goats,0,0,273,43,5,1164,489,569,862,516,0,0,2138,0,894,0,954,6344,3,570,117,319,0,5992,5208,191
1971,total,scavenging,poultry,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1971,total,scavenging,total,0,0,3361,2217,8111,14233,1385,4317,7467,1561,0,0,3229,0,3168,0,1939,176088,284,6556,9958,3552,0,5992,50321,2968
1971,total,grass & fodder,non-dairy cattle,19049,215605,49328,30687,141257,213508,4044,52407,91193,13391,101448,25619,7929,24368,21431,42640,9285,96313,4126,83349,31261,14966,4236,68488,23912,41089
1971,total,grass & fodder,dairy cattle,5253,31809,3107,4386,21861,18489,2956,11101,28503,2446,59004,19111,3413,17482,13422,33427,2696,2651,77,5625,1120,1417,1719,18753,810,9366
1971,total,grass & fodder,pigs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1971,total,grass & fodder,sheep & goats,254,9157,5130,812,5516,21946,2722,5015,7596,4393,17551,9683,11665,2168,5056,17844,5321,1356,62,10735,383,1047,22,53334,1096,1720
1971,total,grass & fodder,poultry,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1971,total,grass & fodder,total,24556,256570,57565,35886,168635,253943,9722,68523,127292,20230,178003,54413,23007,44019,39909,93911,17302,100320,4265,99709,32765,17429,5976,140575,25818,52175
1971,total,total,non-dairy cattle,27802,318520,56490,35700,160354,234087,10189,60327,97669,17032,169079,42699,10303,40613,25373,71067,11417,289214,5495,110794,58245,19608,7060,78969,73899,45004
1971,total,total,dairy cattle,10564,64525,5250,7735,28460,27201,7753,14627,34427,3849,147510,47778,11569,34965,20147,66854,8315,50128,108,8429,2318,1782,5730,21262,16285,10512
1971,total,total,pigs,3845,30289,5465,1789,7714,5712,24,1307,441,788,53247,29427,5,12219,2152,20079,58,2687,1519,54266,8412,2048,4066,1430,103,578
1971,total,total,sheep & goats,262,9490,5461,867,5593,23287,4891,5686,8618,5161,19501,10759,21376,2409,8941,19827,9538,12337,69,11407,515,1408,27,59917,10127,1911
1971,total,total,poultry,2104,22544,1765,2680,4998,6989,2518,5138,3400,1313,23054,9262,878,4651,1569,10300,4384,3947,959,47645,11685,2625,5637,1158,1931,1954
1971,total,total,total,44577,445368,74431,48771,207118,297276,25375,87085,144554,28142,412392,139924,44131,94857,58181,188127,33712,358313,8151,232541,81175,27470,22520,162736,102345,59959
1972,intensive grazing system,food crops,non-dairy cattle,4379,48795,1947,1176,9041,6054,840,2395,1201,1409,19530,6335,770,7170,2241,15373,408,19840,1150,10012,3390,553,684,-26,6913,443
1972,intensive grazing system,food crops,dairy cattle,2417,14959,438,578,4767,2596,667,1087,1368,578,24989,10473,2440,7586,4470,17761,335,1365,32,1059,41,12,1000,-3,551,221
1972,intensive grazing system,food crops,pigs,3650,27705,2043,335,1804,1594,8,201,68,354,48456,14280,2,4936,967,9868,28,141,364,8532,419,106,3747,1049,12,91
1972,intensive grazing system,food crops,sheep & goats,4,149,43,8,49,140,250,69,98,147,562,384,2298,103,2251,1038,221,416,3,86,8,20,1,468,348,0
1972,intensive grazing system,food crops,poultry,2006,21281,1650,1040,2457,3528,1186,1584,1147,741,21456,7925,886,3446,1325,7781,1965,632,816,12385,4808,561,5540,1145,466,520
1972,intensive grazing system,food crops,total,12455,112890,6122,3136,18118,13911,2950,5335,3882,3228,114993,39396,6395,23240,11254,51821,2958,22394,2365,32074,8666,1252,10972,2634,8289,1274
1972,intensive grazing system,animal products,non-dairy cattle,25,94,10,3,20,48,18,2,2,18,612,128,6,156,23,308,6,69,0,4,2,0,2,83,18,1
1972,intensive grazing system,animal products,dairy cattle,14,29,4,3,11,34,14,1,5,8,784,212,26,165,48,356,20,30,0,0,0,0,3,9,10,0
1972,intensive grazing system,animal products,pigs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1972,intensive grazing system,animal products,sheep & goats,0,0,0,0,0,1,6,0,0,3,18,8,29,2,29,21,14,6,0,0,0,0,0,21,5,0
1972,intensive grazing system,animal products,poultry,60,756,18,17,81,74,6,5,20,19,642,341,22,75,52,165,17,0,24,69,78,0,120,21,1,1
1972,intensive grazing system,animal products,total,98,880,33,23,112,157,44,9,27,48,2055,690,83,399,152,849,56,105,24,74,80,0,125,133,34,2
1972,intensive grazing system,residues,non-dairy cattle,5006,58325,2769,2129,2419,3673,4755,2436,409,1202,49798,11490,1197,9633,548,14018,1132,27360,0,11771,12859,1064,2174,4688,5629,173
1972,intensive grazing system,residues,dairy cattle,2763,17880,1539,2438,2072,4817,3817,1690,2986,537,63716,18995,5499,10192,1434,16195,4901,21488,0,1341,1028,173,3178,508,6882,140
1972,intensive grazing system,residues,pigs,317,2643,3907,1503,5916,4272,15,1140,385,451,6215,17143,3,7873,1291,11211,34,2676,1246,48348,7966,2006,773,416,92,514
1972,intensive grazing system,residues,sheep & goats,4,178,17,4,6,33,1464,34,62,82,1432,696,5152,138,788,946,2977,3481,0,19,9,23,3,114,2987,0
1972,intensive grazing system,residues,poultry,61,659,140,1738,2740,3934,1377,3641,2292,588,1675,1513,29,1391,262,2940,2654,3584,144,36051,6923,2244,325,49,1536,1488
1972,intensive grazing system,residues,total,8151,79685,8372,7811,13153,16728,11429,8941,6134,2861,122835,49837,11881,29227,4324,45310,11698,58590,1390,97531,28786,5510,6453,5774,17127,2315
1972,intensive grazing system,scavenging,non-dairy cattle,0,0,789,663,1598,1960,468,690,403,376,0,0,165,0,235,0,129,59192,131,1993,4761,1616,0,0,15729,88
1972,intensive grazing system,scavenging,dairy cattle,0,0,198,302,127,745,340,278,727,112,0,0,601,0,449,0,397,23932,3,204,249,185,0,0,7783,36
1972,intensive grazing system,scavenging,pigs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1972,intensive grazing system,scavenging,sheep & goats,0,0,61,12,6,174,478,206,323,232,0,0,2080,0,854,0,894,5430,3,105,55,149,0,603,4647,0
1972,intensive grazing system,scavenging,poultry,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1972,intensive grazing system,scavenging,total,0,0,1048,977,1731,2879,1286,1175,1453,720,0,0,2846,0,1538,0,1419,88554,137,2302,5065,1950,0,603,28159,124
1972,intensive grazing system,grass & fodder,non-dairy cattle,14114,160821,10242,9267,18061,27379,3274,8286,6045,4508,104911,26929,1151,25438,1641,44548,902,11829,1333,15204,24666,12932,4290,14235,3143,1057
1972,intensive grazing system,grass & fodder,dairy cattle,3462,21912,1784,2717,6703,6703,1976,2500,9446,1010,59659,19787,3499,17943,2615,34312,2309,955,28,1465,1123,1481,1792,771,311,325
1972,intensive grazing system,grass & fodder,pigs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1972,intensive grazing system,grass & fodder,sheep & goats,72,2949,1094,213,947,3123,2581,1751,2745,1856,18097,9793,11221,2187,4605,18045,4821,923,57,1892,240,645,17,4822,790,0
1972,intensive grazing system,grass & fodder,poultry,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1972,intensive grazing system,grass & fodder,total,17648,185683,13120,12196,25710,37205,7831,12537,18236,7375,182667,56509,15872,45569,8860,96904,8031,13707,1418,18561,26029,15057,6099,19828,4244,1382
1972,intensive grazing system,total,non-dairy cattle,23523,268035,15758,13238,31139,39113,9355,13809,8060,7514,174851,44881,3290,42397,4688,74247,2577,118289,2614,38985,45677,16164,7150,18980,31432,1762
1972,intensive grazing system,total,dairy cattle,8656,54780,3964,6038,13679,14894,6814,5555,14533,2245,149148,49467,12065,35886,9016,68623,7961,47771,63,4068,2441,1851,5974,1285,15535,723
1972,intensive grazing system,total,pigs,3967,30348,5949,1837,7720,5866,23,1341,453,805,54671,31423,5,12809,2258,21079,62,2817,1609,56880,8386,2112,4521,1465,104,605
1972,intensive grazing system,total,sheep & goats,80,3277,1216,236,1007,3470,4779,2061,3229,2320,20108,10881,20780,2430,8528,20050,8928,10256,63,2102,312,837,22,6028,8778,0
1972,intensive grazing system,total,poultry,2127,22696,1808,2794,5279,7536,2569,5230,3458,1347,23772,9779,937,4912,1639,10886,4636,4216,984,48505,11810,2805,5985,1215,2003,2009
1972,intensive grazing system,total,total,38353,379137,28695,24144,58824,70879,23540,27996,29733,14231,422550,146431,37077,98435,26128,194884,24163,183350,5334,150541,68626,23770,23651,28972,57852,5098
1972,extensive grazing system,food crops,non-dairy cattle,0,0,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,-12,0,411
1972,extensive grazing system,food crops,dairy cattle,0,0,0,0,125,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,-3,0,91
1972,extensive grazing system,food crops,pigs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1972,extensive grazing system,food crops,sheep & goats,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1972,extensive grazing system,food crops,poultry,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1972,extensive grazing system,food crops,total,0,0,0,0,161,0,0,0,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,-15,0,501
1972,extensive grazing system,animal products,non-dairy cattle,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,78,0,2
1972,extensive grazing system,animal products,dairy cattle,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,1
1972,extensive grazing system,animal products,pigs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1972,extensive grazing system,animal products,sheep & goats,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1972,extensive grazing system,animal products,poultry,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1972,extensive grazing system,animal products,total,0,0,0,0,1,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,101,0,3
1972,extensive grazing system,residues,non-dairy cattle,0,0,0,0,0,0,0,0,0,159,0,0,0,0,0,0,0,0,0,0,0,0,0,6576,0,705
1972,extensive grazing system,residues,dairy cattle,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,1915,0,156
1972,extensive grazing system,residues,pigs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1972,extensive grazing system,residues,sheep & goats,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1972,extensive grazing system,residues,poultry,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1972,extensive grazing system,residues,total,0,0,0,0,0,0,0,0,0,183,0,0,0,0,0,0,0,0,0,0,0,0,0,8491,0,861
1972,extensive grazing system,scavenging,non-dairy cattle,0,0,2141,1140,6839,10066,40,2283,4527,505,0,0,321,0,1079,0,455,86467,163,3600,5014,1600,0,0,21320,2239
1972,extensive grazing system,scavenging,dairy cattle,0,0,76,92,31,647,55,448,1016,77,0,0,0,0,575,0,20,2180,4,224,30,17,0,0,656,495
1972,extensive grazing system,scavenging,pigs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1972,extensive grazing system,scavenging,sheep & goats,0,0,222,32,9,926,18,352,530,248,0,0,9,0,52,0,34,879,1,496,58,156,0,5013,743,194
1972,extensive grazing system,scavenging,poultry,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1972,extensive grazing system,scavenging,total,0,0,2438,1264,6880,11640,112,3083,6072,829,0,0,330,0,1706,0,509,89525,167,4320,5103,1772,0,5013,22719,2927
1972,extensive grazing system,grass & fodder,non-dairy cattle,5951,62701,40672,21662,129941,191261,752,43371,86017,9341,0,0,6105,0,20495,0,8640,86467,3100,68401,7522,2400,0,59782,21320,41394
1972,extensive grazing system,grass & fodder,dairy cattle,1577,9234,1439,1747,15558,12294,1040,8503,19295,1416,0,0,0,0,10928,0,371,2180,67,4259,46,25,0,17406,656,9148
1972,extensive grazing system,grass & fodder,pigs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1972,extensive grazing system,grass & fodder,sheep & goats,180,5925,4219,602,4574,17597,159,3172,4766,2228,0,0,77,0,471,0,309,879,13,9417,165,443,0,45114,743,1744
1972,extensive grazing system,grass & fodder,poultry,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1972,extensive grazing system,grass & fodder,total,7708,77860,46330,24012,150072,221153,1951,55046,110078,12985,0,0,6182,0,31894,0,9320,89525,3181,82077,7732,2868,0,122302,22719,52285
1972,extensive grazing system,total,non-dairy cattle,5951,62701,42813,22802,136780,201327,791,45654,90544,10098,0,0,6426,0,21574,0,9095,172933,3264,72001,12536,4000,0,66424,42640,44750
1972,extensive grazing system,total,dairy cattle,1577,9234,1515,1839,15715,12942,1095,8950,20310,1531,0,0,0,0,11503,0,390,4360,70,4483,76,41,0,19340,1312,9890
1972,extensive grazing system,total,pigs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1972,extensive grazing system,total,sheep & goats,180,5925,4441,634,4620,18524,176,3524,5295,2476,0,0,86,0,523,0,344,1758,14,9913,223,599,0,50127,1486,1937
1972,extensive grazing system,total,poultry,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1972,extensive grazing system,total,total,7708,77860,48769,25275,157114,232792,2063,58128,116150,14105,0,0,6512,0,33600,0,9829,179051,3348,86397,12835,4640,0,135891,45438,56577
1972,total,food crops,non-dairy cattle,4379,48795,1947,1176,9041,6054,840,2395,1201,1474,19530,6335,770,7170,2241,15373,408,19840,1150,10012,3390,553,684,-37,6913,853
1972,total,food crops,dairy cattle,2417,14959,438,578,4892,2596,667,1087,1368,587,24989,10473,2440,7586,4470,17761,335,1365,32,1059,41,12,1000,-6,551,311
1972,total,food crops,pigs,3650,27705,2043,335,1804,1594,8,201,68,354,48456,14280,2,4936,967,9868,28,141,364,8532,419,106,3747,1049,12,91
1972,total,food crops,sheep & goats,4,149,43,8,85,140,250,69,98,147,562,384,2298,103,2251,1038,221,416,3,86,8,20,1,468,348,0
1972,total,food crops,poultry,2006,21281,1650,1040,2457,3528,1186,1584,1147,741,21456,7925,886,3446,1325,7781,1965,632,816,12385,4808,561,5540,1145,466,520
1972,total,food crops,total,12455,112890,6122,3136,18279,13911,2950,5335,3882,3302,114993,39396,6395,23240,11254,51821,2958,22394,2365,32074,8666,1252,10972,2619,8289,1776
1972,total,animal products,non-dairy cattle,25,94,10,3,20,48,18,2,2,47,612,128,6,156,23,308,6,69,0,4,2,0,2,161,18,3
1972,total,animal products,dairy cattle,14,29,4,3,12,34,14,1,5,12,784,212,26,165,48,356,20,30,0,0,0,0,3,32,10,1
1972,total,animal products,pigs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1972,total,animal products,sheep & goats,0,0,0,0,0,1,6,0,0,3,18,8,29,2,29,21,14,6,0,0,0,0,0,21,5,0
1972,total,animal products,poultry,60,756,18,17,81,74,6,5,20,19,642,341,22,75,52,165,17,0,24,69,78,0,120,21,1,1
1972,total,animal products,total,98,880,33,23,113,157,44,9,27,81,2055,690,83,399,152,849,56,105,24,74,80,0,125,234,34,4
1972,total,residues,non-dairy cattle,5006,58325,2769,2129,2419,3673,4755,2436,409,1361,49798,11490,1197,9633,548,14018,1132,27360,0,11771,12859,1064,2174,11264,5629,878
1972,total,residues,dairy cattle,2763,17880,1539,2438,2072,4817,3817,1690,2986,561,63716,18995,5499,10192,1434,16195,4901,21488,0,1341,1028,173,3178,2423,6882,296
1972,total,residues,pigs,317,2643,3907,1503,5916,4272,15,1140,385,451,6215,17143,3,7873,1291,11211,34,2676,1246,48348,7966,2006,773,416,92,514
1972,total,residues,sheep & goats,4,178,17,4,6,33,1464,34,62,82,1432,696,5152,138,788,946,2977,3481,0,19,9,23,3,114,2987,0
1972,total,residues,poultry,61,659,140,1738,2740,3934,1377,3641,2292,588,1675,1513,29,1391,262,2940,2654,3584,144,36051,6923,2244,325,49,1536,1488
1972,total,residues,total,8151,79685,8372,7811,13153,16728,11429,8941,6134,3044,122835,49837,11881,29227,4324,45310,11698,58590,1390,97531,28786,5510,6453,14265,17127,3176
1972,total,scavenging,non-dairy cattle,0,0,2929,1803,8437,12026,508,2973,4930,881,0,0,486,0,1313,0,584,145659,294,5593,9776,3217,0,0,37048,2327
1972,total,scavenging,dairy cattle,0,0,274,394,158,1393,394,726,1743,189,0,0,601,0,1025,0,416,26112,7,428,279,202,0,0,8439,531
1972,total,scavenging,pigs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1972,total,scavenging,sheep & goats,0,0,283,44,15,1100,496,559,853,480,0,0,2089,0,906,0,928,6309,4,601,113,305,0,5615,5390,194
1972,total,scavenging,poultry,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1972,total,scavenging,total,0,0,3486,2241,8611,14518,1398,4257,7526,1549,0,0,3176,0,3244,0,1928,178080,305,6621,10168,3723,0,5615,50878,3051
1972,total,grass & fodder,non-dairy cattle,20065,223522,50915,30929,148001,218640,4026,51657,92062,13849,104911,26929,7256,25438,22136,44548,9542,98296,4434,83606,32187,15332,4290,74017,24463,42451
1972,total,grass & fodder,dairy cattle,5039,31146,3223,4465,22261,18997,3016,11003,28741,2426,59659,19787,3499,17943,13543,34312,2680,3135,95,5723,1169,1506,1792,18178,967,9473
1972,total,grass & fodder,pigs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1972,total,grass & fodder,sheep & goats,252,8874,5313,815,5520,20720,2740,4923,7511,4085,18097,9793,11298,2187,5076,18045,5130,1802,70,11309,405,1088,17,49936,1533,1744
1972,total,grass & fodder,poultry,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1972,total,grass & fodder,total,25356,263543,59451,36208,175782,258358,9782,67583,128314,20360,182667,56509,22053,45569,40754,96904,17352,103233,4598,100638,33761,17925,6099,142131,26963,53667
