# File: L101.in_EJ_ctry_trn_Fi_Yh.csv
# Title: Pre-built L101.in_EJ_ctry_trn_Fi_Yh.csv
# Units: NA
# Consumption of energy by the transport sector by fuel and historical year. Aggregates by fuel and country
iso,sector,fuel,year,value
aus,in_trn_rail,coal,1971,0.00343252
aus,in_trn_rail,electricity,1971,0.00234416
aus,in_trn_rail,refined liquids,1971,0.0131859
aus,in_trn_road,gas,1971,0
aus,in_trn_road,refined liquids,1971,0.38687012000000004
aus,in_trn_unspecified,electricity,1971,0
aus,in_trn_unspecified,gas,1971,0
aus,in_trn_unspecified,refined liquids,1971,0
aut,in_trn_domestic air,refined liquids,1971,3.7674000000000003e-4
aut,in_trn_domestic ship,coal,1971,0
aut,in_trn_domestic ship,refined liquids,1971,9.627800000000001e-4
aut,in_trn_international air,refined liquids,1971,0.0038929800000000003
aut,in_trn_rail,coal,1971,0.00707434
aut,in_trn_rail,electricity,1971,0.005734820000000001
aut,in_trn_rail,refined liquids,1971,0.0035162400000000003
aut,in_trn_road,gas,1971,0
aut,in_trn_road,refined liquids,1971,0.11934286
aut,in_trn_unspecified,electricity,1971,0
aze,in_trn_domestic air,refined liquids,1971,0
aze,in_trn_domestic ship,refined liquids,1971,0.010505192597554891
aze,in_trn_international air,refined liquids,1971,0
aze,in_trn_rail,coal,1971,1.788086684622109e-4
aze,in_trn_rail,electricity,1971,0.002450872388994108
aze,in_trn_rail,refined liquids,1971,0.01285680238248503
aze,in_trn_road,gas,1971,6.346252730883814e-4
aze,in_trn_road,refined liquids,1971,0.024170900141048286
aze,in_trn_unspecified,electricity,1971,0
aze,in_trn_unspecified,gas,1971,0
aze,in_trn_unspecified,refined liquids,1971,0.003516220513031904
bdi,in_trn_domestic air,refined liquids,1971,4.1815141630189114e-4
bdi,in_trn_domestic ship,refined liquids,1971,0
bdi,in_trn_international air,refined liquids,1971,0
bdi,in_trn_international ship,refined liquids,1971,0.0020778245634795
bdi,in_trn_rail,coal,1971,0
bdi,in_trn_rail,refined liquids,1971,0
bdi,in_trn_road,refined liquids,1971,0.0010259797637097946
bdi,in_trn_unspecified,electricity,1971,0
bel,in_trn_domestic air,refined liquids,1971,0
bel,in_trn_domestic ship,refined liquids,1971,0.01184638
bel,in_trn_international air,refined liquids,1971,0.0171626
bel,in_trn_international ship,refined liquids,1971,0.1063244
bel,in_trn_rail,coal,1971,7.953400000000001e-4
bel,in_trn_rail,electricity,1971,0.00276276
bel,in_trn_rail,refined liquids,1971,0.00590226
bel,in_trn_road,refined liquids,1971,0.14759836
ben,in_trn_international air,refined liquids,1971,2.0930000000000002e-4
ben,in_trn_rail,refined liquids,1971,0
ben,in_trn_road,refined liquids,1971,0.00343252
bfa,in_trn_domestic air,refined liquids,1971,6.978035396426938e-4
bfa,in_trn_domestic ship,refined liquids,1971,0
bfa,in_trn_international air,refined liquids,1971,0
bfa,in_trn_international ship,refined liquids,1971,0.0034674361454410147
bfa,in_trn_rail,coal,1971,0
bfa,in_trn_rail,refined liquids,1971,0
bfa,in_trn_road,refined liquids,1971,0.001712136519948053
bfa,in_trn_unspecified,electricity,1971,0
bgd,in_trn_domestic ship,refined liquids,1971,6.6976e-4
bgd,in_trn_international air,refined liquids,1971,8.372000000000001e-4
bgd,in_trn_international ship,refined liquids,1971,8.372000000000001e-4
bgd,in_trn_rail,refined liquids,1971,3.3488e-4
bgd,in_trn_road,gas,1971,0
bgd,in_trn_road,refined liquids,1971,0.0024278800000000003
bgr,in_trn_domestic air,refined liquids,1971,0
bgr,in_trn_domestic ship,refined liquids,1971,0
bgr,in_trn_international air,refined liquids,1971,0.0085813
bgr,in_trn_international ship,refined liquids,1971,0
bgr,in_trn_rail,coal,1971,0.010967320000000001
bgr,in_trn_rail,electricity,1971,0
bgr,in_trn_rail,refined liquids,1971,0
bgr,in_trn_road,gas,1971,0
bgr,in_trn_road,refined liquids,1971,0.059483060000000004
bgr,in_trn_unspecified,electricity,1971,0
bgr,in_trn_unspecified,refined liquids,1971,0
bhr,in_trn_domestic air,refined liquids,1971,0
bhr,in_trn_international air,refined liquids,1971,0.0060697
bhr,in_trn_international ship,refined liquids,1971,0.0074510800000000005
bhr,in_trn_road,refined liquids,1971,0.0025116
bhs,in_trn_domestic air,refined liquids,1971,0
bhs,in_trn_domestic ship,refined liquids,1971,0
bhs,in_trn_international air,refined liquids,1971,0.0010256788688152543
bhs,in_trn_international ship,refined liquids,1971,0.002674485222448378
bhs,in_trn_road,refined liquids,1971,2.453909121627893e-4
bhs,in_trn_unspecified,refined liquids,1971,0
bih,in_trn_international air,refined liquids,1971,0
bih,in_trn_rail,coal,1971,0.0026837505882352946
bih,in_trn_rail,electricity,1971,2.8077067734401064e-4
bih,in_trn_rail,refined liquids,1971,0
bih,in_trn_road,electricity,1971,0
bih,in_trn_road,refined liquids,1971,0.01945830161625265
bih,in_trn_unspecified,electricity,1971,0
blr,in_trn_domestic ship,refined liquids,1971,0.014938719294946853
blr,in_trn_international ship,refined liquids,1971,0.008879744697559065
blr,in_trn_rail,coal,1971,0.002927238538757767
blr,in_trn_rail,electricity,1971,0.005259131575126264
blr,in_trn_rail,refined liquids,1971,0.022291919241544975
blr,in_trn_road,gas,1971,5.585539721946376e-4
blr,in_trn_road,refined liquids,1971,0.0498220367839175
blr,in_trn_unspecified,coal,1971,0
blr,in_trn_unspecified,electricity,1971,0
blr,in_trn_unspecified,refined liquids,1971,0.006191580142105636
blz,in_trn_domestic air,refined liquids,1971,0
blz,in_trn_domestic ship,refined liquids,1971,0
blz,in_trn_international air,refined liquids,1971,7.37208714722926e-4
blz,in_trn_international ship,refined liquids,1971,0.0019222915410785973
blz,in_trn_road,refined liquids,1971,1.7637520325360326e-4
blz,in_trn_unspecified,refined liquids,1971,0
bmu,in_trn_domestic air,refined liquids,1971,0
bmu,in_trn_domestic ship,refined liquids,1971,0
bmu,in_trn_international air,refined liquids,1971,3.085206643732946e-4
bmu,in_trn_international ship,refined liquids,1971,8.044759259196123e-4
bmu,in_trn_road,refined liquids,1971,7.381273959468609e-5
bmu,in_trn_unspecified,refined liquids,1971,0
bol,in_trn_domestic air,refined liquids,1971,0.0012139400000000002
bol,in_trn_international air,refined liquids,1971,0
bol,in_trn_rail,refined liquids,1971,0
bol,in_trn_road,gas,1971,0
bol,in_trn_road,refined liquids,1971,0.0127673
bra,in_trn_domestic air,refined liquids,1971,0.034367060000000005
bra,in_trn_domestic ship,refined liquids,1971,0.0280462
bra,in_trn_international air,refined liquids,1971,0
bra,in_trn_international ship,refined liquids,1971,0.013144040000000001
bra,in_trn_rail,coal,1971,4.1860000000000004e-4
bra,in_trn_rail,electricity,1971,0.00221858
bra,in_trn_rail,refined liquids,1971,0.01666028
bra,in_trn_road,gas,1971,0
bra,in_trn_road,refined liquids,1971,0.52015236
brb,in_trn_domestic air,refined liquids,1971,0
brb,in_trn_domestic ship,refined liquids,1971,0
brb,in_trn_international air,refined liquids,1971,0.0014148086014408017
brb,in_trn_international ship,refined liquids,1971,0.003689151460746176
brb,in_trn_road,refined liquids,1971,3.3848915464578314e-4
brb,in_trn_unspecified,refined liquids,1971,0
brn,in_trn_international air,refined liquids,1971,4.186e-5
brn,in_trn_road,refined liquids,1971,0.00117208
btn,in_trn_domestic air,refined liquids,1971,0
btn,in_trn_domestic ship,refined liquids,1971,1.3081508658784664e-5
btn,in_trn_international air,refined liquids,1971,1.45858821545449e-4
btn,in_trn_international ship,refined liquids,1971,1.1838765336200121e-4
btn,in_trn_road,refined liquids,1971,2.2761825066285317e-4
btn,in_trn_unspecified,refined liquids,1971,0
bwa,in_trn_domestic air,refined liquids,1971,0
bwa,in_trn_international air,refined liquids,1971,0
bwa,in_trn_rail,refined liquids,1971,0
bwa,in_trn_road,refined liquids,1971,0
caf,in_trn_domestic air,refined liquids,1971,2.1965734677970188e-4
caf,in_trn_domestic ship,refined liquids,1971,0
caf,in_trn_international air,refined liquids,1971,0
caf,in_trn_international ship,refined liquids,1971,0.0010914932077094465
caf,in_trn_rail,coal,1971,0
caf,in_trn_rail,refined liquids,1971,0
caf,in_trn_road,refined liquids,1971,5.389530776656603e-4
caf,in_trn_unspecified,electricity,1971,0
can,in_trn_domestic air,refined liquids,1971,0.08593858000000001
can,in_trn_domestic ship,coal,1971,0.0038511200000000004
can,in_trn_domestic ship,refined liquids,1971,0.05927376
can,in_trn_international air,refined liquids,1971,0.017706780000000002
can,in_trn_international ship,refined liquids,1971,0.04031118
can,in_trn_rail,coal,1971,0.00196742
can,in_trn_rail,refined liquids,1971,0.08593858
can,in_trn_road,gas,1971,0
can,in_trn_road,refined liquids,1971,0.95846842
can,in_trn_unspecified,electricity,1971,0.0018837
che,in_trn_domestic air,refined liquids,1971,3.3488e-4
che,in_trn_domestic ship,refined liquids,1971,0.0019255600000000002
che,in_trn_international air,refined liquids,1971,0.02298114
che,in_trn_international ship,refined liquids,1971,0
che,in_trn_rail,electricity,1971,0.007241780000000001
che,in_trn_rail,refined liquids,1971,8.372000000000001e-4
che,in_trn_road,gas,1971,0
che,in_trn_road,refined liquids,1971,0.12750556000000002
chl,in_trn_domestic air,refined liquids,1971,0
chl,in_trn_domestic ship,coal,1971,5.0232e-4
chl,in_trn_domestic ship,refined liquids,1971,0.0029720600000000003
chl,in_trn_international air,refined liquids,1971,0.006153420000000001
chl,in_trn_international ship,refined liquids,1971,0.007827820000000001
chl,in_trn_rail,coal,1971,0.00623714
chl,in_trn_rail,electricity,1971,7.534800000000001e-4
chl,in_trn_rail,refined liquids,1971,0.0019255600000000002
chl,in_trn_road,gas,1971,0
chl,in_trn_road,refined liquids,1971,0.07170618000000001
chl,in_trn_unspecified,electricity,1971,4.186e-5
chn,in_trn_domestic air,refined liquids,1971,0
chn,in_trn_domestic ship,coal,1971,0
chn,in_trn_domestic ship,refined liquids,1971,0
chn,in_trn_international air,refined liquids,1971,0
chn,in_trn_international ship,refined liquids,1971,0.010465
chn,in_trn_rail,coal,1971,0.26618774
chn,in_trn_rail,electricity,1971,0.0043953
chn,in_trn_rail,refined liquids,1971,0
chn,in_trn_road,gas,1971,0
chn,in_trn_road,refined liquids,1971,0.20000708
chn,in_trn_unspecified,coal,1971,0
chn,in_trn_unspecified,gas,1971,5.4418e-4
chn,in_trn_unspecified,refined liquids,1971,0.09418500000000002
civ,in_trn_domestic ship,refined liquids,1971,0.0012139400000000002
civ,in_trn_international air,refined liquids,1971,0.0018418400000000002
civ,in_trn_international ship,refined liquids,1971,7.953400000000001e-4
civ,in_trn_rail,refined liquids,1971,5.0232e-4
civ,in_trn_road,refined liquids,1971,0.01059058
cmr,in_trn_domestic air,refined liquids,1971,0
cmr,in_trn_domestic ship,refined liquids,1971,0
cmr,in_trn_international air,refined liquids,1971,0.00234416
cmr,in_trn_international ship,refined liquids,1971,0
cmr,in_trn_rail,refined liquids,1971,0
cmr,in_trn_road,refined liquids,1971,0.007911540000000002
cod,in_trn_international air,refined liquids,1971,0.00393484
cod,in_trn_international ship,refined liquids,1971,0.0052743600000000005
cod,in_trn_road,refined liquids,1971,0.00598598
cog,in_trn_domestic air,refined liquids,1971,0
cog,in_trn_international air,refined liquids,1971,0
cog,in_trn_international ship,refined liquids,1971,0
cog,in_trn_road,refined liquids,1971,0.00477204
col,in_trn_domestic air,refined liquids,1971,0.00255346
col,in_trn_domestic ship,refined liquids,1971,0
col,in_trn_international air,refined liquids,1971,0.008372000000000001
col,in_trn_international ship,refined liquids,1971,0.012558
col,in_trn_rail,coal,1971,1.6744e-4
col,in_trn_rail,electricity,1971,0
col,in_trn_rail,refined liquids,1971,2.0930000000000002e-4
col,in_trn_road,gas,1971,0
col,in_trn_road,refined liquids,1971,0.08656648
col,in_trn_unspecified,gas,1971,0
col,in_trn_unspecified,refined liquids,1971,0.00740922
com,in_trn_domestic air,refined liquids,1971,2.8680514237334372e-5
com,in_trn_domestic ship,refined liquids,1971,0
com,in_trn_international air,refined liquids,1971,0
com,in_trn_international ship,refined liquids,1971,1.4251554497314605e-4
com,in_trn_rail,coal,1971,0
com,in_trn_rail,refined liquids,1971,0
com,in_trn_road,refined liquids,1971,7.037074627304722e-5
com,in_trn_unspecified,electricity,1971,0
cpv,in_trn_domestic air,refined liquids,1971,3.332240836685838e-5
cpv,in_trn_domestic ship,refined liquids,1971,0
cpv,in_trn_international air,refined liquids,1971,0
cpv,in_trn_international ship,refined liquids,1971,1.6558145188480145e-4
cpv,in_trn_rail,coal,1971,0
cpv,in_trn_rail,refined liquids,1971,0
cpv,in_trn_road,refined liquids,1971,8.176013599291027e-5
cpv,in_trn_unspecified,electricity,1971,0
cri,in_trn_domestic air,refined liquids,1971,0
cri,in_trn_domestic ship,refined liquids,1971,0
cri,in_trn_international air,refined liquids,1971,0
cri,in_trn_rail,electricity,1971,4.186e-5
cri,in_trn_road,refined liquids,1971,0.00435344
cri,in_trn_unspecified,refined liquids,1971,0.005065060000000001
cub,in_trn_domestic ship,refined liquids,1971,0.0098789600000000009
cub,in_trn_international air,refined liquids,1971,0.0037674
cub,in_trn_international ship,refined liquids,1971,0
cub,in_trn_rail,electricity,1971,1.2558e-4
cub,in_trn_road,refined liquids,1971,0.04797156
cub,in_trn_unspecified,refined liquids,1971,0
cym,in_trn_domestic air,refined liquids,1971,0
cym,in_trn_domestic ship,refined liquids,1971,0
cym,in_trn_international air,refined liquids,1971,5.90130346721944e-5
cym,in_trn_international ship,refined liquids,1971,1.538780742796467e-4
cym,in_trn_road,refined liquids,1971,1.4118709908132533e-5
cym,in_trn_unspecified,refined liquids,1971,0
cyp,in_trn_international air,refined liquids,1971,0.002093
cyp,in_trn_international ship,refined liquids,1971,8.372e-5
cyp,in_trn_rail,electricity,1971,1.2558e-4
cyp,in_trn_road,refined liquids,1971,0.00845572
cyp,in_trn_unspecified,electricity,1971,0
cze,in_trn_domestic air,refined liquids,1971,0
cze,in_trn_domestic ship,refined liquids,1971,0
cze,in_trn_international air,refined liquids,1971,0.0098789600000000009
cze,in_trn_rail,coal,1971,0.00590226
cze,in_trn_rail,electricity,1971,0
cze,in_trn_rail,refined liquids,1971,0
cze,in_trn_road,gas,1971,0
cze,in_trn_road,refined liquids,1971,0.06827366
cze,in_trn_unspecified,coal,1971,0
cze,in_trn_unspecified,electricity,1971,0.0063627200000000005
deu,in_trn_domestic air,refined liquids,1971,0.00163254
deu,in_trn_domestic ship,coal,1971,3.3488e-4
deu,in_trn_domestic ship,refined liquids,1971,0.03918096
deu,in_trn_international air,refined liquids,1971,0.10691044000000001
deu,in_trn_international ship,refined liquids,1971,0.17179344000000002
deu,in_trn_rail,coal,1971,0.08857576
deu,in_trn_rail,electricity,1971,0.03281824
deu,in_trn_rail,refined liquids,1971,0.05747378
deu,in_trn_road,gas,1971,0
deu,in_trn_road,refined liquids,1971,1.18727518
deu,in_trn_unspecified,gas,1971,0
deu,in_trn_unspecified,refined liquids,1971,0
dji,in_trn_domestic air,refined liquids,1971,2.020384802704669e-5
dji,in_trn_domestic ship,refined liquids,1971,0
dji,in_trn_international air,refined liquids,1971,0
dji,in_trn_international ship,refined liquids,1971,1.0039437885604643e-4
dji,in_trn_rail,coal,1971,0
dji,in_trn_rail,refined liquids,1971,0
dji,in_trn_road,refined liquids,1971,4.957232814883621e-5
dji,in_trn_unspecified,electricity,1971,0
dma,in_trn_domestic air,refined liquids,1971,0
dma,in_trn_domestic ship,refined liquids,1971,0
dma,in_trn_international air,refined liquids,1971,4.22169717351553e-4
dma,in_trn_international ship,refined liquids,1971,0.0011008188866424903
dma,in_trn_road,refined liquids,1971,1.0100297001152747e-4
dma,in_trn_unspecified,refined liquids,1971,0
dnk,in_trn_domestic air,refined liquids,1971,0
dnk,in_trn_domestic ship,refined liquids,1971,0.016157960000000002
dnk,in_trn_international air,refined liquids,1971,0.02716714
dnk,in_trn_international ship,refined liquids,1971,0.027585740000000004
dnk,in_trn_rail,coal,1971,4.186e-5
dnk,in_trn_rail,electricity,1971,3.3488e-4
dnk,in_trn_rail,refined liquids,1971,0.0039767000000000005
dnk,in_trn_road,refined liquids,1971,0.08489208
dnk,in_trn_unspecified,refined liquids,1971,0
dom,in_trn_international air,refined liquids,1971,0.0011302200000000001
dom,in_trn_road,refined liquids,1971,0.020009080000000002
dom,in_trn_unspecified,refined liquids,1971,4.186e-5
dza,in_trn_domestic air,refined liquids,1971,0.0036836800000000004
dza,in_trn_domestic ship,refined liquids,1971,0.00108836
dza,in_trn_international air,refined liquids,1971,0.004102280000000001
dza,in_trn_international ship,refined liquids,1971,0.00803712
dza,in_trn_rail,electricity,1971,8.372e-5
dza,in_trn_rail,refined liquids,1971,0.0014651
dza,in_trn_road,refined liquids,1971,0.031018260000000002
ecu,in_trn_domestic air,refined liquids,1971,0
ecu,in_trn_domestic ship,refined liquids,1971,0
ecu,in_trn_international air,refined liquids,1971,0.0038511200000000004
ecu,in_trn_international ship,refined liquids,1971,0.00359996
ecu,in_trn_rail,refined liquids,1971,0
ecu,in_trn_road,refined liquids,1971,0.01913002
ecu,in_trn_unspecified,refined liquids,1971,0.00686504
egy,in_trn_domestic air,refined liquids,1971,0.0017162600000000003
egy,in_trn_domestic ship,refined liquids,1971,0.00205114
egy,in_trn_international air,refined liquids,1971,0.00288834
egy,in_trn_international ship,refined liquids,1971,7.534800000000001e-4
egy,in_trn_road,gas,1971,0
egy,in_trn_road,refined liquids,1971,0.043827420000000006
egy,in_trn_unspecified,refined liquids,1971,0.007158060000000001
eri,in_trn_international air,refined liquids,1971,0
eri,in_trn_international ship,refined liquids,1971,0
eri,in_trn_road,refined liquids,1971,0
esh,in_trn_domestic air,refined liquids,1971,8.975404499028385e-6
esh,in_trn_domestic ship,refined liquids,1971,0
esh,in_trn_international air,refined liquids,1971,0
esh,in_trn_international ship,refined liquids,1971,4.4599432665275065e-5
esh,in_trn_rail,coal,1971,0
esh,in_trn_rail,refined liquids,1971,0
esh,in_trn_road,refined liquids,1971,2.202212650277067e-5
esh,in_trn_unspecified,electricity,1971,0
esp,in_trn_domestic air,refined liquids,1971,0.02670668
esp,in_trn_domestic ship,coal,1971,4.6046000000000005e-4
esp,in_trn_domestic ship,refined liquids,1971,0.0613249
esp,in_trn_international air,refined liquids,1971,0.02457182
esp,in_trn_international ship,refined liquids,1971,0.07840378
esp,in_trn_rail,coal,1971,0.00351624
esp,in_trn_rail,electricity,1971,0.00468832
esp,in_trn_rail,refined liquids,1971,0.020176520000000003
esp,in_trn_road,gas,1971,0
esp,in_trn_road,refined liquids,1971,0.23973222000000002
esp,in_trn_unspecified,electricity,1971,0
esp,in_trn_unspecified,gas,1971,0
esp,in_trn_unspecified,refined liquids,1971,1.6744e-4
est,in_trn_domestic air,refined liquids,1971,0
est,in_trn_domestic ship,refined liquids,1971,0.0033336825940653283
est,in_trn_international air,refined liquids,1971,0
est,in_trn_international ship,refined liquids,1971,0.0024241972379584914
est,in_trn_rail,coal,1971,4.6811707586174315e-4
est,in_trn_rail,electricity,1971,9.288975804924243e-4
est,in_trn_rail,refined liquids,1971,0.005174440778353129
est,in_trn_road,gas,1971,5.4425719960278056e-5
est,in_trn_road,refined liquids,1971,0.010955513106627335
est,in_trn_unspecified,electricity,1971,0
est,in_trn_unspecified,refined liquids,1971,0.001389925594577632
eth,in_trn_domestic ship,refined liquids,1971,3.3488e-4
eth,in_trn_international air,refined liquids,1971,0.00200928
eth,in_trn_international ship,refined liquids,1971,9.209200000000001e-4
eth,in_trn_rail,refined liquids,1971,2.0930000000000002e-4
eth,in_trn_road,refined liquids,1971,0.00707434
fin,in_trn_domestic air,refined liquids,1971,0.00221858
fin,in_trn_domestic ship,refined liquids,1971,0.0035162400000000003
fin,in_trn_international air,refined liquids,1971,0.0025116
fin,in_trn_international ship,refined liquids,1971,0.0031395000000000004
fin,in_trn_rail,coal,1971,6.6976e-4
fin,in_trn_rail,electricity,1971,1.6744e-4
fin,in_trn_rail,refined liquids,1971,0.00406042
fin,in_trn_road,gas,1971,0
fin,in_trn_road,refined liquids,1971,0.07777588
fin,in_trn_unspecified,electricity,1971,0
fji,in_trn_domestic air,refined liquids,1971,0
fji,in_trn_domestic ship,refined liquids,1971,2.2224004581800823e-5
fji,in_trn_international air,refined liquids,1971,2.477976510870792e-4
fji,in_trn_international ship,refined liquids,1971,2.0112724146529744e-4
fji,in_trn_road,refined liquids,1971,3.866976797233343e-4
fji,in_trn_unspecified,refined liquids,1971,0
flk,in_trn_domestic air,refined liquids,1971,0
flk,in_trn_domestic ship,refined liquids,1971,0
flk,in_trn_international air,refined liquids,1971,1.165041418208556e-5
flk,in_trn_international ship,refined liquids,1971,3.0378768162965033e-5
flk,in_trn_road,refined liquids,1971,2.7873302747462766e-6
flk,in_trn_unspecified,refined liquids,1971,0
fra,in_trn_domestic air,refined liquids,1971,0.00221858
fra,in_trn_domestic ship,refined liquids,1971,0.029134560000000004
fra,in_trn_international air,refined liquids,1971,0.06458998
fra,in_trn_international ship,refined liquids,1971,0.16773302
fra,in_trn_rail,coal,1971,0.00514878
fra,in_trn_rail,electricity,1971,0.02101372
fra,in_trn_rail,refined liquids,1971,0.023525320000000002
fra,in_trn_road,gas,1971,6.6976e-4
fra,in_trn_road,refined liquids,1971,0.7919074800000001
fra,in_trn_unspecified,electricity,1971,0
fra,in_trn_unspecified,gas,1971,0
fra,in_trn_unspecified,refined liquids,1971,0
gab,in_trn_international air,refined liquids,1971,3.7674000000000003e-4
gab,in_trn_international ship,refined liquids,1971,0.00267904
gab,in_trn_rail,electricity,1971,0
gab,in_trn_road,refined liquids,1971,0
gbr,in_trn_domestic air,refined liquids,1971,0.06400394000000001
gbr,in_trn_domestic ship,coal,1971,5.8604e-4
gbr,in_trn_domestic ship,refined liquids,1971,0.04215302
gbr,in_trn_international air,refined liquids,1971,0.09996168000000001
gbr,in_trn_international ship,refined liquids,1971,0.22805328000000002
gbr,in_trn_rail,coal,1971,0.0048139
gbr,in_trn_rail,electricity,1971,0.00996268
gbr,in_trn_rail,refined liquids,1971,0.046422740000000004
gbr,in_trn_road,refined liquids,1971,0.8791855800000001
gbr,in_trn_unspecified,electricity,1971,0
geo,in_trn_domestic ship,refined liquids,1971,0.0034973458819147697
geo,in_trn_international air,refined liquids,1971,0
geo,in_trn_international ship,refined liquids,1971,0.0038203552768568075
geo,in_trn_rail,coal,1971,6.54962088973941e-4
geo,in_trn_rail,electricity,1971,0.0017915553666877104
geo,in_trn_rail,refined liquids,1971,0.006005094950860353
geo,in_trn_road,gas,1971,2.027825719960278e-4
geo,in_trn_road,refined liquids,1971,0.017575155389598352
geo,in_trn_unspecified,coal,1971,0
geo,in_trn_unspecified,electricity,1971,0
geo,in_trn_unspecified,gas,1971,0
geo,in_trn_unspecified,refined liquids,1971,0.0018411958328842012
gha,in_trn_domestic ship,refined liquids,1971,5.0232e-4
gha,in_trn_international air,refined liquids,1971,0.0018837
gha,in_trn_international ship,refined liquids,1971,0.00213486
gha,in_trn_rail,refined liquids,1971,6.279e-4
gha,in_trn_road,refined liquids,1971,0.01343706
gha,in_trn_unspecified,refined liquids,1971,0
gib,in_trn_international air,refined liquids,1971,2.0930000000000002e-4
gib,in_trn_international ship,refined liquids,1971,0.0073255
gib,in_trn_road,refined liquids,1971,4.6046e-4
gin,in_trn_domestic air,refined liquids,1971,4.94247523856439e-4
gin,in_trn_domestic ship,refined liquids,1971,0
gin,in_trn_international air,refined liquids,1971,0
gin,in_trn_international ship,refined liquids,1971,0.0024559516133897275
gin,in_trn_rail,coal,1971,0
gin,in_trn_rail,refined liquids,1971,0
gin,in_trn_road,refined liquids,1971,0.0012126898008023965
gin,in_trn_unspecified,electricity,1971,0
glp,in_trn_domestic air,refined liquids,1971,0
glp,in_trn_domestic ship,refined liquids,1971,0
glp,in_trn_international air,refined liquids,1971,0.0019040198160983812
glp,in_trn_international ship,refined liquids,1971,0.004964782853804918
glp,in_trn_road,refined liquids,1971,4.555316226686987e-4
glp,in_trn_unspecified,refined liquids,1971,0
gmb,in_trn_domestic air,refined liquids,1971,5.5649486827195366e-5
gmb,in_trn_domestic ship,refined liquids,1971,0
gmb,in_trn_international air,refined liquids,1971,0
gmb,in_trn_international ship,refined liquids,1971,2.765263159866821e-4
gmb,in_trn_rail,coal,1971,0
gmb,in_trn_rail,refined liquids,1971,0
gmb,in_trn_road,refined liquids,1971,1.3654203984404635e-4
gmb,in_trn_unspecified,electricity,1971,0
gnb,in_trn_domestic air,refined liquids,1971,7.230727499494824e-5
