# File: L101.in_EJ_ctry_bld_Fi_Yh.csv
# Title: Pre-built L101.in_EJ_ctry_bld_Fi_Yh.csv
# Units: NA
# Consumption of energy by the building sector by fuel and historical year. Aggregates by fuel and country
iso,sector,fuel,year,value
arm,in_bld_comm,heat,1971,5.333685941467727e-4
arm,in_bld_comm,refined liquids,1971,0.0014720338650306749
arm,in_bld_resid,coal,1971,0
arm,in_bld_resid,electricity,1971,0
arm,in_bld_resid,gas,1971,0
arm,in_bld_resid,heat,1971,0
arm,in_bld_resid,refined liquids,1971,5.070471594384771e-4
atg,in_bld_comm,biomass,1971,2.0052064303819147e-5
atg,in_bld_comm,coal,1971,2.427355152567581e-5
atg,in_bld_comm,electricity,1971,2.5856609233872055e-4
atg,in_bld_comm,gas,1971,3.1661154163924965e-6
atg,in_bld_comm,refined liquids,1971,0.0013033841797482444
atg,in_bld_resid,biomass,1971,2.110743610928331e-6
atg,in_bld_resid,electricity,1971,1.1609089860105822e-5
atg,in_bld_resid,gas,1971,1.0553718054641656e-6
atg,in_bld_resid,refined liquids,1971,2.2162807914747475e-5
atg,in_bld_resid,traditional biomass,1971,8.337437263166908e-5
aus,in_bld_comm,biomass,1971,0
aus,in_bld_comm,coal,1971,0.0025953200000000004
aus,in_bld_comm,electricity,1971,0.027209
aus,in_bld_comm,gas,1971,0.0037674
aus,in_bld_comm,refined liquids,1971,0.053706380000000005
aus,in_bld_resid,biomass,1971,0.08372
aus,in_bld_resid,coal,1971,0.00992082
aus,in_bld_resid,electricity,1971,0.059859800000000005
aus,in_bld_resid,gas,1971,0.01059058
aus,in_bld_resid,refined liquids,1971,0.032315920000000005
aut,in_bld_comm,biomass,1971,0
aut,in_bld_comm,coal,1971,0.00129766
aut,in_bld_comm,electricity,1971,0.01356264
aut,in_bld_comm,gas,1971,4.186e-5
aut,in_bld_comm,heat,1971,0
aut,in_bld_comm,refined liquids,1971,4.6046000000000005e-4
aut,in_bld_resid,biomass,1971,0.025827620000000003
aut,in_bld_resid,coal,1971,0.04495764
aut,in_bld_resid,electricity,1971,0.0175812
aut,in_bld_resid,gas,1971,0.017037020000000003
aut,in_bld_resid,heat,1971,0
aut,in_bld_resid,refined liquids,1971,0.10682672000000001
aze,in_bld_comm,coal,1971,0.0011110298399366837
aze,in_bld_comm,electricity,1971,0.00451458051925505
aze,in_bld_comm,gas,1971,0.023586905983118175
aze,in_bld_comm,heat,1971,0
aze,in_bld_comm,refined liquids,1971,0
aze,in_bld_resid,electricity,1971,0
aze,in_bld_resid,gas,1971,0
aze,in_bld_resid,heat,1971,0
aze,in_bld_resid,refined liquids,1971,0.0024620417220242
bdi,in_bld_comm,biomass,1971,7.608631440957092e-4
bdi,in_bld_comm,coal,1971,2.1338654749426404e-4
bdi,in_bld_comm,electricity,1971,3.901309605703211e-4
bdi,in_bld_comm,refined liquids,1971,0.002890417779695031
bdi,in_bld_resid,biomass,1971,7.349981080357984e-4
bdi,in_bld_resid,coal,1971,0
bdi,in_bld_resid,electricity,1971,2.1554196716592327e-5
bdi,in_bld_resid,refined liquids,1971,3.7935386221202495e-4
bdi,in_bld_resid,traditional biomass,1971,0.04287776352831711
bel,in_bld_comm,biomass,1971,0
bel,in_bld_comm,coal,1971,0.01209754
bel,in_bld_comm,electricity,1971,0.01197196
bel,in_bld_comm,gas,1971,0.00929292
bel,in_bld_comm,heat,1971,0
bel,in_bld_comm,refined liquids,1971,0.01678586
bel,in_bld_resid,biomass,1971,0
bel,in_bld_resid,coal,1971,0.09150596
bel,in_bld_resid,electricity,1971,0.01959048
bel,in_bld_resid,gas,1971,0.030348500000000004
bel,in_bld_resid,heat,1971,0
bel,in_bld_resid,refined liquids,1971,0.24923444
ben,in_bld_comm,biomass,1971,0.0232323
ben,in_bld_comm,electricity,1971,4.186e-5
ben,in_bld_comm,refined liquids,1971,0
ben,in_bld_resid,biomass,1971,0.0018837
ben,in_bld_resid,electricity,1971,0
ben,in_bld_resid,refined liquids,1971,5.8604e-4
ben,in_bld_resid,traditional biomass,1971,0.010967320000000001
bfa,in_bld_comm,biomass,1971,0.0012697146881127366
bfa,in_bld_comm,coal,1971,3.5609562074549836e-4
bfa,in_bld_comm,electricity,1971,6.510435086357092e-4
bfa,in_bld_comm,refined liquids,1971,0.004823477044643569
bfa,in_bld_resid,biomass,1971,0.0012265515825678277
bfa,in_bld_resid,coal,1971,0
bfa,in_bld_resid,electricity,1971,3.5969254620757415e-5
bfa,in_bld_resid,refined liquids,1971,6.330588813253305e-4
bfa,in_bld_resid,traditional biomass,1971,0.07155363821707272
bgd,in_bld_comm,coal,1971,4.186e-5
bgd,in_bld_comm,electricity,1971,2.0930000000000002e-4
bgd,in_bld_comm,gas,1971,4.186e-5
bgd,in_bld_resid,electricity,1971,4.6046000000000005e-4
bgd,in_bld_resid,gas,1971,4.186e-5
bgd,in_bld_resid,refined liquids,1971,0.01159522
bgd,in_bld_resid,traditional biomass,1971,0.18648630000000002
bgr,in_bld_comm,biomass,1971,0
bgr,in_bld_comm,coal,1971,0.0031813600000000003
bgr,in_bld_comm,electricity,1971,0.0052743600000000005
bgr,in_bld_comm,gas,1971,0.01033942
bgr,in_bld_comm,heat,1971,2.5116e-4
bgr,in_bld_comm,refined liquids,1971,0.27748994
bgr,in_bld_resid,biomass,1971,0.01113476
bgr,in_bld_resid,coal,1971,0.033739160000000004
bgr,in_bld_resid,electricity,1971,0.01017198
bgr,in_bld_resid,gas,1971,0
bgr,in_bld_resid,heat,1971,0.00443716
bgr,in_bld_resid,refined liquids,1971,0.006488300000000001
bhr,in_bld_comm,electricity,1971,9.209200000000001e-4
bhr,in_bld_resid,electricity,1971,0
bhr,in_bld_resid,refined liquids,1971,6.6976e-4
bhs,in_bld_comm,biomass,1971,5.238682394486513e-5
bhs,in_bld_comm,coal,1971,6.341562898588938e-5
bhs,in_bld_comm,electricity,1971,6.755143087627346e-4
bhs,in_bld_comm,gas,1971,8.27160378076818e-6
bhs,in_bld_comm,refined liquids,1971,0.0034051435564162336
bhs,in_bld_resid,biomass,1971,5.5144025205121194e-06
bhs,in_bld_resid,electricity,1971,3.0329213862816657e-5
bhs,in_bld_resid,gas,1971,2.7572012602560597e-6
bhs,in_bld_resid,refined liquids,1971,5.7901226465377254e-5
bhs,in_bld_resid,traditional biomass,1971,2.1781889956022868e-4
bih,in_bld_comm,biomass,1971,0.005809164761904763
bih,in_bld_comm,coal,1971,0.010797415157318743
bih,in_bld_comm,electricity,1971,0.0013367125725725726
bih,in_bld_comm,gas,1971,5.594485776805252e-5
bih,in_bld_comm,heat,1971,0
bih,in_bld_comm,refined liquids,1971,0.00847307677533875
bih,in_bld_resid,biomass,1971,0
bih,in_bld_resid,coal,1971,0
bih,in_bld_resid,electricity,1971,0.003625603963963964
bih,in_bld_resid,gas,1971,1.6503733041575496e-4
bih,in_bld_resid,heat,1971,0
bih,in_bld_resid,refined liquids,1971,0
blr,in_bld_comm,biomass,1971,0
blr,in_bld_comm,coal,1971,0.01818843232345784
blr,in_bld_comm,electricity,1971,0.009687478248106061
blr,in_bld_comm,gas,1971,0.020759589299900693
blr,in_bld_comm,heat,1971,0.014622529499471909
blr,in_bld_comm,refined liquids,1971,0.006195070180916329
blr,in_bld_resid,biomass,1971,0
blr,in_bld_resid,coal,1971,0
blr,in_bld_resid,electricity,1971,0
blr,in_bld_resid,gas,1971,0
blr,in_bld_resid,heat,1971,0
blr,in_bld_resid,refined liquids,1971,0.005598355569763399
blz,in_bld_comm,biomass,1971,3.765313327885912e-5
blz,in_bld_comm,coal,1971,4.558010870598735e-5
blz,in_bld_comm,electricity,1971,4.855272449116044e-4
blz,in_bld_comm,gas,1971,5.9452315703461775e-6
blz,in_bld_comm,refined liquids,1971,0.002447453663125843
blz,in_bld_resid,biomass,1971,3.963487713564118e-6
blz,in_bld_resid,electricity,1971,2.1799182424602645e-5
blz,in_bld_resid,gas,1971,1.981743856782059e-6
blz,in_bld_resid,refined liquids,1971,4.161662099242323e-5
blz,in_bld_resid,traditional biomass,1971,1.5655776468578264e-4
bmu,in_bld_comm,biomass,1971,1.575777586852849e-5
bmu,in_bld_comm,coal,1971,1.9075202367166067e-5
bmu,in_bld_comm,electricity,1971,2.0319237304155158e-4
bmu,in_bld_comm,gas,1971,2.4880698739781827e-6
bmu,in_bld_comm,refined liquids,1971,0.0010242554314543518
bmu,in_bld_resid,biomass,1971,1.6587132493187885e-6
bmu,in_bld_resid,electricity,1971,9.122922871253337e-6
bmu,in_bld_resid,gas,1971,8.293566246593942e-7
bmu,in_bld_resid,refined liquids,1971,1.741648911784728e-5
bmu,in_bld_resid,traditional biomass,1971,6.551917334809214e-5
bol,in_bld_comm,electricity,1971,2.9302e-4
bol,in_bld_comm,gas,1971,0
bol,in_bld_comm,refined liquids,1971,0.00117208
bol,in_bld_resid,biomass,1971,0
bol,in_bld_resid,electricity,1971,6.6976e-4
bol,in_bld_resid,gas,1971,0
bol,in_bld_resid,refined liquids,1971,0.00406042
bol,in_bld_resid,traditional biomass,1971,0.006613880000000001
bra,in_bld_comm,biomass,1971,0.009837100000000001
bra,in_bld_comm,electricity,1971,0.03549728
bra,in_bld_comm,gas,1971,7.534800000000001e-4
bra,in_bld_comm,refined liquids,1971,0.01280916
bra,in_bld_resid,biomass,1971,0.020260240000000002
bra,in_bld_resid,electricity,1971,0.033236840000000004
bra,in_bld_resid,gas,1971,0.00410228
bra,in_bld_resid,refined liquids,1971,0.07580846
bra,in_bld_resid,traditional biomass,1971,0.79793532
brb,in_bld_comm,biomass,1971,7.22617296434818e-5
brb,in_bld_comm,coal,1971,8.747472535789903e-5
brb,in_bld_comm,electricity,1971,9.317959875080548e-4
brb,in_bld_comm,gas,1971,1.1409746785812915e-5
brb,in_bld_comm,refined liquids,1971,0.004697012426826317
brb,in_bld_resid,biomass,1971,7.606497857208611e-6
brb,in_bld_resid,electricity,1971,4.183573821464736e-5
brb,in_bld_resid,gas,1971,3.8032489286043054e-6
brb,in_bld_resid,refined liquids,1971,7.986822750069041e-5
brb,in_bld_resid,traditional biomass,1971,3.004566653597401e-4
brn,in_bld_comm,biomass,1971,6.6976e-4
brn,in_bld_comm,electricity,1971,3.3488e-4
brn,in_bld_comm,refined liquids,1971,0
brn,in_bld_resid,electricity,1971,2.5116e-4
brn,in_bld_resid,gas,1971,0
brn,in_bld_resid,refined liquids,1971,2.9302e-4
btn,in_bld_comm,biomass,1971,0
btn,in_bld_comm,coal,1971,1.4258844438075284e-4
btn,in_bld_comm,electricity,1971,1.1380912533142659e-4
btn,in_bld_comm,gas,1971,1.26236558557272e-4
btn,in_bld_comm,refined liquids,1971,4.912106501373641e-4
btn,in_bld_resid,biomass,1971,0
btn,in_bld_resid,coal,1971,1.3735584091723896e-5
btn,in_bld_resid,electricity,1971,6.540754329392333e-6
btn,in_bld_resid,refined liquids,1971,1.5697810390541594e-5
btn,in_bld_resid,traditional biomass,1971,6.514591312074763e-4
bwa,in_bld_comm,biomass,1971,0
bwa,in_bld_comm,coal,1971,0
bwa,in_bld_comm,electricity,1971,0
bwa,in_bld_comm,refined liquids,1971,0
bwa,in_bld_resid,coal,1971,0
bwa,in_bld_resid,electricity,1971,0
bwa,in_bld_resid,refined liquids,1971,0
bwa,in_bld_resid,traditional biomass,1971,0
caf,in_bld_comm,biomass,1971,3.9968579078986994e-4
caf,in_bld_comm,coal,1971,1.1209318211953858e-4
caf,in_bld_comm,electricity,1971,2.0493804003673217e-4
caf,in_bld_comm,refined liquids,1971,0.001518353103255568
caf,in_bld_resid,biomass,1971,3.86098738411744e-4
caf,in_bld_resid,coal,1971,0
caf,in_bld_resid,electricity,1971,1.132254364843824e-5
caf,in_bld_resid,refined liquids,1971,1.9927676821251302e-4
caf,in_bld_resid,traditional biomass,1971,0.022523936079838193
can,in_bld_comm,coal,1971,0
can,in_bld_comm,electricity,1971,0.15605408
can,in_bld_comm,gas,1971,0.20754188
can,in_bld_comm,heat,1971,0
can,in_bld_comm,refined liquids,1971,0.38879568000000003
can,in_bld_resid,biomass,1971,0.0799526
can,in_bld_resid,coal,1971,0.0274183
can,in_bld_resid,electricity,1971,0.17690036
can,in_bld_resid,gas,1971,0.23642528000000002
can,in_bld_resid,refined liquids,1971,0.57155644
che,in_bld_comm,biomass,1971,0
che,in_bld_comm,coal,1971,0
che,in_bld_comm,electricity,1971,0.02452996
che,in_bld_comm,gas,1971,0
che,in_bld_comm,heat,1971,0
che,in_bld_comm,refined liquids,1971,0.23173696000000002
che,in_bld_resid,biomass,1971,0.00966966
che,in_bld_resid,coal,1971,0.00954408
che,in_bld_resid,electricity,1971,0.02507414
che,in_bld_resid,gas,1971,0.00673946
che,in_bld_resid,heat,1971,0
che,in_bld_resid,refined liquids,1971,0
chl,in_bld_comm,biomass,1971,0
chl,in_bld_comm,coal,1971,0.00276276
chl,in_bld_comm,electricity,1971,0.0033488000000000003
chl,in_bld_comm,gas,1971,5.8604e-4
chl,in_bld_comm,refined liquids,1971,0.0033488000000000003
chl,in_bld_resid,biomass,1971,0
chl,in_bld_resid,coal,1971,0
chl,in_bld_resid,electricity,1971,0.00305578
chl,in_bld_resid,gas,1971,0.0015906800000000001
chl,in_bld_resid,refined liquids,1971,0.02976246
chl,in_bld_resid,traditional biomass,1971,0.048055280000000006
chn,in_bld_comm,coal,1971,0.21277438000000004
chn,in_bld_comm,electricity,1971,0.014776580000000001
chn,in_bld_comm,gas,1971,3.7674000000000003e-4
chn,in_bld_comm,heat,1971,0
chn,in_bld_comm,refined liquids,1971,0.10644998000000001
chn,in_bld_resid,coal,1971,1.5925637000000001
chn,in_bld_resid,electricity,1971,0.01741376
chn,in_bld_resid,gas,1971,0.00154882
chn,in_bld_resid,heat,1971,0
chn,in_bld_resid,refined liquids,1971,0.039222820000000005
chn,in_bld_resid,traditional biomass,1971,6.4563608200000004
civ,in_bld_comm,biomass,1971,0.01494402
civ,in_bld_comm,electricity,1971,9.627800000000001e-4
civ,in_bld_comm,gas,1971,0
civ,in_bld_comm,refined liquids,1971,7.534800000000001e-4
civ,in_bld_resid,biomass,1971,0.006823180000000001
civ,in_bld_resid,electricity,1971,2.9302e-4
civ,in_bld_resid,refined liquids,1971,0.00192556
civ,in_bld_resid,traditional biomass,1971,0.02586948
cmr,in_bld_comm,biomass,1971,0.01573936
cmr,in_bld_comm,electricity,1971,3.3488e-4
cmr,in_bld_comm,refined liquids,1971,0
cmr,in_bld_resid,biomass,1971,0.0015069600000000001
cmr,in_bld_resid,electricity,1971,1.6744e-4
cmr,in_bld_resid,refined liquids,1971,7.953400000000001e-4
cmr,in_bld_resid,traditional biomass,1971,0.07706426000000001
cod,in_bld_comm,electricity,1971,0.013144040000000001
cod,in_bld_comm,refined liquids,1971,0.01439984
cod,in_bld_resid,biomass,1971,0.0035581000000000002
cod,in_bld_resid,coal,1971,0
cod,in_bld_resid,electricity,1971,0
cod,in_bld_resid,refined liquids,1971,0
cod,in_bld_resid,traditional biomass,1971,0.17179344000000002
cog,in_bld_resid,biomass,1971,0.0015906800000000001
cog,in_bld_resid,electricity,1971,1.2558e-4
cog,in_bld_resid,refined liquids,1971,5.8604e-4
cog,in_bld_resid,traditional biomass,1971,0.008497580000000001
col,in_bld_comm,biomass,1971,0.0031813600000000003
col,in_bld_comm,coal,1971,0
col,in_bld_comm,electricity,1971,0.00632086
col,in_bld_comm,gas,1971,0
col,in_bld_comm,refined liquids,1971,0.026790400000000002
col,in_bld_resid,biomass,1971,0.0036836800000000004
col,in_bld_resid,coal,1971,0.00640458
col,in_bld_resid,electricity,1971,0.0121394
col,in_bld_resid,gas,1971,0
col,in_bld_resid,refined liquids,1971,0.030808960000000003
col,in_bld_resid,traditional biomass,1971,0.1477658
com,in_bld_comm,biomass,1971,5.218670889576821e-5
com,in_bld_comm,coal,1971,1.463593252317579e-5
com,in_bld_comm,electricity,1971,2.6758624108028465e-5
com,in_bld_comm,refined liquids,1971,1.982503587230175e-4
com,in_bld_resid,biomass,1971,5.0412656468716604e-5
com,in_bld_resid,coal,1971,0
com,in_bld_resid,electricity,1971,1.4783770225430089e-6
com,in_bld_resid,refined liquids,1971,2.601943559675696e-5
com,in_bld_resid,traditional biomass,1971,0.0029409354109448073
cpv,in_bld_comm,biomass,1971,6.063304202835572e-5
cpv,in_bld_comm,coal,1971,1.700473416659268e-5
cpv,in_bld_comm,electricity,1971,3.1089463476295706e-5
cpv,in_bld_comm,refined liquids,1971,0.00023033685371111904
cpv,in_bld_resid,biomass,1971,5.8571862129374786e-5
cpv,in_bld_resid,coal,1971,0
cpv,in_bld_resid,electricity,1971,1.7176499158174423e-6
cpv,in_bld_resid,refined liquids,1971,3.0230638518386985e-5
cpv,in_bld_resid,traditional biomass,1971,0.003416920977535638
cri,in_bld_comm,biomass,1971,0
cri,in_bld_comm,electricity,1971,8.372e-5
cri,in_bld_comm,refined liquids,1971,0
cri,in_bld_resid,biomass,1971,2.9302e-4
cri,in_bld_resid,electricity,1971,0.00238602
cri,in_bld_resid,refined liquids,1971,0.0012139400000000002
cri,in_bld_resid,traditional biomass,1971,0.01766492
cub,in_bld_comm,biomass,1971,0.00678132
cub,in_bld_comm,coal,1971,0
cub,in_bld_comm,electricity,1971,0.0023023
cub,in_bld_comm,gas,1971,2.0930000000000002e-4
cub,in_bld_comm,refined liquids,1971,0.013227760000000002
cub,in_bld_resid,biomass,1971,0.0019255600000000002
cub,in_bld_resid,electricity,1971,0.0036836800000000004
cub,in_bld_resid,gas,1971,0.00108836
cub,in_bld_resid,refined liquids,1971,0.0563017
cub,in_bld_resid,traditional biomass,1971,2.9302e-4
cym,in_bld_comm,biomass,1971,3.014106609601327e-6
cym,in_bld_comm,coal,1971,3.648655369517396e-6
cym,in_bld_comm,electricity,1971,3.8866111544859216e-5
cym,in_bld_comm,gas,1971,4.7591156993705164e-7
cym,in_bld_comm,refined liquids,1971,1.9591692962408626e-4
cym,in_bld_resid,biomass,1971,3.1727437995803443e-7
cym,in_bld_resid,electricity,1971,1.7450090897691894e-6
cym,in_bld_resid,gas,1971,1.5863718997901721e-7
cym,in_bld_resid,refined liquids,1971,3.3313809895593615e-6
cym,in_bld_resid,traditional biomass,1971,1.253233800834236e-5
cyp,in_bld_comm,biomass,1971,2.9302e-4
cyp,in_bld_comm,electricity,1971,7.1162e-4
cyp,in_bld_comm,refined liquids,1971,0
cyp,in_bld_resid,biomass,1971,0
cyp,in_bld_resid,coal,1971,0
cyp,in_bld_resid,electricity,1971,5.4418e-4
cyp,in_bld_resid,refined liquids,1971,0.0016744
cze,in_bld_comm,biomass,1971,0
cze,in_bld_comm,coal,1971,0.0351624
cze,in_bld_comm,electricity,1971,0.01063244
cze,in_bld_comm,gas,1971,0.04273906
cze,in_bld_comm,heat,1971,0
cze,in_bld_comm,refined liquids,1971,0.0038511200000000004
cze,in_bld_resid,biomass,1971,0
cze,in_bld_resid,coal,1971,0.32102434
cze,in_bld_resid,electricity,1971,0.011637080000000001
cze,in_bld_resid,gas,1971,0.0052743600000000005
cze,in_bld_resid,heat,1971,0
cze,in_bld_resid,refined liquids,1971,0.0018418400000000002
deu,in_bld_comm,biomass,1971,0.03072524
deu,in_bld_comm,coal,1971,0.36033088
deu,in_bld_comm,electricity,1971,0.14366352000000002
deu,in_bld_comm,gas,1971,0.15630524
deu,in_bld_comm,heat,1971,0
deu,in_bld_comm,refined liquids,1971,0.6653647
deu,in_bld_resid,biomass,1971,0.04571112
deu,in_bld_resid,coal,1971,0.7064712200000001
deu,in_bld_resid,electricity,1971,0.23374624000000002
deu,in_bld_resid,gas,1971,0.03491124
deu,in_bld_resid,heat,1971,0.13395200000000002
deu,in_bld_resid,refined liquids,1971,1.20175874
dji,in_bld_comm,biomass,1971,3.676267192550248e-5
dji,in_bld_comm,coal,1971,1.0310211106585681e-5
dji,in_bld_comm,electricity,1971,1.88499819221415e-5
dji,in_bld_comm,refined liquids,1971,1.3965649589829697e-4
dji,in_bld_resid,biomass,1971,3.5512949367128465e-5
dji,in_bld_resid,coal,1971,0
dji,in_bld_resid,electricity,1971,1.041435465311685e-6
dji,in_bld_resid,refined liquids,1971,1.8329264189485657e-5
dji,in_bld_resid,traditional biomass,1971,0.002071727571144535
dma,in_bld_comm,biomass,1971,2.156243180021373e-5
dma,in_bld_comm,coal,1971,2.610189112657451e-5
dma,in_bld_comm,electricity,1971,2.780418837395981e-4
dma,in_bld_comm,gas,1971,3.4045944947705883e-6
dma,in_bld_comm,refined liquids,1971,0.0014015580670138923
dma,in_bld_resid,biomass,1971,2.2697296631803924e-6
dma,in_bld_resid,electricity,1971,1.2483513147492157e-5
dma,in_bld_resid,gas,1971,1.1348648315901962e-6
dma,in_bld_resid,refined liquids,1971,2.383216146339412e-5
dma,in_bld_resid,traditional biomass,1971,8.96543216956255e-5
dnk,in_bld_comm,biomass,1971,0
dnk,in_bld_comm,coal,1971,0
dnk,in_bld_comm,electricity,1971,0.03440892
dnk,in_bld_comm,gas,1971,4.6046000000000005e-4
dnk,in_bld_comm,heat,1971,0
dnk,in_bld_comm,refined liquids,1971,8.372e-5
dnk,in_bld_resid,biomass,1971,0.0023023
dnk,in_bld_resid,coal,1971,0.007785960000000001
dnk,in_bld_resid,electricity,1971,0
dnk,in_bld_resid,gas,1971,0.00422786
dnk,in_bld_resid,heat,1971,0
dnk,in_bld_resid,refined liquids,1971,0.26200174000000004
dom,in_bld_comm,electricity,1971,0
dom,in_bld_comm,refined liquids,1971,0
dom,in_bld_resid,biomass,1971,0.0046046
dom,in_bld_resid,electricity,1971,0.00276276
dom,in_bld_resid,refined liquids,1971,0.0023023
dom,in_bld_resid,traditional biomass,1971,0.01427426
dza,in_bld_comm,electricity,1971,0.0015069600000000001
dza,in_bld_comm,gas,1971,5.8604e-4
dza,in_bld_comm,refined liquids,1971,0.00447902
dza,in_bld_resid,electricity,1971,0.00138138
dza,in_bld_resid,gas,1971,0.00259532
dza,in_bld_resid,refined liquids,1971,0.01410682
dza,in_bld_resid,traditional biomass,1971,3.7674000000000003e-4
ecu,in_bld_comm,electricity,1971,8.790600000000001e-4
ecu,in_bld_comm,refined liquids,1971,3.7674000000000003e-4
ecu,in_bld_resid,electricity,1971,0.00108836
ecu,in_bld_resid,refined liquids,1971,0.0025116
ecu,in_bld_resid,traditional biomass,1971,0.04106466
egy,in_bld_comm,coal,1971,7.1162e-4
egy,in_bld_comm,electricity,1971,4.1860000000000004e-4
egy,in_bld_comm,gas,1971,8.372e-5
egy,in_bld_comm,refined liquids,1971,0.01264172
egy,in_bld_resid,coal,1971,4.6046000000000005e-4
egy,in_bld_resid,electricity,1971,0.0073255
egy,in_bld_resid,gas,1971,4.186e-5
egy,in_bld_resid,refined liquids,1971,0.045125080000000005
egy,in_bld_resid,traditional biomass,1971,0.01343706
eri,in_bld_comm,biomass,1971,0
eri,in_bld_comm,electricity,1971,0
eri,in_bld_comm,refined liquids,1971,0
eri,in_bld_resid,biomass,1971,0
eri,in_bld_resid,electricity,1971,0
eri,in_bld_resid,refined liquids,1971,0
eri,in_bld_resid,traditional biomass,1971,0
esh,in_bld_comm,biomass,1971,1.6331534990500102e-5
esh,in_bld_comm,coal,1971,4.5802321928031445e-6
esh,in_bld_comm,electricity,1971,8.373959867650194e-6
esh,in_bld_comm,refined liquids,1971,6.204132697524259e-5
esh,in_bld_resid,biomass,1971,1.5776355330766387e-5
esh,in_bld_resid,coal,1971,0
esh,in_bld_resid,electricity,1971,4.626497164447621e-7
esh,in_bld_resid,refined liquids,1971,8.142635009427812e-6
esh,in_bld_resid,traditional biomass,1971,9.203490809235652e-4
esp,in_bld_comm,biomass,1971,0
esp,in_bld_comm,coal,1971,0
esp,in_bld_comm,electricity,1971,0.0175812
esp,in_bld_comm,gas,1971,0.0020930000000000002
esp,in_bld_comm,refined liquids,1971,0
esp,in_bld_resid,biomass,1971,0
esp,in_bld_resid,coal,1971,0.044873920000000005
esp,in_bld_resid,electricity,1971,0.03277638
esp,in_bld_resid,gas,1971,0.008497580000000001
esp,in_bld_resid,refined liquids,1971,0.10448256
est,in_bld_comm,biomass,1971,0
est,in_bld_comm,coal,1971,0.0029086511539915426
est,in_bld_comm,electricity,1971,0.0017110572301136365
est,in_bld_comm,gas,1971,0.002022822591857001
est,in_bld_comm,heat,1971,0.0032999214207597065
est,in_bld_comm,refined liquids,1971,0.0016912729513118394
est,in_bld_resid,biomass,1971,0
est,in_bld_resid,coal,1971,0
est,in_bld_resid,electricity,1971,0
est,in_bld_resid,gas,1971,0
est,in_bld_resid,heat,1971,0
est,in_bld_resid,refined liquids,1971,0.0017769189325174232
eth,in_bld_comm,biomass,1971,0.00234416
eth,in_bld_comm,electricity,1971,2.5116e-4
