# ../emissions-data/level1//L101.co_tgej_USA_en_Sepa_F_Yh.csv
# Written by L101.nonghg_en_USA_S_T_Y.R
# Fri Mar 14 14:54:53 2014
# " CO emissions factors for the USA by EPA sector / fuel / historical year "
# " Unit = Tg / EJ "
"sector","fuel","X1971","X1972","X1973","X1974","X1975","X1976","X1977","X1978","X1979","X1980","X1981","X1982","X1983","X1984","X1985","X1986","X1987","X1988","X1989","X1990","X1991","X1992","X1993","X1994","X1995","X1996","X1997","X1998","X1999","X2000","X2001","X2002","X2003","X2004","X2005","X2006","X2007","X2008","X2009","X2010"
"bld_comm","biomass",0.059862,0.062583,0.06349,0.06349,0.058955,0.06349,0.061676,0.066211,0.061676,0.05442,0.051699,0.05442,0.05442,0.058048,0.118817,0.121538,0.122445,0.122445,0.123352,0.204075,0.195912,0.204075,0.207703,0.212238,0.211331,0.122445,0.126073,0.121538,0.156004,0.161446,0.165074,0.150562,0,0,0,0,0,0,0,0
"bld_comm","coal",0.059862,0.062583,0.06349,0.06349,0.058955,0.06349,0.061676,0.066211,0.061676,0.05442,0.051699,0.05442,0.05442,0.058048,0.118817,0.121538,0.122445,0.122445,0.123352,0.204075,0.195912,0.204075,0.207703,0.212238,0.211331,0.122445,0.126073,0.121538,0.156004,0.161446,0.165074,0.150562,0,0,0,0,0,0,0,0
"bld_comm","gas",0.059862,0.062583,0.06349,0.06349,0.058955,0.06349,0.061676,0.066211,0.061676,0.05442,0.051699,0.05442,0.05442,0.058048,0.118817,0.121538,0.122445,0.122445,0.123352,0.204075,0.195912,0.204075,0.207703,0.212238,0.211331,0.122445,0.126073,0.121538,0.156004,0.161446,0.165074,0.150562,0,0,0,0,0,0,0,0
"bld_comm","refined liquids",0.059862,0.062583,0.06349,0.06349,0.058955,0.06349,0.061676,0.066211,0.061676,0.05442,0.051699,0.05442,0.05442,0.058048,0.118817,0.121538,0.122445,0.122445,0.123352,0.204075,0.195912,0.204075,0.207703,0.212238,0.211331,0.122445,0.126073,0.121538,0.156004,0.161446,0.165074,0.150562,0,0,0,0,0,0,0,0
"bld_resid","biomass",2.781769,2.76635,2.578601,2.701953,2.824398,3.198082,3.597162,4.128664,4.83431,5.434744,5.500048,5.936315,5.860127,5.881895,6.559424,5.728612,5.187133,5.520002,5.588027,3.429367,3.70963,3.929124,3.336853,3.271549,3.627093,2.132357,2.132357,2.132357,2.975867,2.291082,2.291082,1.944608,0,0,0,0,0,0,0,0
"bld_resid","coal",2.781769,2.76635,2.578601,2.701953,2.824398,3.198082,3.597162,4.128664,4.83431,5.434744,5.500048,5.936315,5.860127,5.881895,6.559424,5.728612,5.187133,5.520002,5.588027,3.429367,3.70963,3.929124,3.336853,3.271549,3.627093,2.132357,2.132357,2.132357,2.975867,2.291082,2.291082,1.944608,0,0,0,0,0,0,0,0
"bld_resid","gas",2.781769,2.76635,2.578601,2.701953,2.824398,3.198082,3.597162,4.128664,4.83431,5.434744,5.500048,5.936315,5.860127,5.881895,6.559424,5.728612,5.187133,5.520002,5.588027,3.429367,3.70963,3.929124,3.336853,3.271549,3.627093,2.132357,2.132357,2.132357,2.975867,2.291082,2.291082,1.944608,0,0,0,0,0,0,0,0
"bld_resid","refined liquids",2.781769,2.76635,2.578601,2.701953,2.824398,3.198082,3.597162,4.128664,4.83431,5.434744,5.500048,5.936315,5.860127,5.881895,6.559424,5.728612,5.187133,5.520002,5.588027,3.429367,3.70963,3.929124,3.336853,3.271549,3.627093,2.132357,2.132357,2.132357,2.975867,2.291082,2.291082,1.944608,0,0,0,0,0,0,0,0
"cement","all",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"coal","all",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001814,0.001814,0.001814,0.001814,0.001814,0.002721,0.003628,0.004535,0.004535,0.004535,0.004535,0.007256,0.007256,0.007256,0.011791,0.011791,0.011791,0.01814,0,0,0,0,0,0,0,0
