# ../emissions-data/level1//L114.bcoc_tgej_R_en_S_F_2000.csv
# Written by L114.bcoc_en_R_S_T_Y.R
# Fri Mar 14 14:55:24 2014
# " BC / OC emissions factors by GCAM region / sector / technology / 2000 "
# " Unit = Tg / EJ "
"GCAM_region_ID","Non.CO2","supplysector","subsector","stub.technology","X2000"
12,"BC","comm heating","coal","coal",0.969279673044015
12,"BC","comm heating","gas","gas",0
12,"BC","comm heating","refined liquids","refined liquids",0.0236391413246068
12,"BC","comm others","coal","coal",0.969279673044015
12,"BC","comm others","gas","gas",0
12,"BC","comm others","refined liquids","refined liquids",0.0236391413246068
12,"BC","district heat","biomass","biomass",0
12,"BC","district heat","coal","coal",0
12,"BC","district heat","gas","gas",0
12,"BC","district heat","refined liquids","refined liquids",0
12,"BC","electricity","biomass","biomass (conv)",0.0485211156264881
12,"BC","electricity","coal","coal (conv pul)",0.000402145208564236
12,"BC","electricity","gas","gas (steam/CT)",3.46343330445606e-05
12,"BC","electricity","refined liquids","refined liquids (steam/CT)",0.00454569260853359
12,"BC","industrial energy use","biomass","biomass",0.00204776754208222
12,"BC","industrial energy use","coal","coal",0.016080344150552
12,"BC","industrial energy use","gas","gas",3.76844638550487e-07
12,"BC","industrial energy use","refined liquids","refined liquids",0.0205274379557883
12,"BC","N fertilizer","gas","gas",3.76844638550487e-07
12,"BC","N fertilizer","refined liquids","refined liquids",0.0205274379557883
12,"BC","resid heating","biomass","biomass",0
12,"BC","resid heating","coal","coal",0
12,"BC","resid heating","gas","gas",3.86731538217584e-05
12,"BC","resid heating","refined liquids","refined liquids",0.0252698553489774
12,"BC","resid others","coal","coal",0
12,"BC","resid others","gas","gas",3.86731538217584e-05
12,"BC","resid others","refined liquids","refined liquids",0.0252698553489774
12,"BC","transportation","coal","coal",0
12,"BC","transportation","gas","gas",0
12,"BC","transportation","refined liquids","refined liquids",0.0313835358127253
12,"OC","comm heating","biomass","biomass",0.619374353143959
12,"OC","comm heating","coal","coal",0.789242785982627
12,"OC","comm heating","gas","gas",0.000259006332093271
12,"OC","comm heating","refined liquids","refined liquids",0.0120987731188932
12,"OC","comm others","coal","coal",0.789242785982627
12,"OC","comm others","gas","gas",0.000259006332093271
12,"OC","comm others","refined liquids","refined liquids",0.0120987731188932
12,"OC","district heat","biomass","biomass",0
12,"OC","district heat","coal","coal",0
12,"OC","district heat","gas","gas",0
12,"OC","district heat","refined liquids","refined liquids",0
12,"OC","electricity","biomass","biomass (conv)",0.106259962981491
12,"OC","electricity","coal","coal (conv pul)",0.00019646788815352
12,"OC","electricity","gas","gas (steam/CT)",0.000173171665222803
12,"OC","electricity","refined liquids","refined liquids (steam/CT)",0.0017211845799302
12,"OC","industrial energy use","biomass","biomass",0.00586764161096636
12,"OC","industrial energy use","coal","coal",0.0127612807318577
12,"OC","industrial energy use","gas","gas",2.63791246985341e-06
12,"OC","industrial energy use","refined liquids","refined liquids",0.0065415885342279
12,"OC","N fertilizer","gas","gas",2.63791246985341e-06
12,"OC","N fertilizer","refined liquids","refined liquids",0.0065415885342279
12,"OC","resid heating","biomass","biomass",0
12,"OC","resid heating","coal","coal",0
12,"OC","resid heating","gas","gas",0.00023203892293055
12,"OC","resid heating","refined liquids","refined liquids",0.0136878383140294
12,"OC","resid others","coal","coal",0
12,"OC","resid others","gas","gas",0.00023203892293055
12,"OC","resid others","refined liquids","refined liquids",0.0136878383140294
12,"OC","transportation","coal","coal",0
12,"OC","transportation","gas","gas",0
12,"OC","transportation","refined liquids","refined liquids",0.0263434598568698
13,"BC","comm cooling","gas","gas",0
13,"BC","comm heating","biomass","biomass",0.0348181260529478
13,"BC","comm heating","coal","coal",0.301538590317984
13,"BC","comm heating","gas","gas",0
13,"BC","comm heating","refined liquids","refined liquids",0.00735403160675366
13,"BC","comm others","coal","coal",0.301538590317984
13,"BC","comm others","gas","gas",0
13,"BC","comm others","refined liquids","refined liquids",0.00735403160675366
13,"BC","district heat","biomass","biomass",0
13,"BC","district heat","coal","coal",0
13,"BC","district heat","gas","gas",0
13,"BC","district heat","refined liquids","refined liquids",0
13,"BC","electricity","biomass","biomass (conv)",0.013400029199228
13,"BC","electricity","coal","coal (conv pul)",0.000111060050196963
13,"BC","electricity","gas","gas (steam/CT)",9.56492999183108e-06
13,"BC","electricity","refined liquids","refined liquids (steam/CT)",0.00125537949609329
13,"BC","industrial energy use","biomass","biomass",0.00184016231603248
13,"BC","industrial energy use","coal","coal",0.0144500988157039
13,"BC","industrial energy use","gas","gas",3.38639659340613e-07
13,"BC","industrial energy use","refined liquids","refined liquids",0.0184463407074649
13,"BC","N fertilizer","gas","gas",3.38639659340613e-07
13,"BC","N fertilizer","refined liquids","refined liquids",0.0184463407074649
13,"BC","resid heating","biomass","biomass",0
13,"BC","resid heating","gas","gas",1.20310459518262e-05
13,"BC","resid heating","refined liquids","refined liquids",0.00786133947856347
13,"BC","resid others","biomass","biomass",0
13,"BC","resid others","coal","coal",0
13,"BC","resid others","gas","gas",1.20310459518262e-05
13,"BC","resid others","refined liquids","refined liquids",0.00786133947856347
13,"BC","transportation","coal","coal",0
13,"BC","transportation","gas","gas",0
13,"BC","transportation","refined liquids","refined liquids",0.0165351980943464
13,"OC","comm cooling","gas","gas",8.05757166221828e-05
13,"OC","comm heating","biomass","biomass",0.192684603340136
13,"OC","comm heating","coal","coal",0.245529916413539
13,"OC","comm heating","gas","gas",8.05757166221828e-05
13,"OC","comm heating","refined liquids","refined liquids",0.00376387444440147
13,"OC","comm others","coal","coal",0.245529916413539
13,"OC","comm others","gas","gas",8.05757166221828e-05
13,"OC","comm others","refined liquids","refined liquids",0.00376387444440147
13,"OC","district heat","biomass","biomass",0
13,"OC","district heat","coal","coal",0
13,"OC","district heat","gas","gas",0
13,"OC","district heat","refined liquids","refined liquids",0
13,"OC","electricity","biomass","biomass (conv)",0.0293457103835337
13,"OC","electricity","coal","coal (conv pul)",5.42583451343939e-05
13,"OC","electricity","gas","gas (steam/CT)",4.78246499591553e-05
13,"OC","electricity","refined liquids","refined liquids (steam/CT)",0.000475337867452801
13,"OC","industrial energy use","biomass","biomass",0.00527277279017001
13,"OC","industrial energy use","coal","coal",0.0114675261837572
13,"OC","industrial energy use","gas","gas",2.37047761538429e-06
13,"OC","industrial energy use","refined liquids","refined liquids",0.00587839413424643
13,"OC","N fertilizer","gas","gas",2.37047761538429e-06
13,"OC","N fertilizer","refined liquids","refined liquids",0.00587839413424643
13,"OC","resid heating","biomass","biomass",0
13,"OC","resid heating","gas","gas",7.21862757109569e-05
13,"OC","resid heating","refined liquids","refined liquids",0.00425822555088854
13,"OC","resid others","biomass","biomass",0
13,"OC","resid others","coal","coal",0
13,"OC","resid others","gas","gas",7.21862757109569e-05
13,"OC","resid others","refined liquids","refined liquids",0.00425822555088854
13,"OC","transportation","coal","coal",0
13,"OC","transportation","gas","gas",0
13,"OC","transportation","refined liquids","refined liquids",0.0102727301150956
14,"BC","comm heating","biomass","biomass",0.332189374921134
14,"BC","comm heating","gas","gas",0
14,"BC","comm others","coal","coal",2.87688991877408
14,"BC","comm others","gas","gas",0
14,"BC","comm others","refined liquids","refined liquids",0.0701626261816274
14,"BC","district heat","biomass","biomass",0
14,"BC","district heat","coal","coal",0
14,"BC","district heat","gas","gas",0
14,"BC","district heat","refined liquids","refined liquids",0
14,"BC","electricity","coal","coal (conv pul)",0.000401364387608536
14,"BC","electricity","gas","gas (steam/CT)",3.4567085661148e-05
14,"BC","electricity","refined liquids","refined liquids (steam/CT)",0.00453686651295587
14,"BC","industrial energy use","biomass","biomass",0.0019106699470702
14,"BC","industrial energy use","coal","coal",0.0150037685799847
14,"BC","industrial energy use","gas","gas",3.51614971326681e-07
14,"BC","industrial energy use","refined liquids","refined liquids",0.0191531304146914
14,"BC","N fertilizer","gas","gas",3.51614971326681e-07
14,"BC","resid heating","biomass","biomass",0
14,"BC","resid heating","gas","gas",0.00011478462764788
14,"BC","resid others","coal","coal",0
14,"BC","resid others","gas","gas",0.00011478462764788
14,"BC","resid others","refined liquids","refined liquids",0.0750026995552719
14,"BC","transportation","coal","coal",0
14,"BC","transportation","gas","gas",0
14,"BC","transportation","refined liquids","refined liquids",0.0380230171651757
14,"OC","comm heating","biomass","biomass",1.83834643608188
14,"OC","comm heating","gas","gas",0.000768748923989813
14,"OC","comm others","coal","coal",2.34252783546765
14,"OC","comm others","gas","gas",0.000768748923989813
14,"OC","comm others","refined liquids","refined liquids",0.0359100055260297
14,"OC","district heat","biomass","biomass",0
14,"OC","district heat","coal","coal",0
14,"OC","district heat","gas","gas",0
14,"OC","district heat","refined liquids","refined liquids",0
14,"OC","electricity","coal","coal (conv pul)",0.000196086418373636
14,"OC","electricity","gas","gas (steam/CT)",0.00017283542830574
14,"OC","electricity","refined liquids","refined liquids (steam/CT)",0.00171784266024543
14,"OC","industrial energy use","biomass","biomass",0.00547480427141269
14,"OC","industrial energy use","coal","coal",0.0119069157408823
14,"OC","industrial energy use","gas","gas",2.46130479928677e-06
14,"OC","industrial energy use","refined liquids","refined liquids",0.0061036305936069
14,"OC","N fertilizer","gas","gas",2.46130479928677e-06
14,"OC","resid heating","biomass","biomass",0
14,"OC","resid heating","gas","gas",0.00068870776588728
14,"OC","resid others","coal","coal",0
14,"OC","resid others","gas","gas",0.00068870776588728
14,"OC","resid others","refined liquids","refined liquids",0.0406264622591056
14,"OC","transportation","coal","coal",0
14,"OC","transportation","gas","gas",0
14,"OC","transportation","refined liquids","refined liquids",0.0354489904054468
15,"BC","comm heating","biomass","biomass",0.0897563829845574
15,"BC","comm heating","coal","coal",0.777325383797129
15,"BC","comm heating","gas","gas",0
15,"BC","comm heating","refined liquids","refined liquids",0.0189576910708104
15,"BC","comm others","gas","gas",0
15,"BC","comm others","refined liquids","refined liquids",0.0189576910708104
15,"BC","district heat","biomass","biomass",0
15,"BC","district heat","coal","coal",0
15,"BC","district heat","gas","gas",0
15,"BC","district heat","refined liquids","refined liquids",0
15,"BC","electricity","biomass","biomass (conv)",0.0644327539719961
15,"BC","electricity","coal","coal (conv pul)",0.000534021589361215
15,"BC","electricity","gas","gas (steam/CT)",4.59920476112488e-05
15,"BC","electricity","refined liquids","refined liquids (steam/CT)",0.0060363717877516
15,"BC","industrial energy use","biomass","biomass",0.00191948740268835
15,"BC","industrial energy use","coal","coal",0.0150730087246585
15,"BC","industrial energy use","gas","gas",3.53237621753095e-07
15,"BC","industrial energy use","refined liquids","refined liquids",0.0192415192427249
15,"BC","N fertilizer","gas","gas",3.53237621753095e-07
15,"BC","N fertilizer","refined liquids","refined liquids",0.0192415192427249
15,"BC","resid heating","biomass","biomass",0
15,"BC","resid heating","coal","coal",0
15,"BC","resid heating","gas","gas",3.10143965391696e-05
15,"BC","resid heating","refined liquids","refined liquids",0.0202654616143485
15,"BC","resid others","coal","coal",0
15,"BC","resid others","gas","gas",3.10143965391696e-05
15,"BC","resid others","refined liquids","refined liquids",0.0202654616143485
15,"BC","transportation","coal","coal",0
15,"BC","transportation","gas","gas",0
15,"BC","transportation","refined liquids","refined liquids",0.0230123994634205
15,"OC","comm heating","biomass","biomass",0.496714643008782
15,"OC","comm heating","coal","coal",0.63294265688702
15,"OC","comm heating","gas","gas",0.000207713214358459
15,"OC","comm heating","refined liquids","refined liquids",0.009702755272462
15,"OC","comm others","gas","gas",0.000207713214358459
15,"OC","comm others","refined liquids","refined liquids",0.009702755272462
15,"OC","district heat","biomass","biomass",0
15,"OC","district heat","coal","coal",0
15,"OC","district heat","gas","gas",0
15,"OC","district heat","refined liquids","refined liquids",0
15,"OC","electricity","biomass","biomass (conv)",0.141106031126008
15,"OC","electricity","coal","coal (conv pul)",0.000260896043657387
15,"OC","electricity","gas","gas (steam/CT)",0.000229960238056244
15,"OC","electricity","refined liquids","refined liquids (steam/CT)",0.00228561650215837
15,"OC","industrial energy use","biomass","biomass",0.00550006967308778
15,"OC","industrial energy use","coal","coal",0.0119618643735623
15,"OC","industrial energy use","gas","gas",2.47266335227167e-06
15,"OC","industrial energy use","refined liquids","refined liquids",0.00613179793457087
15,"OC","N fertilizer","gas","gas",2.47266335227167e-06
15,"OC","N fertilizer","refined liquids","refined liquids",0.00613179793457086
15,"OC","resid heating","biomass","biomass",0
15,"OC","resid heating","coal","coal",0
15,"OC","resid heating","gas","gas",0.000186086379235018
15,"OC","resid heating","refined liquids","refined liquids",0.0109771250411055
15,"OC","resid others","coal","coal",0
15,"OC","resid others","gas","gas",0.000186086379235018
15,"OC","resid others","refined liquids","refined liquids",0.0109771250411055
15,"OC","transportation","coal","coal",0
15,"OC","transportation","gas","gas",0
15,"OC","transportation","refined liquids","refined liquids",0.0178017396762038
16,"BC","comm heating","biomass","biomass",0.0333840255390575
16,"BC","comm heating","coal","coal",0.289118718936187
16,"BC","comm heating","gas","gas",0
16,"BC","comm heating","refined liquids","refined liquids",0.00705113131595761
16,"BC","comm others","gas","gas",0
16,"BC","comm others","refined liquids","refined liquids",0.00705113131595761
16,"BC","district heat","biomass","biomass",0
16,"BC","district heat","gas","gas",0
16,"BC","district heat","refined liquids","refined liquids",0
16,"BC","electricity","biomass","biomass (conv)",0.00632731729409333
16,"BC","electricity","coal","coal (conv pul)",5.24410929145287e-05
16,"BC","electricity","gas","gas (steam/CT)",4.51643396102385e-06
16,"BC","electricity","refined liquids","refined liquids (steam/CT)",0.000592773663264769
16,"BC","industrial energy use","biomass","biomass",0.00105980973075182
16,"BC","industrial energy use","coal","coal",0.00832228505158563
16,"BC","industrial energy use","gas","gas",1.95033667987215e-07
16,"BC","industrial energy use","refined liquids","refined liquids",0.0106238516071153
16,"BC","N fertilizer","gas","gas",1.95033667987215e-07
16,"BC","N fertilizer","refined liquids","refined liquids",0.0106238516071153
16,"BC","resid heating","biomass","biomass",0
16,"BC","resid heating","gas","gas",1.15355072443175e-05
16,"BC","resid heating","refined liquids","refined liquids",0.00753754402303177
16,"BC","resid others","coal","coal",0
16,"BC","resid others","gas","gas",1.15355072443175e-05
16,"BC","resid others","refined liquids","refined liquids",0.00753754402303177
16,"BC","transportation","gas","gas",0
16,"BC","transportation","refined liquids","refined liquids",0.0100377926701261
16,"OC","comm heating","biomass","biomass",0.184748246045989
16,"OC","comm heating","coal","coal",0.235416948852658
16,"OC","comm heating","gas","gas",7.72569373047884e-05
16,"OC","comm heating","refined liquids","refined liquids",0.00360884673651373
16,"OC","comm others","gas","gas",7.72569373047884e-05
16,"OC","comm others","refined liquids","refined liquids",0.00360884673651373
16,"OC","district heat","biomass","biomass",0
16,"OC","district heat","gas","gas",0
16,"OC","district heat","refined liquids","refined liquids",0
16,"OC","electricity","biomass","biomass (conv)",0.0138566579263785
16,"OC","electricity","coal","coal (conv pul)",2.56200759277087e-05
16,"OC","electricity","gas","gas (steam/CT)",2.25821698051192e-05
16,"OC","electricity","refined liquids","refined liquids (steam/CT)",0.000224448280265301
16,"OC","industrial energy use","biomass","biomass",0.00303676249773118
16,"OC","industrial energy use","coal","coal",0.00660452381363876
16,"OC","industrial energy use","gas","gas",1.3652356759105e-06
16,"OC","industrial energy use","refined liquids","refined liquids",0.00338555965981362
16,"OC","N fertilizer","gas","gas",1.3652356759105e-06
16,"OC","N fertilizer","refined liquids","refined liquids",0.00338555965981362
16,"OC","resid heating","biomass","biomass",0
16,"OC","resid heating","gas","gas",6.92130434659048e-05
16,"OC","resid heating","refined liquids","refined liquids",0.00408283634580887
16,"OC","resid others","coal","coal",0
16,"OC","resid others","gas","gas",6.92130434659048e-05
16,"OC","resid others","refined liquids","refined liquids",0.00408283634580887
16,"OC","transportation","gas","gas",0
16,"OC","transportation","refined liquids","refined liquids",0.00604514267494573
17,"BC","comm others","biomass","biomass",0.133586632853839
17,"BC","comm others","coal","coal",1.15691249135053
17,"BC","comm others","refined liquids","refined liquids",0.0282151979906384
17,"BC","electricity","biomass","biomass (conv)",0.0373911484040938
17,"BC","electricity","coal","coal (conv pul)",0.000309899535063697
17,"BC","electricity","gas","gas (steam/CT)",2.66897714536269e-05
17,"BC","electricity","refined liquids","refined liquids (steam/CT)",0.00350298348936322
17,"BC","industrial energy use","biomass","biomass",0.00151439621289501
17,"BC","industrial energy use","coal","coal",0.0118919807952824
17,"BC","industrial energy use","gas","gas",2.78689881416107e-07
17,"BC","industrial energy use","refined liquids","refined liquids",0.0151807632760276
17,"BC","N fertilizer","gas","gas",2.78689881416107e-07
17,"BC","N fertilizer","refined liquids","refined liquids",0.0151807632760276
17,"BC","resid others","coal","coal",0
17,"BC","resid others","gas","gas",4.61594893409893e-05
17,"BC","resid others","refined liquids","refined liquids",0.0301615850624832
17,"BC","transportation","gas","gas",0
17,"BC","transportation","refined liquids","refined liquids",0.0510883270500136
17,"OC","comm others","biomass","biomass",0.739272622651875
17,"OC","comm others","coal","coal",0.942024126993252
17,"OC","comm others","refined liquids","refined liquids",0.0144408493652873
17,"OC","electricity","biomass","biomass (conv)",0.0818856284311289
17,"OC","electricity","coal","coal (conv pul)",0.000151401299573104
17,"OC","electricity","gas","gas (steam/CT)",0.000133448857268134
17,"OC","electricity","refined liquids","refined liquids (steam/CT)",0.00132637238917636
17,"OC","industrial energy use","biomass","biomass",0.00433932761002609
17,"OC","industrial energy use","coal","coal",0.00943741651084314
17,"OC","industrial energy use","gas","gas",1.95082916991275e-06
17,"OC","industrial energy use","refined liquids","refined liquids",0.00483773509393499
17,"OC","N fertilizer","gas","gas",1.95082916991275e-06
17,"OC","N fertilizer","refined liquids","refined liquids",0.00483773509393499
17,"OC","resid others","coal","coal",0
17,"OC","resid others","gas","gas",0.000276956936045936
17,"OC","resid others","refined liquids","refined liquids",0.0163375252421784
17,"OC","transportation","gas","gas",0
17,"OC","transportation","refined liquids","refined liquids",0.0444139636708968
18,"BC","comm others","biomass","biomass",0.597597205511587
18,"BC","comm others","gas","gas",0
18,"BC","comm others","refined liquids","refined liquids",0.126220139784571
18,"BC","electricity","biomass","biomass (conv)",0.0276633737093521
18,"BC","electricity","coal","coal (conv pul)",0.000229275296874351
18,"BC","electricity","gas","gas (steam/CT)",1.97460937535163e-05
18,"BC","electricity","refined liquids","refined liquids (steam/CT)",0.00259163854280911
18,"BC","industrial energy use","biomass","biomass",0.0044559611671825
18,"BC","industrial energy use","coal","coal",0.0349909780369558
18,"BC","industrial energy use","gas","gas",8.20017429192397e-07
18,"BC","industrial energy use","refined liquids","refined liquids",0.0446678954095212
18,"BC","N fertilizer","gas","gas",8.20017429192397e-07
18,"BC","resid others","biomass","biomass",0
18,"BC","resid others","coal","coal",0
18,"BC","resid others","gas","gas",0.000206493578352247
18,"BC","resid others","refined liquids","refined liquids",0.134927264518008
18,"BC","transportation","gas","gas",0
18,"BC","transportation","refined liquids","refined liquids",0.0363701192734788
18,"OC","comm others","biomass","biomass",3.30712170798821
18,"OC","comm others","gas","gas",0.00138295274743637
18,"OC","comm others","refined liquids","refined liquids",0.0646008589448587
18,"OC","electricity","biomass","biomass (conv)",0.0605820585191617
18,"OC","electricity","coal","coal (conv pul)",0.000112012358778309
18,"OC","electricity","gas","gas (steam/CT)",9.87304687675816e-05
18,"OC","electricity","refined liquids","refined liquids (steam/CT)",0.000981300030772384
18,"OC","industrial energy use","biomass","biomass",0.012768042575196
18,"OC","industrial energy use","coal","coal",0.0277686652494022
18,"OC","industrial energy use","gas","gas",5.74012200434678e-06
18,"OC","industrial energy use","refined liquids","refined liquids",0.0142345573319159
18,"OC","N fertilizer","gas","gas",5.74012200434678e-06
18,"OC","resid others","biomass","biomass",0
18,"OC","resid others","coal","coal",0
18,"OC","resid others","gas","gas",0.00123896147011348
18,"OC","resid others","refined liquids","refined liquids",0.0730856016139211
18,"OC","transportation","gas","gas",0
18,"OC","transportation","refined liquids","refined liquids",0.0232927591201827
19,"BC","comm heating","coal","coal",0.105284860867822
19,"BC","comm heating","gas","gas",0
19,"BC","comm heating","refined liquids","refined liquids",0.00256772505873337
19,"BC","comm others","gas","gas",0
19,"BC","comm others","refined liquids","refined liquids",0.00256772505873337
19,"BC","district heat","biomass","biomass",0
19,"BC","district heat","coal","coal",0
19,"BC","district heat","gas","gas",0
19,"BC","district heat","refined liquids","refined liquids",0
19,"BC","electricity","biomass","biomass (conv)",0.00708844917964257
19,"BC","electricity","coal","coal (conv pul)",5.87493885278307e-05
19,"BC","electricity","gas","gas (steam/CT)",5.0597292846078e-06
19,"BC","electricity","refined liquids","refined liquids (steam/CT)",0.000664080176760754
19,"BC","industrial energy use","biomass","biomass",0.00155586126262108
19,"BC","industrial energy use","coal","coal",0.0122175901508917
19,"BC","industrial energy use","gas","gas",2.8632057257386e-07
19,"BC","industrial energy use","refined liquids","refined liquids",0.0155964214101146
19,"BC","N fertilizer","gas","gas",2.8632057257386e-07
19,"BC","resid heating","biomass","biomass",0
19,"BC","resid heating","gas","gas",4.20074590717101e-06
19,"BC","resid heating","refined liquids","refined liquids",0.00274485608081688
19,"BC","resid others","gas","gas",4.20074590717101e-06
19,"BC","resid others","refined liquids","refined liquids",0.00274485608081688
19,"BC","transportation","refined liquids","refined liquids",0.015021428120201
19,"OC","comm heating","coal","coal",0.0857289379154652
19,"OC","comm heating","gas","gas",2.81337228012689e-05
19,"OC","comm heating","refined liquids","refined liquids",0.0013141899906903
19,"OC","comm others","gas","gas",2.81337228012689e-05
19,"OC","comm others","refined liquids","refined liquids",0.0013141899906903
19,"OC","district heat","biomass","biomass",0
19,"OC","district heat","coal","coal",0
19,"OC","district heat","gas","gas",0
19,"OC","district heat","refined liquids","refined liquids",0
19,"OC","electricity","biomass","biomass (conv)",0.0155235166730959
19,"OC","electricity","coal","coal (conv pul)",2.87019913418409e-05
19,"OC","electricity","gas","gas (steam/CT)",2.5298646423039e-05
19,"OC","electricity","refined liquids","refined liquids (steam/CT)",0.000251447833919121
19,"OC","industrial energy use","biomass","biomass",0.00445814092558734
19,"OC","industrial energy use","coal","coal",0.00969581846772582
19,"OC","industrial energy use","gas","gas",2.00424400801702e-06
19,"OC","industrial energy use","refined liquids","refined liquids",0.00497019509649147
19,"OC","N fertilizer","gas","gas",2.00424400801702e-06
19,"OC","resid heating","biomass","biomass",0
19,"OC","resid heating","gas","gas",2.5204475443026e-05
19,"OC","resid heating","refined liquids","refined liquids",0.00148679704377581
19,"OC","resid others","gas","gas",2.5204475443026e-05
19,"OC","resid others","refined liquids","refined liquids",0.00148679704377581
19,"OC","transportation","refined liquids","refined liquids",0.00972533243388604
20,"BC","comm cooling","gas","gas",0
20,"BC","comm heating","gas","gas",0
20,"BC","comm heating","refined liquids","refined liquids",0.0153846456514209
20,"BC","comm others","gas","gas",0
20,"BC","comm others","refined liquids","refined liquids",0.0153846456514209
20,"BC","electricity","biomass","biomass (conv)",0.0228358514151609
20,"BC","electricity","coal","coal (conv pul)",0.000189264572990949
20,"BC","electricity","gas","gas (steam/CT)",1.63002122489743e-05
20,"BC","electricity","refined liquids","refined liquids (steam/CT)",0.0021393729234618
20,"BC","industrial energy use","biomass","biomass",0.00296435832034914
20,"BC","industrial energy use","coal","coal",0.0232779849261096
20,"BC","industrial energy use","gas","gas",5.4552214390028e-07
20,"BC","industrial energy use","refined liquids","refined liquids",0.0297156196927594
20,"BC","N fertilizer","gas","gas",5.4552214390028e-07
20,"BC","resid heating","gas","gas",2.51689669942165e-05
20,"BC","resid heating","refined liquids","refined liquids",0.0164459345146348
20,"BC","resid others","gas","gas",2.51689669942165e-05
20,"BC","resid others","refined liquids","refined liquids",0.0164459345146348
20,"BC","transportation","gas","gas",0
20,"BC","transportation","refined liquids","refined liquids",0.0219491670572978
20,"OC","comm cooling","gas","gas",0.000168564525505053
20,"OC","comm heating","gas","gas",0.000168564525505053
20,"OC","comm heating","refined liquids","refined liquids",0.00787403123891621
20,"OC","comm others","gas","gas",0.000168564525505053
20,"OC","comm others","refined liquids","refined liquids",0.00787403123891621
20,"OC","electricity","biomass","biomass (conv)",0.0500099120701413
20,"OC","electricity","coal","coal (conv pul)",9.24651348963417e-05
20,"OC","electricity","gas","gas (steam/CT)",8.15010612448715e-05
20,"OC","electricity","refined liquids","refined liquids (steam/CT)",0.00081005382538845
20,"OC","industrial energy use","biomass","biomass",0.00849402672561581
20,"OC","industrial energy use","coal","coal",0.018473292470164
20,"OC","industrial energy use","gas","gas",3.81865500730196e-06
20,"OC","industrial energy use","refined liquids","refined liquids",0.00946963559155799
20,"OC","N fertilizer","gas","gas",3.81865500730196e-06
20,"OC","resid heating","gas","gas",0.000151013801965299
20,"OC","resid heating","refined liquids","refined liquids",0.00890821452876051
20,"OC","resid others","gas","gas",0.000151013801965299
20,"OC","resid others","refined liquids","refined liquids",0.00890821452876051
20,"OC","transportation","gas","gas",0
20,"OC","transportation","refined liquids","refined liquids",0.0162246847603703
21,"BC","comm cooling","gas","gas",0
21,"BC","comm heating","gas","gas",0
21,"BC","comm heating","refined liquids","refined liquids",0.00188372975016506
21,"BC","comm others","biomass","biomass",0.00891863720448274
21,"BC","comm others","gas","gas",0
21,"BC","comm others","refined liquids","refined liquids",0.00188372975016506
21,"BC","electricity","coal","coal (conv pul)",0.00012460385740906
21,"BC","electricity","gas","gas (steam/CT)",1.073137614035e-05
21,"BC","electricity","refined liquids","refined liquids (steam/CT)",0.00140847341098847
21,"BC","industrial energy use","biomass","biomass",0.00310886126368269
21,"BC","industrial energy use","coal","coal",0.0244127118967347
21,"BC","industrial energy use","gas","gas",5.72114595597529e-07
21,"BC","industrial energy use","refined liquids","refined liquids",0.0311641606734862
21,"BC","N fertilizer","gas","gas",5.72114595597529e-07
21,"BC","resid cooling","gas","gas",3.08174351117078e-06
21,"BC","resid heating","gas","gas",3.08174351117078e-06
21,"BC","resid heating","refined liquids","refined liquids",0.0020136762858508
21,"BC","resid others","biomass","biomass",0
21,"BC","resid others","coal","coal",0
21,"BC","resid others","gas","gas",3.08174351117078e-06
21,"BC","resid others","refined liquids","refined liquids",0.0020136762858508
21,"BC","transportation","gas","gas",0
21,"BC","transportation","refined liquids","refined liquids",0.0156017553952803
21,"OC","comm cooling","gas","gas",2.06394101437753e-05
21,"OC","comm heating","gas","gas",2.06394101437753e-05
21,"OC","comm heating","refined liquids","refined liquids",0.000964113651659282
21,"OC","comm others","biomass","biomass",0.0493560184562213
21,"OC","comm others","gas","gas",2.06394101437753e-05
21,"OC","comm others","refined liquids","refined liquids",0.000964113651659282
21,"OC","electricity","coal","coal (conv pul)",6.0875166978472e-05
21,"OC","electricity","gas","gas (steam/CT)",5.365688070175e-05
21,"OC","electricity","refined liquids","refined liquids (steam/CT)",0.000533305466296604
21,"OC","industrial energy use","biomass","biomass",0.00890808323632158
21,"OC","industrial energy use","coal","coal",0.0193738061215251
21,"OC","industrial energy use","gas","gas",4.0048021691827e-06
21,"OC","industrial energy use","refined liquids","refined liquids",0.00993124989974836
21,"OC","N fertilizer","gas","gas",4.0048021691827e-06
21,"OC","resid cooling","gas","gas",1.84904610670246e-05
21,"OC","resid heating","gas","gas",1.84904610670246e-05
21,"OC","resid heating","refined liquids","refined liquids",0.00109074132150252
21,"OC","resid others","biomass","biomass",0
21,"OC","resid others","coal","coal",0
21,"OC","resid others","gas","gas",1.84904610670246e-05
21,"OC","resid others","refined liquids","refined liquids",0.00109074132150252
21,"OC","transportation","gas","gas",0
21,"OC","transportation","refined liquids","refined liquids",0.00948511166753801
22,"BC","comm heating","gas","gas",0
22,"BC","comm heating","refined liquids","refined liquids",0.612664960512858
22,"BC","comm others","gas","gas",0
22,"BC","comm others","refined liquids","refined liquids",0.612664960512858
22,"BC","electricity","coal","coal (conv pul)",9.01801572285204e-05
22,"BC","electricity","gas","gas (steam/CT)",7.76667117485876e-06
22,"BC","electricity","refined liquids","refined liquids (steam/CT)",0.00101936132874403
22,"BC","industrial energy use","biomass","biomass",0.00644992455173223
