# ../emissions-data/level1//L103.ghg_tgmt_USA_an_Sepa_F_2005.csv
# Written by L103.ghg_an_USA_S_T_Y.R
# Fri Mar 14 14:50:07 2014
# " GHG emissions factors by sector / technology / 2005 "
# " Unit = Tg / Mt "
"sector","fuel","ch4_em_factor"
"Beef","all",0.333543885640035
"Dairy","all",0.0270022656747036
"Pork","all",0.0998189362919913
"Poultry","all",0
"SheepGoat","all",0.767841011743451
