# ../emissions-data/level1//L101.nox_tgej_USA_en_Sepa_F_Yh.csv
# Written by L101.nonghg_en_USA_S_T_Y.R
# Fri Mar 14 14:54:53 2014
# " NOx emissions factors for the USA by EPA sector / fuel / historical year "
# " Unit = Tg / EJ "
"sector","fuel","X1971","X1972","X1973","X1974","X1975","X1976","X1977","X1978","X1979","X1980","X1981","X1982","X1983","X1984","X1985","X1986","X1987","X1988","X1989","X1990","X1991","X1992","X1993","X1994","X1995","X1996","X1997","X1998","X1999","X2000","X2001","X2002","X2003","X2004","X2005","X2006","X2007","X2008","X2009","X2010"
"bld_comm","biomass",0.329241,0.340125,0.341939,0.323799,0.302938,0.329241,0.315636,0.321985,0.292961,0.282077,0.251239,0.254867,0.228564,0.234913,0.271193,0.269379,0.283891,0.293868,0.284798,0.336497,0.331962,0.348288,0.359172,0.365521,0.364614,0.360079,0.369149,0.347381,0.359172,0.367335,0.378219,0.331962,0,0,0,0,0,0,0,0
"bld_comm","coal",0.329241,0.340125,0.341939,0.323799,0.302938,0.329241,0.315636,0.321985,0.292961,0.282077,0.251239,0.254867,0.228564,0.234913,0.271193,0.269379,0.283891,0.293868,0.284798,0.336497,0.331962,0.348288,0.359172,0.365521,0.364614,0.360079,0.369149,0.347381,0.359172,0.367335,0.378219,0.331962,0,0,0,0,0,0,0,0
"bld_comm","gas",0.329241,0.340125,0.341939,0.323799,0.302938,0.329241,0.315636,0.321985,0.292961,0.282077,0.251239,0.254867,0.228564,0.234913,0.271193,0.269379,0.283891,0.293868,0.284798,0.336497,0.331962,0.348288,0.359172,0.365521,0.364614,0.360079,0.369149,0.347381,0.359172,0.367335,0.378219,0.331962,0,0,0,0,0,0,0,0
"bld_comm","refined liquids",0.329241,0.340125,0.341939,0.323799,0.302938,0.329241,0.315636,0.321985,0.292961,0.282077,0.251239,0.254867,0.228564,0.234913,0.271193,0.269379,0.283891,0.293868,0.284798,0.336497,0.331962,0.348288,0.359172,0.365521,0.364614,0.360079,0.369149,0.347381,0.359172,0.367335,0.378219,0.331962,0,0,0,0,0,0,0,0
"bld_resid","biomass",0.438988,0.443523,0.423569,0.40815,0.409964,0.431732,0.424476,0.431732,0.416313,0.39001,0.373684,0.376405,0.360079,0.374591,0.375498,0.360079,0.355544,0.377312,0.383661,0.647598,0.829905,0.87979,0.827184,0.817207,0.812672,0.641249,0.606783,0.558712,0.330148,0.321078,0.322892,0.325613,0,0,0,0,0,0,0,0
"bld_resid","coal",0.438988,0.443523,0.423569,0.40815,0.409964,0.431732,0.424476,0.431732,0.416313,0.39001,0.373684,0.376405,0.360079,0.374591,0.375498,0.360079,0.355544,0.377312,0.383661,0.647598,0.829905,0.87979,0.827184,0.817207,0.812672,0.641249,0.606783,0.558712,0.330148,0.321078,0.322892,0.325613,0,0,0,0,0,0,0,0
"bld_resid","gas",0.438988,0.443523,0.423569,0.40815,0.409964,0.431732,0.424476,0.431732,0.416313,0.39001,0.373684,0.376405,0.360079,0.374591,0.375498,0.360079,0.355544,0.377312,0.383661,0.647598,0.829905,0.87979,0.827184,0.817207,0.812672,0.641249,0.606783,0.558712,0.330148,0.321078,0.322892,0.325613,0,0,0,0,0,0,0,0
"bld_resid","refined liquids",0.438988,0.443523,0.423569,0.40815,0.409964,0.431732,0.424476,0.431732,0.416313,0.39001,0.373684,0.376405,0.360079,0.374591,0.375498,0.360079,0.355544,0.377312,0.383661,0.647598,0.829905,0.87979,0.827184,0.817207,0.812672,0.641249,0.606783,0.558712,0.330148,0.321078,0.322892,0.325613,0,0,0,0,0,0,0,0
"cement","all",0.092514,0.097049,0.100677,0.095235,0.080723,0.086165,0.092514,0.098863,0.09977,0.088886,0.084351,0.074374,0.083444,0.091607,0.124259,0.123352,0.11791,0.114282,0.112468,0.136957,0.118817,0.126073,0.129701,0.13605,0.138771,0.177772,0.192284,0.194098,0.164167,0.17233,0.184121,0.194098,0,0,0,0,0,0,0,0
"coal","all",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000907,0.000907,0.000907,0.000907,0.000907,0.002721,0.003628,0.003628,0.004535,0.004535,0.004535,0.006349,0.006349,0.006349,0.007256,0.008163,0.008163,0.031745,0,0,0,0,0,0,0,0
"elec_heat","biomass",4.60756,4.90687,5.25153,5.207994,5.164458,5.55084,5.956269,5.825661,5.834731,6.370768,6.397978,6.146739,6.277347,6.591169,5.513653,5.497327,5.621586,5.891872,5.934501,5.830196,5.760357,5.739496,5.872825,5.79573,5.656959,5.451977,5.547212,5.503676,5.065595,4.708237,4.333646,4.124129,0,0,0,0,0,0,0,0
"elec_heat","coal",4.60756,4.90687,5.25153,5.207994,5.164458,5.55084,5.956269,5.825661,5.834731,6.370768,6.397978,6.146739,6.277347,6.591169,5.513653,5.497327,5.621586,5.891872,5.934501,5.830196,5.760357,5.739496,5.872825,5.79573,5.656959,5.451977,5.547212,5.503676,5.065595,4.708237,4.333646,4.124129,0,0,0,0,0,0,0,0
"elec_heat","gas",4.60756,4.90687,5.25153,5.207994,5.164458,5.55084,5.956269,5.825661,5.834731,6.370768,6.397978,6.146739,6.277347,6.591169,5.513653,5.497327,5.621586,5.891872,5.934501,5.830196,5.760357,5.739496,5.872825,5.79573,5.656959,5.451977,5.547212,5.503676,5.065595,4.708237,4.333646,4.124129,0,0,0,0,0,0,0,0
"elec_heat","refined liquids",4.60756,4.90687,5.25153,5.207994,5.164458,5.55084,5.956269,5.825661,5.834731,6.370768,6.397978,6.146739,6.277347,6.591169,5.513653,5.497327,5.621586,5.891872,5.934501,5.830196,5.760357,5.739496,5.872825,5.79573,5.656959,5.451977,5.547212,5.503676,5.065595,4.708237,4.333646,4.124129,0,0,0,0,0,0,0,0
