# ../emissions-data/level1//L101.so2_tgej_USA_en_Sepa_F_Yh.csv
# Written by L101.nonghg_en_USA_S_T_Y.R
# Fri Mar 14 14:54:53 2014
# " SO2 emissions factors for the USA by EPA sector / fuel / historical year "
# " Unit = Tg / EJ "
"sector","fuel","X1971","X1972","X1973","X1974","X1975","X1976","X1977","X1978","X1979","X1980","X1981","X1982","X1983","X1984","X1985","X1986","X1987","X1988","X1989","X1990","X1991","X1992","X1993","X1994","X1995","X1996","X1997","X1998","X1999","X2000","X2001","X2002","X2003","X2004","X2005","X2006","X2007","X2008","X2009","X2010"
"elec_heat","biomass",15.536003,15.79087,17.164975,16.610798,16.569076,17.081531,17.202162,15.743706,15.992224,15.844383,14.677074,14.213597,14.014057,14.532861,14.732401,14.214504,14.214504,14.472092,14.678888,14.38502,14.27618,13.941497,13.73198,13.456252,10.906675,11.531598,11.917073,12.116613,11.402804,10.323474,9.829159,9.32396,0,0,0,0,0,0,0,0
"elec_heat","coal",15.536003,15.79087,17.164975,16.610798,16.569076,17.081531,17.202162,15.743706,15.992224,15.844383,14.677074,14.213597,14.014057,14.532861,14.732401,14.214504,14.214504,14.472092,14.678888,14.38502,14.27618,13.941497,13.73198,13.456252,10.906675,11.531598,11.917073,12.116613,11.402804,10.323474,9.829159,9.32396,0,0,0,0,0,0,0,0
"elec_heat","gas",15.536003,15.79087,17.164975,16.610798,16.569076,17.081531,17.202162,15.743706,15.992224,15.844383,14.677074,14.213597,14.014057,14.532861,14.732401,14.214504,14.214504,14.472092,14.678888,14.38502,14.27618,13.941497,13.73198,13.456252,10.906675,11.531598,11.917073,12.116613,11.402804,10.323474,9.829159,9.32396,0,0,0,0,0,0,0,0
"elec_heat","refined liquids",15.536003,15.79087,17.164975,16.610798,16.569076,17.081531,17.202162,15.743706,15.992224,15.844383,14.677074,14.213597,14.014057,14.532861,14.732401,14.214504,14.214504,14.472092,14.678888,14.38502,14.27618,13.941497,13.73198,13.456252,10.906675,11.531598,11.917073,12.116613,11.402804,10.323474,9.829159,9.32396,0,0,0,0,0,0,0,0
"industry_energy","biomass",3.846587,3.830261,3.642512,3.424832,3.00217,3.063846,3.148197,3.114638,2.994914,2.676557,2.616695,2.532344,2.288361,2.469761,2.868841,2.82077,2.777234,2.816235,2.79356,3.212594,2.940494,2.971332,2.963169,2.9024,3.024845,2.565903,2.525995,2.467947,1.921933,1.924654,2.018982,2.075216,0,0,0,0,0,0,0,0
"industry_energy","coal",3.846587,3.830261,3.642512,3.424832,3.00217,3.063846,3.148197,3.114638,2.994914,2.676557,2.616695,2.532344,2.288361,2.469761,2.868841,2.82077,2.777234,2.816235,2.79356,3.212594,2.940494,2.971332,2.963169,2.9024,3.024845,2.565903,2.525995,2.467947,1.921933,1.924654,2.018982,2.075216,0,0,0,0,0,0,0,0
"industry_energy","gas",3.846587,3.830261,3.642512,3.424832,3.00217,3.063846,3.148197,3.114638,2.994914,2.676557,2.616695,2.532344,2.288361,2.469761,2.868841,2.82077,2.777234,2.816235,2.79356,3.212594,2.940494,2.971332,2.963169,2.9024,3.024845,2.565903,2.525995,2.467947,1.921933,1.924654,2.018982,2.075216,0,0,0,0,0,0,0,0
"industry_energy","refined liquids",3.846587,3.830261,3.642512,3.424832,3.00217,3.063846,3.148197,3.114638,2.994914,2.676557,2.616695,2.532344,2.288361,2.469761,2.868841,2.82077,2.777234,2.816235,2.79356,3.212594,2.940494,2.971332,2.963169,2.9024,3.024845,2.565903,2.525995,2.467947,1.921933,1.924654,2.018982,2.075216,0,0,0,0,0,0,0,0
"oil_gas","all",0.516083,0.568689,0.645784,0.657575,0.659389,0.630365,0.629458,0.648505,0.673901,0.665738,0.646691,0.624923,0.652133,0.641249,0.457128,0.423569,0.402708,0.400894,0.388196,0.386382,0.337404,0.370056,0.341032,0.336497,0.32652,0.297496,0.304752,0.303845,0.274821,0.278449,0.28117,0.307473,0,0,0,0,0,0,0,0
"trn_air","all",0.005442,0.005442,0.005442,0.005442,0.005442,0.005442,0.005442,0.005442,0.006349,0.006349,0.006349,0.006349,0.006349,0.006349,0.006349,0.006349,0.006349,0.006349,0.006349,0.006349,0.006349,0.006349,0.006349,0.006349,0.006349,0.006349,0.007256,0.007256,0.007256,0.008163,0.007256,0.007256,0,0,0,0,0,0,0,0
"trn_rail","all",0.067118,0.066211,0.066211,0.065304,0.064397,0.067118,0.068932,0.071653,0.068932,0.066211,0.06349,0.060769,0.058955,0.056234,0.053513,0.050792,0.048071,0.048978,0.049885,0.050792,0.050792,0.051699,0.052606,0.052606,0.053513,0.05442,0.052606,0.050792,0.052606,0.050792,0.051699,0.042629,0,0,0,0,0,0,0,0
"trn_road","gas",0.258495,0.269379,0.280263,0.292054,0.302938,0.313822,0.324706,0.33559,0.345567,0.356451,0.368242,0.379126,0.390917,0.401801,0.411778,0.422662,0.43536,0.441709,0.448058,0.456221,0.425383,0.395452,0.365521,0.334683,0.304752,0.273914,0.275728,0.2721,0.273007,0.23582,0.224936,0.249425,0,0,0,0,0,0,0,0
"trn_road","refined liquids",0.258495,0.269379,0.280263,0.292054,0.302938,0.313822,0.324706,0.33559,0.345567,0.356451,0.368242,0.379126,0.390917,0.401801,0.411778,0.422662,0.43536,0.441709,0.448058,0.456221,0.425383,0.395452,0.365521,0.334683,0.304752,0.273914,0.275728,0.2721,0.273007,0.23582,0.224936,0.249425,0,0,0,0,0,0,0,0
"trn_ship","all",0.14512,0.146027,0.146027,0.146027,0.146934,0.142399,0.138771,0.134236,0.137864,0.141492,0.144213,0.147841,0.150562,0.15419,0.156911,0.160539,0.16326,0.159632,0.156004,0.151469,0.150562,0.149655,0.147841,0.146934,0.14512,0.144213,0.149655,0.15419,0.159632,0.147841,0.146027,0.14512,0,0,0,0,0,0,0,0
