# ../emissions-data/level1//L101.voc_tgej_USA_en_Sepa_F_Yh.csv
# Written by L101.nonghg_en_USA_S_T_Y.R
# Fri Mar 14 14:54:53 2014
# " VOC emissions factors for the USA by EPA sector / fuel / historical year "
# " Unit = Tg / EJ "
"sector","fuel","X1971","X1972","X1973","X1974","X1975","X1976","X1977","X1978","X1979","X1980","X1981","X1982","X1983","X1984","X1985","X1986","X1987","X1988","X1989","X1990","X1991","X1992","X1993","X1994","X1995","X1996","X1997","X1998","X1999","X2000","X2001","X2002","X2003","X2004","X2005","X2006","X2007","X2008","X2009","X2010"
"bld_comm","biomass",0.010884,0.010884,0.010884,0.011791,0.009977,0.010884,0.010884,0.011791,0.009977,0.009977,0.00907,0.00907,0.00907,0.009977,0.013605,0.013605,0.013605,0.013605,0.014512,0.01814,0.01814,0.019954,0.021768,0.021768,0.020861,0.021768,0.021768,0.020861,0.023582,0.023582,0.025396,0.021768,0,0,0,0,0,0,0,0
"bld_comm","coal",0.010884,0.010884,0.010884,0.011791,0.009977,0.010884,0.010884,0.011791,0.009977,0.009977,0.00907,0.00907,0.00907,0.009977,0.013605,0.013605,0.013605,0.013605,0.014512,0.01814,0.01814,0.019954,0.021768,0.021768,0.020861,0.021768,0.021768,0.020861,0.023582,0.023582,0.025396,0.021768,0,0,0,0,0,0,0,0
"bld_comm","gas",0.010884,0.010884,0.010884,0.011791,0.009977,0.010884,0.010884,0.011791,0.009977,0.009977,0.00907,0.00907,0.00907,0.009977,0.013605,0.013605,0.013605,0.013605,0.014512,0.01814,0.01814,0.019954,0.021768,0.021768,0.020861,0.021768,0.021768,0.020861,0.023582,0.023582,0.025396,0.021768,0,0,0,0,0,0,0,0
"bld_comm","refined liquids",0.010884,0.010884,0.010884,0.011791,0.009977,0.010884,0.010884,0.011791,0.009977,0.009977,0.00907,0.00907,0.00907,0.009977,0.013605,0.013605,0.013605,0.013605,0.014512,0.01814,0.01814,0.019954,0.021768,0.021768,0.020861,0.021768,0.021768,0.020861,0.023582,0.023582,0.025396,0.021768,0,0,0,0,0,0,0,0
"bld_resid","biomass",0.336497,0.334683,0.312008,0.327427,0.38094,0.431732,0.485245,0.556898,0.652133,0.733763,0.742833,0.800881,0.790904,0.793625,1.244404,1.087493,0.984095,1.047585,1.060283,0.651226,0.703832,0.745554,0.633086,0.620388,0.688413,0.755531,0.755531,0.755531,1.243497,0.811765,0.811765,0.675715,0,0,0,0,0,0,0,0
"bld_resid","coal",0.336497,0.334683,0.312008,0.327427,0.38094,0.431732,0.485245,0.556898,0.652133,0.733763,0.742833,0.800881,0.790904,0.793625,1.244404,1.087493,0.984095,1.047585,1.060283,0.651226,0.703832,0.745554,0.633086,0.620388,0.688413,0.755531,0.755531,0.755531,1.243497,0.811765,0.811765,0.675715,0,0,0,0,0,0,0,0
"bld_resid","gas",0.336497,0.334683,0.312008,0.327427,0.38094,0.431732,0.485245,0.556898,0.652133,0.733763,0.742833,0.800881,0.790904,0.793625,1.244404,1.087493,0.984095,1.047585,1.060283,0.651226,0.703832,0.745554,0.633086,0.620388,0.688413,0.755531,0.755531,0.755531,1.243497,0.811765,0.811765,0.675715,0,0,0,0,0,0,0,0
"bld_resid","refined liquids",0.336497,0.334683,0.312008,0.327427,0.38094,0.431732,0.485245,0.556898,0.652133,0.733763,0.742833,0.800881,0.790904,0.793625,1.244404,1.087493,0.984095,1.047585,1.060283,0.651226,0.703832,0.745554,0.633086,0.620388,0.688413,0.755531,0.755531,0.755531,1.243497,0.811765,0.811765,0.675715,0,0,0,0,0,0,0,0
"cement","all",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"coal","all",0.009977,0.010884,0.010884,0.011791,0.011791,0.012698,0.013605,0.013605,0.014512,0.014512,0.015419,0.014512,0.013605,0.012698,0.002721,0.002721,0.002721,0.002721,0.002721,0.002721,0.002721,0.002721,0.002721,0.002721,0.003628,0.004535,0.004535,0.004535,0.008163,0.00907,0.00907,0.00907,0,0,0,0,0,0,0,0
