# ../emissions-data/level1//L101.voc_tgej_USA_en_Sepa_F_Yh.csv
# Written by L101.nonghg_en_USA_S_T_Y.R
# Fri Mar 14 14:54:53 2014
# " VOC emissions factors for the USA by EPA sector / fuel / historical year "
# " Unit = Tg / EJ "
"sector","fuel","X1971","X1972","X1973","X1974","X1975","X1976","X1977","X1978","X1979","X1980","X1981","X1982","X1983","X1984","X1985","X1986","X1987","X1988","X1989","X1990","X1991","X1992","X1993","X1994","X1995","X1996","X1997","X1998","X1999","X2000","X2001","X2002","X2003","X2004","X2005","X2006","X2007","X2008","X2009","X2010"
"elec_heat","biomass",0.029024,0.034466,0.038094,0.038094,0.03628,0.039001,0.042629,0.042629,0.040815,0.040815,0.040815,0.038094,0.039001,0.040815,0.028117,0.029931,0.029931,0.032652,0.032652,0.031745,0.030838,0.029931,0.031745,0.031745,0.030838,0.035373,0.037187,0.040815,0.041722,0.048978,0.047164,0.039001,0,0,0,0,0,0,0,0
"elec_heat","coal",0.029024,0.034466,0.038094,0.038094,0.03628,0.039001,0.042629,0.042629,0.040815,0.040815,0.040815,0.038094,0.039001,0.040815,0.028117,0.029931,0.029931,0.032652,0.032652,0.031745,0.030838,0.029931,0.031745,0.031745,0.030838,0.035373,0.037187,0.040815,0.041722,0.048978,0.047164,0.039001,0,0,0,0,0,0,0,0
"elec_heat","gas",0.029024,0.034466,0.038094,0.038094,0.03628,0.039001,0.042629,0.042629,0.040815,0.040815,0.040815,0.038094,0.039001,0.040815,0.028117,0.029931,0.029931,0.032652,0.032652,0.031745,0.030838,0.029931,0.031745,0.031745,0.030838,0.035373,0.037187,0.040815,0.041722,0.048978,0.047164,0.039001,0,0,0,0,0,0,0,0
"elec_heat","refined liquids",0.029024,0.034466,0.038094,0.038094,0.03628,0.039001,0.042629,0.042629,0.040815,0.040815,0.040815,0.038094,0.039001,0.040815,0.028117,0.029931,0.029931,0.032652,0.032652,0.031745,0.030838,0.029931,0.031745,0.031745,0.030838,0.035373,0.037187,0.040815,0.041722,0.048978,0.047164,0.039001,0,0,0,0,0,0,0,0
"industry_energy","biomass",0.139678,0.146027,0.148748,0.146027,0.13605,0.152376,0.155097,0.160539,0.156004,0.142399,0.138771,0.136957,0.13605,0.140585,0.105212,0.105212,0.105212,0.10884,0.10884,0.116096,0.116096,0.10884,0.10884,0.120631,0.127887,0.100677,0.097956,0.097956,0.096142,0.096142,0.09977,0.093421,0,0,0,0,0,0,0,0
"industry_energy","coal",0.139678,0.146027,0.148748,0.146027,0.13605,0.152376,0.155097,0.160539,0.156004,0.142399,0.138771,0.136957,0.13605,0.140585,0.105212,0.105212,0.105212,0.10884,0.10884,0.116096,0.116096,0.10884,0.10884,0.120631,0.127887,0.100677,0.097956,0.097956,0.096142,0.096142,0.09977,0.093421,0,0,0,0,0,0,0,0
"industry_energy","gas",0.139678,0.146027,0.148748,0.146027,0.13605,0.152376,0.155097,0.160539,0.156004,0.142399,0.138771,0.136957,0.13605,0.140585,0.105212,0.105212,0.105212,0.10884,0.10884,0.116096,0.116096,0.10884,0.10884,0.120631,0.127887,0.100677,0.097956,0.097956,0.096142,0.096142,0.09977,0.093421,0,0,0,0,0,0,0,0
"industry_energy","refined liquids",0.139678,0.146027,0.148748,0.146027,0.13605,0.152376,0.155097,0.160539,0.156004,0.142399,0.138771,0.136957,0.13605,0.140585,0.105212,0.105212,0.105212,0.10884,0.10884,0.116096,0.116096,0.10884,0.10884,0.120631,0.127887,0.100677,0.097956,0.097956,0.096142,0.096142,0.09977,0.093421,0,0,0,0,0,0,0,0
"oil_gas","all",1.12468,1.152797,1.174565,1.195426,1.205403,1.210845,1.265265,1.298824,1.290661,1.291568,1.290661,1.227171,1.139192,1.123773,0.633993,0.601341,0.591364,0.582294,0.576852,0.551456,0.578666,0.570503,0.585922,0.584108,0.578666,0.428104,0.437174,0.43536,0.406336,0.380033,0.390917,0.331055,0,0,0,0,0,0,0,0
"trn_air","all",0.049885,0.048978,0.048071,0.047164,0.046257,0.048978,0.052606,0.055327,0.051699,0.048071,0.044443,0.040815,0.037187,0.034466,0.030838,0.02721,0.023582,0.024489,0.026303,0.02721,0.028117,0.028117,0.028117,0.028117,0.028117,0.028117,0.031745,0.034466,0.039908,0.024489,0.019047,0.019047,0,0,0,0,0,0,0,0
"trn_rail","all",0.040815,0.039908,0.039908,0.039908,0.039908,0.041722,0.043536,0.04535,0.043536,0.041722,0.039908,0.039001,0.037187,0.035373,0.033559,0.032652,0.030838,0.031745,0.032652,0.033559,0.034466,0.034466,0.035373,0.03628,0.03628,0.037187,0.035373,0.032652,0.035373,0.035373,0.035373,0.031745,0,0,0,0,0,0,0,0
"trn_road","gas",15.062549,14.786821,14.511093,14.235365,13.961451,13.685723,13.409995,13.134267,12.854911,12.579183,12.304362,12.030448,11.75472,11.479899,11.205078,10.930257,10.654529,9.941627,9.227818,8.514916,8.03602,7.557124,7.079135,6.598425,6.121343,5.643354,5.427488,5.314113,5.15176,4.830682,4.492371,4.120501,0,0,0,0,0,0,0,0
"trn_road","refined liquids",15.062549,14.786821,14.511093,14.235365,13.961451,13.685723,13.409995,13.134267,12.854911,12.579183,12.304362,12.030448,11.75472,11.479899,11.205078,10.930257,10.654529,9.941627,9.227818,8.514916,8.03602,7.557124,7.079135,6.598425,6.121343,5.643354,5.427488,5.314113,5.15176,4.830682,4.492371,4.120501,0,0,0,0,0,0,0,0
"trn_ship","all",0.02721,0.02721,0.02721,0.02721,0.028117,0.02721,0.026303,0.026303,0.026303,0.02721,0.02721,0.028117,0.028117,0.029024,0.029931,0.029931,0.030838,0.029931,0.029024,0.028117,0.029024,0.029024,0.029024,0.029024,0.029931,0.029931,0.029024,0.028117,0.02721,0.029024,0.029024,0.029024,0,0,0,0,0,0,0,0
